,Concept_ID,ba,no
790,sechzig::NUM,алтмыш,seksti
791,siebzig::NUM,етмеш,sytti
792,achtzig::NUM,һикһән,åtti
793,neunzig::NUM,туҡһан,nitti
794,hundert::NUM,йөҙ,hundre
795,tausend::NUM,мең,tusen
796,und::CNJ,да,og
797,oder::CNJ,йәки,eller
798,stehen::V,тороу,stå
799,sitzen::V,ултырыу,sitte
800,liegen::V,ятыу,ligge
801,hängen::V,аҫылынып тороу,henge
802,werden::V,булыу,bli
803,passieren::V,булыу,skje
804,passieren::V,булыу,hende
805,beginnen::V,башлау,begynne
806,enden::V,бөтөү,ende
807,enden::V,бөтөү,slutte
808,enden::V,тамамланыү,ende
809,enden::V,тамамланыү,slutte
810,wechseln::V,үҙгәреү,veksle
811,aufgehen[Sonne]::V,ҡалҡыу,stå opp
812,untergehen[Sonne]::V,байыу,gå ned
813,scheinen[Sonne]::V,яҡтыртып тороу,skinne
814,donnern::V,күкрәү,tordne
815,wehen::V,иҫеү,blåse
816,strömen::V,ташыу,strømme
817,fließen::V,ағыу,flyte
818,sich drehen::V,әйләнеү,dreie seg
819,schwanken::V,тирбәлеү,svaie
820,schwingen::V,бәүетеү,svinge
821,fallen::V,йығылыу,falle
822,brennen::V,яныу,brenne
823,rauchen::V,төтәү,ryke
824,regnen::V,ямғыр яуа,regne
825,gefrieren::V,туңыү,fryse
826,tauen::V,иреү,tine
827,schmelzen::V,иреү,smelte
828,trocknen::V,кибеү,tørre
829,sieden::V,ҡайнау,koke
830,faulen::V,сереу,råtne
831,verfaulen::V,сереу,råtne
832,reißen::V,өҙөү,briste
833,reißen::V,йыртылыу,briste
834,versinken::V,батыу,synke
835,versinken::V,батыу,synke ned
836,vergehen::V,үтеү,forløpe
837,erscheinen::V,килеп сығыу,synes
838,verschwinden::V,юғалыу,forsvinne
839,sinken::V,түбәнәйеү,synke
840,abnehmen::V,кәметеү,avta
841,abnehmen::V,кәметеү,minske
842,zunehmen::V,артыу,tilta
843,steigen::V,күтәрелеү,stige
844,wachsen::V,үҫеү,gro
845,wachsen::V,үҫеү,vokse
846,glänzen::V,ялтырау,skinne
847,funkeln::V,баҙлау,tindre
848,lärmen::V,шаулау,bråke
849,läuten::V,ҡағыу,ringe
850,klingeln::V,ҡағыу,ringe
851,klingeln::V,шылтыратыу,ringe
852,klirren::V,шылтыратыу,klirre
853,brausen::V,ҡотороноу,bruse
854,rauschen::V,шыптырлау,suse
855,klingen::V,яңғырау,lyde
856,klingen::V,яңғырау,klinge
857,bellen::V,өрөү,gjø
858,bellen::V,өрөү,bjeffe
859,heulen::V,олоу,ule
860,blasen::V,өрөү,blåse
861,pfeifen::V,һызғырып ебәреү,plystre
862,schreien::V,ҡысҡырыу,skrike
863,stöhnen::V,уңғырашыу,stønne
864,zittern::V,ҡалтырау,dirre
865,zittern::V,ҡалтырау,skjelve
866,leben::V,йәшәү,leve
867,geboren werden::V,тыуыу,fødes
868,atmen::V,тын алыү,ånde
869,atmen::V,тын алыү,puste
870,trinken::V,эсеү,drikke
871,essen::V,ашау,spise
872,schlucken::V,йотоу,svelge
873,müde werden::V,арыу,bli trett
874,einschlafen::V,йоҡлап китеү,sovne
875,schlafen::V,йоҡлау,sove
876,aufwachen::V,уяныу,våkne
877,aufstehen::V,тороу,stå opp
878,sich erholen::V,ял итеү,bli bra
879,sich erholen::V,ял итеү,komme seg
880,krank werden::V,сирләү,bli syk
881,krank sein::V,сирләү,være syk
882,schmerzen::V,ауыртыу,gjøre vondt
883,husten::V,йүтәлләү,hoste
884,genesen::V,һауығыу,komme seg
885,sterben::V,үлеү,dø
886,umkommen::V,һәләк булыу,omkomme
887,sich bewegen::V,хәрәкәт итеү,bevege seg
888,sich rühren::V,ҡуҙғалыу,røre på seg
889,sich erheben::V,тороу,reise seg
890,sich setzen::V,ултырыу,sette sig
891,hinfallen::V,ҡолау,falle over ende
892,laufen::V,йөрөү,løpe
893,schreiten::V,атлау,skride
894,spazierengehen::V,ял итеп йороү,spasere
895,spazierengehen::V,ял итеп йороү,gå en tur
896,eilen::V,ашығыу,ile
897,eilen::V,ҡабаланыу,ile
898,sich beeilen::V,ашығыу,skynde seg
899,sich beeilen::V,ҡабаланыу,skynde seg
900,sausen::V,елеү,suse
901,rennen::V,йүгеп йөрөү,løpe
902,springen::V,һикереү,hoppe
903,springen::V,һикереү,springe
904,klettern::V,үрмәләү,klatre
905,klettern::V,үрмәләп менеү,klatre
906,schaukeln::V,сайҡалыу,huske
907,kriechen::V,шыуышыу,krype
908,schwimmen::V,йоҙөү,svømme
909,tauchen::V,сумыу,dykke
910,rudern::V,ишеү,ro
911,fahren::V,йөрөү,kjøre
912,fliegen::V,осоу,fly
913,gehen::V,барыу,gå
914,weggehen::V,китеү,gå bort
915,abfahren::V,сығыу,reise
916,anhalten::V,тукталыу,stanse
917,hineingehen::V,инеү,gå inn
918,eintreten::V,инеү,tre inn
919,kommen::V,килеү,komme
920,ankommen::V,килеү,ankomme
921,ankommen::V,килеү,komme til
922,zurückkommen::V,ҡайтыу,komme tilbake
923,bleiben::V,ҡалыу,bli
924,bleiben::V,ҡалыу,forbli
925,warten::V,көтөп тороу,vente
926,erwarten::V,көтөү,vente
927,suchen::V,эҙләү,søke
928,finden::V,табыу,finne
929,versuchen::V,тырышып ҡарау,prøve
930,versuchen::V,тырышып ҡарау,forsøke
931,vorbereiten::V,әҙерләү,forberede
932,lieben::V,яратыу,elske
933,mögen::V,һөйөү,like
934,mögen::V,яратыу,like
935,lachen::V,көлөү,le
936,rühren::V,ҡағылыу,røre
937,weinen::V,илау,gråte
938,schimpfen::V,һүгенеү,skjelle
939,schimpfen::V,тиргәнеү,skjelle
940,schimpfen::V,һуҡраныу,skjelle
941,sich ärgern::V,асыуланыу,ergre seg
942,sich fürchten::V,ҡурҡыу,være redd
943,fürchten::V,ҡурҡыу,være redd for
944,fliehen::V,ҡасыу,rømme
945,fliehen::V,ҡасыу,flykte
946,flüchten::V,ҡасыу,flykte
947,sehen::V,күреү,se
948,anschauen::V,ҡарау,se på
949,anschauen::V,ҡарау,betrakte
950,ansehen::V,ҡарау,anse
951,ansehen::V,тикшереү,anse
952,hören::V,ишетеү,høre
953,zuhören::V,тыңлау,tilhøre
954,probieren::V,татыу,smake
955,probieren::V,татыу,smake på
956,riechen::V,еҫкәү,lukte
957,fühlen::V,тойоу,føle
958,scheinen::V,кеүек күренеү,se ut
959,scheinen::V,тойолоу,se ut
960,zu sehen sein::V,күренеү,synes
961,vernehmen::V,ишетеү,få vite
962,frieren::V,туңыү,fryse
963,tun::V,яһау,gjøre
964,tun::V,әшләү,gjøre
965,können::V,алыу,kunne
966,können::V,мөмкин булыу,kunne
967,wollen::V,теләү,ville
968,anfangen::V,башлау,begynne
969,beenden::V,бөтөрөү,avslutte
970,beenden::V,тамамлау,avslutte
971,aufhören::V,туктау,slutte
972,aufhören::V,туктау,holde opp
973,gelingen::V,уңышлы булыу,lykkes
974,geraten::V,булып сығыу,bli
975,öffnen::V,асыу,åpne
976,schließen::V,йомоу,lukke
977,schließen::V,йомоу,stenge
978,stellen::V,ҡуйыу,stille
979,setzen::V,урынлаштырыу,sette
980,legen::V,һалыу,legge
981,berühren::V,тейеү,berøre
982,berühren::V,ҡағылыу,berøre
983,verbinden::V,ҡушыу,forbinde
984,verbinden::V,бәйләү,forbinde
985,bedecken::V,ҡаплау,dekke
986,aufhängen::V,элеү,henge
987,aufhängen::V,элеү,henge opp
988,anzünden::V,тоҡандырыу,tenne
989,anzünden::V,тоҡандырыу,antenne
990,anzünden::V,тоҡандырыу,tenne på
991,aufheben::V,мендереү,løfte
992,aufheben::V,мендереү,ta opp
993,zurücklassen::V,ҡалдырыу,slippe tilbake
994,verlieren::V,юғалтыу,miste
995,fallen lassen::V,төшөрөп ебәреү,droppe
996,fallen lassen::V,төшөрөп ебәреү,la falle
997,machen::V,яһау,lage
998,machen::V,яһау,gjøre
999,machen::V,эшләү,lage
1000,machen::V,эшләү,gjøre
1001,herstellen::V,эшләп сығарыу,fremstille
1002,bauen::V,төҙөү,bygge
1003,reparieren::V,төҙәтеү,reparere
1004,verbessern::V,яҡшыртыу,rette
1005,verbessern::V,яҡшыртыу,forbedre
1006,ändern::V,үҙгәртеү,forandre
1007,graben::V,ҡаҙыу,grave
1008,beugen::V,бөгөү,bøye
1009,biegen::V,бөгөү,bøye
1010,drehen::V,өйрөлтөү,dreie
1011,drehen::V,әйләндереү,dreie
1012,wenden::V,әйләндереү,vende
1013,umdrehen::V,түңкәреү,snu
1014,heben::V,күтәреү,heve
1015,heben::V,мендереү,heve
1016,hochheben::V,күтәреү,løfte
1017,ergreifen::V,тотоп алыу,gripe
1018,ergreifen::V,тотоп алыу,få tak i
1019,halten::V,тотоу,holde
1020,drücken::V,ҡыҫыу,trykke
1021,schieben::V,этеү,skyve
1022,schieben::V,төртөү,skyve
1023,kratzen::V,ҡырыу,klø
1024,kratzen::V,ҡырыу,klore
1025,lecken::V,ялау,slikke
1026,beißen::V,тешләү,bite
1027,abreißen::V,өҙөү,rive av
1028,abschneiden::V,ҡырҡыу,skjære av
1029,binden::V,бәйләү,binde
1030,stecken::V,ҡаҙау,stikke
1031,brechen::V,боҙоу,bryte
1032,brechen::V,боҙоу,briste
1033,klopfen::V,шаҡылдау,banke
1034,hauen::V,туҡмау,hogge
1035,kleben::V,йәбештереү,klistre
1036,reiben::V,ыуыу,gni
1037,reiben::V,ышҡыу,gni
1038,streichen::V,яғыу,stryke
1039,schleifen::V,үткерләү,slipe
1040,schneiden::V,ҡырҡыу,klippe
1041,rütteln::V,һелкетеү,ruske
1042,schütteln::V,һелкетеү,riste
1043,schwenken::V,болғау,svinge
1044,schütten::V,ҡойоу,helle
1045,füllen::V,тултырыу,fylle
1046,einwickeln::V,төрөү,vikle inn
1047,tragen::V,алып барыу,bære
1048,schleppen::V,һөйрәү,slepe
1049,ziehen::V,тартыу,dra
1050,ziehen::V,тартыу,trekke
1051,aufbewahren::V,һаҡлау,oppbevare
1052,aufbewahren::V,һаҡлау,ta vare på
1053,werfen::V,ырғытыу,kaste
1054,fangen::V,тотоу,fange
1055,packen::V,етеү,gripe
1056,packen::V,етеү,gripe tak i
1057,packen::V,тотоп алыу,gripe
1058,packen::V,тотоп алыу,gripe tak i
1059,verstecken::V,йәшереү,gjemme
1060,teilen::V,бүлеү,dele
1061,schicken::V,ебәреү,sende
1062,bringen::V,килтереү,bringe
1063,hinzufügen::V,өтәү,tilføye
1064,bekommen::V,алыу,få
1065,erhalten::V,алыу,få
1066,nehmen::V,алыу,ta
1067,wählen::V,һайлаү,velge
1068,auswählen::V,һайлап алыу,velge ut
1069,bewahren::V,һаҡлау,bevare
1070,behindern::V,тотҡарлыҡ яһау,hindre
1071,behindern::V,тотҡарлыҡ яһау,forhindre
1072,verderben::V,боҙоу,ødelegge
1073,beschädigen::V,боҙоу,skade
1074,zerbrechen::V,ҡыйратыу,brekke i stykker
1075,zerreißen::V,йыртыу,rive i stykker
1076,zerstören::V,емереү,ødelegge
1077,verbrennen::V,үртәү,brenne
1078,verbrennen::V,үртәү,brenne opp
1079,geben::V,биреү,gi
1080,reichen::V,биреү,rekke
1081,schenken::V,бүләк итеү,forære
1082,schenken::V,бүләк итеү,skjenke
1083,versprechen::V,вәғәҙә биреү,love
1084,wünschen::V,теләу,ønske
1085,loben::V,маҡтау,rose
1086,küssen::V,үбеү,kysse
1087,wiegen::V,бәүетеү,vogge
1088,wiegen::V,тирбәтеү,vogge
1089,zudecken::V,ҡаплау,dekke til
1090,wecken::V,уятыу,vekke
1091,zeigen::V,күрһәтеү,vise
1092,führen::V,етәкләү,føre
1093,lehren::V,уҡытыу,lære
1094,lehren::V,өйрәтеү,lære
1095,unterrichten::V,уҡытыу,undervise
1096,aufziehen::V,тәрбиәле,oppdra
1097,leiten::V,етәкләү,lede
1098,leiten::V,етәкселек итеү,lede
1099,antreiben::V,ашыҡтырыу,drive på
1100,lassen::V,мәжбүр итеү,få til å
1101,einladen::V,саҡырыу,be
1102,einladen::V,саҡырыу,invitere
1103,vereinigen::V,берләштереү,forene
1104,besuchen::V,килеп сығыу,besøke
1105,treffen::V,тойоү,møte
1106,treffen::V,тойоү,treffe
1107,treffen::V,осратыу,møte
1108,treffen::V,осратыу,treffe
1109,treffen::V,ҡаршылау,møte
1110,treffen::V,ҡаршылау,treffe
1111,sich versammeln::V,йыйылыу,forsamles
1112,spielen::V,тартыу,leke
1113,spielen::V,тартыу,spille
1114,singen::V,йырлау,synge
1115,tanzen::V,бейеү,danse
1116,sich trennen::V,айырылышыу,skilles
1117,verlassen::V,ташлау,forlate
1118,verlassen::V,ташлап китеү,forlate
1119,retten::V,ҡотҡарыу,redde
1120,bewachen::V,һаҡлау,bevokte
1121,schützen::V,һаҡлау,verne
1122,schützen::V,һаҡлау,beskytte
1123,verteidigen::V,яҡлау,forsvare
1124,sich schlagen::V,һуғышыу,slåss
1125,schießen::V,атыу,skyte
1126,siegen::V,еңеү,seire
1127,ärgern::V,асыуландырыу,ergre
1128,schlagen::V,бәреү,
1129,schlagen::V,туҡмау,
1130,treten::V,тибеү,sparke
1131,treten::V,типкеләү,sparke
1132,stechen::V,сәнсеү,stikke
1133,stoßen::V,этеү,støte
1134,stoßen::V,төртөү,støte
1135,stehlen::V,урлау,stjele
1136,stören::V,ҡамасаулау,forstyrre
1137,belästigen::V,бимазалау,plage
1138,belästigen::V,бимазалау,sjenere
1139,belästigen::V,ҡамасаулау,plage
1140,belästigen::V,ҡамасаулау,sjenere
1141,verbergen::V,йәшереү,gjemme
1142,täuschen::V,ултыртыу,villede
1143,betrügen::V,алдау,bedra
1144,töten::V,үлтереү,drepe
1145,wohnen::V,йәшәү,bo
1146,arbeiten::V,эшләү,arbeide
1147,sammeln::V,йыйыу,samle
1148,pflücken::V,өҙөү,plukke
1149,jagen::V,аулау,jage
1150,fischen::V,аулау,fiske
1151,fassen::V,тотоу,fange
1152,hüten::V,көтөү,vokte
1153,treiben::V,ҡыуыу,drive
1154,anbinden::V,бәйләү,feste
1155,füttern::V,ашатыу,fore
1156,melken::V,һауыү,melke
1157,hacken::V,турау,hakke
1158,hacken::V,тапау,hakke
1159,gießen::V,ҡойоу,helle
1160,reifen::V,өлғөрөү,modne
1161,zubereiten::V,бешереү,lage
1162,zubereiten::V,бешереү,tilberede
1163,kochen::V,бешереү,koke
1164,backen::V,бешереү,bake
1165,braten::V,ҡурыу,steke
1166,umrühren::V,ҡатнаштырыу,røre om
1167,stricken::V,бәйләү,strikke
1168,nähen::V,тегеү,sy
1169,färben::V,буяу,farge
1170,reinigen::V,таҙартыу,rense
1171,reinigen::V,таҙартыу,gjøre ren
1172,waschen::V,йыуыу,vaske
1173,abwischen::V,һөртөү,tørke av
1174,spülen::V,сайҡау,spyle
1175,spülen::V,сайҡау,skylle
1176,fegen::V,һепереү,feie
1177,kehren::V,һепереү,koste
1178,baden::V,һыу инеү,bade
1179,sich waschen::V,йыуыныу,vaske seg
1180,ausziehen::V,сисеү,ta av
1181,anziehen::V,кейеү,ta på
1182,sich anziehen::V,кейенеү,kle på seg
1183,kämmen::V,тарау,gre
1184,kämmen::V,тарау,kjemme
1185,schmücken::V,биҙәү,pynte
1186,schmücken::V,биҙәү,smykke
1187,sagen::V,әйтеү,si
1188,sprechen::V,әйтеү,snakke
1189,sprechen::V,һөйләшеү,snakke
1190,reden::V,һөйләшеү,tale
1191,reden::V,һөйләшеү,snakke
1192,sich unterhalten::V,әңгәмәләшеү,samtale
1193,fragen::V,һорау,spørre
1194,bitten::V,үтенеү,be
1195,erzählen::V,һөйләү,fortelle
1196,mitteilen::V,әйтеү,meddele
1197,nennen::V,атау,kalle
1198,nennen::V,исемләү,kalle
1199,rufen::V,саҡырыу,rope
1200,prahlen::V,маҡтаныу,skryte
1201,prahlen::V,шапырыныу,skryte
1202,übersetzen::V,тәржемә итеү,oversette
1203,denken::V,уйлау,tenke
1204,glauben::V,ышаныу,tro
1205,bemerken::V,күреү,bemerke
1206,bemerken::V,күреү,legge merke til
1207,erkennen::V,таныу,gjenkjenne
1208,begreifen::V,аңлау,begripe
1209,verstehen::V,аңлау,forstå
1210,verstehen::V,аңлау,skjønne
1211,lernen::V,өйрәнеү,lære
1212,wissen::V,белеү,vite
1213,sich erinnern an::V,хәтергә алыу,huske på
1214,vergessen::V,онотоу,glemme
1215,messen::V,үлсәү,måle
1216,zählen::V,һанау,telle
1217,rechnen::V,һанау,regne
1218,lesen::V,уҡыу,lese
1219,malen::V,һүрәт яһау,male
1220,malen::V,рәсем төшөрөү,male
1221,zeichnen::V,һүрәт яһау,tegne
1222,zeichnen::V,рәсем төшөрөү,tegne
1223,schreiben::V,яҙыу,skrive
1224,besitzen::V,биләү,eie
1225,besitzen::V,биләү,inneha
1226,kaufen::V,һатып алыу,kjøpe
1227,verkaufen::V,һатыу,selge
1228,bezahlen::V,түләү,betale
1229,zahlen::V,түләү,betale
1230,beherrschen::V,биләү,beherske
1231,ertragen::V,түҙеү,orke
