,Concept_ID,az,kn
1078,abwischen::V,silmək,ಒರಸು
1079,spülen::V,çalxamaq,ಗಲಬರಿಸು
1080,fegen::V,süpürmək,ಗುಡಿಸು
1081,kehren::V,süpürmək,ಗುಡಿಸು
1082,baden::V,çimmək,ಸ್ನಾನಮಾಡು
1083,sich waschen::V,yuyunmaq,ತೊಳೆ
1084,ausziehen::V,soyunmaq,ಬಿಚ್ಚು
1085,anziehen::V,geymək,ಹಾಕು
1086,sich anziehen::V,geyinmək,ಹಾಕು
1087,kämmen::V,daramaq,ಬಾಚು
1088,schmücken::V,bəzəmək,ಅಲಂಕರಿಸು
1089,sagen::V,demək,ಹೇಳು
1090,sagen::V,söymek,ಹೇಳು
1091,sprechen::V,danışmaq,ನುಡಿ
1092,reden::V,danışmaq,ನುಡಿ
1093,sich unterhalten::V,söhbət etmək,ಹರಟೆ ಹೊಡಿ
1094,fragen::V,soruşmaq,ವಿಚಾರಿಸು
1095,bitten::V,diləmək,ಬೇಡು
1096,bitten::V,xahiş etmək,ಬೇಡು
1097,erzählen::V,bəhs etmək,ಹೇಳು
1098,mitteilen::V,bildirmək,ತಿಳಿಸು
1099,nennen::V,adlandırmaq,ಹೆಸರಿಡು
1100,rufen::V,çağırmaq,ಕರೆ
1101,prahlen::V,öyünmək,ಜಂಬ ಕೊಚ್ಚು
1102,übersetzen::V,tərcümə etmək,ಭಾಷಾಂತರಿಸು
1103,denken::V,düşünmək,ಯೋಚಿಸು
1104,denken::V,fikirləşmək,ಯೋಚಿಸು
1105,glauben::V,inanmaq,ನಂಬು
1106,bemerken::V,qeyd etmək,ಗಮನಿಸು
1107,erkennen::V,tanımaq,ಗುರುತುಹಿಡಿ
1108,begreifen::V,anlamaq,ಗ್ರಹಿಸು
1109,verstehen::V,duymaq,ಅರ್ಥಮಾಡಿಕೊ
1110,lernen::V,öyrənmək,ಕಲಿ
1111,wissen::V,bilmək,ಅರಿ
1112,sich erinnern an::V,xatırlamaq,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1113,vergessen::V,unutmaq,ಮರೆತುವಿಡು
1114,messen::V,ölçmək,ಅಳೆ
1115,zählen::V,saymaq,ಗಣಿಸು
1116,rechnen::V,hesablamaq,ಲೆಕ್ಕ ಹಾಕು
1117,lesen::V,oxumaq,ಓದು
1118,malen::V,şəkil çəkmək,ಬಿಡಿಸು
1119,zeichnen::V,cızmaq,ಬಿಡಿಸು
1120,schreiben::V,yazmaq,ಬರೆ
1121,besitzen::V,yiyələnmək,ಒಡೆಯನಾಗಿರು
1122,besitzen::V,malik olmaq,ಒಡೆಯನಾಗಿರು
1123,kaufen::V,satın almaq,ಕೊಳ್ಳು
1124,verkaufen::V,satmaq,ಕೊಡು
1125,bezahlen::V,ödəmək,ಬೆಲೆತೆರು
1126,zahlen::V,ödəmək,ಹಣವನ್ನುಕೊಡು
1127,beherrschen::V,idarə etmək,ಅಧಿಕಾರ ನಡೆಸು
1128,ertragen::V,dözmək,ಸಹಿಸು
