,Concept_ID,zh,ba
792,schreien::V,叫喊,ҡысҡырыу
793,stöhnen::V,呻吟,уңғырашыу
794,zittern::V,颤抖,ҡалтырау
795,leben::V,生存,йәшәү
796,geboren werden::V,出生,тыуыу
797,atmen::V,呼吸,тын алыү
798,trinken::V,喝,эсеү
799,essen::V,吃,ашау
800,schlucken::V,咽,йотоу
801,müde werden::V,疲倦,арыу
802,einschlafen::V,入睡,йоҡлап китеү
803,schlafen::V,睡觉,йоҡлау
804,aufwachen::V,睡醒,уяныу
805,aufstehen::V,起床,тороу
806,sich erholen::V,休养,ял итеү
807,krank werden::V,生病,сирләү
808,krank sein::V,生病,сирләү
809,schmerzen::V,疼痛,ауыртыу
810,husten::V,咳,йүтәлләү
811,genesen::V,痊愈,һауығыу
812,sterben::V,死,үлеү
813,umkommen::V,丧命,һәләк булыу
814,sich bewegen::V,移动,хәрәкәт итеү
815,sich rühren::V,动弹,ҡуҙғалыу
816,sich erheben::V,站起,тороу
817,sich setzen::V,坐,ултырыу
818,hinfallen::V,跌倒,ҡолау
819,laufen::V,步行,йөрөү
820,schreiten::V,迈步,атлау
821,spazierengehen::V,散步,ял итеп йороү
822,eilen::V,急忙,ашығыу
823,eilen::V,急忙,ҡабаланыу
824,sich beeilen::V,赶快,ашығыу
825,sich beeilen::V,赶快,ҡабаланыу
826,sausen::V,疾驰,елеү
827,rennen::V,奔跑,йүгеп йөрөү
828,springen::V,跳,һикереү
829,klettern::V,攀缘,үрмәләү
830,klettern::V,攀缘,үрмәләп менеү
831,schaukeln::V,荡秋千,сайҡалыу
832,kriechen::V,爬行,шыуышыу
833,schwimmen::V,游泳,йоҙөү
834,tauchen::V,潜水,сумыу
835,rudern::V,划船,ишеү
836,fahren::V,行驶,йөрөү
837,fliegen::V,飞,осоу
838,gehen::V,走,барыу
839,weggehen::V,离去,китеү
840,abfahren::V,出发,сығыу
841,anhalten::V,停住,тукталыу
842,hineingehen::V,进去,инеү
843,eintreten::V,进入,инеү
844,kommen::V,来,килеү
845,ankommen::V,到达,килеү
846,zurückkommen::V,回来,ҡайтыу
847,bleiben::V,停留,ҡалыу
848,warten::V,等,көтөп тороу
849,erwarten::V,等候,көтөү
850,suchen::V,找,эҙләү
851,finden::V,找到,табыу
852,versuchen::V,尝试,тырышып ҡарау
853,vorbereiten::V,预备,әҙерләү
854,lieben::V,爱,яратыу
855,mögen::V,喜欢,һөйөү
856,mögen::V,喜欢,яратыу
857,lachen::V,笑,көлөү
858,weinen::V,哭,илау
859,schimpfen::V,骂,һүгенеү
860,schimpfen::V,骂,тиргәнеү
861,schimpfen::V,骂,һуҡраныу
862,sich ärgern::V,生气,асыуланыу
863,sich fürchten::V,害怕,ҡурҡыу
864,fürchten::V,害怕,ҡурҡыу
865,fliehen::V,逃走,ҡасыу
866,flüchten::V,逃跑,ҡасыу
867,sehen::V,看,күреү
868,anschauen::V,注视,ҡарау
869,ansehen::V,注视,ҡарау
870,ansehen::V,注视,тикшереү
871,hören::V,听,ишетеү
872,zuhören::V,倾听,тыңлау
873,probieren::V,尝,татыу
874,riechen::V,闻,еҫкәү
875,fühlen::V,感到,тойоу
876,scheinen::V,照耀,кеүек күренеү
877,scheinen::V,照耀,тойолоу
878,zu sehen sein::V,可以看到,күренеү
879,vernehmen::V,审讯,ишетеү
880,frieren::V,觉得冷,туңыү
881,tun::V,作,яһау
882,tun::V,作,әшләү
883,können::V,能,алыу
884,können::V,能,мөмкин булыу
885,wollen::V,要,теләү
886,anfangen::V,开始,башлау
887,beenden::V,结束,бөтөрөү
888,beenden::V,结束,тамамлау
889,aufhören::V,停止,туктау
890,gelingen::V,成功,уңышлы булыу
891,geraten::V,陷于,булып сығыу
892,öffnen::V,打开,асыу
893,schließen::V,关,йомоу
894,stellen::V,放,ҡуйыу
895,setzen::V,放,урынлаштырыу
896,legen::V,摆,һалыу
897,berühren::V,触,тейеү
898,berühren::V,触,ҡағылыу
899,verbinden::V,联结,ҡушыу
900,verbinden::V,联结,бәйләү
901,bedecken::V,覆盖,ҡаплау
902,aufhängen::V,挂,элеү
903,anzünden::V,点,тоҡандырыу
904,aufheben::V,拾起,мендереү
905,zurücklassen::V,遗留,ҡалдырыу
906,verlieren::V,丧失,юғалтыу
907,fallen lassen::V,让掉下,төшөрөп ебәреү
908,machen::V,做,яһау
909,machen::V,做,эшләү
910,herstellen::V,生产,эшләп сығарыу
911,bauen::V,建造,төҙөү
912,reparieren::V,修理,төҙәтеү
913,verbessern::V,改进,яҡшыртыу
914,ändern::V,改变,үҙгәртеү
915,graben::V,挖,ҡаҙыу
916,beugen::V,弯下,бөгөү
917,biegen::V,弯,бөгөү
918,drehen::V,转动,өйрөлтөү
919,drehen::V,转动,әйләндереү
920,wenden::V,转动,әйләндереү
921,umdrehen::V,转动,түңкәреү
922,heben::V,举起,күтәреү
923,heben::V,举起,мендереү
924,hochheben::V,抬高,күтәреү
925,ergreifen::V,抓住,тотоп алыу
926,halten::V,拿着,тотоу
927,drücken::V,压,ҡыҫыу
928,schieben::V,推,этеү
929,schieben::V,推,төртөү
930,kratzen::V,搔,ҡырыу
931,lecken::V,舔,ялау
932,beißen::V,咬,тешләү
933,abreißen::V,撕下,өҙөү
934,abschneiden::V,切断,ҡырҡыу
935,binden::V,捆,бәйләү
936,stecken::V,插,ҡаҙау
937,brechen::V,断裂,боҙоу
938,klopfen::V,敲,шаҡылдау
939,hauen::V,揍,туҡмау
940,kleben::V,粘,йәбештереү
941,reiben::V,摩擦,ыуыу
942,reiben::V,摩擦,ышҡыу
943,streichen::V,涂,яғыу
944,schleifen::V,拖曳,үткерләү
945,schneiden::V,切,ҡырҡыу
946,rütteln::V,颠簸,һелкетеү
947,schütteln::V,摇动,һелкетеү
948,schwenken::V,摇动,болғау
949,schütten::V,倒,ҡойоу
950,füllen::V,填满,тултырыу
951,einwickeln::V,包,төрөү
952,tragen::V,提,алып барыу
953,schleppen::V,扛,һөйрәү
954,ziehen::V,拉,тартыу
955,aufbewahren::V,保存,һаҡлау
956,werfen::V,扔,ырғытыу
957,fangen::V,捕捉,тотоу
958,packen::V,抓住,етеү
959,packen::V,抓住,тотоп алыу
960,verstecken::V,藏,йәшереү
961,teilen::V,分,бүлеү
962,schicken::V,派遣,ебәреү
963,bringen::V,带来,килтереү
964,hinzufügen::V,添加,өтәү
965,bekommen::V,得到,алыу
966,erhalten::V,接到,алыу
967,nehmen::V,拿,алыу
968,wählen::V,挑选,һайлаү
969,auswählen::V,选择,һайлап алыу
970,bewahren::V,保持,һаҡлау
971,behindern::V,防碍,тотҡарлыҡ яһау
972,verderben::V,败坏,боҙоу
973,beschädigen::V,损坏,боҙоу
974,zerbrechen::V,破碎,ҡыйратыу
975,zerreißen::V,撕碎,йыртыу
976,zerstören::V,毁坏,емереү
977,verbrennen::V,燃烧,үртәү
978,geben::V,给,биреү
979,reichen::V,递给,биреү
980,schenken::V,赠送,бүләк итеү
981,versprechen::V,许诺,вәғәҙә биреү
982,wünschen::V,祝,теләу
983,loben::V,表扬,маҡтау
984,küssen::V,亲,үбеү
985,wiegen::V,轻摇,бәүетеү
986,wiegen::V,轻摇,тирбәтеү
987,zudecken::V,盖上,ҡаплау
988,wecken::V,唤起,уятыу
989,zeigen::V,指,күрһәтеү
990,führen::V,带领,етәкләү
991,lehren::V,教,уҡытыу
992,lehren::V,教,өйрәтеү
993,unterrichten::V,讲课,уҡытыу
994,aufziehen::V,抚养,тәрбиәле
995,leiten::V,领导,етәкләү
996,leiten::V,领导,етәкселек итеү
997,antreiben::V,催促,ашыҡтырыу
998,lassen::V,让,мәжбүр итеү
999,einladen::V,邀请,саҡырыу
1000,vereinigen::V,统一,берләштереү
1001,besuchen::V,参观,килеп сығыу
1002,treffen::V,会面,тойоү
1003,treffen::V,会面,осратыу
1004,treffen::V,会面,ҡаршылау
1005,sich versammeln::V,聚集,йыйылыу
1006,spielen::V,玩,тартыу
1007,singen::V,唱歌,йырлау
1008,tanzen::V,跳舞,бейеү
1009,sich trennen::V,分别,айырылышыу
1010,verlassen::V,离开,ташлау
1011,verlassen::V,离开,ташлап китеү
1012,retten::V,救,ҡотҡарыу
1013,bewachen::V,守卫,һаҡлау
1014,schützen::V,保护,һаҡлау
1015,verteidigen::V,保卫,яҡлау
1016,sich schlagen::V,打架,һуғышыу
1017,schießen::V,射击,атыу
1018,siegen::V,获胜,еңеү
1019,ärgern::V,激怒,асыуландырыу
1020,schlagen::V,打,бәреү
1021,schlagen::V,打,туҡмау
1022,treten::V,踢,тибеү
1023,treten::V,踢,типкеләү
1024,stechen::V,刺,сәнсеү
1025,stoßen::V,撞,этеү
1026,stoßen::V,撞,төртөү
1027,stehlen::V,盗窃,урлау
1028,stören::V,干扰,ҡамасаулау
1029,belästigen::V,打搅,бимазалау
1030,belästigen::V,打搅,ҡамасаулау
1031,verbergen::V,隐藏,йәшереү
1032,täuschen::V,欺骗,ултыртыу
1033,betrügen::V,欺骗,алдау
1034,töten::V,杀,үлтереү
1035,wohnen::V,居住,йәшәү
1036,arbeiten::V,工作,эшләү
1037,sammeln::V,收集,йыйыу
1038,pflücken::V,采,өҙөү
1039,jagen::V,打猎,аулау
1040,fischen::V,捕鱼,аулау
1041,fassen::V,捉住,тотоу
1042,hüten::V,守护,көтөү
1043,treiben::V,漂,ҡыуыу
1044,anbinden::V,拴,бәйләү
1045,füttern::V,喂,ашатыу
1046,melken::V,挤奶,һауыү
1047,hacken::V,剁细,турау
1048,hacken::V,剁细,тапау
1049,gießen::V,浇,ҡойоу
1050,reifen::V,成熟,өлғөрөү
1051,kochen::V,煮,бешереү
1052,backen::V,烤,бешереү
1053,braten::V,煎,ҡурыу
1054,umrühren::V,搅拌,ҡатнаштырыу
1055,stricken::V,织,бәйләү
1056,nähen::V,缝,тегеү
1057,färben::V,染色,буяу
1058,reinigen::V,清洁,таҙартыу
1059,waschen::V,洗,йыуыу
1060,abwischen::V,擦掉,һөртөү
1061,spülen::V,清洗,сайҡау
1062,fegen::V,扫,һепереү
1063,kehren::V,打扫,һепереү
1064,baden::V,给...洗澡,һыу инеү
1065,sich waschen::V,洗澡,йыуыныу
1066,ausziehen::V,脱,сисеү
1067,anziehen::V,穿,кейеү
1068,sich anziehen::V,穿衣,кейенеү
1069,kämmen::V,梳,тарау
1070,schmücken::V,装饰,биҙәү
1071,sagen::V,说,әйтеү
1072,sprechen::V,说,әйтеү
1073,sprechen::V,说,һөйләшеү
1074,reden::V,讲,һөйләшеү
1075,sich unterhalten::V,聊天,әңгәмәләшеү
1076,fragen::V,问,һорау
1077,bitten::V,请,үтенеү
1078,erzählen::V,叙述,һөйләү
1079,mitteilen::V,通知,әйтеү
1080,nennen::V,叫做,атау
1081,nennen::V,叫做,исемләү
1082,rufen::V,叫,саҡырыу
1083,prahlen::V,吹牛,маҡтаныу
1084,prahlen::V,吹牛,шапырыныу
1085,übersetzen::V,翻译,тәржемә итеү
1086,denken::V,想,уйлау
1087,glauben::V,以为,ышаныу
1088,bemerken::V,发觉,күреү
1089,erkennen::V,识别,таныу
1090,begreifen::V,理解,аңлау
1091,verstehen::V,明白,аңлау
1092,lernen::V,学,өйрәнеү
1093,wissen::V,知道,белеү
1094,sich erinnern an::V,回忆,хәтергә алыу
1095,vergessen::V,忘记,онотоу
1096,messen::V,测量,үлсәү
1097,zählen::V,数,һанау
1098,rechnen::V,计算,һанау
1099,lesen::V,读,уҡыу
1100,malen::V,画,һүрәт яһау
1101,malen::V,画,рәсем төшөрөү
1102,zeichnen::V,绘制,һүрәт яһау
1103,zeichnen::V,绘制,рәсем төшөрөү
1104,schreiben::V,写,яҙыу
1105,besitzen::V,占有,биләү
1106,kaufen::V,买,һатып алыу
1107,verkaufen::V,卖,һатыу
1108,bezahlen::V,付钱,түләү
1109,zahlen::V,支付,түләү
1110,beherrschen::V,统治,биләү
1111,ertragen::V,忍耐,түҙеү
1112,vergebens::ADV,,бушҡа
1113,klirren::V,,шылтыратыу
1114,rauschen::V,,шыптырлау
1115,rühren::V,,ҡағылыу
1116,zubereiten::V,,бешереү
