,Concept_ID,br,ja
823,husten::V,pasaat,咳をする
824,husten::V,peudal,咳をする
825,genesen::V,pareañ,元気になる
826,sterben::V,mervel,死ぬ
827,sterben::V,mervel,亡くなる
828,umkommen::V,perisañ,死亡する
829,sich bewegen::V,bouljal,移動する
830,sich rühren::V,fiñval,動く
831,sich erheben::V,sevel,立ち上がる
832,sich setzen::V,azezañ,座る
833,sich setzen::V,mont en e goazez,座る
834,hinfallen::V,kouezhañ,転ぶ
835,laufen::V,redek,歩く
836,schreiten::V,kerzhet,跨ぐ
837,spazierengehen::V,pourmen,散歩する
838,eilen::V,hastañ,急ぐ
839,sich beeilen::V,hastañ,焦る
840,sausen::V,karzhañ,疾駆する
841,rennen::V,redek,走る
842,springen::V,lammat,跳ぶ
843,klettern::V,krimpat,よじ登る
844,schaukeln::V,brañsellat,ぶらんこに乗る
845,kriechen::V,skrampañ,這う
846,schwimmen::V,neuial,泳ぐ
847,tauchen::V,splujañ,潜る
848,rudern::V,roeñvat,漕ぐ
849,fahren::V,kas,行く
850,fahren::V,kas,乗車する
851,fahren::V,bleniañ,行く
852,fahren::V,bleniañ,乗車する
853,fliegen::V,nijal,飛ぶ
854,gehen::V,mont,行く
855,weggehen::V,mont kuit,立ち去る
856,abfahren::V,mont kuit,出発する
857,anhalten::V,chom a-sav,止まる
858,hineingehen::V,monet e-barzh,入る
859,eintreten::V,monet e-barzh,中に入る
860,kommen::V,dont,来る
861,ankommen::V,erruout,着く
862,ankommen::V,erruout,到着する
863,zurückkommen::V,addonet,帰る
864,bleiben::V,chom,留まる
865,warten::V,gortoz,待つ
866,erwarten::V,gortoz,期待する
867,suchen::V,klask,探る
868,finden::V,kavout,見つける
869,versuchen::V,klask,試す
870,vorbereiten::V,aozañ,準備する
871,lieben::V,karout,愛する
872,mögen::V,karout,好きである
873,lachen::V,c'hoarzin,笑う
874,rühren::V,tenerañ,感情を動かす
875,weinen::V,gouelañ,泣く
876,schimpfen::V,krozal,叱る
877,sich ärgern::V,fachañ,怒る
878,sich ärgern::V,fachañ,腹を立てる
879,sich ärgern::V,en em fachañ,怒る
880,sich ärgern::V,en em fachañ,腹を立てる
881,fliehen::V,tec'het,逃げる
882,flüchten::V,tuzañ,逃亡する
883,sehen::V,gwelet,見る
884,anschauen::V,sellout ouzh,眺める
885,ansehen::V,sellout ouzh,見る
886,hören::V,klevet,聞く
887,zuhören::V,selaou,聴く
888,probieren::V,blasa,食べてみる
889,riechen::V,klevet,気取る
890,fühlen::V,santout,感じる
891,scheinen::V,diskouez bezañ,ように見える
892,zu sehen sein::V,bezañ gwelus,見える
893,vernehmen::V,merzhañ,承る
894,frieren::V,anoued,寒気がする
895,tun::V,ober,する
896,können::V,gouzout,出来る
897,wollen::V,fellout da,-たい
898,wollen::V,kaout c'hoant da,-たい
899,anfangen::V,kregiñ,始める
900,beenden::V,achuiñ,終える
901,aufhören::V,paouez,止める
902,öffnen::V,digeriñ,開く
903,öffnen::V,digeriñ,開ける
904,schließen::V,serriñ,閉める
905,stellen::V,lakaat,置く
906,stellen::V,lakaat,据える
907,setzen::V,lakaat,座らせる
908,legen::V,lakaat,置く
909,berühren::V,touch,触る
910,berühren::V,touch,触れる
911,verbinden::V,eren,結びつける
912,bedecken::V,goloiñ,覆う
913,aufhängen::V,istribilhañ,掛ける
914,anzünden::V,alumiñ,燃やす
915,anzünden::V,alumiñ,火をつける
916,anzünden::V,c'hwezzañ,燃やす
917,anzünden::V,c'hwezzañ,火をつける
918,aufheben::V,dastum,拾う
919,zurücklassen::V,lezel,残す
920,verlieren::V,koll,無くす
921,fallen lassen::V,laoskel,落とす
922,fallen lassen::V,lezel da gouezhel,落とす
923,machen::V,ober,作る
924,herstellen::V,fardañ,製造する
925,bauen::V,sevel,建設する
926,reparieren::V,adaozañ,直す
927,reparieren::V,adaozañ,修理する
928,verbessern::V,gwellaat,改良する
929,ändern::V,cheñch,変える
930,graben::V,kleuzañ,掘る
931,beugen::V,plegañ,折る
932,biegen::V,krommañ,曲げる
933,drehen::V,treiñ,回す
934,wenden::V,treiñ,裏返す
935,umdrehen::V,treiñ,裏返す
936,heben::V,sevel,挙げる
937,hochheben::V,sevel,持ち上げる
938,ergreifen::V,kemer,取り上げる
939,halten::V,dalc'hen,持つ
940,drücken::V,bountañ,押す
941,schieben::V,poulzañ,ずらす
942,kratzen::V,skrabat,引っ掻く
943,lecken::V,lipat,なめる
944,beißen::V,kregiñ,噛む
945,abreißen::V,diframmañ,剝ぎ取る
946,abschneiden::V,troc'hañ,切り取る
947,binden::V,stagañ,縛る
948,stecken::V,sankañ,差し込む
949,brechen::V,darnaouiñ,破る
950,klopfen::V,skoiñ,とんとん叩く
951,hauen::V,dornañ,叩く
952,kleben::V,pegañ,貼る
953,kleben::V,pegañ,くっ付ける
954,reiben::V,taravat,擦る
955,reiben::V,trekiñ,擦る
956,streichen::V,toazañ,塗る
957,schleifen::V,lemmañ,研ぐ
958,schneiden::V,troc'hañ,切る
959,rütteln::V,tordorosañ,揺さぶる
960,schütteln::V,hejañ,振る
961,schütteln::V,hejañ,揺さぶる
962,schütten::V,diskargañ,注ぐ
963,füllen::V,kargañ,いっぱいにする
964,einwickeln::V,gronnañ,包む
965,tragen::V,dougen,運ぶ
966,schleppen::V,stlejal,引きずる
967,ziehen::V,sachañ,引く
968,aufbewahren::V,miret,預かる
969,werfen::V,teuler,投げる
970,fangen::V,tapañ,受ける
971,packen::V,krapat,掴む
972,verstecken::V,kuzhat,隠す
973,teilen::V,rannañ,分ける
974,schicken::V,kas,送る
975,bringen::V,degas,持って行く
976,hinzufügen::V,lakat ouzhpenn,加える
977,bekommen::V,kaout,得る
978,erhalten::V,kaout,受ける
979,nehmen::V,kemer,取る
980,wählen::V,choaz,選ぶ
981,auswählen::V,dibab,選ぶ
982,bewahren::V,mirout,保存する
983,behindern::V,diaezañ,妨害する
984,verderben::V,lovrañ,台無しにする
985,beschädigen::V,gwallegañ,損傷する
986,zerbrechen::V,torriñ,割る
987,zerreißen::V,diroegiñ,引き裂く
988,zerstören::V,distrujañ,破壊する
989,verbrennen::V,deviñ,焼く
990,geben::V,reiñ,上げる
991,schenken::V,donezonañ,贈る
992,versprechen::V,prometiñ,約束する
993,wünschen::V,hetiñ,望む
994,loben::V,feurmiñ,褒める
995,küssen::V,pokat,キスする
996,wiegen::V,pouezañ,揺する
997,zudecken::V,goloiñ,覆う
998,wecken::V,dihuniñ,起こす
999,zeigen::V,diskouez,見せる
1000,führen::V,kas,案内する
1001,lehren::V,deskiñ,教える
1002,unterrichten::V,kelenn,通知する
1003,leiten::V,bleinañ,導く
1004,antreiben::V,poulzañ,励ます
1005,lassen::V,leuskel,～させる
1006,einladen::V,pediñ,誘う
1007,einladen::V,pediñ,招待する
1008,vereinigen::V,unisañ,一つにする
1009,besuchen::V,gweladenniñ,訪ねる
1010,treffen::V,kejal,出会う
1011,treffen::V,ankontrañ,出会う
1012,sich versammeln::V,bodennañ,集まる
1013,spielen::V,c'hoari,遊ぶ
1014,singen::V,kanañ,歌う
1015,tanzen::V,dañsal,踊る
1016,sich trennen::V,dispartiañ,別れる
1017,verlassen::V,lezel,別れる
1018,retten::V,saveteiñ,救う
1019,retten::V,saveteiñ,助ける
1020,bewachen::V,mesa,見張る
1021,bewachen::V,mesa,軽微する
1022,schützen::V,diwall,保護する
1023,verteidigen::V,difenn,守る
1024,sich schlagen::V,lopañ,殴る
1025,siegen::V,trec'hiñ,勝つ
1026,ärgern::V,hegasiñ,怒らせる
1027,schlagen::V,skeiñ,殴る
1028,treten::V,botaouiñ,蹴る
1029,stechen::V,pikat,突く
1030,stoßen::V,stokañ,突く
1031,stehlen::V,laerezh,盗る
1032,stören::V,direnkañ,構う
1033,belästigen::V,dregasiñ,邪魔する
1034,verbergen::V,skoachañ,隠す
1035,täuschen::V,tromplañ,だます
1036,betrügen::V,lorbañ,だます
1037,töten::V,lazhañ,殺す
1038,wohnen::V,bezañ o chom,住む
1039,arbeiten::V,labourat,働く
1040,sammeln::V,dastum,集める
1041,sammeln::V,dastum,収集する
1042,pflücken::V,kuntuilhañ,摘む
1043,jagen::V,chaseal,狩りをする
1044,fischen::V,pesketa,釣る
1045,fassen::V,pakañ,捕る
1046,hüten::V,geota,放牧する
1047,anbinden::V,stagañ,繋ぐ
1048,füttern::V,boueta,餌をやる
1049,melken::V,goro,搾乳する
1050,hacken::V,difrakal,刻む
1051,gießen::V,dourañ,水をやる
1052,reifen::V,azviñ,熟す
1053,zubereiten::V,keginañ,調理する
1054,kochen::V,poazhañ,煮る
1055,backen::V,fritañ,焼く
1056,braten::V,rostañ,焼く
1057,braten::V,rostañ,炒める
1058,stricken::V,stammañ,編む
1059,nähen::V,gwriat,縫う
1060,färben::V,livañ,染める
1061,reinigen::V,naetañ,掃除する
1062,waschen::V,gwalc'hiñ,洗う
1063,waschen::V,gwalc'hiñ,洗濯する
1064,abwischen::V,torchañ,拭く
1065,spülen::V,disgwalc'hiñ,洗う
1066,spülen::V,disgwalc'hiñ,すすぐ
1067,fegen::V,skubañ,掃除する
1068,kehren::V,skubañ,掃く
1069,baden::V,kouronkañ,入浴する
1070,sich waschen::V,en em walc'hiñ,洗う
1071,sich anziehen::V,gwiskañ,着る
1072,kämmen::V,kribat,梳く
1073,schmücken::V,kinklañ,飾る
1074,sagen::V,larêt,言う
1075,sagen::V,lavaret,言う
1076,sprechen::V,komz,話す
1077,reden::V,kaozeal,話す
1078,sich unterhalten::V,balbotal,話をする
1079,fragen::V,goulenn,聞く
1080,bitten::V,goulenn,頼む
1081,bitten::V,goulenn,お願いする
1082,erzählen::V,kontañ,物語る
1083,mitteilen::V,kemenn,伝える
1084,nennen::V,anviñ,名づける
1085,rufen::V,gelver,呼ぶ
1086,prahlen::V,fougeal,自慢する
1087,übersetzen::V,treiñ,訳す
1088,denken::V,soñjal,考える
1089,glauben::V,krediñ,信じる
1090,bemerken::V,apresevañ,気が付く
1091,erkennen::V,anavout,認識する
1092,begreifen::V,meizañ,分かる
1093,verstehen::V,kompren,聞き取る
1094,lernen::V,deskiñ,学ぶ
1095,lernen::V,deskiñ,勉強する
1096,wissen::V,gouzout,知っている
1097,sich erinnern an::V,kaout soñj e,思い出す
1098,vergessen::V,ankouaat,忘れる
1099,messen::V,muzuliañ,計る
1100,messen::V,muzuliañ,測定する
1101,zählen::V,kontañ,数える
1102,rechnen::V,jedañ,計算する
1103,lesen::V,lenn,読む
1104,malen::V,livañ,描く
1105,zeichnen::V,tresañ,写生する
1106,schreiben::V,skrivañ,書く
1107,besitzen::V,kaout,所持する
1108,kaufen::V,prenañ,買う
1109,verkaufen::V,gwerzhañ,売る
1110,bezahlen::V,paeañ,払う
1111,zahlen::V,paeañ,支払う
1112,beherrschen::V,mestroniañ,支配する
1113,ertragen::V,anduriñ,耐える
1114,Grube::N,,穴
1115,Spur::N,,跡
1116,Lehm::N,,ローム
1117,Laut::N,,音
1118,Winkel::N,,片隅
1119,Lagerfeuer::N,,篝火
1120,vergebens::ADV,,無駄に
1121,untergehen[Sonne]::V,,沈む
1122,läuten::V,,鳴る
1123,klingeln::V,,鳴る
1124,sich fürchten::V,,怖がる
1125,fürchten::V,,恐れる
1126,gelingen::V,,成功する
1127,geraten::V,,当たる
1128,schwenken::V,,振る
1129,reichen::V,,渡す
1130,aufziehen::V,,育てる
1131,schießen::V,,撃つ
1132,treiben::V,,追う
1133,umrühren::V,,混ぜる
1134,ausziehen::V,,脱ぐ
1135,anziehen::V,,着る
