,Concept_ID,zh,ce
821,lieben::V,爱,деза
822,mögen::V,喜欢,безамхила
823,lachen::V,笑,дела
824,weinen::V,哭,делха
825,schimpfen::V,骂,чехо
826,sich ärgern::V,生气,оьгӏазъэха
827,sich fürchten::V,害怕,кхера
828,fürchten::V,害怕,кхера
829,fliehen::V,逃走,дӏадада
830,flüchten::V,逃跑,дӏадада
831,sehen::V,看,ган
832,anschauen::V,注视,хьажа
833,anschauen::V,注视,хьежа
834,ansehen::V,注视,хьовса
835,hören::V,听,хаза
836,zuhören::V,倾听,ладогӏа
837,probieren::V,尝,хьажа
838,riechen::V,闻,хьожа яха
839,fühlen::V,感到,хаадала
840,scheinen::V,照耀,мотта
841,zu sehen sein::V,可以看到,гуш хила
842,vernehmen::V,审讯,бартхатта
843,frieren::V,觉得冷,гӏоро
844,tun::V,作,дан
845,können::V,能,дадала
846,wollen::V,要,тӏергӏа
847,anfangen::V,开始,доло
848,beenden::V,结束,довла
849,aufhören::V,停止,саца
850,gelingen::V,成功,кадала
851,geraten::V,陷于,хила
852,öffnen::V,打开,дӏаделла
853,öffnen::V,打开,схьаделла
854,schließen::V,关,къовла
855,schließen::V,关,дӏачӏагӏа
856,stellen::V,放,хlотто
857,setzen::V,放,дийгӏа
858,legen::V,摆,охьадилла
859,berühren::V,触,хьедан
860,verbinden::V,联结,вовшахтаса
861,bedecken::V,覆盖,тилла
862,bedecken::V,覆盖,тӏетаса
863,aufhängen::V,挂,хьалаолла
864,anzünden::V,点,лато
865,aufheben::V,拾起,айа
866,zurücklassen::V,遗留,дита
867,verlieren::V,丧失,дайа
868,fallen lassen::V,让掉下,охьадожо
869,machen::V,做,дан
870,herstellen::V,生产,дан
871,bauen::V,建造,гӏишлоян
872,reparieren::V,修理,тадан
873,verbessern::V,改进,нисдан
874,ändern::V,改变,хийца
875,graben::V,挖,ахка
876,beugen::V,弯下,сатто
877,biegen::V,弯,сатто
878,drehen::V,转动,хьовзо
879,wenden::V,转动,
880,umdrehen::V,转动,хьовзo
881,heben::V,举起,айа
882,heben::V,举起,хьалаайа
883,hochheben::V,抬高,хьалаайа
884,ergreifen::V,抓住,дӏалаца
885,halten::V,拿着,латто
886,drücken::V,压,тӏетаӏо
887,schieben::V,推,татта
888,kratzen::V,搔,мӏараш тийса
889,lecken::V,舔,мотт хьекха
890,beißen::V,咬,катoха
891,abreißen::V,撕下,схьадаккха
892,abschneiden::V,切断,кхада
893,binden::V,捆,дӏадехка
894,binden::V,捆,вовшахтаса
895,stecken::V,插,чудахийта
896,brechen::V,断裂,кагдан
897,klopfen::V,敲,детта
898,hauen::V,揍,етта
899,kleben::V,粘,тӏелато
900,reiben::V,摩擦,хьекхо
901,streichen::V,涂,тlехьакха
902,schleifen::V,拖曳,ирдан
903,schneiden::V,切,ларга
904,rütteln::V,颠簸,лесто
905,schütteln::V,摇动,лесто
906,schwenken::V,摇动,лесто
907,schütten::V,倒,дотта
908,füllen::V,填满,дуза
909,einwickeln::V,包,хьарчо
910,tragen::V,提,дахьа
911,schleppen::V,扛,ийзо
912,ziehen::V,拉,озо
913,aufbewahren::V,保存,ӏалашдан
914,werfen::V,扔,кхосса
915,fangen::V,捕捉,леца
916,packen::V,抓住,леца
917,verstecken::V,藏,къайладаккха
918,teilen::V,分,декъа
919,schicken::V,派遣,дӏадахьийта
920,bringen::V,带来,дан
921,hinzufügen::V,添加,тӏетоха
922,bekommen::V,得到,даккха
923,erhalten::V,接到,даккха
924,nehmen::V,拿,схьаэца
925,wählen::V,挑选,харжа
926,auswählen::V,选择,харжа
927,bewahren::V,保持,lалашдан
928,behindern::V,防碍,новкъарло ян
929,verderben::V,败坏,талхо
930,beschädigen::V,损坏,дохо
931,zerbrechen::V,破碎,дохо
932,zerbrechen::V,破碎,кагдан
933,zerreißen::V,撕碎,хадо
934,zerstören::V,毁坏,дохо
935,zerstören::V,毁坏,кагдан
936,verbrennen::V,燃烧,даго
937,geben::V,给,яла
938,reichen::V,递给,дӏадала
939,reichen::V,递给,дӏакховдо
940,schenken::V,赠送,совгӏат дан
941,versprechen::V,许诺,ваӏда дан
942,wünschen::V,祝,лаа
943,loben::V,表扬,хасто
944,küssen::V,亲,оба яккха
945,wiegen::V,轻摇,тахка
946,zudecken::V,盖上,тӏетаса
947,wecken::V,唤起,самадаккха
948,zeigen::V,指,гайта
949,führen::V,带领,дига
950,lehren::V,教,ӏамо
951,unterrichten::V,讲课,хьеха
952,aufziehen::V,抚养,кхио
953,leiten::V,领导,урхалла дан
954,antreiben::V,催促,сихдан
955,lassen::V,让,-йта
956,einladen::V,邀请,кхайкха
957,vereinigen::V,统一,цхьаьнатоха
958,besuchen::V,参观,хьажахIотта
959,treffen::V,会面,дуьхьалкхета
960,sich versammeln::V,聚集,гулдан
961,spielen::V,玩,ловза
962,singen::V,唱歌,лакха
963,tanzen::V,跳舞,хелхадала
964,sich trennen::V,分别,къаста
965,verlassen::V,离开,дита
966,retten::V,救,кӏелхьардаккха
967,bewachen::V,守卫,ха дан
968,schützen::V,保护,лардан
969,verteidigen::V,保卫,лардан
970,sich schlagen::V,打架,етта
971,schießen::V,射击,детта
972,siegen::V,获胜,тола
973,ärgern::V,激怒,оьгӏаздахийта
974,schlagen::V,打,тоха
975,treten::V,踢,мийра тоха
976,stechen::V,刺,ӏотта
977,stechen::V,刺,къовзо
978,stoßen::V,撞,татта
979,stehlen::V,盗窃,лачкъо
980,stören::V,干扰,новкъарло ян
981,belästigen::V,打搅,сагатдан
982,verbergen::V,隐藏,къайладаккха
983,täuschen::V,欺骗,ӏexo
984,betrügen::V,欺骗,ледан
985,töten::V,杀,ден
986,wohnen::V,居住,даха
987,arbeiten::V,工作,къахьега
988,sammeln::V,收集,гулдан
989,pflücken::V,采,даха
990,jagen::V,打猎,талла
991,fischen::V,捕鱼,чӏерий леца
992,fassen::V,捉住,лаца
993,fassen::V,捉住,схьалаца
994,hüten::V,守护,лардан
995,treiben::V,漂,лахка
996,anbinden::V,拴,дӏадехка
997,füttern::V,喂,хӏума яла
998,melken::V,挤奶,оза
999,hacken::V,剁细,
1000,gießen::V,浇,хи тоха
1001,reifen::V,成熟,хьекъа
1002,kochen::V,煮,кхача бан
1003,backen::V,烤,датта
1004,braten::V,煎,кхарза
1005,umrühren::V,搅拌,кего
1006,stricken::V,织,
1007,nähen::V,缝,тега
1008,färben::V,染色,басардан
1009,reinigen::V,清洁,цӏандан
1010,waschen::V,洗,йила
1011,waschen::V,洗,йитта
1012,waschen::V,洗,дӏадайа
1013,abwischen::V,擦掉,дӏадайа
1014,spülen::V,清洗,хи кхарза
1015,fegen::V,扫,нуй хьакха
1016,kehren::V,打扫,нуй хьакха
1017,baden::V,给...洗澡,лийча
1018,sich waschen::V,洗澡,юьхь йила
1019,ausziehen::V,脱,духар дӏадаккха
1020,anziehen::V,穿,
1021,sich anziehen::V,穿衣,духа
1022,kämmen::V,梳,ехк хьакха
1023,schmücken::V,装饰,хаздан
1024,sagen::V,说,ала
1025,sprechen::V,说,баха
1026,sprechen::V,说,мотт бийца
1027,reden::V,讲,къамел дан
1028,sich unterhalten::V,聊天,къамел дан
1029,fragen::V,问,хатта
1030,bitten::V,请,деха
1031,erzählen::V,叙述,дийца
1032,mitteilen::V,通知,хаам бан
1033,nennen::V,叫做,цӏе яккха
1034,rufen::V,叫,кхайкха
1035,prahlen::V,吹牛,куралла ян
1036,prahlen::V,吹牛,дозалла дан
1037,übersetzen::V,翻译,гоч дан
1038,denken::V,想,ойла ян
1039,glauben::V,以为,теша
1040,bemerken::V,发觉,ган
1041,erkennen::V,识别,довза
1042,begreifen::V,理解,кхета
1043,verstehen::V,明白,кхета
1044,lernen::V,学,деша
1045,wissen::V,知道,хаа
1046,sich erinnern an::V,回忆,дагадан
1047,vergessen::V,忘记,дицдала
1048,messen::V,测量,дуста
1049,zählen::V,数,дагардан
1050,rechnen::V,计算,лара
1051,lesen::V,读,еша
1052,malen::V,画,сурт дилла
1053,zeichnen::V,绘制,сурт дилла
1054,schreiben::V,写,яздан
1055,besitzen::V,占有,доладан
1056,kaufen::V,买,эца
1057,verkaufen::V,卖,дохка
1058,bezahlen::V,付钱,мах бала
1059,zahlen::V,支付,мах бала
1060,beherrschen::V,统治,собаре хила
1061,ertragen::V,忍耐,лан
1062,ertragen::V,忍耐,сатоха
1063,ertragen::V,忍耐,садетта
1064,vergebens::ADV,,эрна
1065,klirren::V,,дека
1066,rauschen::V,,леста
1067,rühren::V,,хьедан
1068,zubereiten::V,,кечъян
1069,zubereiten::V,,кхача бан
