,Concept_ID,no,lbe
767,ein wenig::ADV,litt,ца чансса
768,kaum::ADV,neppe,дахьа
769,sehr::ADV,svært,оьну
770,sehr::ADV,svært,гужну
771,sehr::ADV,svært,хъинну
772,so::ADV,så,укукн
773,noch::ADV,enda,гьала
774,noch::ADV,enda,уттигу
775,noch::ADV,enda,цакьинва
776,noch::ADV,enda,ттигу-шилагу
777,nur::ADV,bare,анжагь
778,schon::ADV,alt,
779,schon::ADV,allerede,
780,wieder::ADV,igjen,цӏуницӏа
781,vergebens::ADV,forgjeves,аьдада
782,vergebens::ADV,forgjeves,нахӏакь
783,vor::PRP,foran,хьхьичӏ
784,vor::PRP,utenfor,хьхьичӏ
785,hinter::PRP,bak,махъ
786,hinter::PRP,bakom,махъ
787,unter::PRP,under,лув
788,durch::PRP,gjennom,-х
789,durch::PRP,igjennom,-х
790,neben::PRP,ved siden av,чӏарав
791,zwischen::PRP,mellom,дянив
792,wegen::PRP,på grunn av,цӏаний
793,dies::PRN,dette,ва
794,das::PRN,det,та
795,das::PRN,det,кӏа
796,das::PRN,det,га
797,alles::PRN,alt,щала
798,ich::PRN,jeg,на
799,du::PRN,du,ина
800,er::PRN,han,му
801,wir::PRN,vi,жу
802,ihr::PRN,dere,зу
803,sie::PRN,de,
804,was::FPRN,hva,ци
805,wer::FPRN,hvem,цу
806,wo::FADV,hvor,чув
807,wohin::FADV,hvor ... hen,чун
808,wie::FADV,hvordan,цукун
809,warum::FADV,hvorfor,цан
810,wieviel::FNUM,hvor mye,циксса
811,eins::NUM,en,ца
812,eins::NUM,ett,ца
813,zwei::NUM,to,кӏива
814,drei::NUM,tre,шамма
815,vier::NUM,fire,мукьа
816,vier::NUM,fire,мукьва
817,fünf::NUM,fem,ххюва
818,sechs::NUM,seks,ряхва
819,sieben::NUM,sju,арула
820,acht::NUM,åtte,мяйва
821,neun::NUM,ni,урчӏва
822,zehn::NUM,ti,ацӏва
823,elf::NUM,elleve,ацӏния цава
824,zwölf::NUM,tolv,ацӏиия кӏива
825,zwanzig::NUM,tjue,кьува
826,dreißig::NUM,tretti,зувира
827,vierzig::NUM,førti,мукьцӏала
828,fünfzig::NUM,femti,ххюцӏала
829,sechzig::NUM,seksti,ряхцӏала
830,siebzig::NUM,sytti,
831,achtzig::NUM,åtti,мяйцӏала
832,neunzig::NUM,nitti,урчӏцӏала
833,hundert::NUM,hundre,ттурш
834,hundert::NUM,hundre,ттуршва
835,tausend::NUM,tusen,азарва
836,und::CNJ,og,-гу
837,oder::CNJ,eller,я
838,oder::CNJ,eller,ягу
839,stehen::V,stå,ацӏан
840,sitzen::V,sitte,щяивкӏун икӏан
841,liegen::V,ligge,утту нвхьуну икӏан
842,hängen::V,henge,зурчӏай тӏун
843,werden::V,bli,хьун
844,passieren::V,skje,хьун
845,passieren::V,hende,хьун
846,beginnen::V,begynne,дайдишин
847,beginnen::V,begynne,дайдирхьуну дикӏан
848,enden::V,ende,къуртал дан
849,enden::V,slutte,къуртал дан
850,wechseln::V,veksle,даххана хьун
851,wechseln::V,veksle,даххана дуллан
852,aufgehen[Sonne]::V,stå opp,буклай бур
853,untergehen[Sonne]::V,gå ned,лаглай бур
854,scheinen[Sonne]::V,skinne,битан
855,scheinen[Sonne]::V,skinne,чани буллан
856,donnern::V,tordne,тӏий бур
857,wehen::V,blåse,бишлай бур
858,strömen::V,strømme,экьинан
859,fließen::V,flyte,экьинан
860,sich drehen::V,dreie seg,гьанан
861,schwanken::V,svaie,хъюлчу тӏун
862,schwanken::V,svaie,хӏуркку тӏун
863,schwingen::V,svinge,хъюлчай тӏун
864,schwingen::V,svinge,хъюлчу тӏун
865,fallen::V,falle,багьлан
866,brennen::V,brenne,ччучлан
867,rauchen::V,ryke,пуркӏу тӏун
868,regnen::V,regne,лачӏун
869,regnen::V,regne,лачIлай дур
870,gefrieren::V,fryse,микӏ лачӏун
871,tauen::V,tine,баслан
872,schmelzen::V,smelte,баслан
873,trocknen::V,tørre,кьакьан
874,sieden::V,koke,щаран
875,faulen::V,råtne,аьллан
876,verfaulen::V,råtne,аьллан
877,verfaulen::V,råtne,аьян
878,reißen::V,briste,ххя дукан
879,versinken::V,synke,оькьлан
880,versinken::V,synke,оькьан
881,versinken::V,synke ned,оькьлан
882,versinken::V,synke ned,оькьан
883,vergehen::V,forløpe,лялиян
884,erscheinen::V,synes,буккан
885,erscheinen::V,synes,загьир хьун
886,verschwinden::V,forsvinne,бат хьун
887,verschwinden::V,forsvinne,акъа хьун
888,sinken::V,synke,чахь учин
889,abnehmen::V,avta,чан хьун
890,abnehmen::V,avta,ссуссукьу хьун
891,abnehmen::V,minske,чан хьун
892,abnehmen::V,minske,ссуссукьу хьун
893,zunehmen::V,tilta,гьарза хьун
894,steigen::V,stige,гьаз хьун
895,wachsen::V,gro,ххяххан
896,wachsen::V,vokse,ххяххан
897,glänzen::V,skinne,цӏай буккан
898,funkeln::V,tindre,цӏай-цӏай тӏун
899,lärmen::V,bråke,чӏу буллан
900,lärmen::V,bråke,аьлагъужа буллан
901,läuten::V,ringe,занг ришлан
902,läuten::V,ringe,занг дуллан
903,klingeln::V,ringe,занг ришлан
904,klingeln::V,ringe,занг дуллан
905,klirren::V,klirre,
906,brausen::V,bruse,никъащилан
907,rauschen::V,suse,щурщур тӏун
908,klingen::V,lyde,чӏу буклан
909,klingen::V,klinge,чӏу буклан
910,bellen::V,gjø,хӏап тӏун
911,bellen::V,bjeffe,хӏап тӏун
912,heulen::V,ule,
913,blasen::V,blåse,уф тӏун
914,pfeifen::V,plystre,щютӏа тӏун
915,schreien::V,skrike,чӏу бан
916,stöhnen::V,stønne,угь-къак тӏун
917,zittern::V,dirre,зурзу чин
918,zittern::V,dirre,зурзу тӏун
919,zittern::V,skjelve,зурзу чин
920,zittern::V,skjelve,зурзу тӏун
921,leben::V,leve,ялапар хъанан
922,geboren werden::V,fødes,ан
923,atmen::V,ånde,ссихӏ ласлан
924,atmen::V,ånde,ссихӏ бигьлан
925,atmen::V,puste,ссихӏ ласлан
926,atmen::V,puste,ссихӏ бигьлан
927,trinken::V,drikke,хӏачӏан
928,trinken::V,drikke,хӏачӏлан
929,essen::V,spise,канан
930,schlucken::V,svelge,кьюлтӏа тӏун
931,müde werden::V,bli trett,аьхчӏин
932,einschlafen::V,sovne,шанан икӏан
933,schlafen::V,sove,шанан
934,aufwachen::V,våkne,чантӏ учин
935,aufstehen::V,stå opp,бизан
936,sich erholen::V,bli bra,бигьалаган
937,sich erholen::V,komme seg,бигьалаган
938,krank werden::V,bli syk,къашай хьун
939,krank sein::V,være syk,къашай хъанан
940,krank sein::V,være syk,къашавай икӏан
941,schmerzen::V,gjøre vondt,цӏун
942,husten::V,hoste,хъугьу чин
943,husten::V,hoste,хъугьу тӏун
944,genesen::V,komme seg,хъин хьун
945,genesen::V,komme seg,сагъ лаган
946,sterben::V,dø,ивчӏан
947,umkommen::V,omkomme,лиллан
948,umkommen::V,omkomme,литӏлан
949,umkommen::V,omkomme,ажал биян
950,umkommen::V,omkomme,личӏи хьун
951,umkommen::V,omkomme,иакьлу хьун
952,umkommen::V,omkomme,ахир жан хъанан
953,umkommen::V,omkomme,рухӏирачӏа икӏан
954,sich bewegen::V,bevege seg,сукку хьун
955,sich rühren::V,røre på seg,сукку хьун
956,sich erheben::V,reise seg,бизан
957,sich setzen::V,sette sig,щяикӏан
958,sich setzen::V,sette sig,щябикӏан
959,hinfallen::V,falle over ende,багьан
960,laufen::V,løpe,занан
961,schreiten::V,skride,ша ласлан
962,spazierengehen::V,spasere,сайр буллан
963,spazierengehen::V,gå en tur,сайр буллан
964,eilen::V,ile,анавар буккан
965,sich beeilen::V,skynde seg,анавар буккан
966,sausen::V,suse,никъа щилан
967,sausen::V,suse,никъа щун
968,rennen::V,løpe,лечлан
969,springen::V,hoppe,тӏанкӏ дан
970,springen::V,springe,тӏанкӏ дан
971,klettern::V,klatre,лахълан
972,schaukeln::V,huske,гьайжак бигьлан
973,kriechen::V,krype,ххярк тӏун
974,schwimmen::V,svømme,гьузун
975,tauchen::V,dykke,лултту уккан
976,rudern::V,ro,бяхлан
977,rudern::V,ro,батӏлан
978,rudern::V,ro,ххялаххи дуклан
979,fahren::V,kjøre,гьан
980,fliegen::V,fly,лехлан
981,gehen::V,gå,нан
982,weggehen::V,gå bort,ялагьан
983,abfahren::V,reise,гьан
984,anhalten::V,stanse,бацӏан
985,hineingehen::V,gå inn,буххан
986,eintreten::V,tre inn,буххан
987,kommen::V,komme,учӏан
988,ankommen::V,ankomme,биян
989,ankommen::V,ankomme,бучӏан
990,ankommen::V,komme til,биян
991,ankommen::V,komme til,бучӏан
992,zurückkommen::V,komme tilbake,зана хъун
993,zurückkommen::V,komme tilbake,зана бикӏан
994,bleiben::V,bli,личӏан
995,bleiben::V,forbli,личӏан
996,warten::V,vente,ялугьлан
997,erwarten::V,vente,ялугьлан
998,suchen::V,søke,луглан
999,finden::V,finne,лякъин
1000,versuchen::V,prøve,ххал буллан
1001,versuchen::V,forsøke,ххал буллан
1002,vorbereiten::V,forberede,хӏадур бан
1003,lieben::V,elske,эшкьи хьуиу бикӏан
1004,mögen::V,like,ххиран бикӏан
1005,lachen::V,le,хъян
1006,rühren::V,røre,
1007,weinen::V,gråte,аьтӏун
1008,schimpfen::V,skjelle,дяъван
1009,schimpfen::V,skjelle,ссугайи агьан
1010,sich ärgern::V,ergre seg,ссибизлан
1011,sich fürchten::V,være redd,ингъауслан
1012,fürchten::V,være redd for,хӏучӏ тӏун
1013,fliehen::V,rømme,ака бан
1014,fliehen::V,flykte,ака бан
1015,flüchten::V,flykte,лихъан
1016,sehen::V,se,чӏалан
1017,anschauen::V,se på,урган
1018,anschauen::V,betrakte,урган
1019,ansehen::V,anse,буруглан
1020,hören::V,høre,баллан
1021,zuhören::V,tilhøre,вичӏи дихьлан
1022,probieren::V,smake,тӏин ххал буллан
1023,probieren::V,smake på,тӏин ххал буллан
1024,riechen::V,lukte,ссунтӏа тӏун
1025,fühlen::V,føle,дакӏнил буслан
1026,scheinen::V,se ut,ххан
1027,scheinen::V,se ut,бизан
1028,scheinen::V,se ut,ххан бикӏлай бикӏан
1029,zu sehen sein::V,synes,
1030,vernehmen::V,få vite,баян
1031,frieren::V,fryse,лигьулул хъанан
1032,tun::V,gjøre,бан
1033,können::V,kunne,хьун
1034,wollen::V,ville,
1035,anfangen::V,begynne,дайдишин
1036,beenden::V,avslutte,къуртал бан
1037,aufhören::V,slutte,кьабагьан
1038,aufhören::V,holde opp,кьабагьан
1039,gelingen::V,lykkes,бюхъан
1040,geraten::V,bli,
1041,öffnen::V,åpne,тӏитӏин
1042,schließen::V,lukke,лакьин
1043,schließen::V,stenge,лакьин
1044,stellen::V,stille,дацӏан дан
1045,stellen::V,stille,бишин
1046,setzen::V,sette,щяитан
1047,legen::V,legge,бишин
1048,berühren::V,berøre,ка щун
1049,verbinden::V,forbinde,бахӏин
1050,verbinden::V,forbinde,дахӏин
1051,bedecken::V,dekke,ялтту бущин
1052,bedecken::V,dekke,ялтту бакьин
1053,aufhängen::V,henge,лахъан
1054,aufhängen::V,henge opp,лахъан
1055,anzünden::V,tenne,лахъан
1056,anzünden::V,antenne,лахъан
1057,anzünden::V,tenne på,лахъан
1058,aufheben::V,løfte,гьаз бан
1059,aufheben::V,ta opp,гьаз бан
1060,zurücklassen::V,slippe tilbake,кьаитан
1061,zurücklassen::V,slippe tilbake,битан
1062,verlieren::V,miste,дакъа дан
1063,fallen lassen::V,droppe,рутан
1064,fallen lassen::V,la falle,рутан
1065,machen::V,lage,дан
1066,machen::V,gjøre,дан
1067,herstellen::V,fremstille,яраг ишла бувиу бан
1068,bauen::V,bygge,дан
1069,reparieren::V,reparere,дакьин дан
1070,verbessern::V,rette,ххуй дан
1071,verbessern::V,forbedre,ххуй дан
1072,ändern::V,forandre,баххана бан
1073,graben::V,grave,дуклан
1074,beugen::V,bøye,лахӏан бан
1075,beugen::V,bøye,кьус бикӏан
1076,biegen::V,bøye,баччин
1077,biegen::V,bøye,лахӏан бан
1078,drehen::V,dreie,гьанан
1079,wenden::V,vende,кӏура баен бан
1080,umdrehen::V,snu,кӏура баен бан
1081,heben::V,heve,гьаз бан
1082,hochheben::V,løfte,гьаз бан
1083,ergreifen::V,gripe,хъап дан
1084,ergreifen::V,gripe,хъап увиу угьан
1085,ergreifen::V,få tak i,хъап дан
1086,ergreifen::V,få tak i,хъап увиу угьан
1087,halten::V,holde,бугьлан
1088,drücken::V,trykke,кьюч бигьлан
1089,schieben::V,skyve,щун
1090,kratzen::V,klø,
1091,kratzen::V,klore,
1092,lecken::V,slikke,ланцӏа тӏун
1093,beißen::V,bite,хъапа тӏун
1094,beißen::V,bite,кьацӏа тӏун
1095,abreißen::V,rive av,буцан
1096,abschneiden::V,skjære av,бухъан
1097,abschneiden::V,skjære av,кьукьин
1098,binden::V,binde,бахӏин
1099,binden::V,binde,дахӏин
1100,stecken::V,stikke,
1101,brechen::V,bryte,гъагъан
1102,brechen::V,briste,гъагъан
1103,klopfen::V,banke,кьутӏа тӏун
1104,hauen::V,hogge,рищун
1105,kleben::V,klistre,лачӏун буллан
1106,reiben::V,gni,ссуку буллан
1107,streichen::V,stryke,дугъан
1108,streichen::V,stryke,аьгъу дан
1109,schleifen::V,slipe,
1110,schneiden::V,klippe,духълан
1111,schneiden::V,klippe,кьукьлан
1112,rütteln::V,ruske,
1113,schütteln::V,riste,хъюлчу буллан
1114,schwenken::V,svinge,палцӏ дуллан
1115,schütten::V,helle,рутӏин
1116,füllen::V,fylle,буцӏин бан
1117,einwickeln::V,vikle inn,кай-кай бан
1118,tragen::V,bære,ларсун занан
1119,tragen::V,bære,ларсун ачин
1120,schleppen::V,slepe,ххилан
1121,ziehen::V,dra,
1122,ziehen::V,trekke,
1123,aufbewahren::V,oppbevare,ядан
1124,aufbewahren::V,oppbevare,ядуллан
1125,aufbewahren::V,ta vare på,ядан
1126,aufbewahren::V,ta vare på,ядуллан
1127,werfen::V,kaste,личин
1128,fangen::V,fange,бугьан
1129,fangen::V,fange,бугьлан
1130,packen::V,gripe,
1131,packen::V,gripe tak i,
1132,verstecken::V,gjemme,ладитан
1133,verstecken::V,gjemme,кьюлтӏ дан
1134,verstecken::V,gjemme,дахьлаган дан
1135,teilen::V,dele,бачӏин
1136,teilen::V,dele,бутӏа бан
1137,schicken::V,sende,тӏайла буккан
1138,bringen::V,bringe,диян дан
1139,hinzufügen::V,tilføye,ххи бан
1140,bekommen::V,få,ласун
1141,erhalten::V,få,ласун
1142,nehmen::V,ta,ласун
1143,wählen::V,velge,бувчӏин
1144,auswählen::V,velge ut,бувчӏин
1145,auswählen::V,velge ut,язи бугьан
1146,bewahren::V,bevare,ядан
1147,behindern::V,hindre,дайщишруду дуллан
1148,behindern::V,forhindre,дайщишруду дуллан
1149,verderben::V,ødelegge,зия дан
1150,beschädigen::V,skade,зарал буллан
1151,zerbrechen::V,brekke i stykker,гьагъан
1152,zerbrechen::V,brekke i stykker,гьагъан бан
1153,zerreißen::V,rive i stykker,ххяхха дуккан
1154,zerstören::V,ødelegge,лекьан дан
1155,verbrennen::V,brenne,ччуччин
1156,verbrennen::V,brenne opp,ччуччин
1157,geben::V,gi,дулун
1158,reichen::V,rekke,дулун
1159,schenken::V,forære,пишкаш дан
1160,schenken::V,forære,багъишла дан
1161,schenken::V,forære,ихӏсандалун дуллун
1162,schenken::V,skjenke,пишкаш дан
1163,schenken::V,skjenke,багъишла дан
1164,schenken::V,skjenke,ихӏсандалун дуллун
1165,versprechen::V,love,банна чин
1166,wünschen::V,ønske,
1167,loben::V,rose,цӏа дан
1168,küssen::V,kysse,ппай тӏун
1169,wiegen::V,vogge,гьуркку тӏун
1170,wiegen::V,vogge,гьуркку буллан
1171,wiegen::V,vogge,гьуркку бан
1172,zudecken::V,dekke til,
1173,wecken::V,vekke,чантӏ учин ан
1174,zeigen::V,vise,ккаккан бан
1175,führen::V,føre,буцин
1176,lehren::V,lære,лахьхьин бан
1177,lehren::V,lære,лахьхьин буллан
1178,unterrichten::V,undervise,дарс дишаван
1179,aufziehen::V,oppdra,хъуна ан
1180,aufziehen::V,oppdra,тарбия ан
1181,leiten::V,lede,каялувшиву дан
1182,antreiben::V,drive på,
1183,lassen::V,få til å,
1184,einladen::V,be,хъамалу оьвчин
1185,einladen::V,invitere,хъамалу оьвчин
1186,vereinigen::V,forene,ца бан
1187,besuchen::V,besøke,ялун уххан
1188,treffen::V,møte,хьуна бакьин
1189,treffen::V,treffe,хьуна бакьин
1190,sich versammeln::V,forsamles,батӏин
1191,spielen::V,leke,тӏуркӏу тӏун
1192,spielen::V,spille,тӏуркӏу тӏун
1193,singen::V,synge,балай тӏун
1194,tanzen::V,danse,къавтӏун
1195,sich trennen::V,skilles,ппив хьун
1196,verlassen::V,forlate,увккун гьан
1197,retten::V,redde,ххассал бан
1198,bewachen::V,bevokte,къарал бан
1199,schützen::V,verne,ябан
1200,schützen::V,beskytte,ябан
1201,verteidigen::V,forsvare,буруччин
1202,sich schlagen::V,slåss,биян
1203,schießen::V,skyte,битлан
1204,siegen::V,seire,ххув хьун
1205,siegen::V,seire,ххувшаву ласун
1206,ärgern::V,ergre,ссибизан уллан
1207,treten::V,sparke,
1208,stechen::V,stikke,кьутӏин
1209,stoßen::V,støte,щун
1210,stehlen::V,stjele,дацин
1211,stören::V,forstyrre,кьючин
1212,belästigen::V,plage,бизар уллан
1213,belästigen::V,sjenere,бизар уллан
1214,verbergen::V,gjemme,лабитан
1215,verbergen::V,gjemme,кӏучӏ бан
1216,täuschen::V,villede,хъяврин ан
1217,betrügen::V,bedra,аьикьин ан
1218,töten::V,drepe,ивчӏан
1219,wohnen::V,bo,оьрму бутлан
1220,arbeiten::V,arbeide,зун
1221,sammeln::V,samle,ттихӏин
1222,sammeln::V,samle,вив дишин
1223,pflücken::V,plukke,риттун
1224,jagen::V,jage,авли занан
1225,fischen::V,fiske,чавахъру бугьлан
1226,fassen::V,fange,бугьан
1227,hüten::V,vokte,урттуйн бакьлан
1228,treiben::V,drive,дачин дуллан
1229,treiben::V,drive,лихъан буллан
1230,anbinden::V,feste,бахӏин
1231,füttern::V,fore,канаки буллан
1232,melken::V,melke,ттизин
1233,hacken::V,hakke,мюрш буллан
1234,hacken::V,hakke,мюрш бан
1235,gießen::V,helle,щин дишин
1236,reifen::V,modne,диян
1237,zubereiten::V,lage,хӏадур дан
1238,zubereiten::V,lage,хӏадур бан
1239,zubereiten::V,tilberede,хӏадур дан
1240,zubereiten::V,tilberede,хӏадур бан
1241,kochen::V,koke,шашан
1242,kochen::V,koke,шашан дуллан
1243,backen::V,bake,бишлан
1244,backen::V,bake,шахьлан
1245,braten::V,steke,цӏарайх дуллан
1246,umrühren::V,røre om,хӏала бан
1247,stricken::V,strikke,щащлан
1248,stricken::V,strikke,щащан
1249,nähen::V,sy,дуруххан
1250,färben::V,farge,ранг щун
1251,reinigen::V,rense,марцӏ бан
1252,reinigen::V,gjøre ren,марцӏ бан
1253,waschen::V,vaske,шюшин
1254,abwischen::V,tørke av,лишин
1255,spülen::V,spyle,вилаган
1256,spülen::V,skylle,вилаган
1257,fegen::V,feie,башин
1258,kehren::V,koste,бахьлан
1259,baden::V,bade,щинавун учӏлан
1260,sich waschen::V,vaske seg,диссун
1261,sich waschen::V,vaske seg,лажин диссун
1262,sich waschen::V,vaske seg,лажин дислан
1263,sich waschen::V,vaske seg,биссун
1264,sich waschen::V,vaske seg,чурх бислан
1265,ausziehen::V,ta av,ликкан
1266,anziehen::V,ta på,лаххан
1267,sich anziehen::V,kle på seg,янна лаххан
1268,kämmen::V,gre,ттарал дуккан
1269,kämmen::V,kjemme,ттарал дуккан
1270,schmücken::V,pynte,чӏюлу бан
1271,schmücken::V,smykke,чӏюлу бан
1272,sagen::V,si,учин
1273,sprechen::V,snakke,гъалгъа тӏун
1274,reden::V,tale,гъалгъа тӏун
1275,reden::V,snakke,гъалгъа тӏун
1276,sich unterhalten::V,samtale,гъалгъа тӏун
1277,fragen::V,spørre,цӏуххин
1278,bitten::V,be,тавакъю буллан
1279,erzählen::V,fortelle,хавар бусан
1280,mitteilen::V,meddele,баян бан
1281,mitteilen::V,meddele,хавар бан
1282,nennen::V,kalle,цӏа дизан
1283,rufen::V,rope,оьвтӏун
1284,prahlen::V,skryte,цӏа дуллан
1285,übersetzen::V,oversette,таржума бан
1286,denken::V,tenke,пикри буллан
1287,glauben::V,tro,вих хьун
1288,bemerken::V,bemerke,хӏисав хъун
1289,bemerken::V,legge merke til,хӏисав хъун
1290,erkennen::V,gjenkjenne,увчӏин
1291,begreifen::V,begripe,бувчӏин
1292,verstehen::V,forstå,
1293,verstehen::V,skjønne,
1294,lernen::V,lære,лахьлан
1295,lernen::V,lære,лахьхьин
1296,wissen::V,vite,кӏулну бикӏан
1297,wissen::V,vite,хавар бикӏан
1298,sich erinnern an::V,huske på,дакӏнин бутан
1299,vergessen::V,glemme,хъама битан
1300,messen::V,måle,дуцин дуллан
1301,messen::V,måle,дуцин дан
1302,zählen::V,telle,дуккин
1303,rechnen::V,regne,хӏисав дан
1304,lesen::V,lese,ккалан
1305,malen::V,male,сурат дуллан
1306,zeichnen::V,tegne,сурат дуллан
1307,schreiben::V,skrive,чичин
1308,schreiben::V,skrive,чичлан
1309,besitzen::V,eie,дуну икӏан
1310,besitzen::V,eie,дуну дикӏан
1311,besitzen::V,eie,заллуну икӏан
1312,besitzen::V,inneha,дуну икӏан
1313,besitzen::V,inneha,дуну дикӏан
1314,besitzen::V,inneha,заллуну икӏан
1315,kaufen::V,kjøpe,машан ласун
1316,verkaufen::V,selge,баххан
1317,bezahlen::V,betale,арцу дулун
1318,bezahlen::V,betale,багьа булун
1319,zahlen::V,betale,арцу дулун
1320,zahlen::V,betale,багьа булун
1321,beherrschen::V,beherske,дуну икӏан
1322,beherrschen::V,beherske,заллуну икӏан
1323,ertragen::V,orke,бухӏан
1324,schlagen::V,,рищун
