,Concept_ID,cv,no
752,jetzt::ADV,халь,nå
753,jetzt::ADV,халӗ,nå
754,heute::ADV,паян,i dag
755,morgen::ADV,ыран,i morgen
756,bald::ADV,халех,snart
757,bald::ADV,кӗҫех,snart
758,dann::ADV,унтан,så
759,gestern::ADV,ӗнер,i går
760,einst::ADV,пӗррехинче,engang
761,damals::ADV,ун чухне,den gang
762,damals::ADV,апла пулсан,den gang
763,danach::ADV,унтан,deretter
764,vorher::ADV,малтан,før
765,vorher::ADV,малтан,i forveien
766,zuerst::ADV,пирвай,først
767,einmal::ADV,пӗррехинче,en gang
768,manchmal::ADV,хӑш чухне,somme tider
769,oft::ADV,тӑтӑш,ofte
770,immer::ADV,ялан,alltid
771,niemals::ADV,нихӑҫан та,aldri
772,hier::ADV,кунта,her
773,hierhin::ADV,кунта,hit
774,von hier::ADV,кунтан,herfra
775,dort::ADV,унта,der
776,dort::ADV,ҫавӑнта,der
777,dorthin::ADV,унта,dit
778,dorthin::ADV,ҫавӑнта,dit
779,geradeaus::ADV,тикӗс,rett fram
780,vorwärts::ADV,малалла,fram
781,vorwärts::ADV,малалла,framover
782,rückwärts::ADV,хыҫала,baklengs
783,zurück::ADV,каялла,tilbake
784,unten::ADV,аялта,nede
785,hinab::ADV,аялта,ned
786,hinab::ADV,аялта,nedover
787,oben::ADV,ҫӳлте,oppe
788,oben::ADV,ҫӳлте,ovenpå
789,hinauf::ADV,ҫӳле,opp
790,hinauf::ADV,ҫӳле,oppover
791,überall::ADV,таҫта та,overalt
792,überall::ADV,пур ҫӗрте те,overalt
793,überall::ADV,кирек ӑҫта та,overalt
794,nicht::ADV,мар,ikke
795,ein wenig::ADV,пӑртак,litt
796,kaum::ADV,аран,neppe
797,sehr::ADV,питӗ,svært
798,so::ADV,апла,så
799,noch::ADV,татах,enda
800,nur::ADV,ҫех,bare
801,schon::ADV,ӗнтӗ,alt
802,schon::ADV,ӗнтӗ,allerede
803,wieder::ADV,каллех,igjen
804,vergebens::ADV,харам,forgjeves
805,vor::PRP,умӗнче,foran
806,vor::PRP,умӗнче,utenfor
807,hinter::PRP,кайра,bak
808,hinter::PRP,кайра,bakom
809,unter::PRP,айне,under
810,unter::PRP,айӗпе,under
811,unter::PRP,айӗнче,under
812,unter::PRP,ҫитеспе,under
813,durch::PRP,витӗр,gjennom
814,durch::PRP,витӗр,igjennom
815,neben::PRP,патӗнче,ved siden av
816,zwischen::PRP,хушшинче,mellom
817,wegen::PRP,пула,på grunn av
818,wegen::PRP,пирки,på grunn av
819,dies::PRN,ку,dette
820,dies::PRN,ҫак,dette
821,das::PRN,ҫав,det
822,alles::PRN,пурте,alt
823,alles::PRN,йӑлт,alt
824,ich::PRN,эп,jeg
825,du::PRN,эс,du
826,er::PRN,вӑл,han
827,wir::PRN,эпир,vi
828,ihr::PRN,эсир,dere
829,sie::PRN,вӗсем,de
830,was::FPRN,мӗн,hva
831,was::FPRN,мӗскер,hva
832,was::FPRN,мӗн те пулин,hva
833,wer::FPRN,кам,hvem
834,wo::FADV,ӑҫта,hvor
835,wohin::FADV,ӑҫта,hvor ... hen
836,wie::FADV,епле,hvordan
837,wie::FADV,мӗнле,hvordan
838,warum::FADV,ма,hvorfor
839,warum::FADV,мӗншӗн,hvorfor
840,wieviel::FNUM,миҫе,hvor mye
841,eins::NUM,пӗр,en
842,eins::NUM,пӗр,ett
843,eins::NUM,пӗрре,en
844,eins::NUM,пӗрре,ett
845,zwei::NUM,ик,to
846,zwei::NUM,икӗ,to
847,zwei::NUM,иккӗ,to
848,drei::NUM,виҫ,tre
849,drei::NUM,виҫӗ,tre
850,drei::NUM,виҫҫӗ,tre
851,vier::NUM,тӑват,fire
852,fünf::NUM,пилӗк,fem
853,fünf::NUM,пиллӗк,fem
854,sechs::NUM,улт,seks
855,sechs::NUM,ултӑ,seks
856,sechs::NUM,улттӑ,seks
857,sieben::NUM,ҫич,sju
858,sieben::NUM,ҫичӗ,sju
859,sieben::NUM,ҫиччӗ,sju
860,acht::NUM,сакӑр,åtte
861,acht::NUM,саккӑр,åtte
862,neun::NUM,тӑхӑр,ni
863,neun::NUM,тӑххӑр,ni
864,zehn::NUM,вунӑ,ti
865,zehn::NUM,вуннӑ,ti
866,elf::NUM,вун пӗр,elleve
867,zwölf::NUM,вун ик,tolv
868,zwölf::NUM,вун икӗ,tolv
869,zwölf::NUM,вун иккӗ,tolv
870,zwanzig::NUM,ҫирӗм,tjue
871,dreißig::NUM,вӑтӑр,tretti
872,vierzig::NUM,хӗрӗх,førti
873,fünfzig::NUM,аллӑ,femti
874,sechzig::NUM,утмӑл,seksti
875,siebzig::NUM,ҫитмӗл,sytti
876,achtzig::NUM,сакӑр вунӑ,åtti
877,achtzig::NUM,сакӑр вуннӑ,åtti
878,neunzig::NUM,тӑхӑр вун,nitti
879,neunzig::NUM,тӑхӑр вунӑ,nitti
880,neunzig::NUM,тӑхӑр вуннӑ,nitti
881,hundert::NUM,ҫӗр,hundre
882,tausend::NUM,пин,tusen
883,und::CNJ,та,og
884,oder::CNJ,е,eller
885,stehen::V,тӑр,stå
886,sitzen::V,лар,sitte
887,liegen::V,вырт,ligge
888,hängen::V,усӑнса тӑр,henge
889,hängen::V,ҫакӑнса тӑр,henge
890,werden::V,пул,bli
891,passieren::V,пул,skje
892,passieren::V,пул,hende
893,beginnen::V,пуҫлан,begynne
894,enden::V,пӗт,ende
895,enden::V,пӗт,slutte
896,enden::V,вӗҫлен,ende
897,enden::V,вӗҫлен,slutte
898,wechseln::V,улшӑн,veksle
899,aufgehen[Sonne]::V,тух,stå opp
900,untergehen[Sonne]::V,анса лар,gå ned
901,scheinen[Sonne]::V,пӑх,skinne
902,donnern::V,кӗмсӗртет,tordne
903,donnern::V,авӑт,tordne
904,wehen::V,варкӑш,blåse
905,strömen::V,тӑкӑн,strømme
906,fließen::V,юх,flyte
907,sich drehen::V,ҫаврӑн,dreie seg
908,schwanken::V,чӳхен,svaie
909,schwingen::V,суллан,svinge
910,fallen::V,кип,falle
911,fallen::V,тӳр кип,falle
912,fallen::V,татӑлса ан,falle
913,brennen::V,ҫун,brenne
914,rauchen::V,мӑкӑрлан,ryke
915,rauchen::V,тӗтӗм кӑлар,ryke
916,regnen::V,ҫумӑр ҫӑвать,regne
917,gefrieren::V,шӑн,fryse
918,tauen::V,ирӗл,tine
919,schmelzen::V,ирӗл,smelte
920,trocknen::V,тип,tørre
921,sieden::V,вӗре,koke
922,faulen::V,ҫӗр,råtne
923,verfaulen::V,ҫӗр,råtne
924,reißen::V,ҫурӑл,briste
925,versinken::V,пут,synke
926,versinken::V,пут,synke ned
927,vergehen::V,ирт,forløpe
928,erscheinen::V,курӑн,synes
929,erscheinen::V,курӑнса кай,synes
930,verschwinden::V,ҫухал,forsvinne
931,sinken::V,чак,synke
932,abnehmen::V,чак,avta
933,abnehmen::V,чак,minske
934,zunehmen::V,пысӑклан,tilta
935,steigen::V,ҫӗклен,stige
936,wachsen::V,ӳс,gro
937,wachsen::V,ӳс,vokse
938,glänzen::V,ҫиҫ,skinne
939,funkeln::V,ялкӑш,tindre
940,funkeln::V,йӑлтӑртат,tindre
941,lärmen::V,шавла,bråke
942,läuten::V,шӑнкӑравла,ringe
943,klingeln::V,шӑнкӑравла,ringe
944,klirren::V,калтлат,klirre
945,klirren::V,шӑнкӑлтат,klirre
946,brausen::V,ахӑр,bruse
947,rauschen::V,вашӑлтат,suse
948,rauschen::V,чашӑлтат,suse
949,klingen::V,янӑра,lyde
950,klingen::V,янӑра,klinge
951,bellen::V,вӗр,gjø
952,bellen::V,вӗр,bjeffe
953,heulen::V,ула,ule
954,blasen::V,вӗр,blåse
955,pfeifen::V,шӑхӑр,plystre
956,schreien::V,кӑшкӑр,skrike
957,stöhnen::V,йынӑш,stønne
958,zittern::V,чӗтре,dirre
959,zittern::V,чӗтре,skjelve
960,leben::V,пурӑн,leve
961,geboren werden::V,ҫурал,fødes
962,atmen::V,сывла,ånde
963,atmen::V,сывла,puste
964,trinken::V,ӗҫ,drikke
965,essen::V,ҫи,spise
966,schlucken::V,ҫӑт,svelge
967,müde werden::V,ӗшен,bli trett
968,einschlafen::V,ыйха пут,sovne
969,einschlafen::V,ҫывӑрса кай,sovne
970,schlafen::V,ҫывӑр,sove
971,aufwachen::V,вӑран,våkne
972,aufstehen::V,тӑр,stå opp
973,sich erholen::V,кан,bli bra
974,sich erholen::V,кан,komme seg
975,krank werden::V,чирле,bli syk
976,krank sein::V,чирле,være syk
977,schmerzen::V,сур,gjøre vondt
978,schmerzen::V,ырат,gjøre vondt
979,husten::V,ӳсӗр,hoste
980,genesen::V,сывал,komme seg
981,genesen::V,тӳрлен,komme seg
982,sterben::V,вил,dø
983,umkommen::V,вил,omkomme
984,sich bewegen::V,куҫ,bevege seg
985,sich rühren::V,хускал,røre på seg
986,sich erheben::V,тӑр,reise seg
987,sich setzen::V,лар,sette sig
988,hinfallen::V,ӳк,falle over ende
989,laufen::V,ут,løpe
990,schreiten::V,ут,skride
991,spazierengehen::V,уҫӑлса ҫӳре,spasere
992,spazierengehen::V,уҫӑлса ҫӳре,gå en tur
993,spazierengehen::V,уткаласа ҫӳре,spasere
994,spazierengehen::V,уткаласа ҫӳре,gå en tur
995,eilen::V,васка,ile
996,eilen::V,хыпалан,ile
997,sich beeilen::V,васка,skynde seg
998,sich beeilen::V,хыпалан,skynde seg
999,sausen::V,ыткӑн,suse
1000,sausen::V,вӗҫтер,suse
1001,rennen::V,чуп,løpe
1002,springen::V,сик,hoppe
1003,springen::V,сик,springe
1004,klettern::V,улӑх,klatre
1005,schaukeln::V,йӳрӗн,huske
1006,kriechen::V,шу,krype
1007,kriechen::V,упален,krype
1008,schwimmen::V,иш,svømme
1009,tauchen::V,чӑм,dykke
1010,rudern::V,авӑс,ro
1011,fahren::V,пыр,kjøre
1012,fliegen::V,вӗҫ,fly
1013,gehen::V,кай,gå
1014,weggehen::V,кай,gå bort
1015,abfahren::V,тапран,reise
1016,anhalten::V,чарӑн,stanse
1017,hineingehen::V,кӗр,gå inn
1018,eintreten::V,кӗр,tre inn
1019,kommen::V,кил,komme
1020,ankommen::V,ҫит,ankomme
1021,ankommen::V,ҫит,komme til
1022,zurückkommen::V,таврӑн,komme tilbake
1023,zurückkommen::V,каялла кил,komme tilbake
1024,bleiben::V,юл,bli
1025,bleiben::V,юл,forbli
1026,warten::V,кӗт,vente
1027,erwarten::V,кӗт,vente
1028,suchen::V,шыра,søke
1029,finden::V,туп,finne
1030,versuchen::V,пикен,prøve
1031,versuchen::V,пикен,forsøke
1032,vorbereiten::V,хатӗрле,forberede
1033,lieben::V,юрат,elske
1034,mögen::V,кӑмӑлла,like
1035,mögen::V,килӗштер,like
1036,lachen::V,кул,le
1037,lachen::V,ахӑлтат,le
1038,rühren::V,ҫулӑх,røre
1039,weinen::V,йӗр,gråte
1040,weinen::V,макӑр,gråte
1041,schimpfen::V,вӑрҫ,skjelle
1042,schimpfen::V,ятлаҫ,skjelle
1043,sich ärgern::V,ҫиллен,ergre seg
1044,sich fürchten::V,шиклен,være redd
1045,fürchten::V,хӑра,være redd for
1046,fliehen::V,тар,rømme
1047,fliehen::V,тар,flykte
1048,flüchten::V,чупса тар,flykte
1049,sehen::V,кур,se
1050,anschauen::V,пӑхса ил,se på
1051,anschauen::V,пӑхса ил,betrakte
1052,ansehen::V,пӑх,anse
1053,hören::V,илт,høre
1054,zuhören::V,итле,tilhøre
1055,zuhören::V,тӑнла,tilhøre
1056,probieren::V,астив,smake
1057,probieren::V,астив,smake på
1058,riechen::V,шӑршла,lukte
1059,fühlen::V,туй,føle
1060,fühlen::V,сис,føle
1061,scheinen::V,туйӑн,se ut
1062,zu sehen sein::V,курӑн,synes
1063,vernehmen::V,пӑл,få vite
1064,frieren::V,йӳтен,fryse
1065,tun::V,ту,gjøre
1066,können::V,пултар,kunne
1067,wollen::V,те,ville
1068,anfangen::V,пуҫла,begynne
1069,beenden::V,пӗтер,avslutte
1070,aufhören::V,пӑрах,slutte
1071,aufhören::V,пӑрах,holde opp
1072,gelingen::V,ӑн,lykkes
1073,geraten::V,пул,bli
1074,öffnen::V,уҫ,åpne
1075,schließen::V,хуп,lukke
1076,schließen::V,хуп,stenge
1077,stellen::V,ларт,stille
1078,stellen::V,тӑрат,stille
1079,setzen::V,ларт,sette
1080,legen::V,хур,legge
1081,berühren::V,перӗн,berøre
1082,verbinden::V,сып,forbinde
1083,bedecken::V,вит,dekke
1084,aufhängen::V,ҫак,henge
1085,aufhängen::V,ҫак,henge opp
1086,anzünden::V,ҫут,tenne
1087,anzünden::V,ҫут,antenne
1088,anzünden::V,ҫут,tenne på
1089,aufheben::V,ҫӗкле,løfte
1090,aufheben::V,ҫӗкле,ta opp
1091,zurücklassen::V,манса хӑвар,slippe tilbake
1092,verlieren::V,ҫӗтер,miste
1093,fallen lassen::V,ӳкер,droppe
1094,fallen lassen::V,ӳкер,la falle
1095,machen::V,ту,lage
1096,machen::V,ту,gjøre
1097,herstellen::V,ӑстала,fremstille
1098,bauen::V,ту,bygge
1099,reparieren::V,юса,reparere
1100,verbessern::V,лайӑхлат,rette
1101,verbessern::V,лайӑхлат,forbedre
1102,ändern::V,улӑштар,forandre
1103,graben::V,чав,grave
1104,graben::V,чакала,grave
1105,beugen::V,кукӑрт,bøye
1106,biegen::V,ав,bøye
1107,biegen::V,кукӑрт,bøye
1108,drehen::V,ҫавӑр,dreie
1109,wenden::V,ӳпӗнтер,vende
1110,umdrehen::V,ҫавӑр,snu
1111,heben::V,хӑпарт,heve
1112,hochheben::V,йӑт,løfte
1113,ergreifen::V,тыт,gripe
1114,ergreifen::V,тыт,få tak i
1115,halten::V,тыт,holde
1116,drücken::V,пус,trykke
1117,schieben::V,тӗк,skyve
1118,schieben::V,тӗрт,skyve
1119,kratzen::V,хыр,klø
1120,kratzen::V,хыр,klore
1121,lecken::V,ҫула,slikke
1122,beißen::V,ҫырт,bite
1123,beißen::V,хып,bite
1124,abreißen::V,тат,rive av
1125,abschneiden::V,кас,skjære av
1126,binden::V,ҫых,binde
1127,stecken::V,чик,stikke
1128,brechen::V,хуҫ,bryte
1129,brechen::V,хуҫ,briste
1130,klopfen::V,такка,banke
1131,hauen::V,шакка,hogge
1132,kleben::V,ҫыпӑҫтар,klistre
1133,reiben::V,сӑтӑр,gni
1134,streichen::V,сӗр,stryke
1135,schleifen::V,хӑйра,slipe
1136,schneiden::V,кас,klippe
1137,rütteln::V,лӑка,ruske
1138,rütteln::V,силлентер,ruske
1139,schütteln::V,лӑка,riste
1140,schütteln::V,силлентер,riste
1141,schwenken::V,сулла,svinge
1142,schütten::V,тултар,helle
1143,füllen::V,тултар,fylle
1144,einwickeln::V,чӗрке,vikle inn
1145,tragen::V,ҫӗкле,bære
1146,schleppen::V,сӗтӗр,slepe
1147,ziehen::V,тӑс,dra
1148,ziehen::V,тӑс,trekke
1149,aufbewahren::V,усра,oppbevare
1150,aufbewahren::V,усра,ta vare på
1151,werfen::V,пӑрах,kaste
1152,fangen::V,тыт,fange
1153,packen::V,тыт,gripe
1154,packen::V,тыт,gripe tak i
1155,verstecken::V,пытарса хур,gjemme
1156,teilen::V,уйӑр,dele
1157,teilen::V,пайла,dele
1158,schicken::V,яр,sende
1159,bringen::V,кӳр,bringe
1160,hinzufügen::V,хуш,tilføye
1161,bekommen::V,ил,få
1162,bekommen::V,туян,få
1163,erhalten::V,ил,få
1164,erhalten::V,туян,få
1165,nehmen::V,ил,ta
1166,wählen::V,суйла,velge
1167,auswählen::V,суйла,velge ut
1168,bewahren::V,упра,bevare
1169,behindern::V,кансӗрле,hindre
1170,behindern::V,кансӗрле,forhindre
1171,behindern::V,чӑрмантар,hindre
1172,behindern::V,чӑрмантар,forhindre
1173,verderben::V,пӑс,ødelegge
1174,beschädigen::V,пӑс,skade
1175,zerbrechen::V,ват,brekke i stykker
1176,zerbrechen::V,ҫӗмӗр,brekke i stykker
1177,zerreißen::V,ҫур,rive i stykker
1178,zerstören::V,иш,ødelegge
1179,verbrennen::V,ҫунтар,brenne
1180,verbrennen::V,ҫунтар,brenne opp
1181,geben::V,пар,gi
1182,reichen::V,пар,rekke
1183,schenken::V,парнеле,forære
1184,schenken::V,парнеле,skjenke
1185,versprechen::V,тума пул,love
1186,versprechen::V,сӑмах пар,love
1187,wünschen::V,сун,ønske
1188,loben::V,ырла,rose
1189,küssen::V,чуп ту,kysse
1190,wiegen::V,сиктер,vogge
1191,wiegen::V,силле,vogge
1192,zudecken::V,вит,dekke til
1193,wecken::V,вӑрат,vekke
1194,zeigen::V,кӑтарт,vise
1195,führen::V,илсе пыр,føre
1196,führen::V,ҫавӑтса пыр,føre
1197,lehren::V,вёрент,lære
1198,unterrichten::V,вёрент,undervise
1199,aufziehen::V,вӗрент,oppdra
1200,leiten::V,тытса пыр,lede
1201,antreiben::V,васкат,drive på
1202,lassen::V,пусахла,få til å
1203,lassen::V,хуш,få til å
1204,einladen::V,чӗн,be
1205,einladen::V,чӗн,invitere
1206,vereinigen::V,пӗрлештер,forene
1207,besuchen::V,ҫит,besøke
1208,besuchen::V,кӗрсе кур,besøke
1209,treffen::V,тӗл пул,møte
1210,treffen::V,тӗл пул,treffe
1211,sich versammeln::V,пуҫтарӑн,forsamles
1212,spielen::V,выля,leke
1213,spielen::V,выля,spille
1214,singen::V,юрла,synge
1215,tanzen::V,ташла,danse
1216,sich trennen::V,уйрӑл,skilles
1217,verlassen::V,хӑвар,forlate
1218,retten::V,ҫӑл,redde
1219,bewachen::V,хуралла,bevokte
1220,schützen::V,сыхла,verne
1221,schützen::V,сыхла,beskytte
1222,verteidigen::V,хӳтӗле,forsvare
1223,sich schlagen::V,ҫапӑҫ,slåss
1224,schießen::V,пер,skyte
1225,siegen::V,ҫӗн,seire
1226,siegen::V,ҫӗнтер,seire
1227,ärgern::V,тарӑхтар,ergre
1228,ärgern::V,ҫиллентер,ergre
1229,schlagen::V,ҫап,
1230,treten::V,тап,sparke
1231,stechen::V,чик,stikke
1232,stoßen::V,чыш,støte
1233,stehlen::V,вӑрла,stjele
1234,stören::V,кансӗрле,forstyrre
1235,belästigen::V,аптӑрат,plage
1236,belästigen::V,аптӑрат,sjenere
1237,belästigen::V,хупла,plage
1238,belästigen::V,хупла,sjenere
1239,verbergen::V,пытар,gjemme
1240,täuschen::V,суй,villede
1241,betrügen::V,ултала,bedra
1242,töten::V,вӗлер,drepe
1243,wohnen::V,чуна пар,bo
1244,wohnen::V,парӑнса тӑр,bo
1245,arbeiten::V,ӗҫле,arbeide
1246,sammeln::V,пух,samle
1247,pflücken::V,тат,plukke
1248,jagen::V,сунара ҫӳре,jage
1249,fischen::V,пулӑ тыт,fiske
1250,fassen::V,тыт,fange
1251,hüten::V,кӗт,vokte
1252,treiben::V,хӑвала,drive
1253,anbinden::V,кӑкар,feste
1254,füttern::V,ҫитер,fore
1255,melken::V,су,melke
1256,hacken::V,вакла,hakke
1257,gießen::V,шӑвар,helle
1258,reifen::V,пиҫ,modne
1259,zubereiten::V,пӗҫер,lage
1260,zubereiten::V,пӗҫер,tilberede
1261,kochen::V,пӗҫер,koke
1262,backen::V,пӗҫер,bake
1263,braten::V,ӑшала,steke
1264,umrühren::V,хутӑштар,røre om
1265,stricken::V,ҫых,strikke
1266,nähen::V,ҫӗле,sy
1267,färben::V,пӗвет,farge
1268,reinigen::V,тасат,rense
1269,reinigen::V,тасат,gjøre ren
1270,waschen::V,ҫу,vaske
1271,abwischen::V,шӑл,tørke av
1272,spülen::V,чӳхе,spyle
1273,spülen::V,чӳхе,skylle
1274,fegen::V,шӑл,feie
1275,kehren::V,шӑл,koste
1276,baden::V,шыва кӗр,bade
1277,sich waschen::V,ҫӑвӑн,vaske seg
1278,ausziehen::V,салан,ta av
1279,anziehen::V,тӑхӑн,ta på
1280,sich anziehen::V,тӑхӑн,kle på seg
1281,kämmen::V,тура,gre
1282,kämmen::V,тура,kjemme
1283,schmücken::V,илемлет,pynte
1284,schmücken::V,илемлет,smykke
1285,sagen::V,те,si
1286,sprechen::V,кала,snakke
1287,reden::V,сӑмахла,tale
1288,reden::V,сӑмахла,snakke
1289,reden::V,калаҫ,tale
1290,reden::V,калаҫ,snakke
1291,sich unterhalten::V,пупле,samtale
1292,fragen::V,ыйт,spørre
1293,bitten::V,ыйт,be
1294,erzählen::V,каласа пар,fortelle
1295,mitteilen::V,пӗлтер,meddele
1296,mitteilen::V,хыпарла,meddele
1297,nennen::V,те,kalle
1298,nennen::V,чӗн,kalle
1299,rufen::V,чӗн,rope
1300,prahlen::V,мухтан,skryte
1301,prahlen::V,вӗҫкӗнлен,skryte
1302,übersetzen::V,куҫар,oversette
1303,denken::V,шухӑшла,tenke
1304,glauben::V,ӗнен,tro
1305,bemerken::V,асӑрха,bemerke
1306,bemerken::V,асӑрха,legge merke til
1307,erkennen::V,палла,gjenkjenne
1308,begreifen::V,ӑнлан,begripe
1309,verstehen::V,пӗл,forstå
1310,verstehen::V,пӗл,skjønne
1311,lernen::V,вӗрен,lære
1312,wissen::V,пӗл,vite
1313,wissen::V,ӑнкар,vite
1314,sich erinnern an::V,аса ил,huske på
1315,vergessen::V,ман,glemme
1316,vergessen::V,манса кай,glemme
1317,messen::V,виҫ,måle
1318,zählen::V,шутла,telle
1319,rechnen::V,шутла,regne
1320,lesen::V,вула,lese
1321,malen::V,ӳкер,male
1322,zeichnen::V,ӳкер,tegne
1323,schreiben::V,ҫыр,skrive
1324,besitzen::V,тыт,eie
1325,besitzen::V,тыт,inneha
1326,kaufen::V,ил,kjøpe
1327,kaufen::V,туян,kjøpe
1328,verkaufen::V,сут,selge
1329,bezahlen::V,тӳле,betale
1330,zahlen::V,тӳле,betale
1331,beherrschen::V,тыт,beherske
1332,ertragen::V,тӳс,orke
1333,Bauch::N,,buk
1334,Bauch::N,,mage
