,Concept_ID,uk,ja
850,einschlafen::V,заснути,寝付く
851,schlafen::V,спати,眠る
852,aufwachen::V,прокинутися,目が覚める
853,aufstehen::V,встати,起きる
854,sich erholen::V,відпочивати,休養する
855,krank werden::V,захворіти,病気になる
856,krank sein::V,хворіти,病気である
857,schmerzen::V,боліти,痛む
858,husten::V,кашляти,咳をする
859,genesen::V,одужати,元気になる
860,genesen::V,видужати,元気になる
861,sterben::V,померти,死ぬ
862,sterben::V,померти,亡くなる
863,umkommen::V,згинути,死亡する
864,sich bewegen::V,рухатися,移動する
865,sich rühren::V,ворушитися,動く
866,sich erheben::V,встати,立ち上がる
867,sich setzen::V,сісти,座る
868,hinfallen::V,упасти,転ぶ
869,laufen::V,ходити,歩く
870,schreiten::V,крокувати,跨ぐ
871,spazierengehen::V,гуляти,散歩する
872,eilen::V,спішити,急ぐ
873,sich beeilen::V,поспішати,焦る
874,sausen::V,мчатися,疾駆する
875,rennen::V,бігати,走る
876,springen::V,скакати,跳ぶ
877,springen::V,стрибати,跳ぶ
878,klettern::V,лазити,よじ登る
879,schaukeln::V,гойдатися,ぶらんこに乗る
880,kriechen::V,повзати,這う
881,schwimmen::V,пливти,泳ぐ
882,schwimmen::V,плавати,泳ぐ
883,tauchen::V,пірнати,潜る
884,rudern::V,гребти,漕ぐ
885,rudern::V,веслувати,漕ぐ
886,fahren::V,їхати,行く
887,fahren::V,їхати,乗車する
888,fliegen::V,літати,飛ぶ
889,gehen::V,іти,行く
890,weggehen::V,піти,立ち去る
891,abfahren::V,від’їхати,出発する
892,abfahren::V,відправитися,出発する
893,anhalten::V,зупинитися,止まる
894,hineingehen::V,входити,入る
895,eintreten::V,увійти,中に入る
896,kommen::V,прийти,来る
897,ankommen::V,прибути,着く
898,ankommen::V,прибути,到着する
899,zurückkommen::V,повернутися,帰る
900,bleiben::V,залишитися,留まる
901,warten::V,чекати,待つ
902,erwarten::V,чекати,期待する
903,suchen::V,шукати,探る
904,finden::V,знайти,見つける
905,versuchen::V,випробовувати,試す
906,vorbereiten::V,підготувати,準備する
907,lieben::V,любити,愛する
908,mögen::V,любити,好きである
909,mögen::V,подобатися,好きである
910,lachen::V,сміятися,笑う
911,rühren::V,розчулити,感情を動かす
912,weinen::V,плакати,泣く
913,schimpfen::V,лаятися,叱る
914,sich ärgern::V,сердитися,怒る
915,sich ärgern::V,сердитися,腹を立てる
916,sich fürchten::V,боятися,怖がる
917,fürchten::V,боятися,恐れる
918,fliehen::V,тікати,逃げる
919,flüchten::V,утекти,逃亡する
920,sehen::V,бачити,見る
921,anschauen::V,поглянути,眺める
922,ansehen::V,дивитися на,見る
923,hören::V,чути,聞く
924,zuhören::V,слухати,聴く
925,probieren::V,покуштувати,食べてみる
926,riechen::V,нюхати,気取る
927,fühlen::V,відчувати,感じる
928,scheinen::V,здаватися,ように見える
929,zu sehen sein::V,виднітися,見える
930,vernehmen::V,почути,承る
931,frieren::V,мерзнути,寒気がする
932,tun::V,робити,する
933,können::V,могти,出来る
934,wollen::V,хотіти,-たい
935,anfangen::V,почати,始める
936,beenden::V,закінчити,終える
937,aufhören::V,перестати,止める
938,gelingen::V,вдатися,成功する
939,geraten::V,опинитися,当たる
940,öffnen::V,відкрити,開く
941,öffnen::V,відкрити,開ける
942,schließen::V,закрити,閉める
943,stellen::V,поставити,置く
944,stellen::V,поставити,据える
945,setzen::V,посадити,座らせる
946,legen::V,класти,置く
947,berühren::V,чіпати,触る
948,berühren::V,чіпати,触れる
949,verbinden::V,зв’язати,結びつける
950,bedecken::V,покрити,覆う
951,aufhängen::V,повісити,掛ける
952,anzünden::V,запалити,燃やす
953,anzünden::V,запалити,火をつける
954,aufheben::V,підняти,拾う
955,zurücklassen::V,залишити,残す
956,verlieren::V,загубити,無くす
957,fallen lassen::V,упустити,落とす
958,machen::V,зробити,作る
959,herstellen::V,виготовити,製造する
960,bauen::V,будувати,建設する
961,reparieren::V,лагодити,直す
962,reparieren::V,лагодити,修理する
963,verbessern::V,поліпшити,改良する
964,ändern::V,змінити,変える
965,graben::V,копати,掘る
966,beugen::V,зігнути,折る
967,biegen::V,погнути,曲げる
968,drehen::V,вертіти,回す
969,wenden::V,повернути,裏返す
970,umdrehen::V,перевернути,裏返す
971,heben::V,піднімати,挙げる
972,hochheben::V,підняти,持ち上げる
973,ergreifen::V,схопити,取り上げる
974,halten::V,тримати,持つ
975,drücken::V,натискати,押す
976,schieben::V,пхати,ずらす
977,schieben::V,штовхати,ずらす
978,kratzen::V,шкребти,引っ掻く
979,lecken::V,лизати,なめる
980,beißen::V,кусати,噛む
981,abreißen::V,відірвати,剝ぎ取る
982,abschneiden::V,відрізати,切り取る
983,binden::V,в’язати,縛る
984,stecken::V,увіткнути,差し込む
985,brechen::V,зламати,破る
986,klopfen::V,стукати,とんとん叩く
987,hauen::V,бити,叩く
988,kleben::V,клеїти,貼る
989,kleben::V,клеїти,くっ付ける
990,reiben::V,терти,擦る
991,streichen::V,намазати,塗る
992,schleifen::V,точити,研ぐ
993,schneiden::V,різати,切る
994,rütteln::V,хитати,揺さぶる
995,schütteln::V,трясти,振る
996,schütteln::V,трясти,揺さぶる
997,schwenken::V,махати,振る
998,schütten::V,налити,注ぐ
999,füllen::V,наповнити,いっぱいにする
1000,einwickeln::V,загорнути,包む
1001,tragen::V,нести,運ぶ
1002,schleppen::V,тягти,引きずる
1003,ziehen::V,тягнути,引く
1004,aufbewahren::V,зберігати,預かる
1005,werfen::V,кидати,投げる
1006,fangen::V,ловити,受ける
1007,packen::V,схопити,掴む
1008,verstecken::V,сховати,隠す
1009,teilen::V,розділити,分ける
1010,schicken::V,посилати,送る
1011,bringen::V,принести,持って行く
1012,hinzufügen::V,додати,加える
1013,bekommen::V,дістати,得る
1014,erhalten::V,одержати,受ける
1015,nehmen::V,взяти,取る
1016,wählen::V,вибрати,選ぶ
1017,auswählen::V,відібрати,選ぶ
1018,bewahren::V,зберегти,保存する
1019,behindern::V,перешкоджати,妨害する
1020,verderben::V,зіпсувати,台無しにする
1021,beschädigen::V,зашкодити,損傷する
1022,zerbrechen::V,розбити,割る
1023,zerreißen::V,розірвати,引き裂く
1024,zerstören::V,зруйнувати,破壊する
1025,verbrennen::V,спалити,焼く
1026,geben::V,дати,上げる
1027,reichen::V,передати,渡す
1028,schenken::V,дарувати,贈る
1029,versprechen::V,обіцяти,約束する
1030,wünschen::V,бажати,望む
1031,loben::V,хвалити,褒める
1032,küssen::V,цілувати,キスする
1033,wiegen::V,качати,揺する
1034,zudecken::V,накрити,覆う
1035,wecken::V,розбудити,起こす
1036,zeigen::V,показати,見せる
1037,führen::V,вести,案内する
1038,lehren::V,вчити,教える
1039,unterrichten::V,викладати,通知する
1040,aufziehen::V,виховати,育てる
1041,leiten::V,керувати,導く
1042,antreiben::V,підганяти,励ます
1043,lassen::V,змусити,～させる
1044,einladen::V,запросити,誘う
1045,einladen::V,запросити,招待する
1046,vereinigen::V,об’єднати,一つにする
1047,besuchen::V,завітати,訪ねる
1048,besuchen::V,відвідати,訪ねる
1049,treffen::V,зустріти,出会う
1050,sich versammeln::V,зібратися,集まる
1051,spielen::V,грати,遊ぶ
1052,singen::V,співати,歌う
1053,tanzen::V,танцювати,踊る
1054,sich trennen::V,розлучитися,別れる
1055,verlassen::V,покинути,別れる
1056,retten::V,врятувати,救う
1057,retten::V,врятувати,助ける
1058,bewachen::V,охороняти,見張る
1059,bewachen::V,охороняти,軽微する
1060,schützen::V,уберігати,保護する
1061,verteidigen::V,захистити,守る
1062,sich schlagen::V,битися,殴る
1063,sich schlagen::V,дратися,殴る
1064,schießen::V,стріляти,撃つ
1065,siegen::V,перемогти,勝つ
1066,ärgern::V,сердити,怒らせる
1067,schlagen::V,ударити,殴る
1068,treten::V,штовхати,蹴る
1069,stechen::V,вколоти,突く
1070,stoßen::V,штовхнути,突く
1071,stehlen::V,украсти,盗る
1072,stören::V,перешкодити,構う
1073,belästigen::V,докучати,邪魔する
1074,verbergen::V,сховати,隠す
1075,täuschen::V,обдурити,だます
1076,betrügen::V,зшахраювати,だます
1077,töten::V,убити,殺す
1078,wohnen::V,жити,住む
1079,wohnen::V,мешкати,住む
1080,arbeiten::V,працювати,働く
1081,sammeln::V,зібрати,集める
1082,sammeln::V,зібрати,収集する
1083,pflücken::V,зривати,摘む
1084,jagen::V,полювати,狩りをする
1085,fischen::V,рибалити,釣る
1086,fassen::V,піймати,捕る
1087,hüten::V,пасти,放牧する
1088,treiben::V,гнати,追う
1089,anbinden::V,прив’язати,繋ぐ
1090,füttern::V,годувати,餌をやる
1091,füttern::V,харчувати,餌をやる
1092,melken::V,доїти,搾乳する
1093,hacken::V,рубати,刻む
1094,gießen::V,полити,水をやる
1095,reifen::V,дозріти,熟す
1096,zubereiten::V,зготовити,調理する
1097,zubereiten::V,приготувати,調理する
1098,kochen::V,варити,煮る
1099,kochen::V,готувати,煮る
1100,backen::V,пекти,焼く
1101,braten::V,смажити,焼く
1102,braten::V,смажити,炒める
1103,umrühren::V,переміщати,混ぜる
1104,stricken::V,в’язати,編む
1105,nähen::V,шити,縫う
1106,färben::V,пофарбувати,染める
1107,reinigen::V,очистити,掃除する
1108,waschen::V,мити,洗う
1109,waschen::V,мити,洗濯する
1110,abwischen::V,витерти,拭く
1111,spülen::V,полоскати,洗う
1112,spülen::V,полоскати,すすぐ
1113,fegen::V,підмітати,掃除する
1114,kehren::V,мести,掃く
1115,baden::V,купатися,入浴する
1116,sich waschen::V,митися,洗う
1117,ausziehen::V,зняти,脱ぐ
1118,anziehen::V,надіти,着る
1119,sich anziehen::V,одягтися,着る
1120,sich anziehen::V,одягнутися,着る
1121,kämmen::V,зачесати,梳く
1122,schmücken::V,оздобити,飾る
1123,sagen::V,сказати,言う
1124,sprechen::V,говорити,話す
1125,reden::V,розмовляти,話す
1126,sich unterhalten::V,бесідувати,話をする
1127,fragen::V,запитати,聞く
1128,bitten::V,просити,頼む
1129,bitten::V,просити,お願いする
1130,erzählen::V,розповісти,物語る
1131,mitteilen::V,повідомити,伝える
1132,nennen::V,назвати,名づける
1133,rufen::V,кликати,呼ぶ
1134,prahlen::V,хвалитися,自慢する
1135,übersetzen::V,перекласти,訳す
1136,denken::V,думати,考える
1137,denken::V,мислити,考える
1138,glauben::V,вірити,信じる
1139,bemerken::V,помітити,気が付く
1140,erkennen::V,пізнати,認識する
1141,begreifen::V,осягнути,分かる
1142,verstehen::V,почути,聞き取る
1143,lernen::V,навчатися,学ぶ
1144,lernen::V,навчатися,勉強する
1145,wissen::V,знати,知っている
1146,sich erinnern an::V,пам’ятати,思い出す
1147,vergessen::V,забути,忘れる
1148,messen::V,міряти,計る
1149,messen::V,міряти,測定する
1150,zählen::V,лічити,数える
1151,rechnen::V,рахувати,計算する
1152,lesen::V,читати,読む
1153,malen::V,малювати,描く
1154,zeichnen::V,рисувати,写生する
1155,schreiben::V,писати,書く
1156,besitzen::V,мати,所持する
1157,kaufen::V,купити,買う
1158,verkaufen::V,продати,売る
1159,bezahlen::V,заплатити,払う
1160,zahlen::V,платити,支払う
1161,beherrschen::V,володіти,支配する
1162,ertragen::V,витерпіти,耐える
