,Concept_ID,da,cy
821,neunzig::NUM,halvfems,naw deg
822,neunzig::NUM,halvfems,deg a phedwar ugain
823,hundert::NUM,hundrede,cant
824,tausend::NUM,tusind,mil
825,und::CNJ,og,a
826,oder::CNJ,eller,neu
827,stehen::V,stå,sefyll
828,sitzen::V,sidde,eistedd
829,liegen::V,ligge,gorwedd
830,hängen::V,hænge,hongian
831,werden::V,blive,dod yn
832,werden::V,blive,mynd yn
833,passieren::V,ske,digwydd
834,passieren::V,hænde,digwydd
835,beginnen::V,begynde,cychwyn
836,enden::V,ende,gorffen
837,wechseln::V,veksle,newid
838,aufgehen[Sonne]::V,gå op,codi
839,aufgehen[Sonne]::V,stå op,codi
840,untergehen[Sonne]::V,gå ned,machlud
841,scheinen[Sonne]::V,skinne,tywynnu
842,donnern::V,tordne,taranu
843,wehen::V,blæse,chwythu
844,strömen::V,strømme,ffrydio
845,fließen::V,flyde,llifo
846,sich drehen::V,dreje sig,troi
847,sich drehen::V,dreje sig,cylchdroi
848,schwanken::V,vakle,siglo
849,schwingen::V,svinge,siglo
850,fallen::V,falde,cwympo
851,brennen::V,brænde,llosgi
852,rauchen::V,ryge,mygu
853,regnen::V,regne,glawio
854,gefrieren::V,fryse,rhewi
855,tauen::V,tø,toddi
856,tauen::V,tø,meirioli
857,schmelzen::V,smelte,toddi
858,trocknen::V,tørre,sychu
859,sieden::V,koge,berwi
860,faulen::V,rådne,pydru
861,faulen::V,rådne,braenu
862,verfaulen::V,rådne,pydru
863,verfaulen::V,rådne,dadfeilio
864,reißen::V,briste,clecian
865,reißen::V,briste,torri'n glats
866,versinken::V,synke,suddo
867,versinken::V,synke ned,suddo
868,vergehen::V,forløbe,myned heibio
869,vergehen::V,forløbe,pasio
870,erscheinen::V,vise sig,ymddangos
871,verschwinden::V,forsvinde,diflannu
872,sinken::V,synke,syrthio
873,abnehmen::V,aftage,lleihau
874,zunehmen::V,tiltage,cynyddu
875,steigen::V,stige,codi
876,wachsen::V,gro,tyfu
877,wachsen::V,vokse,tyfu
878,glänzen::V,glinse,disgleirio
879,funkeln::V,tindre,pefrio
880,lärmen::V,larme,cadw sŵn
881,lärmen::V,larme,gwneud twrw
882,läuten::V,ringe,canu
883,klingeln::V,ringe,canu
884,klingeln::V,ringe,seinio
885,klirren::V,klirre,tincian
886,brausen::V,bruse,rhuo
887,rauschen::V,suse,siffrwd
888,rauschen::V,suse,chwithrwd
889,klingen::V,lyde,seinio
890,klingen::V,klinge,seinio
891,bellen::V,gø,cyfarth
892,heulen::V,hyle,udo
893,heulen::V,hyle,oernadu
894,blasen::V,blæse,chwythu
895,pfeifen::V,fløjte,chwibanu
896,schreien::V,skrige,gweiddi
897,schreien::V,skrige,bloeddio
898,stöhnen::V,stønne,griddfan
899,zittern::V,dirre,crynu
900,zittern::V,skælve,crynu
901,leben::V,leve,byw
902,geboren werden::V,fødes,cael eich geni
903,atmen::V,ånde,anadlu
904,trinken::V,drikke,yfed
905,essen::V,spise,bwyta
906,schlucken::V,synke,llyncu
907,müde werden::V,blive træt,blino
908,einschlafen::V,falde i søvn,mynd i gysgu
909,einschlafen::V,falde i søvn,syrthio i gysgu
910,schlafen::V,sove,huno
911,schlafen::V,sove,cysgu
912,aufwachen::V,vågne,dihuno
913,aufstehen::V,stå op,codi
914,sich erholen::V,komme sig,ymlacio
915,sich erholen::V,komme sig,dadflino
916,krank werden::V,blive syg,mynd yn sâl
917,krank werden::V,blive syg,mynd yn wael
918,krank sein::V,være syg,gwaelu
919,schmerzen::V,smerte,brifo
920,husten::V,hoste,pesychu
921,genesen::V,komme sig,gwella
922,genesen::V,komme sig,cael yn ôl
923,sterben::V,dø,marw
924,umkommen::V,omkomme,trengi
925,sich bewegen::V,bevæge sig,symud
926,sich rühren::V,røre på sig,syflyd
927,sich erheben::V,rejse sig,codi
928,sich setzen::V,sætte sig,eistedd
929,laufen::V,løbe,cerdded
930,schreiten::V,skride,camu
931,spazierengehen::V,gå en tur,mynd am dro
932,eilen::V,ile,rhuthro
933,sich beeilen::V,skynde sig,brysio
934,sausen::V,suse,rhuthro
935,rennen::V,løbe,rhedeg
936,rennen::V,rende,rhedeg
937,springen::V,hoppe,llamu
938,springen::V,hoppe,neidio
939,springen::V,springe,llamu
940,springen::V,springe,neidio
941,klettern::V,klatre,dringo
942,schaukeln::V,gynge,siglo
943,kriechen::V,krybe,cropian
944,schwimmen::V,svømme,nofio
945,tauchen::V,dykke,plymio
946,tauchen::V,dykke,ymsuddo
947,rudern::V,ro,rhwyfo
948,fahren::V,køre,gyrru
949,fahren::V,køre,dreifio
950,fliegen::V,flyve,hedfan
951,gehen::V,gå,mynd
952,weggehen::V,gå bort,mynd
953,weggehen::V,gå bort,ymadael
954,abfahren::V,køre bort,ymadael
955,anhalten::V,standse,stopio
956,hineingehen::V,gå ind,mynd i mewn
957,eintreten::V,træde ind,mynd i
958,kommen::V,komme,dod
959,ankommen::V,ankomme,cyrraedd
960,zurückkommen::V,komme tilbage,dychwelyd
961,bleiben::V,blive,aros
962,bleiben::V,blive,sefyll
963,bleiben::V,forblive,aros
964,bleiben::V,forblive,sefyll
965,warten::V,vente,aros
966,warten::V,vente,disgwyl
967,erwarten::V,vente,disgwyl
968,erwarten::V,afvente,disgwyl
969,suchen::V,søge,chwilio am
970,finden::V,finde,darganfod
971,versuchen::V,forsøge,profi
972,versuchen::V,forsøge,ceisio
973,vorbereiten::V,forberede,paratoi
974,lieben::V,elske,caru
975,mögen::V,holde af,hoffi
976,mögen::V,kunne lide,hoffi
977,lachen::V,le,chwerthin
978,rühren::V,røre,cynhyrfu
979,weinen::V,græde,wylo
980,weinen::V,græde,llefain
981,schimpfen::V,skænde,grwgnach
982,sich ärgern::V,ærgre sig,gofidio
983,sich fürchten::V,være bange,ofni
984,fürchten::V,være bange for,arswydo
985,fliehen::V,flygte,ffoi
986,flüchten::V,flygte,dianc
987,sehen::V,se,gweld
988,anschauen::V,se på,syllu
989,anschauen::V,se på,edrych
990,anschauen::V,betragte,syllu
991,anschauen::V,betragte,edrych
992,ansehen::V,anse,gwylio
993,hören::V,høre,clywed
994,zuhören::V,høre til,gwrando
995,probieren::V,smage,profi
996,probieren::V,smage på,profi
997,riechen::V,lugte,arogli
998,fühlen::V,føle,teimlo
999,fühlen::V,føle,clywed
1000,scheinen::V,synes,ymddangos
1001,zu sehen sein::V,synes,dod i'r golwg
1002,vernehmen::V,erfare,clywed sôn am
1003,frieren::V,fryse,bod yn oer
1004,tun::V,gøre,gwneud
1005,können::V,kunne,gallu
1006,wollen::V,ville,bod mewn angen
1007,anfangen::V,begynde,dechrau
1008,beenden::V,afslutte,darfod
1009,beenden::V,afslutte,gorffen
1010,aufhören::V,ophøre,peidio
1011,aufhören::V,holde op,peidio
1012,gelingen::V,lykkes,llwyddo
1013,geraten::V,blive,diweddu
1014,öffnen::V,åbne,agor
1015,schließen::V,lukke,cau
1016,stellen::V,stille,gosod
1017,setzen::V,sætte,gosod
1018,legen::V,lægge,gosod
1019,berühren::V,berøre,cyffwrdd
1020,verbinden::V,forbinde,cysylltu
1021,bedecken::V,dække,gorchuddio
1022,bedecken::V,bedække,gorchuddio
1023,aufhängen::V,hænge,crogi
1024,aufhängen::V,hænge,hongian
1025,aufhängen::V,hænge op,crogi
1026,aufhängen::V,hænge op,hongian
1027,anzünden::V,tænde,cynnau
1028,anzünden::V,antænde,cynnau
1029,aufheben::V,løfte,codi
1030,aufheben::V,tage op,codi
1031,zurücklassen::V,lade tilbage,gadael
1032,verlieren::V,miste,colli
1033,fallen lassen::V,tabe,gollwng
1034,fallen lassen::V,droppe,gollwng
1035,machen::V,gøre,gwneud
1036,herstellen::V,fremstille,cynhyrchu
1037,bauen::V,bygge,adeiladu
1038,reparieren::V,reparere,trwsio
1039,reparieren::V,reparere,atgyweirio
1040,verbessern::V,rette,diwygio
1041,verbessern::V,forbedre,diwygio
1042,ändern::V,ændre,altro
1043,graben::V,grave,palu
1044,graben::V,grave,cloddio
1045,beugen::V,bøje,plygu
1046,biegen::V,bøje,plygu
1047,drehen::V,dreje,troelli
1048,wenden::V,vende,troi
1049,umdrehen::V,dreje om,troi
1050,heben::V,hæve,codi
1051,hochheben::V,løfte,dyrchafu
1052,ergreifen::V,gribe fat i,gafael
1053,halten::V,holde,dal
1054,drücken::V,trykke,pwyso
1055,drücken::V,trykke,gwasgu
1056,schieben::V,skyde,gwthio
1057,schieben::V,skubbe,gwthio
1058,kratzen::V,klø,crafu
1059,kratzen::V,kradse,crafu
1060,lecken::V,slikke,llyfu
1061,beißen::V,bide,cnoi
1062,beißen::V,bide,brathu
1063,abreißen::V,rive af,tynnu ymaith
1064,abschneiden::V,skære af,torri
1065,binden::V,binde,clymu
1066,stecken::V,stikke,plannu
1067,brechen::V,brække,torri
1068,klopfen::V,banke,taro
1069,hauen::V,hugge,taro
1070,kleben::V,klistre,gludio
1071,reiben::V,gnide,rhwbio
1072,streichen::V,smøre,taenu
1073,schleifen::V,slibe,hogi
1074,schneiden::V,skære,torri
1075,schneiden::V,klippe,torri
1076,rütteln::V,ruske,ysgytio
1077,schütteln::V,ryste,siglo
1078,schütteln::V,ryste,ysgwyd
1079,schwenken::V,svinge,siglo
1080,schütten::V,hælde,tywallt
1081,füllen::V,fylde,llenwi
1082,einwickeln::V,pakke ind,lapio
1083,tragen::V,bære,cludo
1084,schleppen::V,slæbe,llusgo
1085,ziehen::V,trække,tynnu
1086,aufbewahren::V,opbevare,cadw
1087,werfen::V,kaste,taflu
1088,fangen::V,fange,dal
1089,packen::V,gribe,cipio
1090,packen::V,gribe,crafangu
1091,verstecken::V,gemme,celu
1092,verstecken::V,gemme,cuddio
1093,teilen::V,dele,rhannu
1094,schicken::V,sende,anfon
1095,bringen::V,bringe,dod â
1096,hinzufügen::V,tilføje,chwanegu
1097,bekommen::V,få,cael
1098,erhalten::V,få,derbyn
1099,nehmen::V,tage,cymryd
1100,wählen::V,vælge,dewis
1101,auswählen::V,udvælge,dethol
1102,bewahren::V,bevare,cadw
1103,behindern::V,hindre,atal
1104,behindern::V,hindre,rhwystro
1105,behindern::V,forhindre,atal
1106,behindern::V,forhindre,rhwystro
1107,verderben::V,ødelægge,difetha
1108,beschädigen::V,beskadige,niweidio
1109,zerbrechen::V,brække itu,torri
1110,zerreißen::V,rive itu,rhwygo
1111,zerstören::V,ødelægge,dinistrio
1112,verbrennen::V,brænde,llosgi
1113,geben::V,give,rhoi
1114,reichen::V,række,estyn
1115,schenken::V,forære,rhoddi
1116,versprechen::V,love,addo
1117,wünschen::V,ønske,dymuno
1118,loben::V,rose,canmol
1119,küssen::V,kysse,cusanu
1120,wiegen::V,vugge,siglo
1121,zudecken::V,dække til,gorchuddio
1122,wecken::V,vække,deffro
1123,zeigen::V,vise,dangos
1124,führen::V,føre,arwain
1125,lehren::V,lære,dysgu
1126,unterrichten::V,undervise,hyfforddi
1127,aufziehen::V,opdrage,dod i fyny
1128,leiten::V,lede,arwain
1129,antreiben::V,skynde på,annog
1130,lassen::V,få til at,gadael
1131,einladen::V,indbyde,gwahodd
1132,einladen::V,invitere,gwahodd
1133,vereinigen::V,forene,uno
1134,vereinigen::V,forene,cyfuno
1135,besuchen::V,besøge,ymweld â
1136,treffen::V,møde,cwrdd
1137,treffen::V,møde,cyfarfod
1138,sich versammeln::V,forsamles,casglu
1139,sich versammeln::V,forsamles,cynnull
1140,spielen::V,lege,chwarae
1141,spielen::V,spille,chwarae
1142,singen::V,synge,canu
1143,tanzen::V,danse,dawnsio
1144,sich trennen::V,skilles,ymwahanu
1145,verlassen::V,forlade,gadael
1146,retten::V,redde,achub
1147,bewachen::V,bevogte,gwarchod
1148,schützen::V,skærme,noddi
1149,schützen::V,beskytte,noddi
1150,verteidigen::V,forsvare,amddiffyn
1151,sich schlagen::V,slås,ffraeo
1152,sich schlagen::V,slås,terfysgu
1153,schießen::V,skyde,saethu
1154,siegen::V,sejre,ennill
1155,ärgern::V,ærgre,cythruddo
1156,schlagen::V,slå,curo
1157,treten::V,sparke,cicio
1158,stechen::V,stikke,pigo
1159,stoßen::V,støde,gwthio
1160,stehlen::V,stjæle,dwyn
1161,stehlen::V,stjæle,lladrata
1162,stören::V,forstyrre,aflonyddu
1163,belästigen::V,genere,trafferthu
1164,belästigen::V,ulejlige,trafferthu
1165,verbergen::V,skjule,cuddio
1166,täuschen::V,villede,twyllo
1167,betrügen::V,bedrage,hocedu
1168,töten::V,dræbe,lladd
1169,wohnen::V,bo,byw
1170,arbeiten::V,arbejde,gweithio
1171,sammeln::V,samle,casglu
1172,pflücken::V,plukke,casglu
1173,jagen::V,jage,hela
1174,fischen::V,fiske,pysgota
1175,fassen::V,fange,dal
1176,hüten::V,vogte,bugeilio
1177,treiben::V,drive,gyrru
1178,anbinden::V,binde fast,clymu
1179,füttern::V,fodre,porthi
1180,melken::V,malke,godro
1181,hacken::V,hakke,torri
1182,gießen::V,hælde,dyfrhau
1183,reifen::V,modne,aeddfedu
1184,zubereiten::V,tilberede,coginio
1185,kochen::V,koge,berwi
1186,backen::V,bage,pobi
1187,backen::V,bage,crasu
1188,braten::V,stege,ffrio
1189,umrühren::V,røre om,cyffroi
1190,stricken::V,strikke,gwau
1191,nähen::V,sy,gwnïo
1192,färben::V,farve,lliwio
1193,reinigen::V,rense,glanhau
1194,reinigen::V,gøre ren,glanhau
1195,waschen::V,vaske,golchi
1196,abwischen::V,tørre af,sychu
1197,spülen::V,skylle,streulio
1198,fegen::V,feje,ysgubo
1199,kehren::V,feje,ysgubo
1200,baden::V,bade,cael bath
1201,sich waschen::V,vaske sig,ymolchi
1202,ausziehen::V,tage af,tynnu
1203,anziehen::V,tage på,gwisgo
1204,sich anziehen::V,klæde sig på,ymwisgo
1205,kämmen::V,rede,cribo
1206,kämmen::V,frisere,cribo
1207,schmücken::V,pynte,harddu
1208,schmücken::V,pynte,addurno
1209,schmücken::V,smykke,harddu
1210,schmücken::V,smykke,addurno
1211,sagen::V,sige,dweud
1212,sprechen::V,snakke,llefaru
1213,reden::V,tale,siarad
1214,reden::V,snakke,siarad
1215,sich unterhalten::V,snakke sammen,sgwrsio
1216,fragen::V,spørge,gofyn
1217,bitten::V,bede,gofyn am
1218,erzählen::V,berette,dweud
1219,erzählen::V,fortælle,dweud
1220,mitteilen::V,meddele,cyfleu
1221,nennen::V,nævne,enwi
1222,rufen::V,råbe,galw
1223,prahlen::V,prale,brolio
1224,prahlen::V,prale,ymffrostio
1225,übersetzen::V,oversætte,cyfieithu
1226,denken::V,tænke,meddwl
1227,glauben::V,tro,credu
1228,glauben::V,tro,coelio
1229,bemerken::V,bemærke,sylwi
1230,bemerken::V,lægge mærke til,sylwi
1231,erkennen::V,genkende,adnabod
1232,begreifen::V,begribe,amgyffred
1233,verstehen::V,forstå,deall
1234,lernen::V,lære,dysgu
1235,wissen::V,vide,gwybod
1236,sich erinnern an::V,mindes,cofio
1237,sich erinnern an::V,huske på,cofio
1238,vergessen::V,glemme,anghofio
1239,messen::V,måle,mesur
1240,zählen::V,tælle,cyfrif
1241,rechnen::V,regne,cyfrifo
1242,lesen::V,læse,darllen
1243,malen::V,male,peintio
1244,zeichnen::V,tegne,tynnu
1245,schreiben::V,skrive,ysgrifennu
1246,besitzen::V,eje,meddu
1247,besitzen::V,besidde,meddu
1248,kaufen::V,købe,prynu
1249,verkaufen::V,sælge,gwerthu
1250,bezahlen::V,betale,talu am
1251,zahlen::V,betale,talu
1252,beherrschen::V,beherske,rheoli
1253,beherrschen::V,beherske,llywodraethu
1254,ertragen::V,tåle,dioddef
1255,ertragen::V,udholde,dioddef
1256,hinfallen::V,,cwympo
