,Concept_ID,ba,ku
766,was::FPRN,ни,çi
767,was::FPRN,нәмә,çi
768,wer::FPRN,ҡем,ki
769,wo::FADV,ҡайҙа,li ku dere
770,wohin::FADV,ҡайҙа,li ku dere
771,wie::FADV,инидәй,çawa
772,warum::FADV,ин өсөн,çima
773,wieviel::FNUM,күпме,çend
774,eins::NUM,бер,yek
775,zwei::NUM,ике,didu
776,zwei::NUM,икәү,didu
777,drei::NUM,өс,sisê
778,vier::NUM,дүрт,çar
779,fünf::NUM,биш,penç
780,sechs::NUM,алты,şeş
781,sieben::NUM,ете,heft
782,acht::NUM,һигеҙ,heşt
783,neun::NUM,туғыҙ,neh
784,zehn::NUM,ун,deh
785,elf::NUM,ун бер,yazdeh
786,zwölf::NUM,ун ике,diwazdeh
787,zwanzig::NUM,егерме,bîst
788,dreißig::NUM,утыҙ,sih
789,vierzig::NUM,ҡырҡ,çil
790,fünfzig::NUM,илле,pençi
791,sechzig::NUM,алтмыш,şêst
792,siebzig::NUM,етмеш,heftê
793,achtzig::NUM,һикһән,heştê
794,neunzig::NUM,туҡһан,nod
795,hundert::NUM,йөҙ,sêd
796,tausend::NUM,мең,hezar
797,und::CNJ,да,û
798,oder::CNJ,йәки,an
799,oder::CNJ,йәки,yan
800,stehen::V,тороу,sekinîn
801,sitzen::V,ултырыу,rûniştin
802,liegen::V,ятыу,paldan
803,hängen::V,аҫылынып тороу,darve kirin
804,werden::V,булыу,bûn
805,passieren::V,булыу,hatin holê
806,passieren::V,булыу,hatin serê kesî
807,beginnen::V,башлау,li dest pêkirin
808,enden::V,бөтөү,xalas bû
809,enden::V,тамамланыү,xalas bû
810,wechseln::V,үҙгәреү,guherandin
811,wechseln::V,үҙгәреү,dêgiş kirin
812,aufgehen[Sonne]::V,ҡалҡыу,hilatin
813,untergehen[Sonne]::V,байыу,çun ava
814,scheinen[Sonne]::V,яҡтыртып тороу,şewk de
815,donnern::V,күкрәү,gire-gir
816,wehen::V,иҫеү,ba le de
817,strömen::V,ташыу,xwe girtin
818,fließen::V,ағыу,herikîn
819,sich drehen::V,әйләнеү,xwe zivirandin
820,schwanken::V,тирбәлеү,hejandin
821,schwingen::V,бәүетеү,libakirin
822,fallen::V,йығылыу,ketin
823,brennen::V,яныу,şewitîn
824,rauchen::V,төтәү,kişandin
825,regnen::V,ямғыр яуа,bahran tê
826,gefrieren::V,туңыү,qefilandin
827,tauen::V,иреү,helandin
828,schmelzen::V,иреү,helandin
829,trocknen::V,кибеү,zuwabûn
830,sieden::V,ҡайнау,kelîn
831,faulen::V,сереу,xerabûn
832,verfaulen::V,сереу,xerabûn
833,reißen::V,өҙөү,jêkirin
834,reißen::V,йыртылыу,jêkirin
835,versinken::V,батыу,xerq bûn
836,vergehen::V,үтеү,derbas bûn
837,erscheinen::V,килеп сығыу,peyda bûn
838,verschwinden::V,юғалыу,wendabûn
839,sinken::V,түбәнәйеү,noq bûn
840,abnehmen::V,кәметеү,kêm bûn
841,zunehmen::V,артыу,qelew bûn
842,steigen::V,күтәрелеү,hildan
843,wachsen::V,үҫеү,mezin bûn
844,glänzen::V,ялтырау,biriqîn
845,funkeln::V,баҙлау,çikisîn
846,lärmen::V,шаулау,guşîn
847,läuten::V,ҡағыу,lê de
848,klingeln::V,ҡағыу,sîl dan
849,klingeln::V,ҡағыу,ringerin
850,klingeln::V,шылтыратыу,sîl dan
851,klingeln::V,шылтыратыу,ringerin
852,klirren::V,шылтыратыу,zingzing hat
853,brausen::V,ҡотороноу,guşîn
854,rauschen::V,шыптырлау,guşîn
855,klingen::V,яңғырау,deng pe ketin
856,bellen::V,өрөү,kewtîn
857,heulen::V,олоу,ûrîn
858,blasen::V,өрөү,puf kirin
859,pfeifen::V,һызғырып ебәреү,fîkandin
860,schreien::V,ҡысҡырыу,qîrîn
861,stöhnen::V,уңғырашыу,nalîn
862,zittern::V,ҡалтырау,hejîn
863,leben::V,йәшәү,jihîn
864,geboren werden::V,тыуыу,hatin dinyê
865,geboren werden::V,тыуыу,bûn
866,atmen::V,тын алыү,hilmijîn
867,trinken::V,эсеү,vexwarin
868,essen::V,ашау,xwarin
869,schlucken::V,йотоу,daqulbandin
870,müde werden::V,арыу,betilîln
871,müde werden::V,арыу,qerimîn
872,einschlafen::V,йоҡлап китеү,razan
873,schlafen::V,йоҡлау,razan
874,schlafen::V,йоҡлау,razandin
875,aufwachen::V,уяныу,şiyarbûn
876,aufstehen::V,тороу,rabûn
877,sich erholen::V,ял итеү,baş bûn
878,krank werden::V,сирләү,nexweş kêt
879,krank sein::V,сирләү,nexweş bû
880,schmerzen::V,ауыртыу,êşandin
881,husten::V,йүтәлләү,kuxin
882,genesen::V,һауығыу,baş bûn
883,sterben::V,үлеү,mirin
884,umkommen::V,һәләк булыу,mirin
885,sich bewegen::V,хәрәкәт итеү,leqîn
886,sich rühren::V,ҡуҙғалыу,leqîn
887,sich erheben::V,тороу,rabûn
888,sich setzen::V,ултырыу,runiştin
889,hinfallen::V,ҡолау,kêtin
890,laufen::V,йөрөү,meşîn
891,schreiten::V,атлау,meşkirin
892,spazierengehen::V,ял итеп йороү,gerandin
893,eilen::V,ашығыу,lezandin
894,eilen::V,ҡабаланыу,lezandin
895,sich beeilen::V,ашығыу,zûkirin
896,sich beeilen::V,ҡабаланыу,zûkirin
897,sausen::V,елеү,fîzîn
898,rennen::V,йүгеп йөрөү,baz dan
899,springen::V,һикереү,hilpekîn
900,klettern::V,үрмәләү,hilperikîn
901,klettern::V,үрмәләп менеү,hilperikîn
902,schaukeln::V,сайҡалыу,lorandin
903,kriechen::V,шыуышыу,xuşandin
904,schwimmen::V,йоҙөү,avjenîn
905,tauchen::V,сумыу,qutxuyardin
906,tauchen::V,сумыу,noqîn
907,rudern::V,ишеү,qaîq ajotin
908,fahren::V,йөрөү,ajotin
909,fliegen::V,осоу,firîn
910,gehen::V,барыу,çûn
911,weggehen::V,китеү,çûn
912,abfahren::V,сығыу,çûyin
913,anhalten::V,тукталыу,rawestîn
914,hineingehen::V,инеү,ketin hundir
915,eintreten::V,инеү,têketin
916,kommen::V,килеү,hatin
917,ankommen::V,килеү,gihan
918,ankommen::V,килеү,gihîştin
919,zurückkommen::V,ҡайтыу,vegerandin
920,bleiben::V,ҡалыу,sekinîn
921,warten::V,көтөп тороу,payîn
922,erwarten::V,көтөү,payîn
923,suchen::V,эҙләү,lêgerîn
924,finden::V,табыу,peyda kirin
925,versuchen::V,тырышып ҡарау,çeribandin
926,vorbereiten::V,әҙерләү,amade kirin
927,lieben::V,яратыу,hez kirin
928,mögen::V,һөйөү,dil kirin
929,mögen::V,яратыу,dil kirin
930,lachen::V,көлөү,kenîn
931,rühren::V,ҡағылыу,hêjan
932,weinen::V,илау,girîn
933,schimpfen::V,һүгенеү,pevçûn
934,schimpfen::V,тиргәнеү,pevçûn
935,schimpfen::V,һуҡраныу,pevçûn
936,sich ärgern::V,асыуланыу,enirîn
937,sich fürchten::V,ҡурҡыу,tirsîn
938,fürchten::V,ҡурҡыу,tirsin
939,fliehen::V,ҡасыу,bazdan
940,flüchten::V,ҡасыу,revîn
941,sehen::V,күреү,dîtin
942,anschauen::V,ҡарау,sêr kirin
943,ansehen::V,ҡарау,hesibandin
944,ansehen::V,тикшереү,hesibandin
945,hören::V,ишетеү,guhdar jirin
946,zuhören::V,тыңлау,guhdarî kirin
947,probieren::V,татыу,tehm kirin
948,riechen::V,еҫкәү,bihn kirin
949,fühlen::V,тойоу,hîs kirin
950,scheinen::V,кеүек күренеү,xoyer kir
951,scheinen::V,тойолоу,xoyer kir
952,zu sehen sein::V,күренеү,diyar bûn
953,vernehmen::V,ишетеү,bihîstin
954,frieren::V,туңыү,qerişîn
955,tun::V,яһау,kirin
956,tun::V,әшләү,kirin
957,können::V,алыу,karin
958,können::V,мөмкин булыу,karin
959,wollen::V,теләү,xwestîn
960,anfangen::V,башлау,dest pêkirin
961,beenden::V,бөтөрөү,xelas kirin
962,beenden::V,тамамлау,xelas kirin
963,aufhören::V,туктау,xelas kirin
964,gelingen::V,уңышлы булыу,çe bûn
965,geraten::V,булып сығыу,qewîmîn
966,öffnen::V,асыу,vekirin
967,schließen::V,йомоу,girtin
968,stellen::V,ҡуйыу,danîn
969,setzen::V,урынлаштырыу,rûniştin
970,legen::V,һалыу,danîn
971,legen::V,һалыу,razandin
972,berühren::V,тейеү,lêketin
973,berühren::V,ҡағылыу,lêketin
974,verbinden::V,ҡушыу,anîn pê
975,verbinden::V,бәйләү,anîn pê
976,bedecken::V,ҡаплау,sergirtin
977,aufhängen::V,элеү,aliqandin
978,anzünden::V,тоҡандырыу,pêxistin
979,aufheben::V,мендереү,hildan
980,zurücklassen::V,ҡалдырыу,hiştin
981,zurücklassen::V,ҡалдырыу,vehiştin
982,verlieren::V,юғалтыу,wendakirin
983,fallen lassen::V,төшөрөп ебәреү,xistin bixe
984,fallen lassen::V,төшөрөп ебәреү,xistin
985,machen::V,яһау,kirin
986,machen::V,яһау,çêkirin
987,machen::V,эшләү,kirin
988,machen::V,эшләү,çêkirin
989,herstellen::V,эшләп сығарыу,çê kirin
990,herstellen::V,эшләп сығарыу,peyda kirin
991,bauen::V,төҙөү,lêkirin
992,reparieren::V,төҙәтеү,veherînerîn
993,verbessern::V,яҡшыртыу,sererastkirin
994,ändern::V,үҙгәртеү,degiş kirin
995,graben::V,ҡаҙыу,kolandin
996,beugen::V,бөгөү,tewîn
997,beugen::V,бөгөү,xwar kirin
998,biegen::V,бөгөү,tewandin
999,biegen::V,бөгөү,xwarkirin
1000,drehen::V,өйрөлтөү,fitilandin
1001,drehen::V,әйләндереү,fitilandin
1002,wenden::V,әйләндереү,zivîrin
1003,umdrehen::V,түңкәреү,vegerandin
1004,heben::V,күтәреү,hildan
1005,heben::V,мендереү,hildan
1006,hochheben::V,күтәреү,hildan
1007,ergreifen::V,тотоп алыу,dest avêtin
1008,halten::V,тотоу,hîştin
1009,halten::V,тотоу,sekinîn
1010,drücken::V,ҡыҫыу,pêl kirin
1011,schieben::V,этеү,damdan
1012,schieben::V,төртөү,damdan
1013,kratzen::V,ҡырыу,xurandin
1014,lecken::V,ялау,alastin
1015,beißen::V,тешләү,gez kirin
1016,abreißen::V,өҙөү,hilşandin
1017,abschneiden::V,ҡырҡыу,jêkirin
1018,binden::V,бәйләү,girêdan
1019,stecken::V,ҡаҙау,têxistin
1020,brechen::V,боҙоу,şikandin
1021,klopfen::V,шаҡылдау,kutandin
1022,hauen::V,туҡмау,li dan
1023,kleben::V,йәбештереү,zeliqîn
1024,kleben::V,йәбештереү,şirêz kirin
1025,reiben::V,ыуыу,firikandin
1026,reiben::V,ышҡыу,firikandin
1027,streichen::V,яғыу,bax dan
1028,schleifen::V,үткерләү,çarkirin
1029,schneiden::V,ҡырҡыу,jêkirin
1030,rütteln::V,һелкетеү,hejandin
1031,schütteln::V,һелкетеү,daweşîn
1032,schwenken::V,болғау,têwdan
1033,schütten::V,ҡойоу,rijandin
1034,füllen::V,тултырыу,dagirtin
1035,einwickeln::V,төрөү,pêçandin
1036,tragen::V,алып барыу,kişandin
1037,tragen::V,алып барыу,rajtin
1038,schleppen::V,һөйрәү,kişandin
1039,ziehen::V,тартыу,kişandin
1040,aufbewahren::V,һаҡлау,hilandin
1041,werfen::V,ырғытыу,avêtin
1042,fangen::V,тотоу,sem kirin
1043,fangen::V,тотоу,girtin
1044,packen::V,етеү,pê girtin
1045,packen::V,тотоп алыу,pê girtin
1046,verstecken::V,йәшереү,hîlanin
1047,teilen::V,бүлеү,parvekirin
1048,schicken::V,ебәреү,şandin
1049,bringen::V,килтереү,anîn
1050,bringen::V,килтереү,birin
1051,hinzufügen::V,өтәү,dan ser
1052,hinzufügen::V,өтәү,li tiştekî zêde kirin
1053,bekommen::V,алыу,standin
1054,erhalten::V,алыу,standin
1055,nehmen::V,алыу,girtin
1056,wählen::V,һайлаү,ray dan
1057,auswählen::V,һайлап алыу,bijartin
1058,bewahren::V,һаҡлау,rê li ber girtin
1059,bewahren::V,һаҡлау,lê xwedî derketin
1060,behindern::V,тотҡарлыҡ яһау,bara wi
1061,verderben::V,боҙоу,heram bûn
1062,beschädigen::V,боҙоу,xerab kirin
1063,zerbrechen::V,ҡыйратыу,şikênandin
1064,zerbrechen::V,ҡыйратыу,perçe kirin
1065,zerreißen::V,йыртыу,qelişandin
1066,zerstören::V,емереү,hilşandin
1067,verbrennen::V,үртәү,şewitandin
1068,geben::V,биреү,dan
1069,geben::V,биреү,dayin
1070,reichen::V,биреү,besbûn
1071,reichen::V,биреү,têrkirin
1072,schenken::V,бүләк итеү,diyarî kirin
1073,versprechen::V,вәғәҙә биреү,soz dan
1074,wünschen::V,теләу,dil kirin
1075,loben::V,маҡтау,pesinandin
1076,küssen::V,үбеү,maçkirin
1077,wiegen::V,бәүетеү,lorandin
1078,wiegen::V,бәүетеү,wezinandin
1079,wiegen::V,тирбәтеү,lorandin
1080,wiegen::V,тирбәтеү,wezinandin
1081,zudecken::V,ҡаплау,nixumandin
1082,wecken::V,уятыу,bixwe hesandin
1083,zeigen::V,күрһәтеү,şanîdan
1084,führen::V,етәкләү,raber kirin
1085,lehren::V,уҡытыу,hîn kirin
1086,lehren::V,өйрәтеү,hîn kirin
1087,unterrichten::V,уҡытыу,ders dan
1088,aufziehen::V,тәрбиәле,mesinkirin
1089,leiten::V,етәкләү,rêberî kirin
1090,leiten::V,етәкселек итеү,rêberî kirin
1091,antreiben::V,ашыҡтырыу,bezandin
1092,lassen::V,мәжбүр итеү,berdan
1093,lassen::V,мәжбүр итеү,hiştin
1094,einladen::V,саҡырыу,dawet kirin
1095,vereinigen::V,берләштереү,bi yek kirin
1096,besuchen::V,килеп сығыу,mêvan bûn
1097,treffen::V,тойоү,rast hatin
1098,treffen::V,осратыу,rast hatin
1099,treffen::V,ҡаршылау,rast hatin
1100,sich versammeln::V,йыйылыу,li hev çivîn
1101,spielen::V,тартыу,listin
1102,singen::V,йырлау,stran
1103,tanzen::V,бейеү,reqisîn
1104,sich trennen::V,айырылышыу,hew berdan
1105,verlassen::V,ташлау,tanê hişt
1106,verlassen::V,ташлау,bêkes
1107,verlassen::V,ташлап китеү,tanê hişt
1108,verlassen::V,ташлап китеү,bêkes
1109,retten::V,ҡотҡарыу,rihakirin
1110,bewachen::V,һаҡлау,raçavkirin
1111,schützen::V,һаҡлау,hemet kirin
1112,verteidigen::V,яҡлау,paraztin
1113,sich schlagen::V,һуғышыу,li hev bezîn
1114,schießen::V,атыу,agir kirin
1115,siegen::V,еңеү,biser ketin
1116,ärgern::V,асыуландырыу,xeyirandin
1117,schlagen::V,бәреү,lêdan
1118,schlagen::V,бәреү,lêxistin
1119,schlagen::V,туҡмау,lêdan
1120,schlagen::V,туҡмау,lêxistin
1121,treten::V,тибеү,têlekirin
1122,treten::V,типкеләү,têlekirin
1123,stechen::V,сәнсеү,têrekirin
1124,stoßen::V,этеү,lêketin
1125,stoßen::V,төртөү,lêketin
1126,stehlen::V,урлау,dizîn
1127,stehlen::V,урлау,dizî birin
1128,stören::V,ҡамасаулау,aciz kirin
1129,belästigen::V,бимазалау,li tela yeki ketin
1130,belästigen::V,ҡамасаулау,li tela yeki ketin
1131,verbergen::V,йәшереү,veşartin
1132,verbergen::V,йәшереү,kemîndanîn
1133,täuschen::V,ултыртыу,xapandin
1134,täuschen::V,ултыртыу,lê zexeli kirin
1135,betrügen::V,алдау,xapandin
1136,töten::V,үлтереү,kûştin
1137,wohnen::V,йәшәү,rûniştin
1138,arbeiten::V,эшләү,kar kirin
1139,arbeiten::V,эшләү,şêxulin
1140,sammeln::V,йыйыу,komkirin
1141,pflücken::V,өҙөү,çinîn
1142,jagen::V,аулау,nêçîr kirin
1143,fischen::V,аулау,masî girtin
1144,fassen::V,тотоу,pê girtin
1145,fassen::V,тотоу,sêm kirin
1146,hüten::V,көтөү,hei jê man
1147,treiben::V,ҡыуыу,bêherandin
1148,anbinden::V,бәйләү,tewilandin
1149,füttern::V,ашатыу,xwarine dan lê
1150,melken::V,һауыү,dotin
1151,hacken::V,турау,kolandin
1152,hacken::V,тапау,kolandin
1153,gießen::V,ҡойоу,av dan
1154,reifen::V,өлғөрөү,kemilîn
1155,zubereiten::V,бешереү,çe kirin
1156,kochen::V,бешереү,xwarin çe kirin
1157,kochen::V,бешереү,kelandin
1158,backen::V,бешереү,pijandin
1159,braten::V,ҡурыу,qelandin
1160,braten::V,ҡурыу,sor kirin
1161,umrühren::V,ҡатнаштырыу,têvdan
1162,stricken::V,бәйләү,hûnan
1163,nähen::V,тегеү,kêl kirin
1164,färben::V,буяу,boyax kirin
1165,reinigen::V,таҙартыу,paqijkirin
1166,waschen::V,йыуыу,şuştin
1167,abwischen::V,һөртөү,pakîj kirin
1168,spülen::V,сайҡау,şuştin
1169,fegen::V,һепереү,maliştin
1170,kehren::V,һепереү,maliştin
1171,baden::V,һыу инеү,serîşûştin
1172,sich waschen::V,йыуыныу,serîşûştin
1173,ausziehen::V,сисеү,jê kirin
1174,anziehen::V,кейеү,pê kirin
1175,sich anziehen::V,кейенеү,xwe kirin
1176,kämmen::V,тарау,şeh kirin
1177,schmücken::V,биҙәү,xemilandin
1178,sagen::V,әйтеү,gotin
1179,sagen::V,әйтеү,peyivîn
1180,sprechen::V,әйтеү,peyivîn
1181,sprechen::V,һөйләшеү,peyivîn
1182,reden::V,һөйләшеү,axaftin
1183,sich unterhalten::V,әңгәмәләшеү,hev biştaxilin
1184,fragen::V,һорау,pirsîn
1185,fragen::V,һорау,pirs kirin
1186,bitten::V,үтенеү,tika kirin
1187,erzählen::V,һөйләү,behs kirin
1188,mitteilen::V,әйтеү,vegotin
1189,nennen::V,атау,bi nav kirin
1190,nennen::V,исемләү,bi nav kirin
1191,rufen::V,саҡырыу,bakirin
1192,prahlen::V,маҡтаныу,pesnê xwe dan
1193,prahlen::V,шапырыныу,pesnê xwe dan
1194,übersetzen::V,тәржемә итеү,qulibandin
1195,übersetzen::V,тәржемә итеү,derbas kirin
1196,denken::V,уйлау,fikirîn
1197,glauben::V,ышаныу,bawer bûn
1198,bemerken::V,күреү,bala xwe dan
1199,bemerken::V,күреү,çac lê ketin
1200,erkennen::V,таныу,pêhesîn
1201,begreifen::V,аңлау,fêmkirin
1202,verstehen::V,аңлау,fêmkirin
1203,lernen::V,өйрәнеү,halmandin
1204,lernen::V,өйрәнеү,fêrbun
1205,wissen::V,белеү,zanîn
1206,sich erinnern an::V,хәтергә алыу,bir bûn
1207,vergessen::V,онотоу,ji bir kirin
1208,messen::V,үлсәү,pê kanîn
1209,zählen::V,һанау,hejmardin
1210,rechnen::V,һанау,hesibandin
1211,lesen::V,уҡыу,xwendin
1212,malen::V,һүрәт яһау,rengandin
1213,malen::V,һүрәт яһау,boyax kirin
1214,malen::V,рәсем төшөрөү,rengandin
1215,malen::V,рәсем төшөрөү,boyax kirin
1216,zeichnen::V,һүрәт яһау,işaret kirin
1217,zeichnen::V,рәсем төшөрөү,işaret kirin
1218,schreiben::V,яҙыу,nivîsandin
1219,besitzen::V,биләү,hebûn
1220,kaufen::V,һатып алыу,kirîn
1221,verkaufen::V,һатыу,firotin
1222,bezahlen::V,түләү,pere dan
1223,zahlen::V,түләү,pere dan
1224,zahlen::V,түләү,dayin
1225,beherrschen::V,биләү,zebt kirin
1226,beherrschen::V,биләү,hukim kirin
1227,ertragen::V,түҙеү,bihêzkirin
