,Concept_ID,ce,no
814,atmen::V,садеӏа,ånde
815,atmen::V,садеӏа,puste
816,trinken::V,мала,drikke
817,essen::V,кхалла,spise
818,schlucken::V,къурдбан,svelge
819,müde werden::V,кӏаддала,bli trett
820,einschlafen::V,наб кхета,sovne
821,schlafen::V,вижа,sove
822,schlafen::V,наб ян,sove
823,schlafen::V,дижина хила,sove
824,aufwachen::V,самадала,våkne
825,aufstehen::V,гӏатта,stå opp
826,sich erholen::V,садаӏа,bli bra
827,sich erholen::V,садаӏа,komme seg
828,krank werden::V,цомгуш хила,bli syk
829,krank sein::V,цомгуш хила,være syk
830,schmerzen::V,лаза,gjøre vondt
831,schmerzen::V,ӏийжа,gjøre vondt
832,husten::V,йовхарш етта,hoste
833,genesen::V,тадала,komme seg
834,sterben::V,дала,dø
835,umkommen::V,хӏаллакхила,omkomme
836,sich bewegen::V,лела,bevege seg
837,sich rühren::V,меттахъхьен,røre på seg
838,sich erheben::V,хьалагlатта,reise seg
839,sich setzen::V,хаа,sette sig
840,hinfallen::V,дожа,falle over ende
841,hinfallen::V,охьакхета,falle over ende
842,laufen::V,вада,løpe
843,laufen::V,хьада,løpe
844,schreiten::V,болар дан,skride
845,schreiten::V,ког баккха,skride
846,spazierengehen::V,доладала,spasere
847,spazierengehen::V,доладала,gå en tur
848,eilen::V,сихдала,ile
849,sich beeilen::V,сихдала,skynde seg
850,rennen::V,дада,løpe
851,springen::V,ирхкхийсадала,hoppe
852,springen::V,ирхкхийсадала,springe
853,klettern::V,тӏедийла,klatre
854,schaukeln::V,техко,huske
855,kriechen::V,такха,krype
856,schwimmen::V,некадан,svømme
857,tauchen::V,чулелха,dykke
858,rudern::V,дига лело,ro
859,rudern::V,кема лело,ro
860,fahren::V,хахка,kjøre
861,fliegen::V,тӏемадала,fly
862,gehen::V,лeла,gå
863,weggehen::V,дӏадаха,gå bort
864,abfahren::V,дӏадаха,reise
865,anhalten::V,саца,stanse
866,hineingehen::V,чудала,gå inn
867,eintreten::V,чудала,tre inn
868,kommen::V,кхача,komme
869,kommen::V,дӏакхача,komme
870,kommen::V,схьакхача,komme
871,ankommen::V,кхача,ankomme
872,ankommen::V,кхача,komme til
873,ankommen::V,схьакхача,ankomme
874,ankommen::V,схьакхача,komme til
875,zurückkommen::V,юхада,komme tilbake
876,bleiben::V,диса,bli
877,bleiben::V,диса,forbli
878,warten::V,хьежа,vente
879,warten::V,cобар дан,vente
880,erwarten::V,хьоьжуш ӏан,vente
881,suchen::V,леха,søke
882,finden::V,каро,finne
883,versuchen::V,дан хьажа,prøve
884,versuchen::V,дан хьажа,forsøke
885,vorbereiten::V,кечъян,forberede
886,lieben::V,деза,elske
887,mögen::V,безамхила,like
888,lachen::V,дела,le
889,rühren::V,хьедан,røre
890,weinen::V,делха,gråte
891,schimpfen::V,чехо,skjelle
892,sich ärgern::V,оьгӏазъэха,ergre seg
893,sich fürchten::V,кхера,være redd
894,fürchten::V,кхера,være redd for
895,fliehen::V,дӏадада,rømme
896,fliehen::V,дӏадада,flykte
897,flüchten::V,дӏадада,flykte
898,sehen::V,ган,se
899,anschauen::V,хьажа,se på
900,anschauen::V,хьажа,betrakte
901,anschauen::V,хьежа,se på
902,anschauen::V,хьежа,betrakte
903,ansehen::V,хьовса,anse
904,hören::V,хаза,høre
905,zuhören::V,ладогӏа,tilhøre
906,probieren::V,хьажа,smake
907,probieren::V,хьажа,smake på
908,riechen::V,хьожа яха,lukte
909,fühlen::V,хаадала,føle
910,scheinen::V,мотта,se ut
911,zu sehen sein::V,гуш хила,synes
912,vernehmen::V,бартхатта,få vite
913,frieren::V,гӏоро,fryse
914,tun::V,дан,gjøre
915,können::V,дадала,kunne
916,wollen::V,тӏергӏа,ville
917,anfangen::V,доло,begynne
918,beenden::V,довла,avslutte
919,aufhören::V,саца,slutte
920,aufhören::V,саца,holde opp
921,gelingen::V,кадала,lykkes
922,geraten::V,хила,bli
923,öffnen::V,дӏаделла,åpne
924,öffnen::V,схьаделла,åpne
925,schließen::V,къовла,lukke
926,schließen::V,къовла,stenge
927,schließen::V,дӏачӏагӏа,lukke
928,schließen::V,дӏачӏагӏа,stenge
929,stellen::V,хlотто,stille
930,setzen::V,дийгӏа,sette
931,legen::V,охьадилла,legge
932,berühren::V,хьедан,berøre
933,verbinden::V,вовшахтаса,forbinde
934,bedecken::V,тилла,dekke
935,bedecken::V,тӏетаса,dekke
936,aufhängen::V,хьалаолла,henge
937,aufhängen::V,хьалаолла,henge opp
938,anzünden::V,лато,tenne
939,anzünden::V,лато,antenne
940,anzünden::V,лато,tenne på
941,aufheben::V,айа,løfte
942,aufheben::V,айа,ta opp
943,zurücklassen::V,дита,slippe tilbake
944,verlieren::V,дайа,miste
945,fallen lassen::V,охьадожо,droppe
946,fallen lassen::V,охьадожо,la falle
947,machen::V,дан,lage
948,machen::V,дан,gjøre
949,herstellen::V,дан,fremstille
950,bauen::V,гӏишлоян,bygge
951,reparieren::V,тадан,reparere
952,verbessern::V,нисдан,rette
953,verbessern::V,нисдан,forbedre
954,ändern::V,хийца,forandre
955,graben::V,ахка,grave
956,beugen::V,сатто,bøye
957,biegen::V,сатто,bøye
958,drehen::V,хьовзо,dreie
959,umdrehen::V,хьовзo,snu
960,heben::V,айа,heve
961,heben::V,хьалаайа,heve
962,hochheben::V,хьалаайа,løfte
963,ergreifen::V,дӏалаца,gripe
964,ergreifen::V,дӏалаца,få tak i
965,halten::V,латто,holde
966,drücken::V,тӏетаӏо,trykke
967,schieben::V,татта,skyve
968,kratzen::V,мӏараш тийса,klø
969,kratzen::V,мӏараш тийса,klore
970,lecken::V,мотт хьекха,slikke
971,beißen::V,катoха,bite
972,abreißen::V,схьадаккха,rive av
973,abschneiden::V,кхада,skjære av
974,binden::V,дӏадехка,binde
975,binden::V,вовшахтаса,binde
976,stecken::V,чудахийта,stikke
977,brechen::V,кагдан,bryte
978,brechen::V,кагдан,briste
979,klopfen::V,детта,banke
980,hauen::V,етта,hogge
981,kleben::V,тӏелато,klistre
982,reiben::V,хьекхо,gni
983,streichen::V,тlехьакха,stryke
984,schleifen::V,ирдан,slipe
985,schneiden::V,ларга,klippe
986,rütteln::V,лесто,ruske
987,schütteln::V,лесто,riste
988,schwenken::V,лесто,svinge
989,schütten::V,дотта,helle
990,füllen::V,дуза,fylle
991,einwickeln::V,хьарчо,vikle inn
992,tragen::V,дахьа,bære
993,schleppen::V,ийзо,slepe
994,ziehen::V,озо,dra
995,ziehen::V,озо,trekke
996,aufbewahren::V,ӏалашдан,oppbevare
997,aufbewahren::V,ӏалашдан,ta vare på
998,werfen::V,кхосса,kaste
999,fangen::V,леца,fange
1000,packen::V,леца,gripe
1001,packen::V,леца,gripe tak i
1002,verstecken::V,къайладаккха,gjemme
1003,teilen::V,декъа,dele
1004,schicken::V,дӏадахьийта,sende
1005,bringen::V,дан,bringe
1006,hinzufügen::V,тӏетоха,tilføye
1007,bekommen::V,даккха,få
1008,erhalten::V,даккха,få
1009,nehmen::V,схьаэца,ta
1010,wählen::V,харжа,velge
1011,auswählen::V,харжа,velge ut
1012,bewahren::V,lалашдан,bevare
1013,behindern::V,новкъарло ян,hindre
1014,behindern::V,новкъарло ян,forhindre
1015,verderben::V,талхо,ødelegge
1016,beschädigen::V,дохо,skade
1017,zerbrechen::V,дохо,brekke i stykker
1018,zerbrechen::V,кагдан,brekke i stykker
1019,zerreißen::V,хадо,rive i stykker
1020,zerstören::V,дохо,ødelegge
1021,zerstören::V,кагдан,ødelegge
1022,verbrennen::V,даго,brenne
1023,verbrennen::V,даго,brenne opp
1024,geben::V,яла,gi
1025,reichen::V,дӏадала,rekke
1026,reichen::V,дӏакховдо,rekke
1027,schenken::V,совгӏат дан,forære
1028,schenken::V,совгӏат дан,skjenke
1029,versprechen::V,ваӏда дан,love
1030,wünschen::V,лаа,ønske
1031,loben::V,хасто,rose
1032,küssen::V,оба яккха,kysse
1033,wiegen::V,тахка,vogge
1034,zudecken::V,тӏетаса,dekke til
1035,wecken::V,самадаккха,vekke
1036,zeigen::V,гайта,vise
1037,führen::V,дига,føre
1038,lehren::V,ӏамо,lære
1039,unterrichten::V,хьеха,undervise
1040,aufziehen::V,кхио,oppdra
1041,leiten::V,урхалла дан,lede
1042,antreiben::V,сихдан,drive på
1043,lassen::V,-йта,få til å
1044,einladen::V,кхайкха,be
1045,einladen::V,кхайкха,invitere
1046,vereinigen::V,цхьаьнатоха,forene
1047,besuchen::V,хьажахIотта,besøke
1048,treffen::V,дуьхьалкхета,møte
1049,treffen::V,дуьхьалкхета,treffe
1050,sich versammeln::V,гулдан,forsamles
1051,spielen::V,ловза,leke
1052,spielen::V,ловза,spille
1053,singen::V,лакха,synge
1054,tanzen::V,хелхадала,danse
1055,sich trennen::V,къаста,skilles
1056,verlassen::V,дита,forlate
1057,retten::V,кӏелхьардаккха,redde
1058,bewachen::V,ха дан,bevokte
1059,schützen::V,лардан,verne
1060,schützen::V,лардан,beskytte
1061,verteidigen::V,лардан,forsvare
1062,sich schlagen::V,етта,slåss
1063,schießen::V,детта,skyte
1064,siegen::V,тола,seire
1065,ärgern::V,оьгӏаздахийта,ergre
1066,schlagen::V,тоха,
1067,treten::V,мийра тоха,sparke
1068,stechen::V,ӏотта,stikke
1069,stechen::V,къовзо,stikke
1070,stoßen::V,татта,støte
1071,stehlen::V,лачкъо,stjele
1072,stören::V,новкъарло ян,forstyrre
1073,belästigen::V,сагатдан,plage
1074,belästigen::V,сагатдан,sjenere
1075,verbergen::V,къайладаккха,gjemme
1076,täuschen::V,ӏexo,villede
1077,betrügen::V,ледан,bedra
1078,töten::V,ден,drepe
1079,wohnen::V,даха,bo
1080,arbeiten::V,къахьега,arbeide
1081,sammeln::V,гулдан,samle
1082,pflücken::V,даха,plukke
1083,jagen::V,талла,jage
1084,fischen::V,чӏерий леца,fiske
1085,fassen::V,лаца,fange
1086,fassen::V,схьалаца,fange
1087,hüten::V,лардан,vokte
1088,treiben::V,лахка,drive
1089,anbinden::V,дӏадехка,feste
1090,füttern::V,хӏума яла,fore
1091,melken::V,оза,melke
1092,gießen::V,хи тоха,helle
1093,reifen::V,хьекъа,modne
1094,zubereiten::V,кечъян,lage
1095,zubereiten::V,кечъян,tilberede
1096,zubereiten::V,кхача бан,lage
1097,zubereiten::V,кхача бан,tilberede
1098,kochen::V,кхача бан,koke
1099,backen::V,датта,bake
1100,braten::V,кхарза,steke
1101,umrühren::V,кего,røre om
1102,nähen::V,тега,sy
1103,färben::V,басардан,farge
1104,reinigen::V,цӏандан,rense
1105,reinigen::V,цӏандан,gjøre ren
1106,waschen::V,йила,vaske
1107,waschen::V,йитта,vaske
1108,waschen::V,дӏадайа,vaske
1109,abwischen::V,дӏадайа,tørke av
1110,spülen::V,хи кхарза,spyle
1111,spülen::V,хи кхарза,skylle
1112,fegen::V,нуй хьакха,feie
1113,kehren::V,нуй хьакха,koste
1114,baden::V,лийча,bade
1115,sich waschen::V,юьхь йила,vaske seg
1116,ausziehen::V,духар дӏадаккха,ta av
1117,sich anziehen::V,духа,kle på seg
1118,kämmen::V,ехк хьакха,gre
1119,kämmen::V,ехк хьакха,kjemme
1120,schmücken::V,хаздан,pynte
1121,schmücken::V,хаздан,smykke
1122,sagen::V,ала,si
1123,sprechen::V,баха,snakke
1124,sprechen::V,мотт бийца,snakke
1125,reden::V,къамел дан,tale
1126,reden::V,къамел дан,snakke
1127,sich unterhalten::V,къамел дан,samtale
1128,fragen::V,хатта,spørre
1129,bitten::V,деха,be
1130,erzählen::V,дийца,fortelle
1131,mitteilen::V,хаам бан,meddele
1132,nennen::V,цӏе яккха,kalle
1133,rufen::V,кхайкха,rope
1134,prahlen::V,куралла ян,skryte
1135,prahlen::V,дозалла дан,skryte
1136,übersetzen::V,гоч дан,oversette
1137,denken::V,ойла ян,tenke
1138,glauben::V,теша,tro
1139,bemerken::V,ган,bemerke
1140,bemerken::V,ган,legge merke til
1141,erkennen::V,довза,gjenkjenne
1142,begreifen::V,кхета,begripe
1143,verstehen::V,кхета,forstå
1144,verstehen::V,кхета,skjønne
1145,lernen::V,деша,lære
1146,wissen::V,хаа,vite
1147,sich erinnern an::V,дагадан,huske på
1148,vergessen::V,дицдала,glemme
1149,messen::V,дуста,måle
1150,zählen::V,дагардан,telle
1151,rechnen::V,лара,regne
1152,lesen::V,еша,lese
1153,malen::V,сурт дилла,male
1154,zeichnen::V,сурт дилла,tegne
1155,schreiben::V,яздан,skrive
1156,besitzen::V,доладан,eie
1157,besitzen::V,доладан,inneha
1158,kaufen::V,эца,kjøpe
1159,verkaufen::V,дохка,selge
1160,bezahlen::V,мах бала,betale
1161,zahlen::V,мах бала,betale
1162,beherrschen::V,собаре хила,beherske
1163,ertragen::V,лан,orke
1164,ertragen::V,сатоха,orke
1165,ertragen::V,садетта,orke
1166,Schwarm::N,,sverm
1167,Schlinge::N,,snare
1168,Art::N,,art
1169,Art::N,,slag
1170,Entfernung::N,,avstand
1171,Griff::N,,tak
1172,Griff::N,,håndtak
1173,Figur::N,,figur
1174,Bogen[Waffe]::N,,bue
1175,so::ADV,,så
1176,abnehmen::V,,avta
1177,abnehmen::V,,minske
1178,sausen::V,,suse
1179,wenden::V,,vende
1180,hacken::V,,hakke
1181,stricken::V,,strikke
1182,anziehen::V,,ta på
