,Concept_ID,no,ar
821,tausend::NUM,tusen,ألف
822,und::CNJ,og,و
823,oder::CNJ,eller,أو
824,stehen::V,stå,وقف
825,sitzen::V,sitte,جلس
826,liegen::V,ligge,رقد
827,hängen::V,henge,تعلق
828,werden::V,bli,صار
829,werden::V,bli,أصبح
830,passieren::V,skje,حدث
831,passieren::V,hende,حدث
832,beginnen::V,begynne,ابتدأ
833,enden::V,ende,انتهى
834,enden::V,slutte,انتهى
835,wechseln::V,veksle,تغير
836,aufgehen[Sonne]::V,stå opp,شرق
837,untergehen[Sonne]::V,gå ned,غرب
838,scheinen[Sonne]::V,skinne,أضاء
839,donnern::V,tordne,رعد
840,wehen::V,blåse,هب
841,strömen::V,strømme,جرى
842,fließen::V,flyte,سال
843,sich drehen::V,dreie seg,دار
844,schwanken::V,svaie,ترنح
845,schwingen::V,svinge,ترجح
846,fallen::V,falle,سقط
847,brennen::V,brenne,احترق
848,rauchen::V,ryke,دخن
849,regnen::V,regne,أمطر
850,gefrieren::V,fryse,تجمد
851,tauen::V,tine,ذاب
852,schmelzen::V,smelte,ذاب
853,trocknen::V,tørre,نشف
854,sieden::V,koke,غلى
855,faulen::V,råtne,فسد
856,verfaulen::V,råtne,تعفن
857,reißen::V,briste,انقطع
858,versinken::V,synke,غرق
859,versinken::V,synke ned,غرق
860,vergehen::V,forløpe,مضى
861,erscheinen::V,synes,لاح
862,erscheinen::V,synes,ظهر
863,verschwinden::V,forsvinne,غاب
864,sinken::V,synke,هبط
865,abnehmen::V,avta,نقص
866,abnehmen::V,minske,نقص
867,zunehmen::V,tilta,ازداد
868,steigen::V,stige,صعد
869,steigen::V,stige,ارتفع
870,wachsen::V,gro,نما
871,wachsen::V,gro,نبت
872,wachsen::V,vokse,نما
873,wachsen::V,vokse,نبت
874,glänzen::V,skinne,لمع
875,funkeln::V,tindre,تلألأ
876,lärmen::V,bråke,ضج
877,lärmen::V,bråke,صخب
878,läuten::V,ringe,قرع
879,klingeln::V,ringe,دق
880,klirren::V,klirre,قعقع
881,brausen::V,bruse,عج
882,rauschen::V,suse,حف
883,klingen::V,lyde,رن
884,klingen::V,klinge,رن
885,bellen::V,gjø,نبح
886,bellen::V,bjeffe,نبح
887,heulen::V,ule,عوى
888,blasen::V,blåse,نفخ
889,pfeifen::V,plystre,صفر
890,schreien::V,skrike,صرخ
891,stöhnen::V,stønne,أن
892,zittern::V,dirre,ارتعش
893,zittern::V,skjelve,ارتعش
894,leben::V,leve,عاش
895,geboren werden::V,fødes,ولد
896,atmen::V,ånde,تنفس
897,atmen::V,puste,تنفس
898,trinken::V,drikke,شرب
899,essen::V,spise,أكل
900,schlucken::V,svelge,جرع
901,müde werden::V,bli trett,تعب
902,einschlafen::V,sovne,نام
903,schlafen::V,sove,نام
904,aufwachen::V,våkne,استيقظ
905,aufstehen::V,stå opp,قام
906,sich erholen::V,bli bra,استجم
907,sich erholen::V,komme seg,استجم
908,krank werden::V,bli syk,مرض
909,krank sein::V,være syk,مرض
910,schmerzen::V,gjøre vondt,آلم
911,husten::V,hoste,كح
912,husten::V,hoste,سعل
913,genesen::V,komme seg,نقه
914,sterben::V,dø,مات
915,umkommen::V,omkomme,هلك
916,sich bewegen::V,bevege seg,تحرك
917,sich rühren::V,røre på seg,تحرك
918,sich erheben::V,reise seg,قام
919,sich setzen::V,sette sig,جلس
920,hinfallen::V,falle over ende,وقع
921,laufen::V,løpe,مشى
922,schreiten::V,skride,خطا
923,spazierengehen::V,spasere,تنزه
924,spazierengehen::V,gå en tur,تنزه
925,eilen::V,ile,عجل
926,sich beeilen::V,skynde seg,استعجل
927,sausen::V,suse,أسرع
928,rennen::V,løpe,عدا
929,rennen::V,løpe,ركض
930,springen::V,hoppe,قفز
931,springen::V,springe,قفز
932,klettern::V,klatre,تسلق
933,schaukeln::V,huske,تأرجح
934,kriechen::V,krype,دب
935,kriechen::V,krype,زحف
936,schwimmen::V,svømme,سبح
937,tauchen::V,dykke,غطس
938,rudern::V,ro,جذف
939,fahren::V,kjøre,ركب
940,fahren::V,kjøre,سافر
941,fliegen::V,fly,طار
942,gehen::V,gå,سار
943,gehen::V,gå,ذهب
944,weggehen::V,gå bort,ذهب
945,weggehen::V,gå bort,انصرف
946,abfahren::V,reise,رحل
947,anhalten::V,stanse,توقف
948,hineingehen::V,gå inn,دخل
949,eintreten::V,tre inn,دخل
950,kommen::V,komme,أتى
951,kommen::V,komme,جاء
952,ankommen::V,ankomme,وصل
953,ankommen::V,komme til,وصل
954,zurückkommen::V,komme tilbake,عاد
955,zurückkommen::V,komme tilbake,رجع
956,bleiben::V,bli,مكث
957,bleiben::V,forbli,مكث
958,warten::V,vente,انتظر
959,erwarten::V,vente,ترقب
960,erwarten::V,vente,انتظر
961,suchen::V,søke,بحث
962,finden::V,finne,وجد
963,versuchen::V,prøve,حاول
964,versuchen::V,forsøke,حاول
965,vorbereiten::V,forberede,أعد
966,vorbereiten::V,forberede,حضر
967,lieben::V,elske,أحب
968,mögen::V,like,أحب
969,lachen::V,le,ضحك
970,rühren::V,røre,أثر
971,weinen::V,gråte,بكى
972,schimpfen::V,skjelle,سب
973,schimpfen::V,skjelle,شتم
974,sich ärgern::V,ergre seg,زعل
975,sich fürchten::V,være redd,هاب
976,fürchten::V,være redd for,خاف
977,fürchten::V,være redd for,خشي
978,fliehen::V,rømme,هرب
979,fliehen::V,flykte,هرب
980,flüchten::V,flykte,فر
981,sehen::V,se,رأى
982,anschauen::V,se på,نظر
983,anschauen::V,betrakte,نظر
984,ansehen::V,anse,نظر
985,hören::V,høre,سمع
986,zuhören::V,tilhøre,أصغى
987,probieren::V,smake,ذاق
988,probieren::V,smake på,ذاق
989,riechen::V,lukte,شم
990,riechen::V,lukte,استنشق
991,fühlen::V,føle,شعر
992,scheinen::V,se ut,ظهر
993,zu sehen sein::V,synes,ظهر
994,vernehmen::V,få vite,سمع
995,frieren::V,fryse,بردان
996,tun::V,gjøre,فعل
997,können::V,kunne,قدر
998,können::V,kunne,استطاع
999,wollen::V,ville,شاء
1000,wollen::V,ville,أراد
1001,anfangen::V,begynne,بدأ
1002,beenden::V,avslutte,أنهى
1003,aufhören::V,slutte,توقف
1004,aufhören::V,slutte,انقطع
1005,aufhören::V,holde opp,توقف
1006,aufhören::V,holde opp,انقطع
1007,gelingen::V,lykkes,نجح
1008,geraten::V,bli,طلع
1009,öffnen::V,åpne,فتح
1010,schließen::V,lukke,أغلق
1011,schließen::V,stenge,أغلق
1012,stellen::V,stille,وضع
1013,stellen::V,stille,أقام
1014,setzen::V,sette,أجلس
1015,legen::V,legge,وضع
1016,berühren::V,berøre,مس
1017,berühren::V,berøre,لمس
1018,verbinden::V,forbinde,ربط
1019,verbinden::V,forbinde,وصل
1020,bedecken::V,dekke,غطى
1021,aufhängen::V,henge,علق
1022,aufhängen::V,henge opp,علق
1023,anzünden::V,tenne,أوقد
1024,anzünden::V,antenne,أوقد
1025,anzünden::V,tenne på,أوقد
1026,aufheben::V,løfte,لقط
1027,aufheben::V,ta opp,لقط
1028,zurücklassen::V,slippe tilbake,ترك
1029,verlieren::V,miste,فقد
1030,fallen lassen::V,droppe,أسقط
1031,fallen lassen::V,la falle,أسقط
1032,machen::V,lage,فعل
1033,machen::V,gjøre,فعل
1034,herstellen::V,fremstille,صنع
1035,herstellen::V,fremstille,أنتج
1036,bauen::V,bygge,بنى
1037,bauen::V,bygge,شيد
1038,reparieren::V,reparere,صلح
1039,verbessern::V,rette,صحح
1040,verbessern::V,forbedre,صحح
1041,ändern::V,forandre,غير
1042,graben::V,grave,حفر
1043,beugen::V,bøye,ثنى
1044,beugen::V,bøye,أحنى
1045,biegen::V,bøye,لوى
1046,drehen::V,dreie,أدار
1047,drehen::V,dreie,دور
1048,wenden::V,vende,قلب
1049,umdrehen::V,snu,قلب
1050,heben::V,heve,رفع
1051,hochheben::V,løfte,رفع
1052,ergreifen::V,gripe,مسك
1053,ergreifen::V,få tak i,مسك
1054,halten::V,holde,مسك
1055,drücken::V,trykke,ضغط
1056,schieben::V,skyve,حرك
1057,kratzen::V,klø,خدش
1058,kratzen::V,klore,خدش
1059,lecken::V,slikke,لعق
1060,beißen::V,bite,عض
1061,abreißen::V,rive av,قلع
1062,abschneiden::V,skjære av,قطع
1063,binden::V,binde,ربط
1064,stecken::V,stikke,دس
1065,brechen::V,bryte,كسر
1066,brechen::V,briste,كسر
1067,klopfen::V,banke,طرق
1068,hauen::V,hogge,ضرب
1069,kleben::V,klistre,ألصق
1070,reiben::V,gni,حك
1071,streichen::V,stryke,نشر
1072,schleifen::V,slipe,سن
1073,schneiden::V,klippe,قطع
1074,rütteln::V,ruske,رج
1075,schütteln::V,riste,هز
1076,schwenken::V,svinge,لوح
1077,schütten::V,helle,صب
1078,füllen::V,fylle,ملأ
1079,einwickeln::V,vikle inn,لف
1080,tragen::V,bære,حمل
1081,schleppen::V,slepe,سحب
1082,ziehen::V,dra,سحب
1083,ziehen::V,trekke,سحب
1084,aufbewahren::V,oppbevare,حفظ
1085,aufbewahren::V,ta vare på,حفظ
1086,werfen::V,kaste,رمى
1087,werfen::V,kaste,ألقى
1088,fangen::V,fange,التقط
1089,packen::V,gripe,مسك
1090,packen::V,gripe tak i,مسك
1091,verstecken::V,gjemme,خبأ
1092,teilen::V,dele,قسم
1093,schicken::V,sende,بعث
1094,schicken::V,sende,أرسل
1095,bringen::V,bringe,جلب
1096,hinzufügen::V,tilføye,أضاف
1097,bekommen::V,få,حصل
1098,erhalten::V,få,استلم
1099,nehmen::V,ta,أخذ
1100,wählen::V,velge,اختار
1101,auswählen::V,velge ut,انتقى
1102,bewahren::V,bevare,حافظ
1103,behindern::V,hindre,عاق
1104,behindern::V,forhindre,عاق
1105,verderben::V,ødelegge,أفسد
1106,beschädigen::V,skade,أضر
1107,zerbrechen::V,brekke i stykker,كسر
1108,zerreißen::V,rive i stykker,مزق
1109,zerstören::V,ødelegge,دمر
1110,verbrennen::V,brenne,حرق
1111,verbrennen::V,brenne opp,حرق
1112,geben::V,gi,أعطى
1113,reichen::V,rekke,ناول
1114,schenken::V,forære,وهب
1115,schenken::V,skjenke,وهب
1116,versprechen::V,love,وعد
1117,wünschen::V,ønske,تمنى
1118,loben::V,rose,مدح
1119,küssen::V,kysse,قبل
1120,wiegen::V,vogge,هدهد
1121,zudecken::V,dekke til,غطى
1122,wecken::V,vekke,أيقظ
1123,zeigen::V,vise,أرى
1124,führen::V,føre,دل
1125,lehren::V,lære,علم
1126,unterrichten::V,undervise,علم
1127,aufziehen::V,oppdra,ربى
1128,leiten::V,lede,دل
1129,leiten::V,lede,أدار
1130,antreiben::V,drive på,حث
1131,lassen::V,få til å,حدا
1132,einladen::V,be,دعا
1133,einladen::V,invitere,دعا
1134,vereinigen::V,forene,وحد
1135,besuchen::V,besøke,زار
1136,treffen::V,møte,قابل
1137,treffen::V,treffe,قابل
1138,sich versammeln::V,forsamles,اجتمع
1139,spielen::V,leke,لعب
1140,spielen::V,spille,لعب
1141,singen::V,synge,غنى
1142,tanzen::V,danse,رقص
1143,sich trennen::V,skilles,افترق
1144,verlassen::V,forlate,ترك
1145,retten::V,redde,نجى
1146,retten::V,redde,أنقذ
1147,bewachen::V,bevokte,حرس
1148,schützen::V,verne,حمى
1149,schützen::V,beskytte,حمى
1150,verteidigen::V,forsvare,دافع
1151,sich schlagen::V,slåss,تضارب
1152,schießen::V,skyte,أطلق
1153,siegen::V,seire,انتصر
1154,ärgern::V,ergre,أزعل
1155,treten::V,sparke,رفس
1156,stechen::V,stikke,شك
1157,stoßen::V,støte,دفع
1158,stehlen::V,stjele,سرق
1159,stören::V,forstyrre,ضايق
1160,belästigen::V,plage,أزعج
1161,belästigen::V,sjenere,أزعج
1162,verbergen::V,gjemme,كتم
1163,täuschen::V,villede,خدع
1164,betrügen::V,bedra,غش
1165,töten::V,drepe,قتل
1166,wohnen::V,bo,سكن
1167,arbeiten::V,arbeide,عمل
1168,arbeiten::V,arbeide,اشتغل
1169,sammeln::V,samle,جمع
1170,pflücken::V,plukke,جنى
1171,pflücken::V,plukke,قطف
1172,jagen::V,jage,صاد
1173,fischen::V,fiske,اصطاد
1174,fassen::V,fange,قبض
1175,hüten::V,vokte,رعى
1176,treiben::V,drive,ساق
1177,anbinden::V,feste,ربط
1178,füttern::V,fore,علف
1179,melken::V,melke,حلب
1180,hacken::V,hakke,فرم
1181,gießen::V,helle,سقى
1182,reifen::V,modne,نضج
1183,zubereiten::V,lage,حضر
1184,zubereiten::V,tilberede,حضر
1185,kochen::V,koke,طبخ
1186,backen::V,bake,خبز
1187,braten::V,steke,قلى
1188,braten::V,steke,حمر
1189,umrühren::V,røre om,قلب
1190,stricken::V,strikke,حاك
1191,nähen::V,sy,خاط
1192,färben::V,farge,صبغ
1193,färben::V,farge,لون
1194,reinigen::V,rense,نظف
1195,reinigen::V,gjøre ren,نظف
1196,waschen::V,vaske,غسل
1197,abwischen::V,tørke av,مسح
1198,spülen::V,spyle,شطف
1199,spülen::V,skylle,شطف
1200,fegen::V,feie,كنس
1201,kehren::V,koste,كنس
1202,baden::V,bade,استحم
1203,sich waschen::V,vaske seg,اغتسل
1204,ausziehen::V,ta av,خلع
1205,anziehen::V,ta på,لبس
1206,sich anziehen::V,kle på seg,اكتسى
1207,kämmen::V,gre,مشط
1208,kämmen::V,kjemme,مشط
1209,schmücken::V,pynte,زين
1210,schmücken::V,smykke,زين
1211,sagen::V,si,قال
1212,sprechen::V,snakke,تكلم
1213,reden::V,tale,تكلم
1214,reden::V,snakke,تكلم
1215,sich unterhalten::V,samtale,تحادث
1216,fragen::V,spørre,سأل
1217,bitten::V,be,رجا
1218,erzählen::V,fortelle,حكي
1219,mitteilen::V,meddele,بلغ
1220,nennen::V,kalle,سمى
1221,rufen::V,rope,نادى
1222,prahlen::V,skryte,فشر
1223,prahlen::V,skryte,تفاخر
1224,übersetzen::V,oversette,ترجم
1225,denken::V,tenke,فكر
1226,glauben::V,tro,اعتقد
1227,bemerken::V,bemerke,لاحظ
1228,bemerken::V,legge merke til,لاحظ
1229,erkennen::V,gjenkjenne,عرف
1230,begreifen::V,begripe,فهم
1231,begreifen::V,begripe,أدرك
1232,verstehen::V,forstå,فهم
1233,verstehen::V,skjønne,فهم
1234,lernen::V,lære,درس
1235,wissen::V,vite,علم
1236,sich erinnern an::V,huske på,تذكر
1237,vergessen::V,glemme,نسي
1238,messen::V,måle,قاس
1239,zählen::V,telle,عد
1240,zählen::V,telle,أحصى
1241,rechnen::V,regne,حسب
1242,lesen::V,lese,قرأ
1243,malen::V,male,صور
1244,zeichnen::V,tegne,رسم
1245,schreiben::V,skrive,كتب
1246,besitzen::V,eie,حاز
1247,besitzen::V,eie,ملك
1248,besitzen::V,inneha,حاز
1249,besitzen::V,inneha,ملك
1250,kaufen::V,kjøpe,اشترى
1251,verkaufen::V,selge,باع
1252,bezahlen::V,betale,دفع
1253,zahlen::V,betale,سدد
1254,beherrschen::V,beherske,حكم
1255,ertragen::V,orke,أطاق
1256,ertragen::V,orke,تحمل
1257,schlagen::V,,ضرب
