,Concept_ID,lbe,kn
505,Mai::N,май,ಮುಬ್ಬೇಸಿಗೆ
506,Mai::N,ххюлчинмур барз,ಮುಬ್ಬೇಸಿಗೆ
507,Juni::N,июнь,ಮೊಮ್ಮಳೆ
508,Juni::N,ряххилчинмур барз,ಮೊಮ್ಮಳೆ
509,Juli::N,июль,ಇಮ್ಮಳೆ
510,Juli::N,Арулчинмур барз,ಇಮ್ಮಳೆ
511,August::N,мяйлчинмур барз,ಮುಮ್ಮಳೆ
512,September::N,урчӏилчинмур барз,ನಾಲ್ಮಳೆ
513,Oktober::N,ацӏилчинмур барз,ಮೊಚ್ಚಳಿ
514,November::N,ацӏния цалчинмур барз,ಇಚ್ಚಳಿ
515,Dezember::N,ацӏния кӏилчинмур барз,ಮುಚ್ಚಳಿ
516,Montag::N,итин,ಸೋಮುವಾರ
517,Montag::N,итин кьини,ಸೋಮುವಾರ
518,Dienstag::N,тталат,ಮಂಗಳವಾರ
519,Dienstag::N,тталат кьини,ಮಂಗಳವಾರ
520,Mittwoch::N,арвахӏ,ಬುಧವಾರ
521,Donnerstag::N,хамис,ಗುರುವಾರ
522,Freitag::N,нюжмар,ಶುಕ್ರವಾರ
523,Freitag::N,нюжмар кьини,ಶುಕ್ರವಾರ
524,Samstag::N,ххуллун,ಶನಿವಾರ
525,Samstag::N,ххуллун кьини,ಶನಿವಾರ
526,Sonntag::N,алхӏат,ಭಾನುವಾರ
527,Sonntag::N,алхӏат кьини,ಭಾನುವಾರ
528,groß::A,бугъарасса,ದೊಡ್ಡ
529,klein::A,чӏивисса,ಪುಟ್ಟ
