,Concept_ID,zh,no
874,probieren::V,尝,smake på
875,riechen::V,闻,lukte
876,fühlen::V,感到,føle
877,scheinen::V,照耀,se ut
878,zu sehen sein::V,可以看到,synes
879,vernehmen::V,审讯,få vite
880,frieren::V,觉得冷,fryse
881,tun::V,作,gjøre
882,können::V,能,kunne
883,wollen::V,要,ville
884,anfangen::V,开始,begynne
885,beenden::V,结束,avslutte
886,aufhören::V,停止,slutte
887,aufhören::V,停止,holde opp
888,gelingen::V,成功,lykkes
889,geraten::V,陷于,bli
890,öffnen::V,打开,åpne
891,schließen::V,关,lukke
892,schließen::V,关,stenge
893,stellen::V,放,stille
894,setzen::V,放,sette
895,legen::V,摆,legge
896,berühren::V,触,berøre
897,verbinden::V,联结,forbinde
898,bedecken::V,覆盖,dekke
899,aufhängen::V,挂,henge
900,aufhängen::V,挂,henge opp
901,anzünden::V,点,tenne
902,anzünden::V,点,antenne
903,anzünden::V,点,tenne på
904,aufheben::V,拾起,løfte
905,aufheben::V,拾起,ta opp
906,zurücklassen::V,遗留,slippe tilbake
907,verlieren::V,丧失,miste
908,fallen lassen::V,让掉下,droppe
909,fallen lassen::V,让掉下,la falle
910,machen::V,做,lage
911,machen::V,做,gjøre
912,herstellen::V,生产,fremstille
913,bauen::V,建造,bygge
914,reparieren::V,修理,reparere
915,verbessern::V,改进,rette
916,verbessern::V,改进,forbedre
917,ändern::V,改变,forandre
918,graben::V,挖,grave
919,beugen::V,弯下,bøye
920,biegen::V,弯,bøye
921,drehen::V,转动,dreie
922,wenden::V,转动,vende
923,umdrehen::V,转动,snu
924,heben::V,举起,heve
925,hochheben::V,抬高,løfte
926,ergreifen::V,抓住,gripe
927,ergreifen::V,抓住,få tak i
928,halten::V,拿着,holde
929,drücken::V,压,trykke
930,schieben::V,推,skyve
931,kratzen::V,搔,klø
932,kratzen::V,搔,klore
933,lecken::V,舔,slikke
934,beißen::V,咬,bite
935,abreißen::V,撕下,rive av
936,abschneiden::V,切断,skjære av
937,binden::V,捆,binde
938,stecken::V,插,stikke
939,brechen::V,断裂,bryte
940,brechen::V,断裂,briste
941,klopfen::V,敲,banke
942,hauen::V,揍,hogge
943,kleben::V,粘,klistre
944,reiben::V,摩擦,gni
945,streichen::V,涂,stryke
946,schleifen::V,拖曳,slipe
947,schneiden::V,切,klippe
948,rütteln::V,颠簸,ruske
949,schütteln::V,摇动,riste
950,schwenken::V,摇动,svinge
951,schütten::V,倒,helle
952,füllen::V,填满,fylle
953,einwickeln::V,包,vikle inn
954,tragen::V,提,bære
955,schleppen::V,扛,slepe
956,ziehen::V,拉,dra
957,ziehen::V,拉,trekke
958,aufbewahren::V,保存,oppbevare
959,aufbewahren::V,保存,ta vare på
960,werfen::V,扔,kaste
961,fangen::V,捕捉,fange
962,packen::V,抓住,gripe
963,packen::V,抓住,gripe tak i
964,verstecken::V,藏,gjemme
965,teilen::V,分,dele
966,schicken::V,派遣,sende
967,bringen::V,带来,bringe
968,hinzufügen::V,添加,tilføye
969,bekommen::V,得到,få
970,erhalten::V,接到,få
971,nehmen::V,拿,ta
972,wählen::V,挑选,velge
973,auswählen::V,选择,velge ut
974,bewahren::V,保持,bevare
975,behindern::V,防碍,hindre
976,behindern::V,防碍,forhindre
977,verderben::V,败坏,ødelegge
978,beschädigen::V,损坏,skade
979,zerbrechen::V,破碎,brekke i stykker
980,zerreißen::V,撕碎,rive i stykker
981,zerstören::V,毁坏,ødelegge
982,verbrennen::V,燃烧,brenne
983,verbrennen::V,燃烧,brenne opp
984,geben::V,给,gi
985,reichen::V,递给,rekke
986,schenken::V,赠送,forære
987,schenken::V,赠送,skjenke
988,versprechen::V,许诺,love
989,wünschen::V,祝,ønske
990,loben::V,表扬,rose
991,küssen::V,亲,kysse
992,wiegen::V,轻摇,vogge
993,zudecken::V,盖上,dekke til
994,wecken::V,唤起,vekke
995,zeigen::V,指,vise
996,führen::V,带领,føre
997,lehren::V,教,lære
998,unterrichten::V,讲课,undervise
999,aufziehen::V,抚养,oppdra
1000,leiten::V,领导,lede
1001,antreiben::V,催促,drive på
1002,lassen::V,让,få til å
1003,einladen::V,邀请,be
1004,einladen::V,邀请,invitere
1005,vereinigen::V,统一,forene
1006,besuchen::V,参观,besøke
1007,treffen::V,会面,møte
1008,treffen::V,会面,treffe
1009,sich versammeln::V,聚集,forsamles
1010,spielen::V,玩,leke
1011,spielen::V,玩,spille
1012,singen::V,唱歌,synge
1013,tanzen::V,跳舞,danse
1014,sich trennen::V,分别,skilles
1015,verlassen::V,离开,forlate
1016,retten::V,救,redde
1017,bewachen::V,守卫,bevokte
1018,schützen::V,保护,verne
1019,schützen::V,保护,beskytte
1020,verteidigen::V,保卫,forsvare
1021,sich schlagen::V,打架,slåss
1022,schießen::V,射击,skyte
1023,siegen::V,获胜,seire
1024,ärgern::V,激怒,ergre
1025,schlagen::V,打,
1026,treten::V,踢,sparke
1027,stechen::V,刺,stikke
1028,stoßen::V,撞,støte
1029,stehlen::V,盗窃,stjele
1030,stören::V,干扰,forstyrre
1031,belästigen::V,打搅,plage
1032,belästigen::V,打搅,sjenere
1033,verbergen::V,隐藏,gjemme
1034,täuschen::V,欺骗,villede
1035,betrügen::V,欺骗,bedra
1036,töten::V,杀,drepe
1037,wohnen::V,居住,bo
1038,arbeiten::V,工作,arbeide
1039,sammeln::V,收集,samle
1040,pflücken::V,采,plukke
1041,jagen::V,打猎,jage
1042,fischen::V,捕鱼,fiske
1043,fassen::V,捉住,fange
1044,hüten::V,守护,vokte
1045,treiben::V,漂,drive
1046,anbinden::V,拴,feste
1047,füttern::V,喂,fore
1048,melken::V,挤奶,melke
1049,hacken::V,剁细,hakke
1050,gießen::V,浇,helle
1051,reifen::V,成熟,modne
1052,kochen::V,煮,koke
1053,backen::V,烤,bake
1054,braten::V,煎,steke
1055,umrühren::V,搅拌,røre om
1056,stricken::V,织,strikke
1057,nähen::V,缝,sy
1058,färben::V,染色,farge
1059,reinigen::V,清洁,rense
1060,reinigen::V,清洁,gjøre ren
1061,waschen::V,洗,vaske
1062,abwischen::V,擦掉,tørke av
1063,spülen::V,清洗,spyle
1064,spülen::V,清洗,skylle
1065,fegen::V,扫,feie
1066,kehren::V,打扫,koste
1067,baden::V,给...洗澡,bade
1068,sich waschen::V,洗澡,vaske seg
1069,ausziehen::V,脱,ta av
1070,anziehen::V,穿,ta på
1071,sich anziehen::V,穿衣,kle på seg
1072,kämmen::V,梳,gre
1073,kämmen::V,梳,kjemme
1074,schmücken::V,装饰,pynte
1075,schmücken::V,装饰,smykke
1076,sagen::V,说,si
1077,sprechen::V,说,snakke
1078,reden::V,讲,tale
1079,reden::V,讲,snakke
1080,sich unterhalten::V,聊天,samtale
1081,fragen::V,问,spørre
1082,bitten::V,请,be
1083,erzählen::V,叙述,fortelle
1084,mitteilen::V,通知,meddele
1085,nennen::V,叫做,kalle
1086,rufen::V,叫,rope
1087,prahlen::V,吹牛,skryte
1088,übersetzen::V,翻译,oversette
1089,denken::V,想,tenke
1090,glauben::V,以为,tro
1091,bemerken::V,发觉,bemerke
1092,bemerken::V,发觉,legge merke til
1093,erkennen::V,识别,gjenkjenne
1094,begreifen::V,理解,begripe
1095,verstehen::V,明白,forstå
1096,verstehen::V,明白,skjønne
1097,lernen::V,学,lære
1098,wissen::V,知道,vite
1099,sich erinnern an::V,回忆,huske på
1100,vergessen::V,忘记,glemme
1101,messen::V,测量,måle
1102,zählen::V,数,telle
1103,rechnen::V,计算,regne
1104,lesen::V,读,lese
1105,malen::V,画,male
1106,zeichnen::V,绘制,tegne
1107,schreiben::V,写,skrive
1108,besitzen::V,占有,eie
1109,besitzen::V,占有,inneha
1110,kaufen::V,买,kjøpe
1111,verkaufen::V,卖,selge
1112,bezahlen::V,付钱,betale
1113,zahlen::V,支付,betale
1114,beherrschen::V,统治,beherske
1115,ertragen::V,忍耐,orke
1116,vergebens::ADV,,forgjeves
1117,klirren::V,,klirre
1118,rauschen::V,,suse
1119,rühren::V,,røre
1120,zubereiten::V,,lage
1121,zubereiten::V,,tilberede
