,Concept_ID,it,no
851,dies::PRN,ciò,dette
852,dies::PRN,questo,dette
853,das::PRN,ciò,det
854,das::PRN,quello,det
855,alles::PRN,tutto,alt
856,ich::PRN,ìo,jeg
857,du::PRN,tu,du
858,er::PRN,lui,han
859,er::PRN,egli,han
860,wir::PRN,noi,vi
861,ihr::PRN,voi,dere
862,sie::PRN,loro,de
863,was::FPRN,che,hva
864,was::FPRN,che cosa,hva
865,wer::FPRN,chi,hvem
866,wo::FADV,dove,hvor
867,wohin::FADV,dove,hvor ... hen
868,wie::FADV,come,hvordan
869,warum::FADV,perche,hvorfor
870,wieviel::FNUM,quanto,hvor mye
871,eins::NUM,uno,en
872,eins::NUM,uno,ett
873,zwei::NUM,due,to
874,drei::NUM,tre,tre
875,vier::NUM,quattro,fire
876,fünf::NUM,cinque,fem
877,sechs::NUM,sei,seks
878,sieben::NUM,sette,sju
879,acht::NUM,otto,åtte
880,neun::NUM,nove,ni
881,zehn::NUM,dieci,ti
882,elf::NUM,ùndici,elleve
883,zwölf::NUM,dodici,tolv
884,zwanzig::NUM,venti,tjue
885,dreißig::NUM,trenta,tretti
886,vierzig::NUM,quaranta,førti
887,fünfzig::NUM,cinquanta,femti
888,sechzig::NUM,sessanta,seksti
889,siebzig::NUM,settanta,sytti
890,achtzig::NUM,ottanta,åtti
891,neunzig::NUM,novanta,nitti
892,hundert::NUM,cento,hundre
893,tausend::NUM,mille,tusen
894,und::CNJ,e,og
895,oder::CNJ,o,eller
896,stehen::V,stare in piedi,stå
897,sitzen::V,sedere,sitte
898,sitzen::V,stare seduto,sitte
899,liegen::V,giacere,ligge
900,hängen::V,pèndere,henge
901,hängen::V,èssere appeso,henge
902,werden::V,farsi,bli
903,werden::V,diventare,bli
904,passieren::V,succèdere,skje
905,passieren::V,succèdere,hende
906,beginnen::V,cominciare,begynne
907,enden::V,finire,ende
908,enden::V,finire,slutte
909,enden::V,terminare,ende
910,enden::V,terminare,slutte
911,wechseln::V,variare,veksle
912,wechseln::V,cambiare,veksle
913,aufgehen[Sonne]::V,sòrgere,stå opp
914,aufgehen[Sonne]::V,spuntare,stå opp
915,untergehen[Sonne]::V,tramontare,gå ned
916,scheinen[Sonne]::V,splèndere,skinne
917,donnern::V,tonare,tordne
918,wehen::V,soffiare,blåse
919,strömen::V,fluire,strømme
920,fließen::V,fluire,flyte
921,fließen::V,scorrere,flyte
922,sich drehen::V,girarsi,dreie seg
923,schwanken::V,oscillare,svaie
924,schwanken::V,barcollare,svaie
925,schwingen::V,vibrare,svinge
926,schwingen::V,oscillare,svinge
927,fallen::V,cadere,falle
928,brennen::V,àrdere,brenne
929,brennen::V,bruciare,brenne
930,rauchen::V,fumare,ryke
931,regnen::V,piòvere,regne
932,gefrieren::V,gelarsi,fryse
933,gefrieren::V,congelarsi,fryse
934,tauen::V,sciògliersi,tine
935,schmelzen::V,fòndere,smelte
936,schmelzen::V,sciògliersi,smelte
937,trocknen::V,asciugarsi,tørre
938,sieden::V,bollire,koke
939,faulen::V,marcire,råtne
940,verfaulen::V,imputridire,råtne
941,reißen::V,strapparsi,briste
942,versinken::V,affondare,synke
943,versinken::V,affondare,synke ned
944,vergehen::V,passare,forløpe
945,erscheinen::V,apparire,synes
946,erscheinen::V,comparire,synes
947,verschwinden::V,sparire,forsvinne
948,verschwinden::V,scomparire,forsvinne
949,sinken::V,calare,synke
950,sinken::V,scendere,synke
951,abnehmen::V,diminuire,avta
952,abnehmen::V,diminuire,minske
953,zunehmen::V,aumentare,tilta
954,steigen::V,salire,stige
955,steigen::V,montare,stige
956,wachsen::V,crescere,gro
957,wachsen::V,crescere,vokse
958,glänzen::V,splèndere,skinne
959,funkeln::V,brillare,tindre
960,funkeln::V,scintillare,tindre
961,lärmen::V,strepitare,bråke
962,lärmen::V,fare chiasso,bråke
963,läuten::V,suonare,ringe
964,klingeln::V,suonare,ringe
965,klirren::V,tintinnare,klirre
966,brausen::V,rombare,bruse
967,brausen::V,rumoreggiare,bruse
968,rauschen::V,frusciare,suse
969,klingen::V,suonare,lyde
970,klingen::V,suonare,klinge
971,bellen::V,latrare,gjø
972,bellen::V,latrare,bjeffe
973,bellen::V,abbaiare,gjø
974,bellen::V,abbaiare,bjeffe
975,heulen::V,urlare,ule
976,heulen::V,ululare,ule
977,blasen::V,soffiare,blåse
978,pfeifen::V,fischiare,plystre
979,schreien::V,gridare,skrike
980,stöhnen::V,gèmere,stønne
981,zittern::V,tremare,dirre
982,zittern::V,tremare,skjelve
983,leben::V,vìvere,leve
984,geboren werden::V,nàscere,fødes
985,atmen::V,respirare,ånde
986,atmen::V,respirare,puste
987,trinken::V,bere,drikke
988,essen::V,mangiare,spise
989,schlucken::V,inghiottire,svelge
990,müde werden::V,stancarsi,bli trett
991,einschlafen::V,addormentarsi,sovne
992,schlafen::V,dormire,sove
993,aufwachen::V,svegliarsi,våkne
994,aufstehen::V,levarsi,stå opp
995,sich erholen::V,riposarsi,bli bra
996,sich erholen::V,riposarsi,komme seg
997,krank werden::V,ammalarsi,bli syk
998,krank sein::V,èssere malato,være syk
999,schmerzen::V,dolere,gjøre vondt
1000,husten::V,tossire,hoste
1001,genesen::V,guarire,komme seg
1002,sterben::V,morire,dø
1003,umkommen::V,perire,omkomme
1004,sich bewegen::V,agitarsi,bevege seg
1005,sich rühren::V,muòversi,røre på seg
1006,sich erheben::V,alzarsi,reise seg
1007,sich setzen::V,sedersi,sette sig
1008,hinfallen::V,cadere,falle over ende
1009,laufen::V,camminare,løpe
1010,laufen::V,andare a piedi,løpe
1011,schreiten::V,andare,skride
1012,schreiten::V,procedere,skride
1013,spazierengehen::V,passeggiare,spasere
1014,spazierengehen::V,passeggiare,gå en tur
1015,spazierengehen::V,andare a passeggio,spasere
1016,spazierengehen::V,andare a passeggio,gå en tur
1017,eilen::V,andare in fretta,ile
1018,sich beeilen::V,affrettarsi,skynde seg
1019,sausen::V,volare,suse
1020,sausen::V,correre,suse
1021,rennen::V,correre,løpe
1022,springen::V,saltare,hoppe
1023,springen::V,saltare,springe
1024,klettern::V,arrampicarsi,klatre
1025,schaukeln::V,fare l'altalena,huske
1026,kriechen::V,strisciare,krype
1027,schwimmen::V,nuotare,svømme
1028,tauchen::V,tuffarsi,dykke
1029,tauchen::V,immèrgersi,dykke
1030,rudern::V,remare,ro
1031,fahren::V,andare,kjøre
1032,fahren::V,viaggiare,kjøre
1033,fliegen::V,volare,fly
1034,gehen::V,andare,gå
1035,weggehen::V,andàrsene,gå bort
1036,weggehen::V,andare via,gå bort
1037,abfahren::V,partire,reise
1038,anhalten::V,fermarsi,stanse
1039,hineingehen::V,entrare,gå inn
1040,eintreten::V,entrare,tre inn
1041,kommen::V,venire,komme
1042,ankommen::V,arrivare,ankomme
1043,ankommen::V,arrivare,komme til
1044,zurückkommen::V,ritornare,komme tilbake
1045,bleiben::V,restare,bli
1046,bleiben::V,restare,forbli
1047,bleiben::V,rimanere,bli
1048,bleiben::V,rimanere,forbli
1049,warten::V,aspettare,vente
1050,erwarten::V,attèndere,vente
1051,suchen::V,cercare,søke
1052,finden::V,trovare,finne
1053,versuchen::V,tentare,prøve
1054,versuchen::V,tentare,forsøke
1055,vorbereiten::V,preparare,forberede
1056,lieben::V,amare,elske
1057,mögen::V,piacere a,like
1058,mögen::V,volere bene a,like
1059,lachen::V,rìdere,le
1060,rühren::V,commuòvere,røre
1061,weinen::V,piàngere,gråte
1062,schimpfen::V,imprecare,skjelle
1063,sich ärgern::V,stizzirsi,ergre seg
1064,sich ärgern::V,arrabbiarsi,ergre seg
1065,sich fürchten::V,avere paura,være redd
1066,fürchten::V,temere,være redd for
1067,fliehen::V,fuggire,rømme
1068,fliehen::V,fuggire,flykte
1069,flüchten::V,sfuggire,flykte
1070,sehen::V,vedere,se
1071,anschauen::V,guardare,se på
1072,anschauen::V,guardare,betrakte
1073,ansehen::V,guardare,anse
1074,hören::V,udire,høre
1075,hören::V,sentire,høre
1076,zuhören::V,ascoltare,tilhøre
1077,probieren::V,degustare,smake
1078,probieren::V,degustare,smake på
1079,probieren::V,assaggiare,smake
1080,probieren::V,assaggiare,smake på
1081,riechen::V,sentire,lukte
1082,fühlen::V,sentire,føle
1083,scheinen::V,parere,se ut
1084,scheinen::V,sembrare,se ut
1085,zu sehen sein::V,vedersi,synes
1086,vernehmen::V,sentire,få vite
1087,vernehmen::V,percepire,få vite
1088,frieren::V,aver freddo,fryse
1089,tun::V,fare,gjøre
1090,können::V,sapere,kunne
1091,wollen::V,volere,ville
1092,anfangen::V,iniziare,begynne
1093,anfangen::V,cominciare,begynne
1094,beenden::V,finire,avslutte
1095,beenden::V,terminare,avslutte
1096,aufhören::V,finire,slutte
1097,aufhören::V,finire,holde opp
1098,aufhören::V,cessare,slutte
1099,aufhören::V,cessare,holde opp
1100,gelingen::V,riuscire,lykkes
1101,geraten::V,stare,bli
1102,öffnen::V,aprire,åpne
1103,schließen::V,chiùdere,lukke
1104,schließen::V,chiùdere,stenge
1105,stellen::V,porre,stille
1106,stellen::V,mettere,stille
1107,setzen::V,porre,sette
1108,setzen::V,mettere,sette
1109,legen::V,posare,legge
1110,legen::V,mettere,legge
1111,berühren::V,toccare,berøre
1112,verbinden::V,unire,forbinde
1113,verbinden::V,congiùngere,forbinde
1114,bedecken::V,coprire,dekke
1115,bedecken::V,ricoprire,dekke
1116,aufhängen::V,attaccare,henge
1117,aufhängen::V,attaccare,henge opp
1118,anzünden::V,accèndere,tenne
1119,anzünden::V,accèndere,antenne
1120,anzünden::V,accèndere,tenne på
1121,anzünden::V,incendiare,tenne
1122,anzünden::V,incendiare,antenne
1123,anzünden::V,incendiare,tenne på
1124,aufheben::V,raccògliere,løfte
1125,aufheben::V,raccògliere,ta opp
1126,zurücklassen::V,lasciare,slippe tilbake
1127,zurücklassen::V,lasciare indietro,slippe tilbake
1128,verlieren::V,pèrdere,miste
1129,fallen lassen::V,lasciare cadere,droppe
1130,fallen lassen::V,lasciare cadere,la falle
1131,machen::V,fare,lage
1132,machen::V,fare,gjøre
1133,herstellen::V,produrre,fremstille
1134,herstellen::V,fabbricare,fremstille
1135,bauen::V,costruire,bygge
1136,reparieren::V,riparare,reparere
1137,verbessern::V,migliorare,rette
1138,verbessern::V,migliorare,forbedre
1139,ändern::V,mutare,forandre
1140,ändern::V,cambiare,forandre
1141,graben::V,scavare,grave
1142,beugen::V,chinare,bøye
1143,beugen::V,flettere,bøye
1144,biegen::V,tòrcere,bøye
1145,drehen::V,girare,dreie
1146,wenden::V,girare,vende
1147,wenden::V,voltare,vende
1148,umdrehen::V,rivoltare,snu
1149,heben::V,levare,heve
1150,hochheben::V,levare,løfte
1151,hochheben::V,sollevare,løfte
1152,ergreifen::V,afferrare,gripe
1153,ergreifen::V,afferrare,få tak i
1154,halten::V,tenere,holde
1155,drücken::V,premere,trykke
1156,schieben::V,spìngere,skyve
1157,kratzen::V,grattare,klø
1158,kratzen::V,grattare,klore
1159,kratzen::V,graffiare,klø
1160,kratzen::V,graffiare,klore
1161,lecken::V,leccare,slikke
1162,beißen::V,mòrdere,bite
1163,abreißen::V,staccarsi,rive av
1164,abreißen::V,strapparsi,rive av
1165,abschneiden::V,tagliare,skjære av
1166,binden::V,legare,binde
1167,binden::V,bendare,binde
1168,stecken::V,ficcare,stikke
1169,brechen::V,rompere,bryte
1170,brechen::V,rompere,briste
1171,klopfen::V,bàttere,banke
1172,hauen::V,picchiare,hogge
1173,kleben::V,incollare,klistre
1174,reiben::V,fregare,gni
1175,streichen::V,spalmare,stryke
1176,schleifen::V,arrotare,slipe
1177,schneiden::V,tagliare,klippe
1178,rütteln::V,scuòtere,ruske
1179,schütteln::V,agitare,riste
1180,schütteln::V,scuòtere,riste
1181,schwenken::V,agitare,svinge
1182,schwenken::V,sventolare,svinge
1183,schütten::V,versare,helle
1184,füllen::V,riempire,fylle
1185,einwickeln::V,involtare,vikle inn
1186,tragen::V,portare,bære
1187,schleppen::V,trainare,slepe
1188,schleppen::V,trascinare,slepe
1189,ziehen::V,tirare,dra
1190,ziehen::V,tirare,trekke
1191,aufbewahren::V,custodire,oppbevare
1192,aufbewahren::V,custodire,ta vare på
1193,aufbewahren::V,conservare,oppbevare
1194,aufbewahren::V,conservare,ta vare på
1195,werfen::V,gettare,kaste
1196,werfen::V,lanciare,kaste
1197,fangen::V,prèndere,fange
1198,fangen::V,acchiappare,fange
1199,packen::V,pigliare,gripe
1200,packen::V,pigliare,gripe tak i
1201,packen::V,afferrare,gripe
1202,packen::V,afferrare,gripe tak i
1203,verstecken::V,nascondere,gjemme
1204,teilen::V,divìdere,dele
1205,schicken::V,inviare,sende
1206,bringen::V,portare,bringe
1207,bringen::V,apportare,bringe
1208,hinzufügen::V,aggiùngere,tilføye
1209,bekommen::V,ricevere,få
1210,erhalten::V,ricevere,få
1211,nehmen::V,prèndere,ta
1212,wählen::V,elèggere,velge
1213,wählen::V,scegliere,velge
1214,auswählen::V,scegliere,velge ut
1215,bewahren::V,conservare,bevare
1216,behindern::V,impedire,hindre
1217,behindern::V,impedire,forhindre
1218,verderben::V,guastare,ødelegge
1219,beschädigen::V,danneggiare,skade
1220,zerbrechen::V,rompere,brekke i stykker
1221,zerbrechen::V,spezzare,brekke i stykker
1222,zerreißen::V,stracciare,rive i stykker
1223,zerstören::V,distrùggere,ødelegge
1224,verbrennen::V,bruciare,brenne
1225,verbrennen::V,bruciare,brenne opp
1226,geben::V,dare,gi
1227,reichen::V,pòrgere,rekke
1228,schenken::V,regalare,forære
1229,schenken::V,regalare,skjenke
1230,versprechen::V,promettere,love
1231,wünschen::V,augurare,ønske
1232,loben::V,lodare,rose
1233,küssen::V,baciare,kysse
1234,wiegen::V,cullare,vogge
1235,wiegen::V,dondolare,vogge
1236,zudecken::V,coprire,dekke til
1237,wecken::V,svegliare,vekke
1238,zeigen::V,indicare,vise
1239,führen::V,guidare,føre
1240,führen::V,condurre,føre
1241,lehren::V,insegnare,lære
1242,unterrichten::V,istruire,undervise
1243,unterrichten::V,insegnare,undervise
1244,aufziehen::V,allevare,oppdra
1245,leiten::V,avviare,lede
1246,leiten::V,dirìgere,lede
1247,antreiben::V,incitare,drive på
1248,lassen::V,fare,få til å
1249,einladen::V,invitare,be
1250,einladen::V,invitare,invitere
1251,vereinigen::V,unire,forene
1252,besuchen::V,visitare,besøke
1253,besuchen::V,far vìsita a,besøke
1254,treffen::V,incontrare,møte
1255,treffen::V,incontrare,treffe
1256,sich versammeln::V,rinunirsi,forsamles
1257,spielen::V,giocare,leke
1258,spielen::V,giocare,spille
1259,singen::V,cantare,synge
1260,tanzen::V,danzare,danse
1261,sich trennen::V,separarsi,skilles
1262,verlassen::V,lasciare,forlate
1263,verlassen::V,abbandonare,forlate
1264,retten::V,salvare,redde
1265,bewachen::V,custodire,bevokte
1266,schützen::V,protèggere,verne
1267,schützen::V,protèggere,beskytte
1268,verteidigen::V,difèndere,forsvare
1269,sich schlagen::V,bàttersi,slåss
1270,schießen::V,sparare,skyte
1271,siegen::V,vìncere,seire
1272,ärgern::V,stizzire,ergre
1273,schlagen::V,bàttere,
1274,treten::V,calciare,sparke
1275,stechen::V,pùngere,stikke
1276,stoßen::V,urtare,støte
1277,stoßen::V,spìngere,støte
1278,stehlen::V,rubare,stjele
1279,stören::V,disturbare,forstyrre
1280,belästigen::V,molestare,plage
1281,belästigen::V,molestare,sjenere
1282,belästigen::V,importunare,plage
1283,belästigen::V,importunare,sjenere
1284,verbergen::V,celare,gjemme
1285,verbergen::V,nascondere,gjemme
1286,täuschen::V,ingannare,villede
1287,betrügen::V,frodare,bedra
1288,betrügen::V,truffare,bedra
1289,töten::V,uccìdere,drepe
1290,wohnen::V,abitare,bo
1291,arbeiten::V,lavorare,arbeide
1292,sammeln::V,raccògliere,samle
1293,sammeln::V,collezionare,samle
1294,pflücken::V,cògliere,plukke
1295,jagen::V,cacciare,jage
1296,fischen::V,pescare,fiske
1297,fassen::V,catturare,fange
1298,fassen::V,acchiappare,fange
1299,hüten::V,pascolare,vokte
1300,treiben::V,spìngere,drive
1301,anbinden::V,legare,feste
1302,anbinden::V,attaccare,feste
1303,füttern::V,dar da mangiare a,fore
1304,melken::V,mùngere,melke
1305,hacken::V,tritare,hakke
1306,hacken::V,spaccare,hakke
1307,gießen::V,annaffiare,helle
1308,reifen::V,maturare,modne
1309,zubereiten::V,preparare,lage
1310,zubereiten::V,preparare,tilberede
1311,kochen::V,cuòcere,koke
1312,backen::V,cuòcere,bake
1313,backen::V,cuòcere al forno,bake
1314,braten::V,frìggere,steke
1315,braten::V,arrostire,steke
1316,umrühren::V,mescolare,røre om
1317,stricken::V,llavorare a maglia,strikke
1318,nähen::V,cucire,sy
1319,färben::V,tìngere,farge
1320,reinigen::V,pulire,rense
1321,reinigen::V,pulire,gjøre ren
1322,reinigen::V,nettare,rense
1323,reinigen::V,nettare,gjøre ren
1324,waschen::V,lavare,vaske
1325,abwischen::V,asciugare,tørke av
1326,spülen::V,lavare,spyle
1327,spülen::V,lavare,skylle
1328,spülen::V,sciacquare,spyle
1329,spülen::V,sciacquare,skylle
1330,fegen::V,spazzare,feie
1331,kehren::V,spazzare,koste
1332,baden::V,bagnarsi,bade
1333,baden::V,fare il bagno,bade
1334,sich waschen::V,lavarsi,vaske seg
1335,ausziehen::V,tògliersi,ta av
1336,anziehen::V,mettersi,ta på
1337,anziehen::V,indossare,ta på
1338,sich anziehen::V,vestirsi,kle på seg
1339,kämmen::V,pettinare,gre
1340,kämmen::V,pettinare,kjemme
1341,schmücken::V,ornare,pynte
1342,schmücken::V,ornare,smykke
1343,schmücken::V,decorare,pynte
1344,schmücken::V,decorare,smykke
1345,sagen::V,dire,si
1346,sprechen::V,parlare,snakke
1347,reden::V,parlare,tale
1348,reden::V,parlare,snakke
1349,sich unterhalten::V,conversare,samtale
1350,fragen::V,chièdere,spørre
1351,fragen::V,domandare,spørre
1352,bitten::V,pregare,be
1353,erzählen::V,narrare,fortelle
1354,erzählen::V,raccontare,fortelle
1355,mitteilen::V,comunicare,meddele
1356,nennen::V,nominare,kalle
1357,rufen::V,chiamare,rope
1358,prahlen::V,vantarsi,skryte
1359,übersetzen::V,tradurre,oversette
1360,denken::V,pensare,tenke
1361,glauben::V,credere,tro
1362,bemerken::V,notare,bemerke
1363,bemerken::V,notare,legge merke til
1364,bemerken::V,osservare,bemerke
1365,bemerken::V,osservare,legge merke til
1366,erkennen::V,riconoscere,gjenkjenne
1367,begreifen::V,capire,begripe
1368,begreifen::V,comprèndere,begripe
1369,verstehen::V,intèndere,forstå
1370,verstehen::V,intèndere,skjønne
1371,verstehen::V,comprèndere,forstå
1372,verstehen::V,comprèndere,skjønne
1373,lernen::V,imparare,lære
1374,lernen::V,apprèndere,lære
1375,wissen::V,sapere,vite
1376,sich erinnern an::V,ricordare,huske på
1377,sich erinnern an::V,ricordarsi di,huske på
1378,vergessen::V,dimenticare,glemme
1379,messen::V,misurare,måle
1380,zählen::V,contare,telle
1381,rechnen::V,contare,regne
1382,rechnen::V,calcolare,regne
1383,lesen::V,lèggere,lese
1384,malen::V,dipìngere,male
1385,zeichnen::V,disegnare,tegne
1386,schreiben::V,scrìvere,skrive
1387,besitzen::V,possedere,eie
1388,besitzen::V,possedere,inneha
1389,kaufen::V,comprare,kjøpe
1390,kaufen::V,acquistare,kjøpe
1391,verkaufen::V,vendere,selge
1392,bezahlen::V,pagare,betale
1393,zahlen::V,pagare,betale
1394,beherrschen::V,dominare,beherske
1395,ertragen::V,sopportare,orke
