,Concept_ID,en,no
897,scheinen::V,seem,se ut
898,zu sehen sein::V,show,synes
899,vernehmen::V,hear,få vite
900,frieren::V,be cold,fryse
901,tun::V,do,gjøre
902,können::V,can,kunne
903,wollen::V,want,ville
904,anfangen::V,start,begynne
905,beenden::V,finish,avslutte
906,aufhören::V,stop,slutte
907,aufhören::V,stop,holde opp
908,gelingen::V,succeed,lykkes
909,geraten::V,turn out,bli
910,öffnen::V,open,åpne
911,schließen::V,close,lukke
912,schließen::V,close,stenge
913,stellen::V,put,stille
914,setzen::V,place,sette
915,legen::V,lay,legge
916,berühren::V,touch,berøre
917,verbinden::V,connect,forbinde
918,bedecken::V,cover,dekke
919,aufhängen::V,hang up,henge
920,aufhängen::V,hang up,henge opp
921,anzünden::V,light,tenne
922,anzünden::V,light,antenne
923,anzünden::V,light,tenne på
924,aufheben::V,pick up,løfte
925,aufheben::V,pick up,ta opp
926,zurücklassen::V,leave,slippe tilbake
927,verlieren::V,lose,miste
928,fallen lassen::V,drop,droppe
929,fallen lassen::V,drop,la falle
930,machen::V,make,lage
931,machen::V,make,gjøre
932,herstellen::V,produce,fremstille
933,bauen::V,build,bygge
934,reparieren::V,mend,reparere
935,verbessern::V,improve,rette
936,verbessern::V,improve,forbedre
937,ändern::V,alter,forandre
938,graben::V,dig,grave
939,beugen::V,bow,bøye
940,biegen::V,bend,bøye
941,drehen::V,spin,dreie
942,wenden::V,turn,vende
943,umdrehen::V,turn around,snu
944,heben::V,raise,heve
945,hochheben::V,lift,løfte
946,ergreifen::V,seize,gripe
947,ergreifen::V,seize,få tak i
948,halten::V,hold,holde
949,drücken::V,press,trykke
950,schieben::V,push,skyve
951,kratzen::V,scrape,klø
952,kratzen::V,scrape,klore
953,lecken::V,lick,slikke
954,beißen::V,bite,bite
955,abreißen::V,tear off,rive av
956,abschneiden::V,cut off,skjære av
957,binden::V,tie,binde
958,stecken::V,stick,stikke
959,brechen::V,break,bryte
960,brechen::V,break,briste
961,klopfen::V,knock,banke
962,hauen::V,hit,hogge
963,kleben::V,glue,klistre
964,reiben::V,rub,gni
965,streichen::V,spread,stryke
966,schleifen::V,grind,slipe
967,schneiden::V,cut,klippe
968,rütteln::V,jolt,ruske
969,schütteln::V,shake,riste
970,schwenken::V,swing,svinge
971,schütten::V,pour,helle
972,füllen::V,fill,fylle
973,einwickeln::V,wrap,vikle inn
974,tragen::V,carry,bære
975,schleppen::V,drag,slepe
976,ziehen::V,pull,dra
977,ziehen::V,pull,trekke
978,aufbewahren::V,keep,oppbevare
979,aufbewahren::V,keep,ta vare på
980,werfen::V,throw,kaste
981,fangen::V,catch,fange
982,packen::V,grab,gripe
983,packen::V,grab,gripe tak i
984,verstecken::V,hide,gjemme
985,teilen::V,divide,dele
986,schicken::V,send,sende
987,bringen::V,bring,bringe
988,hinzufügen::V,add,tilføye
989,bekommen::V,get,få
990,erhalten::V,receive,få
991,nehmen::V,take,ta
992,wählen::V,choose,velge
993,auswählen::V,select,velge ut
994,bewahren::V,preserve,bevare
995,behindern::V,hinder,hindre
996,behindern::V,hinder,forhindre
997,verderben::V,spoil,ødelegge
998,beschädigen::V,damage,skade
999,zerbrechen::V,break,brekke i stykker
1000,zerreißen::V,tear,rive i stykker
1001,zerstören::V,destroy,ødelegge
1002,verbrennen::V,burn,brenne
1003,verbrennen::V,burn,brenne opp
1004,geben::V,give,gi
1005,reichen::V,hand,rekke
1006,schenken::V,give,forære
1007,schenken::V,give,skjenke
1008,versprechen::V,promise,love
1009,wünschen::V,wish,ønske
1010,loben::V,praise,rose
1011,küssen::V,kiss,kysse
1012,wiegen::V,rock,vogge
1013,zudecken::V,cover,dekke til
1014,wecken::V,wake,vekke
1015,zeigen::V,show,vise
1016,führen::V,guide,føre
1017,lehren::V,teach,lære
1018,unterrichten::V,instruct,undervise
1019,aufziehen::V,bring up,oppdra
1020,leiten::V,lead,lede
1021,antreiben::V,urge,drive på
1022,lassen::V,let,få til å
1023,einladen::V,invite,be
1024,einladen::V,invite,invitere
1025,vereinigen::V,unite,forene
1026,besuchen::V,visit,besøke
1027,treffen::V,meet,møte
1028,treffen::V,meet,treffe
1029,sich versammeln::V,assemble,forsamles
1030,spielen::V,play,leke
1031,spielen::V,play,spille
1032,singen::V,sing,synge
1033,tanzen::V,dance,danse
1034,sich trennen::V,separate,skilles
1035,verlassen::V,leave,forlate
1036,retten::V,rescue,redde
1037,bewachen::V,guard,bevokte
1038,schützen::V,protect,verne
1039,schützen::V,protect,beskytte
1040,verteidigen::V,defend,forsvare
1041,sich schlagen::V,brawl,slåss
1042,schießen::V,shoot,skyte
1043,siegen::V,win,seire
1044,ärgern::V,annoy,ergre
1045,schlagen::V,beat,
1046,treten::V,kick,sparke
1047,stechen::V,sting,stikke
1048,stoßen::V,shove,støte
1049,stehlen::V,steal,stjele
1050,stören::V,disturb,forstyrre
1051,belästigen::V,bother,plage
1052,belästigen::V,bother,sjenere
1053,verbergen::V,conceal,gjemme
1054,täuschen::V,deceive,villede
1055,betrügen::V,cheat,bedra
1056,töten::V,kill,drepe
1057,wohnen::V,dwell,bo
1058,arbeiten::V,work,arbeide
1059,sammeln::V,gather,samle
1060,pflücken::V,pick,plukke
1061,jagen::V,hunt,jage
1062,fischen::V,fish,fiske
1063,fassen::V,catch,fange
1064,hüten::V,herd,vokte
1065,treiben::V,drive,drive
1066,anbinden::V,tie up,feste
1067,füttern::V,feed,fore
1068,melken::V,milk,melke
1069,hacken::V,chop,hakke
1070,gießen::V,water,helle
1071,reifen::V,ripen,modne
1072,zubereiten::V,cook,lage
1073,zubereiten::V,cook,tilberede
1074,kochen::V,boil,koke
1075,backen::V,bake,bake
1076,braten::V,fry,steke
1077,umrühren::V,stir,røre om
1078,stricken::V,knit,strikke
1079,nähen::V,sew,sy
1080,färben::V,dye,farge
1081,reinigen::V,clean,rense
1082,reinigen::V,clean,gjøre ren
1083,waschen::V,wash,vaske
1084,abwischen::V,wipe,tørke av
1085,spülen::V,rinse,spyle
1086,spülen::V,rinse,skylle
1087,fegen::V,sweep,feie
1088,kehren::V,sweep,koste
1089,baden::V,bath,bade
1090,sich waschen::V,wash,vaske seg
1091,ausziehen::V,take off,ta av
1092,anziehen::V,put on,ta på
1093,sich anziehen::V,get dressed,kle på seg
1094,kämmen::V,comb,gre
1095,kämmen::V,comb,kjemme
1096,schmücken::V,decorate,pynte
1097,schmücken::V,decorate,smykke
1098,sagen::V,say,si
1099,sprechen::V,speak,snakke
1100,reden::V,talk,tale
1101,reden::V,talk,snakke
1102,sich unterhalten::V,chat,samtale
1103,fragen::V,ask,spørre
1104,bitten::V,request,be
1105,erzählen::V,tell,fortelle
1106,mitteilen::V,convey,meddele
1107,nennen::V,name,kalle
1108,rufen::V,call,rope
1109,prahlen::V,brag,skryte
1110,übersetzen::V,translate,oversette
1111,denken::V,think,tenke
1112,glauben::V,believe,tro
1113,bemerken::V,notice,bemerke
1114,bemerken::V,notice,legge merke til
1115,erkennen::V,recognize,gjenkjenne
1116,begreifen::V,grasp,begripe
1117,verstehen::V,understand,forstå
1118,verstehen::V,understand,skjønne
1119,lernen::V,learn,lære
1120,wissen::V,know,vite
1121,sich erinnern an::V,remember,huske på
1122,vergessen::V,forget,glemme
1123,messen::V,measure,måle
1124,zählen::V,count,telle
1125,rechnen::V,calculate,regne
1126,lesen::V,read,lese
1127,malen::V,paint,male
1128,zeichnen::V,draw,tegne
1129,schreiben::V,write,skrive
1130,besitzen::V,own,eie
1131,besitzen::V,own,inneha
1132,kaufen::V,buy,kjøpe
1133,verkaufen::V,sell,selge
1134,bezahlen::V,pay for,betale
1135,zahlen::V,pay,betale
1136,beherrschen::V,rule,beherske
1137,ertragen::V,endure,orke
