,Concept_ID,da,zh
875,aufhängen::V,hænge,挂
876,aufhängen::V,hænge op,挂
877,anzünden::V,tænde,点
878,anzünden::V,antænde,点
879,aufheben::V,løfte,拾起
880,aufheben::V,tage op,拾起
881,zurücklassen::V,lade tilbage,遗留
882,verlieren::V,miste,丧失
883,fallen lassen::V,tabe,让掉下
884,fallen lassen::V,droppe,让掉下
885,machen::V,gøre,做
886,herstellen::V,fremstille,生产
887,bauen::V,bygge,建造
888,reparieren::V,reparere,修理
889,verbessern::V,rette,改进
890,verbessern::V,forbedre,改进
891,ändern::V,ændre,改变
892,graben::V,grave,挖
893,beugen::V,bøje,弯下
894,biegen::V,bøje,弯
895,drehen::V,dreje,转动
896,wenden::V,vende,转动
897,umdrehen::V,dreje om,转动
898,heben::V,hæve,举起
899,hochheben::V,løfte,抬高
900,ergreifen::V,gribe fat i,抓住
901,halten::V,holde,拿着
902,drücken::V,trykke,压
903,schieben::V,skyde,推
904,schieben::V,skubbe,推
905,kratzen::V,klø,搔
906,kratzen::V,kradse,搔
907,lecken::V,slikke,舔
908,beißen::V,bide,咬
909,abreißen::V,rive af,撕下
910,abschneiden::V,skære af,切断
911,binden::V,binde,捆
912,stecken::V,stikke,插
913,brechen::V,brække,断裂
914,klopfen::V,banke,敲
915,hauen::V,hugge,揍
916,kleben::V,klistre,粘
917,reiben::V,gnide,摩擦
918,streichen::V,smøre,涂
919,schleifen::V,slibe,拖曳
920,schneiden::V,skære,切
921,schneiden::V,klippe,切
922,rütteln::V,ruske,颠簸
923,schütteln::V,ryste,摇动
924,schwenken::V,svinge,摇动
925,schütten::V,hælde,倒
926,füllen::V,fylde,填满
927,einwickeln::V,pakke ind,包
928,tragen::V,bære,提
929,schleppen::V,slæbe,扛
930,ziehen::V,trække,拉
931,aufbewahren::V,opbevare,保存
932,werfen::V,kaste,扔
933,fangen::V,fange,捕捉
934,packen::V,gribe,抓住
935,verstecken::V,gemme,藏
936,teilen::V,dele,分
937,schicken::V,sende,派遣
938,bringen::V,bringe,带来
939,hinzufügen::V,tilføje,添加
940,bekommen::V,få,得到
941,erhalten::V,få,接到
942,nehmen::V,tage,拿
943,wählen::V,vælge,挑选
944,auswählen::V,udvælge,选择
945,bewahren::V,bevare,保持
946,behindern::V,hindre,防碍
947,behindern::V,forhindre,防碍
948,verderben::V,ødelægge,败坏
949,beschädigen::V,beskadige,损坏
950,zerbrechen::V,brække itu,破碎
951,zerreißen::V,rive itu,撕碎
952,zerstören::V,ødelægge,毁坏
953,verbrennen::V,brænde,燃烧
954,geben::V,give,给
955,reichen::V,række,递给
956,schenken::V,forære,赠送
957,versprechen::V,love,许诺
958,wünschen::V,ønske,祝
959,loben::V,rose,表扬
960,küssen::V,kysse,亲
961,wiegen::V,vugge,轻摇
962,zudecken::V,dække til,盖上
963,wecken::V,vække,唤起
964,zeigen::V,vise,指
965,führen::V,føre,带领
966,lehren::V,lære,教
967,unterrichten::V,undervise,讲课
968,aufziehen::V,opdrage,抚养
969,leiten::V,lede,领导
970,antreiben::V,skynde på,催促
971,lassen::V,få til at,让
972,einladen::V,indbyde,邀请
973,einladen::V,invitere,邀请
974,vereinigen::V,forene,统一
975,besuchen::V,besøge,参观
976,treffen::V,møde,会面
977,sich versammeln::V,forsamles,聚集
978,spielen::V,lege,玩
979,spielen::V,spille,玩
980,singen::V,synge,唱歌
981,tanzen::V,danse,跳舞
982,sich trennen::V,skilles,分别
983,verlassen::V,forlade,离开
984,retten::V,redde,救
985,bewachen::V,bevogte,守卫
986,schützen::V,skærme,保护
987,schützen::V,beskytte,保护
988,verteidigen::V,forsvare,保卫
989,sich schlagen::V,slås,打架
990,schießen::V,skyde,射击
991,siegen::V,sejre,获胜
992,ärgern::V,ærgre,激怒
993,schlagen::V,slå,打
994,treten::V,sparke,踢
995,stechen::V,stikke,刺
996,stoßen::V,støde,撞
997,stehlen::V,stjæle,盗窃
998,stören::V,forstyrre,干扰
999,belästigen::V,genere,打搅
1000,belästigen::V,ulejlige,打搅
1001,verbergen::V,skjule,隐藏
1002,täuschen::V,villede,欺骗
1003,betrügen::V,bedrage,欺骗
1004,töten::V,dræbe,杀
1005,wohnen::V,bo,居住
1006,arbeiten::V,arbejde,工作
1007,sammeln::V,samle,收集
1008,pflücken::V,plukke,采
1009,jagen::V,jage,打猎
1010,fischen::V,fiske,捕鱼
1011,fassen::V,fange,捉住
1012,hüten::V,vogte,守护
1013,treiben::V,drive,漂
1014,anbinden::V,binde fast,拴
1015,füttern::V,fodre,喂
1016,melken::V,malke,挤奶
1017,hacken::V,hakke,剁细
1018,gießen::V,hælde,浇
1019,reifen::V,modne,成熟
1020,zubereiten::V,tilberede,
1021,kochen::V,koge,煮
1022,backen::V,bage,烤
1023,braten::V,stege,煎
1024,umrühren::V,røre om,搅拌
1025,stricken::V,strikke,织
1026,nähen::V,sy,缝
1027,färben::V,farve,染色
1028,reinigen::V,rense,清洁
1029,reinigen::V,gøre ren,清洁
1030,waschen::V,vaske,洗
1031,abwischen::V,tørre af,擦掉
1032,spülen::V,skylle,清洗
1033,fegen::V,feje,扫
1034,kehren::V,feje,打扫
1035,baden::V,bade,给...洗澡
1036,sich waschen::V,vaske sig,洗澡
1037,ausziehen::V,tage af,脱
1038,anziehen::V,tage på,穿
1039,sich anziehen::V,klæde sig på,穿衣
1040,kämmen::V,rede,梳
1041,kämmen::V,frisere,梳
1042,schmücken::V,pynte,装饰
1043,schmücken::V,smykke,装饰
1044,sagen::V,sige,说
1045,sprechen::V,snakke,说
1046,reden::V,tale,讲
1047,reden::V,snakke,讲
1048,sich unterhalten::V,snakke sammen,聊天
1049,fragen::V,spørge,问
1050,bitten::V,bede,请
1051,erzählen::V,berette,叙述
1052,erzählen::V,fortælle,叙述
1053,mitteilen::V,meddele,通知
1054,nennen::V,nævne,叫做
1055,rufen::V,råbe,叫
1056,prahlen::V,prale,吹牛
1057,übersetzen::V,oversætte,翻译
1058,denken::V,tænke,想
1059,glauben::V,tro,以为
1060,bemerken::V,bemærke,发觉
1061,bemerken::V,lægge mærke til,发觉
1062,erkennen::V,genkende,识别
1063,begreifen::V,begribe,理解
1064,verstehen::V,forstå,明白
1065,lernen::V,lære,学
1066,wissen::V,vide,知道
1067,sich erinnern an::V,mindes,回忆
1068,sich erinnern an::V,huske på,回忆
1069,vergessen::V,glemme,忘记
1070,messen::V,måle,测量
1071,zählen::V,tælle,数
1072,rechnen::V,regne,计算
1073,lesen::V,læse,读
1074,malen::V,male,画
1075,zeichnen::V,tegne,绘制
1076,schreiben::V,skrive,写
1077,besitzen::V,eje,占有
1078,besitzen::V,besidde,占有
1079,kaufen::V,købe,买
1080,verkaufen::V,sælge,卖
1081,bezahlen::V,betale,付钱
1082,zahlen::V,betale,支付
1083,beherrschen::V,beherske,统治
1084,ertragen::V,tåle,忍耐
1085,ertragen::V,udholde,忍耐
1086,hinfallen::V,,跌倒
