,Concept_ID,cv,ml
590,rund::A,ҫавра,വട്ടത്തിലുള്ള
591,spitz::A,шӗвӗр,മുനയുള്ള
592,scharf::A,ҫивӗч,മൂർച്ചയുള്ള
593,stumpf::A,мӑка,തുറന്നടിക്കുന്ന
594,stumpf::A,пуклак,തുറന്നടിക്കുന്ന
595,stumpf::A,тӗрӗнчӗк,തുറന്നടിക്കുന്ന
596,stumpf::A,ӑнкарусӑр,തുറന്നടിക്കുന്ന
597,schwer::A,йывӑр,ഭാരമുള്ള
598,schön::A,илемлӗ,മനോഹരമായ
599,heiß::A,вӗри,ചൂടുള്ള
600,warm::A,ӑшӑ,ചൂടുള്ള
601,kalt::A,сивӗ,തണുത്ത
602,kühl::A,уҫӑ,തണുപ്പുള്ള
603,frisch::A,уҫӑ,ശുദ്ധമായ
604,feucht::A,йӗпе,ഈറനുള്ള
605,nass::A,нӳрӗ,നനഞ്ഞ
606,trocken::A,типӗ,വരണ്ട
607,voll::A,тулли,നിറയെ
608,leer::A,пушӑ,ഒഴിഞ്ഞ
609,offen::A,уҫӑ,തുറന്ന
610,geschlossen::A,хупӑ,അടച്ച
611,sauber::A,таса,വൃത്തിയുള്ള
612,schmutzig::A,пылчӑклӑ,അഴുക്കുനിറഞ്ഞ
613,schmutzig::A,вараланчӑк,അഴുക്കുനിറഞ്ഞ
614,roh::A,чӗрӗ,അസംസ്കൃതമായ
615,reif::A,пулнӑ,പഴുത്ത
616,reif::A,пиҫӗхнӗ,പഴുത്ത
617,reif::A,аталаннӑ,പഴുത്ത
618,reif::A,пиҫсе ҫитнӗ,പഴുത്ത
619,lecker::A,тутлӑ,രുചികരമായ
620,lecker::A,техӗмлӗ,രുചികരമായ
621,süß::A,пылак,മധുരമുള്ള
622,bitter::A,йӳҫӗ,കടുത്ത
623,sauer::A,йӳҫӗ,പുളിപ്പുള്ള
624,sauer::A,йӳҫек,പുളിപ്പുള്ള
625,sauer::A,кӑвасак,പുളിപ്പുള്ള
626,hell::A,ҫутӑ,ജ്വലിക്കുന്ന
627,dunkel::A,тӗттӗм,ഇരുണ്ട
628,schwarz::A,хура,കറുത്ത
629,weiß::A,шурӑ,വെളുത്ത
630,rot::A,хӗрлӗ,ചുവന്ന
631,gelb::A,сарӑ,മഞ്ഞനിറമായ
632,blau::A,кӑвак,നീലനിറമുള്ള
633,grün::A,симӗс,പച്ചനിറമുള്ള
634,grün::A,пиҫмен,പച്ചനിറമുള്ള
635,grün::A,ӑс пухман,പച്ചനിറമുള്ള
636,grau::A,кӑвак,ചാരനിറത്തിലുള്ള
637,bunt::A,чӑпар,വർണ്ണശബളമായ
638,billig::A,йӳнӗ,വിലകുറഞ്ഞ
639,teuer::A,хаклӑ,ചെലവേറിയ
640,wertvoll::A,паха,വിലപിടിപ്പുള്ള
641,blind::A,суккӑр,അന്ധനായ
642,taub::A,хӑлхасӑр,കേൾവിക്കുറവുള്ള
643,kräftig::A,хӑватлӑ,ശക്തിയുള്ള
644,stark::A,вирлӗ,ബലമുള്ള
645,schwach::A,халсӑр,ക്ഷീണിച്ച
646,fett::A,самӑр,കൊഴുപ്പുള്ള
647,fett::A,мӑнтӑр,കൊഴുപ്പുള്ള
648,schlank::A,йӑрӑс,മെലിഞ്ഞ
649,schlank::A,яштака,മെലിഞ്ഞ
650,hübsch::A,хитре,മനോഹരമായ
651,böse::A,усал,പാപിയായ
652,dumm::A,ухмах,വിവരംകെട്ട
653,faul::A,наян,അലസനായ
654,faul::A,юлхав,അലസനായ
655,faul::A,ӳркенчӗк,അലസനായ
656,fleißig::A,хастар,അദ്ധ്വാനശീലമുള്ള
657,geizig::A,хытӑ,പിശുക്കനായ
658,klug::A,ӑслӑ,ബുദ്ധിസാമർഥ്യമുള്ള
659,geschickt::A,ӑста,പ്രതിഭാശാലി
660,lieb::A,савнӑ,പ്രിയപ്പെട്ട
661,lustig::A,хаваслӑ,ആനന്ദകരമായ
662,sanft::A,ачаш,സൌമ്യമായ
663,hungrig::A,выҫӑ,വിശപ്പുള്ള
664,krank::A,чирлӗ,അസുഖമുള്ള
665,nackt::A,ҫара,നഡമായ
666,traurig::A,салхуллӑ,വിഷമമുള്ള
667,lebendig::A,чӗрӗ,ഉപജീവനം
668,gut::A,аван,നല്ല
669,gut::A,лайӑх,നല്ല
670,schlecht::A,япӑх,മോശമായ
671,schlecht::A,начар,മോശമായ
672,richtig::A,тӗрӗс,ശരിയായ
673,schlimm::A,йӗрӗнчӗк,വൃത്തികെട്ട
674,wahr::A,чӑн,ശരിയായ
675,alt::A,кивӗ,പഴയ
676,neu::A,ҫӗнӗ,പുതിയ
677,ehemalig::A,пулнӑ,മുൻ
678,alt[Lebewesen]::A,ватӑ,വയസ്സുള്ള
679,jung::A,яш,കൌമാരമായ
680,jung::A,ҫамрӑк,കൌമാരമായ
681,arm::A,чухӑн,പാവപ്പെട്ട
682,reich::A,пуян,സമ്പന്നമായ
683,bekannt::A,пӗлӗш,പരിചിതമായ
684,berühmt::A,чаплӑ,പ്രശസ്തനായ
685,fremd::A,ют,വൈദേശികമായ
686,verschieden::A,расна,വ്യത്യസ്തമായ
687,nah::A,ҫывӑх,അരികത്തുള്ള
688,nah::A,ҫывӑхри,അരികത്തുള്ള
689,fern::A,инҫе,അകലെയുള്ള
690,fern::A,аякри,അകലെയുള്ള
691,linker::A,сулахай,അവശേഷിച്ച
692,rechter::A,сылтӑм,വലത്തേ
693,anderer::A,урӑх,മറ്റുള്ള
694,erster::A,пӗрремӗш,ആദ്യത്തെ
695,zweiter::A,иккӗмӗш,രണ്ടാം
696,dritter::A,виҫҫӗмӗш,മൂന്നാമത്
697,letzter::A,юлашки,അവസാനത്തെ
698,allein::ADV,пӗччен,തനിച്ചുള്ള
699,auf einmal::ADV,кӗмӗрккен,ഉടന്
700,zusammen::ADV,пӗрле,ഒരുമിച്ച
701,lange::ADV,вӑрах,നീണ്ട_കാലത്തേയ്ക്ക്
702,plötzlich::ADV,сасартӑк,പെട്ടെന്ന്
703,sofort::ADV,тӳрех,തത്ക്ഷണം
704,später::ADV,кайран,പിന്നീട്
705,jetzt::ADV,халь,ഇപ്പോൾ
706,jetzt::ADV,халӗ,ഇപ്പോൾ
707,heute::ADV,паян,ഇന്ന്
708,morgen::ADV,ыран,നാളെ
709,bald::ADV,халех,ഉടനെ
710,bald::ADV,кӗҫех,ഉടനെ
711,dann::ADV,унтан,അപ്പോൾ
712,gestern::ADV,ӗнер,ഇന്നലെ
713,einst::ADV,пӗррехинче,പണ്ടൊരിക്കല്
714,damals::ADV,ун чухне,അപ്പോൾ
715,damals::ADV,апла пулсан,അപ്പോൾ
716,danach::ADV,унтан,പിന്നീട്
717,vorher::ADV,малтан,മുൻപ്
718,zuerst::ADV,пирвай,ആദ്യം
719,einmal::ADV,пӗррехинче,ഒരിക്കൽ
720,manchmal::ADV,хӑш чухне,ചിലപ്പോൾ
721,oft::ADV,тӑтӑш,പലപ്പോഴും
722,immer::ADV,ялан,എപ്പോഴും
723,niemals::ADV,нихӑҫан та,ഒരിക്കലും
724,hier::ADV,кунта,ഇവിടെ
725,hierhin::ADV,кунта,ഇവിടേക്ക്
726,von hier::ADV,кунтан,ഇവിടെനിന്ന്
727,dort::ADV,унта,അവിടെ
728,dort::ADV,ҫавӑнта,അവിടെ
729,dorthin::ADV,унта,അവിടേക്ക്
730,dorthin::ADV,ҫавӑнта,അവിടേക്ക്
731,geradeaus::ADV,тикӗс,മുമ്പിൽ
732,geradeaus::ADV,тикӗс,മുമന്നോട്ട്
733,vorwärts::ADV,малалла,മുന്നോട്ട്
734,rückwärts::ADV,хыҫала,തലതിരിച്ച്
735,zurück::ADV,каялла,പുറകിലേക്ക്
736,unten::ADV,аялта,താഴെ
737,hinab::ADV,аялта,താഴേക്ക്
738,oben::ADV,ҫӳлте,മുകളിൽ
739,hinauf::ADV,ҫӳле,മുകളിൽ
740,überall::ADV,таҫта та,എല്ലായിടത്തും
741,überall::ADV,пур ҫӗрте те,എല്ലായിടത്തും
742,überall::ADV,кирек ӑҫта та,എല്ലായിടത്തും
743,nicht::ADV,мар,ഇല്ല
744,ein wenig::ADV,пӑртак,കുറച്ച്
745,kaum::ADV,аран,കഷ്ടിച്ച്
746,sehr::ADV,питӗ,വളരെ
747,so::ADV,апла,അങ്ങനെ
748,noch::ADV,татах,ഇപ്പോഴും
749,nur::ADV,ҫех,മാത്രം
750,schon::ADV,ӗнтӗ,നേരത്തേ തന്നെ
751,wieder::ADV,каллех,വീണ്ടും
752,vergebens::ADV,харам,വിഫല
753,vor::PRP,умӗнче,മുമ്പിൽ
754,hinter::PRP,кайра,പുറകിൽ
755,unter::PRP,айне,കീഴിൽ
756,unter::PRP,айӗпе,കീഴിൽ
757,unter::PRP,айӗнче,കീഴിൽ
758,unter::PRP,ҫитеспе,കീഴിൽ
759,durch::PRP,витӗр,ഉള്ളിലൂടെ
760,neben::PRP,патӗнче,അടുത്ത്
761,zwischen::PRP,хушшинче,ഇടയ്ക്ക്
762,wegen::PRP,пула,നിമിത്തം
763,wegen::PRP,пирки,നിമിത്തം
764,dies::PRN,ку,ഇത്
765,dies::PRN,ҫак,ഇത്
766,das::PRN,ҫав,അത്
767,alles::PRN,пурте,എല്ലാം
768,alles::PRN,йӑлт,എല്ലാം
769,ich::PRN,эп,ഞാൻ
770,du::PRN,эс,നിങ്ങൾ
771,er::PRN,вӑл,അദ്ദേഹം
772,er::PRN,вӑл,അയാൾ
773,er::PRN,вӑл,അവൻ
774,er::PRN,вӑл,അവർ
775,er::PRN,вӑл,അവൾ
776,wir::PRN,эпир,നമ്മൾ
777,ihr::PRN,эсир,നിങ്ങൾ
778,sie::PRN,вӗсем,അവർ
779,was::FPRN,мӗн,എന്ത്
780,was::FPRN,мӗскер,എന്ത്
781,was::FPRN,мӗн те пулин,എന്ത്
782,wer::FPRN,кам,ആര്
783,wo::FADV,ӑҫта,എവിടെ
784,wohin::FADV,ӑҫта,എവിടേക്ക്
785,wie::FADV,епле,എങ്ങനെ
786,wie::FADV,мӗнле,എങ്ങനെ
787,warum::FADV,ма,എന്തുകൊണ്ട്
788,warum::FADV,мӗншӗн,എന്തുകൊണ്ട്
789,wieviel::FNUM,миҫе,എത്ര
790,eins::NUM,пӗр,ഒന്ന്
791,eins::NUM,пӗрре,ഒന്ന്
792,zwei::NUM,ик,രണ്ട്
793,zwei::NUM,икӗ,രണ്ട്
794,zwei::NUM,иккӗ,രണ്ട്
795,drei::NUM,виҫ,മൂന്ന്
796,drei::NUM,виҫӗ,മൂന്ന്
797,drei::NUM,виҫҫӗ,മൂന്ന്
798,vier::NUM,тӑват,നാല്
799,fünf::NUM,пилӗк,അഞ്ച്
800,fünf::NUM,пиллӗк,അഞ്ച്
801,sechs::NUM,улт,ആറ്
802,sechs::NUM,ултӑ,ആറ്
803,sechs::NUM,улттӑ,ആറ്
804,sieben::NUM,ҫич,ഏഴ്
805,sieben::NUM,ҫичӗ,ഏഴ്
806,sieben::NUM,ҫиччӗ,ഏഴ്
807,acht::NUM,сакӑр,എട്ട്
808,acht::NUM,саккӑр,എട്ട്
809,neun::NUM,тӑхӑр,ഒമ്പത്
810,neun::NUM,тӑххӑр,ഒമ്പത്
811,zehn::NUM,вунӑ,പത്ത്
812,zehn::NUM,вуннӑ,പത്ത്
813,elf::NUM,вун пӗр,പതിനൊന്ന്
814,zwölf::NUM,вун ик,പന്ത്രണ്ട്
815,zwölf::NUM,вун икӗ,പന്ത്രണ്ട്
816,zwölf::NUM,вун иккӗ,പന്ത്രണ്ട്
817,zwanzig::NUM,ҫирӗм,ഇരുപത്
818,dreißig::NUM,вӑтӑр,മുപ്പത്
819,vierzig::NUM,хӗрӗх,നാൽപ്പത്
820,fünfzig::NUM,аллӑ,അൻപത്
821,sechzig::NUM,утмӑл,അറുപത്
822,siebzig::NUM,ҫитмӗл,എഴുപത്
823,achtzig::NUM,сакӑр вунӑ,എൺപത്
824,achtzig::NUM,сакӑр вуннӑ,എൺപത്
825,neunzig::NUM,тӑхӑр вун,തൊണ്ണൂറ്
826,neunzig::NUM,тӑхӑр вунӑ,തൊണ്ണൂറ്
827,neunzig::NUM,тӑхӑр вуннӑ,തൊണ്ണൂറ്
828,hundert::NUM,ҫӗр,നൂറ്
829,tausend::NUM,пин,ആയിരം
830,und::CNJ,та,ഉം
831,oder::CNJ,е,അഥവാ
832,stehen::V,тӑр,നിൽക്കുക
833,sitzen::V,лар,ഇരിക്കുക
834,liegen::V,вырт,കിടക്കുക
835,hängen::V,усӑнса тӑр,തൂങ്ങുക
836,hängen::V,ҫакӑнса тӑр,തൂങ്ങുക
837,werden::V,пул,ആയിത്തീരുക
838,passieren::V,пул,സംഭവിക്കുക
839,beginnen::V,пуҫлан,ആരംഭിക്കുക
840,enden::V,пӗт,അവസാനിപ്പിക്കുക
841,enden::V,вӗҫлен,അവസാനിപ്പിക്കുക
842,wechseln::V,улшӑн,മാറ്റുക
843,aufgehen[Sonne]::V,тух,ഉയരുക
844,untergehen[Sonne]::V,анса лар,അടുക്കി_വയ്ക്കുക
845,scheinen[Sonne]::V,пӑх,പ്രകാശിക്കുക
846,donnern::V,кӗмсӗртет,ഇടിവെട്ടുക
847,donnern::V,авӑт,ഇടിവെട്ടുക
848,wehen::V,варкӑш,വീശുക
849,strömen::V,тӑкӑн,ഒഴുകുക
850,fließen::V,юх,ഒഴുകുക
851,sich drehen::V,ҫаврӑн,ചുറ്റുക
852,sich drehen::V,ҫаврӑн,കറക്കുക
853,schwanken::V,чӳхен,ഇരുവശത്തേയ്ക്കും_ആടുക
854,schwingen::V,суллан,ആടുക
855,fallen::V,кип,വീഴുക
856,fallen::V,тӳр кип,വീഴുക
857,fallen::V,татӑлса ан,വീഴുക
858,brennen::V,ҫун,കത്തുക
859,rauchen::V,мӑкӑрлан,പുകയുക
860,rauchen::V,тӗтӗм кӑлар,പുകയുക
861,regnen::V,ҫумӑр ҫӑвать,മഴ_പെയ്യുക
862,gefrieren::V,шӑн,തണത്ത്_മരവിക്കുക
863,tauen::V,ирӗл,അലിയുക
864,schmelzen::V,ирӗл,ഉരുകുക
865,trocknen::V,тип,വരളുക
866,sieden::V,вӗре,തിളപ്പിക്കുക
867,faulen::V,ҫӗр,ചീയുക
868,verfaulen::V,ҫӗр,അഴുകുക
869,reißen::V,ҫурӑл,ശബ്ദത്തോടെ_മുറിയുക
870,versinken::V,пут,മുക്കുക
871,vergehen::V,ирт,കടന്നുപോകുക
872,erscheinen::V,курӑн,പ്രത്യക്ഷപ്പെടുക
873,erscheinen::V,курӑнса кай,പ്രത്യക്ഷപ്പെടുക
874,verschwinden::V,ҫухал,അദൃശ്യമാകുക
875,sinken::V,чак,താഴുക
876,abnehmen::V,чак,കുറിയുക
877,zunehmen::V,пысӑклан,വർദ്ധിക്കുക
878,steigen::V,ҫӗклен,ഉയരുക
879,wachsen::V,ӳс,വളരുക
880,glänzen::V,ҫиҫ,മിന്നുക
881,funkeln::V,ялкӑш,തിളങ്ങുക
882,funkeln::V,йӑлтӑртат,തിളങ്ങുക
883,lärmen::V,шавла,ശബ്ദമുണ്ടാക്കുക
884,läuten::V,шӑнкӑравла,മണിമുഴങ്ങുക
885,klingeln::V,шӑнкӑравла,ചിലമ്പുക
886,klirren::V,калтлат,കിലുക്കുക
887,klirren::V,шӑнкӑлтат,കിലുക്കുക
888,brausen::V,ахӑр,മുഴങ്ങുക
889,rauschen::V,вашӑлтат,അനങ്ങുക
890,rauschen::V,чашӑлтат,അനങ്ങുക
891,klingen::V,янӑра,മുഴക്കുക
892,bellen::V,вӗр,കുരയ്ക്കുക
893,heulen::V,ула,ഓരിയിടുക
894,blasen::V,вӗр,ഊതുക
895,pfeifen::V,шӑхӑр,വിസിലടിക്കുക
896,schreien::V,кӑшкӑр,ആക്രോശിക്കുക
897,stöhnen::V,йынӑш,അരക്കം
898,stöhnen::V,йынӑш,ആർത്തനാദം
899,zittern::V,чӗтре,വിറയ്ക്കുക
900,leben::V,пурӑн,താമസിക്കുക
901,geboren werden::V,ҫурал,ജനിക്കുക
902,atmen::V,сывла,ശ്വസിക്കുക
903,trinken::V,ӗҫ,കുടിക്കുക
904,essen::V,ҫи,കഴിക്കുക
905,schlucken::V,ҫӑт,വിഴുങ്ങുക
906,müde werden::V,ӗшен,ക്ഷീണിക്കുക
907,einschlafen::V,ыйха пут,നിദ്രിക്കുക
908,einschlafen::V,ҫывӑрса кай,നിദ്രിക്കുക
909,schlafen::V,ҫывӑр,ഉറങ്ങുക
910,aufwachen::V,вӑран,ഉണരുക
911,aufstehen::V,тӑр,എഴുന്നേൽക്കുക
912,sich erholen::V,кан,വിശ്രമിക്കുക
913,krank werden::V,чирле,ദീനംപിടിക്കുക
914,krank sein::V,чирле,രോഗികളാകുക
915,schmerzen::V,сур,വേദനിക്കുക
916,schmerzen::V,ырат,വേദനിക്കുക
917,husten::V,ӳсӗр,ചുമയ്ക്കുക
918,genesen::V,сывал,സുഖപ്പെടുക
919,genesen::V,тӳрлен,സുഖപ്പെടുക
920,sterben::V,вил,മരിക്കുക
921,umkommen::V,вил,മരിക്കുക
922,sich bewegen::V,куҫ,സ്ഥലം_മാറുക
923,sich rühren::V,хускал,ചലിക്കുക
924,sich erheben::V,тӑр,നിൽക്കുക
925,sich setzen::V,лар,ഇരിക്കുക
926,hinfallen::V,ӳк,വീഴുക
927,laufen::V,ут,നടക്കുക
928,schreiten::V,ут,നടക്കുക
929,spazierengehen::V,уҫӑлса ҫӳре,ഉലാത്തുക
930,spazierengehen::V,уткаласа ҫӳре,ഉലാത്തുക
931,eilen::V,васка,പാഞ്ഞെത്തുക
932,eilen::V,хыпалан,പാഞ്ഞെത്തുക
933,sich beeilen::V,васка,തിരിക്കുകൂട്ടുക
934,sich beeilen::V,васка,തിടുക്കം_കാട്ടുക
935,sich beeilen::V,хыпалан,തിരിക്കുകൂട്ടുക
936,sich beeilen::V,хыпалан,തിടുക്കം_കാട്ടുക
937,sausen::V,ыткӑн,കുതിക്കുക
938,sausen::V,вӗҫтер,കുതിക്കുക
939,rennen::V,чуп,ഓടുക
940,springen::V,сик,ചാടുക
941,klettern::V,улӑх,കയറുക
942,schaukeln::V,йӳрӗн,ഇളകുക
943,kriechen::V,шу,പതുങ്ങികയറുക
944,kriechen::V,упален,പതുങ്ങികയറുക
945,schwimmen::V,иш,നീന്തുക
946,tauchen::V,чӑм,വെള്ളത്തിലേക്ക് ചാടുക
947,rudern::V,авӑс,തുഴയുക
948,fahren::V,пыр,വാഹനം ഓടിക്കുക
949,fliegen::V,вӗҫ,പറക്കുക
950,gehen::V,кай,പോകുക
951,weggehen::V,кай,വിടുക
952,abfahren::V,тапран,പുറപ്പെടുക
953,anhalten::V,чарӑн,നിർത്തുക
954,hineingehen::V,кӗр,പ്രവേശിക്കുക
955,eintreten::V,кӗр,പ്രവേശിക്കുക
956,kommen::V,кил,വരുക
957,ankommen::V,ҫит,എത്തിച്ചേരുക
958,zurückkommen::V,таврӑн,തിരിച്ചു വരുക
959,zurückkommen::V,каялла кил,തിരിച്ചു വരുക
960,bleiben::V,юл,തുടരുക
961,warten::V,кӗт,കാത്തിരിക്കുക
962,erwarten::V,кӗт,പ്രതീക്ഷിക്കുക
963,suchen::V,шыра,തിരയുക
964,finden::V,туп,കണ്ടെത്തുക
965,versuchen::V,пикен,ശ്രമിക്കുക
966,vorbereiten::V,хатӗрле,തയ്യാറെടുക്കുക
967,lieben::V,юрат,സ്നേഹിക്കുക
968,mögen::V,кӑмӑлла,ഇഷ്ടപ്പെടുക
969,mögen::V,килӗштер,ഇഷ്ടപ്പെടുക
970,lachen::V,кул,ചിരിക്കുക
971,lachen::V,ахӑлтат,ചിരിക്കുക
972,rühren::V,ҫулӑх,ഹൃദയം സ്പർശിക്കുക
973,weinen::V,йӗр,തേങ്ങുക
974,weinen::V,макӑр,തേങ്ങുക
975,schimpfen::V,вӑрҫ,പിറുപിറുക്കുക
976,schimpfen::V,ятлаҫ,പിറുപിറുക്കുക
977,sich ärgern::V,ҫиллен,കോപിക്കുക
978,sich fürchten::V,шиклен,പേടിക്കുക
979,fürchten::V,хӑра,പേടിക്കുക
980,fliehen::V,тар,രക്ഷപ്പെടുക
981,flüchten::V,чупса тар,രക്ഷപ്പെടുക
982,sehen::V,кур,കാണുക
983,anschauen::V,пӑхса ил,നോക്കുക
984,ansehen::V,пӑх,നോക്കുക
985,hören::V,илт,കേൾക്കുക
986,zuhören::V,итле,ശ്രദ്ധിക്കുക
987,zuhören::V,тӑнла,ശ്രദ്ധിക്കുക
988,probieren::V,астив,രുചിയുള്ളതായി_തോന്നുക
989,riechen::V,шӑршла,മണത്തു_നോക്കുക
990,fühlen::V,туй,സ്പർശിച്ചറിയുക
991,fühlen::V,сис,സ്പർശിച്ചറിയുക
992,scheinen::V,туйӑн,കാണപ്പെടുക
993,zu sehen sein::V,курӑн,വെളിച്ചപ്പെടുക
994,vernehmen::V,пӑл,കേൾക്കുക
995,frieren::V,йӳтен,വിറയ്ക്കുക
996,tun::V,ту,ചെയ്യുക
997,können::V,пултар,കഴിയുക
998,wollen::V,те,വേണുക
999,anfangen::V,пуҫла,തുടങ്ങുക
1000,beenden::V,пӗтер,പൂർത്തിയാക്കുക
1001,aufhören::V,пӑрах,നിർത്തുക
1002,gelingen::V,ӑн,വിജയിക്കുക
1003,geraten::V,пул,പരിണമിക്കുക
1004,öffnen::V,уҫ,തുറക്കുക
1005,schließen::V,хуп,അടയ്ക്കുക
1006,stellen::V,ларт,വയ്ക്കുക
1007,stellen::V,тӑрат,വയ്ക്കുക
1008,setzen::V,ларт,വയ്ക്കുക
1009,legen::V,хур,ഇടുക
1010,berühren::V,перӗн,തൊടുക
1011,verbinden::V,сып,ഘടിപ്പിക്കുക
1012,bedecken::V,вит,മുടുക
1013,aufhängen::V,ҫак,കെട്ടിതൂക്കുക
1014,anzünden::V,ҫут,കത്തിക്കുക
1015,aufheben::V,ҫӗкле,പെറുക്കിയെടുക്കുക
1016,zurücklassen::V,манса хӑвар,വച്ചുപോരുക
1017,verlieren::V,ҫӗтер,നഷ്ടപ്പെടുക
1018,fallen lassen::V,ӳкер,വീഴ്ത്തുക
1019,machen::V,ту,ഉണ്ടാക്കുക
1020,herstellen::V,ӑстала,ഉൽപാദിപ്പിക്കുക
1021,bauen::V,ту,നിർമ്മിക്കുക
1022,reparieren::V,юса,നന്നാക്കുക
1023,verbessern::V,лайӑхлат,മെച്ചപ്പെടുക
1024,ändern::V,улӑштар,മാറ്റംവരുത്തുക
1025,graben::V,чав,കുഴിക്കുക
1026,graben::V,чакала,കുഴിക്കുക
1027,beugen::V,кукӑрт,വണങ്ങുക
1028,biegen::V,ав,കുനിയുക
1029,biegen::V,кукӑрт,കുനിയുക
1030,drehen::V,ҫавӑр,തിരിക്കുക
1031,wenden::V,ӳпӗнтер,തിരിയുക
1032,umdrehen::V,ҫавӑр,തിരിയുക
1033,heben::V,хӑпарт,ഉയർത്തുക
1034,hochheben::V,йӑт,ഉയർത്തുക
1035,ergreifen::V,тыт,ബലമായി_പിടിക്കുക
1036,halten::V,тыт,പിടിക്കുക
1037,drücken::V,пус,അമർത്തുക
1038,schieben::V,тӗк,തള്ളുക
1039,schieben::V,тӗрт,തള്ളുക
1040,kratzen::V,хыр,ചുരണ്ടുക
1041,lecken::V,ҫула,നക്കുക
1042,beißen::V,ҫырт,കടിക്കുക
1043,beißen::V,хып,കടിക്കുക
1044,abreißen::V,тат,കീറിക്കളയുക
1045,abschneiden::V,кас,മുറിച്ചുമാറ്റുക
1046,binden::V,ҫых,കെട്ടുക
1047,stecken::V,чик,തുളയ്ക്കുക
1048,brechen::V,хуҫ,ഉടയുക
1049,klopfen::V,такка,തട്ടുക
1050,hauen::V,шакка,അടിക്കുക
1051,kleben::V,ҫыпӑҫтар,ഒട്ടിക്കുക
1052,reiben::V,сӑтӑр,തിരുമ്മിത്തുടയ്ക്കുക
1053,streichen::V,сӗр,പടർത്തുക
1054,schleifen::V,хӑйра,പൊടിക്കുക
1055,schneiden::V,кас,മുറിക്കുക
1056,rütteln::V,лӑка,മുട്ടുക
1057,rütteln::V,силлентер,മുട്ടുക
1058,schütteln::V,лӑка,കുലുക്കുക
1059,schütteln::V,силлентер,കുലുക്കുക
1060,schwenken::V,сулла,ആടുക
1061,schütten::V,тултар,ഒഴിക്കുക
1062,füllen::V,тултар,നിറയ്ക്കുക
1063,einwickeln::V,чӗрке,പൊതിയുക
1064,tragen::V,ҫӗкле,വഹിക്കുക
1065,schleppen::V,сӗтӗр,വലിച്ചിഴയ്ക്കുക
1066,ziehen::V,тӑс,വലിക്കുക
1067,aufbewahren::V,усра,വയ്ക്കുക
1068,werfen::V,пӑрах,എറിയുക
1069,fangen::V,тыт,പിടിക്കുക
1070,packen::V,тыт,തട്ടിപ്പറിക്കുക
1071,verstecken::V,пытарса хур,മറയ്ക്കുക
1072,teilen::V,уйӑр,വിഭജിക്കുക
1073,teilen::V,пайла,വിഭജിക്കുക
1074,schicken::V,яр,അയയ്ക്കുക
1075,bringen::V,кӳр,കൊണ്ടുവരുക
1076,hinzufügen::V,хуш,കൂട്ടുക
1077,bekommen::V,ил,കിട്ടുക
1078,bekommen::V,туян,കിട്ടുക
1079,erhalten::V,ил,സ്വീകരിക്കുക
1080,erhalten::V,туян,സ്വീകരിക്കുക
1081,nehmen::V,ил,എടുക്കുക
1082,wählen::V,суйла,തിരഞ്ഞെടുക്കുക
1083,auswählen::V,суйла,തിരഞ്ഞെടുക്കുക
1084,bewahren::V,упра,പുലർത്തുക
1085,behindern::V,кансӗрле,തടയിടുക
1086,behindern::V,чӑрмантар,തടയിടുക
1087,verderben::V,пӑс,നശിപ്പിക്കുക
1088,beschädigen::V,пӑс,ക്ഷതമേൽപ്പിക്കുക
1089,zerbrechen::V,ват,ഉടയുക
1090,zerbrechen::V,ҫӗмӗр,ഉടയുക
1091,zerreißen::V,ҫур,കീറുക
1092,zerstören::V,иш,നശിപ്പിക്കുക
1093,verbrennen::V,ҫунтар,കത്തിനശിക്കുക
1094,verbrennen::V,ҫунтар,കത്തിച്ചുകളയുക
1095,geben::V,пар,കൊടുക്കുക
1096,geben::V,пар,തരുക
1097,reichen::V,пар,കൈമാറുക
1098,schenken::V,парнеле,സമ്മാനം കൊടുക്കുക
1099,versprechen::V,тума пул,വാഗ്ദാനം_നൽകുക
1100,versprechen::V,сӑмах пар,വാഗ്ദാനം_നൽകുക
1101,wünschen::V,сун,ആഗ്രഹിക്കുക
1102,loben::V,ырла,പുകഴ്ത്തുക
1103,küssen::V,чуп ту,ഉമ്മവയ്ക്കുക
1104,wiegen::V,сиктер,ഇളകുക
1105,wiegen::V,силле,ഇളകുക
1106,zudecken::V,вит,മുടുക
1107,wecken::V,вӑрат,ഉണർത്തുക
1108,zeigen::V,кӑтарт,കാണിക്കുക
1109,führen::V,илсе пыр,നടത്തുക
1110,führen::V,ҫавӑтса пыр,നടത്തുക
1111,lehren::V,вёрент,പഠിപ്പിക്കുക
1112,unterrichten::V,вёрент,പരിശീലിപ്പിക്കുക
1113,aufziehen::V,вӗрент,വളർത്തിക്കൊണ്ടുവരുക
1114,leiten::V,тытса пыр,നയിക്കുക
1115,antreiben::V,васкат,പ്രേരിപ്പിക്കുക
1116,lassen::V,пусахла,അനുവദിക്കുക
1117,lassen::V,хуш,അനുവദിക്കുക
1118,einladen::V,чӗн,ക്ഷണിക്കുക
1119,vereinigen::V,пӗрлештер,കൂടിച്ചേരുക
1120,besuchen::V,ҫит,സന്ദർശിക്കുക
1121,besuchen::V,кӗрсе кур,സന്ദർശിക്കുക
1122,treffen::V,тӗл пул,തമ്മിൽ കാണുക
