,Concept_ID,no,uz
816,aufwachen::V,våkne,uyg'onmoq
817,aufstehen::V,stå opp,qo'pmoq
818,sich erholen::V,bli bra,dam olmoq
819,sich erholen::V,komme seg,dam olmoq
820,krank werden::V,bli syk,kasallanmoq
821,krank sein::V,være syk,betob yotmoq
822,schmerzen::V,gjøre vondt,og'rimoq
823,husten::V,hoste,yo'talmoq
824,genesen::V,komme seg,tuzalmoq
825,sterben::V,dø,o'lmoq
826,umkommen::V,omkomme,halok bo'lmoq
827,sich bewegen::V,bevege seg,harakat qilmoq
828,sich rühren::V,røre på seg,qimirlamoq
829,sich erheben::V,reise seg,qo'pmoq
830,sich setzen::V,sette sig,o'tirmoq
831,hinfallen::V,falle over ende,yiqilmoq
832,laufen::V,løpe,yurmoq
833,schreiten::V,skride,yurmoq
834,spazierengehen::V,spasere,sayr ätmoq
835,spazierengehen::V,gå en tur,sayr ätmoq
836,eilen::V,ile,tezlamoq
837,sich beeilen::V,skynde seg,shoshmoq
838,sausen::V,suse,chopqillamoq
839,rennen::V,løpe,yugurmoq
840,springen::V,hoppe,sakramoq
841,springen::V,springe,sakramoq
842,klettern::V,klatre,yuqorilamoq
843,schaukeln::V,huske,irg'amoq
844,kriechen::V,krype,ämaklamoq
845,schwimmen::V,svømme,suzmoq
846,tauchen::V,dykke,chu'mmoq
847,rudern::V,ro,eshkak eshmoq
848,fahren::V,kjøre,haydamoq
849,fliegen::V,fly,uchmoq
850,gehen::V,gå,bormoq
851,weggehen::V,gå bort,ketoq
852,abfahren::V,reise,jo'namoq
853,anhalten::V,stanse,to'xtamoq
854,hineingehen::V,gå inn,kirmoq
855,eintreten::V,tre inn,kirmoq
856,kommen::V,komme,kelmoq
857,ankommen::V,ankomme,etib kelmoq
858,ankommen::V,komme til,etib kelmoq
859,zurückkommen::V,komme tilbake,qaytib kelmoq
860,bleiben::V,bli,qolmoq
861,bleiben::V,forbli,qolmoq
862,warten::V,vente,poylamoq
863,erwarten::V,vente,kutmoq
864,suchen::V,søke,izlamoq
865,finden::V,finne,topmoq
866,versuchen::V,prøve,chalishmoq
867,versuchen::V,forsøke,chalishmoq
868,vorbereiten::V,forberede,hozirlamoq
869,lieben::V,elske,sevmoq
870,mögen::V,like,ardoqlamoq
871,lachen::V,le,kulmoq
872,rühren::V,røre,ta'sirlantirmoq
873,weinen::V,gråte,yig'lamoq
874,schimpfen::V,skjelle,koyinmoq
875,sich ärgern::V,ergre seg,g'azab qilmoq
876,sich fürchten::V,være redd,hurkmoq
877,fürchten::V,være redd for,qo'rqmoq
878,fliehen::V,rømme,qochmoq
879,fliehen::V,flykte,qochmoq
880,flüchten::V,flykte,qochmoq
881,sehen::V,se,ko'rmoq
882,anschauen::V,se på,razm solmoq
883,anschauen::V,betrakte,razm solmoq
884,ansehen::V,anse,razm qilmoq
885,hören::V,høre,äshitmoq
886,zuhören::V,tilhøre,tinglamoq
887,probieren::V,smake,tatib ko'rmoq
888,probieren::V,smake på,tatib ko'rmoq
889,riechen::V,lukte,iskamoq
890,fühlen::V,føle,sezmoq
891,scheinen::V,se ut,tuyilmoq
892,zu sehen sein::V,synes,ko'rinmoq
893,vernehmen::V,få vite,äshitmoq
894,frieren::V,fryse,sovuq qotmoq
895,tun::V,gjøre,ätmoq
896,können::V,kunne,-a olmoq
897,können::V,kunne,-y olmoq
898,wollen::V,ville,istamoq
899,anfangen::V,begynne,boshlamoq
900,beenden::V,avslutte,bitirmoq
901,aufhören::V,slutte,tinmoq
902,aufhören::V,holde opp,tinmoq
903,gelingen::V,lykkes,muvaffaqiyat qozonmoq
904,geraten::V,bli,bo'lmoq
905,öffnen::V,åpne,ochmoq
906,schließen::V,lukke,yopmoq
907,schließen::V,stenge,yopmoq
908,stellen::V,stille,qo'ymoq
909,setzen::V,sette,o'tqazmoq
910,legen::V,legge,yotqizmoq
911,berühren::V,berøre,tegmoq
912,verbinden::V,forbinde,ulamoq
913,bedecken::V,dekke,bekitmoq
914,aufhängen::V,henge,ildirmoq
915,aufhängen::V,henge opp,ildirmoq
916,anzünden::V,tenne,yondirmoq
917,anzünden::V,antenne,yondirmoq
918,anzünden::V,tenne på,yondirmoq
919,aufheben::V,løfte,ko'tarmoq
920,aufheben::V,ta opp,ko'tarmoq
921,zurücklassen::V,slippe tilbake,ayrilmoq
922,verlieren::V,miste,yo'qotmoq
923,fallen lassen::V,droppe,tushirmoq
924,fallen lassen::V,la falle,tushirmoq
925,machen::V,lage,qilmoq
926,machen::V,gjøre,qilmoq
927,herstellen::V,fremstille,chiqarmoq
928,bauen::V,bygge,solmoq
929,reparieren::V,reparere,tuzatmoq
930,verbessern::V,rette,isloh qilmoq
931,verbessern::V,forbedre,isloh qilmoq
932,ändern::V,forandre,o'zgartirmoq
933,graben::V,grave,qazimoq
934,beugen::V,bøye,bukmoq
935,biegen::V,bøye,bukmoq
936,drehen::V,dreie,aylantirmoq
937,wenden::V,vende,burmoq
938,umdrehen::V,snu,ag'darmoq
939,heben::V,heve,yuksaltirmoq
940,hochheben::V,løfte,ko'tarmoq
941,ergreifen::V,gripe,tutamlamoq
942,ergreifen::V,få tak i,tutamlamoq
943,halten::V,holde,tutmoq
944,drücken::V,trykke,bosmoq
945,schieben::V,skyve,surmoq
946,kratzen::V,klø,qashimoq
947,kratzen::V,klore,qashimoq
948,lecken::V,slikke,mijimoq
949,beißen::V,bite,tishlamoq
950,abreißen::V,rive av,emirmoq
951,abschneiden::V,skjære av,cho'rt kesmoq
952,binden::V,binde,bog'lamoq
953,stecken::V,stikke,suqmoq
954,brechen::V,bryte,sindirmoq
955,brechen::V,briste,sindirmoq
956,klopfen::V,banke,dukurlamoq
957,hauen::V,hogge,urmoq
958,kleben::V,klistre,yopishtirmoq
959,reiben::V,gni,surkamoq
960,streichen::V,stryke,surkamoq
961,schleifen::V,slipe,qayramoq
962,schneiden::V,klippe,kesmoq
963,rütteln::V,ruske,chayqamoq
964,schütteln::V,riste,chayqamoq
965,schwenken::V,svinge,chayqatmoq
966,schütten::V,helle,quymoq
967,füllen::V,fylle,to'ldirmoq
968,einwickeln::V,vikle inn,chulg'amoq
969,tragen::V,bære,tashimoq
970,schleppen::V,slepe,sudramoq
971,ziehen::V,dra,tortmoq
972,ziehen::V,trekke,tortmoq
973,aufbewahren::V,oppbevare,tutmoq
974,aufbewahren::V,ta vare på,tutmoq
975,werfen::V,kaste,tashlamoq
976,fangen::V,fange,tutmoq
977,packen::V,gripe,opqochmoq
978,packen::V,gripe tak i,opqochmoq
979,verstecken::V,gjemme,yashirmoq
980,teilen::V,dele,bo'lmoq
981,schicken::V,sende,yubormoq
982,bringen::V,bringe,keltirmoq
983,hinzufügen::V,tilføye,tirkamoq
984,bekommen::V,få,olmoq
985,erhalten::V,få,olmoq
986,nehmen::V,ta,olmoq
987,wählen::V,velge,saylamoq
988,auswählen::V,velge ut,saylamoq
989,bewahren::V,bevare,saqlamoq
990,behindern::V,hindre,xalal bermoq
991,behindern::V,forhindre,xalal bermoq
992,verderben::V,ødelegge,xazon qilmoq
993,beschädigen::V,skade,buzmoq
994,zerbrechen::V,brekke i stykker,sindirmoq
995,zerreißen::V,rive i stykker,yirtmoq
996,zerstören::V,ødelegge,vayron qilmoq
997,verbrennen::V,brenne,kuydirmoq
998,verbrennen::V,brenne opp,kuydirmoq
999,geben::V,gi,bermoq
1000,reichen::V,rekke,bermoq
1001,schenken::V,forære,sovg'a qilmoq
1002,schenken::V,skjenke,sovg'a qilmoq
1003,versprechen::V,love,va'da bermoq
1004,wünschen::V,ønske,orziqmoq
1005,loben::V,rose,maqtamoq
1006,küssen::V,kysse,o'pmoq
1007,wiegen::V,vogge,tebratmoq
1008,zudecken::V,dekke til,yopmoq
1009,wecken::V,vekke,uyg'otmoq
1010,zeigen::V,vise,ko'rsatmoq
1011,führen::V,føre,boshlik bo'lmoq
1012,lehren::V,lære,o'rgatmoq
1013,unterrichten::V,undervise,dars bermoq
1014,aufziehen::V,oppdra,o'stirmoq
1015,leiten::V,lede,boshqarmoq
1016,antreiben::V,drive på,shoshiltirmoq
1017,lassen::V,få til å,ruxsat bermoq
1018,einladen::V,be,taklif kilmoq
1019,einladen::V,invitere,taklif kilmoq
1020,vereinigen::V,forene,qo'shmoq
1021,besuchen::V,besøke,mehmonga bormoq
1022,treffen::V,møte,duchor bo'lmoq
1023,treffen::V,treffe,duchor bo'lmoq
1024,sich versammeln::V,forsamles,to'planmoq
1025,spielen::V,leke,o'ynamoq
1026,spielen::V,spille,o'ynamoq
1027,singen::V,synge,yalla qilmoq
1028,tanzen::V,danse,raqs qilmoq
1029,sich trennen::V,skilles,yakkalanmoq
1030,verlassen::V,forlate,qoldirmoq
1031,retten::V,redde,qutqazmoq
1032,bewachen::V,bevokte,qo'rimoq
1033,schützen::V,verne,yoniga olmoq
1034,schützen::V,beskytte,yoniga olmoq
1035,verteidigen::V,forsvare,yoqlamoq
1036,sich schlagen::V,slåss,yoqalashmoq
1037,schießen::V,skyte,otmoq
1038,siegen::V,seire,engmoq
1039,ärgern::V,ergre,jahl chiqarmoq
1040,treten::V,sparke,tepmoq
1041,stechen::V,stikke,qadamoq
1042,stoßen::V,støte,turtmoq
1043,stehlen::V,stjele,o'g'rilamoq
1044,stören::V,forstyrre,tebratmoq
1045,belästigen::V,plage,g'ashini keltirmoq
1046,belästigen::V,sjenere,g'ashini keltirmoq
1047,verbergen::V,gjemme,berkitmoq
1048,täuschen::V,villede,aldamoq
1049,betrügen::V,bedra,tirriq qilmoq
1050,töten::V,drepe,o'ldirmoq
1051,wohnen::V,bo,istiqomat qilmoq
1052,arbeiten::V,arbeide,ishlamoq
1053,sammeln::V,samle,yig'moq
1054,pflücken::V,plukke,termoq
1055,jagen::V,jage,ov qilmoq
1056,fischen::V,fiske,baliq ovlamoq
1057,fassen::V,fange,ilinmoq
1058,hüten::V,vokte,boqtirmoq
1059,treiben::V,drive,haydamoq
1060,anbinden::V,feste,bog'lamoq
1061,füttern::V,fore,edirmoq
1062,melken::V,melke,sog'moq
1063,hacken::V,hakke,chopmoq
1064,gießen::V,helle,oqizmoq
1065,reifen::V,modne,qizarmoq
1066,zubereiten::V,lage,pishirmoq
1067,zubereiten::V,tilberede,pishirmoq
1068,kochen::V,koke,qaynatmoq
1069,backen::V,bake,yopmoq
1070,braten::V,steke,qovurmoq
1071,umrühren::V,røre om,atalamoq
1072,stricken::V,strikke,to'qimoq
1073,nähen::V,sy,tikmoq
1074,färben::V,farge,bo'yoqlamoq
1075,reinigen::V,rense,tozalamoq
1076,reinigen::V,gjøre ren,tozalamoq
1077,waschen::V,vaske,yuvmoq
1078,abwischen::V,tørke av,surkamoq
1079,spülen::V,spyle,chaymoq
1080,spülen::V,skylle,chaymoq
1081,fegen::V,feie,cho'tkalamoq
1082,kehren::V,koste,supurmoq
1083,baden::V,bade,cho'milmoq
1084,sich waschen::V,vaske seg,yuvinmoq
1085,ausziehen::V,ta av,echintirmoq
1086,anziehen::V,ta på,kiymoq
1087,sich anziehen::V,kle på seg,kiyinmoq
1088,kämmen::V,gre,taramoq
1089,kämmen::V,kjemme,taramoq
1090,schmücken::V,pynte,yasatmoq
1091,schmücken::V,smykke,yasatmoq
1092,sagen::V,si,aytmoq
1093,sprechen::V,snakke,so'zlamoq
1094,reden::V,tale,gapirmoq
1095,reden::V,snakke,gapirmoq
1096,sich unterhalten::V,samtale,suhbatlashmoq
1097,fragen::V,spørre,so'ramoq
1098,bitten::V,be,iltimos qilmoq
1099,erzählen::V,fortelle,aytib bermoq
1100,mitteilen::V,meddele,bildirmoq
1101,nennen::V,kalle,atamoq
1102,rufen::V,rope,chaqirmoq
1103,prahlen::V,skryte,gerdaymoq
1104,übersetzen::V,oversette,tarjima qilmoq
1105,denken::V,tenke,o'ylamoq
1106,glauben::V,tro,ishonmoq
1107,bemerken::V,bemerke,payqamoq
1108,bemerken::V,legge merke til,payqamoq
1109,erkennen::V,gjenkjenne,tanimoq
1110,begreifen::V,begripe,tushunmoq
1111,verstehen::V,forstå,anglamoq
1112,verstehen::V,skjønne,anglamoq
1113,lernen::V,lære,o'qimoq
1114,wissen::V,vite,bilmoq
1115,sich erinnern an::V,huske på,äsni tanimoq
1116,vergessen::V,glemme,unutmoq
1117,messen::V,måle,o'lchamoq
1118,zählen::V,telle,raqamlamoq
1119,rechnen::V,regne,cho'tlamoq
1120,lesen::V,lese,o'qimoq
1121,malen::V,male,rasm solmoq
1122,zeichnen::V,tegne,chizmoq
1123,schreiben::V,skrive,yozmoq
1124,besitzen::V,eie,ägalamoq
1125,besitzen::V,inneha,ägalamoq
1126,kaufen::V,kjøpe,olmoq
1127,verkaufen::V,selge,sotmoq
1128,bezahlen::V,betale,to'lamoq
1129,zahlen::V,betale,to'lamoq
1130,beherrschen::V,beherske,ägalamoq
1131,ertragen::V,orke,chidamoq
1132,schlagen::V,,urmoq
