,Concept_ID,nl,lt
1541,zeichnen::V,tekenen,braižyti
1542,schreiben::V,schrijven,rašyti
1543,besitzen::V,bezitten,turėti
1544,kaufen::V,kopen,pirkti
1545,verkaufen::V,verkopen,parduoti
1546,bezahlen::V,betalen,apmokėti
1547,zahlen::V,betalen,mokėti
1548,beherrschen::V,beheersen,valdyti
1549,ertragen::V,verdragen,kę̃sti
1550,ertragen::V,verdragen,pakelti
1551,ertragen::V,verdragen,iškę̃sti
