,Concept_ID,et,xal
806,wer::FPRN,kes,кен
807,wo::FADV,kus,хама
808,wohin::FADV,kuhu,хамаран
809,wie::FADV,kuidas,яһҗ
810,wie::FADV,kuidas,яһад
811,warum::FADV,miks,юңгад
812,wieviel::FNUM,mitu,кедү
813,wieviel::FNUM,kui palju,кедү
814,eins::NUM,üks,негн
815,zwei::NUM,kaks,хойр
816,drei::NUM,kolm,һурвн
817,vier::NUM,neli,дөрвн
818,fünf::NUM,viis,тавн
819,sechs::NUM,kuus,зурһан
820,sieben::NUM,seitse,долан
821,acht::NUM,kaheksa,нәәмн
822,neun::NUM,üheksa,йисн
823,zehn::NUM,kümme,арвн
824,elf::NUM,üksteist,арвн негн
825,zwölf::NUM,kaksteist,арвн хойр
826,zwanzig::NUM,kakskümmend,хөрн
827,dreißig::NUM,kolmkümmend,һучн
828,vierzig::NUM,nelikümmend,дөчн
829,fünfzig::NUM,viiskümmend,тәвн
830,sechzig::NUM,kuuskümmend,җирн
831,siebzig::NUM,seitsekümmend,далн
832,achtzig::NUM,kaheksakümmend,найн
833,neunzig::NUM,üheksakümmend,йирн
834,hundert::NUM,sada,зун
835,tausend::NUM,tuhat,миңһн
836,und::CNJ,ja,болн
837,oder::CNJ,või,эс гиҗ
838,oder::CNJ,või,эс гихлә
839,stehen::V,seisma,зогсх
840,sitzen::V,istuma,суух
841,liegen::V,lamama,кевтх
842,hängen::V,rippuma,өлгәтә бәәх
843,werden::V,saama,болх
844,werden::V,hakkama,болх
845,passieren::V,juhtuma,болх
846,beginnen::V,algama,эклх
847,beginnen::V,hakkama,эклх
848,enden::V,lõppema,төгсх
849,wechseln::V,vahelduma,хүврх
850,aufgehen[Sonne]::V,tõusma,һарх
851,untergehen[Sonne]::V,loojuma,орх
852,untergehen[Sonne]::V,loojuma,сүүрлх
853,scheinen[Sonne]::V,paistma,герлтх
854,donnern::V,kõmisema,күрҗңнх
855,wehen::V,puhuma,сальклх
856,strömen::V,voolama,һооҗх
857,fließen::V,voolama,урсх
858,sich drehen::V,pöörduma,эргх
859,schwanken::V,kõikuma,дәәвлх
860,schwingen::V,võnkuma,нәәхлх
861,fallen::V,langema,унх
862,fallen::V,langema,киисх
863,brennen::V,põlema,шатх
864,rauchen::V,suitsema,ута һарһх
865,regnen::V,sadama,орх
866,gefrieren::V,kinni külmuma,мөстх
867,tauen::V,sulama,хәәлх
868,schmelzen::V,sulama,хәәлх
869,schmelzen::V,sulama,хәәлгдх
870,trocknen::V,kuivama,эврх
871,sieden::V,keema,буслх
872,faulen::V,mädanema,үмкәрх
873,verfaulen::V,mädanema,илҗрх
874,reißen::V,rebenema,тасрх
875,versinken::V,uppuma,чивх
876,vergehen::V,mööduma,болх
877,erscheinen::V,ilmuma,һарх
878,verschwinden::V,kaduma,уга болх
879,sinken::V,vajuma,татгдх
880,sinken::V,langema,татгдх
881,abnehmen::V,vähenema,хасгдх
882,abnehmen::V,kahenema,хасгдх
883,zunehmen::V,kasvama,өсх
884,steigen::V,tõusma,немх
885,steigen::V,üles minema,немх
886,wachsen::V,kasvama,өсх
887,wachsen::V,kasvama,урһх
888,glänzen::V,läikimä,гилвкх
889,funkeln::V,sädelema,цәклх
890,lärmen::V,lärmama,шууглдх
891,läuten::V,helisema,хоңх
892,klingeln::V,helisema,җиңнулх
893,klirren::V,kõlisema,җиңнх
894,brausen::V,kohisema,догшрхх
895,rauschen::V,kohisema,сарҗңнх
896,klingen::V,kõlama,ә һарх
897,bellen::V,haukuma,хуцх
898,heulen::V,uluma,уульх
899,blasen::V,puhuma,үләх
900,pfeifen::V,vilistama,ишкрх
901,schreien::V,karjuma,хәәкрх
902,stöhnen::V,oigama,түңшх
903,zittern::V,värisema,дагҗннх
904,leben::V,elama,бәәх
905,leben::V,elus olema,бәәх
906,geboren werden::V,sündima,төрх
907,atmen::V,hingama,әмсхлх
908,trinken::V,jooma,уух
909,essen::V,sööma,идх
910,schlucken::V,neelama,зальгх
911,müde werden::V,väsima,көшх
912,einschlafen::V,uinuma,унтх
913,schlafen::V,magama,нөөрсх
914,aufwachen::V,ärkama,серх
915,aufstehen::V,ärkama,босх
916,aufstehen::V,üles tõusma,босх
917,sich erholen::V,puhkama,амрх
918,krank werden::V,haigestuma,гемтх
919,krank werden::V,haigeks jääma,гемтх
920,krank sein::V,haige olema,шалтглх
921,schmerzen::V,valutama,өвдх
922,husten::V,köhima,ханях
923,genesen::V,toibuma,эдгх
924,sterben::V,surema,үкх
925,sterben::V,surema,өңгрх
926,umkommen::V,surma saama,үкх
927,sich bewegen::V,liikuma,көдлх
928,sich bewegen::V,liikuma,көндрх
929,sich rühren::V,liikuma,көндрх
930,sich erheben::V,kerkima,босх
931,sich setzen::V,istet võtma,суух
932,hinfallen::V,kukkuma,унх
933,hinfallen::V,kukkuma,киисх
934,hinfallen::V,maha kukkuma,унх
935,hinfallen::V,maha kukkuma,киисх
936,laufen::V,kõndima,йовх
937,schreiten::V,astuma,алхх
938,spazierengehen::V,jalutama,сергҗ йовх
939,eilen::V,ruttama,шулудх
940,eilen::V,kiirustama,шулудх
941,sich beeilen::V,ruttama,адһх
942,sich beeilen::V,ruttama,шамдх
943,sich beeilen::V,kiirustama,адһх
944,sich beeilen::V,kiirustama,шамдх
945,sausen::V,kihutama,хурдлх
946,sausen::V,kihutama,йир_хурдар_гүүх
947,sausen::V,kihutama,йир_хурдар_йовх
948,sausen::V,tormama,хурдлх
949,sausen::V,tormama,йир_хурдар_гүүх
950,sausen::V,tormama,йир_хурдар_йовх
951,rennen::V,jooksma,гүүх
952,rennen::V,kihutama,гүүх
953,springen::V,hüppama,һәрәдх
954,klettern::V,ronima,давшх
955,schaukeln::V,kiikuma,дүүдңндх
956,kriechen::V,roomama,мөлкх
957,schwimmen::V,ujuma,усчх
958,tauchen::V,sukelduma,булхх
959,rudern::V,sõudma,хәәвдх
960,fahren::V,sõitma,йовх
961,fliegen::V,lendama,нисх
962,gehen::V,käima,йовх
963,gehen::V,minema,йовх
964,weggehen::V,ära minema,йовх
965,weggehen::V,ära minema,одх
966,weggehen::V,ära minema,һарх
967,weggehen::V,ära minema,мөрлх
968,weggehen::V,välja minema,йовх
969,weggehen::V,välja minema,одх
970,weggehen::V,välja minema,һарх
971,weggehen::V,välja minema,мөрлх
972,abfahren::V,väljuma,мордх
973,abfahren::V,ära sõitma,мордх
974,anhalten::V,peatuma,зогсх
975,hineingehen::V,sisenema,орх
976,hineingehen::V,sisse minema,орх
977,eintreten::V,sisenema,орх
978,eintreten::V,sisse astuma,орх
979,kommen::V,tulema,ирх
980,ankommen::V,saabuma,ирх
981,zurückkommen::V,tagasi tulema,орх
982,bleiben::V,jääma,бәәх
983,warten::V,ootama,күләх
984,erwarten::V,ootama,күләх
985,erwarten::V,lootma,күләх
986,suchen::V,otsima,хәәх
987,finden::V,leidma,олх
988,versuchen::V,püüdma,седх
989,versuchen::V,üritama,седх
990,versuchen::V,katsetama,седх
991,vorbereiten::V,valmistama,белдх
992,lieben::V,armastama,дурлх
993,mögen::V,sallima,таассгдх
994,mögen::V,meeldima,таассгдх
995,lachen::V,naerma,инәх
996,rühren::V,liigutama,уйрах
997,rühren::V,heldima panema,уйрах
998,weinen::V,nutma,уульх
999,schimpfen::V,sõimama,харах
1000,sich ärgern::V,ärrituma,уурлх
1001,sich ärgern::V,vihastuma,уурлх
1002,sich fürchten::V,kartma,әәх
1003,sich fürchten::V,hirmu tundma,әәх
1004,fürchten::V,kartma,әәх
1005,fürchten::V,kartma,сүрдх
1006,fliehen::V,põgenema,зулх
1007,flüchten::V,põgenema,орһх
1008,flüchten::V,põgenema,зулх
1009,sehen::V,nägema,үзх
1010,anschauen::V,vaatama,харх
1011,ansehen::V,vaatama,хәләх
1012,ansehen::V,vaatama,үзх
1013,hören::V,kuulma,соңсх
1014,zuhören::V,kuulama,соңсх
1015,probieren::V,proovima,амсх
1016,riechen::V,nuusutama,үнрчлх
1017,fühlen::V,tundma,медх
1018,scheinen::V,näida,болҗ медгдх
1019,scheinen::V,näida,миниһәр болхла
1020,scheinen::V,näida,болад бәәх
1021,scheinen::V,ilmuda,болҗ медгдх
1022,scheinen::V,ilmuda,миниһәр болхла
1023,scheinen::V,ilmuda,болад бәәх
1024,zu sehen sein::V,ilmuma,үзгдх
1025,vernehmen::V,üle kuulama,соңсх
1026,frieren::V,külmetada,даарх
1027,tun::V,tegema,кех
1028,können::V,võima,чадх
1029,können::V,oskama,чадх
1030,wollen::V,tahtma,дурлх
1031,anfangen::V,hakkama,эклх
1032,anfangen::V,alustama,эклх
1033,beenden::V,lõpetama,дуусх
1034,aufhören::V,lakkama,уурх
1035,gelingen::V,õnnestuma,бүтх
1036,gelingen::V,õnnestuma,күцәх
1037,geraten::V,jõudma,болх
1038,öffnen::V,avama,секх
1039,schließen::V,sulgema,хаах
1040,stellen::V,panema,тәвх
1041,stellen::V,asetama,тәвх
1042,setzen::V,panema,суулһх
1043,legen::V,panema,тәвх
1044,legen::V,asetama,тәвх
1045,berühren::V,riivama,көндәх
1046,berühren::V,puudutama,көндәх
1047,verbinden::V,ühendama,боох
1048,bedecken::V,katma,хучх
1049,bedecken::V,katma,бүркх
1050,aufhängen::V,riputama,өлгх
1051,anzünden::V,süütama,асах
1052,anzünden::V,süütama,шатах
1053,aufheben::V,üles tõstma,өөдән өргх
1054,zurücklassen::V,jätma,үлдәх
1055,verlieren::V,kaotama,геех
1056,fallen lassen::V,maha pillama,алдх
1057,fallen lassen::V,kukkuda laskma,алдх
1058,machen::V,tegema,кех
1059,herstellen::V,valmistama,кех
1060,bauen::V,ehitama,тосхх
1061,reparieren::V,parandama,ясх
1062,verbessern::V,parandama,сәәрүлх
1063,ändern::V,muutma,хүврәх
1064,ändern::V,ümber tegema,хүврәх
1065,graben::V,kaevama,малтх
1066,beugen::V,painutama,нуһлх
1067,biegen::V,painutama,матилһх
1068,drehen::V,keerama,эргүлх
1069,wenden::V,ümber pöörama,көмрх
1070,wenden::V,ümber pöörama,эргүлх
1071,umdrehen::V,ümber keerama,эргүлх
1072,heben::V,tõstma,өргх
1073,heben::V,tõstma,деер өргх
1074,hochheben::V,üles tõstma,өргх
1075,hochheben::V,kõrgele tõstma,өргх
1076,ergreifen::V,haarama,бәрх
1077,halten::V,hoidma,бәрх
1078,drücken::V,pigistama,шахх
1079,schieben::V,lükkama,түлкх
1080,kratzen::V,kraapima,мааҗх
1081,lecken::V,lakkuma,долах
1082,beißen::V,purema,хазх
1083,beißen::V,hammustama,хазх
1084,abreißen::V,rebima,таслх
1085,abreißen::V,ära rebima,таслх
1086,abschneiden::V,ära lõikama,тәәрх
1087,binden::V,siduma,боох
1088,stecken::V,pistma,шаах
1089,stecken::V,pistma,хатхх
1090,brechen::V,murdma,хамхлх
1091,klopfen::V,koputama,цокх
1092,hauen::V,lööma,цокх
1093,kleben::V,kleepima,наах
1094,reiben::V,hõõruma,зүлгх
1095,streichen::V,silitama,наах
1096,streichen::V,silitama,лашх
1097,streichen::V,silitama,түркх
1098,schleifen::V,lihvima,хурцлх
1099,schleifen::V,teritama,хурцлх
1100,schneiden::V,lõikama,хәәчлх
1101,rütteln::V,raputama,дәәвлүлх
1102,schütteln::V,raputama,сегсрх
1103,schütteln::V,loksutama,сегсрх
1104,schwenken::V,vehkima,дайлх
1105,schwenken::V,lehvitama,дайлх
1106,schütten::V,kallama,кех
1107,füllen::V,täitma,дүүргх
1108,einwickeln::V,sisse mähkima,орах
1109,tragen::V,kandma,зөөх
1110,schleppen::V,tassima,чирх
1111,schleppen::V,lohistama,чирх
1112,ziehen::V,vedama,татх
1113,ziehen::V,tõmbama,татх
1114,aufbewahren::V,säilitama,хадһлх
1115,aufbewahren::V,alal hoidma,хадһлх
1116,werfen::V,viskama,хайх
1117,fangen::V,püüdma,бәрх
1118,fangen::V,püüdma,хавлх
1119,packen::V,kinni haarama,бәрх
1120,packen::V,kinni võtma,бәрх
1121,verstecken::V,peitma,дүрх
1122,verstecken::V,peitma,бултулх
1123,teilen::V,jagama,хувах
1124,teilen::V,jaotama,хувах
1125,schicken::V,saatma,илгәх
1126,bringen::V,viima,авч ирх
1127,hinzufügen::V,lisama,немх
1128,bekommen::V,saama,авх
1129,erhalten::V,saama,авх 
1130,nehmen::V,võtma,авх
1131,wählen::V,valima,шүүх
1132,auswählen::V,valima,шүүх
1133,bewahren::V,hoidma,хадһлх
1134,bewahren::V,hoidma,кевтнь үлдәх
1135,bewahren::V,hoidma,кевтнь бәәлһх
1136,behindern::V,takistama,харшлх
1137,verderben::V,rikkuma,үрәх
1138,beschädigen::V,rikkuma,эвдх
1139,zerbrechen::V,katki tegema,күүлх
1140,zerbrechen::V,katki tegema,хамхлх
1141,zerreißen::V,katki rebima,шуучх
1142,zerstören::V,purustama,эвдх
1143,verbrennen::V,põletama,шатах
1144,geben::V,andma,өгх
1145,reichen::V,andma,өгх
1146,reichen::V,ulatama,өгх
1147,schenken::V,kinkima,белглх
1148,versprechen::V,lubama,амлх
1149,versprechen::V,tõotama,амлх
1150,wünschen::V,soovima,сә хәәх
1151,loben::V,kiitma,магтх
1152,küssen::V,suudlema,үмсх
1153,wiegen::V,hällitama,саатулх
1154,zudecken::V,kaanetama,бүркх
1155,zudecken::V,kinni katma,бүркх
1156,wecken::V,äratama,серүлх
1157,zeigen::V,näitama,үзүлх
1158,führen::V,juhatama,көтлх
1159,lehren::V,õpetama,заах
1160,lehren::V,õpetama,сурһх
1161,unterrichten::V,õpetama,сурһх
1162,unterrichten::V,õpetama,багшлх
1163,aufziehen::V,üles kasvatama,өскәх
1164,leiten::V,juhtima,һардх
1165,leiten::V,juhtima,толһалх
1166,antreiben::V,ergutama,шамдах
1167,lassen::V,laskma,күч үзүлх
1168,einladen::V,kutsuma,үрх
1169,vereinigen::V,ühendama,хамцулх
1170,besuchen::V,külastama,одх
1171,treffen::V,kohtama,харһх
1172,sich versammeln::V,kogunema,цуглрх
1173,sich versammeln::V,kogunema,хурх
1174,spielen::V,mängima,наадх
1175,singen::V,laulma,дуулх
1176,tanzen::V,tantsima,биилх
1177,sich trennen::V,lahku minema,хаһцх
1178,verlassen::V,maha jätma,хайх
1179,retten::V,päästma,әм аврх
1180,retten::V,päästma,әәмшгәс харсх
1181,bewachen::V,valvama,харх
1182,bewachen::V,valvama,манх
1183,schützen::V,kaitsma,харсх
1184,verteidigen::V,kaitsma,харсх
1185,sich schlagen::V,kaklema,гүвдлдх
1186,schießen::V,tulistama,хах
1187,siegen::V,võitma,диилх
1188,ärgern::V,ärritama,уурлулх
1189,ärgern::V,vihastama,уурлулх
1190,schlagen::V,lööma,цокх
1191,schlagen::V,lööma,гүвдх
1192,treten::V,sõtkuma,
1193,stechen::V,pistma,хатхх
1194,stechen::V,torkama,хатхх
1195,stoßen::V,tõukama,түлкчкх
1196,stehlen::V,varastama,хулхалх
1197,stören::V,segama,һә болх
1198,stören::V,häirima,һә болх
1199,belästigen::V,ahistama,амр эс өгх
1200,verbergen::V,peitma,нуух
1201,verbergen::V,peitma,бултулх
1202,verbergen::V,varjama,нуух
1203,verbergen::V,varjama,бултулх
1204,täuschen::V,petma,меклх
1205,täuschen::V,tüssama,меклх
1206,betrügen::V,petma,меклх
1207,betrügen::V,petma,мек һарһх
1208,betrügen::V,tüssama,меклх
1209,betrügen::V,tüssama,мек һарһх
1210,betrügen::V,truudust murtma,меклх
1211,betrügen::V,truudust murtma,мек һарһх
1212,töten::V,tapma,алх
1213,töten::V,surmama,алх
1214,wohnen::V,elama,бәәх
1215,arbeiten::V,töötama,көдлх
1216,sammeln::V,koguma,түүх
1217,sammeln::V,korjama,түүх
1218,pflücken::V,noppima,түүх
1219,pflücken::V,noppima,хурах
1220,jagen::V,jahtima,аңнх
1221,jagen::V,jahtima,аңһучлх
1222,fischen::V,kalastama,заһс аңнх
1223,fischen::V,kala püüdma,заһс аңнх
1224,fassen::V,püüdma,бәрх
1225,hüten::V,karjatama,хәрүлх
1226,treiben::V,ajama,туух
1227,anbinden::V,kinni siduma,уйх
1228,füttern::V,söötma,теҗәх
1229,melken::V,lüpsma,саах
1230,hacken::V,raiuma,чавчх
1231,hacken::V,lõhkuma,чавчх
1232,gießen::V,kastma,услх
1233,reifen::V,valmima,болх
1234,reifen::V,valmima,болвсрх
1235,zubereiten::V,valmistama,белдх
1236,kochen::V,keetma,чанх
1237,kochen::V,keetma,болһх
1238,backen::V,küpsetama,болһх
1239,braten::V,praadima,хуурх
1240,umrühren::V,segama,самрх
1241,stricken::V,kuduma,өлгх
1242,nähen::V,õmblema,уйх
1243,färben::V,värvima,будх
1244,reinigen::V,puhastama,цеврлх
1245,waschen::V,pesema,уһах
1246,abwischen::V,puhtaks pühkima,арчх
1247,spülen::V,uhtma,зәәлх
1248,fegen::V,pühkima,сәвүрдх
1249,kehren::V,pühkima,сәвүрдх
1250,baden::V,suplema,өөмх
1251,baden::V,kümblema,өөмх
1252,sich waschen::V,end pesema,уһах
1253,sich waschen::V,end pesema,бийән уһаҗ
1254,ausziehen::V,käest võtma,тәәлх
1255,ausziehen::V,jalast võtma,тәәлх
1256,ausziehen::V,seljast võtma,тәәлх
1257,anziehen::V,jalga panema,өмсх
1258,sich anziehen::V,riietuma,хувцлх
1259,kämmen::V,kammima,самлх
1260,schmücken::V,kaunistama,чимх
1261,schmücken::V,kaunistama,кеерүлх
1262,sagen::V,ütlema,келх
1263,sprechen::V,rääkima,келх
1264,sprechen::V,kõnelema,келх
1265,reden::V,kõnelema,күүндх
1266,reden::V,kõnelema,күр_кех
1267,sich unterhalten::V,vestlema,күүндх
1268,fragen::V,küsima,сурх
1269,bitten::V,paluma,эрх
1270,erzählen::V,jutustama,келх
1271,erzählen::V,jutustama,келҗ өгх
1272,mitteilen::V,teatama,медүлх
1273,mitteilen::V,teada andma,медүлх
1274,nennen::V,nimetama,нерәдх
1275,nennen::V,nimetama,нер өгх
1276,rufen::V,kutsuma,дуудх
1277,prahlen::V,hooplema,көөрх
1278,übersetzen::V,tõlkima,орчулх
1279,denken::V,mõtlema,санх
1280,glauben::V,uskuma,шүтх
1281,glauben::V,uskuma,нәәлх
1282,bemerken::V,märkama,темдглх
1283,erkennen::V,ära tundma,таньх
1284,erkennen::V,ära tundma,медх
1285,begreifen::V,aru saama,медх
1286,verstehen::V,mõistma,соңсх
1287,lernen::V,õppima,сурх
1288,wissen::V,teadma,медх
1289,sich erinnern an::V,mäletama,санх
1290,vergessen::V,unustama,мартх
1291,messen::V,mõõtma,кемҗәлх
1292,zählen::V,loendama,тоолх
1293,rechnen::V,arvutama,тоолх
1294,lesen::V,lugema,умшх
1295,malen::V,maalima,зурх
1296,zeichnen::V,joonistama,зурх
1297,schreiben::V,kirjutama,бичх
1298,besitzen::V,omama,эзлх
1299,kaufen::V,ostma,хулдҗ авх
1300,verkaufen::V,müüma,хулдх
1301,verkaufen::V,müüma,гүүлгх
1302,bezahlen::V,tasuma,өгх
1303,zahlen::V,maksma,өгх
1304,beherrschen::V,valitsema,эзлх
1305,ertragen::V,taluma,даах
