,Concept_ID,zh,br
833,zuhören::V,倾听,selaou
834,probieren::V,尝,blasa
835,riechen::V,闻,klevet
836,fühlen::V,感到,santout
837,scheinen::V,照耀,diskouez bezañ
838,zu sehen sein::V,可以看到,bezañ gwelus
839,vernehmen::V,审讯,merzhañ
840,frieren::V,觉得冷,anoued
841,tun::V,作,ober
842,können::V,能,gouzout
843,wollen::V,要,fellout da
844,wollen::V,要,kaout c'hoant da
845,anfangen::V,开始,kregiñ
846,beenden::V,结束,achuiñ
847,aufhören::V,停止,paouez
848,gelingen::V,成功,
849,geraten::V,陷于,
850,öffnen::V,打开,digeriñ
851,schließen::V,关,serriñ
852,stellen::V,放,lakaat
853,setzen::V,放,lakaat
854,legen::V,摆,lakaat
855,berühren::V,触,touch
856,verbinden::V,联结,eren
857,bedecken::V,覆盖,goloiñ
858,aufhängen::V,挂,istribilhañ
859,anzünden::V,点,alumiñ
860,anzünden::V,点,c'hwezzañ
861,aufheben::V,拾起,dastum
862,zurücklassen::V,遗留,lezel
863,verlieren::V,丧失,koll
864,fallen lassen::V,让掉下,laoskel
865,fallen lassen::V,让掉下,lezel da gouezhel
866,machen::V,做,ober
867,herstellen::V,生产,fardañ
868,bauen::V,建造,sevel
869,reparieren::V,修理,adaozañ
870,verbessern::V,改进,gwellaat
871,ändern::V,改变,cheñch
872,graben::V,挖,kleuzañ
873,beugen::V,弯下,plegañ
874,biegen::V,弯,krommañ
875,drehen::V,转动,treiñ
876,wenden::V,转动,treiñ
877,umdrehen::V,转动,treiñ
878,heben::V,举起,sevel
879,hochheben::V,抬高,sevel
880,ergreifen::V,抓住,kemer
881,halten::V,拿着,dalc'hen
882,drücken::V,压,bountañ
883,schieben::V,推,poulzañ
884,kratzen::V,搔,skrabat
885,lecken::V,舔,lipat
886,beißen::V,咬,kregiñ
887,abreißen::V,撕下,diframmañ
888,abschneiden::V,切断,troc'hañ
889,binden::V,捆,stagañ
890,stecken::V,插,sankañ
891,brechen::V,断裂,darnaouiñ
892,klopfen::V,敲,skoiñ
893,hauen::V,揍,dornañ
894,kleben::V,粘,pegañ
895,reiben::V,摩擦,taravat
896,reiben::V,摩擦,trekiñ
897,streichen::V,涂,toazañ
898,schleifen::V,拖曳,lemmañ
899,schneiden::V,切,troc'hañ
900,rütteln::V,颠簸,tordorosañ
901,schütteln::V,摇动,hejañ
902,schwenken::V,摇动,
903,schütten::V,倒,diskargañ
904,füllen::V,填满,kargañ
905,einwickeln::V,包,gronnañ
906,tragen::V,提,dougen
907,schleppen::V,扛,stlejal
908,ziehen::V,拉,sachañ
909,aufbewahren::V,保存,miret
910,werfen::V,扔,teuler
911,fangen::V,捕捉,tapañ
912,packen::V,抓住,krapat
913,verstecken::V,藏,kuzhat
914,teilen::V,分,rannañ
915,schicken::V,派遣,kas
916,bringen::V,带来,degas
917,hinzufügen::V,添加,lakat ouzhpenn
918,bekommen::V,得到,kaout
919,erhalten::V,接到,kaout
920,nehmen::V,拿,kemer
921,wählen::V,挑选,choaz
922,auswählen::V,选择,dibab
923,bewahren::V,保持,mirout
924,behindern::V,防碍,diaezañ
925,verderben::V,败坏,lovrañ
926,beschädigen::V,损坏,gwallegañ
927,zerbrechen::V,破碎,torriñ
928,zerreißen::V,撕碎,diroegiñ
929,zerstören::V,毁坏,distrujañ
930,verbrennen::V,燃烧,deviñ
931,geben::V,给,reiñ
932,reichen::V,递给,
933,schenken::V,赠送,donezonañ
934,versprechen::V,许诺,prometiñ
935,wünschen::V,祝,hetiñ
936,loben::V,表扬,feurmiñ
937,küssen::V,亲,pokat
938,wiegen::V,轻摇,pouezañ
939,zudecken::V,盖上,goloiñ
940,wecken::V,唤起,dihuniñ
941,zeigen::V,指,diskouez
942,führen::V,带领,kas
943,lehren::V,教,deskiñ
944,unterrichten::V,讲课,kelenn
945,aufziehen::V,抚养,
946,leiten::V,领导,bleinañ
947,antreiben::V,催促,poulzañ
948,lassen::V,让,leuskel
949,einladen::V,邀请,pediñ
950,vereinigen::V,统一,unisañ
951,besuchen::V,参观,gweladenniñ
952,treffen::V,会面,kejal
953,treffen::V,会面,ankontrañ
954,sich versammeln::V,聚集,bodennañ
955,spielen::V,玩,c'hoari
956,singen::V,唱歌,kanañ
957,tanzen::V,跳舞,dañsal
958,sich trennen::V,分别,dispartiañ
959,verlassen::V,离开,lezel
960,retten::V,救,saveteiñ
961,bewachen::V,守卫,mesa
962,schützen::V,保护,diwall
963,verteidigen::V,保卫,difenn
964,sich schlagen::V,打架,lopañ
965,schießen::V,射击,
966,siegen::V,获胜,trec'hiñ
967,ärgern::V,激怒,hegasiñ
968,schlagen::V,打,skeiñ
969,treten::V,踢,botaouiñ
970,stechen::V,刺,pikat
971,stoßen::V,撞,stokañ
972,stehlen::V,盗窃,laerezh
973,stören::V,干扰,direnkañ
974,belästigen::V,打搅,dregasiñ
975,verbergen::V,隐藏,skoachañ
976,täuschen::V,欺骗,tromplañ
977,betrügen::V,欺骗,lorbañ
978,töten::V,杀,lazhañ
979,wohnen::V,居住,bezañ o chom
980,arbeiten::V,工作,labourat
981,sammeln::V,收集,dastum
982,pflücken::V,采,kuntuilhañ
983,jagen::V,打猎,chaseal
984,fischen::V,捕鱼,pesketa
985,fassen::V,捉住,pakañ
986,hüten::V,守护,geota
987,treiben::V,漂,
988,anbinden::V,拴,stagañ
989,füttern::V,喂,boueta
990,melken::V,挤奶,goro
991,hacken::V,剁细,difrakal
992,gießen::V,浇,dourañ
993,reifen::V,成熟,azviñ
994,kochen::V,煮,poazhañ
995,backen::V,烤,fritañ
996,braten::V,煎,rostañ
997,umrühren::V,搅拌,
998,stricken::V,织,stammañ
999,nähen::V,缝,gwriat
1000,färben::V,染色,livañ
1001,reinigen::V,清洁,naetañ
1002,waschen::V,洗,gwalc'hiñ
1003,abwischen::V,擦掉,torchañ
1004,spülen::V,清洗,disgwalc'hiñ
1005,fegen::V,扫,skubañ
1006,kehren::V,打扫,skubañ
1007,baden::V,给...洗澡,kouronkañ
1008,sich waschen::V,洗澡,en em walc'hiñ
1009,ausziehen::V,脱,
1010,anziehen::V,穿,
1011,sich anziehen::V,穿衣,gwiskañ
1012,kämmen::V,梳,kribat
1013,schmücken::V,装饰,kinklañ
1014,sagen::V,说,larêt
1015,sagen::V,说,lavaret
1016,sprechen::V,说,komz
1017,reden::V,讲,kaozeal
1018,sich unterhalten::V,聊天,balbotal
1019,fragen::V,问,goulenn
1020,bitten::V,请,goulenn
1021,erzählen::V,叙述,kontañ
1022,mitteilen::V,通知,kemenn
1023,nennen::V,叫做,anviñ
1024,rufen::V,叫,gelver
1025,prahlen::V,吹牛,fougeal
1026,übersetzen::V,翻译,treiñ
1027,denken::V,想,soñjal
1028,glauben::V,以为,krediñ
1029,bemerken::V,发觉,apresevañ
1030,erkennen::V,识别,anavout
1031,begreifen::V,理解,meizañ
1032,verstehen::V,明白,kompren
1033,lernen::V,学,deskiñ
1034,wissen::V,知道,gouzout
1035,sich erinnern an::V,回忆,kaout soñj e
1036,vergessen::V,忘记,ankouaat
1037,messen::V,测量,muzuliañ
1038,zählen::V,数,kontañ
1039,rechnen::V,计算,jedañ
1040,lesen::V,读,lenn
1041,malen::V,画,livañ
1042,zeichnen::V,绘制,tresañ
1043,schreiben::V,写,skrivañ
1044,besitzen::V,占有,kaout
1045,kaufen::V,买,prenañ
1046,verkaufen::V,卖,gwerzhañ
1047,bezahlen::V,付钱,paeañ
1048,zahlen::V,支付,paeañ
1049,beherrschen::V,统治,mestroniañ
1050,ertragen::V,忍耐,anduriñ
1051,klirren::V,,diridignat
1052,klirren::V,,sterlinkañ
1053,rauschen::V,,trouzal
1054,rühren::V,,tenerañ
1055,zubereiten::V,,keginañ
