,Concept_ID,et,br
818,sieden::V,keema,berviñ
819,faulen::V,mädanema,breinañ
820,verfaulen::V,mädanema,breinañ
821,reißen::V,rebenema,darnaouiñ
822,versinken::V,uppuma,sodellañ
823,vergehen::V,mööduma,tremen
824,erscheinen::V,ilmuma,donet war-wel
825,verschwinden::V,kaduma,monet diwar wel
826,sinken::V,vajuma,en em izelat
827,sinken::V,langema,en em izelat
828,abnehmen::V,vähenema,nebeutaat
829,abnehmen::V,kahenema,nebeutaat
830,zunehmen::V,kasvama,kreskiñ
831,steigen::V,tõusma,sevel
832,steigen::V,üles minema,sevel
833,wachsen::V,kasvama,kreskiñ
834,glänzen::V,läikimä,lugernañ
835,funkeln::V,sädelema,elieniñ
836,lärmen::V,lärmama,rabotat
837,läuten::V,helisema,
838,klingeln::V,helisema,
839,klirren::V,kõlisema,diridignat
840,klirren::V,kõlisema,sterlinkañ
841,brausen::V,kohisema,gwegal
842,rauschen::V,kohisema,trouzal
843,klingen::V,kõlama,seniñ
844,bellen::V,haukuma,harzhal
845,heulen::V,uluma,yudal
846,blasen::V,puhuma,c'hwezhañ
847,pfeifen::V,vilistama,c'hwitellat
848,schreien::V,karjuma,huchal
849,stöhnen::V,oigama,hirvoudiñ
850,zittern::V,värisema,krenañ
851,leben::V,elama,bevañ
852,leben::V,elus olema,bevañ
853,geboren werden::V,sündima,genel
854,atmen::V,hingama,tennañ e anal
855,trinken::V,jooma,evañ
856,essen::V,sööma,debriñ
857,schlucken::V,neelama,lonkañ
858,müde werden::V,väsima,skuizhañ
859,einschlafen::V,uinuma,menel kousket
860,schlafen::V,magama,kousket
861,aufwachen::V,ärkama,dihuniñ
862,aufstehen::V,ärkama,sevel
863,aufstehen::V,üles tõusma,sevel
864,sich erholen::V,puhkama,diskuizhañ
865,krank werden::V,haigestuma,klañviñ
866,krank werden::V,haigeks jääma,klañviñ
867,krank sein::V,haige olema,bezañ klañv
868,schmerzen::V,valutama,skourjezañ
869,husten::V,köhima,pasaat
870,husten::V,köhima,peudal
871,genesen::V,toibuma,pareañ
872,sterben::V,surema,mervel
873,umkommen::V,surma saama,perisañ
874,sich bewegen::V,liikuma,bouljal
875,sich rühren::V,liikuma,fiñval
876,sich erheben::V,kerkima,sevel
877,sich setzen::V,istet võtma,azezañ
878,sich setzen::V,istet võtma,mont en e goazez
879,hinfallen::V,kukkuma,kouezhañ
880,hinfallen::V,maha kukkuma,kouezhañ
881,laufen::V,kõndima,redek
882,schreiten::V,astuma,kerzhet
883,spazierengehen::V,jalutama,pourmen
884,eilen::V,ruttama,hastañ
885,eilen::V,kiirustama,hastañ
886,sich beeilen::V,ruttama,hastañ
887,sich beeilen::V,kiirustama,hastañ
888,sausen::V,kihutama,karzhañ
889,sausen::V,tormama,karzhañ
890,rennen::V,jooksma,redek
891,rennen::V,kihutama,redek
892,springen::V,hüppama,lammat
893,klettern::V,ronima,krimpat
894,schaukeln::V,kiikuma,brañsellat
895,kriechen::V,roomama,skrampañ
896,schwimmen::V,ujuma,neuial
897,tauchen::V,sukelduma,splujañ
898,rudern::V,sõudma,roeñvat
899,fahren::V,sõitma,kas
900,fahren::V,sõitma,bleniañ
901,fliegen::V,lendama,nijal
902,gehen::V,käima,mont
903,gehen::V,minema,mont
904,weggehen::V,ära minema,mont kuit
905,weggehen::V,välja minema,mont kuit
906,abfahren::V,väljuma,mont kuit
907,abfahren::V,ära sõitma,mont kuit
908,anhalten::V,peatuma,chom a-sav
909,hineingehen::V,sisenema,monet e-barzh
910,hineingehen::V,sisse minema,monet e-barzh
911,eintreten::V,sisenema,monet e-barzh
912,eintreten::V,sisse astuma,monet e-barzh
913,kommen::V,tulema,dont
914,ankommen::V,saabuma,erruout
915,zurückkommen::V,tagasi tulema,addonet
916,bleiben::V,jääma,chom
917,warten::V,ootama,gortoz
918,erwarten::V,ootama,gortoz
919,erwarten::V,lootma,gortoz
920,suchen::V,otsima,klask
921,finden::V,leidma,kavout
922,versuchen::V,püüdma,klask
923,versuchen::V,üritama,klask
924,versuchen::V,katsetama,klask
925,vorbereiten::V,valmistama,aozañ
926,lieben::V,armastama,karout
927,mögen::V,sallima,karout
928,mögen::V,meeldima,karout
929,lachen::V,naerma,c'hoarzin
930,rühren::V,liigutama,tenerañ
931,rühren::V,heldima panema,tenerañ
932,weinen::V,nutma,gouelañ
933,schimpfen::V,sõimama,krozal
934,sich ärgern::V,ärrituma,fachañ
935,sich ärgern::V,ärrituma,en em fachañ
936,sich ärgern::V,vihastuma,fachañ
937,sich ärgern::V,vihastuma,en em fachañ
938,sich fürchten::V,kartma,
939,sich fürchten::V,hirmu tundma,
940,fürchten::V,kartma,
941,fliehen::V,põgenema,tec'het
942,flüchten::V,põgenema,tuzañ
943,sehen::V,nägema,gwelet
944,anschauen::V,vaatama,sellout ouzh
945,ansehen::V,vaatama,sellout ouzh
946,hören::V,kuulma,klevet
947,zuhören::V,kuulama,selaou
948,probieren::V,proovima,blasa
949,riechen::V,nuusutama,klevet
950,fühlen::V,tundma,santout
951,scheinen::V,näida,diskouez bezañ
952,scheinen::V,ilmuda,diskouez bezañ
953,zu sehen sein::V,ilmuma,bezañ gwelus
954,vernehmen::V,üle kuulama,merzhañ
955,frieren::V,külmetada,anoued
956,tun::V,tegema,ober
957,können::V,võima,gouzout
958,können::V,oskama,gouzout
959,wollen::V,tahtma,fellout da
960,wollen::V,tahtma,kaout c'hoant da
961,anfangen::V,hakkama,kregiñ
962,anfangen::V,alustama,kregiñ
963,beenden::V,lõpetama,achuiñ
964,aufhören::V,lakkama,paouez
965,gelingen::V,õnnestuma,
966,geraten::V,jõudma,
967,öffnen::V,avama,digeriñ
968,schließen::V,sulgema,serriñ
969,stellen::V,panema,lakaat
970,stellen::V,asetama,lakaat
971,setzen::V,panema,lakaat
972,legen::V,panema,lakaat
973,legen::V,asetama,lakaat
974,berühren::V,riivama,touch
975,berühren::V,puudutama,touch
976,verbinden::V,ühendama,eren
977,bedecken::V,katma,goloiñ
978,aufhängen::V,riputama,istribilhañ
979,anzünden::V,süütama,alumiñ
980,anzünden::V,süütama,c'hwezzañ
981,aufheben::V,üles tõstma,dastum
982,zurücklassen::V,jätma,lezel
983,verlieren::V,kaotama,koll
984,fallen lassen::V,maha pillama,laoskel
985,fallen lassen::V,maha pillama,lezel da gouezhel
986,fallen lassen::V,kukkuda laskma,laoskel
987,fallen lassen::V,kukkuda laskma,lezel da gouezhel
988,machen::V,tegema,ober
989,herstellen::V,valmistama,fardañ
990,bauen::V,ehitama,sevel
991,reparieren::V,parandama,adaozañ
992,verbessern::V,parandama,gwellaat
993,ändern::V,muutma,cheñch
994,ändern::V,ümber tegema,cheñch
995,graben::V,kaevama,kleuzañ
996,beugen::V,painutama,plegañ
997,biegen::V,painutama,krommañ
998,drehen::V,keerama,treiñ
999,wenden::V,ümber pöörama,treiñ
1000,umdrehen::V,ümber keerama,treiñ
1001,heben::V,tõstma,sevel
1002,hochheben::V,üles tõstma,sevel
1003,hochheben::V,kõrgele tõstma,sevel
1004,ergreifen::V,haarama,kemer
1005,halten::V,hoidma,dalc'hen
1006,drücken::V,pigistama,bountañ
1007,schieben::V,lükkama,poulzañ
1008,kratzen::V,kraapima,skrabat
1009,lecken::V,lakkuma,lipat
1010,beißen::V,purema,kregiñ
1011,beißen::V,hammustama,kregiñ
1012,abreißen::V,rebima,diframmañ
1013,abreißen::V,ära rebima,diframmañ
1014,abschneiden::V,ära lõikama,troc'hañ
1015,binden::V,siduma,stagañ
1016,stecken::V,pistma,sankañ
1017,brechen::V,murdma,darnaouiñ
1018,klopfen::V,koputama,skoiñ
1019,hauen::V,lööma,dornañ
1020,kleben::V,kleepima,pegañ
1021,reiben::V,hõõruma,taravat
1022,reiben::V,hõõruma,trekiñ
1023,streichen::V,silitama,toazañ
1024,schleifen::V,lihvima,lemmañ
1025,schleifen::V,teritama,lemmañ
1026,schneiden::V,lõikama,troc'hañ
1027,rütteln::V,raputama,tordorosañ
1028,schütteln::V,raputama,hejañ
1029,schütteln::V,loksutama,hejañ
1030,schwenken::V,vehkima,
1031,schwenken::V,lehvitama,
1032,schütten::V,kallama,diskargañ
1033,füllen::V,täitma,kargañ
1034,einwickeln::V,sisse mähkima,gronnañ
1035,tragen::V,kandma,dougen
1036,schleppen::V,tassima,stlejal
1037,schleppen::V,lohistama,stlejal
1038,ziehen::V,vedama,sachañ
1039,ziehen::V,tõmbama,sachañ
1040,aufbewahren::V,säilitama,miret
1041,aufbewahren::V,alal hoidma,miret
1042,werfen::V,viskama,teuler
1043,fangen::V,püüdma,tapañ
1044,packen::V,kinni haarama,krapat
1045,packen::V,kinni võtma,krapat
1046,verstecken::V,peitma,kuzhat
1047,teilen::V,jagama,rannañ
1048,teilen::V,jaotama,rannañ
1049,schicken::V,saatma,kas
1050,bringen::V,viima,degas
1051,hinzufügen::V,lisama,lakat ouzhpenn
1052,bekommen::V,saama,kaout
1053,erhalten::V,saama,kaout
1054,nehmen::V,võtma,kemer
1055,wählen::V,valima,choaz
1056,auswählen::V,valima,dibab
1057,bewahren::V,hoidma,mirout
1058,behindern::V,takistama,diaezañ
1059,verderben::V,rikkuma,lovrañ
1060,beschädigen::V,rikkuma,gwallegañ
1061,zerbrechen::V,katki tegema,torriñ
1062,zerreißen::V,katki rebima,diroegiñ
1063,zerstören::V,purustama,distrujañ
1064,verbrennen::V,põletama,deviñ
1065,geben::V,andma,reiñ
1066,reichen::V,andma,
1067,reichen::V,ulatama,
1068,schenken::V,kinkima,donezonañ
1069,versprechen::V,lubama,prometiñ
1070,versprechen::V,tõotama,prometiñ
1071,wünschen::V,soovima,hetiñ
1072,loben::V,kiitma,feurmiñ
1073,küssen::V,suudlema,pokat
1074,wiegen::V,hällitama,pouezañ
1075,zudecken::V,kaanetama,goloiñ
1076,zudecken::V,kinni katma,goloiñ
1077,wecken::V,äratama,dihuniñ
1078,zeigen::V,näitama,diskouez
1079,führen::V,juhatama,kas
1080,lehren::V,õpetama,deskiñ
1081,unterrichten::V,õpetama,kelenn
1082,aufziehen::V,üles kasvatama,
1083,leiten::V,juhtima,bleinañ
1084,antreiben::V,ergutama,poulzañ
1085,lassen::V,laskma,leuskel
1086,einladen::V,kutsuma,pediñ
1087,vereinigen::V,ühendama,unisañ
1088,besuchen::V,külastama,gweladenniñ
1089,treffen::V,kohtama,kejal
1090,treffen::V,kohtama,ankontrañ
1091,sich versammeln::V,kogunema,bodennañ
1092,spielen::V,mängima,c'hoari
1093,singen::V,laulma,kanañ
1094,tanzen::V,tantsima,dañsal
1095,sich trennen::V,lahku minema,dispartiañ
1096,verlassen::V,maha jätma,lezel
1097,retten::V,päästma,saveteiñ
1098,bewachen::V,valvama,mesa
1099,schützen::V,kaitsma,diwall
1100,verteidigen::V,kaitsma,difenn
1101,sich schlagen::V,kaklema,lopañ
1102,schießen::V,tulistama,
1103,siegen::V,võitma,trec'hiñ
1104,ärgern::V,ärritama,hegasiñ
1105,ärgern::V,vihastama,hegasiñ
1106,schlagen::V,lööma,skeiñ
1107,treten::V,sõtkuma,botaouiñ
1108,stechen::V,pistma,pikat
1109,stechen::V,torkama,pikat
1110,stoßen::V,tõukama,stokañ
1111,stehlen::V,varastama,laerezh
1112,stören::V,segama,direnkañ
1113,stören::V,häirima,direnkañ
1114,belästigen::V,ahistama,dregasiñ
1115,verbergen::V,peitma,skoachañ
1116,verbergen::V,varjama,skoachañ
1117,täuschen::V,petma,tromplañ
1118,täuschen::V,tüssama,tromplañ
1119,betrügen::V,petma,lorbañ
1120,betrügen::V,tüssama,lorbañ
1121,betrügen::V,truudust murtma,lorbañ
1122,töten::V,tapma,lazhañ
1123,töten::V,surmama,lazhañ
1124,wohnen::V,elama,bezañ o chom
1125,arbeiten::V,töötama,labourat
1126,sammeln::V,koguma,dastum
1127,sammeln::V,korjama,dastum
1128,pflücken::V,noppima,kuntuilhañ
1129,jagen::V,jahtima,chaseal
1130,fischen::V,kalastama,pesketa
1131,fischen::V,kala püüdma,pesketa
1132,fassen::V,püüdma,pakañ
1133,hüten::V,karjatama,geota
1134,treiben::V,ajama,
1135,anbinden::V,kinni siduma,stagañ
1136,füttern::V,söötma,boueta
1137,melken::V,lüpsma,goro
1138,hacken::V,raiuma,difrakal
1139,hacken::V,lõhkuma,difrakal
1140,gießen::V,kastma,dourañ
1141,reifen::V,valmima,azviñ
1142,zubereiten::V,valmistama,keginañ
1143,kochen::V,keetma,poazhañ
1144,backen::V,küpsetama,fritañ
1145,braten::V,praadima,rostañ
1146,umrühren::V,segama,
1147,stricken::V,kuduma,stammañ
1148,nähen::V,õmblema,gwriat
1149,färben::V,värvima,livañ
1150,reinigen::V,puhastama,naetañ
1151,waschen::V,pesema,gwalc'hiñ
1152,abwischen::V,puhtaks pühkima,torchañ
1153,spülen::V,uhtma,disgwalc'hiñ
1154,fegen::V,pühkima,skubañ
1155,kehren::V,pühkima,skubañ
1156,baden::V,suplema,kouronkañ
1157,baden::V,kümblema,kouronkañ
1158,sich waschen::V,end pesema,en em walc'hiñ
1159,ausziehen::V,käest võtma,
1160,ausziehen::V,jalast võtma,
1161,ausziehen::V,seljast võtma,
1162,anziehen::V,jalga panema,
1163,sich anziehen::V,riietuma,gwiskañ
1164,kämmen::V,kammima,kribat
1165,schmücken::V,kaunistama,kinklañ
1166,sagen::V,ütlema,larêt
1167,sagen::V,ütlema,lavaret
1168,sprechen::V,rääkima,komz
1169,sprechen::V,kõnelema,komz
1170,reden::V,kõnelema,kaozeal
1171,sich unterhalten::V,vestlema,balbotal
1172,fragen::V,küsima,goulenn
1173,bitten::V,paluma,goulenn
1174,erzählen::V,jutustama,kontañ
1175,mitteilen::V,teatama,kemenn
1176,mitteilen::V,teada andma,kemenn
1177,nennen::V,nimetama,anviñ
1178,rufen::V,kutsuma,gelver
1179,prahlen::V,hooplema,fougeal
1180,übersetzen::V,tõlkima,treiñ
1181,denken::V,mõtlema,soñjal
1182,glauben::V,uskuma,krediñ
1183,bemerken::V,märkama,apresevañ
1184,erkennen::V,ära tundma,anavout
1185,begreifen::V,aru saama,meizañ
1186,verstehen::V,mõistma,kompren
1187,lernen::V,õppima,deskiñ
1188,wissen::V,teadma,gouzout
1189,sich erinnern an::V,mäletama,kaout soñj e
1190,vergessen::V,unustama,ankouaat
1191,messen::V,mõõtma,muzuliañ
1192,zählen::V,loendama,kontañ
1193,rechnen::V,arvutama,jedañ
1194,lesen::V,lugema,lenn
1195,malen::V,maalima,livañ
1196,zeichnen::V,joonistama,tresañ
1197,schreiben::V,kirjutama,skrivañ
1198,besitzen::V,omama,kaout
1199,kaufen::V,ostma,prenañ
1200,verkaufen::V,müüma,gwerzhañ
1201,bezahlen::V,tasuma,paeañ
1202,zahlen::V,maksma,paeañ
1203,beherrschen::V,valitsema,mestroniañ
1204,ertragen::V,taluma,anduriñ
