,Concept_ID,br,uk
815,schlucken::V,lonkañ,ковтати
816,müde werden::V,skuizhañ,втомитися
817,einschlafen::V,menel kousket,заснути
818,schlafen::V,kousket,спати
819,aufwachen::V,dihuniñ,прокинутися
820,aufstehen::V,sevel,встати
821,sich erholen::V,diskuizhañ,відпочивати
822,krank werden::V,klañviñ,захворіти
823,krank sein::V,bezañ klañv,хворіти
824,schmerzen::V,skourjezañ,боліти
825,husten::V,pasaat,кашляти
826,husten::V,peudal,кашляти
827,genesen::V,pareañ,одужати
828,genesen::V,pareañ,видужати
829,sterben::V,mervel,померти
830,umkommen::V,perisañ,згинути
831,sich bewegen::V,bouljal,рухатися
832,sich rühren::V,fiñval,ворушитися
833,sich erheben::V,sevel,встати
834,sich setzen::V,azezañ,сісти
835,sich setzen::V,mont en e goazez,сісти
836,hinfallen::V,kouezhañ,упасти
837,laufen::V,redek,ходити
838,schreiten::V,kerzhet,крокувати
839,spazierengehen::V,pourmen,гуляти
840,eilen::V,hastañ,спішити
841,sich beeilen::V,hastañ,поспішати
842,sausen::V,karzhañ,мчатися
843,rennen::V,redek,бігати
844,springen::V,lammat,скакати
845,springen::V,lammat,стрибати
846,klettern::V,krimpat,лазити
847,schaukeln::V,brañsellat,гойдатися
848,kriechen::V,skrampañ,повзати
849,schwimmen::V,neuial,пливти
850,schwimmen::V,neuial,плавати
851,tauchen::V,splujañ,пірнати
852,rudern::V,roeñvat,гребти
853,rudern::V,roeñvat,веслувати
854,fahren::V,kas,їхати
855,fahren::V,bleniañ,їхати
856,fliegen::V,nijal,літати
857,gehen::V,mont,іти
858,weggehen::V,mont kuit,піти
859,abfahren::V,mont kuit,від’їхати
860,abfahren::V,mont kuit,відправитися
861,anhalten::V,chom a-sav,зупинитися
862,hineingehen::V,monet e-barzh,входити
863,eintreten::V,monet e-barzh,увійти
864,kommen::V,dont,прийти
865,ankommen::V,erruout,прибути
866,zurückkommen::V,addonet,повернутися
867,bleiben::V,chom,залишитися
868,warten::V,gortoz,чекати
869,erwarten::V,gortoz,чекати
870,suchen::V,klask,шукати
871,finden::V,kavout,знайти
872,versuchen::V,klask,випробовувати
873,vorbereiten::V,aozañ,підготувати
874,lieben::V,karout,любити
875,mögen::V,karout,любити
876,mögen::V,karout,подобатися
877,lachen::V,c'hoarzin,сміятися
878,rühren::V,tenerañ,розчулити
879,weinen::V,gouelañ,плакати
880,schimpfen::V,krozal,лаятися
881,sich ärgern::V,fachañ,сердитися
882,sich ärgern::V,en em fachañ,сердитися
883,fliehen::V,tec'het,тікати
884,flüchten::V,tuzañ,утекти
885,sehen::V,gwelet,бачити
886,anschauen::V,sellout ouzh,поглянути
887,ansehen::V,sellout ouzh,дивитися на
888,hören::V,klevet,чути
889,zuhören::V,selaou,слухати
890,probieren::V,blasa,покуштувати
891,riechen::V,klevet,нюхати
892,fühlen::V,santout,відчувати
893,scheinen::V,diskouez bezañ,здаватися
894,zu sehen sein::V,bezañ gwelus,виднітися
895,vernehmen::V,merzhañ,почути
896,frieren::V,anoued,мерзнути
897,tun::V,ober,робити
898,können::V,gouzout,могти
899,wollen::V,fellout da,хотіти
900,wollen::V,kaout c'hoant da,хотіти
901,anfangen::V,kregiñ,почати
902,beenden::V,achuiñ,закінчити
903,aufhören::V,paouez,перестати
904,öffnen::V,digeriñ,відкрити
905,schließen::V,serriñ,закрити
906,stellen::V,lakaat,поставити
907,setzen::V,lakaat,посадити
908,legen::V,lakaat,класти
909,berühren::V,touch,чіпати
910,verbinden::V,eren,зв’язати
911,bedecken::V,goloiñ,покрити
912,aufhängen::V,istribilhañ,повісити
913,anzünden::V,alumiñ,запалити
914,anzünden::V,c'hwezzañ,запалити
915,aufheben::V,dastum,підняти
916,zurücklassen::V,lezel,залишити
917,verlieren::V,koll,загубити
918,fallen lassen::V,laoskel,упустити
919,fallen lassen::V,lezel da gouezhel,упустити
920,machen::V,ober,зробити
921,herstellen::V,fardañ,виготовити
922,bauen::V,sevel,будувати
923,reparieren::V,adaozañ,лагодити
924,verbessern::V,gwellaat,поліпшити
925,ändern::V,cheñch,змінити
926,graben::V,kleuzañ,копати
927,beugen::V,plegañ,зігнути
928,biegen::V,krommañ,погнути
929,drehen::V,treiñ,вертіти
930,wenden::V,treiñ,повернути
931,umdrehen::V,treiñ,перевернути
932,heben::V,sevel,піднімати
933,hochheben::V,sevel,підняти
934,ergreifen::V,kemer,схопити
935,halten::V,dalc'hen,тримати
936,drücken::V,bountañ,натискати
937,schieben::V,poulzañ,пхати
938,schieben::V,poulzañ,штовхати
939,kratzen::V,skrabat,шкребти
940,lecken::V,lipat,лизати
941,beißen::V,kregiñ,кусати
942,abreißen::V,diframmañ,відірвати
943,abschneiden::V,troc'hañ,відрізати
944,binden::V,stagañ,в’язати
945,stecken::V,sankañ,увіткнути
946,brechen::V,darnaouiñ,зламати
947,klopfen::V,skoiñ,стукати
948,hauen::V,dornañ,бити
949,kleben::V,pegañ,клеїти
950,reiben::V,taravat,терти
951,reiben::V,trekiñ,терти
952,streichen::V,toazañ,намазати
953,schleifen::V,lemmañ,точити
954,schneiden::V,troc'hañ,різати
955,rütteln::V,tordorosañ,хитати
956,schütteln::V,hejañ,трясти
957,schütten::V,diskargañ,налити
958,füllen::V,kargañ,наповнити
959,einwickeln::V,gronnañ,загорнути
960,tragen::V,dougen,нести
961,schleppen::V,stlejal,тягти
962,ziehen::V,sachañ,тягнути
963,aufbewahren::V,miret,зберігати
964,werfen::V,teuler,кидати
965,fangen::V,tapañ,ловити
966,packen::V,krapat,схопити
967,verstecken::V,kuzhat,сховати
968,teilen::V,rannañ,розділити
969,schicken::V,kas,посилати
970,bringen::V,degas,принести
971,hinzufügen::V,lakat ouzhpenn,додати
972,bekommen::V,kaout,дістати
973,erhalten::V,kaout,одержати
974,nehmen::V,kemer,взяти
975,wählen::V,choaz,вибрати
976,auswählen::V,dibab,відібрати
977,bewahren::V,mirout,зберегти
978,behindern::V,diaezañ,перешкоджати
979,verderben::V,lovrañ,зіпсувати
980,beschädigen::V,gwallegañ,зашкодити
981,zerbrechen::V,torriñ,розбити
982,zerreißen::V,diroegiñ,розірвати
983,zerstören::V,distrujañ,зруйнувати
984,verbrennen::V,deviñ,спалити
985,geben::V,reiñ,дати
986,schenken::V,donezonañ,дарувати
987,versprechen::V,prometiñ,обіцяти
988,wünschen::V,hetiñ,бажати
989,loben::V,feurmiñ,хвалити
990,küssen::V,pokat,цілувати
991,wiegen::V,pouezañ,качати
992,zudecken::V,goloiñ,накрити
993,wecken::V,dihuniñ,розбудити
994,zeigen::V,diskouez,показати
995,führen::V,kas,вести
996,lehren::V,deskiñ,вчити
997,unterrichten::V,kelenn,викладати
998,leiten::V,bleinañ,керувати
999,antreiben::V,poulzañ,підганяти
1000,lassen::V,leuskel,змусити
1001,einladen::V,pediñ,запросити
1002,vereinigen::V,unisañ,об’єднати
1003,besuchen::V,gweladenniñ,завітати
1004,besuchen::V,gweladenniñ,відвідати
1005,treffen::V,kejal,зустріти
1006,treffen::V,ankontrañ,зустріти
1007,sich versammeln::V,bodennañ,зібратися
1008,spielen::V,c'hoari,грати
1009,singen::V,kanañ,співати
1010,tanzen::V,dañsal,танцювати
1011,sich trennen::V,dispartiañ,розлучитися
1012,verlassen::V,lezel,покинути
1013,retten::V,saveteiñ,врятувати
1014,bewachen::V,mesa,охороняти
1015,schützen::V,diwall,уберігати
1016,verteidigen::V,difenn,захистити
1017,sich schlagen::V,lopañ,битися
1018,sich schlagen::V,lopañ,дратися
1019,siegen::V,trec'hiñ,перемогти
1020,ärgern::V,hegasiñ,сердити
1021,schlagen::V,skeiñ,ударити
1022,treten::V,botaouiñ,штовхати
1023,stechen::V,pikat,вколоти
1024,stoßen::V,stokañ,штовхнути
1025,stehlen::V,laerezh,украсти
1026,stören::V,direnkañ,перешкодити
1027,belästigen::V,dregasiñ,докучати
1028,verbergen::V,skoachañ,сховати
1029,täuschen::V,tromplañ,обдурити
1030,betrügen::V,lorbañ,зшахраювати
1031,töten::V,lazhañ,убити
1032,wohnen::V,bezañ o chom,жити
1033,wohnen::V,bezañ o chom,мешкати
1034,arbeiten::V,labourat,працювати
1035,sammeln::V,dastum,зібрати
1036,pflücken::V,kuntuilhañ,зривати
1037,jagen::V,chaseal,полювати
1038,fischen::V,pesketa,рибалити
1039,fassen::V,pakañ,піймати
1040,hüten::V,geota,пасти
1041,anbinden::V,stagañ,прив’язати
1042,füttern::V,boueta,годувати
1043,füttern::V,boueta,харчувати
1044,melken::V,goro,доїти
1045,hacken::V,difrakal,рубати
1046,gießen::V,dourañ,полити
1047,reifen::V,azviñ,дозріти
1048,zubereiten::V,keginañ,зготовити
1049,zubereiten::V,keginañ,приготувати
1050,kochen::V,poazhañ,варити
1051,kochen::V,poazhañ,готувати
1052,backen::V,fritañ,пекти
1053,braten::V,rostañ,смажити
1054,stricken::V,stammañ,в’язати
1055,nähen::V,gwriat,шити
1056,färben::V,livañ,пофарбувати
1057,reinigen::V,naetañ,очистити
1058,waschen::V,gwalc'hiñ,мити
1059,abwischen::V,torchañ,витерти
1060,spülen::V,disgwalc'hiñ,полоскати
1061,fegen::V,skubañ,підмітати
1062,kehren::V,skubañ,мести
1063,baden::V,kouronkañ,купатися
1064,sich waschen::V,en em walc'hiñ,митися
1065,sich anziehen::V,gwiskañ,одягтися
1066,sich anziehen::V,gwiskañ,одягнутися
1067,kämmen::V,kribat,зачесати
1068,schmücken::V,kinklañ,оздобити
1069,sagen::V,larêt,сказати
1070,sagen::V,lavaret,сказати
1071,sprechen::V,komz,говорити
1072,reden::V,kaozeal,розмовляти
1073,sich unterhalten::V,balbotal,бесідувати
1074,fragen::V,goulenn,запитати
1075,bitten::V,goulenn,просити
1076,erzählen::V,kontañ,розповісти
1077,mitteilen::V,kemenn,повідомити
1078,nennen::V,anviñ,назвати
1079,rufen::V,gelver,кликати
1080,prahlen::V,fougeal,хвалитися
1081,übersetzen::V,treiñ,перекласти
1082,denken::V,soñjal,думати
1083,denken::V,soñjal,мислити
1084,glauben::V,krediñ,вірити
1085,bemerken::V,apresevañ,помітити
1086,erkennen::V,anavout,пізнати
1087,begreifen::V,meizañ,осягнути
1088,verstehen::V,kompren,почути
1089,lernen::V,deskiñ,навчатися
1090,wissen::V,gouzout,знати
1091,sich erinnern an::V,kaout soñj e,пам’ятати
1092,vergessen::V,ankouaat,забути
1093,messen::V,muzuliañ,міряти
1094,zählen::V,kontañ,лічити
1095,rechnen::V,jedañ,рахувати
1096,lesen::V,lenn,читати
1097,malen::V,livañ,малювати
1098,zeichnen::V,tresañ,рисувати
1099,schreiben::V,skrivañ,писати
1100,besitzen::V,kaout,мати
1101,kaufen::V,prenañ,купити
1102,verkaufen::V,gwerzhañ,продати
1103,bezahlen::V,paeañ,заплатити
1104,zahlen::V,paeañ,платити
1105,beherrschen::V,mestroniañ,володіти
1106,ertragen::V,anduriñ,витерпіти
1107,Grube::N,,яма
1108,Spur::N,,слід
1109,Lehm::N,,глина
1110,Laut::N,,звук
1111,Winkel::N,,куток
1112,Lagerfeuer::N,,вогнище
1113,vergebens::ADV,,дарма
1114,untergehen[Sonne]::V,,зайти
1115,läuten::V,,дзвонити
1116,klingeln::V,,дзвонити
1117,sich fürchten::V,,боятися
1118,fürchten::V,,боятися
1119,gelingen::V,,вдатися
1120,geraten::V,,опинитися
1121,schwenken::V,,махати
1122,reichen::V,,передати
1123,aufziehen::V,,виховати
1124,schießen::V,,стріляти
1125,treiben::V,,гнати
1126,umrühren::V,,переміщати
1127,ausziehen::V,,зняти
1128,anziehen::V,,надіти
