,Concept_ID,ady,fa
1277,ertragen::V,щэчы́н,تحمل کردن
1278,Schnurrbart::N,,سبیل
1279,Nabel::N,,ناف
1280,Wetter::N,,هوا
1281,Frost::N,,یخبندان
1282,Raureif::N,,برف ریزه
1283,Adler::N,,عقاب
1284,Schwan::N,,قو
1285,Ton::N,,آهنگ
1286,Sache::N,,چیز
1287,Schlitten::N,,سورتمه
1288,Last::N,,بار
1289,Last::N,,سنگینی
1290,Figur::N,,تندیس
1291,Bündel::N,,بسته
1292,Schuh::N,,کفش
1293,Arzt::N,,پزشک
1294,lebendig::A,,زنده
1295,zuerst::ADV,,اول
1296,zuerst::ADV,,ابتداء
1297,manchmal::ADV,,گاهی
1298,manchmal::ADV,,بعضی اوقات
1299,niemals::ADV,,هرگز
1300,hier::ADV,,اینجا
1301,hierhin::ADV,,به اینجا
1302,von hier::ADV,,از اینجا
1303,schon::ADV,,قبلاً
1304,schon::ADV,,به این زودی
1305,sinken::V,,پایین آمدن
1306,klirren::V,,جرنگ جرنگ صدا کردن
1307,fliehen::V,,گریختن
1308,flüchten::V,,فرار کردن
1309,geraten::V,,نتیجه دادن
1310,aufheben::V,,برداشتن
1311,aufheben::V,,بلند کردن
1312,beugen::V,,کج کردن
1313,umdrehen::V,,برگرداندن
1314,bekommen::V,,گرفتن
1315,erhalten::V,,دریافت کردن
1316,treten::V,,لگد زدن
