,Concept_ID,da,he
829,krank sein::V,være syg,היה חולה
830,schmerzen::V,smerte,כאב
831,husten::V,hoste,השתעל
832,genesen::V,komme sig,הבריא
833,sterben::V,dø,מת
834,umkommen::V,omkomme,נספה
835,sich bewegen::V,bevæge sig,נע
836,sich rühren::V,røre på sig,זז
837,sich erheben::V,rejse sig,קם
838,sich setzen::V,sætte sig,התישב
839,laufen::V,løbe,הלך ברגל
840,schreiten::V,skride,פסע
841,spazierengehen::V,gå en tur,טיל
842,eilen::V,ile,אץ
843,eilen::V,ile,מהר
844,sich beeilen::V,skynde sig,מהר
845,sausen::V,suse,אץ
846,rennen::V,løbe,רץ
847,rennen::V,rende,רץ
848,springen::V,hoppe,קפץ
849,springen::V,springe,קפץ
850,klettern::V,klatre,טפס
851,schaukeln::V,gynge,התנדנד
852,kriechen::V,krybe,זחל
853,schwimmen::V,svømme,שחה
854,tauchen::V,dykke,צלל
855,rudern::V,ro,חתר
856,fahren::V,køre,נסע
857,fliegen::V,flyve,עף
858,gehen::V,gå,הלך
859,weggehen::V,gå bort,עזב
860,abfahren::V,køre bort,יצא
861,anhalten::V,standse,עצר
862,hineingehen::V,gå ind,נכנס
863,eintreten::V,træde ind,נכנס
864,kommen::V,komme,בא
865,ankommen::V,ankomme,הגיע
866,zurückkommen::V,komme tilbage,שב
867,zurückkommen::V,komme tilbage,חזר
868,bleiben::V,blive,נשאר
869,bleiben::V,forblive,נשאר
870,warten::V,vente,חכה
871,warten::V,vente,המתין
872,erwarten::V,vente,צפה
873,erwarten::V,afvente,צפה
874,suchen::V,søge,חפש
875,finden::V,finde,מצא
876,versuchen::V,forsøge,נסה
877,vorbereiten::V,forberede,הכין
878,lieben::V,elske,אהב
879,mögen::V,holde af,אהב
880,mögen::V,kunne lide,אהב
881,lachen::V,le,צחק
882,rühren::V,røre,נגע ללב
883,weinen::V,græde,בכה
884,schimpfen::V,skænde,גער
885,sich ärgern::V,ærgre sig,זעם
886,sich ärgern::V,ærgre sig,כעס
887,sich fürchten::V,være bange,פחד
888,sich fürchten::V,være bange,חשש
889,fürchten::V,være bange for,פחד מ
890,fürchten::V,være bange for,חשש מ
891,fliehen::V,flygte,ברח
892,flüchten::V,flygte,נמלט
893,sehen::V,se,ראה
894,anschauen::V,se på,הביט
895,anschauen::V,betragte,הביט
896,ansehen::V,anse,התבונן
897,hören::V,høre,שמע
898,zuhören::V,høre til,הקשיב
899,probieren::V,smage,נסה
900,probieren::V,smage på,נסה
901,riechen::V,lugte,הריח
902,fühlen::V,føle,חש
903,scheinen::V,synes,נדמה
904,zu sehen sein::V,synes,נראה
905,vernehmen::V,erfare,נודע ל
906,frieren::V,fryse,קר ל
907,tun::V,gøre,פעל
908,können::V,kunne,יכל
909,wollen::V,ville,רצה
910,anfangen::V,begynde,התחיל
911,beenden::V,afslutte,גמר
912,aufhören::V,ophøre,סים
913,aufhören::V,holde op,סים
914,gelingen::V,lykkes,הצליח
915,geraten::V,blive,עלה
916,öffnen::V,åbne,פתח
917,schließen::V,lukke,סגר
918,stellen::V,stille,העמיד
919,setzen::V,sætte,הושיב
920,legen::V,lægge,שם
921,berühren::V,berøre,נגע
922,verbinden::V,forbinde,קשר
923,bedecken::V,dække,כסה
924,bedecken::V,bedække,כסה
925,aufhängen::V,hænge,תלה
926,aufhängen::V,hænge op,תלה
927,anzünden::V,tænde,הצית
928,anzünden::V,antænde,הצית
929,aufheben::V,løfte,אסף
930,aufheben::V,tage op,אסף
931,zurücklassen::V,lade tilbage,השאיר
932,verlieren::V,miste,אבד
933,fallen lassen::V,tabe,שמט
934,fallen lassen::V,tabe,הפיל
935,fallen lassen::V,droppe,שמט
936,fallen lassen::V,droppe,הפיל
937,machen::V,gøre,עשה
938,herstellen::V,fremstille,יצר
939,bauen::V,bygge,בנה
940,reparieren::V,reparere,תקן
941,verbessern::V,rette,שפר
942,verbessern::V,forbedre,שפר
943,ändern::V,ændre,שנה
944,graben::V,grave,חפר
945,beugen::V,bøje,כפף
946,biegen::V,bøje,כופף
947,drehen::V,dreje,סובב
948,wenden::V,vende,הפך
949,umdrehen::V,dreje om,סובב
950,heben::V,hæve,הרים
951,hochheben::V,løfte,הרים
952,ergreifen::V,gribe fat i,אחז
953,halten::V,holde,החזיק
954,drücken::V,trykke,לחץ
955,schieben::V,skyde,הזיז
956,schieben::V,skubbe,הזיז
957,kratzen::V,klø,שרט
958,kratzen::V,klø,שפשף
959,kratzen::V,kradse,שרט
960,kratzen::V,kradse,שפשף
961,lecken::V,slikke,לקק
962,beißen::V,bide,נשך
963,abreißen::V,rive af,קרע
964,abschneiden::V,skære af,חתך
965,binden::V,binde,קשר
966,stecken::V,stikke,תקע
967,brechen::V,brække,שבר
968,klopfen::V,banke,נקש
969,hauen::V,hugge,הכה
970,kleben::V,klistre,הדביק
971,reiben::V,gnide,שפשף
972,streichen::V,smøre,מרח
973,schleifen::V,slibe,השחיז
974,schneiden::V,skære,גזר
975,schneiden::V,klippe,גזר
976,rütteln::V,ruske,נענע
977,schütteln::V,ryste,נער
978,schwenken::V,svinge,נופף
979,schwenken::V,svinge,טלטל
980,schütten::V,hælde,שפך
981,füllen::V,fylde,מלא
982,einwickeln::V,pakke ind,עטף
983,tragen::V,bære,נשא
984,schleppen::V,slæbe,סחב
985,ziehen::V,trække,משך
986,aufbewahren::V,opbevare,שמר
987,werfen::V,kaste,זרק
988,fangen::V,fange,תפס
989,packen::V,gribe,אחז
990,verstecken::V,gemme,החביא
991,teilen::V,dele,חלק
992,schicken::V,sende,שלח
993,bringen::V,bringe,הביא
994,hinzufügen::V,tilføje,הוסיף
995,bekommen::V,få,תפס
996,erhalten::V,få,קבל
997,nehmen::V,tage,אחז
998,wählen::V,vælge,בחר
999,auswählen::V,udvælge,בחר ב
1000,bewahren::V,bevare,קים
1001,behindern::V,hindre,מנע
1002,behindern::V,forhindre,מנע
1003,verderben::V,ødelægge,מנע
1004,beschädigen::V,beskadige,הזיק
1005,zerbrechen::V,brække itu,נשבר
1006,zerreißen::V,rive itu,קרע
1007,zerstören::V,ødelægge,הרס
1008,zerstören::V,ødelægge,השמיד
1009,verbrennen::V,brænde,שרף
1010,geben::V,give,נתן
1011,reichen::V,række,העביר
1012,schenken::V,forære,נתן במתנה
1013,versprechen::V,love,הבטיח
1014,wünschen::V,ønske,אחל
1015,loben::V,rose,שבח
1016,küssen::V,kysse,נשק
1017,wiegen::V,vugge,נדנד
1018,zudecken::V,dække til,כסה
1019,wecken::V,vække,עורר
1020,zeigen::V,vise,הראה
1021,führen::V,føre,הביא
1022,führen::V,føre,הוביל
1023,lehren::V,lære,למד
1024,unterrichten::V,undervise,למד
1025,aufziehen::V,opdrage,רומם
1026,leiten::V,lede,נהל
1027,antreiben::V,skynde på,המרץ
1028,lassen::V,få til at,נתן
1029,einladen::V,indbyde,הזמין
1030,einladen::V,invitere,הזמין
1031,vereinigen::V,forene,אחד
1032,vereinigen::V,forene,לכד
1033,besuchen::V,besøge,בקר
1034,treffen::V,møde,פגש
1035,sich versammeln::V,forsamles,התאסף
1036,spielen::V,lege,שחק
1037,spielen::V,spille,שחק
1038,singen::V,synge,שר
1039,tanzen::V,danse,רקד
1040,sich trennen::V,skilles,נפרד
1041,verlassen::V,forlade,עזב
1042,retten::V,redde,הציל
1043,bewachen::V,bevogte,שמר
1044,schützen::V,skærme,אבטח
1045,schützen::V,beskytte,אבטח
1046,verteidigen::V,forsvare,הגן
1047,sich schlagen::V,slås,התכתש
1048,schießen::V,skyde,ירה
1049,siegen::V,sejre,גבר
1050,siegen::V,sejre,נצח
1051,ärgern::V,ærgre,עצבן
1052,schlagen::V,slå,הכה
1053,schlagen::V,slå,הלקה
1054,treten::V,sparke,בעט
1055,stechen::V,stikke,דקר
1056,stoßen::V,støde,דחק
1057,stehlen::V,stjæle,גנב
1058,stören::V,forstyrre,קטע
1059,stören::V,forstyrre,הפריע
1060,belästigen::V,genere,הציק
1061,belästigen::V,genere,הטריד
1062,belästigen::V,ulejlige,הציק
1063,belästigen::V,ulejlige,הטריד
1064,verbergen::V,skjule,הצניע
1065,täuschen::V,villede,שגע
1066,betrügen::V,bedrage,הונה
1067,töten::V,dræbe,הרג
1068,wohnen::V,bo,גר
1069,arbeiten::V,arbejde,עבד
1070,sammeln::V,samle,אסף
1071,pflücken::V,plukke,קטף
1072,jagen::V,jage,צד
1073,fischen::V,fiske,דג
1074,fassen::V,fange,תפס
1075,hüten::V,vogte,רעה
1076,treiben::V,drive,הוציא
1077,anbinden::V,binde fast,קשר
1078,füttern::V,fodre,הלעיט
1079,melken::V,malke,חלב
1080,hacken::V,hakke,קצץ
1081,gießen::V,hælde,השקה
1082,reifen::V,modne,בשל
1083,zubereiten::V,tilberede,הכין
1084,kochen::V,koge,בשל
1085,backen::V,bage,אפה
1086,braten::V,stege,צלה
1087,braten::V,stege,טגן
1088,umrühren::V,røre om,ערבב
1089,stricken::V,strikke,סרג
1090,nähen::V,sy,תפר
1091,färben::V,farve,צבע
1092,reinigen::V,rense,נקה
1093,reinigen::V,gøre ren,נקה
1094,waschen::V,vaske,רחץ
1095,waschen::V,vaske,כבס
1096,abwischen::V,tørre af,נגב
1097,spülen::V,skylle,שטף
1098,fegen::V,feje,טאטא
1099,kehren::V,feje,טאטא
1100,baden::V,bade,טבל
1101,baden::V,bade,שחה
1102,sich waschen::V,vaske sig,התרחץ
1103,ausziehen::V,tage af,הוריד
1104,anziehen::V,tage på,לבש
1105,sich anziehen::V,klæde sig på,התלבש
1106,kämmen::V,rede,סרק
1107,kämmen::V,frisere,סרק
1108,schmücken::V,pynte,קשט
1109,schmücken::V,smykke,קשט
1110,sagen::V,sige,אמר
1111,sprechen::V,snakke,דבר
1112,reden::V,tale,דבר
1113,reden::V,snakke,דבר
1114,sich unterhalten::V,snakke sammen,שוחח
1115,fragen::V,spørge,שאל
1116,bitten::V,bede,בקש
1117,erzählen::V,berette,ספר
1118,erzählen::V,fortælle,ספר
1119,mitteilen::V,meddele,מסר
1120,mitteilen::V,meddele,הודיע
1121,nennen::V,nævne,קרא בשם
1122,rufen::V,råbe,גיס
1123,rufen::V,råbe,הזמין לבוא
1124,prahlen::V,prale,התרברב
1125,übersetzen::V,oversætte,תרגם
1126,denken::V,tænke,חשב
1127,glauben::V,tro,האמין
1128,bemerken::V,bemærke,הבחין
1129,bemerken::V,lægge mærke til,הבחין
1130,erkennen::V,genkende,זהה
1131,begreifen::V,begribe,קלט
1132,begreifen::V,begribe,הבין
1133,verstehen::V,forstå,הבין
1134,lernen::V,lære,למד
1135,wissen::V,vide,ידע
1136,sich erinnern an::V,mindes,זכר
1137,sich erinnern an::V,huske på,זכר
1138,vergessen::V,glemme,שכח
1139,messen::V,måle,מדד
1140,zählen::V,tælle,ספר
1141,rechnen::V,regne,חשב
1142,lesen::V,læse,קרא
1143,malen::V,male,ציר
1144,zeichnen::V,tegne,שרטט
1145,schreiben::V,skrive,כתב
1146,besitzen::V,eje,היה בעל של
1147,besitzen::V,besidde,היה בעל של
1148,kaufen::V,købe,קנה
1149,kaufen::V,købe,רכש
1150,verkaufen::V,sælge,מכר
1151,bezahlen::V,betale,שלם
1152,zahlen::V,betale,שלם
1153,beherrschen::V,beherske,שלט
1154,ertragen::V,tåle,סבל
1155,ertragen::V,udholde,סבל
1156,hinfallen::V,,נפל
