,Concept_ID,br,he
792,geboren werden::V,genel,נולד
793,atmen::V,tennañ e anal,נשם
794,trinken::V,evañ,שתה
795,essen::V,debriñ,אכל
796,schlucken::V,lonkañ,בלע
797,müde werden::V,skuizhañ,התעיף
798,einschlafen::V,menel kousket,נרדם
799,schlafen::V,kousket,ישן
800,aufwachen::V,dihuniñ,התעורר
801,aufstehen::V,sevel,קם
802,sich erholen::V,diskuizhañ,נפש
803,krank werden::V,klañviñ,חלה
804,krank sein::V,bezañ klañv,היה חולה
805,schmerzen::V,skourjezañ,כאב
806,husten::V,pasaat,השתעל
807,husten::V,peudal,השתעל
808,genesen::V,pareañ,הבריא
809,sterben::V,mervel,מת
810,umkommen::V,perisañ,נספה
811,sich bewegen::V,bouljal,נע
812,sich rühren::V,fiñval,זז
813,sich erheben::V,sevel,קם
814,sich setzen::V,azezañ,התישב
815,sich setzen::V,mont en e goazez,התישב
816,hinfallen::V,kouezhañ,נפל
817,laufen::V,redek,הלך ברגל
818,schreiten::V,kerzhet,פסע
819,spazierengehen::V,pourmen,טיל
820,eilen::V,hastañ,אץ
821,eilen::V,hastañ,מהר
822,sich beeilen::V,hastañ,מהר
823,sausen::V,karzhañ,אץ
824,rennen::V,redek,רץ
825,springen::V,lammat,קפץ
826,klettern::V,krimpat,טפס
827,schaukeln::V,brañsellat,התנדנד
828,kriechen::V,skrampañ,זחל
829,schwimmen::V,neuial,שחה
830,tauchen::V,splujañ,צלל
831,rudern::V,roeñvat,חתר
832,fahren::V,kas,נסע
833,fahren::V,bleniañ,נסע
834,fliegen::V,nijal,עף
835,gehen::V,mont,הלך
836,weggehen::V,mont kuit,עזב
837,abfahren::V,mont kuit,יצא
838,anhalten::V,chom a-sav,עצר
839,hineingehen::V,monet e-barzh,נכנס
840,eintreten::V,monet e-barzh,נכנס
841,kommen::V,dont,בא
842,ankommen::V,erruout,הגיע
843,zurückkommen::V,addonet,שב
844,zurückkommen::V,addonet,חזר
845,bleiben::V,chom,נשאר
846,warten::V,gortoz,חכה
847,warten::V,gortoz,המתין
848,erwarten::V,gortoz,צפה
849,suchen::V,klask,חפש
850,finden::V,kavout,מצא
851,versuchen::V,klask,נסה
852,vorbereiten::V,aozañ,הכין
853,lieben::V,karout,אהב
854,mögen::V,karout,אהב
855,lachen::V,c'hoarzin,צחק
856,rühren::V,tenerañ,נגע ללב
857,weinen::V,gouelañ,בכה
858,schimpfen::V,krozal,גער
859,sich ärgern::V,fachañ,זעם
860,sich ärgern::V,fachañ,כעס
861,sich ärgern::V,en em fachañ,זעם
862,sich ärgern::V,en em fachañ,כעס
863,fliehen::V,tec'het,ברח
864,flüchten::V,tuzañ,נמלט
865,sehen::V,gwelet,ראה
866,anschauen::V,sellout ouzh,הביט
867,ansehen::V,sellout ouzh,התבונן
868,hören::V,klevet,שמע
869,zuhören::V,selaou,הקשיב
870,probieren::V,blasa,נסה
871,riechen::V,klevet,הריח
872,fühlen::V,santout,חש
873,scheinen::V,diskouez bezañ,נדמה
874,zu sehen sein::V,bezañ gwelus,נראה
875,vernehmen::V,merzhañ,נודע ל
876,frieren::V,anoued,קר ל
877,tun::V,ober,פעל
878,können::V,gouzout,יכל
879,wollen::V,fellout da,רצה
880,wollen::V,kaout c'hoant da,רצה
881,anfangen::V,kregiñ,התחיל
882,beenden::V,achuiñ,גמר
883,aufhören::V,paouez,סים
884,öffnen::V,digeriñ,פתח
885,schließen::V,serriñ,סגר
886,stellen::V,lakaat,העמיד
887,setzen::V,lakaat,הושיב
888,legen::V,lakaat,שם
889,berühren::V,touch,נגע
890,verbinden::V,eren,קשר
891,bedecken::V,goloiñ,כסה
892,aufhängen::V,istribilhañ,תלה
893,anzünden::V,alumiñ,הצית
894,anzünden::V,c'hwezzañ,הצית
895,aufheben::V,dastum,אסף
896,zurücklassen::V,lezel,השאיר
897,verlieren::V,koll,אבד
898,fallen lassen::V,laoskel,שמט
899,fallen lassen::V,laoskel,הפיל
900,fallen lassen::V,lezel da gouezhel,שמט
901,fallen lassen::V,lezel da gouezhel,הפיל
902,machen::V,ober,עשה
903,herstellen::V,fardañ,יצר
904,bauen::V,sevel,בנה
905,reparieren::V,adaozañ,תקן
906,verbessern::V,gwellaat,שפר
907,ändern::V,cheñch,שנה
908,graben::V,kleuzañ,חפר
909,beugen::V,plegañ,כפף
910,biegen::V,krommañ,כופף
911,drehen::V,treiñ,סובב
912,wenden::V,treiñ,הפך
913,umdrehen::V,treiñ,סובב
914,heben::V,sevel,הרים
915,hochheben::V,sevel,הרים
916,ergreifen::V,kemer,אחז
917,halten::V,dalc'hen,החזיק
918,drücken::V,bountañ,לחץ
919,schieben::V,poulzañ,הזיז
920,kratzen::V,skrabat,שרט
921,kratzen::V,skrabat,שפשף
922,lecken::V,lipat,לקק
923,beißen::V,kregiñ,נשך
924,abreißen::V,diframmañ,קרע
925,abschneiden::V,troc'hañ,חתך
926,binden::V,stagañ,קשר
927,stecken::V,sankañ,תקע
928,brechen::V,darnaouiñ,שבר
929,klopfen::V,skoiñ,נקש
930,hauen::V,dornañ,הכה
931,kleben::V,pegañ,הדביק
932,reiben::V,taravat,שפשף
933,reiben::V,trekiñ,שפשף
934,streichen::V,toazañ,מרח
935,schleifen::V,lemmañ,השחיז
936,schneiden::V,troc'hañ,גזר
937,rütteln::V,tordorosañ,נענע
938,schütteln::V,hejañ,נער
939,schütten::V,diskargañ,שפך
940,füllen::V,kargañ,מלא
941,einwickeln::V,gronnañ,עטף
942,tragen::V,dougen,נשא
943,schleppen::V,stlejal,סחב
944,ziehen::V,sachañ,משך
945,aufbewahren::V,miret,שמר
946,werfen::V,teuler,זרק
947,fangen::V,tapañ,תפס
948,packen::V,krapat,אחז
949,verstecken::V,kuzhat,החביא
950,teilen::V,rannañ,חלק
951,schicken::V,kas,שלח
952,bringen::V,degas,הביא
953,hinzufügen::V,lakat ouzhpenn,הוסיף
954,bekommen::V,kaout,תפס
955,erhalten::V,kaout,קבל
956,nehmen::V,kemer,אחז
957,wählen::V,choaz,בחר
958,auswählen::V,dibab,בחר ב
959,bewahren::V,mirout,קים
960,behindern::V,diaezañ,מנע
961,verderben::V,lovrañ,מנע
962,beschädigen::V,gwallegañ,הזיק
963,zerbrechen::V,torriñ,נשבר
964,zerreißen::V,diroegiñ,קרע
965,zerstören::V,distrujañ,הרס
966,zerstören::V,distrujañ,השמיד
967,verbrennen::V,deviñ,שרף
968,geben::V,reiñ,נתן
969,schenken::V,donezonañ,נתן במתנה
970,versprechen::V,prometiñ,הבטיח
971,wünschen::V,hetiñ,אחל
972,loben::V,feurmiñ,שבח
973,küssen::V,pokat,נשק
974,wiegen::V,pouezañ,נדנד
975,zudecken::V,goloiñ,כסה
976,wecken::V,dihuniñ,עורר
977,zeigen::V,diskouez,הראה
978,führen::V,kas,הביא
979,führen::V,kas,הוביל
980,lehren::V,deskiñ,למד
981,unterrichten::V,kelenn,למד
982,leiten::V,bleinañ,נהל
983,antreiben::V,poulzañ,המרץ
984,lassen::V,leuskel,נתן
985,einladen::V,pediñ,הזמין
986,vereinigen::V,unisañ,אחד
987,vereinigen::V,unisañ,לכד
988,besuchen::V,gweladenniñ,בקר
989,treffen::V,kejal,פגש
990,treffen::V,ankontrañ,פגש
991,sich versammeln::V,bodennañ,התאסף
992,spielen::V,c'hoari,שחק
993,singen::V,kanañ,שר
994,tanzen::V,dañsal,רקד
995,sich trennen::V,dispartiañ,נפרד
996,verlassen::V,lezel,עזב
997,retten::V,saveteiñ,הציל
998,bewachen::V,mesa,שמר
999,schützen::V,diwall,אבטח
1000,verteidigen::V,difenn,הגן
1001,sich schlagen::V,lopañ,התכתש
1002,siegen::V,trec'hiñ,גבר
1003,siegen::V,trec'hiñ,נצח
1004,ärgern::V,hegasiñ,עצבן
1005,schlagen::V,skeiñ,הכה
1006,schlagen::V,skeiñ,הלקה
1007,treten::V,botaouiñ,בעט
1008,stechen::V,pikat,דקר
1009,stoßen::V,stokañ,דחק
1010,stehlen::V,laerezh,גנב
1011,stören::V,direnkañ,קטע
1012,stören::V,direnkañ,הפריע
1013,belästigen::V,dregasiñ,הציק
1014,belästigen::V,dregasiñ,הטריד
1015,verbergen::V,skoachañ,הצניע
1016,täuschen::V,tromplañ,שגע
1017,betrügen::V,lorbañ,הונה
1018,töten::V,lazhañ,הרג
1019,wohnen::V,bezañ o chom,גר
1020,arbeiten::V,labourat,עבד
1021,sammeln::V,dastum,אסף
1022,pflücken::V,kuntuilhañ,קטף
1023,jagen::V,chaseal,צד
1024,fischen::V,pesketa,דג
1025,fassen::V,pakañ,תפס
1026,hüten::V,geota,רעה
1027,anbinden::V,stagañ,קשר
1028,füttern::V,boueta,הלעיט
1029,melken::V,goro,חלב
1030,hacken::V,difrakal,קצץ
1031,gießen::V,dourañ,השקה
1032,reifen::V,azviñ,בשל
1033,zubereiten::V,keginañ,הכין
1034,kochen::V,poazhañ,בשל
1035,backen::V,fritañ,אפה
1036,braten::V,rostañ,צלה
1037,braten::V,rostañ,טגן
1038,stricken::V,stammañ,סרג
1039,nähen::V,gwriat,תפר
1040,färben::V,livañ,צבע
1041,reinigen::V,naetañ,נקה
1042,waschen::V,gwalc'hiñ,רחץ
1043,waschen::V,gwalc'hiñ,כבס
1044,abwischen::V,torchañ,נגב
1045,spülen::V,disgwalc'hiñ,שטף
1046,fegen::V,skubañ,טאטא
1047,kehren::V,skubañ,טאטא
1048,baden::V,kouronkañ,טבל
1049,baden::V,kouronkañ,שחה
1050,sich waschen::V,en em walc'hiñ,התרחץ
1051,sich anziehen::V,gwiskañ,התלבש
1052,kämmen::V,kribat,סרק
1053,schmücken::V,kinklañ,קשט
1054,sagen::V,larêt,אמר
1055,sagen::V,lavaret,אמר
1056,sprechen::V,komz,דבר
1057,reden::V,kaozeal,דבר
1058,sich unterhalten::V,balbotal,שוחח
1059,fragen::V,goulenn,שאל
1060,bitten::V,goulenn,בקש
1061,erzählen::V,kontañ,ספר
1062,mitteilen::V,kemenn,מסר
1063,mitteilen::V,kemenn,הודיע
1064,nennen::V,anviñ,קרא בשם
1065,rufen::V,gelver,גיס
1066,rufen::V,gelver,הזמין לבוא
1067,prahlen::V,fougeal,התרברב
1068,übersetzen::V,treiñ,תרגם
1069,denken::V,soñjal,חשב
1070,glauben::V,krediñ,האמין
1071,bemerken::V,apresevañ,הבחין
1072,erkennen::V,anavout,זהה
1073,begreifen::V,meizañ,קלט
1074,begreifen::V,meizañ,הבין
1075,verstehen::V,kompren,הבין
1076,lernen::V,deskiñ,למד
1077,wissen::V,gouzout,ידע
1078,sich erinnern an::V,kaout soñj e,זכר
1079,vergessen::V,ankouaat,שכח
1080,messen::V,muzuliañ,מדד
1081,zählen::V,kontañ,ספר
1082,rechnen::V,jedañ,חשב
1083,lesen::V,lenn,קרא
1084,malen::V,livañ,ציר
1085,zeichnen::V,tresañ,שרטט
1086,schreiben::V,skrivañ,כתב
1087,besitzen::V,kaout,היה בעל של
1088,kaufen::V,prenañ,קנה
1089,kaufen::V,prenañ,רכש
1090,verkaufen::V,gwerzhañ,מכר
1091,bezahlen::V,paeañ,שלם
1092,zahlen::V,paeañ,שלם
1093,beherrschen::V,mestroniañ,שלט
1094,ertragen::V,anduriñ,סבל
1095,Grube::N,,בור
1096,Grube::N,,שוחה
1097,Spur::N,,עקבה
1098,Lehm::N,,חרסית
1099,Laut::N,,הגה
1100,Winkel::N,,פנה
1101,Lagerfeuer::N,,מדורה
1102,vergebens::ADV,,לריק
1103,vergebens::ADV,,לשוא
1104,untergehen[Sonne]::V,,שקע
1105,läuten::V,,צלצל
1106,klingeln::V,,צלצל
1107,sich fürchten::V,,פחד
1108,sich fürchten::V,,חשש
1109,fürchten::V,,פחד מ
1110,fürchten::V,,חשש מ
1111,gelingen::V,,הצליח
1112,geraten::V,,עלה
1113,schwenken::V,,נופף
1114,schwenken::V,,טלטל
1115,reichen::V,,העביר
1116,aufziehen::V,,רומם
1117,schießen::V,,ירה
1118,treiben::V,,הוציא
1119,umrühren::V,,ערבב
1120,ausziehen::V,,הוריד
1121,anziehen::V,,לבש
