,Concept_ID,en,br
854,anschauen::V,look at,sellout ouzh
855,ansehen::V,watch,sellout ouzh
856,hören::V,hear,klevet
857,zuhören::V,listen,selaou
858,probieren::V,taste,blasa
859,riechen::V,smell,klevet
860,fühlen::V,feel,santout
861,scheinen::V,seem,diskouez bezañ
862,zu sehen sein::V,show,bezañ gwelus
863,vernehmen::V,hear,merzhañ
864,frieren::V,be cold,anoued
865,tun::V,do,ober
866,können::V,can,gouzout
867,wollen::V,want,fellout da
868,wollen::V,want,kaout c'hoant da
869,anfangen::V,start,kregiñ
870,beenden::V,finish,achuiñ
871,aufhören::V,stop,paouez
872,gelingen::V,succeed,
873,geraten::V,turn out,
874,öffnen::V,open,digeriñ
875,schließen::V,close,serriñ
876,stellen::V,put,lakaat
877,setzen::V,place,lakaat
878,legen::V,lay,lakaat
879,berühren::V,touch,touch
880,verbinden::V,connect,eren
881,bedecken::V,cover,goloiñ
882,aufhängen::V,hang up,istribilhañ
883,anzünden::V,light,alumiñ
884,anzünden::V,light,c'hwezzañ
885,aufheben::V,pick up,dastum
886,zurücklassen::V,leave,lezel
887,verlieren::V,lose,koll
888,fallen lassen::V,drop,laoskel
889,fallen lassen::V,drop,lezel da gouezhel
890,machen::V,make,ober
891,herstellen::V,produce,fardañ
892,bauen::V,build,sevel
893,reparieren::V,mend,adaozañ
894,verbessern::V,improve,gwellaat
895,ändern::V,alter,cheñch
896,graben::V,dig,kleuzañ
897,beugen::V,bow,plegañ
898,biegen::V,bend,krommañ
899,drehen::V,spin,treiñ
900,wenden::V,turn,treiñ
901,umdrehen::V,turn around,treiñ
902,heben::V,raise,sevel
903,hochheben::V,lift,sevel
904,ergreifen::V,seize,kemer
905,halten::V,hold,dalc'hen
906,drücken::V,press,bountañ
907,schieben::V,push,poulzañ
908,kratzen::V,scrape,skrabat
909,lecken::V,lick,lipat
910,beißen::V,bite,kregiñ
911,abreißen::V,tear off,diframmañ
912,abschneiden::V,cut off,troc'hañ
913,binden::V,tie,stagañ
914,stecken::V,stick,sankañ
915,brechen::V,break,darnaouiñ
916,klopfen::V,knock,skoiñ
917,hauen::V,hit,dornañ
918,kleben::V,glue,pegañ
919,reiben::V,rub,taravat
920,reiben::V,rub,trekiñ
921,streichen::V,spread,toazañ
922,schleifen::V,grind,lemmañ
923,schneiden::V,cut,troc'hañ
924,rütteln::V,jolt,tordorosañ
925,schütteln::V,shake,hejañ
926,schwenken::V,swing,
927,schütten::V,pour,diskargañ
928,füllen::V,fill,kargañ
929,einwickeln::V,wrap,gronnañ
930,tragen::V,carry,dougen
931,schleppen::V,drag,stlejal
932,ziehen::V,pull,sachañ
933,aufbewahren::V,keep,miret
934,werfen::V,throw,teuler
935,fangen::V,catch,tapañ
936,packen::V,grab,krapat
937,verstecken::V,hide,kuzhat
938,teilen::V,divide,rannañ
939,schicken::V,send,kas
940,bringen::V,bring,degas
941,hinzufügen::V,add,lakat ouzhpenn
942,bekommen::V,get,kaout
943,erhalten::V,receive,kaout
944,nehmen::V,take,kemer
945,wählen::V,choose,choaz
946,auswählen::V,select,dibab
947,bewahren::V,preserve,mirout
948,behindern::V,hinder,diaezañ
949,verderben::V,spoil,lovrañ
950,beschädigen::V,damage,gwallegañ
951,zerbrechen::V,break,torriñ
952,zerreißen::V,tear,diroegiñ
953,zerstören::V,destroy,distrujañ
954,verbrennen::V,burn,deviñ
955,geben::V,give,reiñ
956,reichen::V,hand,
957,schenken::V,give,donezonañ
958,versprechen::V,promise,prometiñ
959,wünschen::V,wish,hetiñ
960,loben::V,praise,feurmiñ
961,küssen::V,kiss,pokat
962,wiegen::V,rock,pouezañ
963,zudecken::V,cover,goloiñ
964,wecken::V,wake,dihuniñ
965,zeigen::V,show,diskouez
966,führen::V,guide,kas
967,lehren::V,teach,deskiñ
968,unterrichten::V,instruct,kelenn
969,aufziehen::V,bring up,
970,leiten::V,lead,bleinañ
971,antreiben::V,urge,poulzañ
972,lassen::V,let,leuskel
973,einladen::V,invite,pediñ
974,vereinigen::V,unite,unisañ
975,besuchen::V,visit,gweladenniñ
976,treffen::V,meet,kejal
977,treffen::V,meet,ankontrañ
978,sich versammeln::V,assemble,bodennañ
979,spielen::V,play,c'hoari
980,singen::V,sing,kanañ
981,tanzen::V,dance,dañsal
982,sich trennen::V,separate,dispartiañ
983,verlassen::V,leave,lezel
984,retten::V,rescue,saveteiñ
985,bewachen::V,guard,mesa
986,schützen::V,protect,diwall
987,verteidigen::V,defend,difenn
988,sich schlagen::V,brawl,lopañ
989,schießen::V,shoot,
990,siegen::V,win,trec'hiñ
991,ärgern::V,annoy,hegasiñ
992,schlagen::V,beat,skeiñ
993,treten::V,kick,botaouiñ
994,stechen::V,sting,pikat
995,stoßen::V,shove,stokañ
996,stehlen::V,steal,laerezh
997,stören::V,disturb,direnkañ
998,belästigen::V,bother,dregasiñ
999,verbergen::V,conceal,skoachañ
1000,täuschen::V,deceive,tromplañ
1001,betrügen::V,cheat,lorbañ
1002,töten::V,kill,lazhañ
1003,wohnen::V,dwell,bezañ o chom
1004,arbeiten::V,work,labourat
1005,sammeln::V,gather,dastum
1006,pflücken::V,pick,kuntuilhañ
1007,jagen::V,hunt,chaseal
1008,fischen::V,fish,pesketa
1009,fassen::V,catch,pakañ
1010,hüten::V,herd,geota
1011,treiben::V,drive,
1012,anbinden::V,tie up,stagañ
1013,füttern::V,feed,boueta
1014,melken::V,milk,goro
1015,hacken::V,chop,difrakal
1016,gießen::V,water,dourañ
1017,reifen::V,ripen,azviñ
1018,zubereiten::V,cook,keginañ
1019,kochen::V,boil,poazhañ
1020,backen::V,bake,fritañ
1021,braten::V,fry,rostañ
1022,umrühren::V,stir,
1023,stricken::V,knit,stammañ
1024,nähen::V,sew,gwriat
1025,färben::V,dye,livañ
1026,reinigen::V,clean,naetañ
1027,waschen::V,wash,gwalc'hiñ
1028,abwischen::V,wipe,torchañ
1029,spülen::V,rinse,disgwalc'hiñ
1030,fegen::V,sweep,skubañ
1031,kehren::V,sweep,skubañ
1032,baden::V,bath,kouronkañ
1033,sich waschen::V,wash,en em walc'hiñ
1034,ausziehen::V,take off,
1035,anziehen::V,put on,
1036,sich anziehen::V,get dressed,gwiskañ
1037,kämmen::V,comb,kribat
1038,schmücken::V,decorate,kinklañ
1039,sagen::V,say,larêt
1040,sagen::V,say,lavaret
1041,sprechen::V,speak,komz
1042,reden::V,talk,kaozeal
1043,sich unterhalten::V,chat,balbotal
1044,fragen::V,ask,goulenn
1045,bitten::V,request,goulenn
1046,erzählen::V,tell,kontañ
1047,mitteilen::V,convey,kemenn
1048,nennen::V,name,anviñ
1049,rufen::V,call,gelver
1050,prahlen::V,brag,fougeal
1051,übersetzen::V,translate,treiñ
1052,denken::V,think,soñjal
1053,glauben::V,believe,krediñ
1054,bemerken::V,notice,apresevañ
1055,erkennen::V,recognize,anavout
1056,begreifen::V,grasp,meizañ
1057,verstehen::V,understand,kompren
1058,lernen::V,learn,deskiñ
1059,wissen::V,know,gouzout
1060,sich erinnern an::V,remember,kaout soñj e
1061,vergessen::V,forget,ankouaat
1062,messen::V,measure,muzuliañ
1063,zählen::V,count,kontañ
1064,rechnen::V,calculate,jedañ
1065,lesen::V,read,lenn
1066,malen::V,paint,livañ
1067,zeichnen::V,draw,tresañ
1068,schreiben::V,write,skrivañ
1069,besitzen::V,own,kaout
1070,kaufen::V,buy,prenañ
1071,verkaufen::V,sell,gwerzhañ
1072,bezahlen::V,pay for,paeañ
1073,zahlen::V,pay,paeañ
1074,beherrschen::V,rule,mestroniañ
1075,ertragen::V,endure,anduriñ
