,Concept_ID,el,fa
1352,sich unterhalten::V,κουβεντιάζω,گپ زدن
1353,fragen::V,ρωτώ,پرسیدن
1354,fragen::V,ρωτώ,سؤال کردن
1355,bitten::V,ζητώ,خواهش کردن
1356,bitten::V,ζητώ,درخواست کردن
1357,bitten::V,παρακαλώ,خواهش کردن
1358,bitten::V,παρακαλώ,درخواست کردن
1359,erzählen::V,διηγούμαι,نقل کردن
1360,erzählen::V,διηγούμαι,حکایت کردن
1361,mitteilen::V,πληροφορώ,خبر دادن
1362,nennen::V,ονομάζω,نامیدن
1363,rufen::V,φωνάζω,صدا کردن
1364,prahlen::V,καυχιέμαι,پز آمدن
1365,übersetzen::V,μεταφράζω,ترجمه کردن
1366,denken::V,σκέφτομαι,فکر کردن
1367,glauben::V,πιστεύω,باور کردن
1368,glauben::V,πιστεύω,عقیده داشتن
1369,bemerken::V,παρατηρώ,متوجه شدن
1370,erkennen::V,αναγνωρίζω,شناختن
1371,erkennen::V,αναγνωρίζω,تشخیص دادن
1372,begreifen::V,καταλαβαίνω,فهمیدن
1373,begreifen::V,καταλαβαίνω,درک کردن
1374,verstehen::V,ακούω,فهمیدن
1375,lernen::V,μαθαίνω,آموختن
1376,lernen::V,μαθαίνω,یاد گرفتن
1377,wissen::V,ξέρω,دانستن
1378,sich erinnern an::V,θυμάμαι,به یاد آوردن
1379,vergessen::V,ξεχνώ,فراموش کردن
1380,messen::V,μετρώ,اندازه گرفتن
1381,zählen::V,μετρώ,شمردن
1382,rechnen::V,λογαριάζω,حساب کردن
1383,lesen::V,διαβάζω,خواندن
1384,malen::V,ζωγραφίζω,نقاشی کردن
1385,zeichnen::V,σχεδιάζω,کشیدن
1386,zeichnen::V,σχεδιάζω,رسم کردن
1387,schreiben::V,γράφω,نوشتن
1388,besitzen::V,κατέχω,داشتن
1389,kaufen::V,αγοράζω,خریدن
1390,kaufen::V,αγοράζω,خرید کردن
1391,verkaufen::V,πουλώ,فروختن
1392,bezahlen::V,πληρώνω,پرداختن
1393,zahlen::V,πληρώνω,پرداخت کردن
1394,beherrschen::V,κυριαρχώ,مسلط بودن
1395,ertragen::V,βαστώ,تحمل کردن
1396,ertragen::V,αντέχω,تحمل کردن
