,Concept_ID,no,kn
579,wertvoll::A,verdifull,ಅಮೂಲ್ಯ
580,blind::A,blind,ಅಂಧ
581,taub::A,døv,ಕಿವುಡಾದ
582,kräftig::A,kraftig,ಪ್ರಬಲ
583,stark::A,sterk,ಶಕ್ತಿವಂತ
584,schwach::A,svak,ದುರ್ಬಲ
585,fett::A,fet,ಕೊಬ್ಬಿದ
586,schlank::A,slank,ತೆಳ್ಳಗಿನ
587,hübsch::A,pen,ಅಂದವಾದ
588,böse::A,slem,ಕೆಟ್ಟ
589,dumm::A,dum,ಮಂದ
590,faul::A,lat,ಆಲಸ
591,faul::A,doven,ಆಲಸ
592,fleißig::A,flittig,ಕಡಗುವ
593,geizig::A,gjerrig,ಜುಗ್ಗ
594,klug::A,klok,ಚತುರ
595,geschickt::A,hendig,ದಕ್ಷ
596,geschickt::A,skikket,ದಕ್ಷ
597,lieb::A,kjær,ಪ್ರಿಯ
598,lieb::A,snill,ಪ್ರಿಯ
599,lustig::A,morsom,ಖುಷಿಯಾದ
600,sanft::A,blid,ಸೌಮ್ಯ
601,hungrig::A,sulten,ಹಸಿದ
602,krank::A,syk,ಅಸ್ವಸ್ಥ
603,nackt::A,naken,ನಗ್ನ
604,traurig::A,sørgmodig,ದುಃಖಿತ
605,lebendig::A,levende,ಜೀವಂತ
606,gut::A,god,ಒಳ್ಳೆಯ
607,schlecht::A,dårlig,ದುಷ್ಟ
608,richtig::A,riktig,ಸರಿ
609,schlimm::A,slem,ಅಸಹ್ಯ
610,wahr::A,sann,ನಿಜ
611,alt::A,gammel,ಮುದಿ
612,neu::A,ny,ಹೊಸ
613,ehemalig::A,forhenværende,ಮಾಜೀ
614,alt[Lebewesen]::A,gammel,ವೃದ್ಧ
615,jung::A,ung,ಎಳ
616,arm::A,fattig,ಬಡ
617,reich::A,rik,ಶ್ರೀಮಂತ
618,bekannt::A,kjent,ಅಪ್ತ
619,berühmt::A,berømt,ಪ್ರಸಿದ್ಧ
620,fremd::A,fremmed,ಪರಕೀಯ
621,verschieden::A,forskjellig,ಬೇರೆ
622,nah::A,nær,ಹತ್ತಿರವಾದ
623,fern::A,fjern,ದೂರದ
624,linker::A,venstre,ಎಡ
625,rechter::A,høyre,ಬಲ
626,anderer::A,annen,ಇತರ
627,erster::A,første,ಪ್ರಥಮ
628,zweiter::A,annen,ದ್ವಿತೀಯ
629,dritter::A,tredje,ಮೂರನೆಯಜಗತ್ತು
630,letzter::A,sist,ಅಂತ್ಯ
631,allein::ADV,alene,ಒಬ್ಬನೇ
632,auf einmal::ADV,med ett,ಒಡನೆ
633,zusammen::ADV,sammen,ಒಟ್ಟಿಗೆ
634,lange::ADV,lenge,ದೀರ್ಘ
635,plötzlich::ADV,plutselig,ಅನಾಮತ್ತು
636,sofort::ADV,straks,ಜಾಗ್ರತೆ
637,später::ADV,senere,ತರುವಾಯ
638,jetzt::ADV,nå,ಈಗ
639,heute::ADV,i dag,ಇಂದು
640,morgen::ADV,i morgen,ನಾಳೆ
641,bald::ADV,snart,ಬೇಗ
642,dann::ADV,så,ಆಗ
643,gestern::ADV,i går,ನಿನ್ನೆ
644,einst::ADV,engang,ಪೂರ್ವದಲ್ಲಿ
645,damals::ADV,den gang,ಆಗ
646,danach::ADV,deretter,ಆಮೇಲೆ
647,vorher::ADV,før,ಮುಂಚೆ
648,vorher::ADV,i forveien,ಮುಂಚೆ
649,zuerst::ADV,først,ಮೊದಲಿಗೆ
650,einmal::ADV,en gang,ಒಮ್ಮೆ
651,manchmal::ADV,somme tider,ಆಗಾಗ
652,oft::ADV,ofte,ಅನೇಕಸಲ
653,immer::ADV,alltid,ಯಾವಾಗಲೂ
654,niemals::ADV,aldri,ಯಾವಾಗಲೂ ಇಲ್ಲ
655,hier::ADV,her,ಇಲ್ಲಿ
656,hierhin::ADV,hit,ಇತ್ತ
657,von hier::ADV,herfra,ಇಲ್ಲಿಂದ
658,dort::ADV,der,ಅಲ್ಲಿ
659,dorthin::ADV,dit,ಅಲ್ಲಿಗೆ
660,geradeaus::ADV,rett fram,ಸೀದಾ
661,vorwärts::ADV,fram,ಮುನ್ನೆಡೆವ
662,vorwärts::ADV,framover,ಮುನ್ನೆಡೆವ
663,rückwärts::ADV,baklengs,ಹಿಂದುಗಡೆಗೆ
664,zurück::ADV,tilbake,ಹಿಂದಕ್ಕೆ
665,unten::ADV,nede,ಕೆಳಗೆ
666,hinab::ADV,ned,ಕೆಳಕ್ಕೆ
667,hinab::ADV,nedover,ಕೆಳಕ್ಕೆ
668,oben::ADV,oppe,ಮೇಲೆ
669,oben::ADV,ovenpå,ಮೇಲೆ
670,hinauf::ADV,opp,ಮೇಲಕ್ಕೆ
671,hinauf::ADV,oppover,ಮೇಲಕ್ಕೆ
672,überall::ADV,overalt,ಎಲ್ಲಸ್ಥಳಗಳು
673,nicht::ADV,ikke,ಇಲ್ಲ
674,nicht::ADV,ikke,ಅಲ್ಲ
675,ein wenig::ADV,litt,ತುಸು
676,kaum::ADV,neppe,ಕಠಿನವಾಗಿ
677,sehr::ADV,svært,ಬಹು
678,so::ADV,så,ಅಷ್ಟು
679,noch::ADV,enda,ಇನ್ನು
680,nur::ADV,bare,ಕೇವಲ
681,schon::ADV,alt,ಆಗಲೇ
682,schon::ADV,allerede,ಆಗಲೇ
683,wieder::ADV,igjen,ಪುನಃ
684,vergebens::ADV,forgjeves,ನಿಷ್ಫಲವಾಗಿ
685,vor::PRP,foran,ಮುಂದೆ
686,vor::PRP,utenfor,ಮುಂದೆ
687,hinter::PRP,bak,ಹಿಂದ
688,hinter::PRP,bakom,ಹಿಂದ
689,unter::PRP,under,ಕೆಳ
690,durch::PRP,gjennom,ನೇರವಾಗಿ
691,durch::PRP,igjennom,ನೇರವಾಗಿ
692,neben::PRP,ved siden av,ಅಧರ ಬಲಿಕ
693,zwischen::PRP,mellom,ನಡುವೆ
694,wegen::PRP,på grunn av,ಅಧಕ್ಕಗಿ
695,dies::PRN,dette,ಈ
696,das::PRN,det,ಅದು
697,alles::PRN,alt,ಎಲ್ಲ
698,ich::PRN,jeg,ನಾನು
699,du::PRN,du,ನೀನು
700,er::PRN,han,ಅವನು
701,er::PRN,han,ಇವನು
702,wir::PRN,vi,ನಾವು
703,ihr::PRN,dere,ನೀವು
704,sie::PRN,de,ಅವರು
705,was::FPRN,hva,ಏನು
706,wer::FPRN,hvem,ಯಾರಿಗೆ
707,wo::FADV,hvor,ಎಲ್ಲಿ
708,wohin::FADV,hvor ... hen,ಎಲ್ಲಿಗೆ
709,wie::FADV,hvordan,ಹೇಗೆ
710,warum::FADV,hvorfor,ಏಕೆ
711,wieviel::FNUM,hvor mye,ಎಷ್ಟು
712,eins::NUM,en,ಒಂದು
713,eins::NUM,ett,ಒಂದು
714,zwei::NUM,to,ಎರಡು
715,drei::NUM,tre,ಮೂರು
716,vier::NUM,fire,ನಾಲ್ಕು
717,fünf::NUM,fem,ಅಯ್ದು
718,sechs::NUM,seks,ಆರು
719,sieben::NUM,sju,ಏಳು
720,acht::NUM,åtte,ಎಂಟು
721,neun::NUM,ni,ಒಂಭಬತ್ತು
722,zehn::NUM,ti,ಹತ್ತು
723,elf::NUM,elleve,ಹನ್ನೊಂದು
724,zwölf::NUM,tolv,ಹನ್ನೆರಡು
725,zwanzig::NUM,tjue,ಇಪ್ಪತ್ತು
726,dreißig::NUM,tretti,ಮೂವತ್ತು
727,vierzig::NUM,førti,ನಲವತ್ತು
728,fünfzig::NUM,femti,ಐವತ್ತು
729,sechzig::NUM,seksti,ಅರುವತ್ತು
730,siebzig::NUM,sytti,ಎಪ್ಪತ್ತು
731,achtzig::NUM,åtti,ಎಂಬತ್ತು
732,neunzig::NUM,nitti,ತೊಂಬತ್ತು
733,hundert::NUM,hundre,ನೂರು
734,tausend::NUM,tusen,ಸಾವಿರ
735,und::CNJ,og,ಮತ್ತು
736,oder::CNJ,eller,ಅಥವಾ
737,stehen::V,stå,ನಿಲ್ಲು
738,sitzen::V,sitte,ಕುಳ್ಳಿರು
739,liegen::V,ligge,ಮಲಗಿಕೊ
740,hängen::V,henge,ಇಳಿಯಬಿಡು
741,werden::V,bli,ಆಗು
742,passieren::V,skje,ಆಗು
743,passieren::V,hende,ಆಗು
744,beginnen::V,begynne,ಆರಂಭಿಸು
745,enden::V,ende,ಕೊನೆಗಾಣು
746,enden::V,slutte,ಕೊನೆಗಾಣು
747,wechseln::V,veksle,ಮಾರ್ಪಡಿಸು
748,aufgehen[Sonne]::V,stå opp,ಮೂಡು
749,untergehen[Sonne]::V,gå ned,ಮುಳುಗು
750,scheinen[Sonne]::V,skinne,ಹೊಳೆ
751,donnern::V,tordne,ಗುಡುಗಾಗು
752,wehen::V,blåse,ತೀಡು
753,strömen::V,strømme,ಹರಿ
754,fließen::V,flyte,ಹರಿ
755,sich drehen::V,dreie seg,ಸುತ್ತು
756,schwanken::V,svaie,ಓಲಾಡು
757,schwingen::V,svinge,ತೂಗು
758,fallen::V,falle,ಉದುರು
759,brennen::V,brenne,ಉರಿ
760,rauchen::V,ryke,ಹೊಗೆಬಿಡು
761,regnen::V,regne,ಸುರಿ
762,gefrieren::V,fryse,ಹೆಪ್ಪುಗಟ್ಟು
763,tauen::V,tine,ಬೆಚ್ಚಗಾಗು
764,schmelzen::V,smelte,ಕರಗು
765,trocknen::V,tørre,ಒಣಗು
766,sieden::V,koke,ಕುದಿ
767,faulen::V,råtne,ಕೊಳೆ
768,verfaulen::V,råtne,ನಶಿಸು
769,reißen::V,briste,ಒಡೆ
770,versinken::V,synke,ಮುಳುಗು
771,versinken::V,synke ned,ಮುಳುಗು
772,vergehen::V,forløpe,ಸಾಗು
773,erscheinen::V,synes,ತೋರು
774,verschwinden::V,forsvinne,ಮಾಯವಾಗು
775,sinken::V,synke,ಕುಸಿ
776,abnehmen::V,avta,ತಗ್ಗು
777,abnehmen::V,minske,ತಗ್ಗು
778,zunehmen::V,tilta,ಬೆಳೆ
779,steigen::V,stige,ಉಬ್ಬು
780,wachsen::V,gro,ಬೆಳೆ
781,wachsen::V,vokse,ಬೆಳೆ
782,glänzen::V,skinne,ಮಿರುಗು
783,funkeln::V,tindre,ಮಿನುಗು
784,lärmen::V,bråke,ಶಬ್ದ ಮಾಡಲು
785,läuten::V,ringe,ಬಾರಿಸು
786,klingeln::V,ringe,ಅನುರಣಿಸು
787,klirren::V,klirre,ಕಿಣಿಕಿಣಿಸು
788,brausen::V,bruse,ಅಬ್ಬರಿಸು
789,rauschen::V,suse,ಮರ್ಮರಗುಟ್ಟಿಸು
790,klingen::V,lyde,ಉಸಿರು
791,klingen::V,klinge,ಉಸಿರು
792,bellen::V,gjø,ಬಗುಳು
793,bellen::V,bjeffe,ಬಗುಳು
794,heulen::V,ule,ಅರಚು
795,blasen::V,blåse,ಗಾಳಿ ಊದು
796,pfeifen::V,plystre,ಸಿಳ್ಳೆಯೂದು
797,schreien::V,skrike,ಕರೆ
798,stöhnen::V,stønne,ನರಳು
799,zittern::V,dirre,ನಡುಗು
800,zittern::V,skjelve,ನಡುಗು
801,leben::V,leve,ಇರು
802,geboren werden::V,fødes,ಉಂಟಾಗು
803,atmen::V,ånde,ಉಸಿರು
804,atmen::V,puste,ಉಸಿರು
805,trinken::V,drikke,ಕುಡಿ
806,essen::V,spise,ತಿನ್ನು
807,schlucken::V,svelge,ನುಂಗು
808,müde werden::V,bli trett,ಬಳಲು
809,einschlafen::V,sovne,ನಿದ್ಧೆಹೋಗು
810,schlafen::V,sove,ನಿದ್ರಿಸು
811,aufwachen::V,våkne,ಏಳು
812,aufstehen::V,stå opp,ಏಳು
813,sich erholen::V,bli bra,ಸುಧಾರಿಸು
814,sich erholen::V,komme seg,ಸುಧಾರಿಸು
815,krank werden::V,bli syk,ಬೇನೆಬೀಳು
816,krank sein::V,være syk,ಕೆಟ್ಟ ಎಂದು
817,schmerzen::V,gjøre vondt,ಕಚ್ಚು
818,husten::V,hoste,ಕೆಮ್ಮು
819,genesen::V,komme seg,ಮತ್ತೆಹೊದಿಸು
820,sterben::V,dø,ಮೃತಪಡು
821,umkommen::V,omkomme,ಹಾಳಾಗು
822,sich bewegen::V,bevege seg,ಚಲಿಸು
823,sich rühren::V,røre på seg,ಕದಲು
824,sich erheben::V,reise seg,ಏಳು
825,sich setzen::V,sette sig,ಕೂರು
826,hinfallen::V,falle over ende,ಬೀಳು
827,laufen::V,løpe,ನಡೆ
828,schreiten::V,skride,ಮೆಲ್ಲಗೆ ನಡೆ
829,spazierengehen::V,spasere,ವಿಹರಿಸು
830,spazierengehen::V,gå en tur,ವಿಹರಿಸು
831,eilen::V,ile,ಮುನ್ನುಗ್ಗು
832,sich beeilen::V,skynde seg,ಆತುರಪಡು
833,sausen::V,suse,ಒಗೆ
834,rennen::V,løpe,ಓಡು
835,springen::V,hoppe,ಜಿಗಿ
836,springen::V,springe,ಜಿಗಿ
837,klettern::V,klatre,ಏರು
838,schaukeln::V,huske,ತೂಗು
839,kriechen::V,krype,ತೆವಳು
840,schwimmen::V,svømme,ಈಜು
841,tauchen::V,dykke,ಕೆಳಗಿಳಿ
842,rudern::V,ro,ಸಾಗಿಸು
843,fahren::V,kjøre,ನಡೆಸು
844,fliegen::V,fly,ಹಾರು
845,gehen::V,gå,ಹೋಗು
846,weggehen::V,gå bort,ಹೊರಡು
847,abfahren::V,reise,ತೆರಳು
848,anhalten::V,stanse,ನಿಲ್ಲು
849,hineingehen::V,gå inn,ಒಳಹೊಗು
850,eintreten::V,tre inn,ಒಳಹೊಗು
851,kommen::V,komme,ಬರು
852,ankommen::V,ankomme,ಬರು
853,ankommen::V,komme til,ಬರು
854,zurückkommen::V,komme tilbake,ಹಿಂದಿರುಗು
855,bleiben::V,bli,ಇರು
856,bleiben::V,forbli,ಇರು
857,warten::V,vente,ಇರು
858,erwarten::V,vente,ನಿರೀಕ್ಷಿಸು
859,suchen::V,søke,ಹುಡುಕು
860,finden::V,finne,ಕಂಡುಕೊ
861,versuchen::V,prøve,ಪ್ರಯತ್ನಿಸು
862,versuchen::V,forsøke,ಪ್ರಯತ್ನಿಸು
863,vorbereiten::V,forberede,ಸಿದ್ಧವಾಗು
864,lieben::V,elske,ಪ್ರೀತಿಸು
865,mögen::V,like,ಇಷ್ಟಪಡು
866,lachen::V,le,ನಗು
867,rühren::V,røre,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ
868,weinen::V,gråte,ಅಳು
869,schimpfen::V,skjelle,ಗೊಣಗು
870,sich ärgern::V,ergre seg,ಗಣಗಾಡು
871,sich fürchten::V,være redd,ನಡುಗು
872,fürchten::V,være redd for,ಹೆದರು
873,fliehen::V,rømme,ಓಡಿಹೋಗು
874,fliehen::V,flykte,ಓಡಿಹೋಗು
875,flüchten::V,flykte,ಪಾರಾಗು
876,sehen::V,se,ಕಾಣು
877,anschauen::V,se på,ನೋಡು
878,anschauen::V,betrakte,ನೋಡು
879,ansehen::V,anse,ನಿರೀಕ್ಷಿಸು
880,hören::V,høre,ಕೇಳು
881,zuhören::V,tilhøre,ಆಲಿಸು
882,probieren::V,smake,ರುಚಿ ನೋಡು
883,probieren::V,smake på,ರುಚಿ ನೋಡು
884,riechen::V,lukte,ಮೂಸು
885,fühlen::V,føle,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
886,scheinen::V,se ut,ತೋರು
887,zu sehen sein::V,synes,ಕಾಣಿಸು
888,vernehmen::V,få vite,ಕೇಳು
889,frieren::V,fryse,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
890,tun::V,gjøre,ಮಾಡು
891,können::V,kunne,ಮಾಡಬಲ್ಲ
892,wollen::V,ville,ಬಯಸು
893,anfangen::V,begynne,ಪ್ರಾರಂಭಿಸು
894,beenden::V,avslutte,ನಿಲ್ಲಿಸು
895,aufhören::V,slutte,ಮುಗಿಸು
896,aufhören::V,holde opp,ಮುಗಿಸು
897,gelingen::V,lykkes,ಯಶಸ್ವಿಯಾಗು
898,geraten::V,bli,ಉತ್ಪತ್ತಿಮಾಡು
899,öffnen::V,åpne,ತೆರೆ
900,schließen::V,lukke,ಮುಚ್ಚು
901,schließen::V,stenge,ಮುಚ್ಚು
902,stellen::V,stille,ಇಕ್ಕು
903,setzen::V,sette,ಇಡು
904,legen::V,legge,ಇಡು
905,berühren::V,berøre,ತಾಕು
906,verbinden::V,forbinde,ಕೂಡಿಸು
907,bedecken::V,dekke,ಮುಚ್ಚು
908,aufhängen::V,henge,ತೂಗುಹಾಕು
909,aufhängen::V,henge opp,ತೂಗುಹಾಕು
910,anzünden::V,tenne,ಹತ್ತಿಸು
911,anzünden::V,antenne,ಹತ್ತಿಸು
912,anzünden::V,tenne på,ಹತ್ತಿಸು
913,aufheben::V,løfte,ಆಯಿ
914,aufheben::V,ta opp,ಆಯಿ
915,zurücklassen::V,slippe tilbake,ಬಿಡು
916,verlieren::V,miste,ಕಳೆ
917,fallen lassen::V,droppe,ಬೀಳಿಸು
918,fallen lassen::V,la falle,ಬೀಳಿಸು
919,machen::V,lage,ಮಾಡು
920,machen::V,gjøre,ಮಾಡು
921,herstellen::V,fremstille,ತಯಾರಿಸು
922,bauen::V,bygge,ಕಟ್ಟು
923,reparieren::V,reparere,ಸರಿಪಡಿಸು
924,verbessern::V,rette,ತಿದ್ದು
925,verbessern::V,forbedre,ತಿದ್ದು
926,ändern::V,forandre,ಬದಲಾಯಿಸು
927,graben::V,grave,ಅಗೆ
928,beugen::V,bøye,ಬಗ್ಗಿಸು
929,biegen::V,bøye,ಬಗ್ಗಿಸು
930,drehen::V,dreie,ತಿರುಗು
931,wenden::V,vende,ತಿರುಗು
932,umdrehen::V,snu,ತಿರುಗಿಸು
933,heben::V,heve,ಎತ್ತು
934,hochheben::V,løfte,ಎತ್ತು
935,ergreifen::V,gripe,ಆಕ್ರಮಿಸು
936,ergreifen::V,få tak i,ಆಕ್ರಮಿಸು
937,halten::V,holde,ಹಿಡಿ
938,drücken::V,trykke,ಒತ್ತು
939,schieben::V,skyve,ನೂಕು
940,kratzen::V,klø,ತರಚಿಕೊಳ್ಳು
941,kratzen::V,klore,ತರಚಿಕೊಳ್ಳು
942,lecken::V,slikke,ನೆಕ್ಕು
943,beißen::V,bite,ಕಚ್ಚು
944,abreißen::V,rive av,ಹರಿ
945,abschneiden::V,skjære av,ಕತ್ತರಿಸು
946,binden::V,binde,ಕಟ್ಟು
947,stecken::V,stikke,ಸಿಕ್ಕಿಸು
948,brechen::V,bryte,ಮುರಿ
949,brechen::V,briste,ಮುರಿ
950,klopfen::V,banke,ತಟ್ಟು
951,hauen::V,hogge,ಹೊಡೆ
952,kleben::V,klistre,ಅಂಟಿಸು
953,reiben::V,gni,ಉಜ್ಜು
954,streichen::V,stryke,ಹರಡು
955,schleifen::V,slipe,ಮಸೆ
956,schneiden::V,klippe,ಕತ್ತರಿಸು
957,rütteln::V,ruske,ಕುಲುಕಿಸು
958,schütteln::V,riste,ಅಲುಗಿಸು
959,schwenken::V,svinge,ತೂಗಾಡು
960,schütten::V,helle,ಎರೆ
961,füllen::V,fylle,ತುಂಬಿಸು
962,einwickeln::V,vikle inn,ಹೊದಿಸು
963,tragen::V,bære,ಹೊರು
964,schleppen::V,slepe,ಜಗ್ಗು
965,ziehen::V,dra,ಎಳೆ
966,ziehen::V,trekke,ಎಳೆ
967,aufbewahren::V,oppbevare,ಇಟ್ಟುಕೊ
968,aufbewahren::V,ta vare på,ಇಟ್ಟುಕೊ
969,werfen::V,kaste,ಎಸೆ
970,fangen::V,fange,ಹಿಡಿ
971,packen::V,gripe,ಸೆಳೆ
972,packen::V,gripe tak i,ಸೆಳೆ
973,verstecken::V,gjemme,ಮುಚ್ಚಿಡು
974,teilen::V,dele,ವಿಭಜಿಸು
975,schicken::V,sende,ಕಳುಹಿಸು
976,bringen::V,bringe,ತರು
977,hinzufügen::V,tilføye,ಕೂಡಿಸು
978,bekommen::V,få,ಸಂಪಾದಿಸು
979,erhalten::V,få,ಪಡೆ
980,nehmen::V,ta,ಹಿಡಿ
981,wählen::V,velge,ಆರಿಸು
982,auswählen::V,velge ut,ಆಯಿ
983,bewahren::V,bevare,ರಕ್ಷಿಸಿಡು
984,behindern::V,hindre,ಅಡ್ಡಿಮಾಡು
985,behindern::V,forhindre,ಅಡ್ಡಿಮಾಡು
986,verderben::V,ødelegge,ಕೆಡಿಸು
987,beschädigen::V,skade,ಹಾಳುಮಾಡು
988,zerbrechen::V,brekke i stykker,ಮುರಿ
989,zerreißen::V,rive i stykker,ಸೀಳು
990,zerstören::V,ødelegge,ಅಳಿಸು
991,verbrennen::V,brenne,ಸುಡು
992,verbrennen::V,brenne opp,ಸುಡು
993,geben::V,gi,ಕೊಡು
994,reichen::V,rekke,ಕೊಡು
995,schenken::V,forære,ಅರ್ಪಿಸು
996,schenken::V,skjenke,ಅರ್ಪಿಸು
997,versprechen::V,love,ವಾಗ್ದಾನಮಾಡು
998,wünschen::V,ønske,ಬಯಸು
999,loben::V,rose,ಹೊಗಳು
1000,küssen::V,kysse,ಚುಂಬಿಸು
1001,wiegen::V,vogge,ತೂಗು
1002,zudecken::V,dekke til,ಹಾಸು
1003,wecken::V,vekke,ಎಬ್ಬಿಸು
1004,zeigen::V,vise,ತೋರಿಸು
1005,führen::V,føre,ದಾರಿತೋರಿಸು
1006,lehren::V,lære,ಕಲಿಸು
1007,unterrichten::V,undervise,ಬೋಧಿಸು
1008,aufziehen::V,oppdra,ಸಲಹು
1009,leiten::V,lede,ಮುಂದಾಳಾಗಿರು 
1010,antreiben::V,drive på,ಓಡಿಸು
1011,lassen::V,få til å,ಮಾಡಲುಬಿಡು
1012,einladen::V,be,ಆಹ್ವಾನಿಸು
1013,einladen::V,invitere,ಆಹ್ವಾನಿಸು
1014,vereinigen::V,forene,ಒಂದಾಗು
1015,besuchen::V,besøke,ಭೇಟಿಯಾಗು
1016,treffen::V,møte,ಸಂಧಿಸು
1017,treffen::V,treffe,ಸಂಧಿಸು
1018,sich versammeln::V,forsamles,ನೆರೆ
1019,spielen::V,leke,ಆಡು
1020,spielen::V,spille,ಆಡು
1021,singen::V,synge,ಹಾಡು
1022,tanzen::V,danse,ಕುಣಿ
1023,sich trennen::V,skilles,ಪ್ರತ್ಯೇಮಾಡು
1024,verlassen::V,forlate,ಕಳೆ
1025,retten::V,redde,ರಕ್ಷಿಸು
1026,bewachen::V,bevokte,ಕಾಪಾಡು
1027,schützen::V,verne,ಸಂರಕ್ಷಿಸು
1028,schützen::V,beskytte,ಸಂರಕ್ಷಿಸು
1029,verteidigen::V,forsvare,ಕಾಪಿಡು
1030,sich schlagen::V,slåss,ಕಿತ್ತಾಟ
1031,schießen::V,skyte,ಎಸೆ
1032,siegen::V,seire,ಗೆಲ್ಲು
1033,ärgern::V,ergre,ರೇಗಿಸು
1034,treten::V,sparke,ಒದೆ
1035,stechen::V,stikke,ಚುಚ್ಚು
1036,stoßen::V,støte,ತಳ್ಳು
1037,stehlen::V,stjele,ಕದಿ
1038,stören::V,forstyrre,ಕತಕು
1039,belästigen::V,plage,ತೊಂದರೆ
1040,belästigen::V,sjenere,ತೊಂದರೆ
1041,verbergen::V,gjemme,ಮರೆಮಾಜು
1042,täuschen::V,villede,ಠಕ್ಕಿಸು
1043,betrügen::V,bedra,ವಂಚಿಸು
1044,töten::V,drepe,ಕೊಲ್ಲು
1045,wohnen::V,bo,ವಾಸಿಸು
1046,arbeiten::V,arbeide,ಕೆಲಸ ಮಾಡು
1047,sammeln::V,samle,ಸಂಚಯಿಸು
1048,pflücken::V,plukke,ಬಿಡಿಸು
1049,jagen::V,jage,ಬೇಟೆಯಾಡು
1050,fischen::V,fiske,ಮೀನು ಹಿಡಿ
1051,fassen::V,fange,ಹಿಡಿ
1052,hüten::V,vokte,ಗುಂಪುಸೇರಿಸು
1053,treiben::V,drive,ದಬ್ಬು
1054,anbinden::V,feste,ಬಿಗಿ
1055,füttern::V,fore,ಮೇಯಿಸು
1056,melken::V,melke,ಹಾಲು ಕರೆ
1057,hacken::V,hakke,ತುಂಡರಿಸು
1058,gießen::V,helle,ನೀರುಹಾಕು
1059,reifen::V,modne,ಕಳಿ
1060,zubereiten::V,lage,ಅಡಿಗೆಮಾಡು
1061,zubereiten::V,tilberede,ಅಡಿಗೆಮಾಡು
1062,kochen::V,koke,ಅಡು
1063,backen::V,bake,ಬೇಯಿಸು
1064,braten::V,steke,ಕರಿ
1065,umrühren::V,røre om,ಕಲಕು
1066,stricken::V,strikke,ಹೆಣೆ
1067,nähen::V,sy,ಹೊಲಿ
1068,färben::V,farge,ಬಣ್ಣ ಹತ್ತು
1069,reinigen::V,rense,ಸ್ವಚ್ಛಮಾಡು
1070,reinigen::V,gjøre ren,ಸ್ವಚ್ಛಮಾಡು
1071,waschen::V,vaske,ತೊಳೆ
1072,abwischen::V,tørke av,ಒರಸು
1073,spülen::V,spyle,ಗಲಬರಿಸು
1074,spülen::V,skylle,ಗಲಬರಿಸು
1075,fegen::V,feie,ಗುಡಿಸು
1076,kehren::V,koste,ಗುಡಿಸು
1077,baden::V,bade,ಸ್ನಾನಮಾಡು
1078,sich waschen::V,vaske seg,ತೊಳೆ
1079,ausziehen::V,ta av,ಬಿಚ್ಚು
1080,anziehen::V,ta på,ಹಾಕು
1081,sich anziehen::V,kle på seg,ಹಾಕು
1082,kämmen::V,gre,ಬಾಚು
1083,kämmen::V,kjemme,ಬಾಚು
1084,schmücken::V,pynte,ಅಲಂಕರಿಸು
1085,schmücken::V,smykke,ಅಲಂಕರಿಸು
1086,sagen::V,si,ಹೇಳು
1087,sprechen::V,snakke,ನುಡಿ
1088,reden::V,tale,ನುಡಿ
1089,reden::V,snakke,ನುಡಿ
1090,sich unterhalten::V,samtale,ಹರಟೆ ಹೊಡಿ
1091,fragen::V,spørre,ವಿಚಾರಿಸು
1092,bitten::V,be,ಬೇಡು
1093,erzählen::V,fortelle,ಹೇಳು
1094,mitteilen::V,meddele,ತಿಳಿಸು
1095,nennen::V,kalle,ಹೆಸರಿಡು
1096,rufen::V,rope,ಕರೆ
1097,prahlen::V,skryte,ಜಂಬ ಕೊಚ್ಚು
1098,übersetzen::V,oversette,ಭಾಷಾಂತರಿಸು
1099,denken::V,tenke,ಯೋಚಿಸು
1100,glauben::V,tro,ನಂಬು
1101,bemerken::V,bemerke,ಗಮನಿಸು
1102,bemerken::V,legge merke til,ಗಮನಿಸು
1103,erkennen::V,gjenkjenne,ಗುರುತುಹಿಡಿ
1104,begreifen::V,begripe,ಗ್ರಹಿಸು
1105,verstehen::V,forstå,ಅರ್ಥಮಾಡಿಕೊ
1106,verstehen::V,skjønne,ಅರ್ಥಮಾಡಿಕೊ
1107,lernen::V,lære,ಕಲಿ
1108,wissen::V,vite,ಅರಿ
1109,sich erinnern an::V,huske på,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1110,vergessen::V,glemme,ಮರೆತುವಿಡು
1111,messen::V,måle,ಅಳೆ
1112,zählen::V,telle,ಗಣಿಸು
1113,rechnen::V,regne,ಲೆಕ್ಕ ಹಾಕು
1114,lesen::V,lese,ಓದು
1115,malen::V,male,ಬಿಡಿಸು
1116,zeichnen::V,tegne,ಬಿಡಿಸು
1117,schreiben::V,skrive,ಬರೆ
1118,besitzen::V,eie,ಒಡೆಯನಾಗಿರು
1119,besitzen::V,inneha,ಒಡೆಯನಾಗಿರು
1120,kaufen::V,kjøpe,ಕೊಳ್ಳು
1121,verkaufen::V,selge,ಕೊಡು
1122,bezahlen::V,betale,ಬೆಲೆತೆರು
1123,zahlen::V,betale,ಹಣವನ್ನುಕೊಡು
1124,beherrschen::V,beherske,ಅಧಿಕಾರ ನಡೆಸು
1125,ertragen::V,orke,ಸಹಿಸು
1126,schlagen::V,,ಹೊಡೆ
