,Concept_ID,et,uk
840,rauchen::V,suitsema,диміти
841,regnen::V,sadama,дощити
842,gefrieren::V,kinni külmuma,змерзнути
843,tauen::V,sulama,танути
844,schmelzen::V,sulama,плавитися
845,trocknen::V,kuivama,сохнути
846,sieden::V,keema,кипіти
847,faulen::V,mädanema,гнити
848,verfaulen::V,mädanema,згнити
849,reißen::V,rebenema,рватися
850,versinken::V,uppuma,тонути
851,vergehen::V,mööduma,проходити
852,erscheinen::V,ilmuma,з’явитися
853,verschwinden::V,kaduma,щезнути
854,verschwinden::V,kaduma,зникнути
855,sinken::V,vajuma,спадати
856,sinken::V,langema,спадати
857,abnehmen::V,vähenema,поменшитися
858,abnehmen::V,kahenema,поменшитися
859,zunehmen::V,kasvama,збільшуватися
860,steigen::V,tõusma,підніматися
861,steigen::V,üles minema,підніматися
862,wachsen::V,kasvama,рости
863,glänzen::V,läikimä,блищати
864,funkeln::V,sädelema,блискати
865,lärmen::V,lärmama,шуміти
866,läuten::V,helisema,дзвонити
867,klingeln::V,helisema,дзвонити
868,klirren::V,kõlisema,дзвякати
869,brausen::V,kohisema,бушувати
870,rauschen::V,kohisema,шелестіти
871,klingen::V,kõlama,лунати
872,klingen::V,kõlama,звучати
873,bellen::V,haukuma,гавкати
874,heulen::V,uluma,вити
875,blasen::V,puhuma,дунути
876,pfeifen::V,vilistama,свистіти
877,schreien::V,karjuma,кричати
878,stöhnen::V,oigama,стогнати
879,zittern::V,värisema,тремтіти
880,leben::V,elama,жити
881,leben::V,elus olema,жити
882,geboren werden::V,sündima,народитися
883,atmen::V,hingama,дихати
884,trinken::V,jooma,пити
885,essen::V,sööma,їсти
886,schlucken::V,neelama,ковтати
887,müde werden::V,väsima,втомитися
888,einschlafen::V,uinuma,заснути
889,schlafen::V,magama,спати
890,aufwachen::V,ärkama,прокинутися
891,aufstehen::V,ärkama,встати
892,aufstehen::V,üles tõusma,встати
893,sich erholen::V,puhkama,відпочивати
894,krank werden::V,haigestuma,захворіти
895,krank werden::V,haigeks jääma,захворіти
896,krank sein::V,haige olema,хворіти
897,schmerzen::V,valutama,боліти
898,husten::V,köhima,кашляти
899,genesen::V,toibuma,одужати
900,genesen::V,toibuma,видужати
901,sterben::V,surema,померти
902,umkommen::V,surma saama,згинути
903,sich bewegen::V,liikuma,рухатися
904,sich rühren::V,liikuma,ворушитися
905,sich erheben::V,kerkima,встати
906,sich setzen::V,istet võtma,сісти
907,hinfallen::V,kukkuma,упасти
908,hinfallen::V,maha kukkuma,упасти
909,laufen::V,kõndima,ходити
910,schreiten::V,astuma,крокувати
911,spazierengehen::V,jalutama,гуляти
912,eilen::V,ruttama,спішити
913,eilen::V,kiirustama,спішити
914,sich beeilen::V,ruttama,поспішати
915,sich beeilen::V,kiirustama,поспішати
916,sausen::V,kihutama,мчатися
917,sausen::V,tormama,мчатися
918,rennen::V,jooksma,бігати
919,rennen::V,kihutama,бігати
920,springen::V,hüppama,скакати
921,springen::V,hüppama,стрибати
922,klettern::V,ronima,лазити
923,schaukeln::V,kiikuma,гойдатися
924,kriechen::V,roomama,повзати
925,schwimmen::V,ujuma,пливти
926,schwimmen::V,ujuma,плавати
927,tauchen::V,sukelduma,пірнати
928,rudern::V,sõudma,гребти
929,rudern::V,sõudma,веслувати
930,fahren::V,sõitma,їхати
931,fliegen::V,lendama,літати
932,gehen::V,käima,іти
933,gehen::V,minema,іти
934,weggehen::V,ära minema,піти
935,weggehen::V,välja minema,піти
936,abfahren::V,väljuma,від’їхати
937,abfahren::V,väljuma,відправитися
938,abfahren::V,ära sõitma,від’їхати
939,abfahren::V,ära sõitma,відправитися
940,anhalten::V,peatuma,зупинитися
941,hineingehen::V,sisenema,входити
942,hineingehen::V,sisse minema,входити
943,eintreten::V,sisenema,увійти
944,eintreten::V,sisse astuma,увійти
945,kommen::V,tulema,прийти
946,ankommen::V,saabuma,прибути
947,zurückkommen::V,tagasi tulema,повернутися
948,bleiben::V,jääma,залишитися
949,warten::V,ootama,чекати
950,erwarten::V,ootama,чекати
951,erwarten::V,lootma,чекати
952,suchen::V,otsima,шукати
953,finden::V,leidma,знайти
954,versuchen::V,püüdma,випробовувати
955,versuchen::V,üritama,випробовувати
956,versuchen::V,katsetama,випробовувати
957,vorbereiten::V,valmistama,підготувати
958,lieben::V,armastama,любити
959,mögen::V,sallima,любити
960,mögen::V,sallima,подобатися
961,mögen::V,meeldima,любити
962,mögen::V,meeldima,подобатися
963,lachen::V,naerma,сміятися
964,rühren::V,liigutama,розчулити
965,rühren::V,heldima panema,розчулити
966,weinen::V,nutma,плакати
967,schimpfen::V,sõimama,лаятися
968,sich ärgern::V,ärrituma,сердитися
969,sich ärgern::V,vihastuma,сердитися
970,sich fürchten::V,kartma,боятися
971,sich fürchten::V,hirmu tundma,боятися
972,fürchten::V,kartma,боятися
973,fliehen::V,põgenema,тікати
974,flüchten::V,põgenema,утекти
975,sehen::V,nägema,бачити
976,anschauen::V,vaatama,поглянути
977,ansehen::V,vaatama,дивитися на
978,hören::V,kuulma,чути
979,zuhören::V,kuulama,слухати
980,probieren::V,proovima,покуштувати
981,riechen::V,nuusutama,нюхати
982,fühlen::V,tundma,відчувати
983,scheinen::V,näida,здаватися
984,scheinen::V,ilmuda,здаватися
985,zu sehen sein::V,ilmuma,виднітися
986,vernehmen::V,üle kuulama,почути
987,frieren::V,külmetada,мерзнути
988,tun::V,tegema,робити
989,können::V,võima,могти
990,können::V,oskama,могти
991,wollen::V,tahtma,хотіти
992,anfangen::V,hakkama,почати
993,anfangen::V,alustama,почати
994,beenden::V,lõpetama,закінчити
995,aufhören::V,lakkama,перестати
996,gelingen::V,õnnestuma,вдатися
997,geraten::V,jõudma,опинитися
998,öffnen::V,avama,відкрити
999,schließen::V,sulgema,закрити
1000,stellen::V,panema,поставити
1001,stellen::V,asetama,поставити
1002,setzen::V,panema,посадити
1003,legen::V,panema,класти
1004,legen::V,asetama,класти
1005,berühren::V,riivama,чіпати
1006,berühren::V,puudutama,чіпати
1007,verbinden::V,ühendama,зв’язати
1008,bedecken::V,katma,покрити
1009,aufhängen::V,riputama,повісити
1010,anzünden::V,süütama,запалити
1011,aufheben::V,üles tõstma,підняти
1012,zurücklassen::V,jätma,залишити
1013,verlieren::V,kaotama,загубити
1014,fallen lassen::V,maha pillama,упустити
1015,fallen lassen::V,kukkuda laskma,упустити
1016,machen::V,tegema,зробити
1017,herstellen::V,valmistama,виготовити
1018,bauen::V,ehitama,будувати
1019,reparieren::V,parandama,лагодити
1020,verbessern::V,parandama,поліпшити
1021,ändern::V,muutma,змінити
1022,ändern::V,ümber tegema,змінити
1023,graben::V,kaevama,копати
1024,beugen::V,painutama,зігнути
1025,biegen::V,painutama,погнути
1026,drehen::V,keerama,вертіти
1027,wenden::V,ümber pöörama,повернути
1028,umdrehen::V,ümber keerama,перевернути
1029,heben::V,tõstma,піднімати
1030,hochheben::V,üles tõstma,підняти
1031,hochheben::V,kõrgele tõstma,підняти
1032,ergreifen::V,haarama,схопити
1033,halten::V,hoidma,тримати
1034,drücken::V,pigistama,натискати
1035,schieben::V,lükkama,пхати
1036,schieben::V,lükkama,штовхати
1037,kratzen::V,kraapima,шкребти
1038,lecken::V,lakkuma,лизати
1039,beißen::V,purema,кусати
1040,beißen::V,hammustama,кусати
1041,abreißen::V,rebima,відірвати
1042,abreißen::V,ära rebima,відірвати
1043,abschneiden::V,ära lõikama,відрізати
1044,binden::V,siduma,в’язати
1045,stecken::V,pistma,увіткнути
1046,brechen::V,murdma,зламати
1047,klopfen::V,koputama,стукати
1048,hauen::V,lööma,бити
1049,kleben::V,kleepima,клеїти
1050,reiben::V,hõõruma,терти
1051,streichen::V,silitama,намазати
1052,schleifen::V,lihvima,точити
1053,schleifen::V,teritama,точити
1054,schneiden::V,lõikama,різати
1055,rütteln::V,raputama,хитати
1056,schütteln::V,raputama,трясти
1057,schütteln::V,loksutama,трясти
1058,schwenken::V,vehkima,махати
1059,schwenken::V,lehvitama,махати
1060,schütten::V,kallama,налити
1061,füllen::V,täitma,наповнити
1062,einwickeln::V,sisse mähkima,загорнути
1063,tragen::V,kandma,нести
1064,schleppen::V,tassima,тягти
1065,schleppen::V,lohistama,тягти
1066,ziehen::V,vedama,тягнути
1067,ziehen::V,tõmbama,тягнути
1068,aufbewahren::V,säilitama,зберігати
1069,aufbewahren::V,alal hoidma,зберігати
1070,werfen::V,viskama,кидати
1071,fangen::V,püüdma,ловити
1072,packen::V,kinni haarama,схопити
1073,packen::V,kinni võtma,схопити
1074,verstecken::V,peitma,сховати
1075,teilen::V,jagama,розділити
1076,teilen::V,jaotama,розділити
1077,schicken::V,saatma,посилати
1078,bringen::V,viima,принести
1079,hinzufügen::V,lisama,додати
1080,bekommen::V,saama,дістати
1081,erhalten::V,saama,одержати
1082,nehmen::V,võtma,взяти
1083,wählen::V,valima,вибрати
1084,auswählen::V,valima,відібрати
1085,bewahren::V,hoidma,зберегти
1086,behindern::V,takistama,перешкоджати
1087,verderben::V,rikkuma,зіпсувати
1088,beschädigen::V,rikkuma,зашкодити
1089,zerbrechen::V,katki tegema,розбити
1090,zerreißen::V,katki rebima,розірвати
1091,zerstören::V,purustama,зруйнувати
1092,verbrennen::V,põletama,спалити
1093,geben::V,andma,дати
1094,reichen::V,andma,передати
1095,reichen::V,ulatama,передати
1096,schenken::V,kinkima,дарувати
1097,versprechen::V,lubama,обіцяти
1098,versprechen::V,tõotama,обіцяти
1099,wünschen::V,soovima,бажати
1100,loben::V,kiitma,хвалити
1101,küssen::V,suudlema,цілувати
1102,wiegen::V,hällitama,качати
1103,zudecken::V,kaanetama,накрити
1104,zudecken::V,kinni katma,накрити
1105,wecken::V,äratama,розбудити
1106,zeigen::V,näitama,показати
1107,führen::V,juhatama,вести
1108,lehren::V,õpetama,вчити
1109,unterrichten::V,õpetama,викладати
1110,aufziehen::V,üles kasvatama,виховати
1111,leiten::V,juhtima,керувати
1112,antreiben::V,ergutama,підганяти
1113,lassen::V,laskma,змусити
1114,einladen::V,kutsuma,запросити
1115,vereinigen::V,ühendama,об’єднати
1116,besuchen::V,külastama,завітати
1117,besuchen::V,külastama,відвідати
1118,treffen::V,kohtama,зустріти
1119,sich versammeln::V,kogunema,зібратися
1120,spielen::V,mängima,грати
1121,singen::V,laulma,співати
1122,tanzen::V,tantsima,танцювати
1123,sich trennen::V,lahku minema,розлучитися
1124,verlassen::V,maha jätma,покинути
1125,retten::V,päästma,врятувати
1126,bewachen::V,valvama,охороняти
1127,schützen::V,kaitsma,уберігати
1128,verteidigen::V,kaitsma,захистити
1129,sich schlagen::V,kaklema,битися
1130,sich schlagen::V,kaklema,дратися
1131,schießen::V,tulistama,стріляти
1132,siegen::V,võitma,перемогти
1133,ärgern::V,ärritama,сердити
1134,ärgern::V,vihastama,сердити
1135,schlagen::V,lööma,ударити
1136,treten::V,sõtkuma,штовхати
1137,stechen::V,pistma,вколоти
1138,stechen::V,torkama,вколоти
1139,stoßen::V,tõukama,штовхнути
1140,stehlen::V,varastama,украсти
1141,stören::V,segama,перешкодити
1142,stören::V,häirima,перешкодити
1143,belästigen::V,ahistama,докучати
1144,verbergen::V,peitma,сховати
1145,verbergen::V,varjama,сховати
1146,täuschen::V,petma,обдурити
1147,täuschen::V,tüssama,обдурити
1148,betrügen::V,petma,зшахраювати
1149,betrügen::V,tüssama,зшахраювати
1150,betrügen::V,truudust murtma,зшахраювати
1151,töten::V,tapma,убити
1152,töten::V,surmama,убити
1153,wohnen::V,elama,жити
1154,wohnen::V,elama,мешкати
1155,arbeiten::V,töötama,працювати
1156,sammeln::V,koguma,зібрати
1157,sammeln::V,korjama,зібрати
1158,pflücken::V,noppima,зривати
1159,jagen::V,jahtima,полювати
1160,fischen::V,kalastama,рибалити
1161,fischen::V,kala püüdma,рибалити
1162,fassen::V,püüdma,піймати
1163,hüten::V,karjatama,пасти
1164,treiben::V,ajama,гнати
1165,anbinden::V,kinni siduma,прив’язати
1166,füttern::V,söötma,годувати
1167,füttern::V,söötma,харчувати
1168,melken::V,lüpsma,доїти
1169,hacken::V,raiuma,рубати
1170,hacken::V,lõhkuma,рубати
1171,gießen::V,kastma,полити
1172,reifen::V,valmima,дозріти
1173,zubereiten::V,valmistama,зготовити
1174,zubereiten::V,valmistama,приготувати
1175,kochen::V,keetma,варити
1176,kochen::V,keetma,готувати
1177,backen::V,küpsetama,пекти
1178,braten::V,praadima,смажити
1179,umrühren::V,segama,переміщати
1180,stricken::V,kuduma,в’язати
1181,nähen::V,õmblema,шити
1182,färben::V,värvima,пофарбувати
1183,reinigen::V,puhastama,очистити
1184,waschen::V,pesema,мити
1185,abwischen::V,puhtaks pühkima,витерти
1186,spülen::V,uhtma,полоскати
1187,fegen::V,pühkima,підмітати
1188,kehren::V,pühkima,мести
1189,baden::V,suplema,купатися
1190,baden::V,kümblema,купатися
1191,sich waschen::V,end pesema,митися
1192,ausziehen::V,käest võtma,зняти
1193,ausziehen::V,jalast võtma,зняти
1194,ausziehen::V,seljast võtma,зняти
1195,anziehen::V,jalga panema,надіти
1196,sich anziehen::V,riietuma,одягтися
1197,sich anziehen::V,riietuma,одягнутися
1198,kämmen::V,kammima,зачесати
1199,schmücken::V,kaunistama,оздобити
1200,sagen::V,ütlema,сказати
1201,sprechen::V,rääkima,говорити
1202,sprechen::V,kõnelema,говорити
1203,reden::V,kõnelema,розмовляти
1204,sich unterhalten::V,vestlema,бесідувати
1205,fragen::V,küsima,запитати
1206,bitten::V,paluma,просити
1207,erzählen::V,jutustama,розповісти
1208,mitteilen::V,teatama,повідомити
1209,mitteilen::V,teada andma,повідомити
1210,nennen::V,nimetama,назвати
1211,rufen::V,kutsuma,кликати
1212,prahlen::V,hooplema,хвалитися
1213,übersetzen::V,tõlkima,перекласти
1214,denken::V,mõtlema,думати
1215,denken::V,mõtlema,мислити
1216,glauben::V,uskuma,вірити
1217,bemerken::V,märkama,помітити
1218,erkennen::V,ära tundma,пізнати
1219,begreifen::V,aru saama,осягнути
1220,verstehen::V,mõistma,почути
1221,lernen::V,õppima,навчатися
1222,wissen::V,teadma,знати
1223,sich erinnern an::V,mäletama,пам’ятати
1224,vergessen::V,unustama,забути
1225,messen::V,mõõtma,міряти
1226,zählen::V,loendama,лічити
1227,rechnen::V,arvutama,рахувати
1228,lesen::V,lugema,читати
1229,malen::V,maalima,малювати
1230,zeichnen::V,joonistama,рисувати
1231,schreiben::V,kirjutama,писати
1232,besitzen::V,omama,мати
1233,kaufen::V,ostma,купити
1234,verkaufen::V,müüma,продати
1235,bezahlen::V,tasuma,заплатити
1236,zahlen::V,maksma,платити
1237,beherrschen::V,valitsema,володіти
1238,ertragen::V,taluma,витерпіти
