,Concept_ID,ce,da
812,sich rühren::V,меттахъхьен,røre på sig
813,sich erheben::V,хьалагlатта,rejse sig
814,sich setzen::V,хаа,sætte sig
815,hinfallen::V,дожа,
816,hinfallen::V,охьакхета,
817,laufen::V,вада,løbe
818,laufen::V,хьада,løbe
819,schreiten::V,болар дан,skride
820,schreiten::V,ког баккха,skride
821,spazierengehen::V,доладала,gå en tur
822,eilen::V,сихдала,ile
823,sich beeilen::V,сихдала,skynde sig
824,rennen::V,дада,løbe
825,rennen::V,дада,rende
826,springen::V,ирхкхийсадала,hoppe
827,springen::V,ирхкхийсадала,springe
828,klettern::V,тӏедийла,klatre
829,schaukeln::V,техко,gynge
830,kriechen::V,такха,krybe
831,schwimmen::V,некадан,svømme
832,tauchen::V,чулелха,dykke
833,rudern::V,дига лело,ro
834,rudern::V,кема лело,ro
835,fahren::V,хахка,køre
836,fliegen::V,тӏемадала,flyve
837,gehen::V,лeла,gå
838,weggehen::V,дӏадаха,gå bort
839,abfahren::V,дӏадаха,køre bort
840,anhalten::V,саца,standse
841,hineingehen::V,чудала,gå ind
842,eintreten::V,чудала,træde ind
843,kommen::V,кхача,komme
844,kommen::V,дӏакхача,komme
845,kommen::V,схьакхача,komme
846,ankommen::V,кхача,ankomme
847,ankommen::V,схьакхача,ankomme
848,zurückkommen::V,юхада,komme tilbage
849,bleiben::V,диса,blive
850,bleiben::V,диса,forblive
851,warten::V,хьежа,vente
852,warten::V,cобар дан,vente
853,erwarten::V,хьоьжуш ӏан,vente
854,erwarten::V,хьоьжуш ӏан,afvente
855,suchen::V,леха,søge
856,finden::V,каро,finde
857,versuchen::V,дан хьажа,forsøge
858,vorbereiten::V,кечъян,forberede
859,lieben::V,деза,elske
860,mögen::V,безамхила,holde af
861,mögen::V,безамхила,kunne lide
862,lachen::V,дела,le
863,rühren::V,хьедан,røre
864,weinen::V,делха,græde
865,schimpfen::V,чехо,skænde
866,sich ärgern::V,оьгӏазъэха,ærgre sig
867,sich fürchten::V,кхера,være bange
868,fürchten::V,кхера,være bange for
869,fliehen::V,дӏадада,flygte
870,flüchten::V,дӏадада,flygte
871,sehen::V,ган,se
872,anschauen::V,хьажа,se på
873,anschauen::V,хьажа,betragte
874,anschauen::V,хьежа,se på
875,anschauen::V,хьежа,betragte
876,ansehen::V,хьовса,anse
877,hören::V,хаза,høre
878,zuhören::V,ладогӏа,høre til
879,probieren::V,хьажа,smage
880,probieren::V,хьажа,smage på
881,riechen::V,хьожа яха,lugte
882,fühlen::V,хаадала,føle
883,scheinen::V,мотта,synes
884,zu sehen sein::V,гуш хила,synes
885,vernehmen::V,бартхатта,erfare
886,frieren::V,гӏоро,fryse
887,tun::V,дан,gøre
888,können::V,дадала,kunne
889,wollen::V,тӏергӏа,ville
890,anfangen::V,доло,begynde
891,beenden::V,довла,afslutte
892,aufhören::V,саца,ophøre
893,aufhören::V,саца,holde op
894,gelingen::V,кадала,lykkes
895,geraten::V,хила,blive
896,öffnen::V,дӏаделла,åbne
897,öffnen::V,схьаделла,åbne
898,schließen::V,къовла,lukke
899,schließen::V,дӏачӏагӏа,lukke
900,stellen::V,хlотто,stille
901,setzen::V,дийгӏа,sætte
902,legen::V,охьадилла,lægge
903,berühren::V,хьедан,berøre
904,verbinden::V,вовшахтаса,forbinde
905,bedecken::V,тилла,dække
906,bedecken::V,тилла,bedække
907,bedecken::V,тӏетаса,dække
908,bedecken::V,тӏетаса,bedække
909,aufhängen::V,хьалаолла,hænge
910,aufhängen::V,хьалаолла,hænge op
911,anzünden::V,лато,tænde
912,anzünden::V,лато,antænde
913,aufheben::V,айа,løfte
914,aufheben::V,айа,tage op
915,zurücklassen::V,дита,lade tilbage
916,verlieren::V,дайа,miste
917,fallen lassen::V,охьадожо,tabe
918,fallen lassen::V,охьадожо,droppe
919,machen::V,дан,gøre
920,herstellen::V,дан,fremstille
921,bauen::V,гӏишлоян,bygge
922,reparieren::V,тадан,reparere
923,verbessern::V,нисдан,rette
924,verbessern::V,нисдан,forbedre
925,ändern::V,хийца,ændre
926,graben::V,ахка,grave
927,beugen::V,сатто,bøje
928,biegen::V,сатто,bøje
929,drehen::V,хьовзо,dreje
930,umdrehen::V,хьовзo,dreje om
931,heben::V,айа,hæve
932,heben::V,хьалаайа,hæve
933,hochheben::V,хьалаайа,løfte
934,ergreifen::V,дӏалаца,gribe fat i
935,halten::V,латто,holde
936,drücken::V,тӏетаӏо,trykke
937,schieben::V,татта,skyde
938,schieben::V,татта,skubbe
939,kratzen::V,мӏараш тийса,klø
940,kratzen::V,мӏараш тийса,kradse
941,lecken::V,мотт хьекха,slikke
942,beißen::V,катoха,bide
943,abreißen::V,схьадаккха,rive af
944,abschneiden::V,кхада,skære af
945,binden::V,дӏадехка,binde
946,binden::V,вовшахтаса,binde
947,stecken::V,чудахийта,stikke
948,brechen::V,кагдан,brække
949,klopfen::V,детта,banke
950,hauen::V,етта,hugge
951,kleben::V,тӏелато,klistre
952,reiben::V,хьекхо,gnide
953,streichen::V,тlехьакха,smøre
954,schleifen::V,ирдан,slibe
955,schneiden::V,ларга,skære
956,schneiden::V,ларга,klippe
957,rütteln::V,лесто,ruske
958,schütteln::V,лесто,ryste
959,schwenken::V,лесто,svinge
960,schütten::V,дотта,hælde
961,füllen::V,дуза,fylde
962,einwickeln::V,хьарчо,pakke ind
963,tragen::V,дахьа,bære
964,schleppen::V,ийзо,slæbe
965,ziehen::V,озо,trække
966,aufbewahren::V,ӏалашдан,opbevare
967,werfen::V,кхосса,kaste
968,fangen::V,леца,fange
969,packen::V,леца,gribe
970,verstecken::V,къайладаккха,gemme
971,teilen::V,декъа,dele
972,schicken::V,дӏадахьийта,sende
973,bringen::V,дан,bringe
974,hinzufügen::V,тӏетоха,tilføje
975,bekommen::V,даккха,få
976,erhalten::V,даккха,få
977,nehmen::V,схьаэца,tage
978,wählen::V,харжа,vælge
979,auswählen::V,харжа,udvælge
980,bewahren::V,lалашдан,bevare
981,behindern::V,новкъарло ян,hindre
982,behindern::V,новкъарло ян,forhindre
983,verderben::V,талхо,ødelægge
984,beschädigen::V,дохо,beskadige
985,zerbrechen::V,дохо,brække itu
986,zerbrechen::V,кагдан,brække itu
987,zerreißen::V,хадо,rive itu
988,zerstören::V,дохо,ødelægge
989,zerstören::V,кагдан,ødelægge
990,verbrennen::V,даго,brænde
991,geben::V,яла,give
992,reichen::V,дӏадала,række
993,reichen::V,дӏакховдо,række
994,schenken::V,совгӏат дан,forære
995,versprechen::V,ваӏда дан,love
996,wünschen::V,лаа,ønske
997,loben::V,хасто,rose
998,küssen::V,оба яккха,kysse
999,wiegen::V,тахка,vugge
1000,zudecken::V,тӏетаса,dække til
1001,wecken::V,самадаккха,vække
1002,zeigen::V,гайта,vise
1003,führen::V,дига,føre
1004,lehren::V,ӏамо,lære
1005,unterrichten::V,хьеха,undervise
1006,aufziehen::V,кхио,opdrage
1007,leiten::V,урхалла дан,lede
1008,antreiben::V,сихдан,skynde på
1009,lassen::V,-йта,få til at
1010,einladen::V,кхайкха,indbyde
1011,einladen::V,кхайкха,invitere
1012,vereinigen::V,цхьаьнатоха,forene
1013,besuchen::V,хьажахIотта,besøge
1014,treffen::V,дуьхьалкхета,møde
1015,sich versammeln::V,гулдан,forsamles
1016,spielen::V,ловза,lege
1017,spielen::V,ловза,spille
1018,singen::V,лакха,synge
1019,tanzen::V,хелхадала,danse
1020,sich trennen::V,къаста,skilles
1021,verlassen::V,дита,forlade
1022,retten::V,кӏелхьардаккха,redde
1023,bewachen::V,ха дан,bevogte
1024,schützen::V,лардан,skærme
1025,schützen::V,лардан,beskytte
1026,verteidigen::V,лардан,forsvare
1027,sich schlagen::V,етта,slås
1028,schießen::V,детта,skyde
1029,siegen::V,тола,sejre
1030,ärgern::V,оьгӏаздахийта,ærgre
1031,schlagen::V,тоха,slå
1032,treten::V,мийра тоха,sparke
1033,stechen::V,ӏотта,stikke
1034,stechen::V,къовзо,stikke
1035,stoßen::V,татта,støde
1036,stehlen::V,лачкъо,stjæle
1037,stören::V,новкъарло ян,forstyrre
1038,belästigen::V,сагатдан,genere
1039,belästigen::V,сагатдан,ulejlige
1040,verbergen::V,къайладаккха,skjule
1041,täuschen::V,ӏexo,villede
1042,betrügen::V,ледан,bedrage
1043,töten::V,ден,dræbe
1044,wohnen::V,даха,bo
1045,arbeiten::V,къахьега,arbejde
1046,sammeln::V,гулдан,samle
1047,pflücken::V,даха,plukke
1048,jagen::V,талла,jage
1049,fischen::V,чӏерий леца,fiske
1050,fassen::V,лаца,fange
1051,fassen::V,схьалаца,fange
1052,hüten::V,лардан,vogte
1053,treiben::V,лахка,drive
1054,anbinden::V,дӏадехка,binde fast
1055,füttern::V,хӏума яла,fodre
1056,melken::V,оза,malke
1057,gießen::V,хи тоха,hælde
1058,reifen::V,хьекъа,modne
1059,zubereiten::V,кечъян,tilberede
1060,zubereiten::V,кхача бан,tilberede
1061,kochen::V,кхача бан,koge
1062,backen::V,датта,bage
1063,braten::V,кхарза,stege
1064,umrühren::V,кего,røre om
1065,nähen::V,тега,sy
1066,färben::V,басардан,farve
1067,reinigen::V,цӏандан,rense
1068,reinigen::V,цӏандан,gøre ren
1069,waschen::V,йила,vaske
1070,waschen::V,йитта,vaske
1071,waschen::V,дӏадайа,vaske
1072,abwischen::V,дӏадайа,tørre af
1073,spülen::V,хи кхарза,skylle
1074,fegen::V,нуй хьакха,feje
1075,kehren::V,нуй хьакха,feje
1076,baden::V,лийча,bade
1077,sich waschen::V,юьхь йила,vaske sig
1078,ausziehen::V,духар дӏадаккха,tage af
1079,sich anziehen::V,духа,klæde sig på
1080,kämmen::V,ехк хьакха,rede
1081,kämmen::V,ехк хьакха,frisere
1082,schmücken::V,хаздан,pynte
1083,schmücken::V,хаздан,smykke
1084,sagen::V,ала,sige
1085,sprechen::V,баха,snakke
1086,sprechen::V,мотт бийца,snakke
1087,reden::V,къамел дан,tale
1088,reden::V,къамел дан,snakke
1089,sich unterhalten::V,къамел дан,snakke sammen
1090,fragen::V,хатта,spørge
1091,bitten::V,деха,bede
1092,erzählen::V,дийца,berette
1093,erzählen::V,дийца,fortælle
1094,mitteilen::V,хаам бан,meddele
1095,nennen::V,цӏе яккха,nævne
1096,rufen::V,кхайкха,råbe
1097,prahlen::V,куралла ян,prale
1098,prahlen::V,дозалла дан,prale
1099,übersetzen::V,гоч дан,oversætte
1100,denken::V,ойла ян,tænke
1101,glauben::V,теша,tro
1102,bemerken::V,ган,bemærke
1103,bemerken::V,ган,lægge mærke til
1104,erkennen::V,довза,genkende
1105,begreifen::V,кхета,begribe
1106,verstehen::V,кхета,forstå
1107,lernen::V,деша,lære
1108,wissen::V,хаа,vide
1109,sich erinnern an::V,дагадан,mindes
1110,sich erinnern an::V,дагадан,huske på
1111,vergessen::V,дицдала,glemme
1112,messen::V,дуста,måle
1113,zählen::V,дагардан,tælle
1114,rechnen::V,лара,regne
1115,lesen::V,еша,læse
1116,malen::V,сурт дилла,male
1117,zeichnen::V,сурт дилла,tegne
1118,schreiben::V,яздан,skrive
1119,besitzen::V,доладан,eje
1120,besitzen::V,доладан,besidde
1121,kaufen::V,эца,købe
1122,verkaufen::V,дохка,sælge
1123,bezahlen::V,мах бала,betale
1124,zahlen::V,мах бала,betale
1125,beherrschen::V,собаре хила,beherske
1126,ertragen::V,лан,tåle
1127,ertragen::V,лан,udholde
1128,ertragen::V,сатоха,tåle
1129,ertragen::V,сатоха,udholde
1130,ertragen::V,садетта,tåle
1131,ertragen::V,садетта,udholde
1132,Schwarm::N,,sværm
1133,Schlinge::N,,snare
1134,Art::N,,art
1135,Entfernung::N,,afstand
1136,Griff::N,,tag
1137,Griff::N,,håndtag
1138,Figur::N,,figur
1139,Bogen[Waffe]::N,,bue
1140,so::ADV,,så
1141,abnehmen::V,,aftage
1142,sausen::V,,suse
1143,wenden::V,,vende
1144,hacken::V,,hakke
1145,stricken::V,,strikke
1146,anziehen::V,,tage på
