,Concept_ID,ru,no
861,anhalten::V,остановиться,stanse
862,hineingehen::V,входить,gå inn
863,eintreten::V,войти,tre inn
864,kommen::V,прийти,komme
865,ankommen::V,прибыть,ankomme
866,ankommen::V,прибыть,komme til
867,zurückkommen::V,возвратиться,komme tilbake
868,bleiben::V,остаться,bli
869,bleiben::V,остаться,forbli
870,warten::V,ждать,vente
871,erwarten::V,ожидать,vente
872,suchen::V,искать,søke
873,finden::V,найти,finne
874,versuchen::V,пытаться,prøve
875,versuchen::V,пытаться,forsøke
876,vorbereiten::V,подготовить,forberede
877,lieben::V,любить,elske
878,mögen::V,любить,like
879,lachen::V,смеяться,le
880,rühren::V,растрогать,røre
881,weinen::V,плакать,gråte
882,schimpfen::V,ругаться,skjelle
883,sich ärgern::V,сердиться,ergre seg
884,sich fürchten::V,бояться,være redd
885,fürchten::V,бояться,være redd for
886,fliehen::V,убегать,rømme
887,fliehen::V,убегать,flykte
888,flüchten::V,убежать,flykte
889,sehen::V,видеть,se
890,anschauen::V,посмотреть,se på
891,anschauen::V,посмотреть,betrakte
892,ansehen::V,смотреть,anse
893,hören::V,слышать,høre
894,zuhören::V,слушать,tilhøre
895,probieren::V,пробовать,smake
896,probieren::V,пробовать,smake på
897,riechen::V,нюхать,lukte
898,fühlen::V,чувствовать,føle
899,scheinen::V,казаться,se ut
900,zu sehen sein::V,виднеться,synes
901,vernehmen::V,услышать,få vite
902,frieren::V,мерзнуть,fryse
903,tun::V,делать,gjøre
904,können::V,мочь,kunne
905,können::V,уметь,kunne
906,wollen::V,хотеть,ville
907,anfangen::V,начать,begynne
908,beenden::V,закончить,avslutte
909,aufhören::V,перестать,slutte
910,aufhören::V,перестать,holde opp
911,gelingen::V,удаться,lykkes
912,geraten::V,оказаться,bli
913,öffnen::V,открыть,åpne
914,schließen::V,закрыть,lukke
915,schließen::V,закрыть,stenge
916,stellen::V,поставить,stille
917,setzen::V,посадить,sette
918,legen::V,класть,legge
919,berühren::V,трогать,berøre
920,verbinden::V,связать,forbinde
921,bedecken::V,покрыть,dekke
922,aufhängen::V,повесить,henge
923,aufhängen::V,повесить,henge opp
924,anzünden::V,зажечь,tenne
925,anzünden::V,зажечь,antenne
926,anzünden::V,зажечь,tenne på
927,aufheben::V,поднять,løfte
928,aufheben::V,поднять,ta opp
929,zurücklassen::V,оставить,slippe tilbake
930,verlieren::V,потерять,miste
931,fallen lassen::V,уронить,droppe
932,fallen lassen::V,уронить,la falle
933,machen::V,сделать,lage
934,machen::V,сделать,gjøre
935,herstellen::V,изготовить,fremstille
936,bauen::V,строить,bygge
937,reparieren::V,чинить,reparere
938,verbessern::V,улучшить,rette
939,verbessern::V,улучшить,forbedre
940,ändern::V,изменить,forandre
941,graben::V,копать,grave
942,beugen::V,согнуть,bøye
943,biegen::V,погнуть,bøye
944,drehen::V,вертеть,dreie
945,wenden::V,повернуть,vende
946,umdrehen::V,перевернуть,snu
947,heben::V,поднимать,heve
948,hochheben::V,поднять,løfte
949,ergreifen::V,схватить,gripe
950,ergreifen::V,схватить,få tak i
951,halten::V,держать,holde
952,drücken::V,нажимать,trykke
953,schieben::V,толкать,skyve
954,kratzen::V,скрести,klø
955,kratzen::V,скрести,klore
956,lecken::V,лизать,slikke
957,beißen::V,кусать,bite
958,abreißen::V,оторвать,rive av
959,abschneiden::V,отрезать,skjære av
960,binden::V,вязать,binde
961,stecken::V,воткнуть,stikke
962,brechen::V,сломать,bryte
963,brechen::V,сломать,briste
964,klopfen::V,стучать,banke
965,hauen::V,бить,hogge
966,kleben::V,клеить,klistre
967,reiben::V,тереть,gni
968,streichen::V,намазать,stryke
969,schleifen::V,точить,slipe
970,schneiden::V,резать,klippe
971,rütteln::V,шатать,ruske
972,schütteln::V,трясти,riste
973,schwenken::V,махать,svinge
974,schütten::V,налить,helle
975,füllen::V,наполнить,fylle
976,einwickeln::V,завернуть,vikle inn
977,tragen::V,нести,bære
978,schleppen::V,тащить,slepe
979,ziehen::V,тянуть,dra
980,ziehen::V,тянуть,trekke
981,aufbewahren::V,хранить,oppbevare
982,aufbewahren::V,хранить,ta vare på
983,werfen::V,бросать,kaste
984,fangen::V,ловить,fange
985,packen::V,схватить,gripe
986,packen::V,схватить,gripe tak i
987,verstecken::V,спрятать,gjemme
988,teilen::V,разделить,dele
989,schicken::V,посылать,sende
990,bringen::V,принести,bringe
991,hinzufügen::V,добавить,tilføye
992,bekommen::V,достать,få
993,erhalten::V,получить,få
994,nehmen::V,взять,ta
995,wählen::V,выбрать,velge
996,auswählen::V,отобрать,velge ut
997,bewahren::V,сохранить,bevare
998,behindern::V,препятствовать,hindre
999,behindern::V,препятствовать,forhindre
1000,verderben::V,испортить,ødelegge
1001,beschädigen::V,повредить,skade
1002,zerbrechen::V,разбить,brekke i stykker
1003,zerreißen::V,разорвать,rive i stykker
1004,zerstören::V,разрушить,ødelegge
1005,verbrennen::V,сжечь,brenne
1006,verbrennen::V,сжечь,brenne opp
1007,geben::V,дать,gi
1008,reichen::V,передать,rekke
1009,schenken::V,дарить,forære
1010,schenken::V,дарить,skjenke
1011,versprechen::V,обещать,love
1012,wünschen::V,желать,ønske
1013,loben::V,хвалить,rose
1014,küssen::V,целовать,kysse
1015,wiegen::V,качать,vogge
1016,zudecken::V,накрыть,dekke til
1017,wecken::V,разбудить,vekke
1018,zeigen::V,показать,vise
1019,führen::V,вести,føre
1020,lehren::V,учить,lære
1021,unterrichten::V,преподавать,undervise
1022,aufziehen::V,воспитать,oppdra
1023,leiten::V,руководить,lede
1024,antreiben::V,подгонять,drive på
1025,lassen::V,заставить,få til å
1026,einladen::V,пригласить,be
1027,einladen::V,пригласить,invitere
1028,vereinigen::V,объединить,forene
1029,besuchen::V,посетить,besøke
1030,treffen::V,встретить,møte
1031,treffen::V,встретить,treffe
1032,sich versammeln::V,собраться,forsamles
1033,spielen::V,играть,leke
1034,spielen::V,играть,spille
1035,singen::V,петь,synge
1036,tanzen::V,плясать,danse
1037,tanzen::V,танцевать,danse
1038,sich trennen::V,расстаться,skilles
1039,verlassen::V,покинуть,forlate
1040,retten::V,спасти,redde
1041,bewachen::V,охранять,bevokte
1042,schützen::V,уберегать,verne
1043,schützen::V,уберегать,beskytte
1044,verteidigen::V,защитить,forsvare
1045,sich schlagen::V,драться,slåss
1046,schießen::V,стрелять,skyte
1047,siegen::V,победить,seire
1048,ärgern::V,сердить,ergre
1049,schlagen::V,ударить,
1050,treten::V,пинать,sparke
1051,stechen::V,уколоть,stikke
1052,stoßen::V,толкнуть,støte
1053,stehlen::V,украсть,stjele
1054,stören::V,помешать,forstyrre
1055,belästigen::V,надоедать,plage
1056,belästigen::V,надоедать,sjenere
1057,verbergen::V,скрыть,gjemme
1058,täuschen::V,обмануть,villede
1059,betrügen::V,смошенничать,bedra
1060,töten::V,убить,drepe
1061,wohnen::V,проживать,bo
1062,arbeiten::V,работать,arbeide
1063,sammeln::V,собрать,samle
1064,pflücken::V,рвать,plukke
1065,pflücken::V,срывать,plukke
1066,jagen::V,охотиться,jage
1067,fischen::V,рыбачить,fiske
1068,fassen::V,поймать,fange
1069,hüten::V,пасти,vokte
1070,treiben::V,гнать,drive
1071,anbinden::V,привязать,feste
1072,füttern::V,кормить,fore
1073,melken::V,доить,melke
1074,hacken::V,рубить,hakke
1075,gießen::V,полить,helle
1076,reifen::V,созреть,modne
1077,zubereiten::V,приготовить,lage
1078,zubereiten::V,приготовить,tilberede
1079,kochen::V,варить,koke
1080,backen::V,печь,bake
1081,braten::V,жарить,steke
1082,umrühren::V,перемешать,røre om
1083,stricken::V,вязать,strikke
1084,nähen::V,шить,sy
1085,färben::V,покрасить,farge
1086,reinigen::V,очистить,rense
1087,reinigen::V,очистить,gjøre ren
1088,waschen::V,стирать,vaske
1089,abwischen::V,вытереть,tørke av
1090,spülen::V,полоскать,spyle
1091,spülen::V,полоскать,skylle
1092,fegen::V,подметать,feie
1093,kehren::V,мести,koste
1094,baden::V,купаться,bade
1095,sich waschen::V,мыться,vaske seg
1096,ausziehen::V,снять,ta av
1097,anziehen::V,надеть,ta på
1098,sich anziehen::V,одеться,kle på seg
1099,kämmen::V,причесать,gre
1100,kämmen::V,причесать,kjemme
1101,schmücken::V,украсить,pynte
1102,schmücken::V,украсить,smykke
1103,sagen::V,сказать,si
1104,sprechen::V,говорить,snakke
1105,reden::V,разговаривать,tale
1106,reden::V,разговаривать,snakke
1107,sich unterhalten::V,беседовать,samtale
1108,fragen::V,спросить,spørre
1109,bitten::V,просить,be
1110,erzählen::V,рассказать,fortelle
1111,mitteilen::V,сообщить,meddele
1112,nennen::V,назвать,kalle
1113,rufen::V,звать,rope
1114,prahlen::V,хвастаться,skryte
1115,übersetzen::V,перевести,oversette
1116,denken::V,думать,tenke
1117,glauben::V,верить,tro
1118,bemerken::V,заметить,bemerke
1119,bemerken::V,заметить,legge merke til
1120,erkennen::V,узнать,gjenkjenne
1121,begreifen::V,понять,begripe
1122,begreifen::V,постичь,begripe
1123,verstehen::V,услышать,forstå
1124,verstehen::V,услышать,skjønne
1125,lernen::V,учиться,lære
1126,wissen::V,знать,vite
1127,sich erinnern an::V,вспомнить,huske på
1128,vergessen::V,забыть,glemme
1129,messen::V,мерить,måle
1130,zählen::V,считать,telle
1131,rechnen::V,считать,regne
1132,lesen::V,читать,lese
1133,malen::V,рисовать,male
1134,zeichnen::V,рисовать,tegne
1135,schreiben::V,писать,skrive
1136,besitzen::V,иметь,eie
1137,besitzen::V,иметь,inneha
1138,kaufen::V,купить,kjøpe
1139,verkaufen::V,продать,selge
1140,bezahlen::V,заплатить,betale
1141,zahlen::V,платить,betale
1142,beherrschen::V,владеть,beherske
1143,ertragen::V,вытерпеть,orke
