,Concept_ID,ab,sv
750,oben::ADV,хыхь,ovan
751,oben::ADV,хыхь,ovanpå
752,hinauf::ADV,аҩада,upp
753,hinauf::ADV,аҩада,uppåt
754,überall::ADV,зегьынцьара,överallt
755,nicht::ADV,-м,ej
756,nicht::ADV,-м,inte
757,ein wenig::ADV,ҕыҭк,litet
758,kaum::ADV,аарлаҳәа,knappt
759,kaum::ADV,аарлаҳәа,knappast
760,kaum::ADV,афергьҳәа,knappt
761,kaum::ADV,афергьҳәа,knappast
762,sehr::ADV,даара,mycket
763,so::ADV,ас,så
764,so::ADV,абас,så
765,noch::ADV,макьана,än
766,noch::ADV,макьана,ännu
767,nur::ADV,заҵәык,bara
768,nur::ADV,заҵәык,endast
769,schon::ADV,уажәшьҭа,redan
770,schon::ADV,аиҳа ипоу,redan
771,wieder::ADV,ҿыц,åter
772,wieder::ADV,дырҩегь,åter
773,wieder::ADV,дырҩегьых,åter
774,vergebens::ADV,баша,förgäves
775,vor::PRP,аҕхьа,utanför
776,hinter::PRP,нхыҵ,bakom
777,unter::PRP,амҵа,under
778,unter::PRP,амҵан,under
779,neben::PRP,ааигуара,bredvid
780,neben::PRP,ааигуара,vid sidan av
781,zwischen::PRP,абжьара,mellan
782,wegen::PRP,-иззы,på grund av
783,wegen::PRP,-ҟнытә,på grund av
784,dies::PRN,ари,detta
785,dies::PRN,абри,detta
786,das::PRN,Абни,det
787,das::PRN,убри,det
788,alles::PRN,зегьы,allt
789,ich::PRN,са,jag
790,ich::PRN,сара,jag
791,du::PRN,бара,du
792,er::PRN,иара,han
793,wir::PRN,ҳара,vi
794,ihr::PRN,шәара,ni
795,sie::PRN,дара,de
796,wer::FPRN,дарбан,vem
797,wo::FADV,иабыкуу,var
798,wo::FADV,аба-,var
799,wo::FADV,ахь-,var
800,wohin::FADV,иабыкуу,vart
801,wohin::FADV,аба-,vart
802,wohin::FADV,ахь-,vart
803,wie::FADV,-шҕа,hur
804,warum::FADV,избан,varför
805,wieviel::FNUM,заҟа,hur mycket
806,eins::NUM,акы,en
807,eins::NUM,акы,ett
808,eins::NUM,аӡәы,en
809,eins::NUM,аӡәы,ett
810,zwei::NUM,ҩба,två
811,drei::NUM,хҕа,tre
812,vier::NUM,ҕшьба,fyra
813,fünf::NUM,хəба,fem
814,sechs::NUM,фба,sex
815,sieben::NUM,Бжьба,sju
816,acht::NUM,ааба,åtta
817,neun::NUM,жәба,nio
818,zehn::NUM,жәаба,tio
819,elf::NUM,жәеизатәи,elva
820,zwölf::NUM,жәаҩа,tolv
821,zwanzig::NUM,ҩажәа,tjugo
822,dreißig::NUM,ҩажәижәабатәи,trettio
823,vierzig::NUM,ҩынҩажәа,fyrtio
824,fünfzig::NUM,ҩынҩажәеижәаба,femtio
825,sechzig::NUM,хынҩажәа,sextio
826,siebzig::NUM,хынҩажәижәаба,sjuttio
827,achtzig::NUM,ҕшьынҩажәа,åttio
828,neunzig::NUM,ҕшьынҩажәижәаба,nittio
829,hundert::NUM,шәкы,hundra
830,tausend::NUM,зқьы,tusen
831,und::CNJ,-и,och
832,oder::CNJ,ма,eller
833,stehen::V,агылазаара,stå
834,sitzen::V,атəара,sitta
835,sitzen::V,атəа(заа)ра,sitta
836,liegen::V,аиара,ligga
837,hängen::V,акнаҳара,hänga
838,werden::V,аҟалара,bli
839,passieren::V,аҟалара,ske
840,passieren::V,аҟалара,hända
841,beginnen::V,алагара,börja
842,enden::V,алгара,ända
843,wechseln::V,аҽыҧсахра,växla
844,aufgehen[Sonne]::V,агылара,gå upp
845,aufgehen[Sonne]::V,ахашлара,gå upp
846,aufgehen[Sonne]::V,аҩаҵхахара,gå upp
847,untergehen[Sonne]::V,аҭашəара,gå ned
848,scheinen[Sonne]::V,акаҧхара,skina
849,donnern::V,адыдра,dundra
850,wehen::V,асра,blåsa
851,strömen::V,акаҭəара,forsa
852,strömen::V,акаҭəара,strömma
853,fließen::V,ацара,flyta
854,sich drehen::V,ахагьежьра,snurra
855,schwanken::V,аҵысра,vackla
856,schwingen::V,ахызазара,svinga
857,schwingen::V,акьаандара,svinga
858,fallen::V,акаҳара,falla
859,brennen::V,абылра,brinna
860,rauchen::V,ахылҵра,ryka
861,regnen::V,аура,regna
862,gefrieren::V,аҵаара,frysa
863,tauen::V,аӡҭра,töa
864,schmelzen::V,ақəӡыҭра,smälta
865,schmelzen::V,аҭəара,smälta
866,trocknen::V,абара,torka
867,sieden::V,ашра,koka
868,sieden::V,ашра,sjuda
869,faulen::V,абаара,ruttna
870,verfaulen::V,абаара,ruttna
871,verfaulen::V,аилашра,ruttna
872,reißen::V,аҧжəара,brista
873,versinken::V,аӡааҟəрылара,sjunka
874,vergehen::V,ацара,förgå
875,erscheinen::V,ацəырҵра,synas
876,erscheinen::V,ацəырҵра,visa sig
877,verschwinden::V,аҵашəкəара,försvinna
878,sinken::V,атəара,sjunka
879,sinken::V,алаҟəра,sjunka
880,abnehmen::V,ацӡаара,avta
881,abnehmen::V,ацӡаара,minskas
882,abnehmen::V,аиҵалара,avta
883,abnehmen::V,аиҵалара,minskas
884,zunehmen::V,аҽырҭбаара,tilltaga
885,zunehmen::V,аиҵыҵра,tilltaga
886,zunehmen::V,арацəахара,tilltaga
887,steigen::V,азҳара,stiga
888,steigen::V,ашьҭыҵра,stiga
889,steigen::V,адухара,stiga
890,steigen::V,ацлара,stiga
891,wachsen::V,азҳара,växa
892,glänzen::V,ацыр-цырра,glimma
893,glänzen::V,ацыҩ-цыҩра,glimma
894,glänzen::V,аказказра,glimma
895,funkeln::V,ашап-шапра,tindra
896,funkeln::V,ашап-шапра,gnistra
897,funkeln::V,ацым-цымра,tindra
898,funkeln::V,ацым-цымра,gnistra
899,lärmen::V,ашьҭыбжьгара,bråka
900,lärmen::V,ашьҭыбжьгара,väsnas
901,lärmen::V,аҕьҕьаҳәа аилалара,bråka
902,lärmen::V,аҕьҕьаҳәа аилалара,väsnas
903,läuten::V,аҵəҵəасра,ringa
904,klingeln::V,аҵəҵəасра,ringa
905,klirren::V,ахьархьарра,klirra
906,klirren::V,архьархьарра,klirra
907,brausen::V,аилаҽҽара,brusa
908,brausen::V,еилашуера,brusa
909,klingen::V,агара,låta
910,klingen::V,агара,klinga
911,klingen::V,ашьҭыбжь гара,låta
912,klingen::V,ашьҭыбжь гара,klinga
913,bellen::V,ашра,skälla
914,heulen::V,ауура,yla
915,heulen::V,ауура,tjuta
916,blasen::V,аҭəҳəара,blåsa
917,pfeifen::V,ашəшəра,vissla
918,schreien::V,аҳəҳəара,skrika
919,schreien::V,ахəаара,skrika
920,schreien::V,аҟаара,skrika
921,stöhnen::V,ақьра,stöna
922,zittern::V,аҵыс-ҵысра,darra
923,zittern::V,аҵыс-ҵысра,skälva
924,leben::V,аҟазаара,leva
925,geboren werden::V,Аира,födas
926,atmen::V,аҕсыҕ лагаҩагара,andas
927,trinken::V,ажəра,dricka
928,essen::V,акрыфара,äta
929,schlucken::V,албаадара,svälja
930,müde werden::V,ааҕсара,tröttna
931,einschlafen::V,ацəара,somna
932,schlafen::V,ацəазаара,sova
933,aufwachen::V,аҿыхара,vakna
934,aufstehen::V,Агəылҵра,stiga upp
935,sich erholen::V,аҧсшьара,repa sig
936,sich erholen::V,аҧсшьара,hämta sig
937,krank werden::V,ачмазаҩхара,insjukna
938,krank sein::V,аҳəарҧсарра,vara sjuk
939,schmerzen::V,ахьра,smärta
940,schmerzen::V,ахьра,göra ont
941,husten::V,аимҳәара,hosta
942,genesen::V,абзиахара,tillfriskna
943,genesen::V,аӷəӷəахара,tillfriskna
944,sterben::V,аҧсра,dö
945,umkommen::V,аҭахара,omkomma
946,sich bewegen::V,аиҭаҵра,röra sig
947,sich rühren::V,ақəацара,röra på sig
948,sich erheben::V,аҩагылара,resa sig
949,sich setzen::V,атəара,sätta sig
950,hinfallen::V,акаҳара,falla omkull
951,laufen::V,аныҟəара,löpa
952,schreiten::V,ашьаҿа еихгара,skrida
953,spazierengehen::V,анеи-ааира,promenera
954,eilen::V,аццакра,ila
955,sich beeilen::V,аццакра,skynda sig
956,sausen::V,аҧырра,susa
957,sausen::V,иҭрысны,susa
958,sausen::V,ишьҭҟьаны ацара,susa
959,rennen::V,аҩра,löpa
960,rennen::V,аҩра,springa
961,springen::V,аҧара,hoppa
962,klettern::V,ақəлара,klättra
963,schaukeln::V,аҟəараҟəанҽара,gunga
964,kriechen::V,аҳəазара,kräla
965,schwimmen::V,аӡсара,simma
966,tauchen::V,ахəӡааҵəира,dyka
967,rudern::V,аҵшьра,ro
968,fahren::V,акала,köra
969,fliegen::V,аҧырра,flyga
970,gehen::V,аиҭаҵра,gå
971,weggehen::V,ацара,gå bort
972,abfahren::V,адəықəлара,resa
973,abfahren::V,адəықəлара,avresa
974,abfahren::V,ацара,resa
975,abfahren::V,ацара,avresa
976,anhalten::V,ааныргылара,stanna
977,hineingehen::V,аҭалара,gå in
978,eintreten::V,аҩналара,träda in
979,kommen::V,аара,komma
980,kommen::V,ааира,komma
981,ankommen::V,ааира,ankomma
982,ankommen::V,аара,ankomma
983,ankommen::V,анеира,ankomma
984,zurückkommen::V,азыхынҳəра,återkomma
985,bleiben::V,аанхара,bli
986,bleiben::V,аанхара,förbli
987,bleiben::V,анхара,bli
988,bleiben::V,анхара,förbli
989,bleiben::V,аангылара,bli
990,bleiben::V,аангылара,förbli
991,warten::V,азҧшзаара,vänta
992,erwarten::V,азҧшра,vänta
993,suchen::V,ашьҭазаара,leta
994,finden::V,аҧшаара,finna
995,versuchen::V,аҽазкра,försöka
996,vorbereiten::V,армазеира,förbereda
997,lieben::V,абзиабара,älska
998,mögen::V,агəаҧхара,tycka om
999,lachen::V,аччара,skratta
1000,rühren::V,арҵəуара,röra
1001,weinen::V,аҵəуара,gråta
1002,schimpfen::V,ацəҳара,skälla
1003,sich ärgern::V,агəаара,förargas
1004,sich fürchten::V,аӡыӡара,vara rädd
1005,fürchten::V,ацəшəара,frukta
1006,fliehen::V,абналара,fly
1007,fliehen::V,абналара,rymma
1008,fliehen::V,ацəцара,fly
1009,fliehen::V,ацəцара,rymma
1010,flüchten::V,абналара,fly
1011,flüchten::V,ацəцара,fly
1012,sehen::V,абара,se
1013,anschauen::V,ахəаҧшра,se på
1014,anschauen::V,ахəаҧшра,betrakta
1015,ansehen::V,ахəаҧшра,åse
1016,hören::V,аҳара,höra
1017,zuhören::V,азыӡырҩра,höra på
1018,zuhören::V,азыӡырҩра,lyssna till
1019,probieren::V,аҧышəара,smaka
1020,probieren::V,аҧышəара,smaka på
1021,riechen::V,афыҩра,lukta
1022,fühlen::V,анырра,känna
1023,fühlen::V,ацәакырра,känna
1024,scheinen::V,шәа,verka
1025,scheinen::V,шәа,tyckas
1026,scheinen::V,аацәырҵа,verka
1027,scheinen::V,аацәырҵа,tyckas
1028,vernehmen::V,аҳара,få veta
1029,vernehmen::V,аҳара,förnimma
1030,frieren::V,ашəра,frysa
1031,frieren::V,аҵаара,frysa
1032,tun::V,аҟаҵара,göra
1033,können::V,алшара,kunna
1034,wollen::V,аҭахра,vilja
1035,anfangen::V,алагара,börja
1036,beenden::V,алгара,avsluta
1037,aufhören::V,аҟəыҵра,sluta
1038,aufhören::V,аҟəыҵра,upphöra
1039,gelingen::V,аура,lyckas
1040,gelingen::V,аманшəалахара,lyckas
1041,gelingen::V,алҵра,lyckas
1042,geraten::V,нзаарын,bli
1043,öffnen::V,аартра,öppna
1044,schließen::V,аркра,låsa
1045,schließen::V,аркра,stänga
1046,stellen::V,аргылара,ställa
1047,setzen::V,артəара,sätta
1048,legen::V,ақəҵара,lägga
1049,berühren::V,акьысра,beröra
1050,berühren::V,алакьысра,beröra
1051,verbinden::V,аҿаҳəара,förbinda
1052,bedecken::V,ақəршəра,täcka
1053,bedecken::V,ақəршəра,betäcka
1054,aufhängen::V,акнаҳара,hänga
1055,aufhängen::V,акнаҳара,hänga upp
1056,anzünden::V,аркра,tända
1057,anzünden::V,аркра,antända
1058,anzünden::V,аркра,tända på
1059,aufheben::V,ашьҭыхра,lyfta
1060,zurücklassen::V,аныжьра,lämna
1061,zurücklassen::V,аныжьра,efterlämna
1062,verlieren::V,ацəыӡра,mista
1063,verlieren::V,ацəыӡра,förlora
1064,fallen lassen::V,ацəкаҳара,tappa
1065,fallen lassen::V,ацəкаҳара,släppa
1066,machen::V,ачаҧара,göra
1067,herstellen::V,аиҵдара,tillverka
1068,herstellen::V,аиҵдара,framställa
1069,bauen::V,аргылара,bygga
1070,reparieren::V,арҽеира,reparera
1071,verbessern::V,аиҕьтəра,rätta
1072,verbessern::V,аиҕьтəра,förbättra
1073,ändern::V,аҧсахра,ändra
1074,ändern::V,аҧсахра,förändra
1075,graben::V,ажра,gräva
1076,beugen::V,арҟəра,böja
1077,beugen::V,архəара,böja
1078,biegen::V,арҟəра,böja
1079,biegen::V,арҟəра,kröka
1080,biegen::V,архəара,böja
1081,biegen::V,архəара,kröka
1082,drehen::V,аргьежьра,vrida
1083,umdrehen::V,аарҳәра,vrida om
1084,heben::V,аҩахара,häva
1085,heben::V,араҳара,häva
1086,hochheben::V,ахагалара,lyfta
1087,hochheben::V,ашьҭҳəара,lyfta
1088,halten::V,акра,hålla
1089,drücken::V,ақəрӷəӷəара,trycka
1090,schieben::V,аҵгəара,skjuta
1091,schieben::V,агəара,skjuta
1092,kratzen::V,ацəҟьара,riva
1093,kratzen::V,ацəҟьара,skrapa
1094,lecken::V,арбзара,slicka
1095,beißen::V,ацҳара,bita
1096,abreißen::V,амжəара,slita_av
1097,abreißen::V,амжəара,riva_av
1098,abschneiden::V,ахҵəара,skära av
1099,abschneiden::V,аҿахҵəара,skära av
1100,binden::V,аҿаҳəара,binda
1101,stecken::V,алаҵара,sticka
1102,brechen::V,аҧҵəара,bryta
1103,brechen::V,аҧҵəара,brista
1104,klopfen::V,асра,banka
1105,klopfen::V,асра,klappa
1106,hauen::V,ақəкшара,hugga
1107,kleben::V,аҷабра,klistra
1108,reiben::V,арҟəыҷра,gnida
1109,streichen::V,ахьшьра,smörja
1110,schleifen::V,ахра,slipa
1111,schneiden::V,аҧҟара,skära
1112,schneiden::V,аҧҟара,klippa
1113,rütteln::V,арҵысра,skaka
1114,schütteln::V,аршəшəара,rista
1115,schwenken::V,аҟьара,svänga
1116,schütten::V,аҭаҭəара,hälla
1117,füllen::V,арҭəра,fylla
1118,einwickeln::V,алаҳəара,slå in
1119,einwickeln::V,алаҳəара,veckla in
1120,tragen::V,аҩагара,bära
1121,schleppen::V,арҳəазара,släpa
1122,ziehen::V,ахара,dra
1123,aufbewahren::V,аҵəахра,förvara
1124,aufbewahren::V,аҵəахра,ta vara på
1125,werfen::V,аршəра,kasta
1126,fangen::V,акра,fånga
1127,packen::V,анкра,gripa
1128,packen::V,анкра,gripa tag
1129,packen::V,аҵкаара,gripa
1130,packen::V,аҵкаара,gripa tag
1131,verstecken::V,аҵəахра,gömma
1132,teilen::V,ашара,dela
1133,schicken::V,ашьҭра,skicka
1134,bringen::V,аагара,bringa
1135,hinzufügen::V,ацҵара,tillägga
1136,bekommen::V,аҧшаара,få
1137,bekommen::V,аҧшаара,erhålla
1138,bekommen::V,архиара,få
1139,bekommen::V,архиара,erhålla
1140,bekommen::V,аура,få
1141,bekommen::V,аура,erhålla
1142,erhalten::V,аиура,få
1143,erhalten::V,аиура,erhålla
1144,nehmen::V,агара,ta
1145,nehmen::V,агара,taga
1146,wählen::V,алҧшаара,välja
1147,auswählen::V,алхра,utvälja
1148,behindern::V,аҧырхагахара,hindra
1149,behindern::V,аҧырхагахара,förhindra
1150,verderben::V,алгара,förstöra
1151,verderben::V,абжьыхра,förstöra
1152,verderben::V,аҧхасҭатəра,förstöra
1153,beschädigen::V,аҧхасҭатəра,skada
1154,zerbrechen::V,аҧҽра,bryta isär
1155,zerbrechen::V,аҧҽра,bryta sönder
1156,zerreißen::V,аҧжəара,riva sönder
1157,zerreißen::V,аҧжəара,slita sönder
1158,zerstören::V,аилаҧыххаара,förstöra
1159,verbrennen::V,абылра,bränna
1160,verbrennen::V,абылра,bränna upp
1161,geben::V,аҭара,ge
1162,reichen::V,аҭара,räcka
1163,schenken::V,аҩгара,skänka
1164,versprechen::V,ақəргəыӷра,lova
1165,loben::V,арҽхəара,lova
1166,loben::V,арҽхəара,beröma
1167,küssen::V,агəӡра,pussa
1168,zudecken::V,аҵахҩара,täcka
1169,zudecken::V,ақəршəра,täcka
1170,wecken::V,арҿыхара,väcka
1171,zeigen::V,арбара,visa
1172,führen::V,аныҟəгара,föra
1173,lehren::V,арҵара,lära
1174,unterrichten::V,арҧхьара,undervisa
1175,aufziehen::V,ааӡара,uppfostra
1176,leiten::V,ахагылазаара,leda
1177,antreiben::V,арццакра,driva på
1178,lassen::V,арҟаҵара,få att
1179,einladen::V,ааҕхьара,bjuda
1180,einladen::V,ааҕхьара,inbjuda
1181,einladen::V,анаҧхьара,bjuda
1182,einladen::V,анаҧхьара,inbjuda
1183,vereinigen::V,аилаҵара,förena
1184,besuchen::V,абара,besöka
1185,treffen::V,аҧылара,möta
1186,treffen::V,аҧылара,träffa
1187,sich versammeln::V,аизара,församla sig
1188,spielen::V,ахəмарра,leka
1189,spielen::V,ахəмарра,spela
1190,singen::V,ашəаҳəара,sjunga
1191,tanzen::V,акəашара,dansa
1192,sich trennen::V,аилыҵра,skiljas
1193,verlassen::V,акажьра,lämna
1194,verlassen::V,акажьра,överge
1195,retten::V,Аиқəрхара,rädda
1196,bewachen::V,ахьчара,bevaka
1197,schützen::V,ацəыхьчара,skydda
1198,schützen::V,ацəыхьчара,beskydda
1199,verteidigen::V,ахьчара,försvara
1200,sich schlagen::V,аисра,slåss
1201,schießen::V,ахысра,skjuta
1202,siegen::V,аиааира,segra
1203,ärgern::V,аргəаара,förarga
1204,schlagen::V,асра,slå
1205,schlagen::V,аҭасра,slå
1206,stechen::V,алакшара,sticka
1207,stoßen::V,агəҭасра,stöta
1208,stehlen::V,аӡара,stjäla
1209,stören::V,аҧырхагахара,störa
1210,belästigen::V,аргəамҵра,genera
1211,belästigen::V,аргəамҵра,besvära
1212,verbergen::V,аӡара,dölja
1213,täuschen::V,ажьара,vilseleda
1214,betrügen::V,ажьара,bedra
1215,töten::V,ашьра,döda
1216,wohnen::V,анхара,bo
1217,arbeiten::V,аусура,arbeta
1218,sammeln::V,аҟəшəара,samla
1219,pflücken::V,аҿыршəара,plocka
1220,pflücken::V,аҿыхра,plocka
1221,jagen::V,ашəарыцара,jaga
1222,fischen::V,аҧсыӡ икуеит,fiska
1223,fassen::V,акра,fånga
1224,hüten::V,арҳəра,vakta
1225,hüten::V,ахьчара,vakta
1226,treiben::V,акацара,driva
1227,anbinden::V,адҳəалара,binda fast
1228,füttern::V,акырҿаҵара,fodra
1229,melken::V,ахьара,mjölka
1230,hacken::V,аҟəаҟəара,hacka
1231,gießen::V,аҵаҭəара,hälla
1232,gießen::V,аҵаҭəара,vattna
1233,reifen::V,ашəра,mogna
1234,reifen::V,аҟалара,mogna
1235,zubereiten::V,ацура,tillaga
1236,zubereiten::V,ацура,tillreda
1237,kochen::V,ажəра,koka
1238,backen::V,аӡра,baka
1239,braten::V,аӡра,steka
1240,umrühren::V,аилрыхра,röra om
1241,stricken::V,аҧара,sticka
1242,nähen::V,аӡахра,sy
1243,färben::V,ашəра,färga
1244,reinigen::V,арыцқьара,rensa
1245,reinigen::V,арыцқьара,rengöra
1246,waschen::V,аӡәӡәара,tvätta
1247,abwischen::V,арбара,torka av
1248,spülen::V,аҭыршара,spola
1249,spülen::V,аҭыршара,skölja
1250,fegen::V,аҧссара,feja
1251,baden::V,аҽыкəабара,bada
1252,sich waschen::V,аҽыӡəӡəара,tvätta sig
1253,ausziehen::V,ашəыхра,ta av
1254,anziehen::V,ашəҵара,ta på
1255,sich anziehen::V,аҽеилаҳəара,klä på sig
1256,kämmen::V,аҳəара,kamma
1257,schmücken::V,арҧшӡара,pynta
1258,schmücken::V,арҧшӡара,smycka
1259,sagen::V,аҳəара,säga
1260,sprechen::V,ацəажəара,tala
1261,reden::V,ацəажəара,tala
1262,reden::V,ацəажəара,prata
1263,reden::V,аицәажәара,tala
1264,reden::V,аицәажәара,prata
1265,sich unterhalten::V,аицәажәара,prata
1266,fragen::V,азҵаара,fråga
1267,fragen::V,азҵаара,spörja
1268,bitten::V,аҳəара,be
1269,erzählen::V,аҳəара,berätta
1270,mitteilen::V,азыцҳара,meddela
1271,nennen::V,ахьӡҵара,kalla
1272,rufen::V,азҿыҭра,ropa
1273,prahlen::V,аҽхəара,pråla
1274,prahlen::V,аҽхəара,skryta
1275,übersetzen::V,аиҭагара,tolka
1276,übersetzen::V,аиҭагара,översätta
1277,denken::V,азхəыцра,tänka
1278,glauben::V,ахаҵара,tro
1279,bemerken::V,агəаҭара,uppmärksamma
1280,bemerken::V,агəаҭара,lägga märke till
1281,erkennen::V,адырра,känna igen
1282,begreifen::V,аилкаара,begripa
1283,verstehen::V,аҳара,förstå
1284,lernen::V,аҵара,lära sig
1285,wissen::V,адырра,veta
1286,sich erinnern an::V,агəаларшəара,minnas
1287,sich erinnern an::V,агəаларшəара,komma ihåg
1288,vergessen::V,ахашҭра,glömma
1289,messen::V,ашəара,mäta
1290,zählen::V,аҧхьаӡара,räkna
1291,rechnen::V,аҳасабра,räkna
1292,lesen::V,аҧхьара,läsa
1293,besitzen::V,амазаара,äga
1294,besitzen::V,амазаара,besitta
1295,kaufen::V,Аахəара,köpa
1296,verkaufen::V,аҭира,sälja
1297,bezahlen::V,ахҭынҵара,betala
1298,bezahlen::V,ашəара,betala
1299,zahlen::V,ашəара,betala
1300,ertragen::V,ачҳара,tåla
1301,ertragen::V,ачҳара,uthärda
1302,Moor::N,,myr
1303,Moor::N,,mosse
1304,Kralle::N,,klo
1305,Schwarm::N,,svärm
1306,Sache::N,,sak
1307,Menge::N,,mängd
1308,Essen::N,,mål
1309,Geschäft::N,,rörelse
1310,Monat::N,,månad
1311,Jahr::N,,år
1312,dünn::A,,tunn
1313,roh::A,,rå
1314,durch::PRP,,genom
1315,durch::PRP,,igenom
1316,was::FPRN,,vad
1317,rauschen::V,,susa
1318,zu sehen sein::V,,synas
1319,zu sehen sein::V,,kunna ses
1320,wenden::V,,vända
1321,ergreifen::V,,gripa
1322,bewahren::V,,bevara
1323,wünschen::V,,önska
1324,wiegen::V,,vagga
1325,treten::V,,sparka
1326,kehren::V,,sopa
1327,malen::V,,måla
1328,zeichnen::V,,teckna
1329,schreiben::V,,skriva
1330,beherrschen::V,,behärska
