,Concept_ID,pl,no
837,fließen::V,ciec,flyte
838,fließen::V,płynąć,flyte
839,sich drehen::V,obracać się,dreie seg
840,schwanken::V,chwiać się,svaie
841,schwingen::V,wahać się,svinge
842,fallen::V,padać,falle
843,brennen::V,palić się,brenne
844,rauchen::V,dymić,ryke
845,rauchen::V,dymić się,ryke
846,regnen::V,padać,regne
847,gefrieren::V,zamarznąć,fryse
848,tauen::V,tajać,tine
849,schmelzen::V,topnieć,smelte
850,trocknen::V,schnąć,tørre
851,sieden::V,wrzeć,koke
852,sieden::V,kipieć,koke
853,faulen::V,gnić,råtne
854,verfaulen::V,zgnić,råtne
855,reißen::V,urywać się,briste
856,versinken::V,tonąć,synke
857,versinken::V,tonąć,synke ned
858,vergehen::V,przechodzić,forløpe
859,erscheinen::V,zjawiać się,synes
860,verschwinden::V,zniknąć,forsvinne
861,sinken::V,spadać,synke
862,abnehmen::V,spadać,avta
863,abnehmen::V,spadać,minske
864,zunehmen::V,wzrosnąć,tilta
865,steigen::V,wzrastać,stige
866,wachsen::V,rosnąć,gro
867,wachsen::V,rosnąć,vokse
868,glänzen::V,błyszczeć,skinne
869,funkeln::V,zabłyszczeć,tindre
870,lärmen::V,hałasować,bråke
871,läuten::V,dzwonić,ringe
872,klingeln::V,dzwonić,ringe
873,klirren::V,brzęczeć,klirre
874,brausen::V,huczeć,bruse
875,rauschen::V,szumieć,suse
876,rauschen::V,szeleścić,suse
877,klingen::V,brzmieć,lyde
878,klingen::V,brzmieć,klinge
879,klingen::V,dźwięczeć,lyde
880,klingen::V,dźwięczeć,klinge
881,bellen::V,szczekać,gjø
882,bellen::V,szczekać,bjeffe
883,heulen::V,wyć,ule
884,blasen::V,dmuchnąć,blåse
885,pfeifen::V,gwizdać,plystre
886,schreien::V,krzyczeć,skrike
887,stöhnen::V,stękać,stønne
888,zittern::V,drżeć,dirre
889,zittern::V,drżeć,skjelve
890,leben::V,żyć,leve
891,geboren werden::V,urodzić się,fødes
892,atmen::V,oddychać,ånde
893,atmen::V,oddychać,puste
894,trinken::V,pić,drikke
895,essen::V,jeść,spise
896,schlucken::V,połknąć,svelge
897,müde werden::V,zmęczyć się,bli trett
898,einschlafen::V,zasnąć,sovne
899,schlafen::V,spać,sove
900,aufwachen::V,obudzić się,våkne
901,aufstehen::V,wstać,stå opp
902,sich erholen::V,wypoczywać,bli bra
903,sich erholen::V,wypoczywać,komme seg
904,krank werden::V,zachorować,bli syk
905,krank sein::V,chorować,være syk
906,schmerzen::V,boleć,gjøre vondt
907,husten::V,kaszlać,hoste
908,genesen::V,wyzdrowieć,komme seg
909,sterben::V,umrzeć,dø
910,umkommen::V,zginąć,omkomme
911,sich bewegen::V,poruszać się,bevege seg
912,sich rühren::V,ruszyć się,røre på seg
913,sich erheben::V,podnieść się,reise seg
914,sich setzen::V,usiąść,sette sig
915,hinfallen::V,upaść,falle over ende
916,laufen::V,chodzić,løpe
917,schreiten::V,kroczyć,skride
918,spazierengehen::V,iść na spacer,spasere
919,spazierengehen::V,iść na spacer,gå en tur
920,eilen::V,pospieszać,ile
921,sich beeilen::V,pospieszyć się,skynde seg
922,sausen::V,pędzić,suse
923,rennen::V,biec,løpe
924,rennen::V,biegać,løpe
925,springen::V,skakać,hoppe
926,springen::V,skakać,springe
927,klettern::V,wspinać się,klatre
928,schaukeln::V,huśtać,huske
929,schaukeln::V,kołysać,huske
930,kriechen::V,pełzać,krype
931,kriechen::V,czołgać się,krype
932,schwimmen::V,pływać,svømme
933,tauchen::V,zanurzać się,dykke
934,rudern::V,wiosłować,ro
935,fahren::V,jechać,kjøre
936,fliegen::V,latać,fly
937,fliegen::V,lecieć,fly
938,gehen::V,iść,gå
939,weggehen::V,odejść,gå bort
940,abfahren::V,odjechać,reise
941,anhalten::V,zatrzymać się,stanse
942,hineingehen::V,wchodzić,gå inn
943,eintreten::V,wejść,tre inn
944,eintreten::V,nastąpić,tre inn
945,kommen::V,przyjść,komme
946,ankommen::V,przybyć,ankomme
947,ankommen::V,przybyć,komme til
948,zurückkommen::V,wrócić,komme tilbake
949,bleiben::V,zostać,bli
950,bleiben::V,zostać,forbli
951,warten::V,czekać,vente
952,erwarten::V,oczekiwać,vente
953,suchen::V,szukać,søke
954,finden::V,znaleźć,finne
955,versuchen::V,próbować,prøve
956,versuchen::V,próbować,forsøke
957,vorbereiten::V,przygotować,forberede
958,lieben::V,kochać,elske
959,mögen::V,lubić,like
960,lachen::V,śmiać się,le
961,rühren::V,wzruszyć,røre
962,weinen::V,płakać,gråte
963,schimpfen::V,kląć,skjelle
964,sich ärgern::V,gniewać się,ergre seg
965,sich fürchten::V,bać się,være redd
966,fürchten::V,bać się,være redd for
967,fliehen::V,uciekać,rømme
968,fliehen::V,uciekać,flykte
969,flüchten::V,uciec,flykte
970,sehen::V,widzieć,se
971,sehen::V,zobaczyć,se
972,anschauen::V,oglądać,se på
973,anschauen::V,oglądać,betrakte
974,ansehen::V,popatrzeć na,anse
975,hören::V,słyszeć,høre
976,zuhören::V,słuchać,tilhøre
977,probieren::V,kosztować,smake
978,probieren::V,kosztować,smake på
979,riechen::V,wąchać,lukte
980,fühlen::V,czuć,føle
981,fühlen::V,odczuwać,føle
982,scheinen::V,wydawać się,se ut
983,zu sehen sein::V,widnieć,synes
984,vernehmen::V,usłyszeć,få vite
985,frieren::V,marznąć,fryse
986,tun::V,czynić,gjøre
987,können::V,móc,kunne
988,können::V,umieć,kunne
989,wollen::V,chcieć,ville
990,anfangen::V,zacząć,begynne
991,beenden::V,zakończyć,avslutte
992,aufhören::V,przestać,slutte
993,aufhören::V,przestać,holde opp
994,gelingen::V,udać się,lykkes
995,geraten::V,udać się,bli
996,öffnen::V,otworzyć,åpne
997,schließen::V,zamknąć,lukke
998,schließen::V,zamknąć,stenge
999,stellen::V,postawić,stille
1000,setzen::V,posadzić,sette
1001,legen::V,kłaść,legge
1002,berühren::V,dotykać,berøre
1003,verbinden::V,łączyć,forbinde
1004,bedecken::V,przykryć,dekke
1005,aufhängen::V,powiesić,henge
1006,aufhängen::V,powiesić,henge opp
1007,anzünden::V,zapalić,tenne
1008,anzünden::V,zapalić,antenne
1009,anzünden::V,zapalić,tenne på
1010,aufheben::V,podnieść,løfte
1011,aufheben::V,podnieść,ta opp
1012,zurücklassen::V,zostawić,slippe tilbake
1013,verlieren::V,zgubić,miste
1014,fallen lassen::V,upuścić,droppe
1015,fallen lassen::V,upuścić,la falle
1016,machen::V,zrobić,lage
1017,machen::V,zrobić,gjøre
1018,herstellen::V,wytworzyć,fremstille
1019,bauen::V,budować,bygge
1020,reparieren::V,naprawiać,reparere
1021,verbessern::V,ulepszyć,rette
1022,verbessern::V,ulepszyć,forbedre
1023,ändern::V,zmienić,forandre
1024,graben::V,kopać,grave
1025,beugen::V,zagiąć,bøye
1026,biegen::V,zgiąć,bøye
1027,drehen::V,obracać,dreie
1028,wenden::V,obrocić,vende
1029,umdrehen::V,obrocić,snu
1030,heben::V,podnosić,heve
1031,hochheben::V,podnieść,løfte
1032,ergreifen::V,chwycić,gripe
1033,ergreifen::V,chwycić,få tak i
1034,halten::V,trzymać,holde
1035,drücken::V,naciskać,trykke
1036,schieben::V,pchać,skyve
1037,schieben::V,posuwać,skyve
1038,kratzen::V,drapać,klø
1039,kratzen::V,drapać,klore
1040,lecken::V,lizać,slikke
1041,beißen::V,kąsać,bite
1042,abreißen::V,oderwać,rive av
1043,abschneiden::V,odciąć,skjære av
1044,binden::V,wiązać,binde
1045,stecken::V,wetknąć,stikke
1046,brechen::V,złamać,bryte
1047,brechen::V,złamać,briste
1048,klopfen::V,pukać,banke
1049,klopfen::V,stukać,banke
1050,hauen::V,bić,hogge
1051,kleben::V,kleić,klistre
1052,reiben::V,trzeć,gni
1053,streichen::V,smarować,stryke
1054,schleifen::V,ostrzyć,slipe
1055,schneiden::V,ciąć,klippe
1056,schneiden::V,krajać,klippe
1057,rütteln::V,trząść,ruske
1058,schütteln::V,trząść,riste
1059,schwenken::V,machać,svinge
1060,schütten::V,nasypać,helle
1061,füllen::V,napełnić,fylle
1062,einwickeln::V,zawinąć,vikle inn
1063,tragen::V,nieść,bære
1064,schleppen::V,wlec,slepe
1065,ziehen::V,ciągnąć,dra
1066,ziehen::V,ciągnąć,trekke
1067,aufbewahren::V,przechowywać,oppbevare
1068,aufbewahren::V,przechowywać,ta vare på
1069,werfen::V,rzucać,kaste
1070,fangen::V,łowić,fange
1071,packen::V,chwycić,gripe
1072,packen::V,chwycić,gripe tak i
1073,verstecken::V,ukryć,gjemme
1074,verstecken::V,schować,gjemme
1075,teilen::V,podzielić,dele
1076,schicken::V,posyłać,sende
1077,bringen::V,przynieść,bringe
1078,hinzufügen::V,dodać,tilføye
1079,bekommen::V,dostać,få
1080,erhalten::V,otrzymać,få
1081,nehmen::V,wziąć,ta
1082,wählen::V,wybrać,velge
1083,auswählen::V,wybrać,velge ut
1084,bewahren::V,zachować,bevare
1085,behindern::V,utrudnić,hindre
1086,behindern::V,utrudnić,forhindre
1087,behindern::V,przeszkadzać,hindre
1088,behindern::V,przeszkadzać,forhindre
1089,verderben::V,zepsuć,ødelegge
1090,beschädigen::V,uszkodzić,skade
1091,zerbrechen::V,złamać,brekke i stykker
1092,zerreißen::V,drzeć,rive i stykker
1093,zerreißen::V,rozdzierać,rive i stykker
1094,zerstören::V,zniszczyć,ødelegge
1095,verbrennen::V,spalić,brenne
1096,verbrennen::V,spalić,brenne opp
1097,geben::V,dać,gi
1098,reichen::V,podać,rekke
1099,schenken::V,darować,forære
1100,schenken::V,darować,skjenke
1101,versprechen::V,obiecać,love
1102,wünschen::V,życzyć,ønske
1103,loben::V,chwalić,rose
1104,küssen::V,całować,kysse
1105,wiegen::V,kołysać,vogge
1106,zudecken::V,przykryć,dekke til
1107,wecken::V,zbudzić,vekke
1108,zeigen::V,pokazać,vise
1109,führen::V,wieść,føre
1110,führen::V,prowadzić,føre
1111,lehren::V,uczyć,lære
1112,unterrichten::V,nauczać,undervise
1113,aufziehen::V,wychować,oppdra
1114,leiten::V,kierować,lede
1115,antreiben::V,popędzić,drive på
1116,lassen::V,zostawić,få til å
1117,einladen::V,zaprosić,be
1118,einladen::V,zaprosić,invitere
1119,vereinigen::V,zjednoczyć,forene
1120,besuchen::V,odwiedzić,besøke
1121,treffen::V,trafić,møte
1122,treffen::V,trafić,treffe
1123,treffen::V,spotkać,møte
1124,treffen::V,spotkać,treffe
1125,sich versammeln::V,zebrać się,forsamles
1126,sich versammeln::V,zgromadzić się,forsamles
1127,spielen::V,grać,leke
1128,spielen::V,grać,spille
1129,spielen::V,bawić się,leke
1130,spielen::V,bawić się,spille
1131,singen::V,śpiewać,synge
1132,tanzen::V,pląsać,danse
1133,tanzen::V,tańczyć,danse
1134,sich trennen::V,rozstać się,skilles
1135,verlassen::V,opuścić,forlate
1136,retten::V,ocalić,redde
1137,retten::V,uratować,redde
1138,bewachen::V,pilnować,bevokte
1139,schützen::V,ochronić,verne
1140,schützen::V,ochronić,beskytte
1141,verteidigen::V,bronić,forsvare
1142,sich schlagen::V,pobić się,slåss
1143,schießen::V,strzelać,skyte
1144,siegen::V,zwycziężyć,seire
1145,ärgern::V,gniewać,ergre
1146,schlagen::V,bić,
1147,schlagen::V,uderzyć,
1148,treten::V,kopnąć,sparke
1149,stechen::V,ukłuć,stikke
1150,stoßen::V,popchnąć,støte
1151,stehlen::V,ukraść,stjele
1152,stören::V,zakłócić,forstyrre
1153,stören::V,przeszkodzić,forstyrre
1154,belästigen::V,dokuczać,plage
1155,belästigen::V,dokuczać,sjenere
1156,verbergen::V,ukryć,gjemme
1157,täuschen::V,łudzić,villede
1158,betrügen::V,oszukać,bedra
1159,töten::V,zabić,drepe
1160,wohnen::V,mieszkać,bo
1161,arbeiten::V,pracować,arbeide
1162,sammeln::V,zebrać,samle
1163,pflücken::V,zerwać,plukke
1164,jagen::V,polować,jage
1165,fischen::V,łowić ryby,fiske
1166,fassen::V,złapać,fange
1167,hüten::V,paść,vokte
1168,treiben::V,pędzić,drive
1169,anbinden::V,przywiązać,feste
1170,füttern::V,karmić,fore
1171,melken::V,doić,melke
1172,hacken::V,rąbać,hakke
1173,gießen::V,lać,helle
1174,gießen::V,podlać,helle
1175,reifen::V,dojrzeć,modne
1176,zubereiten::V,przyrządzić,lage
1177,zubereiten::V,przyrządzić,tilberede
1178,kochen::V,gotować,koke
1179,backen::V,piec,bake
1180,braten::V,piec,steke
1181,braten::V,smażyć,steke
1182,umrühren::V,przemieszać,røre om
1183,stricken::V,dziać,strikke
1184,nähen::V,szyć,sy
1185,färben::V,pofarbować,farge
1186,reinigen::V,oczyścić,rense
1187,reinigen::V,oczyścić,gjøre ren
1188,waschen::V,prać,vaske
1189,abwischen::V,obetrzeć,tørke av
1190,spülen::V,płukać,spyle
1191,spülen::V,płukać,skylle
1192,fegen::V,zamiatać,feie
1193,kehren::V,zamieść,koste
1194,baden::V,kąpać się,bade
1195,sich waschen::V,myć się,vaske seg
1196,ausziehen::V,zdjąć,ta av
1197,anziehen::V,włożyć,ta på
1198,sich anziehen::V,ubrać się,kle på seg
1199,kämmen::V,uczesać,gre
1200,kämmen::V,uczesać,kjemme
1201,schmücken::V,ozdabiać,pynte
1202,schmücken::V,ozdabiać,smykke
1203,sagen::V,powiedzieć,si
1204,sprechen::V,mówić,snakke
1205,reden::V,mówić,tale
1206,reden::V,mówić,snakke
1207,sich unterhalten::V,rozmawiać,samtale
1208,fragen::V,zapytać,spørre
1209,bitten::V,prosić,be
1210,erzählen::V,opowiedzieć,fortelle
1211,mitteilen::V,zawiadomić o,meddele
1212,nennen::V,nazwać,kalle
1213,rufen::V,wołać,rope
1214,prahlen::V,chełpić się,skryte
1215,übersetzen::V,tłumaczyć,oversette
1216,denken::V,myśleć,tenke
1217,glauben::V,sądzić,tro
1218,glauben::V,wierzyć,tro
1219,bemerken::V,zauważyć,bemerke
1220,bemerken::V,zauważyć,legge merke til
1221,erkennen::V,poznać,gjenkjenne
1222,begreifen::V,zrozumieć,begripe
1223,verstehen::V,rozumieć,forstå
1224,verstehen::V,rozumieć,skjønne
1225,verstehen::V,dosłyszeć,forstå
1226,verstehen::V,dosłyszeć,skjønne
1227,lernen::V,uczyć się,lære
1228,wissen::V,wiedzieć,vite
1229,sich erinnern an::V,przypomnieć sobie,huske på
1230,vergessen::V,zapomnieć,glemme
1231,messen::V,mierzyć,måle
1232,zählen::V,liczyć,telle
1233,rechnen::V,rachować,regne
1234,lesen::V,czytać,lese
1235,malen::V,malować,male
1236,zeichnen::V,rysować,tegne
1237,schreiben::V,pisać,skrive
1238,besitzen::V,posiadać,eie
1239,besitzen::V,posiadać,inneha
1240,kaufen::V,kupić,kjøpe
1241,verkaufen::V,sprzedać,selge
1242,bezahlen::V,zapłacić,betale
1243,zahlen::V,płacić,betale
1244,beherrschen::V,opanować,beherske
1245,ertragen::V,znieść,orke
