,Concept_ID,xal,et
806,wer::FPRN,кен,kes
807,wo::FADV,хама,kus
808,wohin::FADV,хамаран,kuhu
809,wie::FADV,яһҗ,kuidas
810,wie::FADV,яһад,kuidas
811,warum::FADV,юңгад,miks
812,wieviel::FNUM,кедү,mitu
813,wieviel::FNUM,кедү,kui palju
814,eins::NUM,негн,üks
815,zwei::NUM,хойр,kaks
816,drei::NUM,һурвн,kolm
817,vier::NUM,дөрвн,neli
818,fünf::NUM,тавн,viis
819,sechs::NUM,зурһан,kuus
820,sieben::NUM,долан,seitse
821,acht::NUM,нәәмн,kaheksa
822,neun::NUM,йисн,üheksa
823,zehn::NUM,арвн,kümme
824,elf::NUM,арвн негн,üksteist
825,zwölf::NUM,арвн хойр,kaksteist
826,zwanzig::NUM,хөрн,kakskümmend
827,dreißig::NUM,һучн,kolmkümmend
828,vierzig::NUM,дөчн,nelikümmend
829,fünfzig::NUM,тәвн,viiskümmend
830,sechzig::NUM,җирн,kuuskümmend
831,siebzig::NUM,далн,seitsekümmend
832,achtzig::NUM,найн,kaheksakümmend
833,neunzig::NUM,йирн,üheksakümmend
834,hundert::NUM,зун,sada
835,tausend::NUM,миңһн,tuhat
836,und::CNJ,болн,ja
837,oder::CNJ,эс гиҗ,või
838,oder::CNJ,эс гихлә,või
839,stehen::V,зогсх,seisma
840,sitzen::V,суух,istuma
841,liegen::V,кевтх,lamama
842,hängen::V,өлгәтә бәәх,rippuma
843,werden::V,болх,saama
844,werden::V,болх,hakkama
845,passieren::V,болх,juhtuma
846,beginnen::V,эклх,algama
847,beginnen::V,эклх,hakkama
848,enden::V,төгсх,lõppema
849,wechseln::V,хүврх,vahelduma
850,aufgehen[Sonne]::V,һарх,tõusma
851,untergehen[Sonne]::V,орх,loojuma
852,untergehen[Sonne]::V,сүүрлх,loojuma
853,scheinen[Sonne]::V,герлтх,paistma
854,donnern::V,күрҗңнх,kõmisema
855,wehen::V,сальклх,puhuma
856,strömen::V,һооҗх,voolama
857,fließen::V,урсх,voolama
858,sich drehen::V,эргх,pöörduma
859,schwanken::V,дәәвлх,kõikuma
860,schwingen::V,нәәхлх,võnkuma
861,fallen::V,унх,langema
862,fallen::V,киисх,langema
863,brennen::V,шатх,põlema
864,rauchen::V,ута һарһх,suitsema
865,regnen::V,орх,sadama
866,gefrieren::V,мөстх,kinni külmuma
867,tauen::V,хәәлх,sulama
868,schmelzen::V,хәәлх,sulama
869,schmelzen::V,хәәлгдх,sulama
870,trocknen::V,эврх,kuivama
871,sieden::V,буслх,keema
872,faulen::V,үмкәрх,mädanema
873,verfaulen::V,илҗрх,mädanema
874,reißen::V,тасрх,rebenema
875,versinken::V,чивх,uppuma
876,vergehen::V,болх,mööduma
877,erscheinen::V,һарх,ilmuma
878,verschwinden::V,уга болх,kaduma
879,sinken::V,татгдх,vajuma
880,sinken::V,татгдх,langema
881,abnehmen::V,хасгдх,vähenema
882,abnehmen::V,хасгдх,kahenema
883,zunehmen::V,өсх,kasvama
884,steigen::V,немх,tõusma
885,steigen::V,немх,üles minema
886,wachsen::V,өсх,kasvama
887,wachsen::V,урһх,kasvama
888,glänzen::V,гилвкх,läikimä
889,funkeln::V,цәклх,sädelema
890,lärmen::V,шууглдх,lärmama
891,läuten::V,хоңх,helisema
892,klingeln::V,җиңнулх,helisema
893,klirren::V,җиңнх,kõlisema
894,brausen::V,догшрхх,kohisema
895,rauschen::V,сарҗңнх,kohisema
896,klingen::V,ә һарх,kõlama
897,bellen::V,хуцх,haukuma
898,heulen::V,уульх,uluma
899,blasen::V,үләх,puhuma
900,pfeifen::V,ишкрх,vilistama
901,schreien::V,хәәкрх,karjuma
902,stöhnen::V,түңшх,oigama
903,zittern::V,дагҗннх,värisema
904,leben::V,бәәх,elama
905,leben::V,бәәх,elus olema
906,geboren werden::V,төрх,sündima
907,atmen::V,әмсхлх,hingama
908,trinken::V,уух,jooma
909,essen::V,идх,sööma
910,schlucken::V,зальгх,neelama
911,müde werden::V,көшх,väsima
912,einschlafen::V,унтх,uinuma
913,schlafen::V,нөөрсх,magama
914,aufwachen::V,серх,ärkama
915,aufstehen::V,босх,ärkama
916,aufstehen::V,босх,üles tõusma
917,sich erholen::V,амрх,puhkama
918,krank werden::V,гемтх,haigestuma
919,krank werden::V,гемтх,haigeks jääma
920,krank sein::V,шалтглх,haige olema
921,schmerzen::V,өвдх,valutama
922,husten::V,ханях,köhima
923,genesen::V,эдгх,toibuma
924,sterben::V,үкх,surema
925,sterben::V,өңгрх,surema
926,umkommen::V,үкх,surma saama
927,sich bewegen::V,көдлх,liikuma
928,sich bewegen::V,көндрх,liikuma
929,sich rühren::V,көндрх,liikuma
930,sich erheben::V,босх,kerkima
931,sich setzen::V,суух,istet võtma
932,hinfallen::V,унх,kukkuma
933,hinfallen::V,унх,maha kukkuma
934,hinfallen::V,киисх,kukkuma
935,hinfallen::V,киисх,maha kukkuma
936,laufen::V,йовх,kõndima
937,schreiten::V,алхх,astuma
938,spazierengehen::V,сергҗ йовх,jalutama
939,eilen::V,шулудх,ruttama
940,eilen::V,шулудх,kiirustama
941,sich beeilen::V,адһх,ruttama
942,sich beeilen::V,адһх,kiirustama
943,sich beeilen::V,шамдх,ruttama
944,sich beeilen::V,шамдх,kiirustama
945,sausen::V,хурдлх,kihutama
946,sausen::V,хурдлх,tormama
947,sausen::V,йир_хурдар_гүүх,kihutama
948,sausen::V,йир_хурдар_гүүх,tormama
949,sausen::V,йир_хурдар_йовх,kihutama
950,sausen::V,йир_хурдар_йовх,tormama
951,rennen::V,гүүх,jooksma
952,rennen::V,гүүх,kihutama
953,springen::V,һәрәдх,hüppama
954,klettern::V,давшх,ronima
955,schaukeln::V,дүүдңндх,kiikuma
956,kriechen::V,мөлкх,roomama
957,schwimmen::V,усчх,ujuma
958,tauchen::V,булхх,sukelduma
959,rudern::V,хәәвдх,sõudma
960,fahren::V,йовх,sõitma
961,fliegen::V,нисх,lendama
962,gehen::V,йовх,käima
963,gehen::V,йовх,minema
964,weggehen::V,йовх,ära minema
965,weggehen::V,йовх,välja minema
966,weggehen::V,одх,ära minema
967,weggehen::V,одх,välja minema
968,weggehen::V,һарх,ära minema
969,weggehen::V,һарх,välja minema
970,weggehen::V,мөрлх,ära minema
971,weggehen::V,мөрлх,välja minema
972,abfahren::V,мордх,väljuma
973,abfahren::V,мордх,ära sõitma
974,anhalten::V,зогсх,peatuma
975,hineingehen::V,орх,sisenema
976,hineingehen::V,орх,sisse minema
977,eintreten::V,орх,sisenema
978,eintreten::V,орх,sisse astuma
979,kommen::V,ирх,tulema
980,ankommen::V,ирх,saabuma
981,zurückkommen::V,орх,tagasi tulema
982,bleiben::V,бәәх,jääma
983,warten::V,күләх,ootama
984,erwarten::V,күләх,ootama
985,erwarten::V,күләх,lootma
986,suchen::V,хәәх,otsima
987,finden::V,олх,leidma
988,versuchen::V,седх,püüdma
989,versuchen::V,седх,üritama
990,versuchen::V,седх,katsetama
991,vorbereiten::V,белдх,valmistama
992,lieben::V,дурлх,armastama
993,mögen::V,таассгдх,sallima
994,mögen::V,таассгдх,meeldima
995,lachen::V,инәх,naerma
996,rühren::V,уйрах,liigutama
997,rühren::V,уйрах,heldima panema
998,weinen::V,уульх,nutma
999,schimpfen::V,харах,sõimama
1000,sich ärgern::V,уурлх,ärrituma
1001,sich ärgern::V,уурлх,vihastuma
1002,sich fürchten::V,әәх,kartma
1003,sich fürchten::V,әәх,hirmu tundma
1004,fürchten::V,әәх,kartma
1005,fürchten::V,сүрдх,kartma
1006,fliehen::V,зулх,põgenema
1007,flüchten::V,орһх,põgenema
1008,flüchten::V,зулх,põgenema
1009,sehen::V,үзх,nägema
1010,anschauen::V,харх,vaatama
1011,ansehen::V,хәләх,vaatama
1012,ansehen::V,үзх,vaatama
1013,hören::V,соңсх,kuulma
1014,zuhören::V,соңсх,kuulama
1015,probieren::V,амсх,proovima
1016,riechen::V,үнрчлх,nuusutama
1017,fühlen::V,медх,tundma
1018,scheinen::V,болҗ медгдх,näida
1019,scheinen::V,болҗ медгдх,ilmuda
1020,scheinen::V,миниһәр болхла,näida
1021,scheinen::V,миниһәр болхла,ilmuda
1022,scheinen::V,болад бәәх,näida
1023,scheinen::V,болад бәәх,ilmuda
1024,zu sehen sein::V,үзгдх,ilmuma
1025,vernehmen::V,соңсх,üle kuulama
1026,frieren::V,даарх,külmetada
1027,tun::V,кех,tegema
1028,können::V,чадх,võima
1029,können::V,чадх,oskama
1030,wollen::V,дурлх,tahtma
1031,anfangen::V,эклх,hakkama
1032,anfangen::V,эклх,alustama
1033,beenden::V,дуусх,lõpetama
1034,aufhören::V,уурх,lakkama
1035,gelingen::V,бүтх,õnnestuma
1036,gelingen::V,күцәх,õnnestuma
1037,geraten::V,болх,jõudma
1038,öffnen::V,секх,avama
1039,schließen::V,хаах,sulgema
1040,stellen::V,тәвх,panema
1041,stellen::V,тәвх,asetama
1042,setzen::V,суулһх,panema
1043,legen::V,тәвх,panema
1044,legen::V,тәвх,asetama
1045,berühren::V,көндәх,riivama
1046,berühren::V,көндәх,puudutama
1047,verbinden::V,боох,ühendama
1048,bedecken::V,хучх,katma
1049,bedecken::V,бүркх,katma
1050,aufhängen::V,өлгх,riputama
1051,anzünden::V,асах,süütama
1052,anzünden::V,шатах,süütama
1053,aufheben::V,өөдән өргх,üles tõstma
1054,zurücklassen::V,үлдәх,jätma
1055,verlieren::V,геех,kaotama
1056,fallen lassen::V,алдх,maha pillama
1057,fallen lassen::V,алдх,kukkuda laskma
1058,machen::V,кех,tegema
1059,herstellen::V,кех,valmistama
1060,bauen::V,тосхх,ehitama
1061,reparieren::V,ясх,parandama
1062,verbessern::V,сәәрүлх,parandama
1063,ändern::V,хүврәх,muutma
1064,ändern::V,хүврәх,ümber tegema
1065,graben::V,малтх,kaevama
1066,beugen::V,нуһлх,painutama
1067,biegen::V,матилһх,painutama
1068,drehen::V,эргүлх,keerama
1069,wenden::V,көмрх,ümber pöörama
1070,wenden::V,эргүлх,ümber pöörama
1071,umdrehen::V,эргүлх,ümber keerama
1072,heben::V,өргх,tõstma
1073,heben::V,деер өргх,tõstma
1074,hochheben::V,өргх,üles tõstma
1075,hochheben::V,өргх,kõrgele tõstma
1076,ergreifen::V,бәрх,haarama
1077,halten::V,бәрх,hoidma
1078,drücken::V,шахх,pigistama
1079,schieben::V,түлкх,lükkama
1080,kratzen::V,мааҗх,kraapima
1081,lecken::V,долах,lakkuma
1082,beißen::V,хазх,purema
1083,beißen::V,хазх,hammustama
1084,abreißen::V,таслх,rebima
1085,abreißen::V,таслх,ära rebima
1086,abschneiden::V,тәәрх,ära lõikama
1087,binden::V,боох,siduma
1088,stecken::V,шаах,pistma
1089,stecken::V,хатхх,pistma
1090,brechen::V,хамхлх,murdma
1091,klopfen::V,цокх,koputama
1092,hauen::V,цокх,lööma
1093,kleben::V,наах,kleepima
1094,reiben::V,зүлгх,hõõruma
1095,streichen::V,наах,silitama
1096,streichen::V,лашх,silitama
1097,streichen::V,түркх,silitama
1098,schleifen::V,хурцлх,lihvima
1099,schleifen::V,хурцлх,teritama
1100,schneiden::V,хәәчлх,lõikama
1101,rütteln::V,дәәвлүлх,raputama
1102,schütteln::V,сегсрх,raputama
1103,schütteln::V,сегсрх,loksutama
1104,schwenken::V,дайлх,vehkima
1105,schwenken::V,дайлх,lehvitama
1106,schütten::V,кех,kallama
1107,füllen::V,дүүргх,täitma
1108,einwickeln::V,орах,sisse mähkima
1109,tragen::V,зөөх,kandma
1110,schleppen::V,чирх,tassima
1111,schleppen::V,чирх,lohistama
1112,ziehen::V,татх,vedama
1113,ziehen::V,татх,tõmbama
1114,aufbewahren::V,хадһлх,säilitama
1115,aufbewahren::V,хадһлх,alal hoidma
1116,werfen::V,хайх,viskama
1117,fangen::V,бәрх,püüdma
1118,fangen::V,хавлх,püüdma
1119,packen::V,бәрх,kinni haarama
1120,packen::V,бәрх,kinni võtma
1121,verstecken::V,дүрх,peitma
1122,verstecken::V,бултулх,peitma
1123,teilen::V,хувах,jagama
1124,teilen::V,хувах,jaotama
1125,schicken::V,илгәх,saatma
1126,bringen::V,авч ирх,viima
1127,hinzufügen::V,немх,lisama
1128,bekommen::V,авх,saama
1129,erhalten::V,авх ,saama
1130,nehmen::V,авх,võtma
1131,wählen::V,шүүх,valima
1132,auswählen::V,шүүх,valima
1133,bewahren::V,хадһлх,hoidma
1134,bewahren::V,кевтнь үлдәх,hoidma
1135,bewahren::V,кевтнь бәәлһх,hoidma
1136,behindern::V,харшлх,takistama
1137,verderben::V,үрәх,rikkuma
1138,beschädigen::V,эвдх,rikkuma
1139,zerbrechen::V,күүлх,katki tegema
1140,zerbrechen::V,хамхлх,katki tegema
1141,zerreißen::V,шуучх,katki rebima
1142,zerstören::V,эвдх,purustama
1143,verbrennen::V,шатах,põletama
1144,geben::V,өгх,andma
1145,reichen::V,өгх,andma
1146,reichen::V,өгх,ulatama
1147,schenken::V,белглх,kinkima
1148,versprechen::V,амлх,lubama
1149,versprechen::V,амлх,tõotama
1150,wünschen::V,сә хәәх,soovima
1151,loben::V,магтх,kiitma
1152,küssen::V,үмсх,suudlema
1153,wiegen::V,саатулх,hällitama
1154,zudecken::V,бүркх,kaanetama
1155,zudecken::V,бүркх,kinni katma
1156,wecken::V,серүлх,äratama
1157,zeigen::V,үзүлх,näitama
1158,führen::V,көтлх,juhatama
1159,lehren::V,заах,õpetama
1160,lehren::V,сурһх,õpetama
1161,unterrichten::V,сурһх,õpetama
1162,unterrichten::V,багшлх,õpetama
1163,aufziehen::V,өскәх,üles kasvatama
1164,leiten::V,һардх,juhtima
1165,leiten::V,толһалх,juhtima
1166,antreiben::V,шамдах,ergutama
1167,lassen::V,күч үзүлх,laskma
1168,einladen::V,үрх,kutsuma
1169,vereinigen::V,хамцулх,ühendama
1170,besuchen::V,одх,külastama
1171,treffen::V,харһх,kohtama
1172,sich versammeln::V,цуглрх,kogunema
1173,sich versammeln::V,хурх,kogunema
1174,spielen::V,наадх,mängima
1175,singen::V,дуулх,laulma
1176,tanzen::V,биилх,tantsima
1177,sich trennen::V,хаһцх,lahku minema
1178,verlassen::V,хайх,maha jätma
1179,retten::V,әм аврх,päästma
1180,retten::V,әәмшгәс харсх,päästma
1181,bewachen::V,харх,valvama
1182,bewachen::V,манх,valvama
1183,schützen::V,харсх,kaitsma
1184,verteidigen::V,харсх,kaitsma
1185,sich schlagen::V,гүвдлдх,kaklema
1186,schießen::V,хах,tulistama
1187,siegen::V,диилх,võitma
1188,ärgern::V,уурлулх,ärritama
1189,ärgern::V,уурлулх,vihastama
1190,schlagen::V,цокх,lööma
1191,schlagen::V,гүвдх,lööma
1192,stechen::V,хатхх,pistma
1193,stechen::V,хатхх,torkama
1194,stoßen::V,түлкчкх,tõukama
1195,stehlen::V,хулхалх,varastama
1196,stören::V,һә болх,segama
1197,stören::V,һә болх,häirima
1198,belästigen::V,амр эс өгх,ahistama
1199,verbergen::V,нуух,peitma
1200,verbergen::V,нуух,varjama
1201,verbergen::V,бултулх,peitma
1202,verbergen::V,бултулх,varjama
1203,täuschen::V,меклх,petma
1204,täuschen::V,меклх,tüssama
1205,betrügen::V,меклх,petma
1206,betrügen::V,меклх,tüssama
1207,betrügen::V,меклх,truudust murtma
1208,betrügen::V,мек һарһх,petma
1209,betrügen::V,мек һарһх,tüssama
1210,betrügen::V,мек һарһх,truudust murtma
1211,töten::V,алх,tapma
1212,töten::V,алх,surmama
1213,wohnen::V,бәәх,elama
1214,arbeiten::V,көдлх,töötama
1215,sammeln::V,түүх,koguma
1216,sammeln::V,түүх,korjama
1217,pflücken::V,түүх,noppima
1218,pflücken::V,хурах,noppima
1219,jagen::V,аңнх,jahtima
1220,jagen::V,аңһучлх,jahtima
1221,fischen::V,заһс аңнх,kalastama
1222,fischen::V,заһс аңнх,kala püüdma
1223,fassen::V,бәрх,püüdma
1224,hüten::V,хәрүлх,karjatama
1225,treiben::V,туух,ajama
1226,anbinden::V,уйх,kinni siduma
1227,füttern::V,теҗәх,söötma
1228,melken::V,саах,lüpsma
1229,hacken::V,чавчх,raiuma
1230,hacken::V,чавчх,lõhkuma
1231,gießen::V,услх,kastma
1232,reifen::V,болх,valmima
1233,reifen::V,болвсрх,valmima
1234,zubereiten::V,белдх,valmistama
1235,kochen::V,чанх,keetma
1236,kochen::V,болһх,keetma
1237,backen::V,болһх,küpsetama
1238,braten::V,хуурх,praadima
1239,umrühren::V,самрх,segama
1240,stricken::V,өлгх,kuduma
1241,nähen::V,уйх,õmblema
1242,färben::V,будх,värvima
1243,reinigen::V,цеврлх,puhastama
1244,waschen::V,уһах,pesema
1245,abwischen::V,арчх,puhtaks pühkima
1246,spülen::V,зәәлх,uhtma
1247,fegen::V,сәвүрдх,pühkima
1248,kehren::V,сәвүрдх,pühkima
1249,baden::V,өөмх,suplema
1250,baden::V,өөмх,kümblema
1251,sich waschen::V,уһах,end pesema
1252,sich waschen::V,бийән уһаҗ,end pesema
1253,ausziehen::V,тәәлх,käest võtma
1254,ausziehen::V,тәәлх,jalast võtma
1255,ausziehen::V,тәәлх,seljast võtma
1256,anziehen::V,өмсх,jalga panema
1257,sich anziehen::V,хувцлх,riietuma
1258,kämmen::V,самлх,kammima
1259,schmücken::V,чимх,kaunistama
1260,schmücken::V,кеерүлх,kaunistama
1261,sagen::V,келх,ütlema
1262,sprechen::V,келх,rääkima
1263,sprechen::V,келх,kõnelema
1264,reden::V,күүндх,kõnelema
1265,reden::V,күр_кех,kõnelema
1266,sich unterhalten::V,күүндх,vestlema
1267,fragen::V,сурх,küsima
1268,bitten::V,эрх,paluma
1269,erzählen::V,келх,jutustama
1270,erzählen::V,келҗ өгх,jutustama
1271,mitteilen::V,медүлх,teatama
1272,mitteilen::V,медүлх,teada andma
1273,nennen::V,нерәдх,nimetama
1274,nennen::V,нер өгх,nimetama
1275,rufen::V,дуудх,kutsuma
1276,prahlen::V,көөрх,hooplema
1277,übersetzen::V,орчулх,tõlkima
1278,denken::V,санх,mõtlema
1279,glauben::V,шүтх,uskuma
1280,glauben::V,нәәлх,uskuma
1281,bemerken::V,темдглх,märkama
1282,erkennen::V,таньх,ära tundma
1283,erkennen::V,медх,ära tundma
1284,begreifen::V,медх,aru saama
1285,verstehen::V,соңсх,mõistma
1286,lernen::V,сурх,õppima
1287,wissen::V,медх,teadma
1288,sich erinnern an::V,санх,mäletama
1289,vergessen::V,мартх,unustama
1290,messen::V,кемҗәлх,mõõtma
1291,zählen::V,тоолх,loendama
1292,rechnen::V,тоолх,arvutama
1293,lesen::V,умшх,lugema
1294,malen::V,зурх,maalima
1295,zeichnen::V,зурх,joonistama
1296,schreiben::V,бичх,kirjutama
1297,besitzen::V,эзлх,omama
1298,kaufen::V,хулдҗ авх,ostma
1299,verkaufen::V,хулдх,müüma
1300,verkaufen::V,гүүлгх,müüma
1301,bezahlen::V,өгх,tasuma
1302,zahlen::V,өгх,maksma
1303,beherrschen::V,эзлх,valitsema
1304,ertragen::V,даах,taluma
1305,treten::V,,sõtkuma
