,Concept_ID,uk,sl
825,regnen::V,дощити,deževáti
826,gefrieren::V,змерзнути,zmŕzniti
827,tauen::V,танути,tájati
828,schmelzen::V,плавитися,kopnéti
829,trocknen::V,сохнути,sušíti se
830,sieden::V,кипіти,kipéti
831,faulen::V,гнити,gníti
832,verfaulen::V,згнити,zgníti
833,reißen::V,рватися,tŕgati se
834,versinken::V,тонути,pogrézniti se
835,vergehen::V,проходити,miníti
836,erscheinen::V,з’явитися,pojáviti se
837,verschwinden::V,щезнути,izgíniti
838,verschwinden::V,зникнути,izgíniti
839,sinken::V,спадати,péšati
840,abnehmen::V,поменшитися,pojémati
841,zunehmen::V,збільшуватися,véčati se
842,zunehmen::V,збільшуватися,množíti se
843,steigen::V,підніматися,dvígati se
844,wachsen::V,рости,rásti
845,glänzen::V,блищати,sijáti
846,funkeln::V,блискати,ískriti se
847,lärmen::V,шуміти,ropotáti
848,lärmen::V,шуміти,razgrájati
849,läuten::V,дзвонити,zvoníti
850,klingeln::V,дзвонити,zvončkljáti
851,klirren::V,дзвякати,žvenketáti
852,brausen::V,бушувати,šuméti
853,rauschen::V,шелестіти,šuštéti
854,rauschen::V,шелестіти,šelestéti
855,klingen::V,лунати,zvenéti
856,klingen::V,звучати,zvenéti
857,bellen::V,гавкати,lájati
858,heulen::V,вити,zavíjati
859,blasen::V,дунути,píhniti
860,pfeifen::V,свистіти,pískati
861,pfeifen::V,свистіти,žvížgati
862,schreien::V,кричати,kričáti
863,stöhnen::V,стогнати,stókati
864,zittern::V,тремтіти,drgetáti
865,leben::V,жити,živéti
866,geboren werden::V,народитися,rodíti se
867,atmen::V,дихати,díhati
868,trinken::V,пити,píti
869,essen::V,їсти,jésti
870,schlucken::V,ковтати,požírati
871,müde werden::V,втомитися,péšati
872,müde werden::V,втомитися,utrúditi se
873,einschlafen::V,заснути,zaspáti
874,schlafen::V,спати,spáti
875,aufwachen::V,прокинутися,zbudíti se
876,aufstehen::V,встати,vstáti
877,sich erholen::V,відпочивати,oddahníti se
878,krank werden::V,захворіти,oboléti
879,krank sein::V,хворіти,bíti bolán
880,schmerzen::V,боліти,boléti
881,husten::V,кашляти,kášljati
882,genesen::V,одужати,okrévati
883,genesen::V,видужати,okrévati
884,sterben::V,померти,umréti
885,umkommen::V,згинути,pogíniti
886,sich bewegen::V,рухатися,zganíti se
887,sich rühren::V,ворушитися,premakníti se
888,sich erheben::V,встати,vstájati
889,sich erheben::V,встати,vzdígniti se
890,sich setzen::V,сісти,sésti
891,hinfallen::V,упасти,pásti dôl
892,laufen::V,ходити,hodíti
893,schreiten::V,крокувати,stópati
894,spazierengehen::V,гуляти,na sprehòd íti
895,eilen::V,спішити,drvéti
896,sich beeilen::V,поспішати,hitéti
897,sausen::V,мчатися,dírkati
898,rennen::V,бігати,dírjati
899,springen::V,скакати,skákati
900,springen::V,стрибати,skákati
901,klettern::V,лазити,plézati
902,schaukeln::V,гойдатися,kolébati
903,kriechen::V,повзати,pláziti se
904,schwimmen::V,пливти,plávati
905,schwimmen::V,плавати,plávati
906,tauchen::V,пірнати,potápljati se
907,rudern::V,гребти,vesláti
908,rudern::V,веслувати,vesláti
909,fahren::V,їхати,vozíti se
910,fahren::V,їхати,peljáti se
911,fliegen::V,літати,létati
912,gehen::V,іти,íti
913,weggehen::V,піти,odíti
914,abfahren::V,від’їхати,odpeljáti se
915,abfahren::V,відправитися,odpeljáti se
916,anhalten::V,зупинитися,ustáviti se
917,hineingehen::V,входити,íti nóter
918,eintreten::V,увійти,vstopíti
919,kommen::V,прийти,príti
920,ankommen::V,прибути,prispéti
921,ankommen::V,прибути,prihájati
922,zurückkommen::V,повернутися,vrníti se
923,bleiben::V,залишитися,ostáti
924,warten::V,чекати,čákati
925,erwarten::V,чекати,pričakováti
926,suchen::V,шукати,iskáti
927,finden::V,знайти,nájti
928,versuchen::V,випробовувати,poskúšati
929,vorbereiten::V,підготувати,pripráviti
930,lieben::V,любити,ljubíti
931,mögen::V,любити,márati
932,mögen::V,подобатися,márati
933,lachen::V,сміятися,smejáti se
934,rühren::V,розчулити,ganíti
935,weinen::V,плакати,jókati
936,weinen::V,плакати,plákati
937,schimpfen::V,лаятися,psováti
938,schimpfen::V,лаятися,zmérjati
939,sich ärgern::V,сердитися,jezíti se
940,sich fürchten::V,боятися,báti se
941,fürchten::V,боятися,báti se
942,fliehen::V,тікати,bežáti
943,flüchten::V,утекти,pobégniti
944,sehen::V,бачити,vídeti
945,anschauen::V,поглянути,oglédati
946,ansehen::V,дивитися на,glédati
947,hören::V,чути,slíšati
948,zuhören::V,слухати,poslúšati
949,probieren::V,покуштувати,poskúšati
950,riechen::V,нюхати,dúhati
951,fühlen::V,відчувати,čutíti
952,scheinen::V,здаватися,zdéti se
953,zu sehen sein::V,виднітися,vídeti se
954,vernehmen::V,почути,čúti
955,frieren::V,мерзнути,zébsti
956,tun::V,робити,délati
957,können::V,могти,môči
958,wollen::V,хотіти,hotéti
959,anfangen::V,почати,začéti
960,beenden::V,закінчити,dokončáti
961,aufhören::V,перестати,prenéhati
962,gelingen::V,вдатися,uspéti
963,gelingen::V,вдатися,posréčiti se
964,geraten::V,опинитися,obnêsti se
965,öffnen::V,відкрити,odpréti
966,schließen::V,закрити,zapréti
967,stellen::V,поставити,postáviti
968,setzen::V,посадити,posadíti
969,legen::V,класти,položíti
970,berühren::V,чіпати,dotíkati se
971,verbinden::V,зв’язати,obvézati
972,bedecken::V,покрити,pokríti
973,aufhängen::V,повісити,obésiti
974,anzünden::V,запалити,zažgáti
975,aufheben::V,підняти,vzdígniti
976,zurücklassen::V,залишити,zapustíti
977,verlieren::V,загубити,izgubíti
978,fallen lassen::V,упустити,navréči
979,machen::V,зробити,naredíti
980,machen::V,зробити,napráviti
981,herstellen::V,виготовити,izdélati
982,bauen::V,будувати,gradíti
983,reparieren::V,лагодити,popráviti
984,verbessern::V,поліпшити,izbóljšati
985,ändern::V,змінити,spremeníti
986,graben::V,копати,kopáti
987,graben::V,копати,grêbsti
988,beugen::V,зігнути,upogníti
989,biegen::V,погнути,zavíjati
990,drehen::V,вертіти,vrtéti
991,wenden::V,повернути,obrníti
992,umdrehen::V,перевернути,zasúkati
993,heben::V,піднімати,dvígati
994,hochheben::V,підняти,privzdígniti
995,ergreifen::V,схопити,zgrábiti
996,halten::V,тримати,držáti
997,drücken::V,натискати,tiščáti
998,schieben::V,пхати,ríniti
999,schieben::V,штовхати,ríniti
1000,kratzen::V,шкребти,práskati
1001,lecken::V,лизати,lízati
1002,beißen::V,кусати,grísti
1003,abreißen::V,відірвати,odtŕgati
1004,abschneiden::V,відрізати,odrézati
1005,binden::V,в’язати,vézati
1006,stecken::V,увіткнути,vtakníti
1007,brechen::V,зламати,lomíti
1008,klopfen::V,стукати,tólči
1009,hauen::V,бити,séči
1010,kleben::V,клеїти,lépiti
1011,reiben::V,терти,tréti
1012,reiben::V,терти,dŕgniti
1013,streichen::V,намазати,namázati
1014,schleifen::V,точити,brúsiti
1015,schneiden::V,різати,rézati
1016,rütteln::V,хитати,strésti
1017,schütteln::V,трясти,majáti
1018,schwenken::V,махати,obrníti
1019,schütten::V,налити,sípati
1020,füllen::V,наповнити,napolníti
1021,einwickeln::V,загорнути,zavíti
1022,tragen::V,нести,nêsti
1023,schleppen::V,тягти,vláčiti
1024,ziehen::V,тягнути,vléči
1025,aufbewahren::V,зберігати,shranjeváti
1026,werfen::V,кидати,lúčati
1027,fangen::V,ловити,ujéti
1028,packen::V,схопити,prijéti
1029,verstecken::V,сховати,skríti
1030,teilen::V,розділити,razdelíti
1031,schicken::V,посилати,pošíljati
1032,bringen::V,принести,prinêsti
1033,hinzufügen::V,додати,pristáviti
1034,bekommen::V,дістати,dobíti
1035,erhalten::V,одержати,prejéti
1036,nehmen::V,взяти,vzéti
1037,wählen::V,вибрати,izbírati
1038,auswählen::V,відібрати,izbráti
1039,bewahren::V,зберегти,ohraníti
1040,behindern::V,перешкоджати,ovírati
1041,verderben::V,зіпсувати,pokváriti
1042,beschädigen::V,зашкодити,poškodováti
1043,zerbrechen::V,розбити,razlomíti
1044,zerreißen::V,розірвати,raztŕgati
1045,zerstören::V,зруйнувати,razrúšiti
1046,verbrennen::V,спалити,sežgáti
1047,geben::V,дати,dáti
1048,reichen::V,передати,séči
1049,reichen::V,передати,molíti
1050,schenken::V,дарувати,podáriti
1051,versprechen::V,обіцяти,obljubíti
1052,wünschen::V,бажати,vóščiti
1053,loben::V,хвалити,hváliti
1054,küssen::V,цілувати,poljubováti
1055,wiegen::V,качати,zíbati
1056,zudecken::V,накрити,pokríti
1057,wecken::V,розбудити,zbudíti
1058,zeigen::V,показати,pokázati
1059,führen::V,вести,vêsti
1060,lehren::V,вчити,učíti
1061,unterrichten::V,викладати,poučeváti
1062,aufziehen::V,виховати,vzgojíti
1063,leiten::V,керувати,uprávljati
1064,antreiben::V,підганяти,goníti
1065,lassen::V,змусити,povzročíti
1066,einladen::V,запросити,povábiti
1067,vereinigen::V,об’єднати,zdrúžiti
1068,besuchen::V,завітати,obiskáti
1069,besuchen::V,відвідати,obiskáti
1070,treffen::V,зустріти,pogodíti
1071,sich versammeln::V,зібратися,zbráti se
1072,spielen::V,грати,igráti se
1073,singen::V,співати,péti
1074,tanzen::V,танцювати,plésati
1075,sich trennen::V,розлучитися,ločíti se
1076,verlassen::V,покинути,zapustíti
1077,retten::V,врятувати,réšiti
1078,bewachen::V,охороняти,strážiti
1079,schützen::V,уберігати,sčítiti
1080,verteidigen::V,захистити,braníti
1081,sich schlagen::V,битися,têpsti se
1082,sich schlagen::V,дратися,têpsti se
1083,schießen::V,стріляти,stréljati
1084,siegen::V,перемогти,zmágati
1085,ärgern::V,сердити,jezíti
1086,ärgern::V,сердити,razbúriti
1087,schlagen::V,ударити,têpsti
1088,schlagen::V,ударити,udáriti
1089,treten::V,штовхати,teptáti
1090,stechen::V,вколоти,ubôsti
1091,stoßen::V,штовхнути,peháti
1092,stoßen::V,штовхнути,drégniti
1093,stehlen::V,украсти,ukrásti
1094,stehlen::V,украсти,pokrásti
1095,stören::V,перешкодити,motíti
1096,belästigen::V,докучати,nadlegováti
1097,verbergen::V,сховати,skríti
1098,täuschen::V,обдурити,slepíti
1099,betrügen::V,зшахраювати,várati
1100,betrügen::V,зшахраювати,ogoljufáti
1101,töten::V,убити,ubíti
1102,wohnen::V,жити,prebívati
1103,wohnen::V,мешкати,prebívati
1104,arbeiten::V,працювати,délati
1105,sammeln::V,зібрати,zbráti
1106,pflücken::V,зривати,obráti
1107,jagen::V,полювати,lovíti
1108,fischen::V,рибалити,ribáriti
1109,fassen::V,піймати,zajéti
1110,hüten::V,пасти,pásti
1111,treiben::V,гнати,pogánjati
1112,anbinden::V,прив’язати,privézati
1113,füttern::V,годувати,kŕmiti
1114,füttern::V,харчувати,kŕmiti
1115,melken::V,доїти,mólsti
1116,hacken::V,рубати,sékati
1117,gießen::V,полити,ulíti
1118,reifen::V,дозріти,zoréti
1119,zubereiten::V,зготовити,pripráviti
1120,zubereiten::V,приготувати,pripráviti
1121,kochen::V,варити,kúhati
1122,kochen::V,готувати,kúhati
1123,backen::V,пекти,cvréti
1124,braten::V,смажити,pêči
1125,umrühren::V,переміщати,preméšati
1126,stricken::V,в’язати,plêsti
1127,nähen::V,шити,šívati
1128,färben::V,пофарбувати,bárvati
1129,reinigen::V,очистити,očístiti
1130,waschen::V,мити,opráti
1131,abwischen::V,витерти,obrísati
1132,spülen::V,полоскати,splakováti
1133,fegen::V,підмітати,pométati
1134,kehren::V,мести,mésti
1135,baden::V,купатися,kópati se
1136,sich waschen::V,митися,umíti se
1137,ausziehen::V,зняти,izvléči
1138,anziehen::V,надіти,obléči
1139,sich anziehen::V,одягтися,obléči se
1140,sich anziehen::V,одягнутися,obléči se
1141,kämmen::V,зачесати,česáti
1142,schmücken::V,оздобити,okrasíti
1143,sagen::V,сказати,dejáti
1144,sprechen::V,говорити,govoríti
1145,reden::V,розмовляти,rêči
1146,sich unterhalten::V,бесідувати,razgovárjati se
1147,fragen::V,запитати,vprášati
1148,bitten::V,просити,prosíti
1149,erzählen::V,розповісти,práviti
1150,mitteilen::V,повідомити,naznániti
1151,nennen::V,назвати,imenováti
1152,rufen::V,кликати,klícati
1153,prahlen::V,хвалитися,baháti se
1154,übersetzen::V,перекласти,prevêsti
1155,denken::V,думати,mísliti
1156,denken::V,мислити,mísliti
1157,glauben::V,вірити,verjéti
1158,bemerken::V,помітити,opáziti
1159,erkennen::V,пізнати,spoznáti
1160,begreifen::V,осягнути,pôjmiti
1161,verstehen::V,почути,razuméti
1162,lernen::V,навчатися,učíti se
1163,wissen::V,знати,znáti
1164,wissen::V,знати,védeti
1165,sich erinnern an::V,пам’ятати,spómniti se
1166,vergessen::V,забути,pozábiti
1167,messen::V,міряти,mériti
1168,zählen::V,лічити,štéti
1169,rechnen::V,рахувати,račúnati
1170,lesen::V,читати,bráti
1171,lesen::V,читати,čítati
1172,malen::V,малювати,slíkati
1173,zeichnen::V,рисувати,rísati
1174,schreiben::V,писати,písati
1175,besitzen::V,мати,iméti
1176,kaufen::V,купити,kupíti
1177,verkaufen::V,продати,prodáti
1178,bezahlen::V,заплатити,pláčati
1179,zahlen::V,платити,plačeváti
1180,beherrschen::V,володіти,obvládati
1181,ertragen::V,витерпіти,prenêsti
