,Concept_ID,uk,ca
852,zunehmen::V,збільшуватися,augmentar
853,steigen::V,підніматися,pujar
854,wachsen::V,рости,créixer
855,glänzen::V,блищати,brillar
856,glänzen::V,блищати,resplendir
857,funkeln::V,блискати,espurnejar
858,lärmen::V,шуміти,fer soroll
859,läuten::V,дзвонити,sonar
860,klingeln::V,дзвонити,trucar
861,klirren::V,дзвякати,dringar
862,brausen::V,бушувати,rugir
863,rauschen::V,шелестіти,murmurar
864,klingen::V,лунати,sonar
865,klingen::V,звучати,sonar
866,bellen::V,гавкати,lladrar
867,heulen::V,вити,udolar
868,blasen::V,дунути,bufar
869,pfeifen::V,свистіти,xiular
870,schreien::V,кричати,cridar
871,stöhnen::V,стогнати,gemegar
872,zittern::V,тремтіти,tremolar
873,leben::V,жити,vīure
874,geboren werden::V,народитися,néixer
875,atmen::V,дихати,respirar
876,trinken::V,пити,beure
877,essen::V,їсти,menjar
878,schlucken::V,ковтати,empassar-se
879,müde werden::V,втомитися,cansar-se
880,einschlafen::V,заснути,adormir-se
881,schlafen::V,спати,dormir
882,aufwachen::V,прокинутися,despertar-se
883,aufstehen::V,встати,llevar-se
884,sich erholen::V,відпочивати,descansar
885,krank werden::V,захворіти,posar-se malalt
886,krank sein::V,хворіти,estar malalt
887,schmerzen::V,боліти,doldre
888,husten::V,кашляти,tossir
889,genesen::V,одужати,recuperar-se
890,genesen::V,видужати,recuperar-se
891,sterben::V,померти,morir
892,umkommen::V,згинути,perir
893,sich bewegen::V,рухатися,moure's
894,sich rühren::V,ворушитися,moure's
895,sich erheben::V,встати,aixecar-se
896,sich setzen::V,сісти,asseure's
897,hinfallen::V,упасти,caure's
898,laufen::V,ходити,caminar
899,schreiten::V,крокувати,procedir
900,spazierengehen::V,гуляти,passejar
901,eilen::V,спішити,anar corrent
902,sich beeilen::V,поспішати,afanyar-se
903,sausen::V,мчатися,córrer
904,rennen::V,бігати,córrer
905,springen::V,скакати,saltar
906,springen::V,стрибати,saltar
907,klettern::V,лазити,escalar
908,schaukeln::V,гойдатися,gronxar-se
909,schaukeln::V,гойдатися,balancejar-se
910,kriechen::V,повзати,reptar
911,kriechen::V,повзати,arrossegar-se
912,schwimmen::V,пливти,nadar
913,schwimmen::V,плавати,nadar
914,tauchen::V,пірнати,bussejar
915,tauchen::V,пірнати,submergir-se
916,rudern::V,гребти,remar
917,rudern::V,веслувати,remar
918,fahren::V,їхати,anar
919,fliegen::V,літати,volar
920,gehen::V,іти,caminar
921,weggehen::V,піти,anar-se'n
922,abfahren::V,від’їхати,partir
923,abfahren::V,відправитися,partir
924,anhalten::V,зупинитися,aturar-se
925,hineingehen::V,входити,entrar
926,eintreten::V,увійти,entrar
927,kommen::V,прийти,venir
928,ankommen::V,прибути,arribar
929,zurückkommen::V,повернутися,tornar
930,bleiben::V,залишитися,quedar-se
931,warten::V,чекати,esperar
932,erwarten::V,чекати,esperar
933,suchen::V,шукати,buscar
934,finden::V,знайти,trobar
935,versuchen::V,випробовувати,intentar
936,vorbereiten::V,підготувати,preparar
937,lieben::V,любити,estimar
938,mögen::V,любити,agradar a
939,mögen::V,подобатися,agradar a
940,lachen::V,сміятися,riure
941,rühren::V,розчулити,commoure
942,rühren::V,розчулити,emocionar
943,weinen::V,плакати,plorar
944,schimpfen::V,лаятися,renyar
945,sich ärgern::V,сердитися,enfadar-se
946,sich fürchten::V,боятися,tenir por
947,fürchten::V,боятися,témer
948,fliehen::V,тікати,fugir
949,flüchten::V,утекти,refugiar-se
950,sehen::V,бачити,veure
951,anschauen::V,поглянути,mirar
952,ansehen::V,дивитися на,mirar
953,hören::V,чути,oir
954,zuhören::V,слухати,escoltar
955,probieren::V,покуштувати,provar
956,riechen::V,нюхати,olorar
957,fühlen::V,відчувати,sentīr
958,scheinen::V,здаватися,semblar
959,zu sehen sein::V,виднітися,poder-se veure
960,vernehmen::V,почути,percebre
961,frieren::V,мерзнути,tenir fred
962,tun::V,робити,fer
963,können::V,могти,poder
964,wollen::V,хотіти,voler
965,anfangen::V,почати,iniciar
966,beenden::V,закінчити,acabar
967,aufhören::V,перестати,deixar
968,gelingen::V,вдатися,sortir bé
969,geraten::V,опинитися,sortir
970,öffnen::V,відкрити,obrir
971,schließen::V,закрити,tancar
972,stellen::V,поставити,posar
973,stellen::V,поставити,col·locar
974,setzen::V,посадити,assentar
975,legen::V,класти,posar
976,berühren::V,чіпати,tocar
977,verbinden::V,зв’язати,unir
978,verbinden::V,зв’язати,connectar
979,bedecken::V,покрити,tapar
980,bedecken::V,покрити,cobrir
981,aufhängen::V,повісити,penjar
982,anzünden::V,запалити,encendre
983,aufheben::V,підняти,aixecar
984,zurücklassen::V,залишити,deixar
985,verlieren::V,загубити,pērdre
986,fallen lassen::V,упустити,deixar caure
987,machen::V,зробити,fer
988,herstellen::V,виготовити,producir
989,bauen::V,будувати,construir
990,reparieren::V,лагодити,reparar
991,verbessern::V,поліпшити,millorar
992,ändern::V,змінити,canviar
993,graben::V,копати,cavar
994,beugen::V,зігнути,doblegar
995,biegen::V,погнути,corbar
996,biegen::V,погнути,arquejar
997,drehen::V,вертіти,girar
998,wenden::V,повернути,girar
999,umdrehen::V,перевернути,voltar
1000,heben::V,піднімати,pujar
1001,heben::V,піднімати,aixecar
1002,hochheben::V,підняти,aixecar
1003,ergreifen::V,схопити,agafar
1004,halten::V,тримати,mantenir
1005,drücken::V,натискати,prémer
1006,drücken::V,натискати,estrènyer
1007,schieben::V,пхати,empènyer
1008,schieben::V,штовхати,empènyer
1009,kratzen::V,шкребти,raspar
1010,lecken::V,лизати,llepar
1011,beißen::V,кусати,mossegar
1012,abreißen::V,відірвати,arrencar
1013,abschneiden::V,відрізати,tallar
1014,binden::V,в’язати,lligar
1015,stecken::V,увіткнути,ficar
1016,brechen::V,зламати,trencar
1017,klopfen::V,стукати,trucar
1018,hauen::V,бити,picar
1019,hauen::V,бити,colpejar
1020,kleben::V,клеїти,enganxar
1021,reiben::V,терти,fregar
1022,streichen::V,намазати,untar
1023,schleifen::V,точити,afilar
1024,schleifen::V,точити,esmolar
1025,schneiden::V,різати,tallar
1026,rütteln::V,хитати,sacsejar
1027,schütteln::V,трясти,agitar
1028,schütteln::V,трясти,sacsejar
1029,schwenken::V,махати,agitar
1030,schütten::V,налити,abocar
1031,füllen::V,наповнити,omplir
1032,einwickeln::V,загорнути,embolicar
1033,tragen::V,нести,dur
1034,tragen::V,нести,portar
1035,schleppen::V,тягти,arrossegar
1036,ziehen::V,тягнути,tirar
1037,ziehen::V,тягнути,estirar
1038,aufbewahren::V,зберігати,conservar
1039,werfen::V,кидати,llançar
1040,fangen::V,ловити,agafar
1041,fangen::V,ловити,atrapar
1042,packen::V,схопити,engrapar
1043,verstecken::V,сховати,amagar
1044,teilen::V,розділити,dividir
1045,schicken::V,посилати,enviar
1046,bringen::V,принести,portar
1047,hinzufügen::V,додати,afegir
1048,bekommen::V,дістати,obtenir
1049,erhalten::V,одержати,rebre
1050,nehmen::V,взяти,prendre
1051,wählen::V,вибрати,triar
1052,wählen::V,вибрати,elegir
1053,auswählen::V,відібрати,escollir
1054,auswählen::V,відібрати,seleccionar
1055,bewahren::V,зберегти,conservar
1056,behindern::V,перешкоджати,impedir
1057,behindern::V,перешкоджати,obstaculitzar
1058,verderben::V,зіпсувати,espatllar
1059,beschädigen::V,зашкодити,danyar
1060,beschädigen::V,зашкодити,destrossar
1061,zerbrechen::V,розбити,trencar
1062,zerreißen::V,розірвати,estripar
1063,zerstören::V,зруйнувати,destruir
1064,verbrennen::V,спалити,cremar
1065,geben::V,дати,donar
1066,reichen::V,передати,passar
1067,schenken::V,дарувати,regalar
1068,versprechen::V,обіцяти,prometre
1069,wünschen::V,бажати,desitjar
1070,loben::V,хвалити,elogiar
1071,küssen::V,цілувати,fer un petó a
1072,wiegen::V,качати,bressolar
1073,zudecken::V,накрити,tapar
1074,zudecken::V,накрити,cobrir
1075,wecken::V,розбудити,despertar
1076,zeigen::V,показати,mostrar
1077,zeigen::V,показати,ensenyar
1078,führen::V,вести,guiar
1079,führen::V,вести,conduir
1080,lehren::V,вчити,ensenyar
1081,unterrichten::V,викладати,ensenyar
1082,aufziehen::V,виховати,criar
1083,leiten::V,керувати,dirigir
1084,antreiben::V,підганяти,impel·lir
1085,lassen::V,змусити,fer
1086,einladen::V,запросити,invitar
1087,einladen::V,запросити,convidar
1088,vereinigen::V,об’єднати,unir
1089,besuchen::V,завітати,visitar
1090,besuchen::V,завітати,anar a veure
1091,besuchen::V,відвідати,visitar
1092,besuchen::V,відвідати,anar a veure
1093,treffen::V,зустріти,trobar
1094,sich versammeln::V,зібратися,reunir-se
1095,spielen::V,грати,jugar
1096,singen::V,співати,cantār
1097,tanzen::V,танцювати,ballar
1098,sich trennen::V,розлучитися,separar-se
1099,verlassen::V,покинути,deixar
1100,verlassen::V,покинути,abandonar
1101,retten::V,врятувати,salvar
1102,bewachen::V,охороняти,vigilar
1103,schützen::V,уберігати,protegir
1104,verteidigen::V,захистити,defensar
1105,sich schlagen::V,битися,barallar-se
1106,sich schlagen::V,дратися,barallar-se
1107,schießen::V,стріляти,tirar
1108,schießen::V,стріляти,disparar
1109,siegen::V,перемогти,vèncer
1110,ärgern::V,сердити,enfadar
1111,schlagen::V,ударити,pegar
1112,schlagen::V,ударити,colpejar
1113,treten::V,штовхати,donar un cop de peu a
1114,stechen::V,вколоти,punxar
1115,stechen::V,вколоти,apunyalar
1116,stoßen::V,штовхнути,empènyer
1117,stehlen::V,украсти,robar
1118,stören::V,перешкодити,molestar
1119,belästigen::V,докучати,importunar
1120,verbergen::V,сховати,amagar
1121,verbergen::V,сховати,ocultar
1122,täuschen::V,обдурити,enganyar
1123,betrügen::V,зшахраювати,estafar
1124,töten::V,убити,matar
1125,wohnen::V,жити,vīure
1126,wohnen::V,жити,habitar
1127,wohnen::V,мешкати,vīure
1128,wohnen::V,мешкати,habitar
1129,arbeiten::V,працювати,treballar
1130,sammeln::V,зібрати,col·leccionar
1131,pflücken::V,зривати,collir
1132,jagen::V,полювати,caçar
1133,fischen::V,рибалити,pescar
1134,fassen::V,піймати,atrapar
1135,hüten::V,пасти,pasturar
1136,treiben::V,гнати,arriar
1137,anbinden::V,прив’язати,lligar
1138,füttern::V,годувати,donar menjar a
1139,füttern::V,харчувати,donar menjar a
1140,melken::V,доїти,munyir
1141,hacken::V,рубати,picar
1142,hacken::V,рубати,tallar
1143,gießen::V,полити,regar
1144,reifen::V,дозріти,madurar
1145,zubereiten::V,зготовити,preparar
1146,zubereiten::V,приготувати,preparar
1147,kochen::V,варити,coure
1148,kochen::V,готувати,coure
1149,backen::V,пекти,coure al forn
1150,braten::V,смажити,rostir
1151,umrühren::V,переміщати,remenar
1152,stricken::V,в’язати,tricotar
1153,stricken::V,в’язати,fer punt de mitja
1154,nähen::V,шити,cosir
1155,färben::V,пофарбувати,tenyir
1156,reinigen::V,очистити,netejar
1157,waschen::V,мити,rentār
1158,abwischen::V,витерти,eixugar
1159,spülen::V,полоскати,esbandir
1160,fegen::V,підмітати,escombrar
1161,kehren::V,мести,escombrar
1162,baden::V,купатися,banyar-se
1163,sich waschen::V,митися,rentār-se
1164,ausziehen::V,зняти,treure's
1165,anziehen::V,надіти,posar-se
1166,sich anziehen::V,одягтися,vestir-se
1167,sich anziehen::V,одягнутися,vestir-se
1168,kämmen::V,зачесати,pentinar
1169,schmücken::V,оздобити,adornar
1170,sagen::V,сказати,dir
1171,sprechen::V,говорити,parlar
1172,reden::V,розмовляти,parlar
1173,sich unterhalten::V,бесідувати,conversar
1174,fragen::V,запитати,preguntar
1175,bitten::V,просити,demanar
1176,erzählen::V,розповісти,contar
1177,erzählen::V,розповісти,explicar
1178,mitteilen::V,повідомити,comunicar
1179,nennen::V,назвати,nomenar
1180,rufen::V,кликати,cridar
1181,prahlen::V,хвалитися,lloar-se
1182,prahlen::V,хвалитися,jactar-se
1183,übersetzen::V,перекласти,traduir
1184,denken::V,думати,pensar
1185,denken::V,мислити,pensar
1186,glauben::V,вірити,creure
1187,bemerken::V,помітити,notar
1188,erkennen::V,пізнати,reconèixer
1189,begreifen::V,осягнути,comprendre
1190,verstehen::V,почути,entendre
1191,lernen::V,навчатися,aprendre
1192,wissen::V,знати,saber
1193,sich erinnern an::V,пам’ятати,recordar
1194,vergessen::V,забути,oblidar
1195,messen::V,міряти,mesurar
1196,zählen::V,лічити,comptar
1197,rechnen::V,рахувати,calcular
1198,lesen::V,читати,llegir
1199,malen::V,малювати,pintar
1200,zeichnen::V,рисувати,dibuixar
1201,schreiben::V,писати,escrīure
1202,besitzen::V,мати,posseir
1203,kaufen::V,купити,comprar
1204,verkaufen::V,продати,vendre
1205,bezahlen::V,заплатити,pagar
1206,zahlen::V,платити,pagar per
1207,beherrschen::V,володіти,dominar
1208,ertragen::V,витерпіти,aguantar
