,Concept_ID,la,no
857,geboren werden::V,nasci,fødes
858,atmen::V,spirare,ånde
859,atmen::V,spirare,puste
860,trinken::V,bibere,drikke
861,essen::V,edere,spise
862,schlucken::V,devorare,svelge
863,müde werden::V,fatigari,bli trett
864,einschlafen::V,obdormiscere,sovne
865,schlafen::V,dormire,sove
866,aufwachen::V,expergisci,våkne
867,aufstehen::V,exsurgere,stå opp
868,sich erholen::V,se reficere,bli bra
869,sich erholen::V,se reficere,komme seg
870,krank werden::V,aegrescere,bli syk
871,krank sein::V,aegrotare,være syk
872,schmerzen::V,dolere,gjøre vondt
873,husten::V,tussire,hoste
874,genesen::V,convalescere,komme seg
875,sterben::V,mori,dø
876,umkommen::V,perire,omkomme
877,sich bewegen::V,se movere,bevege seg
878,sich rühren::V,micare,røre på seg
879,sich erheben::V,surgere,reise seg
880,sich setzen::V,considere,sette sig
881,hinfallen::V,cadere,falle over ende
882,laufen::V,vadere,løpe
883,schreiten::V,gradi,skride
884,spazierengehen::V,ambulare,spasere
885,spazierengehen::V,ambulare,gå en tur
886,eilen::V,properare,ile
887,sich beeilen::V,festinare,skynde seg
888,sausen::V,currere,suse
889,rennen::V,currere,løpe
890,springen::V,salire,hoppe
891,springen::V,salire,springe
892,klettern::V,niti,klatre
893,schaukeln::V,oscillare,huske
894,kriechen::V,repere,krype
895,kriechen::V,serpere,krype
896,schwimmen::V,nare,svømme
897,schwimmen::V,natare,svømme
898,tauchen::V,mergere,dykke
899,rudern::V,remigare,ro
900,fahren::V,vehi,kjøre
901,fliegen::V,volare,fly
902,gehen::V,ire,gå
903,gehen::V,vadere,gå
904,weggehen::V,abire,gå bort
905,weggehen::V,discedere,gå bort
906,abfahren::V,proficisci,reise
907,anhalten::V,consistere,stanse
908,hineingehen::V,inire,gå inn
909,hineingehen::V,ingredi,gå inn
910,eintreten::V,intrare,tre inn
911,kommen::V,venire,komme
912,ankommen::V,advenire,ankomme
913,ankommen::V,advenire,komme til
914,zurückkommen::V,revenire,komme tilbake
915,bleiben::V,manere,bli
916,bleiben::V,manere,forbli
917,warten::V,opperiri,vente
918,erwarten::V,opperiri,vente
919,erwarten::V,expectare,vente
920,suchen::V,quaerere,søke
921,finden::V,reperire,finne
922,versuchen::V,conari,prøve
923,versuchen::V,conari,forsøke
924,versuchen::V,temptare,prøve
925,versuchen::V,temptare,forsøke
926,vorbereiten::V,parare,forberede
927,lieben::V,amare,elske
928,mögen::V,amare,like
929,lachen::V,ridere,le
930,rühren::V,commovere,røre
931,weinen::V,flere,gråte
932,schimpfen::V,increpare,skjelle
933,sich ärgern::V,indignari,ergre seg
934,sich fürchten::V,vereri,være redd
935,fürchten::V,timere,være redd for
936,fliehen::V,fugere,rømme
937,fliehen::V,fugere,flykte
938,flüchten::V,effugere,flykte
939,sehen::V,videre,se
940,anschauen::V,aspectare,se på
941,anschauen::V,aspectare,betrakte
942,ansehen::V,spectare,anse
943,hören::V,audire,høre
944,zuhören::V,auscultare,tilhøre
945,probieren::V,gustare,smake
946,probieren::V,gustare,smake på
947,riechen::V,olfacere,lukte
948,fühlen::V,sentire,føle
949,scheinen::V,videri,se ut
950,zu sehen sein::V,conspici,synes
951,vernehmen::V,comperire,få vite
952,frieren::V,algere,fryse
953,tun::V,facere,gjøre
954,können::V,posse,kunne
955,wollen::V,velle,ville
956,anfangen::V,incipere,begynne
957,beenden::V,finire,avslutte
958,aufhören::V,desistere,slutte
959,aufhören::V,desistere,holde opp
960,gelingen::V,contingere,lykkes
961,geraten::V,evenire,bli
962,öffnen::V,aperire,åpne
963,schließen::V,claudere,lukke
964,schließen::V,claudere,stenge
965,stellen::V,sistere,stille
966,setzen::V,ponere,sette
967,legen::V,ponere,legge
968,berühren::V,tangere,berøre
969,verbinden::V,iungere,forbinde
970,bedecken::V,tegere,dekke
971,bedecken::V,operire,dekke
972,aufhängen::V,suspendere,henge
973,aufhängen::V,suspendere,henge opp
974,anzünden::V,accendere,tenne
975,anzünden::V,accendere,antenne
976,anzünden::V,accendere,tenne på
977,anzünden::V,inflammare,tenne
978,anzünden::V,inflammare,antenne
979,anzünden::V,inflammare,tenne på
980,aufheben::V,tollere,løfte
981,aufheben::V,tollere,ta opp
982,zurücklassen::V,relinquere,slippe tilbake
983,verlieren::V,perdere,miste
984,verlieren::V,amittere,miste
985,fallen lassen::V,dimittere,droppe
986,fallen lassen::V,dimittere,la falle
987,machen::V,facere,lage
988,machen::V,facere,gjøre
989,herstellen::V,fabricare,fremstille
990,bauen::V,construere,bygge
991,reparieren::V,reparare,reparere
992,verbessern::V,emendare,rette
993,verbessern::V,emendare,forbedre
994,ändern::V,mutare,forandre
995,graben::V,fodere,grave
996,beugen::V,flectere,bøye
997,biegen::V,curvare,bøye
998,drehen::V,torquere,dreie
999,wenden::V,vertere,vende
1000,umdrehen::V,convertere,snu
1001,heben::V,tollere,heve
1002,hochheben::V,levare,løfte
1003,ergreifen::V,capessere,gripe
1004,ergreifen::V,capessere,få tak i
1005,halten::V,tenere,holde
1006,drücken::V,premere,trykke
1007,schieben::V,promovere,skyve
1008,kratzen::V,radere,klø
1009,kratzen::V,radere,klore
1010,lecken::V,lambere,slikke
1011,beißen::V,mordere,bite
1012,abreißen::V,avellere,rive av
1013,abschneiden::V,desecare,skjære av
1014,binden::V,ligare,binde
1015,stecken::V,inserere,stikke
1016,brechen::V,rumpere,bryte
1017,brechen::V,rumpere,briste
1018,klopfen::V,pultare,banke
1019,hauen::V,ferire,hogge
1020,kleben::V,agglutinare,klistre
1021,reiben::V,terere,gni
1022,streichen::V,oblinere,stryke
1023,schleifen::V,acuere,slipe
1024,schneiden::V,secare,klippe
1025,rütteln::V,quassare,ruske
1026,schütteln::V,quatere,riste
1027,schwenken::V,ventilare,svinge
1028,schütten::V,fundere,helle
1029,füllen::V,complere,fylle
1030,einwickeln::V,involvere,vikle inn
1031,tragen::V,ferre,bære
1032,tragen::V,portare,bære
1033,schleppen::V,pertrahere,slepe
1034,ziehen::V,trahere,dra
1035,ziehen::V,trahere,trekke
1036,aufbewahren::V,asservare,oppbevare
1037,aufbewahren::V,asservare,ta vare på
1038,werfen::V,iacere,kaste
1039,fangen::V,capere,fange
1040,packen::V,capessere,gripe
1041,packen::V,capessere,gripe tak i
1042,verstecken::V,abdere,gjemme
1043,teilen::V,partiri,dele
1044,teilen::V,dividere,dele
1045,schicken::V,mittere,sende
1046,bringen::V,apportare,bringe
1047,hinzufügen::V,addere,tilføye
1048,bekommen::V,adipisci,få
1049,erhalten::V,accipere,få
1050,nehmen::V,sumere,ta
1051,wählen::V,eligere,velge
1052,auswählen::V,deligere,velge ut
1053,bewahren::V,conservare,bevare
1054,behindern::V,impedire,hindre
1055,behindern::V,impedire,forhindre
1056,verderben::V,corrumpere,ødelegge
1057,beschädigen::V,laedere,skade
1058,zerbrechen::V,rumpere,brekke i stykker
1059,zerbrechen::V,frangere,brekke i stykker
1060,zerreißen::V,discindere,rive i stykker
1061,zerstören::V,delere,ødelegge
1062,verbrennen::V,urere,brenne
1063,verbrennen::V,urere,brenne opp
1064,verbrennen::V,cremare,brenne
1065,verbrennen::V,cremare,brenne opp
1066,geben::V,dare,gi
1067,reichen::V,praebere,rekke
1068,schenken::V,donare,forære
1069,schenken::V,donare,skjenke
1070,schenken::V,largiri,forære
1071,schenken::V,largiri,skjenke
1072,versprechen::V,polliceri,love
1073,versprechen::V,promittere,love
1074,loben::V,laudare,rose
1075,küssen::V,osculari,kysse
1076,zudecken::V,tegere,dekke til
1077,wecken::V,excitare,vekke
1078,zeigen::V,monstrare,vise
1079,führen::V,ducere,føre
1080,lehren::V,docere,lære
1081,unterrichten::V,instituere,undervise
1082,aufziehen::V,nutrire,oppdra
1083,leiten::V,ducere,lede
1084,antreiben::V,incitare,drive på
1085,lassen::V,iubere,få til å
1086,einladen::V,invitare,be
1087,einladen::V,invitare,invitere
1088,vereinigen::V,coniungere,forene
1089,besuchen::V,visere,besøke
1090,treffen::V,convenire,møte
1091,treffen::V,convenire,treffe
1092,sich versammeln::V,convenire,forsamles
1093,spielen::V,ludere,leke
1094,spielen::V,ludere,spille
1095,singen::V,cantare,synge
1096,tanzen::V,saltare,danse
1097,sich trennen::V,digredi,skilles
1098,sich trennen::V,discedere,skilles
1099,verlassen::V,deserere,forlate
1100,verlassen::V,relinquere,forlate
1101,retten::V,servare,redde
1102,bewachen::V,custodire,bevokte
1103,schützen::V,tueri,verne
1104,schützen::V,tueri,beskytte
1105,schützen::V,tutari,verne
1106,schützen::V,tutari,beskytte
1107,verteidigen::V,defendere,forsvare
1108,sich schlagen::V,luctari,slåss
1109,schießen::V,iaculari,skyte
1110,siegen::V,vincere,seire
1111,ärgern::V,irritare,ergre
1112,schlagen::V,ferire,
1113,treten::V,calcare,sparke
1114,stechen::V,pungere,stikke
1115,stoßen::V,tundere,støte
1116,stehlen::V,furari,stjele
1117,stören::V,turbare,forstyrre
1118,belästigen::V,obtundere,plage
1119,belästigen::V,obtundere,sjenere
1120,verbergen::V,celare,gjemme
1121,verbergen::V,occultare,gjemme
1122,täuschen::V,fallere,villede
1123,betrügen::V,fraudare,bedra
1124,töten::V,necare,drepe
1125,töten::V,caedere,drepe
1126,wohnen::V,habitare,bo
1127,arbeiten::V,laborare,arbeide
1128,sammeln::V,colligere,samle
1129,pflücken::V,carpere,plukke
1130,jagen::V,venari,jage
1131,fischen::V,piscari,fiske
1132,fassen::V,capere,fange
1133,hüten::V,custodire,vokte
1134,treiben::V,agere,drive
1135,anbinden::V,alligare,feste
1136,füttern::V,nutrire,fore
1137,melken::V,mulgere,melke
1138,hacken::V,findere,hakke
1139,gießen::V,rigare,helle
1140,reifen::V,maturescere,modne
1141,zubereiten::V,apparare,lage
1142,zubereiten::V,apparare,tilberede
1143,kochen::V,coquere,koke
1144,backen::V,coquere,bake
1145,braten::V,torrere,steke
1146,umrühren::V,commovere,røre om
1147,stricken::V,texere,strikke
1148,nähen::V,suere,sy
1149,färben::V,tingere,farge
1150,reinigen::V,purgare,rense
1151,reinigen::V,purgare,gjøre ren
1152,waschen::V,lavare,vaske
1153,abwischen::V,abstergere,tørke av
1154,spülen::V,perluere,spyle
1155,spülen::V,perluere,skylle
1156,fegen::V,verrere,feie
1157,kehren::V,purgare,koste
1158,baden::V,lavari,bade
1159,sich waschen::V,lavari,vaske seg
1160,ausziehen::V,exuere,ta av
1161,anziehen::V,induere,ta på
1162,sich anziehen::V,vestiri,kle på seg
1163,kämmen::V,pectere,gre
1164,kämmen::V,pectere,kjemme
1165,schmücken::V,ornare,pynte
1166,schmücken::V,ornare,smykke
1167,schmücken::V,decorare,pynte
1168,schmücken::V,decorare,smykke
1169,sagen::V,dicere,si
1170,sprechen::V,fari,snakke
1171,reden::V,loqui,tale
1172,reden::V,loqui,snakke
1173,sich unterhalten::V,colloqui,samtale
1174,sich unterhalten::V,disputare,samtale
1175,fragen::V,rogare,spørre
1176,fragen::V,quaerere,spørre
1177,bitten::V,orare,be
1178,bitten::V,rogare,be
1179,erzählen::V,narrare,fortelle
1180,mitteilen::V,communicare,meddele
1181,nennen::V,appellare,kalle
1182,rufen::V,vocare,rope
1183,prahlen::V,gloriari,skryte
1184,übersetzen::V,vertere,oversette
1185,denken::V,cogitare,tenke
1186,glauben::V,credere,tro
1187,bemerken::V,animadvertere,bemerke
1188,bemerken::V,animadvertere,legge merke til
1189,erkennen::V,cognoscere,gjenkjenne
1190,begreifen::V,comprehendere,begripe
1191,verstehen::V,intellegere,forstå
1192,verstehen::V,intellegere,skjønne
1193,lernen::V,discere,lære
1194,wissen::V,scire,vite
1195,sich erinnern an::V,meminisse,huske på
1196,vergessen::V,oblivisci,glemme
1197,messen::V,metiri,måle
1198,zählen::V,numerare,telle
1199,rechnen::V,reri,regne
1200,rechnen::V,calculare,regne
1201,lesen::V,legere,lese
1202,malen::V,pingere,male
1203,zeichnen::V,scribere,tegne
1204,schreiben::V,scribere,skrive
1205,besitzen::V,possidere,eie
1206,besitzen::V,possidere,inneha
1207,kaufen::V,emere,kjøpe
1208,verkaufen::V,vendere,selge
1209,bezahlen::V,pendere,betale
1210,zahlen::V,solvere,betale
1211,beherrschen::V,regere,beherske
1212,beherrschen::V,imperare,beherske
1213,ertragen::V,tolerare,orke
1214,ertragen::V,sustinere,orke
1215,wünschen::V,,ønske
1216,wiegen::V,,vogge
