,Concept_ID,he,ca
828,trocknen::V,התיבש,assecar-se
829,sieden::V,רתח,bullir
830,faulen::V,רקב,podrir-se
831,verfaulen::V,רקב,podrir-se
832,reißen::V,נקרע,trencar-se
833,versinken::V,טבע,enfonsar-se
834,vergehen::V,עבר,passar
835,erscheinen::V,נגלה,aparèixer
836,erscheinen::V,הופיע,aparèixer
837,verschwinden::V,נעלם,desaparèixer
838,sinken::V,ירד,baixar
839,sinken::V,ירד,descendir
840,abnehmen::V,הפחית,decréixer
841,zunehmen::V,רבה,augmentar
842,steigen::V,עלה,pujar
843,wachsen::V,גדל,créixer
844,glänzen::V,נצץ,brillar
845,glänzen::V,נצץ,resplendir
846,glänzen::V,בהק,brillar
847,glänzen::V,בהק,resplendir
848,funkeln::V,נצנץ,espurnejar
849,lärmen::V,רעש,fer soroll
850,läuten::V,צלצל,sonar
851,klingeln::V,צלצל,trucar
852,klirren::V,קרקש,dringar
853,brausen::V,געש,rugir
854,rauschen::V,רשרש,murmurar
855,klingen::V,נשמע,sonar
856,bellen::V,נבח,lladrar
857,heulen::V,ילל,udolar
858,blasen::V,נשף,bufar
859,pfeifen::V,שרק,xiular
860,schreien::V,צעק,cridar
861,stöhnen::V,נאנק,gemegar
862,zittern::V,רעד,tremolar
863,leben::V,חי,vīure
864,geboren werden::V,נולד,néixer
865,atmen::V,נשם,respirar
866,trinken::V,שתה,beure
867,essen::V,אכל,menjar
868,schlucken::V,בלע,empassar-se
869,müde werden::V,התעיף,cansar-se
870,einschlafen::V,נרדם,adormir-se
871,schlafen::V,ישן,dormir
872,aufwachen::V,התעורר,despertar-se
873,aufstehen::V,קם,llevar-se
874,sich erholen::V,נפש,descansar
875,krank werden::V,חלה,posar-se malalt
876,krank sein::V,היה חולה,estar malalt
877,schmerzen::V,כאב,doldre
878,husten::V,השתעל,tossir
879,genesen::V,הבריא,recuperar-se
880,sterben::V,מת,morir
881,umkommen::V,נספה,perir
882,sich bewegen::V,נע,moure's
883,sich rühren::V,זז,moure's
884,sich erheben::V,קם,aixecar-se
885,sich setzen::V,התישב,asseure's
886,hinfallen::V,נפל,caure's
887,laufen::V,הלך ברגל,caminar
888,schreiten::V,פסע,procedir
889,spazierengehen::V,טיל,passejar
890,eilen::V,אץ,anar corrent
891,eilen::V,מהר,anar corrent
892,sich beeilen::V,מהר,afanyar-se
893,sausen::V,אץ,córrer
894,rennen::V,רץ,córrer
895,springen::V,קפץ,saltar
896,klettern::V,טפס,escalar
897,schaukeln::V,התנדנד,gronxar-se
898,schaukeln::V,התנדנד,balancejar-se
899,kriechen::V,זחל,reptar
900,kriechen::V,זחל,arrossegar-se
901,schwimmen::V,שחה,nadar
902,tauchen::V,צלל,bussejar
903,tauchen::V,צלל,submergir-se
904,rudern::V,חתר,remar
905,fahren::V,נסע,anar
906,fliegen::V,עף,volar
907,gehen::V,הלך,caminar
908,weggehen::V,עזב,anar-se'n
909,abfahren::V,יצא,partir
910,anhalten::V,עצר,aturar-se
911,hineingehen::V,נכנס,entrar
912,eintreten::V,נכנס,entrar
913,kommen::V,בא,venir
914,ankommen::V,הגיע,arribar
915,zurückkommen::V,שב,tornar
916,zurückkommen::V,חזר,tornar
917,bleiben::V,נשאר,quedar-se
918,warten::V,חכה,esperar
919,warten::V,המתין,esperar
920,erwarten::V,צפה,esperar
921,suchen::V,חפש,buscar
922,finden::V,מצא,trobar
923,versuchen::V,נסה,intentar
924,vorbereiten::V,הכין,preparar
925,lieben::V,אהב,estimar
926,mögen::V,אהב,agradar a
927,lachen::V,צחק,riure
928,rühren::V,נגע ללב,commoure
929,rühren::V,נגע ללב,emocionar
930,weinen::V,בכה,plorar
931,schimpfen::V,גער,renyar
932,sich ärgern::V,זעם,enfadar-se
933,sich ärgern::V,כעס,enfadar-se
934,sich fürchten::V,פחד,tenir por
935,sich fürchten::V,חשש,tenir por
936,fürchten::V,פחד מ,témer
937,fürchten::V,חשש מ,témer
938,fliehen::V,ברח,fugir
939,flüchten::V,נמלט,refugiar-se
940,sehen::V,ראה,veure
941,anschauen::V,הביט,mirar
942,ansehen::V,התבונן,mirar
943,hören::V,שמע,oir
944,zuhören::V,הקשיב,escoltar
945,probieren::V,נסה,provar
946,riechen::V,הריח,olorar
947,fühlen::V,חש,sentīr
948,scheinen::V,נדמה,semblar
949,zu sehen sein::V,נראה,poder-se veure
950,vernehmen::V,נודע ל,percebre
951,frieren::V,קר ל,tenir fred
952,tun::V,פעל,fer
953,können::V,יכל,poder
954,wollen::V,רצה,voler
955,anfangen::V,התחיל,iniciar
956,beenden::V,גמר,acabar
957,aufhören::V,סים,deixar
958,gelingen::V,הצליח,sortir bé
959,geraten::V,עלה,sortir
960,öffnen::V,פתח,obrir
961,schließen::V,סגר,tancar
962,stellen::V,העמיד,posar
963,stellen::V,העמיד,col·locar
964,setzen::V,הושיב,assentar
965,legen::V,שם,posar
966,berühren::V,נגע,tocar
967,verbinden::V,קשר,unir
968,verbinden::V,קשר,connectar
969,bedecken::V,כסה,tapar
970,bedecken::V,כסה,cobrir
971,aufhängen::V,תלה,penjar
972,anzünden::V,הצית,encendre
973,aufheben::V,אסף,aixecar
974,zurücklassen::V,השאיר,deixar
975,verlieren::V,אבד,pērdre
976,fallen lassen::V,שמט,deixar caure
977,fallen lassen::V,הפיל,deixar caure
978,machen::V,עשה,fer
979,herstellen::V,יצר,producir
980,bauen::V,בנה,construir
981,reparieren::V,תקן,reparar
982,verbessern::V,שפר,millorar
983,ändern::V,שנה,canviar
984,graben::V,חפר,cavar
985,beugen::V,כפף,doblegar
986,biegen::V,כופף,corbar
987,biegen::V,כופף,arquejar
988,drehen::V,סובב,girar
989,wenden::V,הפך,girar
990,umdrehen::V,סובב,voltar
991,heben::V,הרים,pujar
992,heben::V,הרים,aixecar
993,hochheben::V,הרים,aixecar
994,ergreifen::V,אחז,agafar
995,halten::V,החזיק,mantenir
996,drücken::V,לחץ,prémer
997,drücken::V,לחץ,estrènyer
998,schieben::V,הזיז,empènyer
999,kratzen::V,שרט,raspar
1000,kratzen::V,שפשף,raspar
1001,lecken::V,לקק,llepar
1002,beißen::V,נשך,mossegar
1003,abreißen::V,קרע,arrencar
1004,abschneiden::V,חתך,tallar
1005,binden::V,קשר,lligar
1006,stecken::V,תקע,ficar
1007,brechen::V,שבר,trencar
1008,klopfen::V,נקש,trucar
1009,hauen::V,הכה,picar
1010,hauen::V,הכה,colpejar
1011,kleben::V,הדביק,enganxar
1012,reiben::V,שפשף,fregar
1013,streichen::V,מרח,untar
1014,schleifen::V,השחיז,afilar
1015,schleifen::V,השחיז,esmolar
1016,schneiden::V,גזר,tallar
1017,rütteln::V,נענע,sacsejar
1018,schütteln::V,נער,agitar
1019,schütteln::V,נער,sacsejar
1020,schwenken::V,נופף,agitar
1021,schwenken::V,טלטל,agitar
1022,schütten::V,שפך,abocar
1023,füllen::V,מלא,omplir
1024,einwickeln::V,עטף,embolicar
1025,tragen::V,נשא,dur
1026,tragen::V,נשא,portar
1027,schleppen::V,סחב,arrossegar
1028,ziehen::V,משך,tirar
1029,ziehen::V,משך,estirar
1030,aufbewahren::V,שמר,conservar
1031,werfen::V,זרק,llançar
1032,fangen::V,תפס,agafar
1033,fangen::V,תפס,atrapar
1034,packen::V,אחז,engrapar
1035,verstecken::V,החביא,amagar
1036,teilen::V,חלק,dividir
1037,schicken::V,שלח,enviar
1038,bringen::V,הביא,portar
1039,hinzufügen::V,הוסיף,afegir
1040,bekommen::V,תפס,obtenir
1041,erhalten::V,קבל,rebre
1042,nehmen::V,אחז,prendre
1043,wählen::V,בחר,triar
1044,wählen::V,בחר,elegir
1045,auswählen::V,בחר ב,escollir
1046,auswählen::V,בחר ב,seleccionar
1047,bewahren::V,קים,conservar
1048,behindern::V,מנע,impedir
1049,behindern::V,מנע,obstaculitzar
1050,verderben::V,מנע,espatllar
1051,beschädigen::V,הזיק,danyar
1052,beschädigen::V,הזיק,destrossar
1053,zerbrechen::V,נשבר,trencar
1054,zerreißen::V,קרע,estripar
1055,zerstören::V,הרס,destruir
1056,zerstören::V,השמיד,destruir
1057,verbrennen::V,שרף,cremar
1058,geben::V,נתן,donar
1059,reichen::V,העביר,passar
1060,schenken::V,נתן במתנה,regalar
1061,versprechen::V,הבטיח,prometre
1062,wünschen::V,אחל,desitjar
1063,loben::V,שבח,elogiar
1064,küssen::V,נשק,fer un petó a
1065,wiegen::V,נדנד,bressolar
1066,zudecken::V,כסה,tapar
1067,zudecken::V,כסה,cobrir
1068,wecken::V,עורר,despertar
1069,zeigen::V,הראה,mostrar
1070,zeigen::V,הראה,ensenyar
1071,führen::V,הביא,guiar
1072,führen::V,הביא,conduir
1073,führen::V,הוביל,guiar
1074,führen::V,הוביל,conduir
1075,lehren::V,למד,ensenyar
1076,unterrichten::V,למד,ensenyar
1077,aufziehen::V,רומם,criar
1078,leiten::V,נהל,dirigir
1079,antreiben::V,המרץ,impel·lir
1080,lassen::V,נתן,fer
1081,einladen::V,הזמין,invitar
1082,einladen::V,הזמין,convidar
1083,vereinigen::V,אחד,unir
1084,vereinigen::V,לכד,unir
1085,besuchen::V,בקר,visitar
1086,besuchen::V,בקר,anar a veure
1087,treffen::V,פגש,trobar
1088,sich versammeln::V,התאסף,reunir-se
1089,spielen::V,שחק,jugar
1090,singen::V,שר,cantār
1091,tanzen::V,רקד,ballar
1092,sich trennen::V,נפרד,separar-se
1093,verlassen::V,עזב,deixar
1094,verlassen::V,עזב,abandonar
1095,retten::V,הציל,salvar
1096,bewachen::V,שמר,vigilar
1097,schützen::V,אבטח,protegir
1098,verteidigen::V,הגן,defensar
1099,sich schlagen::V,התכתש,barallar-se
1100,schießen::V,ירה,tirar
1101,schießen::V,ירה,disparar
1102,siegen::V,גבר,vèncer
1103,siegen::V,נצח,vèncer
1104,ärgern::V,עצבן,enfadar
1105,schlagen::V,הכה,pegar
1106,schlagen::V,הכה,colpejar
1107,schlagen::V,הלקה,pegar
1108,schlagen::V,הלקה,colpejar
1109,treten::V,בעט,donar un cop de peu a
1110,stechen::V,דקר,punxar
1111,stechen::V,דקר,apunyalar
1112,stoßen::V,דחק,empènyer
1113,stehlen::V,גנב,robar
1114,stören::V,קטע,molestar
1115,stören::V,הפריע,molestar
1116,belästigen::V,הציק,importunar
1117,belästigen::V,הטריד,importunar
1118,verbergen::V,הצניע,amagar
1119,verbergen::V,הצניע,ocultar
1120,täuschen::V,שגע,enganyar
1121,betrügen::V,הונה,estafar
1122,töten::V,הרג,matar
1123,wohnen::V,גר,vīure
1124,wohnen::V,גר,habitar
1125,arbeiten::V,עבד,treballar
1126,sammeln::V,אסף,col·leccionar
1127,pflücken::V,קטף,collir
1128,jagen::V,צד,caçar
1129,fischen::V,דג,pescar
1130,fassen::V,תפס,atrapar
1131,hüten::V,רעה,pasturar
1132,treiben::V,הוציא,arriar
1133,anbinden::V,קשר,lligar
1134,füttern::V,הלעיט,donar menjar a
1135,melken::V,חלב,munyir
1136,hacken::V,קצץ,picar
1137,hacken::V,קצץ,tallar
1138,gießen::V,השקה,regar
1139,reifen::V,בשל,madurar
1140,zubereiten::V,הכין,preparar
1141,kochen::V,בשל,coure
1142,backen::V,אפה,coure al forn
1143,braten::V,צלה,rostir
1144,braten::V,טגן,rostir
1145,umrühren::V,ערבב,remenar
1146,stricken::V,סרג,tricotar
1147,stricken::V,סרג,fer punt de mitja
1148,nähen::V,תפר,cosir
1149,färben::V,צבע,tenyir
1150,reinigen::V,נקה,netejar
1151,waschen::V,רחץ,rentār
1152,waschen::V,כבס,rentār
1153,abwischen::V,נגב,eixugar
1154,spülen::V,שטף,esbandir
1155,fegen::V,טאטא,escombrar
1156,kehren::V,טאטא,escombrar
1157,baden::V,טבל,banyar-se
1158,baden::V,שחה,banyar-se
1159,sich waschen::V,התרחץ,rentār-se
1160,ausziehen::V,הוריד,treure's
1161,anziehen::V,לבש,posar-se
1162,sich anziehen::V,התלבש,vestir-se
1163,kämmen::V,סרק,pentinar
1164,schmücken::V,קשט,adornar
1165,sagen::V,אמר,dir
1166,sprechen::V,דבר,parlar
1167,reden::V,דבר,parlar
1168,sich unterhalten::V,שוחח,conversar
1169,fragen::V,שאל,preguntar
1170,bitten::V,בקש,demanar
1171,erzählen::V,ספר,contar
1172,erzählen::V,ספר,explicar
1173,mitteilen::V,מסר,comunicar
1174,mitteilen::V,הודיע,comunicar
1175,nennen::V,קרא בשם,nomenar
1176,rufen::V,גיס,cridar
1177,rufen::V,הזמין לבוא,cridar
1178,prahlen::V,התרברב,lloar-se
1179,prahlen::V,התרברב,jactar-se
1180,übersetzen::V,תרגם,traduir
1181,denken::V,חשב,pensar
1182,glauben::V,האמין,creure
1183,bemerken::V,הבחין,notar
1184,erkennen::V,זהה,reconèixer
1185,begreifen::V,קלט,comprendre
1186,begreifen::V,הבין,comprendre
1187,verstehen::V,הבין,entendre
1188,lernen::V,למד,aprendre
1189,wissen::V,ידע,saber
1190,sich erinnern an::V,זכר,recordar
1191,vergessen::V,שכח,oblidar
1192,messen::V,מדד,mesurar
1193,zählen::V,ספר,comptar
1194,rechnen::V,חשב,calcular
1195,lesen::V,קרא,llegir
1196,malen::V,ציר,pintar
1197,zeichnen::V,שרטט,dibuixar
1198,schreiben::V,כתב,escrīure
1199,besitzen::V,היה בעל של,posseir
1200,kaufen::V,קנה,comprar
1201,kaufen::V,רכש,comprar
1202,verkaufen::V,מכר,vendre
1203,bezahlen::V,שלם,pagar
1204,zahlen::V,שלם,pagar per
1205,beherrschen::V,שלט,dominar
1206,ertragen::V,סבל,aguantar
