,Concept_ID,no,ab
754,hinter::PRP,bakom,нхыҵ
755,unter::PRP,under,амҵа
756,unter::PRP,under,амҵан
757,durch::PRP,gjennom,
758,durch::PRP,igjennom,
759,neben::PRP,ved siden av,ааигуара
760,zwischen::PRP,mellom,абжьара
761,wegen::PRP,på grunn av,-иззы
762,wegen::PRP,på grunn av,-ҟнытә
763,dies::PRN,dette,ари
764,dies::PRN,dette,абри
765,das::PRN,det,Абни
766,das::PRN,det,убри
767,alles::PRN,alt,зегьы
768,ich::PRN,jeg,са
769,ich::PRN,jeg,сара
770,du::PRN,du,бара
771,er::PRN,han,иара
772,wir::PRN,vi,ҳара
773,ihr::PRN,dere,шәара
774,sie::PRN,de,дара
775,was::FPRN,hva,
776,wer::FPRN,hvem,дарбан
777,wo::FADV,hvor,иабыкуу
778,wo::FADV,hvor,аба-
779,wo::FADV,hvor,ахь-
780,wohin::FADV,hvor ... hen,иабыкуу
781,wohin::FADV,hvor ... hen,аба-
782,wohin::FADV,hvor ... hen,ахь-
783,wie::FADV,hvordan,-шҕа
784,warum::FADV,hvorfor,избан
785,wieviel::FNUM,hvor mye,заҟа
786,eins::NUM,en,акы
787,eins::NUM,en,аӡәы
788,eins::NUM,ett,акы
789,eins::NUM,ett,аӡәы
790,zwei::NUM,to,ҩба
791,drei::NUM,tre,хҕа
792,vier::NUM,fire,ҕшьба
793,fünf::NUM,fem,хəба
794,sechs::NUM,seks,фба
795,sieben::NUM,sju,Бжьба
796,acht::NUM,åtte,ааба
797,neun::NUM,ni,жәба
798,zehn::NUM,ti,жәаба
799,elf::NUM,elleve,жәеизатәи
800,zwölf::NUM,tolv,жәаҩа
801,zwanzig::NUM,tjue,ҩажәа
802,dreißig::NUM,tretti,ҩажәижәабатәи
803,vierzig::NUM,førti,ҩынҩажәа
804,fünfzig::NUM,femti,ҩынҩажәеижәаба
805,sechzig::NUM,seksti,хынҩажәа
806,siebzig::NUM,sytti,хынҩажәижәаба
807,achtzig::NUM,åtti,ҕшьынҩажәа
808,neunzig::NUM,nitti,ҕшьынҩажәижәаба
809,hundert::NUM,hundre,шәкы
810,tausend::NUM,tusen,зқьы
811,und::CNJ,og,-и
812,oder::CNJ,eller,ма
813,stehen::V,stå,агылазаара
814,sitzen::V,sitte,атəара
815,sitzen::V,sitte,атəа(заа)ра
816,liegen::V,ligge,аиара
817,hängen::V,henge,акнаҳара
818,werden::V,bli,аҟалара
819,passieren::V,skje,аҟалара
820,passieren::V,hende,аҟалара
821,beginnen::V,begynne,алагара
822,enden::V,ende,алгара
823,enden::V,slutte,алгара
824,wechseln::V,veksle,аҽыҧсахра
825,aufgehen[Sonne]::V,stå opp,агылара
826,aufgehen[Sonne]::V,stå opp,ахашлара
827,aufgehen[Sonne]::V,stå opp,аҩаҵхахара
828,untergehen[Sonne]::V,gå ned,аҭашəара
829,scheinen[Sonne]::V,skinne,акаҧхара
830,donnern::V,tordne,адыдра
831,wehen::V,blåse,асра
832,strömen::V,strømme,акаҭəара
833,fließen::V,flyte,ацара
834,sich drehen::V,dreie seg,ахагьежьра
835,schwanken::V,svaie,аҵысра
836,schwingen::V,svinge,ахызазара
837,schwingen::V,svinge,акьаандара
838,fallen::V,falle,акаҳара
839,brennen::V,brenne,абылра
840,rauchen::V,ryke,ахылҵра
841,regnen::V,regne,аура
842,gefrieren::V,fryse,аҵаара
843,tauen::V,tine,аӡҭра
844,schmelzen::V,smelte,ақəӡыҭра
845,schmelzen::V,smelte,аҭəара
846,trocknen::V,tørre,абара
847,sieden::V,koke,ашра
848,faulen::V,råtne,абаара
849,verfaulen::V,råtne,абаара
850,verfaulen::V,råtne,аилашра
851,reißen::V,briste,аҧжəара
852,versinken::V,synke,аӡааҟəрылара
853,versinken::V,synke ned,аӡааҟəрылара
854,vergehen::V,forløpe,ацара
855,erscheinen::V,synes,ацəырҵра
856,verschwinden::V,forsvinne,аҵашəкəара
857,sinken::V,synke,атəара
858,sinken::V,synke,алаҟəра
859,abnehmen::V,avta,ацӡаара
860,abnehmen::V,avta,аиҵалара
861,abnehmen::V,minske,ацӡаара
862,abnehmen::V,minske,аиҵалара
863,zunehmen::V,tilta,аҽырҭбаара
864,zunehmen::V,tilta,аиҵыҵра
865,zunehmen::V,tilta,арацəахара
866,steigen::V,stige,азҳара
867,steigen::V,stige,ашьҭыҵра
868,steigen::V,stige,адухара
869,steigen::V,stige,ацлара
870,wachsen::V,gro,азҳара
871,wachsen::V,vokse,азҳара
872,glänzen::V,skinne,ацыр-цырра
873,glänzen::V,skinne,ацыҩ-цыҩра
874,glänzen::V,skinne,аказказра
875,funkeln::V,tindre,ашап-шапра
876,funkeln::V,tindre,ацым-цымра
877,lärmen::V,bråke,ашьҭыбжьгара
878,lärmen::V,bråke,аҕьҕьаҳәа аилалара
879,läuten::V,ringe,аҵəҵəасра
880,klingeln::V,ringe,аҵəҵəасра
881,klirren::V,klirre,ахьархьарра
882,klirren::V,klirre,архьархьарра
883,brausen::V,bruse,аилаҽҽара
884,brausen::V,bruse,еилашуера
885,rauschen::V,suse,
886,klingen::V,lyde,агара
887,klingen::V,lyde,ашьҭыбжь гара
888,klingen::V,klinge,агара
889,klingen::V,klinge,ашьҭыбжь гара
890,bellen::V,gjø,ашра
891,bellen::V,bjeffe,ашра
892,heulen::V,ule,ауура
893,blasen::V,blåse,аҭəҳəара
894,pfeifen::V,plystre,ашəшəра
895,schreien::V,skrike,аҳəҳəара
896,schreien::V,skrike,ахəаара
897,schreien::V,skrike,аҟаара
898,stöhnen::V,stønne,ақьра
899,zittern::V,dirre,аҵыс-ҵысра
900,zittern::V,skjelve,аҵыс-ҵысра
901,leben::V,leve,аҟазаара
902,geboren werden::V,fødes,Аира
903,atmen::V,ånde,аҕсыҕ лагаҩагара
904,atmen::V,puste,аҕсыҕ лагаҩагара
905,trinken::V,drikke,ажəра
906,essen::V,spise,акрыфара
907,schlucken::V,svelge,албаадара
908,müde werden::V,bli trett,ааҕсара
909,einschlafen::V,sovne,ацəара
910,schlafen::V,sove,ацəазаара
911,aufwachen::V,våkne,аҿыхара
912,aufstehen::V,stå opp,Агəылҵра
913,sich erholen::V,bli bra,аҧсшьара
914,sich erholen::V,komme seg,аҧсшьара
915,krank werden::V,bli syk,ачмазаҩхара
916,krank sein::V,være syk,аҳəарҧсарра
917,schmerzen::V,gjøre vondt,ахьра
918,husten::V,hoste,аимҳәара
919,genesen::V,komme seg,абзиахара
920,genesen::V,komme seg,аӷəӷəахара
921,sterben::V,dø,аҧсра
922,umkommen::V,omkomme,аҭахара
923,sich bewegen::V,bevege seg,аиҭаҵра
924,sich rühren::V,røre på seg,ақəацара
925,sich erheben::V,reise seg,аҩагылара
926,sich setzen::V,sette sig,атəара
927,hinfallen::V,falle over ende,акаҳара
928,laufen::V,løpe,аныҟəара
929,schreiten::V,skride,ашьаҿа еихгара
930,spazierengehen::V,spasere,анеи-ааира
931,spazierengehen::V,gå en tur,анеи-ааира
932,eilen::V,ile,аццакра
933,sich beeilen::V,skynde seg,аццакра
934,sausen::V,suse,аҧырра
935,sausen::V,suse,иҭрысны
936,sausen::V,suse,ишьҭҟьаны ацара
937,rennen::V,løpe,аҩра
938,springen::V,hoppe,аҧара
939,springen::V,springe,аҧара
940,klettern::V,klatre,ақəлара
941,schaukeln::V,huske,аҟəараҟəанҽара
942,kriechen::V,krype,аҳəазара
943,schwimmen::V,svømme,аӡсара
944,tauchen::V,dykke,ахəӡааҵəира
945,rudern::V,ro,аҵшьра
946,fahren::V,kjøre,акала
947,fliegen::V,fly,аҧырра
948,gehen::V,gå,аиҭаҵра
949,weggehen::V,gå bort,ацара
950,abfahren::V,reise,адəықəлара
951,abfahren::V,reise,ацара
952,anhalten::V,stanse,ааныргылара
953,hineingehen::V,gå inn,аҭалара
954,eintreten::V,tre inn,аҩналара
955,kommen::V,komme,аара
956,kommen::V,komme,ааира
957,ankommen::V,ankomme,ааира
958,ankommen::V,ankomme,аара
959,ankommen::V,ankomme,анеира
960,ankommen::V,komme til,ааира
961,ankommen::V,komme til,аара
962,ankommen::V,komme til,анеира
963,zurückkommen::V,komme tilbake,азыхынҳəра
964,bleiben::V,bli,аанхара
965,bleiben::V,bli,анхара
966,bleiben::V,bli,аангылара
967,bleiben::V,forbli,аанхара
968,bleiben::V,forbli,анхара
969,bleiben::V,forbli,аангылара
970,warten::V,vente,азҧшзаара
971,erwarten::V,vente,азҧшра
972,suchen::V,søke,ашьҭазаара
973,finden::V,finne,аҧшаара
974,versuchen::V,prøve,аҽазкра
975,versuchen::V,forsøke,аҽазкра
976,vorbereiten::V,forberede,армазеира
977,lieben::V,elske,абзиабара
978,mögen::V,like,агəаҧхара
979,lachen::V,le,аччара
980,rühren::V,røre,арҵəуара
981,weinen::V,gråte,аҵəуара
982,schimpfen::V,skjelle,ацəҳара
983,sich ärgern::V,ergre seg,агəаара
984,sich fürchten::V,være redd,аӡыӡара
985,fürchten::V,være redd for,ацəшəара
986,fliehen::V,rømme,абналара
987,fliehen::V,rømme,ацəцара
988,fliehen::V,flykte,абналара
989,fliehen::V,flykte,ацəцара
990,flüchten::V,flykte,абналара
991,flüchten::V,flykte,ацəцара
992,sehen::V,se,абара
993,anschauen::V,se på,ахəаҧшра
994,anschauen::V,betrakte,ахəаҧшра
995,ansehen::V,anse,ахəаҧшра
996,hören::V,høre,аҳара
997,zuhören::V,tilhøre,азыӡырҩра
998,probieren::V,smake,аҧышəара
999,probieren::V,smake på,аҧышəара
1000,riechen::V,lukte,афыҩра
1001,fühlen::V,føle,анырра
1002,fühlen::V,føle,ацәакырра
1003,scheinen::V,se ut,шәа
1004,scheinen::V,se ut,аацәырҵа
1005,zu sehen sein::V,synes,
1006,vernehmen::V,få vite,аҳара
1007,frieren::V,fryse,ашəра
1008,frieren::V,fryse,аҵаара
1009,tun::V,gjøre,аҟаҵара
1010,können::V,kunne,алшара
1011,wollen::V,ville,аҭахра
1012,anfangen::V,begynne,алагара
1013,beenden::V,avslutte,алгара
1014,aufhören::V,slutte,аҟəыҵра
1015,aufhören::V,holde opp,аҟəыҵра
1016,gelingen::V,lykkes,аура
1017,gelingen::V,lykkes,аманшəалахара
1018,gelingen::V,lykkes,алҵра
1019,geraten::V,bli,нзаарын
1020,öffnen::V,åpne,аартра
1021,schließen::V,lukke,аркра
1022,schließen::V,stenge,аркра
1023,stellen::V,stille,аргылара
1024,setzen::V,sette,артəара
1025,legen::V,legge,ақəҵара
1026,berühren::V,berøre,акьысра
1027,berühren::V,berøre,алакьысра
1028,verbinden::V,forbinde,аҿаҳəара
1029,bedecken::V,dekke,ақəршəра
1030,aufhängen::V,henge,акнаҳара
1031,aufhängen::V,henge opp,акнаҳара
1032,anzünden::V,tenne,аркра
1033,anzünden::V,antenne,аркра
1034,anzünden::V,tenne på,аркра
1035,aufheben::V,løfte,ашьҭыхра
1036,aufheben::V,ta opp,ашьҭыхра
1037,zurücklassen::V,slippe tilbake,аныжьра
1038,verlieren::V,miste,ацəыӡра
1039,fallen lassen::V,droppe,ацəкаҳара
1040,fallen lassen::V,la falle,ацəкаҳара
1041,machen::V,lage,ачаҧара
1042,machen::V,gjøre,ачаҧара
1043,herstellen::V,fremstille,аиҵдара
1044,bauen::V,bygge,аргылара
1045,reparieren::V,reparere,арҽеира
1046,verbessern::V,rette,аиҕьтəра
1047,verbessern::V,forbedre,аиҕьтəра
1048,ändern::V,forandre,аҧсахра
1049,graben::V,grave,ажра
1050,beugen::V,bøye,арҟəра
1051,beugen::V,bøye,архəара
1052,biegen::V,bøye,арҟəра
1053,biegen::V,bøye,архəара
1054,drehen::V,dreie,аргьежьра
1055,wenden::V,vende,
1056,umdrehen::V,snu,аарҳәра
1057,heben::V,heve,аҩахара
1058,heben::V,heve,араҳара
1059,hochheben::V,løfte,ахагалара
1060,hochheben::V,løfte,ашьҭҳəара
1061,ergreifen::V,gripe,
1062,ergreifen::V,få tak i,
1063,halten::V,holde,акра
1064,drücken::V,trykke,ақəрӷəӷəара
1065,schieben::V,skyve,аҵгəара
1066,schieben::V,skyve,агəара
1067,kratzen::V,klø,ацəҟьара
1068,kratzen::V,klore,ацəҟьара
1069,lecken::V,slikke,арбзара
1070,beißen::V,bite,ацҳара
1071,abreißen::V,rive av,амжəара
1072,abschneiden::V,skjære av,ахҵəара
1073,abschneiden::V,skjære av,аҿахҵəара
1074,binden::V,binde,аҿаҳəара
1075,stecken::V,stikke,алаҵара
1076,brechen::V,bryte,аҧҵəара
1077,brechen::V,briste,аҧҵəара
1078,klopfen::V,banke,асра
1079,hauen::V,hogge,ақəкшара
1080,kleben::V,klistre,аҷабра
1081,reiben::V,gni,арҟəыҷра
1082,streichen::V,stryke,ахьшьра
1083,schleifen::V,slipe,ахра
1084,schneiden::V,klippe,аҧҟара
1085,rütteln::V,ruske,арҵысра
1086,schütteln::V,riste,аршəшəара
1087,schwenken::V,svinge,аҟьара
1088,schütten::V,helle,аҭаҭəара
1089,füllen::V,fylle,арҭəра
1090,einwickeln::V,vikle inn,алаҳəара
1091,tragen::V,bære,аҩагара
1092,schleppen::V,slepe,арҳəазара
1093,ziehen::V,dra,ахара
1094,ziehen::V,trekke,ахара
1095,aufbewahren::V,oppbevare,аҵəахра
1096,aufbewahren::V,ta vare på,аҵəахра
1097,werfen::V,kaste,аршəра
1098,fangen::V,fange,акра
1099,packen::V,gripe,анкра
1100,packen::V,gripe,аҵкаара
1101,packen::V,gripe tak i,анкра
1102,packen::V,gripe tak i,аҵкаара
1103,verstecken::V,gjemme,аҵəахра
1104,teilen::V,dele,ашара
1105,schicken::V,sende,ашьҭра
1106,bringen::V,bringe,аагара
1107,hinzufügen::V,tilføye,ацҵара
1108,bekommen::V,få,аҧшаара
1109,bekommen::V,få,архиара
1110,bekommen::V,få,аура
1111,erhalten::V,få,аиура
1112,nehmen::V,ta,агара
1113,wählen::V,velge,алҧшаара
1114,auswählen::V,velge ut,алхра
1115,bewahren::V,bevare,
1116,behindern::V,hindre,аҧырхагахара
1117,behindern::V,forhindre,аҧырхагахара
1118,verderben::V,ødelegge,алгара
1119,verderben::V,ødelegge,абжьыхра
1120,verderben::V,ødelegge,аҧхасҭатəра
1121,beschädigen::V,skade,аҧхасҭатəра
1122,zerbrechen::V,brekke i stykker,аҧҽра
1123,zerreißen::V,rive i stykker,аҧжəара
1124,zerstören::V,ødelegge,аилаҧыххаара
1125,verbrennen::V,brenne,абылра
1126,verbrennen::V,brenne opp,абылра
1127,geben::V,gi,аҭара
1128,reichen::V,rekke,аҭара
1129,schenken::V,forære,аҩгара
1130,schenken::V,skjenke,аҩгара
1131,versprechen::V,love,ақəргəыӷра
1132,wünschen::V,ønske,
1133,loben::V,rose,арҽхəара
1134,küssen::V,kysse,агəӡра
1135,wiegen::V,vogge,
1136,zudecken::V,dekke til,аҵахҩара
1137,zudecken::V,dekke til,ақəршəра
1138,wecken::V,vekke,арҿыхара
1139,zeigen::V,vise,арбара
1140,führen::V,føre,аныҟəгара
1141,lehren::V,lære,арҵара
1142,unterrichten::V,undervise,арҧхьара
1143,aufziehen::V,oppdra,ааӡара
1144,leiten::V,lede,ахагылазаара
1145,antreiben::V,drive på,арццакра
1146,lassen::V,få til å,арҟаҵара
1147,einladen::V,be,ааҕхьара
1148,einladen::V,be,анаҧхьара
1149,einladen::V,invitere,ааҕхьара
1150,einladen::V,invitere,анаҧхьара
1151,vereinigen::V,forene,аилаҵара
1152,besuchen::V,besøke,абара
1153,treffen::V,møte,аҧылара
1154,treffen::V,treffe,аҧылара
1155,sich versammeln::V,forsamles,аизара
1156,spielen::V,leke,ахəмарра
1157,spielen::V,spille,ахəмарра
1158,singen::V,synge,ашəаҳəара
1159,tanzen::V,danse,акəашара
1160,sich trennen::V,skilles,аилыҵра
1161,verlassen::V,forlate,акажьра
1162,retten::V,redde,Аиқəрхара
1163,bewachen::V,bevokte,ахьчара
1164,schützen::V,verne,ацəыхьчара
1165,schützen::V,beskytte,ацəыхьчара
1166,verteidigen::V,forsvare,ахьчара
1167,sich schlagen::V,slåss,аисра
1168,schießen::V,skyte,ахысра
1169,siegen::V,seire,аиааира
1170,ärgern::V,ergre,аргəаара
1171,treten::V,sparke,
1172,stechen::V,stikke,алакшара
1173,stoßen::V,støte,агəҭасра
1174,stehlen::V,stjele,аӡара
1175,stören::V,forstyrre,аҧырхагахара
1176,belästigen::V,plage,аргəамҵра
1177,belästigen::V,sjenere,аргəамҵра
1178,verbergen::V,gjemme,аӡара
1179,täuschen::V,villede,ажьара
1180,betrügen::V,bedra,ажьара
1181,töten::V,drepe,ашьра
1182,wohnen::V,bo,анхара
1183,arbeiten::V,arbeide,аусура
1184,sammeln::V,samle,аҟəшəара
1185,pflücken::V,plukke,аҿыршəара
1186,pflücken::V,plukke,аҿыхра
1187,jagen::V,jage,ашəарыцара
1188,fischen::V,fiske,аҧсыӡ икуеит
1189,fassen::V,fange,акра
1190,hüten::V,vokte,арҳəра
1191,hüten::V,vokte,ахьчара
1192,treiben::V,drive,акацара
1193,anbinden::V,feste,адҳəалара
1194,füttern::V,fore,акырҿаҵара
1195,melken::V,melke,ахьара
1196,hacken::V,hakke,аҟəаҟəара
1197,gießen::V,helle,аҵаҭəара
1198,reifen::V,modne,ашəра
1199,reifen::V,modne,аҟалара
1200,zubereiten::V,lage,ацура
1201,zubereiten::V,tilberede,ацура
1202,kochen::V,koke,ажəра
1203,backen::V,bake,аӡра
1204,braten::V,steke,аӡра
1205,umrühren::V,røre om,аилрыхра
1206,stricken::V,strikke,аҧара
1207,nähen::V,sy,аӡахра
1208,färben::V,farge,ашəра
1209,reinigen::V,rense,арыцқьара
1210,reinigen::V,gjøre ren,арыцқьара
1211,waschen::V,vaske,аӡәӡәара
1212,abwischen::V,tørke av,арбара
1213,spülen::V,spyle,аҭыршара
1214,spülen::V,skylle,аҭыршара
1215,fegen::V,feie,аҧссара
1216,kehren::V,koste,
1217,baden::V,bade,аҽыкəабара
1218,sich waschen::V,vaske seg,аҽыӡəӡəара
1219,ausziehen::V,ta av,ашəыхра
1220,anziehen::V,ta på,ашəҵара
1221,sich anziehen::V,kle på seg,аҽеилаҳəара
1222,kämmen::V,gre,аҳəара
1223,kämmen::V,kjemme,аҳəара
1224,schmücken::V,pynte,арҧшӡара
1225,schmücken::V,smykke,арҧшӡара
1226,sagen::V,si,аҳəара
1227,sprechen::V,snakke,ацəажəара
1228,reden::V,tale,ацəажəара
1229,reden::V,tale,аицәажәара
1230,reden::V,snakke,ацəажəара
1231,reden::V,snakke,аицәажәара
1232,sich unterhalten::V,samtale,аицәажәара
1233,fragen::V,spørre,азҵаара
1234,bitten::V,be,аҳəара
1235,erzählen::V,fortelle,аҳəара
1236,mitteilen::V,meddele,азыцҳара
1237,nennen::V,kalle,ахьӡҵара
1238,rufen::V,rope,азҿыҭра
1239,prahlen::V,skryte,аҽхəара
1240,übersetzen::V,oversette,аиҭагара
1241,denken::V,tenke,азхəыцра
1242,glauben::V,tro,ахаҵара
1243,bemerken::V,bemerke,агəаҭара
1244,bemerken::V,legge merke til,агəаҭара
1245,erkennen::V,gjenkjenne,адырра
1246,begreifen::V,begripe,аилкаара
1247,verstehen::V,forstå,аҳара
1248,verstehen::V,skjønne,аҳара
1249,lernen::V,lære,аҵара
1250,wissen::V,vite,адырра
1251,sich erinnern an::V,huske på,агəаларшəара
1252,vergessen::V,glemme,ахашҭра
1253,messen::V,måle,ашəара
1254,zählen::V,telle,аҧхьаӡара
1255,rechnen::V,regne,аҳасабра
1256,lesen::V,lese,аҧхьара
1257,malen::V,male,
1258,zeichnen::V,tegne,
1259,schreiben::V,skrive,
1260,besitzen::V,eie,амазаара
1261,besitzen::V,inneha,амазаара
1262,kaufen::V,kjøpe,Аахəара
1263,verkaufen::V,selge,аҭира
1264,bezahlen::V,betale,ахҭынҵара
1265,bezahlen::V,betale,ашəара
1266,zahlen::V,betale,ашəара
1267,beherrschen::V,beherske,
1268,ertragen::V,orke,ачҳара
1269,schlagen::V,,асра
1270,schlagen::V,,аҭасра
