,Concept_ID,no,br
829,geboren werden::V,fødes,genel
830,atmen::V,ånde,tennañ e anal
831,atmen::V,puste,tennañ e anal
832,trinken::V,drikke,evañ
833,essen::V,spise,debriñ
834,schlucken::V,svelge,lonkañ
835,müde werden::V,bli trett,skuizhañ
836,einschlafen::V,sovne,menel kousket
837,schlafen::V,sove,kousket
838,aufwachen::V,våkne,dihuniñ
839,aufstehen::V,stå opp,sevel
840,sich erholen::V,bli bra,diskuizhañ
841,sich erholen::V,komme seg,diskuizhañ
842,krank werden::V,bli syk,klañviñ
843,krank sein::V,være syk,bezañ klañv
844,schmerzen::V,gjøre vondt,skourjezañ
845,husten::V,hoste,pasaat
846,husten::V,hoste,peudal
847,genesen::V,komme seg,pareañ
848,sterben::V,dø,mervel
849,umkommen::V,omkomme,perisañ
850,sich bewegen::V,bevege seg,bouljal
851,sich rühren::V,røre på seg,fiñval
852,sich erheben::V,reise seg,sevel
853,sich setzen::V,sette sig,azezañ
854,sich setzen::V,sette sig,mont en e goazez
855,hinfallen::V,falle over ende,kouezhañ
856,laufen::V,løpe,redek
857,schreiten::V,skride,kerzhet
858,spazierengehen::V,spasere,pourmen
859,spazierengehen::V,gå en tur,pourmen
860,eilen::V,ile,hastañ
861,sich beeilen::V,skynde seg,hastañ
862,sausen::V,suse,karzhañ
863,rennen::V,løpe,redek
864,springen::V,hoppe,lammat
865,springen::V,springe,lammat
866,klettern::V,klatre,krimpat
867,schaukeln::V,huske,brañsellat
868,kriechen::V,krype,skrampañ
869,schwimmen::V,svømme,neuial
870,tauchen::V,dykke,splujañ
871,rudern::V,ro,roeñvat
872,fahren::V,kjøre,kas
873,fahren::V,kjøre,bleniañ
874,fliegen::V,fly,nijal
875,gehen::V,gå,mont
876,weggehen::V,gå bort,mont kuit
877,abfahren::V,reise,mont kuit
878,anhalten::V,stanse,chom a-sav
879,hineingehen::V,gå inn,monet e-barzh
880,eintreten::V,tre inn,monet e-barzh
881,kommen::V,komme,dont
882,ankommen::V,ankomme,erruout
883,ankommen::V,komme til,erruout
884,zurückkommen::V,komme tilbake,addonet
885,bleiben::V,bli,chom
886,bleiben::V,forbli,chom
887,warten::V,vente,gortoz
888,erwarten::V,vente,gortoz
889,suchen::V,søke,klask
890,finden::V,finne,kavout
891,versuchen::V,prøve,klask
892,versuchen::V,forsøke,klask
893,vorbereiten::V,forberede,aozañ
894,lieben::V,elske,karout
895,mögen::V,like,karout
896,lachen::V,le,c'hoarzin
897,rühren::V,røre,tenerañ
898,weinen::V,gråte,gouelañ
899,schimpfen::V,skjelle,krozal
900,sich ärgern::V,ergre seg,fachañ
901,sich ärgern::V,ergre seg,en em fachañ
902,sich fürchten::V,være redd,
903,fürchten::V,være redd for,
904,fliehen::V,rømme,tec'het
905,fliehen::V,flykte,tec'het
906,flüchten::V,flykte,tuzañ
907,sehen::V,se,gwelet
908,anschauen::V,se på,sellout ouzh
909,anschauen::V,betrakte,sellout ouzh
910,ansehen::V,anse,sellout ouzh
911,hören::V,høre,klevet
912,zuhören::V,tilhøre,selaou
913,probieren::V,smake,blasa
914,probieren::V,smake på,blasa
915,riechen::V,lukte,klevet
916,fühlen::V,føle,santout
917,scheinen::V,se ut,diskouez bezañ
918,zu sehen sein::V,synes,bezañ gwelus
919,vernehmen::V,få vite,merzhañ
920,frieren::V,fryse,anoued
921,tun::V,gjøre,ober
922,können::V,kunne,gouzout
923,wollen::V,ville,fellout da
924,wollen::V,ville,kaout c'hoant da
925,anfangen::V,begynne,kregiñ
926,beenden::V,avslutte,achuiñ
927,aufhören::V,slutte,paouez
928,aufhören::V,holde opp,paouez
929,gelingen::V,lykkes,
930,geraten::V,bli,
931,öffnen::V,åpne,digeriñ
932,schließen::V,lukke,serriñ
933,schließen::V,stenge,serriñ
934,stellen::V,stille,lakaat
935,setzen::V,sette,lakaat
936,legen::V,legge,lakaat
937,berühren::V,berøre,touch
938,verbinden::V,forbinde,eren
939,bedecken::V,dekke,goloiñ
940,aufhängen::V,henge,istribilhañ
941,aufhängen::V,henge opp,istribilhañ
942,anzünden::V,tenne,alumiñ
943,anzünden::V,tenne,c'hwezzañ
944,anzünden::V,antenne,alumiñ
945,anzünden::V,antenne,c'hwezzañ
946,anzünden::V,tenne på,alumiñ
947,anzünden::V,tenne på,c'hwezzañ
948,aufheben::V,løfte,dastum
949,aufheben::V,ta opp,dastum
950,zurücklassen::V,slippe tilbake,lezel
951,verlieren::V,miste,koll
952,fallen lassen::V,droppe,laoskel
953,fallen lassen::V,droppe,lezel da gouezhel
954,fallen lassen::V,la falle,laoskel
955,fallen lassen::V,la falle,lezel da gouezhel
956,machen::V,lage,ober
957,machen::V,gjøre,ober
958,herstellen::V,fremstille,fardañ
959,bauen::V,bygge,sevel
960,reparieren::V,reparere,adaozañ
961,verbessern::V,rette,gwellaat
962,verbessern::V,forbedre,gwellaat
963,ändern::V,forandre,cheñch
964,graben::V,grave,kleuzañ
965,beugen::V,bøye,plegañ
966,biegen::V,bøye,krommañ
967,drehen::V,dreie,treiñ
968,wenden::V,vende,treiñ
969,umdrehen::V,snu,treiñ
970,heben::V,heve,sevel
971,hochheben::V,løfte,sevel
972,ergreifen::V,gripe,kemer
973,ergreifen::V,få tak i,kemer
974,halten::V,holde,dalc'hen
975,drücken::V,trykke,bountañ
976,schieben::V,skyve,poulzañ
977,kratzen::V,klø,skrabat
978,kratzen::V,klore,skrabat
979,lecken::V,slikke,lipat
980,beißen::V,bite,kregiñ
981,abreißen::V,rive av,diframmañ
982,abschneiden::V,skjære av,troc'hañ
983,binden::V,binde,stagañ
984,stecken::V,stikke,sankañ
985,brechen::V,bryte,darnaouiñ
986,brechen::V,briste,darnaouiñ
987,klopfen::V,banke,skoiñ
988,hauen::V,hogge,dornañ
989,kleben::V,klistre,pegañ
990,reiben::V,gni,taravat
991,reiben::V,gni,trekiñ
992,streichen::V,stryke,toazañ
993,schleifen::V,slipe,lemmañ
994,schneiden::V,klippe,troc'hañ
995,rütteln::V,ruske,tordorosañ
996,schütteln::V,riste,hejañ
997,schwenken::V,svinge,
998,schütten::V,helle,diskargañ
999,füllen::V,fylle,kargañ
1000,einwickeln::V,vikle inn,gronnañ
1001,tragen::V,bære,dougen
1002,schleppen::V,slepe,stlejal
1003,ziehen::V,dra,sachañ
1004,ziehen::V,trekke,sachañ
1005,aufbewahren::V,oppbevare,miret
1006,aufbewahren::V,ta vare på,miret
1007,werfen::V,kaste,teuler
1008,fangen::V,fange,tapañ
1009,packen::V,gripe,krapat
1010,packen::V,gripe tak i,krapat
1011,verstecken::V,gjemme,kuzhat
1012,teilen::V,dele,rannañ
1013,schicken::V,sende,kas
1014,bringen::V,bringe,degas
1015,hinzufügen::V,tilføye,lakat ouzhpenn
1016,bekommen::V,få,kaout
1017,erhalten::V,få,kaout
1018,nehmen::V,ta,kemer
1019,wählen::V,velge,choaz
1020,auswählen::V,velge ut,dibab
1021,bewahren::V,bevare,mirout
1022,behindern::V,hindre,diaezañ
1023,behindern::V,forhindre,diaezañ
1024,verderben::V,ødelegge,lovrañ
1025,beschädigen::V,skade,gwallegañ
1026,zerbrechen::V,brekke i stykker,torriñ
1027,zerreißen::V,rive i stykker,diroegiñ
1028,zerstören::V,ødelegge,distrujañ
1029,verbrennen::V,brenne,deviñ
1030,verbrennen::V,brenne opp,deviñ
1031,geben::V,gi,reiñ
1032,reichen::V,rekke,
1033,schenken::V,forære,donezonañ
1034,schenken::V,skjenke,donezonañ
1035,versprechen::V,love,prometiñ
1036,wünschen::V,ønske,hetiñ
1037,loben::V,rose,feurmiñ
1038,küssen::V,kysse,pokat
1039,wiegen::V,vogge,pouezañ
1040,zudecken::V,dekke til,goloiñ
1041,wecken::V,vekke,dihuniñ
1042,zeigen::V,vise,diskouez
1043,führen::V,føre,kas
1044,lehren::V,lære,deskiñ
1045,unterrichten::V,undervise,kelenn
1046,aufziehen::V,oppdra,
1047,leiten::V,lede,bleinañ
1048,antreiben::V,drive på,poulzañ
1049,lassen::V,få til å,leuskel
1050,einladen::V,be,pediñ
1051,einladen::V,invitere,pediñ
1052,vereinigen::V,forene,unisañ
1053,besuchen::V,besøke,gweladenniñ
1054,treffen::V,møte,kejal
1055,treffen::V,møte,ankontrañ
1056,treffen::V,treffe,kejal
1057,treffen::V,treffe,ankontrañ
1058,sich versammeln::V,forsamles,bodennañ
1059,spielen::V,leke,c'hoari
1060,spielen::V,spille,c'hoari
1061,singen::V,synge,kanañ
1062,tanzen::V,danse,dañsal
1063,sich trennen::V,skilles,dispartiañ
1064,verlassen::V,forlate,lezel
1065,retten::V,redde,saveteiñ
1066,bewachen::V,bevokte,mesa
1067,schützen::V,verne,diwall
1068,schützen::V,beskytte,diwall
1069,verteidigen::V,forsvare,difenn
1070,sich schlagen::V,slåss,lopañ
1071,schießen::V,skyte,
1072,siegen::V,seire,trec'hiñ
1073,ärgern::V,ergre,hegasiñ
1074,treten::V,sparke,botaouiñ
1075,stechen::V,stikke,pikat
1076,stoßen::V,støte,stokañ
1077,stehlen::V,stjele,laerezh
1078,stören::V,forstyrre,direnkañ
1079,belästigen::V,plage,dregasiñ
1080,belästigen::V,sjenere,dregasiñ
1081,verbergen::V,gjemme,skoachañ
1082,täuschen::V,villede,tromplañ
1083,betrügen::V,bedra,lorbañ
1084,töten::V,drepe,lazhañ
1085,wohnen::V,bo,bezañ o chom
1086,arbeiten::V,arbeide,labourat
1087,sammeln::V,samle,dastum
1088,pflücken::V,plukke,kuntuilhañ
1089,jagen::V,jage,chaseal
1090,fischen::V,fiske,pesketa
1091,fassen::V,fange,pakañ
1092,hüten::V,vokte,geota
1093,treiben::V,drive,
1094,anbinden::V,feste,stagañ
1095,füttern::V,fore,boueta
1096,melken::V,melke,goro
1097,hacken::V,hakke,difrakal
1098,gießen::V,helle,dourañ
1099,reifen::V,modne,azviñ
1100,zubereiten::V,lage,keginañ
1101,zubereiten::V,tilberede,keginañ
1102,kochen::V,koke,poazhañ
1103,backen::V,bake,fritañ
1104,braten::V,steke,rostañ
1105,umrühren::V,røre om,
1106,stricken::V,strikke,stammañ
1107,nähen::V,sy,gwriat
1108,färben::V,farge,livañ
1109,reinigen::V,rense,naetañ
1110,reinigen::V,gjøre ren,naetañ
1111,waschen::V,vaske,gwalc'hiñ
1112,abwischen::V,tørke av,torchañ
1113,spülen::V,spyle,disgwalc'hiñ
1114,spülen::V,skylle,disgwalc'hiñ
1115,fegen::V,feie,skubañ
1116,kehren::V,koste,skubañ
1117,baden::V,bade,kouronkañ
1118,sich waschen::V,vaske seg,en em walc'hiñ
1119,ausziehen::V,ta av,
1120,anziehen::V,ta på,
1121,sich anziehen::V,kle på seg,gwiskañ
1122,kämmen::V,gre,kribat
1123,kämmen::V,kjemme,kribat
1124,schmücken::V,pynte,kinklañ
1125,schmücken::V,smykke,kinklañ
1126,sagen::V,si,larêt
1127,sagen::V,si,lavaret
1128,sprechen::V,snakke,komz
1129,reden::V,tale,kaozeal
1130,reden::V,snakke,kaozeal
1131,sich unterhalten::V,samtale,balbotal
1132,fragen::V,spørre,goulenn
1133,bitten::V,be,goulenn
1134,erzählen::V,fortelle,kontañ
1135,mitteilen::V,meddele,kemenn
1136,nennen::V,kalle,anviñ
1137,rufen::V,rope,gelver
1138,prahlen::V,skryte,fougeal
1139,übersetzen::V,oversette,treiñ
1140,denken::V,tenke,soñjal
1141,glauben::V,tro,krediñ
1142,bemerken::V,bemerke,apresevañ
1143,bemerken::V,legge merke til,apresevañ
1144,erkennen::V,gjenkjenne,anavout
1145,begreifen::V,begripe,meizañ
1146,verstehen::V,forstå,kompren
1147,verstehen::V,skjønne,kompren
1148,lernen::V,lære,deskiñ
1149,wissen::V,vite,gouzout
1150,sich erinnern an::V,huske på,kaout soñj e
1151,vergessen::V,glemme,ankouaat
1152,messen::V,måle,muzuliañ
1153,zählen::V,telle,kontañ
1154,rechnen::V,regne,jedañ
1155,lesen::V,lese,lenn
1156,malen::V,male,livañ
1157,zeichnen::V,tegne,tresañ
1158,schreiben::V,skrive,skrivañ
1159,besitzen::V,eie,kaout
1160,besitzen::V,inneha,kaout
1161,kaufen::V,kjøpe,prenañ
1162,verkaufen::V,selge,gwerzhañ
1163,bezahlen::V,betale,paeañ
1164,zahlen::V,betale,paeañ
1165,beherrschen::V,beherske,mestroniañ
1166,ertragen::V,orke,anduriñ
1167,schlagen::V,,skeiñ
