,Concept_ID,et,uz
805,steigen::V,üles minema,oshmoq
806,wachsen::V,kasvama,o'smoq
807,glänzen::V,läikimä,porlamoq
808,funkeln::V,sädelema,yalt ätmoq
809,lärmen::V,lärmama,taraq ätmoq
810,läuten::V,helisema,jiringlamoq
811,klingeln::V,helisema,jiringlamoq
812,klirren::V,kõlisema,sharaqlamoq
813,brausen::V,kohisema,vag'illamoq
814,rauschen::V,kohisema,shitirlamoq
815,klingen::V,kõlama,yangramoq
816,bellen::V,haukuma,hurmoq
817,heulen::V,uluma,uvlamoq
818,blasen::V,puhuma,puflamoq
819,pfeifen::V,vilistama,xushtak chalmoq 
820,schreien::V,karjuma,qiyqirmoq
821,stöhnen::V,oigama,nola qilmoq
822,zittern::V,värisema,titramoq
823,leben::V,elama,yashamoq
824,leben::V,elus olema,yashamoq
825,geboren werden::V,sündima,tug'ilmoq
826,atmen::V,hingama,nafas chiqarmoq
827,trinken::V,jooma,ichmoq
828,essen::V,sööma,emoq
829,schlucken::V,neelama,yutmoq
830,müde werden::V,väsima,horimoq
831,einschlafen::V,uinuma,uxlab qolmoq
832,schlafen::V,magama,uxlamoq
833,aufwachen::V,ärkama,uyg'onmoq
834,aufstehen::V,ärkama,qo'pmoq
835,aufstehen::V,üles tõusma,qo'pmoq
836,sich erholen::V,puhkama,dam olmoq
837,krank werden::V,haigestuma,kasallanmoq
838,krank werden::V,haigeks jääma,kasallanmoq
839,krank sein::V,haige olema,betob yotmoq
840,schmerzen::V,valutama,og'rimoq
841,husten::V,köhima,yo'talmoq
842,genesen::V,toibuma,tuzalmoq
843,sterben::V,surema,o'lmoq
844,umkommen::V,surma saama,halok bo'lmoq
845,sich bewegen::V,liikuma,harakat qilmoq
846,sich rühren::V,liikuma,qimirlamoq
847,sich erheben::V,kerkima,qo'pmoq
848,sich setzen::V,istet võtma,o'tirmoq
849,hinfallen::V,kukkuma,yiqilmoq
850,hinfallen::V,maha kukkuma,yiqilmoq
851,laufen::V,kõndima,yurmoq
852,schreiten::V,astuma,yurmoq
853,spazierengehen::V,jalutama,sayr ätmoq
854,eilen::V,ruttama,tezlamoq
855,eilen::V,kiirustama,tezlamoq
856,sich beeilen::V,ruttama,shoshmoq
857,sich beeilen::V,kiirustama,shoshmoq
858,sausen::V,kihutama,chopqillamoq
859,sausen::V,tormama,chopqillamoq
860,rennen::V,jooksma,yugurmoq
861,rennen::V,kihutama,yugurmoq
862,springen::V,hüppama,sakramoq
863,klettern::V,ronima,yuqorilamoq
864,schaukeln::V,kiikuma,irg'amoq
865,kriechen::V,roomama,ämaklamoq
866,schwimmen::V,ujuma,suzmoq
867,tauchen::V,sukelduma,chu'mmoq
868,rudern::V,sõudma,eshkak eshmoq
869,fahren::V,sõitma,haydamoq
870,fliegen::V,lendama,uchmoq
871,gehen::V,käima,bormoq
872,gehen::V,minema,bormoq
873,weggehen::V,ära minema,ketoq
874,weggehen::V,välja minema,ketoq
875,abfahren::V,väljuma,jo'namoq
876,abfahren::V,ära sõitma,jo'namoq
877,anhalten::V,peatuma,to'xtamoq
878,hineingehen::V,sisenema,kirmoq
879,hineingehen::V,sisse minema,kirmoq
880,eintreten::V,sisenema,kirmoq
881,eintreten::V,sisse astuma,kirmoq
882,kommen::V,tulema,kelmoq
883,ankommen::V,saabuma,etib kelmoq
884,zurückkommen::V,tagasi tulema,qaytib kelmoq
885,bleiben::V,jääma,qolmoq
886,warten::V,ootama,poylamoq
887,erwarten::V,ootama,kutmoq
888,erwarten::V,lootma,kutmoq
889,suchen::V,otsima,izlamoq
890,finden::V,leidma,topmoq
891,versuchen::V,püüdma,chalishmoq
892,versuchen::V,üritama,chalishmoq
893,versuchen::V,katsetama,chalishmoq
894,vorbereiten::V,valmistama,hozirlamoq
895,lieben::V,armastama,sevmoq
896,mögen::V,sallima,ardoqlamoq
897,mögen::V,meeldima,ardoqlamoq
898,lachen::V,naerma,kulmoq
899,rühren::V,liigutama,ta'sirlantirmoq
900,rühren::V,heldima panema,ta'sirlantirmoq
901,weinen::V,nutma,yig'lamoq
902,schimpfen::V,sõimama,koyinmoq
903,sich ärgern::V,ärrituma,g'azab qilmoq
904,sich ärgern::V,vihastuma,g'azab qilmoq
905,sich fürchten::V,kartma,hurkmoq
906,sich fürchten::V,hirmu tundma,hurkmoq
907,fürchten::V,kartma,qo'rqmoq
908,fliehen::V,põgenema,qochmoq
909,flüchten::V,põgenema,qochmoq
910,sehen::V,nägema,ko'rmoq
911,anschauen::V,vaatama,razm solmoq
912,ansehen::V,vaatama,razm qilmoq
913,hören::V,kuulma,äshitmoq
914,zuhören::V,kuulama,tinglamoq
915,probieren::V,proovima,tatib ko'rmoq
916,riechen::V,nuusutama,iskamoq
917,fühlen::V,tundma,sezmoq
918,scheinen::V,näida,tuyilmoq
919,scheinen::V,ilmuda,tuyilmoq
920,zu sehen sein::V,ilmuma,ko'rinmoq
921,vernehmen::V,üle kuulama,äshitmoq
922,frieren::V,külmetada,sovuq qotmoq
923,tun::V,tegema,ätmoq
924,können::V,võima,-a olmoq
925,können::V,võima,-y olmoq
926,können::V,oskama,-a olmoq
927,können::V,oskama,-y olmoq
928,wollen::V,tahtma,istamoq
929,anfangen::V,hakkama,boshlamoq
930,anfangen::V,alustama,boshlamoq
931,beenden::V,lõpetama,bitirmoq
932,aufhören::V,lakkama,tinmoq
933,gelingen::V,õnnestuma,muvaffaqiyat qozonmoq
934,geraten::V,jõudma,bo'lmoq
935,öffnen::V,avama,ochmoq
936,schließen::V,sulgema,yopmoq
937,stellen::V,panema,qo'ymoq
938,stellen::V,asetama,qo'ymoq
939,setzen::V,panema,o'tqazmoq
940,legen::V,panema,yotqizmoq
941,legen::V,asetama,yotqizmoq
942,berühren::V,riivama,tegmoq
943,berühren::V,puudutama,tegmoq
944,verbinden::V,ühendama,ulamoq
945,bedecken::V,katma,bekitmoq
946,aufhängen::V,riputama,ildirmoq
947,anzünden::V,süütama,yondirmoq
948,aufheben::V,üles tõstma,ko'tarmoq
949,zurücklassen::V,jätma,ayrilmoq
950,verlieren::V,kaotama,yo'qotmoq
951,fallen lassen::V,maha pillama,tushirmoq
952,fallen lassen::V,kukkuda laskma,tushirmoq
953,machen::V,tegema,qilmoq
954,herstellen::V,valmistama,chiqarmoq
955,bauen::V,ehitama,solmoq
956,reparieren::V,parandama,tuzatmoq
957,verbessern::V,parandama,isloh qilmoq
958,ändern::V,muutma,o'zgartirmoq
959,ändern::V,ümber tegema,o'zgartirmoq
960,graben::V,kaevama,qazimoq
961,beugen::V,painutama,bukmoq
962,biegen::V,painutama,bukmoq
963,drehen::V,keerama,aylantirmoq
964,wenden::V,ümber pöörama,burmoq
965,umdrehen::V,ümber keerama,ag'darmoq
966,heben::V,tõstma,yuksaltirmoq
967,hochheben::V,üles tõstma,ko'tarmoq
968,hochheben::V,kõrgele tõstma,ko'tarmoq
969,ergreifen::V,haarama,tutamlamoq
970,halten::V,hoidma,tutmoq
971,drücken::V,pigistama,bosmoq
972,schieben::V,lükkama,surmoq
973,kratzen::V,kraapima,qashimoq
974,lecken::V,lakkuma,mijimoq
975,beißen::V,purema,tishlamoq
976,beißen::V,hammustama,tishlamoq
977,abreißen::V,rebima,emirmoq
978,abreißen::V,ära rebima,emirmoq
979,abschneiden::V,ära lõikama,cho'rt kesmoq
980,binden::V,siduma,bog'lamoq
981,stecken::V,pistma,suqmoq
982,brechen::V,murdma,sindirmoq
983,klopfen::V,koputama,dukurlamoq
984,hauen::V,lööma,urmoq
985,kleben::V,kleepima,yopishtirmoq
986,reiben::V,hõõruma,surkamoq
987,streichen::V,silitama,surkamoq
988,schleifen::V,lihvima,qayramoq
989,schleifen::V,teritama,qayramoq
990,schneiden::V,lõikama,kesmoq
991,rütteln::V,raputama,chayqamoq
992,schütteln::V,raputama,chayqamoq
993,schütteln::V,loksutama,chayqamoq
994,schwenken::V,vehkima,chayqatmoq
995,schwenken::V,lehvitama,chayqatmoq
996,schütten::V,kallama,quymoq
997,füllen::V,täitma,to'ldirmoq
998,einwickeln::V,sisse mähkima,chulg'amoq
999,tragen::V,kandma,tashimoq
1000,schleppen::V,tassima,sudramoq
1001,schleppen::V,lohistama,sudramoq
1002,ziehen::V,vedama,tortmoq
1003,ziehen::V,tõmbama,tortmoq
1004,aufbewahren::V,säilitama,tutmoq
1005,aufbewahren::V,alal hoidma,tutmoq
1006,werfen::V,viskama,tashlamoq
1007,fangen::V,püüdma,tutmoq
1008,packen::V,kinni haarama,opqochmoq
1009,packen::V,kinni võtma,opqochmoq
1010,verstecken::V,peitma,yashirmoq
1011,teilen::V,jagama,bo'lmoq
1012,teilen::V,jaotama,bo'lmoq
1013,schicken::V,saatma,yubormoq
1014,bringen::V,viima,keltirmoq
1015,hinzufügen::V,lisama,tirkamoq
1016,bekommen::V,saama,olmoq
1017,erhalten::V,saama,olmoq
1018,nehmen::V,võtma,olmoq
1019,wählen::V,valima,saylamoq
1020,auswählen::V,valima,saylamoq
1021,bewahren::V,hoidma,saqlamoq
1022,behindern::V,takistama,xalal bermoq
1023,verderben::V,rikkuma,xazon qilmoq
1024,beschädigen::V,rikkuma,buzmoq
1025,zerbrechen::V,katki tegema,sindirmoq
1026,zerreißen::V,katki rebima,yirtmoq
1027,zerstören::V,purustama,vayron qilmoq
1028,verbrennen::V,põletama,kuydirmoq
1029,geben::V,andma,bermoq
1030,reichen::V,andma,bermoq
1031,reichen::V,ulatama,bermoq
1032,schenken::V,kinkima,sovg'a qilmoq
1033,versprechen::V,lubama,va'da bermoq
1034,versprechen::V,tõotama,va'da bermoq
1035,wünschen::V,soovima,orziqmoq
1036,loben::V,kiitma,maqtamoq
1037,küssen::V,suudlema,o'pmoq
1038,wiegen::V,hällitama,tebratmoq
1039,zudecken::V,kaanetama,yopmoq
1040,zudecken::V,kinni katma,yopmoq
1041,wecken::V,äratama,uyg'otmoq
1042,zeigen::V,näitama,ko'rsatmoq
1043,führen::V,juhatama,boshlik bo'lmoq
1044,lehren::V,õpetama,o'rgatmoq
1045,unterrichten::V,õpetama,dars bermoq
1046,aufziehen::V,üles kasvatama,o'stirmoq
1047,leiten::V,juhtima,boshqarmoq
1048,antreiben::V,ergutama,shoshiltirmoq
1049,lassen::V,laskma,ruxsat bermoq
1050,einladen::V,kutsuma,taklif kilmoq
1051,vereinigen::V,ühendama,qo'shmoq
1052,besuchen::V,külastama,mehmonga bormoq
1053,treffen::V,kohtama,duchor bo'lmoq
1054,sich versammeln::V,kogunema,to'planmoq
1055,spielen::V,mängima,o'ynamoq
1056,singen::V,laulma,yalla qilmoq
1057,tanzen::V,tantsima,raqs qilmoq
1058,sich trennen::V,lahku minema,yakkalanmoq
1059,verlassen::V,maha jätma,qoldirmoq
1060,retten::V,päästma,qutqazmoq
1061,bewachen::V,valvama,qo'rimoq
1062,schützen::V,kaitsma,yoniga olmoq
1063,verteidigen::V,kaitsma,yoqlamoq
1064,sich schlagen::V,kaklema,yoqalashmoq
1065,schießen::V,tulistama,otmoq
1066,siegen::V,võitma,engmoq
1067,ärgern::V,ärritama,jahl chiqarmoq
1068,ärgern::V,vihastama,jahl chiqarmoq
1069,schlagen::V,lööma,urmoq
1070,treten::V,sõtkuma,tepmoq
1071,stechen::V,pistma,qadamoq
1072,stechen::V,torkama,qadamoq
1073,stoßen::V,tõukama,turtmoq
1074,stehlen::V,varastama,o'g'rilamoq
1075,stören::V,segama,tebratmoq
1076,stören::V,häirima,tebratmoq
1077,belästigen::V,ahistama,g'ashini keltirmoq
1078,verbergen::V,peitma,berkitmoq
1079,verbergen::V,varjama,berkitmoq
1080,täuschen::V,petma,aldamoq
1081,täuschen::V,tüssama,aldamoq
1082,betrügen::V,petma,tirriq qilmoq
1083,betrügen::V,tüssama,tirriq qilmoq
1084,betrügen::V,truudust murtma,tirriq qilmoq
1085,töten::V,tapma,o'ldirmoq
1086,töten::V,surmama,o'ldirmoq
1087,wohnen::V,elama,istiqomat qilmoq
1088,arbeiten::V,töötama,ishlamoq
1089,sammeln::V,koguma,yig'moq
1090,sammeln::V,korjama,yig'moq
1091,pflücken::V,noppima,termoq
1092,jagen::V,jahtima,ov qilmoq
1093,fischen::V,kalastama,baliq ovlamoq
1094,fischen::V,kala püüdma,baliq ovlamoq
1095,fassen::V,püüdma,ilinmoq
1096,hüten::V,karjatama,boqtirmoq
1097,treiben::V,ajama,haydamoq
1098,anbinden::V,kinni siduma,bog'lamoq
1099,füttern::V,söötma,edirmoq
1100,melken::V,lüpsma,sog'moq
1101,hacken::V,raiuma,chopmoq
1102,hacken::V,lõhkuma,chopmoq
1103,gießen::V,kastma,oqizmoq
1104,reifen::V,valmima,qizarmoq
1105,zubereiten::V,valmistama,pishirmoq
1106,kochen::V,keetma,qaynatmoq
1107,backen::V,küpsetama,yopmoq
1108,braten::V,praadima,qovurmoq
1109,umrühren::V,segama,atalamoq
1110,stricken::V,kuduma,to'qimoq
1111,nähen::V,õmblema,tikmoq
1112,färben::V,värvima,bo'yoqlamoq
1113,reinigen::V,puhastama,tozalamoq
1114,waschen::V,pesema,yuvmoq
1115,abwischen::V,puhtaks pühkima,surkamoq
1116,spülen::V,uhtma,chaymoq
1117,fegen::V,pühkima,cho'tkalamoq
1118,kehren::V,pühkima,supurmoq
1119,baden::V,suplema,cho'milmoq
1120,baden::V,kümblema,cho'milmoq
1121,sich waschen::V,end pesema,yuvinmoq
1122,ausziehen::V,käest võtma,echintirmoq
1123,ausziehen::V,jalast võtma,echintirmoq
1124,ausziehen::V,seljast võtma,echintirmoq
1125,anziehen::V,jalga panema,kiymoq
1126,sich anziehen::V,riietuma,kiyinmoq
1127,kämmen::V,kammima,taramoq
1128,schmücken::V,kaunistama,yasatmoq
1129,sagen::V,ütlema,aytmoq
1130,sprechen::V,rääkima,so'zlamoq
1131,sprechen::V,kõnelema,so'zlamoq
1132,reden::V,kõnelema,gapirmoq
1133,sich unterhalten::V,vestlema,suhbatlashmoq
1134,fragen::V,küsima,so'ramoq
1135,bitten::V,paluma,iltimos qilmoq
1136,erzählen::V,jutustama,aytib bermoq
1137,mitteilen::V,teatama,bildirmoq
1138,mitteilen::V,teada andma,bildirmoq
1139,nennen::V,nimetama,atamoq
1140,rufen::V,kutsuma,chaqirmoq
1141,prahlen::V,hooplema,gerdaymoq
1142,übersetzen::V,tõlkima,tarjima qilmoq
1143,denken::V,mõtlema,o'ylamoq
1144,glauben::V,uskuma,ishonmoq
1145,bemerken::V,märkama,payqamoq
1146,erkennen::V,ära tundma,tanimoq
1147,begreifen::V,aru saama,tushunmoq
1148,verstehen::V,mõistma,anglamoq
1149,lernen::V,õppima,o'qimoq
1150,wissen::V,teadma,bilmoq
1151,sich erinnern an::V,mäletama,äsni tanimoq
1152,vergessen::V,unustama,unutmoq
1153,messen::V,mõõtma,o'lchamoq
1154,zählen::V,loendama,raqamlamoq
1155,rechnen::V,arvutama,cho'tlamoq
1156,lesen::V,lugema,o'qimoq
1157,malen::V,maalima,rasm solmoq
1158,zeichnen::V,joonistama,chizmoq
1159,schreiben::V,kirjutama,yozmoq
1160,besitzen::V,omama,ägalamoq
1161,kaufen::V,ostma,olmoq
1162,verkaufen::V,müüma,sotmoq
1163,bezahlen::V,tasuma,to'lamoq
1164,zahlen::V,maksma,to'lamoq
1165,beherrschen::V,valitsema,ägalamoq
1166,ertragen::V,taluma,chidamoq
