,Concept_ID,et,zh
855,kriechen::V,roomama,爬行
856,schwimmen::V,ujuma,游泳
857,tauchen::V,sukelduma,潜水
858,rudern::V,sõudma,划船
859,fahren::V,sõitma,行驶
860,fliegen::V,lendama,飞
861,gehen::V,käima,走
862,gehen::V,minema,走
863,weggehen::V,ära minema,离去
864,weggehen::V,välja minema,离去
865,abfahren::V,väljuma,出发
866,abfahren::V,ära sõitma,出发
867,anhalten::V,peatuma,停住
868,hineingehen::V,sisenema,进去
869,hineingehen::V,sisse minema,进去
870,eintreten::V,sisenema,进入
871,eintreten::V,sisse astuma,进入
872,kommen::V,tulema,来
873,ankommen::V,saabuma,到达
874,zurückkommen::V,tagasi tulema,回来
875,bleiben::V,jääma,停留
876,warten::V,ootama,等
877,erwarten::V,ootama,等候
878,erwarten::V,lootma,等候
879,suchen::V,otsima,找
880,finden::V,leidma,找到
881,versuchen::V,püüdma,尝试
882,versuchen::V,üritama,尝试
883,versuchen::V,katsetama,尝试
884,vorbereiten::V,valmistama,预备
885,lieben::V,armastama,爱
886,mögen::V,sallima,喜欢
887,mögen::V,meeldima,喜欢
888,lachen::V,naerma,笑
889,rühren::V,liigutama,
890,rühren::V,heldima panema,
891,weinen::V,nutma,哭
892,schimpfen::V,sõimama,骂
893,sich ärgern::V,ärrituma,生气
894,sich ärgern::V,vihastuma,生气
895,sich fürchten::V,kartma,害怕
896,sich fürchten::V,hirmu tundma,害怕
897,fürchten::V,kartma,害怕
898,fliehen::V,põgenema,逃走
899,flüchten::V,põgenema,逃跑
900,sehen::V,nägema,看
901,anschauen::V,vaatama,注视
902,ansehen::V,vaatama,注视
903,hören::V,kuulma,听
904,zuhören::V,kuulama,倾听
905,probieren::V,proovima,尝
906,riechen::V,nuusutama,闻
907,fühlen::V,tundma,感到
908,scheinen::V,näida,照耀
909,scheinen::V,ilmuda,照耀
910,zu sehen sein::V,ilmuma,可以看到
911,vernehmen::V,üle kuulama,审讯
912,frieren::V,külmetada,觉得冷
913,tun::V,tegema,作
914,können::V,võima,能
915,können::V,oskama,能
916,wollen::V,tahtma,要
917,anfangen::V,hakkama,开始
918,anfangen::V,alustama,开始
919,beenden::V,lõpetama,结束
920,aufhören::V,lakkama,停止
921,gelingen::V,õnnestuma,成功
922,geraten::V,jõudma,陷于
923,öffnen::V,avama,打开
924,schließen::V,sulgema,关
925,stellen::V,panema,放
926,stellen::V,asetama,放
927,setzen::V,panema,放
928,legen::V,panema,摆
929,legen::V,asetama,摆
930,berühren::V,riivama,触
931,berühren::V,puudutama,触
932,verbinden::V,ühendama,联结
933,bedecken::V,katma,覆盖
934,aufhängen::V,riputama,挂
935,anzünden::V,süütama,点
936,aufheben::V,üles tõstma,拾起
937,zurücklassen::V,jätma,遗留
938,verlieren::V,kaotama,丧失
939,fallen lassen::V,maha pillama,让掉下
940,fallen lassen::V,kukkuda laskma,让掉下
941,machen::V,tegema,做
942,herstellen::V,valmistama,生产
943,bauen::V,ehitama,建造
944,reparieren::V,parandama,修理
945,verbessern::V,parandama,改进
946,ändern::V,muutma,改变
947,ändern::V,ümber tegema,改变
948,graben::V,kaevama,挖
949,beugen::V,painutama,弯下
950,biegen::V,painutama,弯
951,drehen::V,keerama,转动
952,wenden::V,ümber pöörama,转动
953,umdrehen::V,ümber keerama,转动
954,heben::V,tõstma,举起
955,hochheben::V,üles tõstma,抬高
956,hochheben::V,kõrgele tõstma,抬高
957,ergreifen::V,haarama,抓住
958,halten::V,hoidma,拿着
959,drücken::V,pigistama,压
960,schieben::V,lükkama,推
961,kratzen::V,kraapima,搔
962,lecken::V,lakkuma,舔
963,beißen::V,purema,咬
964,beißen::V,hammustama,咬
965,abreißen::V,rebima,撕下
966,abreißen::V,ära rebima,撕下
967,abschneiden::V,ära lõikama,切断
968,binden::V,siduma,捆
969,stecken::V,pistma,插
970,brechen::V,murdma,断裂
971,klopfen::V,koputama,敲
972,hauen::V,lööma,揍
973,kleben::V,kleepima,粘
974,reiben::V,hõõruma,摩擦
975,streichen::V,silitama,涂
976,schleifen::V,lihvima,拖曳
977,schleifen::V,teritama,拖曳
978,schneiden::V,lõikama,切
979,rütteln::V,raputama,颠簸
980,schütteln::V,raputama,摇动
981,schütteln::V,loksutama,摇动
982,schwenken::V,vehkima,摇动
983,schwenken::V,lehvitama,摇动
984,schütten::V,kallama,倒
985,füllen::V,täitma,填满
986,einwickeln::V,sisse mähkima,包
987,tragen::V,kandma,提
988,schleppen::V,tassima,扛
989,schleppen::V,lohistama,扛
990,ziehen::V,vedama,拉
991,ziehen::V,tõmbama,拉
992,aufbewahren::V,säilitama,保存
993,aufbewahren::V,alal hoidma,保存
994,werfen::V,viskama,扔
995,fangen::V,püüdma,捕捉
996,packen::V,kinni haarama,抓住
997,packen::V,kinni võtma,抓住
998,verstecken::V,peitma,藏
999,teilen::V,jagama,分
1000,teilen::V,jaotama,分
1001,schicken::V,saatma,派遣
1002,bringen::V,viima,带来
1003,hinzufügen::V,lisama,添加
1004,bekommen::V,saama,得到
1005,erhalten::V,saama,接到
1006,nehmen::V,võtma,拿
1007,wählen::V,valima,挑选
1008,auswählen::V,valima,选择
1009,bewahren::V,hoidma,保持
1010,behindern::V,takistama,防碍
1011,verderben::V,rikkuma,败坏
1012,beschädigen::V,rikkuma,损坏
1013,zerbrechen::V,katki tegema,破碎
1014,zerreißen::V,katki rebima,撕碎
1015,zerstören::V,purustama,毁坏
1016,verbrennen::V,põletama,燃烧
1017,geben::V,andma,给
1018,reichen::V,andma,递给
1019,reichen::V,ulatama,递给
1020,schenken::V,kinkima,赠送
1021,versprechen::V,lubama,许诺
1022,versprechen::V,tõotama,许诺
1023,wünschen::V,soovima,祝
1024,loben::V,kiitma,表扬
1025,küssen::V,suudlema,亲
1026,wiegen::V,hällitama,轻摇
1027,zudecken::V,kaanetama,盖上
1028,zudecken::V,kinni katma,盖上
1029,wecken::V,äratama,唤起
1030,zeigen::V,näitama,指
1031,führen::V,juhatama,带领
1032,lehren::V,õpetama,教
1033,unterrichten::V,õpetama,讲课
1034,aufziehen::V,üles kasvatama,抚养
1035,leiten::V,juhtima,领导
1036,antreiben::V,ergutama,催促
1037,lassen::V,laskma,让
1038,einladen::V,kutsuma,邀请
1039,vereinigen::V,ühendama,统一
1040,besuchen::V,külastama,参观
1041,treffen::V,kohtama,会面
1042,sich versammeln::V,kogunema,聚集
1043,spielen::V,mängima,玩
1044,singen::V,laulma,唱歌
1045,tanzen::V,tantsima,跳舞
1046,sich trennen::V,lahku minema,分别
1047,verlassen::V,maha jätma,离开
1048,retten::V,päästma,救
1049,bewachen::V,valvama,守卫
1050,schützen::V,kaitsma,保护
1051,verteidigen::V,kaitsma,保卫
1052,sich schlagen::V,kaklema,打架
1053,schießen::V,tulistama,射击
1054,siegen::V,võitma,获胜
1055,ärgern::V,ärritama,激怒
1056,ärgern::V,vihastama,激怒
1057,schlagen::V,lööma,打
1058,treten::V,sõtkuma,踢
1059,stechen::V,pistma,刺
1060,stechen::V,torkama,刺
1061,stoßen::V,tõukama,撞
1062,stehlen::V,varastama,盗窃
1063,stören::V,segama,干扰
1064,stören::V,häirima,干扰
1065,belästigen::V,ahistama,打搅
1066,verbergen::V,peitma,隐藏
1067,verbergen::V,varjama,隐藏
1068,täuschen::V,petma,欺骗
1069,täuschen::V,tüssama,欺骗
1070,betrügen::V,petma,欺骗
1071,betrügen::V,tüssama,欺骗
1072,betrügen::V,truudust murtma,欺骗
1073,töten::V,tapma,杀
1074,töten::V,surmama,杀
1075,wohnen::V,elama,居住
1076,arbeiten::V,töötama,工作
1077,sammeln::V,koguma,收集
1078,sammeln::V,korjama,收集
1079,pflücken::V,noppima,采
1080,jagen::V,jahtima,打猎
1081,fischen::V,kalastama,捕鱼
1082,fischen::V,kala püüdma,捕鱼
1083,fassen::V,püüdma,捉住
1084,hüten::V,karjatama,守护
1085,treiben::V,ajama,漂
1086,anbinden::V,kinni siduma,拴
1087,füttern::V,söötma,喂
1088,melken::V,lüpsma,挤奶
1089,hacken::V,raiuma,剁细
1090,hacken::V,lõhkuma,剁细
1091,gießen::V,kastma,浇
1092,reifen::V,valmima,成熟
1093,zubereiten::V,valmistama,
1094,kochen::V,keetma,煮
1095,backen::V,küpsetama,烤
1096,braten::V,praadima,煎
1097,umrühren::V,segama,搅拌
1098,stricken::V,kuduma,织
1099,nähen::V,õmblema,缝
1100,färben::V,värvima,染色
1101,reinigen::V,puhastama,清洁
1102,waschen::V,pesema,洗
1103,abwischen::V,puhtaks pühkima,擦掉
1104,spülen::V,uhtma,清洗
1105,fegen::V,pühkima,扫
1106,kehren::V,pühkima,打扫
1107,baden::V,suplema,给...洗澡
1108,baden::V,kümblema,给...洗澡
1109,sich waschen::V,end pesema,洗澡
1110,ausziehen::V,käest võtma,脱
1111,ausziehen::V,jalast võtma,脱
1112,ausziehen::V,seljast võtma,脱
1113,anziehen::V,jalga panema,穿
1114,sich anziehen::V,riietuma,穿衣
1115,kämmen::V,kammima,梳
1116,schmücken::V,kaunistama,装饰
1117,sagen::V,ütlema,说
1118,sprechen::V,rääkima,说
1119,sprechen::V,kõnelema,说
1120,reden::V,kõnelema,讲
1121,sich unterhalten::V,vestlema,聊天
1122,fragen::V,küsima,问
1123,bitten::V,paluma,请
1124,erzählen::V,jutustama,叙述
1125,mitteilen::V,teatama,通知
1126,mitteilen::V,teada andma,通知
1127,nennen::V,nimetama,叫做
1128,rufen::V,kutsuma,叫
1129,prahlen::V,hooplema,吹牛
1130,übersetzen::V,tõlkima,翻译
1131,denken::V,mõtlema,想
1132,glauben::V,uskuma,以为
1133,bemerken::V,märkama,发觉
1134,erkennen::V,ära tundma,识别
1135,begreifen::V,aru saama,理解
1136,verstehen::V,mõistma,明白
1137,lernen::V,õppima,学
1138,wissen::V,teadma,知道
1139,sich erinnern an::V,mäletama,回忆
1140,vergessen::V,unustama,忘记
1141,messen::V,mõõtma,测量
1142,zählen::V,loendama,数
1143,rechnen::V,arvutama,计算
1144,lesen::V,lugema,读
1145,malen::V,maalima,画
1146,zeichnen::V,joonistama,绘制
1147,schreiben::V,kirjutama,写
1148,besitzen::V,omama,占有
1149,kaufen::V,ostma,买
1150,verkaufen::V,müüma,卖
1151,bezahlen::V,tasuma,付钱
1152,zahlen::V,maksma,支付
1153,beherrschen::V,valitsema,统治
1154,ertragen::V,taluma,忍耐
