,Concept_ID,et,lbe
760,damals::ADV,tookord,та чӏумал
761,danach::ADV,seejärel,яла
762,vorher::ADV,enne,хьхьнчӏ
763,vorher::ADV,enne,хьхьичӏва
764,zuerst::ADV,enne,бакӏрай
765,zuerst::ADV,enne,цӏу бутӏуй
766,zuerst::ADV,esmalt,бакӏрай
767,zuerst::ADV,esmalt,цӏу бутӏуй
768,einmal::ADV,kord,цал
769,einmal::ADV,üks kord,цал
770,manchmal::ADV,mõnikord,ваксса-таксса
771,oft::ADV,tihti,чӏявуну
772,oft::ADV,sageli,чӏявуну
773,immer::ADV,ikka,мудан
774,immer::ADV,ikka,даиман
775,immer::ADV,alati,мудан
776,immer::ADV,alati,даиман
777,niemals::ADV,mitte kunagi,тачӏав
778,hier::ADV,siin,шикку
779,hierhin::ADV,siia,шиккун
780,von hier::ADV,siit,шичча
781,dort::ADV,seal,гикку
782,dorthin::ADV,sinna,тиккун
783,geradeaus::ADV,otse edasi,тӏайланм
784,vorwärts::ADV,edasi,хьхьичӏунмай
785,rückwärts::ADV,tagurpidi,махъа-хьхьичӏунмай
786,zurück::ADV,tagasi,махъунмай
787,unten::ADV,all,лув
788,unten::ADV,allpool,лув
789,hinab::ADV,alla,бакӏ-ялавай
790,hinab::ADV,alla,бакӏъялавай
791,oben::ADV,ülal,ялув
792,hinauf::ADV,üles,лавай
793,überall::ADV,kõikjal,гьариий
794,überall::ADV,kõikjal,хьу-хьуний
795,überall::ADV,kõikjal,гьарца кӏанай
796,nicht::ADV,ei,къа-
797,nicht::ADV,mitte,къа-
798,ein wenig::ADV,veidi,чанни
799,ein wenig::ADV,veidi,ца чансса
800,ein wenig::ADV,natuke,чанни
801,ein wenig::ADV,natuke,ца чансса
802,kaum::ADV,vaevalt,дахьа
803,sehr::ADV,väga,оьну
804,sehr::ADV,väga,гужну
805,sehr::ADV,väga,хъинну
806,so::ADV,nii,укукн
807,noch::ADV,veel,гьала
808,noch::ADV,veel,уттигу
809,noch::ADV,veel,цакьинва
810,noch::ADV,veel,ттигу-шилагу
811,nur::ADV,ainult,анжагь
812,schon::ADV,juba,
813,wieder::ADV,jälle,цӏуницӏа
814,vergebens::ADV,asjata,аьдада
815,vergebens::ADV,asjata,нахӏакь
816,vor::PRP,ees,хьхьичӏ
817,hinter::PRP,taha,махъ
818,unter::PRP,all,лув
819,durch::PRP,läbi,-х
820,durch::PRP,kaudu,-х
821,neben::PRP,kõrval,чӏарав
822,zwischen::PRP,vahel,дянив
823,wegen::PRP,tõttu,цӏаний
824,wegen::PRP,pärast,цӏаний
825,dies::PRN,see,ва
826,das::PRN,see,та
827,das::PRN,see,кӏа
828,das::PRN,see,га
829,alles::PRN,kõik,щала
830,ich::PRN,mina,на
831,du::PRN,sina,ина
832,er::PRN,tema,му
833,wir::PRN,me,жу
834,ihr::PRN,te,зу
835,sie::PRN,nad,
836,was::FPRN,mis,ци
837,wer::FPRN,kes,цу
838,wo::FADV,kus,чув
839,wohin::FADV,kuhu,чун
840,wie::FADV,kuidas,цукун
841,warum::FADV,miks,цан
842,wieviel::FNUM,mitu,циксса
843,wieviel::FNUM,kui palju,циксса
844,eins::NUM,üks,ца
845,zwei::NUM,kaks,кӏива
846,drei::NUM,kolm,шамма
847,vier::NUM,neli,мукьа
848,vier::NUM,neli,мукьва
849,fünf::NUM,viis,ххюва
850,sechs::NUM,kuus,ряхва
851,sieben::NUM,seitse,арула
852,acht::NUM,kaheksa,мяйва
853,neun::NUM,üheksa,урчӏва
854,zehn::NUM,kümme,ацӏва
855,elf::NUM,üksteist,ацӏния цава
856,zwölf::NUM,kaksteist,ацӏиия кӏива
857,zwanzig::NUM,kakskümmend,кьува
858,dreißig::NUM,kolmkümmend,зувира
859,vierzig::NUM,nelikümmend,мукьцӏала
860,fünfzig::NUM,viiskümmend,ххюцӏала
861,sechzig::NUM,kuuskümmend,ряхцӏала
862,siebzig::NUM,seitsekümmend,
863,achtzig::NUM,kaheksakümmend,мяйцӏала
864,neunzig::NUM,üheksakümmend,урчӏцӏала
865,hundert::NUM,sada,ттурш
866,hundert::NUM,sada,ттуршва
867,tausend::NUM,tuhat,азарва
868,und::CNJ,ja,-гу
869,oder::CNJ,või,я
870,oder::CNJ,või,ягу
871,stehen::V,seisma,ацӏан
872,sitzen::V,istuma,щяивкӏун икӏан
873,liegen::V,lamama,утту нвхьуну икӏан
874,hängen::V,rippuma,зурчӏай тӏун
875,werden::V,saama,хьун
876,werden::V,hakkama,хьун
877,passieren::V,juhtuma,хьун
878,beginnen::V,algama,дайдишин
879,beginnen::V,algama,дайдирхьуну дикӏан
880,beginnen::V,hakkama,дайдишин
881,beginnen::V,hakkama,дайдирхьуну дикӏан
882,enden::V,lõppema,къуртал дан
883,wechseln::V,vahelduma,даххана хьун
884,wechseln::V,vahelduma,даххана дуллан
885,aufgehen[Sonne]::V,tõusma,буклай бур
886,untergehen[Sonne]::V,loojuma,лаглай бур
887,scheinen[Sonne]::V,paistma,битан
888,scheinen[Sonne]::V,paistma,чани буллан
889,donnern::V,kõmisema,тӏий бур
890,wehen::V,puhuma,бишлай бур
891,strömen::V,voolama,экьинан
892,fließen::V,voolama,экьинан
893,sich drehen::V,pöörduma,гьанан
894,schwanken::V,kõikuma,хъюлчу тӏун
895,schwanken::V,kõikuma,хӏуркку тӏун
896,schwingen::V,võnkuma,хъюлчай тӏун
897,schwingen::V,võnkuma,хъюлчу тӏун
898,fallen::V,langema,багьлан
899,brennen::V,põlema,ччучлан
900,rauchen::V,suitsema,пуркӏу тӏун
901,regnen::V,sadama,лачӏун
902,regnen::V,sadama,лачIлай дур
903,gefrieren::V,kinni külmuma,микӏ лачӏун
904,tauen::V,sulama,баслан
905,schmelzen::V,sulama,баслан
906,trocknen::V,kuivama,кьакьан
907,sieden::V,keema,щаран
908,faulen::V,mädanema,аьллан
909,verfaulen::V,mädanema,аьллан
910,verfaulen::V,mädanema,аьян
911,reißen::V,rebenema,ххя дукан
912,versinken::V,uppuma,оькьлан
913,versinken::V,uppuma,оькьан
914,vergehen::V,mööduma,лялиян
915,erscheinen::V,ilmuma,буккан
916,erscheinen::V,ilmuma,загьир хьун
917,verschwinden::V,kaduma,бат хьун
918,verschwinden::V,kaduma,акъа хьун
919,sinken::V,vajuma,чахь учин
920,sinken::V,langema,чахь учин
921,abnehmen::V,vähenema,чан хьун
922,abnehmen::V,vähenema,ссуссукьу хьун
923,abnehmen::V,kahenema,чан хьун
924,abnehmen::V,kahenema,ссуссукьу хьун
925,zunehmen::V,kasvama,гьарза хьун
926,steigen::V,tõusma,гьаз хьун
927,steigen::V,üles minema,гьаз хьун
928,wachsen::V,kasvama,ххяххан
929,glänzen::V,läikimä,цӏай буккан
930,funkeln::V,sädelema,цӏай-цӏай тӏун
931,lärmen::V,lärmama,чӏу буллан
932,lärmen::V,lärmama,аьлагъужа буллан
933,läuten::V,helisema,занг ришлан
934,läuten::V,helisema,занг дуллан
935,klingeln::V,helisema,занг ришлан
936,klingeln::V,helisema,занг дуллан
937,klirren::V,kõlisema,
938,brausen::V,kohisema,никъащилан
939,rauschen::V,kohisema,щурщур тӏун
940,klingen::V,kõlama,чӏу буклан
941,bellen::V,haukuma,хӏап тӏун
942,heulen::V,uluma,
943,blasen::V,puhuma,уф тӏун
944,pfeifen::V,vilistama,щютӏа тӏун
945,schreien::V,karjuma,чӏу бан
946,stöhnen::V,oigama,угь-къак тӏун
947,zittern::V,värisema,зурзу чин
948,zittern::V,värisema,зурзу тӏун
949,leben::V,elama,ялапар хъанан
950,leben::V,elus olema,ялапар хъанан
951,geboren werden::V,sündima,ан
952,atmen::V,hingama,ссихӏ ласлан
953,atmen::V,hingama,ссихӏ бигьлан
954,trinken::V,jooma,хӏачӏан
955,trinken::V,jooma,хӏачӏлан
956,essen::V,sööma,канан
957,schlucken::V,neelama,кьюлтӏа тӏун
958,müde werden::V,väsima,аьхчӏин
959,einschlafen::V,uinuma,шанан икӏан
960,schlafen::V,magama,шанан
961,aufwachen::V,ärkama,чантӏ учин
962,aufstehen::V,ärkama,бизан
963,aufstehen::V,üles tõusma,бизан
964,sich erholen::V,puhkama,бигьалаган
965,krank werden::V,haigestuma,къашай хьун
966,krank werden::V,haigeks jääma,къашай хьун
967,krank sein::V,haige olema,къашай хъанан
968,krank sein::V,haige olema,къашавай икӏан
969,schmerzen::V,valutama,цӏун
970,husten::V,köhima,хъугьу чин
971,husten::V,köhima,хъугьу тӏун
972,genesen::V,toibuma,хъин хьун
973,genesen::V,toibuma,сагъ лаган
974,sterben::V,surema,ивчӏан
975,umkommen::V,surma saama,лиллан
976,umkommen::V,surma saama,литӏлан
977,umkommen::V,surma saama,ажал биян
978,umkommen::V,surma saama,личӏи хьун
979,umkommen::V,surma saama,иакьлу хьун
980,umkommen::V,surma saama,ахир жан хъанан
981,umkommen::V,surma saama,рухӏирачӏа икӏан
982,sich bewegen::V,liikuma,сукку хьун
983,sich rühren::V,liikuma,сукку хьун
984,sich erheben::V,kerkima,бизан
985,sich setzen::V,istet võtma,щяикӏан
986,sich setzen::V,istet võtma,щябикӏан
987,hinfallen::V,kukkuma,багьан
988,hinfallen::V,maha kukkuma,багьан
989,laufen::V,kõndima,занан
990,schreiten::V,astuma,ша ласлан
991,spazierengehen::V,jalutama,сайр буллан
992,eilen::V,ruttama,анавар буккан
993,eilen::V,kiirustama,анавар буккан
994,sich beeilen::V,ruttama,анавар буккан
995,sich beeilen::V,kiirustama,анавар буккан
996,sausen::V,kihutama,никъа щилан
997,sausen::V,kihutama,никъа щун
998,sausen::V,tormama,никъа щилан
999,sausen::V,tormama,никъа щун
1000,rennen::V,jooksma,лечлан
1001,rennen::V,kihutama,лечлан
1002,springen::V,hüppama,тӏанкӏ дан
1003,klettern::V,ronima,лахълан
1004,schaukeln::V,kiikuma,гьайжак бигьлан
1005,kriechen::V,roomama,ххярк тӏун
1006,schwimmen::V,ujuma,гьузун
1007,tauchen::V,sukelduma,лултту уккан
1008,rudern::V,sõudma,бяхлан
1009,rudern::V,sõudma,батӏлан
1010,rudern::V,sõudma,ххялаххи дуклан
1011,fahren::V,sõitma,гьан
1012,fliegen::V,lendama,лехлан
1013,gehen::V,käima,нан
1014,gehen::V,minema,нан
1015,weggehen::V,ära minema,ялагьан
1016,weggehen::V,välja minema,ялагьан
1017,abfahren::V,väljuma,гьан
1018,abfahren::V,ära sõitma,гьан
1019,anhalten::V,peatuma,бацӏан
1020,hineingehen::V,sisenema,буххан
1021,hineingehen::V,sisse minema,буххан
1022,eintreten::V,sisenema,буххан
1023,eintreten::V,sisse astuma,буххан
1024,kommen::V,tulema,учӏан
1025,ankommen::V,saabuma,биян
1026,ankommen::V,saabuma,бучӏан
1027,zurückkommen::V,tagasi tulema,зана хъун
1028,zurückkommen::V,tagasi tulema,зана бикӏан
1029,bleiben::V,jääma,личӏан
1030,warten::V,ootama,ялугьлан
1031,erwarten::V,ootama,ялугьлан
1032,erwarten::V,lootma,ялугьлан
1033,suchen::V,otsima,луглан
1034,finden::V,leidma,лякъин
1035,versuchen::V,püüdma,ххал буллан
1036,versuchen::V,üritama,ххал буллан
1037,versuchen::V,katsetama,ххал буллан
1038,vorbereiten::V,valmistama,хӏадур бан
1039,lieben::V,armastama,эшкьи хьуиу бикӏан
1040,mögen::V,sallima,ххиран бикӏан
1041,mögen::V,meeldima,ххиран бикӏан
1042,lachen::V,naerma,хъян
1043,rühren::V,liigutama,
1044,rühren::V,heldima panema,
1045,weinen::V,nutma,аьтӏун
1046,schimpfen::V,sõimama,дяъван
1047,schimpfen::V,sõimama,ссугайи агьан
1048,sich ärgern::V,ärrituma,ссибизлан
1049,sich ärgern::V,vihastuma,ссибизлан
1050,sich fürchten::V,kartma,ингъауслан
1051,sich fürchten::V,hirmu tundma,ингъауслан
1052,fürchten::V,kartma,хӏучӏ тӏун
1053,fliehen::V,põgenema,ака бан
1054,flüchten::V,põgenema,лихъан
1055,sehen::V,nägema,чӏалан
1056,anschauen::V,vaatama,урган
1057,ansehen::V,vaatama,буруглан
1058,hören::V,kuulma,баллан
1059,zuhören::V,kuulama,вичӏи дихьлан
1060,probieren::V,proovima,тӏин ххал буллан
1061,riechen::V,nuusutama,ссунтӏа тӏун
1062,fühlen::V,tundma,дакӏнил буслан
1063,scheinen::V,näida,ххан
1064,scheinen::V,näida,бизан
1065,scheinen::V,näida,ххан бикӏлай бикӏан
1066,scheinen::V,ilmuda,ххан
1067,scheinen::V,ilmuda,бизан
1068,scheinen::V,ilmuda,ххан бикӏлай бикӏан
1069,zu sehen sein::V,ilmuma,
1070,vernehmen::V,üle kuulama,баян
1071,frieren::V,külmetada,лигьулул хъанан
1072,tun::V,tegema,бан
1073,können::V,võima,хьун
1074,können::V,oskama,хьун
1075,wollen::V,tahtma,
1076,anfangen::V,hakkama,дайдишин
1077,anfangen::V,alustama,дайдишин
1078,beenden::V,lõpetama,къуртал бан
1079,aufhören::V,lakkama,кьабагьан
1080,gelingen::V,õnnestuma,бюхъан
1081,geraten::V,jõudma,
1082,öffnen::V,avama,тӏитӏин
1083,schließen::V,sulgema,лакьин
1084,stellen::V,panema,дацӏан дан
1085,stellen::V,panema,бишин
1086,stellen::V,asetama,дацӏан дан
1087,stellen::V,asetama,бишин
1088,setzen::V,panema,щяитан
1089,legen::V,panema,бишин
1090,legen::V,asetama,бишин
1091,berühren::V,riivama,ка щун
1092,berühren::V,puudutama,ка щун
1093,verbinden::V,ühendama,бахӏин
1094,verbinden::V,ühendama,дахӏин
1095,bedecken::V,katma,ялтту бущин
1096,bedecken::V,katma,ялтту бакьин
1097,aufhängen::V,riputama,лахъан
1098,anzünden::V,süütama,лахъан
1099,aufheben::V,üles tõstma,гьаз бан
1100,zurücklassen::V,jätma,кьаитан
1101,zurücklassen::V,jätma,битан
1102,verlieren::V,kaotama,дакъа дан
1103,fallen lassen::V,maha pillama,рутан
1104,fallen lassen::V,kukkuda laskma,рутан
1105,machen::V,tegema,дан
1106,herstellen::V,valmistama,яраг ишла бувиу бан
1107,bauen::V,ehitama,дан
1108,reparieren::V,parandama,дакьин дан
1109,verbessern::V,parandama,ххуй дан
1110,ändern::V,muutma,баххана бан
1111,ändern::V,ümber tegema,баххана бан
1112,graben::V,kaevama,дуклан
1113,beugen::V,painutama,лахӏан бан
1114,beugen::V,painutama,кьус бикӏан
1115,biegen::V,painutama,баччин
1116,biegen::V,painutama,лахӏан бан
1117,drehen::V,keerama,гьанан
1118,wenden::V,ümber pöörama,кӏура баен бан
1119,umdrehen::V,ümber keerama,кӏура баен бан
1120,heben::V,tõstma,гьаз бан
1121,hochheben::V,üles tõstma,гьаз бан
1122,hochheben::V,kõrgele tõstma,гьаз бан
1123,ergreifen::V,haarama,хъап дан
1124,ergreifen::V,haarama,хъап увиу угьан
1125,halten::V,hoidma,бугьлан
1126,drücken::V,pigistama,кьюч бигьлан
1127,schieben::V,lükkama,щун
1128,kratzen::V,kraapima,
1129,lecken::V,lakkuma,ланцӏа тӏун
1130,beißen::V,purema,хъапа тӏун
1131,beißen::V,purema,кьацӏа тӏун
1132,beißen::V,hammustama,хъапа тӏун
1133,beißen::V,hammustama,кьацӏа тӏун
1134,abreißen::V,rebima,буцан
1135,abreißen::V,ära rebima,буцан
1136,abschneiden::V,ära lõikama,бухъан
1137,abschneiden::V,ära lõikama,кьукьин
1138,binden::V,siduma,бахӏин
1139,binden::V,siduma,дахӏин
1140,stecken::V,pistma,
1141,brechen::V,murdma,гъагъан
1142,klopfen::V,koputama,кьутӏа тӏун
1143,hauen::V,lööma,рищун
1144,kleben::V,kleepima,лачӏун буллан
1145,reiben::V,hõõruma,ссуку буллан
1146,streichen::V,silitama,дугъан
1147,streichen::V,silitama,аьгъу дан
1148,schleifen::V,lihvima,
1149,schleifen::V,teritama,
1150,schneiden::V,lõikama,духълан
1151,schneiden::V,lõikama,кьукьлан
1152,rütteln::V,raputama,
1153,schütteln::V,raputama,хъюлчу буллан
1154,schütteln::V,loksutama,хъюлчу буллан
1155,schwenken::V,vehkima,палцӏ дуллан
1156,schwenken::V,lehvitama,палцӏ дуллан
1157,schütten::V,kallama,рутӏин
1158,füllen::V,täitma,буцӏин бан
1159,einwickeln::V,sisse mähkima,кай-кай бан
1160,tragen::V,kandma,ларсун занан
1161,tragen::V,kandma,ларсун ачин
1162,schleppen::V,tassima,ххилан
1163,schleppen::V,lohistama,ххилан
1164,ziehen::V,vedama,
1165,ziehen::V,tõmbama,
1166,aufbewahren::V,säilitama,ядан
1167,aufbewahren::V,säilitama,ядуллан
1168,aufbewahren::V,alal hoidma,ядан
1169,aufbewahren::V,alal hoidma,ядуллан
1170,werfen::V,viskama,личин
1171,fangen::V,püüdma,бугьан
1172,fangen::V,püüdma,бугьлан
1173,packen::V,kinni haarama,
1174,packen::V,kinni võtma,
1175,verstecken::V,peitma,ладитан
1176,verstecken::V,peitma,кьюлтӏ дан
1177,verstecken::V,peitma,дахьлаган дан
1178,teilen::V,jagama,бачӏин
1179,teilen::V,jagama,бутӏа бан
1180,teilen::V,jaotama,бачӏин
1181,teilen::V,jaotama,бутӏа бан
1182,schicken::V,saatma,тӏайла буккан
1183,bringen::V,viima,диян дан
1184,hinzufügen::V,lisama,ххи бан
1185,bekommen::V,saama,ласун
1186,erhalten::V,saama,ласун
1187,nehmen::V,võtma,ласун
1188,wählen::V,valima,бувчӏин
1189,auswählen::V,valima,бувчӏин
1190,auswählen::V,valima,язи бугьан
1191,bewahren::V,hoidma,ядан
1192,behindern::V,takistama,дайщишруду дуллан
1193,verderben::V,rikkuma,зия дан
1194,beschädigen::V,rikkuma,зарал буллан
1195,zerbrechen::V,katki tegema,гьагъан
1196,zerbrechen::V,katki tegema,гьагъан бан
1197,zerreißen::V,katki rebima,ххяхха дуккан
1198,zerstören::V,purustama,лекьан дан
1199,verbrennen::V,põletama,ччуччин
1200,geben::V,andma,дулун
1201,reichen::V,andma,дулун
1202,reichen::V,ulatama,дулун
1203,schenken::V,kinkima,пишкаш дан
1204,schenken::V,kinkima,багъишла дан
1205,schenken::V,kinkima,ихӏсандалун дуллун
1206,versprechen::V,lubama,банна чин
1207,versprechen::V,tõotama,банна чин
1208,wünschen::V,soovima,
1209,loben::V,kiitma,цӏа дан
1210,küssen::V,suudlema,ппай тӏун
1211,wiegen::V,hällitama,гьуркку тӏун
1212,wiegen::V,hällitama,гьуркку буллан
1213,wiegen::V,hällitama,гьуркку бан
1214,zudecken::V,kaanetama,
1215,zudecken::V,kinni katma,
1216,wecken::V,äratama,чантӏ учин ан
1217,zeigen::V,näitama,ккаккан бан
1218,führen::V,juhatama,буцин
1219,lehren::V,õpetama,лахьхьин бан
1220,lehren::V,õpetama,лахьхьин буллан
1221,unterrichten::V,õpetama,дарс дишаван
1222,aufziehen::V,üles kasvatama,хъуна ан
1223,aufziehen::V,üles kasvatama,тарбия ан
1224,leiten::V,juhtima,каялувшиву дан
1225,antreiben::V,ergutama,
1226,lassen::V,laskma,
1227,einladen::V,kutsuma,хъамалу оьвчин
1228,vereinigen::V,ühendama,ца бан
1229,besuchen::V,külastama,ялун уххан
1230,treffen::V,kohtama,хьуна бакьин
1231,sich versammeln::V,kogunema,батӏин
1232,spielen::V,mängima,тӏуркӏу тӏун
1233,singen::V,laulma,балай тӏун
1234,tanzen::V,tantsima,къавтӏун
1235,sich trennen::V,lahku minema,ппив хьун
1236,verlassen::V,maha jätma,увккун гьан
1237,retten::V,päästma,ххассал бан
1238,bewachen::V,valvama,къарал бан
1239,schützen::V,kaitsma,ябан
1240,verteidigen::V,kaitsma,буруччин
1241,sich schlagen::V,kaklema,биян
1242,schießen::V,tulistama,битлан
1243,siegen::V,võitma,ххув хьун
1244,siegen::V,võitma,ххувшаву ласун
1245,ärgern::V,ärritama,ссибизан уллан
1246,ärgern::V,vihastama,ссибизан уллан
1247,schlagen::V,lööma,рищун
1248,treten::V,sõtkuma,
1249,stechen::V,pistma,кьутӏин
1250,stechen::V,torkama,кьутӏин
1251,stoßen::V,tõukama,щун
1252,stehlen::V,varastama,дацин
1253,stören::V,segama,кьючин
1254,stören::V,häirima,кьючин
1255,belästigen::V,ahistama,бизар уллан
1256,verbergen::V,peitma,лабитан
1257,verbergen::V,peitma,кӏучӏ бан
1258,verbergen::V,varjama,лабитан
1259,verbergen::V,varjama,кӏучӏ бан
1260,täuschen::V,petma,хъяврин ан
1261,täuschen::V,tüssama,хъяврин ан
1262,betrügen::V,petma,аьикьин ан
1263,betrügen::V,tüssama,аьикьин ан
1264,betrügen::V,truudust murtma,аьикьин ан
1265,töten::V,tapma,ивчӏан
1266,töten::V,surmama,ивчӏан
1267,wohnen::V,elama,оьрму бутлан
1268,arbeiten::V,töötama,зун
1269,sammeln::V,koguma,ттихӏин
1270,sammeln::V,koguma,вив дишин
1271,sammeln::V,korjama,ттихӏин
1272,sammeln::V,korjama,вив дишин
1273,pflücken::V,noppima,риттун
1274,jagen::V,jahtima,авли занан
1275,fischen::V,kalastama,чавахъру бугьлан
1276,fischen::V,kala püüdma,чавахъру бугьлан
1277,fassen::V,püüdma,бугьан
1278,hüten::V,karjatama,урттуйн бакьлан
1279,treiben::V,ajama,дачин дуллан
1280,treiben::V,ajama,лихъан буллан
1281,anbinden::V,kinni siduma,бахӏин
1282,füttern::V,söötma,канаки буллан
1283,melken::V,lüpsma,ттизин
1284,hacken::V,raiuma,мюрш буллан
1285,hacken::V,raiuma,мюрш бан
1286,hacken::V,lõhkuma,мюрш буллан
1287,hacken::V,lõhkuma,мюрш бан
1288,gießen::V,kastma,щин дишин
1289,reifen::V,valmima,диян
1290,zubereiten::V,valmistama,хӏадур дан
1291,zubereiten::V,valmistama,хӏадур бан
1292,kochen::V,keetma,шашан
1293,kochen::V,keetma,шашан дуллан
1294,backen::V,küpsetama,бишлан
1295,backen::V,küpsetama,шахьлан
1296,braten::V,praadima,цӏарайх дуллан
1297,umrühren::V,segama,хӏала бан
1298,stricken::V,kuduma,щащлан
1299,stricken::V,kuduma,щащан
1300,nähen::V,õmblema,дуруххан
1301,färben::V,värvima,ранг щун
1302,reinigen::V,puhastama,марцӏ бан
1303,waschen::V,pesema,шюшин
1304,abwischen::V,puhtaks pühkima,лишин
1305,spülen::V,uhtma,вилаган
1306,fegen::V,pühkima,башин
1307,kehren::V,pühkima,бахьлан
1308,baden::V,suplema,щинавун учӏлан
1309,baden::V,kümblema,щинавун учӏлан
1310,sich waschen::V,end pesema,диссун
1311,sich waschen::V,end pesema,лажин диссун
1312,sich waschen::V,end pesema,лажин дислан
1313,sich waschen::V,end pesema,биссун
1314,sich waschen::V,end pesema,чурх бислан
1315,ausziehen::V,käest võtma,ликкан
1316,ausziehen::V,jalast võtma,ликкан
1317,ausziehen::V,seljast võtma,ликкан
1318,anziehen::V,jalga panema,лаххан
1319,sich anziehen::V,riietuma,янна лаххан
1320,kämmen::V,kammima,ттарал дуккан
1321,schmücken::V,kaunistama,чӏюлу бан
1322,sagen::V,ütlema,учин
1323,sprechen::V,rääkima,гъалгъа тӏун
1324,sprechen::V,kõnelema,гъалгъа тӏун
1325,reden::V,kõnelema,гъалгъа тӏун
1326,sich unterhalten::V,vestlema,гъалгъа тӏун
1327,fragen::V,küsima,цӏуххин
1328,bitten::V,paluma,тавакъю буллан
1329,erzählen::V,jutustama,хавар бусан
1330,mitteilen::V,teatama,баян бан
1331,mitteilen::V,teatama,хавар бан
1332,mitteilen::V,teada andma,баян бан
1333,mitteilen::V,teada andma,хавар бан
1334,nennen::V,nimetama,цӏа дизан
1335,rufen::V,kutsuma,оьвтӏун
1336,prahlen::V,hooplema,цӏа дуллан
1337,übersetzen::V,tõlkima,таржума бан
1338,denken::V,mõtlema,пикри буллан
1339,glauben::V,uskuma,вих хьун
1340,bemerken::V,märkama,хӏисав хъун
1341,erkennen::V,ära tundma,увчӏин
1342,begreifen::V,aru saama,бувчӏин
1343,verstehen::V,mõistma,
1344,lernen::V,õppima,лахьлан
1345,lernen::V,õppima,лахьхьин
1346,wissen::V,teadma,кӏулну бикӏан
1347,wissen::V,teadma,хавар бикӏан
1348,sich erinnern an::V,mäletama,дакӏнин бутан
1349,vergessen::V,unustama,хъама битан
1350,messen::V,mõõtma,дуцин дуллан
1351,messen::V,mõõtma,дуцин дан
1352,zählen::V,loendama,дуккин
1353,rechnen::V,arvutama,хӏисав дан
1354,lesen::V,lugema,ккалан
1355,malen::V,maalima,сурат дуллан
1356,zeichnen::V,joonistama,сурат дуллан
1357,schreiben::V,kirjutama,чичин
1358,schreiben::V,kirjutama,чичлан
1359,besitzen::V,omama,дуну икӏан
1360,besitzen::V,omama,дуну дикӏан
1361,besitzen::V,omama,заллуну икӏан
1362,kaufen::V,ostma,машан ласун
1363,verkaufen::V,müüma,баххан
1364,bezahlen::V,tasuma,арцу дулун
1365,bezahlen::V,tasuma,багьа булун
1366,zahlen::V,maksma,арцу дулун
1367,zahlen::V,maksma,багьа булун
1368,beherrschen::V,valitsema,дуну икӏан
1369,beherrschen::V,valitsema,заллуну икӏан
1370,ertragen::V,taluma,бухӏан
