,Concept_ID,hy,no
777,zwischen::PRP,միջեւ,mellom
778,wegen::PRP,պատճառով,på grunn av
779,wegen::PRP,շնորհից,på grunn av
780,dies::PRN,սա,dette
781,dies::PRN,այս,dette
782,das::PRN,դա,det
783,das::PRN,այդ,det
784,alles::PRN,ամեն ինչ,alt
785,ich::PRN,ես,jeg
786,du::PRN,դու,du
787,er::PRN,նա,han
788,wir::PRN,մենք,vi
789,ihr::PRN,դուք,dere
790,sie::PRN,նրանք,de
791,was::FPRN,ինչ,hva
792,wer::FPRN,ով,hvem
793,wo::FADV,ուր,hvor
794,wo::FADV,որտեղ,hvor
795,wohin::FADV,դեպի ուր,hvor ... hen
796,wie::FADV,ինչպես,hvordan
797,warum::FADV,ինչու,hvorfor
798,wieviel::FNUM,որչափ,hvor mye
799,eins::NUM,մեկ,en
800,eins::NUM,մեկ,ett
801,zwei::NUM,երկու,to
802,drei::NUM,երեք,tre
803,vier::NUM,չորս,fire
804,fünf::NUM,հինգ,fem
805,sechs::NUM,վեց,seks
806,sieben::NUM,յոթ,sju
807,acht::NUM,ութ,åtte
808,neun::NUM,ինը,ni
809,zehn::NUM,տասը,ti
810,elf::NUM,տասնմեկ,elleve
811,zwölf::NUM,տասներկու,tolv
812,zwanzig::NUM,քսան,tjue
813,dreißig::NUM,երեսուն,tretti
814,vierzig::NUM,քառասուն,førti
815,fünfzig::NUM,հիսուն,femti
816,sechzig::NUM,վաթսուն,seksti
817,siebzig::NUM,յոթանասուն,sytti
818,achtzig::NUM,ութսուն,åtti
819,neunzig::NUM,իննսուն,nitti
820,hundert::NUM,հարյուր,hundre
821,tausend::NUM,հազար,tusen
822,und::CNJ,ու,og
823,oder::CNJ,կամ,eller
824,stehen::V,կանգնել,stå
825,sitzen::V,նստել,sitte
826,liegen::V,ստել,ligge
827,hängen::V,կախվել,henge
828,werden::V,դառնալ,bli
829,passieren::V,պատահել,skje
830,passieren::V,պատահել,hende
831,beginnen::V,սկսվել,begynne
832,enden::V,վերջանալ,ende
833,enden::V,վերջանալ,slutte
834,wechseln::V,փոխվել,veksle
835,aufgehen[Sonne]::V,բարձրանալ,stå opp
836,aufgehen[Sonne]::V,ելնել ,stå opp
837,untergehen[Sonne]::V,մտնել,gå ned
838,scheinen[Sonne]::V,շողալ,skinne
839,scheinen[Sonne]::V,փայլել,skinne
840,donnern::V,որոտալ,tordne
841,wehen::V,փչել,blåse
842,strömen::V,հոսել,strømme
843,fließen::V,հոսել,flyte
844,sich drehen::V,պտտվել,dreie seg
845,schwanken::V,տատանվել,svaie
846,schwingen::V,ճոճվել,svinge
847,fallen::V,ընկնել,falle
848,brennen::V,այրվել,brenne
849,rauchen::V,ծխել,ryke
850,regnen::V,անձրեւ գալ,regne
851,gefrieren::V,սառչել,fryse
852,tauen::V,լկիլ,tine
853,schmelzen::V,հալիլ,smelte
854,trocknen::V,չորանալ,tørre
855,sieden::V,եռալ,koke
856,faulen::V,փտել,råtne
857,verfaulen::V,նեխել,råtne
858,reißen::V,պատռվել,briste
859,reißen::V,ճղվել,briste
860,versinken::V,սուզվել,synke
861,versinken::V,սուզվել,synke ned
862,vergehen::V,անցնել ,forløpe
863,erscheinen::V,հայտնվել,synes
864,erscheinen::V,երեւալ,synes
865,verschwinden::V,անհետանալ,forsvinne
866,sinken::V,ընկնել,synke
867,abnehmen::V,փոքրանալ,avta
868,abnehmen::V,փոքրանալ,minske
869,zunehmen::V,մեծանալ,tilta
870,steigen::V,բարձրանալ,stige
871,wachsen::V,աճել,gro
872,wachsen::V,աճել,vokse
873,glänzen::V,նշուլել,skinne
874,glänzen::V,փայլիլ,skinne
875,funkeln::V,փայլատակել,tindre
876,lärmen::V,աղմուկ հանել,bråke
877,läuten::V,զնգալ,ringe
878,klingeln::V,զնգալ,ringe
879,klirren::V,զնգզնգալ,klirre
880,brausen::V,մոլեգնել,bruse
881,rauschen::V,սոսափել,suse
882,klingen::V,հնչել,lyde
883,klingen::V,հնչել,klinge
884,bellen::V,հաչել,gjø
885,bellen::V,հաչել,bjeffe
886,heulen::V,ոռնալ ,ule
887,blasen::V,փչել ,blåse
888,pfeifen::V,սուլել,plystre
889,schreien::V,գոռալ ,skrike
890,stöhnen::V,տնքալ,stønne
891,zittern::V,դողալ,dirre
892,zittern::V,դողալ,skjelve
893,leben::V,ապրել,leve
894,geboren werden::V,ծնվել,fødes
895,atmen::V,շնչել,ånde
896,atmen::V,շնչել,puste
897,trinken::V,խմել,drikke
898,essen::V,ուտել,spise
899,schlucken::V,կլանել,svelge
900,schlucken::V,կուլ տալ,svelge
901,müde werden::V,հոգնել,bli trett
902,einschlafen::V,քուն մտնել,sovne
903,schlafen::V,քնել,sove
904,aufwachen::V,արթննալ,våkne
905,aufstehen::V,ելլել,stå opp
906,sich erholen::V,հանգստանալ,bli bra
907,sich erholen::V,հանգստանալ,komme seg
908,krank werden::V,հիւանդանալ,bli syk
909,krank sein::V,հիվանդ լինել,være syk
910,schmerzen::V,ցավել,gjøre vondt
911,husten::V,հազալ,hoste
912,genesen::V,ապաքինվել,komme seg
913,sterben::V,մեռնել,dø
914,sterben::V,վախճանվել,dø
915,umkommen::V,կործանվել,omkomme
916,sich bewegen::V,ընթանալ,bevege seg
917,sich rühren::V,շարժվել,røre på seg
918,sich erheben::V,կանգնել,reise seg
919,sich erheben::V,վեր կենալ,reise seg
920,sich setzen::V,նստել,sette sig
921,hinfallen::V,ընկնել,falle over ende
922,laufen::V,քայլել,løpe
923,schreiten::V,ճեմել,skride
924,spazierengehen::V,շրջագայել,spasere
925,spazierengehen::V,շրջագայել,gå en tur
926,eilen::V,շտապել,ile
927,sich beeilen::V,շտապել ,skynde seg
928,sausen::V,սլանալ,suse
929,rennen::V,վազել,løpe
930,springen::V,ցատկել,hoppe
931,springen::V,ցատկել,springe
932,klettern::V,մագլցել,klatre
933,schaukeln::V,ճոճվել,huske
934,schaukeln::V,օրորվել,huske
935,kriechen::V,սողալ,krype
936,schwimmen::V,լողալ,svømme
937,tauchen::V,սուզվել,dykke
938,rudern::V,թիավարել,ro
939,fahren::V,ընթանալ,kjøre
940,fliegen::V,թռչել,fly
941,gehen::V,գնալ,gå
942,weggehen::V,հեռանալ,gå bort
943,abfahren::V,ճանապարհվել,reise
944,anhalten::V,կանգնել,stanse
945,hineingehen::V,մտնել,gå inn
946,eintreten::V,մտնել,tre inn
947,kommen::V,գալ,komme
948,ankommen::V,ժամանել,ankomme
949,ankommen::V,ժամանել,komme til
950,zurückkommen::V,վերադառնալ,komme tilbake
951,bleiben::V,մնալ,bli
952,bleiben::V,մնալ,forbli
953,warten::V,սպասել,vente
954,erwarten::V,սպասել,vente
955,suchen::V,որոնել,søke
956,finden::V,գտնել,finne
957,versuchen::V,փորձել,prøve
958,versuchen::V,փորձել,forsøke
959,vorbereiten::V,պատրաստել,forberede
960,lieben::V,սիրել,elske
961,mögen::V,հավանել,like
962,mögen::V,սիրել,like
963,lachen::V,ծիծաղել,le
964,rühren::V,հուզել,røre
965,weinen::V,լալ,gråte
966,schimpfen::V,տրտնջալ,skjelle
967,schimpfen::V,քրթմնջել,skjelle
968,sich ärgern::V,զայրանալ,ergre seg
969,sich fürchten::V,վախնալ,være redd
970,fürchten::V,վախենալ,være redd for
971,fliehen::V,փախչել,rømme
972,fliehen::V,փախչել,flykte
973,flüchten::V,փախչել,flykte
974,sehen::V,տեսնել,se
975,anschauen::V,դիտել,se på
976,anschauen::V,դիտել,betrakte
977,ansehen::V,նայել,anse
978,hören::V,լսել,høre
979,zuhören::V,ունկնդրել,tilhøre
980,probieren::V,համը տեսել,smake
981,probieren::V,համը տեսել,smake på
982,riechen::V,հոտ առնել,lukte
983,fühlen::V,զգալ,føle
984,scheinen::V,երեւալ,se ut
985,zu sehen sein::V,երեւալ,synes
986,vernehmen::V,իմանալ ,få vite
987,frieren::V,մրսել,fryse
988,tun::V,անել,gjøre
989,können::V,կարողանալ,kunne
990,wollen::V,ուզել,ville
991,wollen::V,ցանկանալ,ville
992,anfangen::V,սկսել,begynne
993,beenden::V,վերջացնել,avslutte
994,aufhören::V,դադարել,slutte
995,aufhören::V,դադարել,holde opp
996,gelingen::V,հաջողվել,lykkes
997,gelingen::V,գլուխ գալ,lykkes
998,geraten::V,ստացվել,bli
999,öffnen::V,բաց անել,åpne
1000,schließen::V,փակել ,lukke
1001,schließen::V,փակել ,stenge
1002,stellen::V,դնել,stille
1003,setzen::V,նստեցնել,sette
1004,legen::V,դնել,legge
1005,berühren::V,դիպչել,berøre
1006,berühren::V,շոշափել,berøre
1007,verbinden::V,շաղկապել,forbinde
1008,bedecken::V,ծածկել,dekke
1009,aufhängen::V,կախել,henge
1010,aufhängen::V,կախել,henge opp
1011,anzünden::V,վառել,tenne
1012,anzünden::V,վառել,antenne
1013,anzünden::V,վառել,tenne på
1014,aufheben::V,վերցնել,løfte
1015,aufheben::V,վերցնել,ta opp
1016,zurücklassen::V,թողնել,slippe tilbake
1017,verlieren::V,կորցնել,miste
1018,fallen lassen::V,գցել,droppe
1019,fallen lassen::V,գցել,la falle
1020,machen::V,անել,lage
1021,machen::V,անել,gjøre
1022,herstellen::V,արտադրել,fremstille
1023,bauen::V,կառուցել,bygge
1024,reparieren::V,նորոգել,reparere
1025,verbessern::V,բարելավել,rette
1026,verbessern::V,բարելավել,forbedre
1027,ändern::V,փոխել,forandre
1028,graben::V,փորել,grave
1029,beugen::V,ծռել,bøye
1030,biegen::V,թեքել,bøye
1031,drehen::V,ոլորել,dreie
1032,wenden::V,պտտել,vende
1033,umdrehen::V,շրջել,snu
1034,heben::V,բարձրացնել,heve
1035,hochheben::V,բարձրացնել,løfte
1036,ergreifen::V,վարակվել,gripe
1037,ergreifen::V,վարակվել,få tak i
1038,halten::V,բռնել,holde
1039,drücken::V,ճնշել,trykke
1040,schieben::V,հրել,skyve
1041,kratzen::V,քերել,klø
1042,kratzen::V,քերել,klore
1043,lecken::V,լիզել,slikke
1044,beißen::V,կծել,bite
1045,abreißen::V,պոկել,rive av
1046,abschneiden::V,կտրել ,skjære av
1047,binden::V,կապել,binde
1048,stecken::V,խրել,stikke
1049,brechen::V,կոտրել ,bryte
1050,brechen::V,կոտրել ,briste
1051,klopfen::V,թակել,banke
1052,hauen::V,ծեծել,hogge
1053,kleben::V,կպցնել,klistre
1054,reiben::V,շփել,gni
1055,streichen::V,վրան քսել,stryke
1056,schleifen::V,սրել ,slipe
1057,schneiden::V,կտրել,klippe
1058,rütteln::V,ցնցել,ruske
1059,schütteln::V,թափահարել,riste
1060,schwenken::V,ճոճել,svinge
1061,schütten::V,լցնել,helle
1062,füllen::V,լիքը լցնել,fylle
1063,einwickeln::V,փաթաթել,vikle inn
1064,tragen::V,կրել,bære
1065,tragen::V,տանել,bære
1066,schleppen::V,քաշել,slepe
1067,ziehen::V,ձգել,dra
1068,ziehen::V,ձգել,trekke
1069,ziehen::V,քաշել,dra
1070,ziehen::V,քաշել,trekke
1071,aufbewahren::V,պահել ,oppbevare
1072,aufbewahren::V,պահել ,ta vare på
1073,werfen::V,նետել,kaste
1074,packen::V,հափշտակել,gripe
1075,packen::V,հափշտակել,gripe tak i
1076,verstecken::V,ծածկել,gjemme
1077,teilen::V,բաժանել,dele
1078,schicken::V,ուղարկել,sende
1079,bringen::V,բերել,bringe
1080,hinzufügen::V,ավելացնել,tilføye
1081,bekommen::V,հայթայթել,få
1082,erhalten::V,ստանալ,få
1083,nehmen::V,վերցնել,ta
1084,wählen::V,ընտրել,velge
1085,auswählen::V,գերադասել,velge ut
1086,bewahren::V,պահպանել,bevare
1087,behindern::V,խոչընդոտել,hindre
1088,behindern::V,խոչընդոտել,forhindre
1089,verderben::V,փչացնել,ødelegge
1090,beschädigen::V,վնասել,skade
1091,zerbrechen::V,ջարդել,brekke i stykker
1092,zerbrechen::V,կոտրել,brekke i stykker
1093,zerreißen::V,պատռել,rive i stykker
1094,zerstören::V,քանդել,ødelegge
1095,verbrennen::V,այրել,brenne
1096,verbrennen::V,այրել,brenne opp
1097,geben::V,տալ,gi
1098,reichen::V,հանձնել,rekke
1099,schenken::V,նվիրել,forære
1100,schenken::V,նվիրել,skjenke
1101,versprechen::V,խոստանալ,love
1102,wünschen::V,մաղթել,ønske
1103,loben::V,գովել,rose
1104,küssen::V,համբուրել,kysse
1105,wiegen::V,օրորել,vogge
1106,zudecken::V,վրան գցել,dekke til
1107,wecken::V,զարթնեցնել,vekke
1108,zeigen::V,ցույց տալ,vise
1109,führen::V,ուղեկցել,føre
1110,lehren::V,սովորեցնել,lære
1111,unterrichten::V,ավանդել,undervise
1112,aufziehen::V,դաստիարակել,oppdra
1113,leiten::V,ղեկավարել,lede
1114,leiten::V,կառավարել,lede
1115,antreiben::V,շտապեցնել,drive på
1116,lassen::V,ստիպել,få til å
1117,einladen::V,հրավիրել,be
1118,einladen::V,հրավիրել,invitere
1119,vereinigen::V,միացնել,forene
1120,besuchen::V,այցելել,besøke
1121,treffen::V,հանդիպել,møte
1122,treffen::V,հանդիպել,treffe
1123,sich versammeln::V,հավաքվել,forsamles
1124,spielen::V,խաղալ,leke
1125,spielen::V,խաղալ,spille
1126,singen::V,երգել,synge
1127,tanzen::V,պարել,danse
1128,sich trennen::V,ցրվել,skilles
1129,verlassen::V,լքել,forlate
1130,retten::V,փրկել,redde
1131,bewachen::V,պահել,bevokte
1132,schützen::V,պաշտպանել,verne
1133,schützen::V,պաշտպանել,beskytte
1134,verteidigen::V,պաշտպանել,forsvare
1135,sich schlagen::V,կռվել,slåss
1136,schießen::V,կրակել,skyte
1137,siegen::V,հաղթել,seire
1138,ärgern::V,ձանձրացնել,ergre
1139,schlagen::V,խփել,
1140,treten::V,քացի տալ,sparke
1141,stechen::V,խայթել,stikke
1142,stoßen::V,մղել,støte
1143,stehlen::V,գողանալ,stjele
1144,stören::V,խանգարել,forstyrre
1145,belästigen::V,անհանգստացնել,plage
1146,belästigen::V,անհանգստացնել,sjenere
1147,verbergen::V,թաքցնել,gjemme
1148,täuschen::V,խաբել,villede
1149,betrügen::V,խաբել,bedra
1150,töten::V,սպանել ,drepe
1151,wohnen::V,բնակվել,bo
1152,arbeiten::V,աշխատել,arbeide
1153,sammeln::V,հավաքել,samle
1154,pflücken::V,քաղել,plukke
1155,jagen::V,որս անել,jage
1156,fischen::V,ձուկ բռնել,fiske
1157,fassen::V,բռնել,fange
1158,hüten::V,արածեցնել,vokte
1159,treiben::V,հովուել,drive
1160,anbinden::V,չուանել,feste
1161,füttern::V,կերակրել,fore
1162,melken::V,կթել,melke
1163,hacken::V,կոտորել,hakke
1164,gießen::V,ջրել,helle
1165,reifen::V,հասունանալ ,modne
1166,zubereiten::V,պատրաստել,lage
1167,zubereiten::V,պատրաստել,tilberede
1168,kochen::V,եփել,koke
1169,backen::V,թխել,bake
1170,braten::V,տապակել,steke
1171,umrühren::V,խառնել,røre om
1172,stricken::V,գործել,strikke
1173,nähen::V,կարել,sy
1174,färben::V,ներկել,farge
1175,reinigen::V,մաքրել,rense
1176,reinigen::V,մաքրել,gjøre ren
1177,waschen::V,լվանալ,vaske
1178,abwischen::V,սրբել,tørke av
1179,spülen::V,ողողել,spyle
1180,spülen::V,ողողել,skylle
1181,spülen::V,պարզաջրել,spyle
1182,spülen::V,պարզաջրել,skylle
1183,fegen::V,ավլել,feie
1184,kehren::V,ավլել,koste
1185,baden::V,լողանալ,bade
1186,sich waschen::V,լվացվել,vaske seg
1187,ausziehen::V,հանել,ta av
1188,anziehen::V,հագնել,ta på
1189,sich anziehen::V,հագնվել,kle på seg
1190,kämmen::V,սանրել,gre
1191,kämmen::V,սանրել,kjemme
1192,schmücken::V,զարդարել,pynte
1193,schmücken::V,զարդարել,smykke
1194,sagen::V,ասել,si
1195,sprechen::V,խոսել,snakke
1196,reden::V,զրուցել,tale
1197,reden::V,զրուցել,snakke
1198,sich unterhalten::V,խոսակցել,samtale
1199,fragen::V,հարցնել,spørre
1200,bitten::V,խնդրել,be
1201,erzählen::V,պատմել,fortelle
1202,mitteilen::V,հաղորդել,meddele
1203,nennen::V,անվանել,kalle
1204,rufen::V,կանչել,rope
1205,prahlen::V,պարծենալ,skryte
1206,übersetzen::V,թարգմանել,oversette
1207,denken::V,մտածել,tenke
1208,glauben::V,հավատալ,tro
1209,bemerken::V,նկատել,bemerke
1210,bemerken::V,նկատել,legge merke til
1211,erkennen::V,ճանաչել,gjenkjenne
1212,begreifen::V,հասկանալ,begripe
1213,verstehen::V,ըմբռնել,forstå
1214,verstehen::V,ըմբռնել,skjønne
1215,lernen::V,սովորել,lære
1216,wissen::V,իմանալ,vite
1217,sich erinnern an::V,հիշել,huske på
1218,sich erinnern an::V,մտաբերել,huske på
1219,vergessen::V,մոռանալ,glemme
1220,messen::V,չափել,måle
1221,zählen::V,թվել,telle
1222,zählen::V,հաշվել,telle
1223,rechnen::V,հաշվել,regne
1224,rechnen::V,հաշվարկել,regne
1225,lesen::V,կարդալ,lese
1226,malen::V,նկարել,male
1227,zeichnen::V,գծել,tegne
1228,schreiben::V,գրել,skrive
1229,besitzen::V,ունենալ,eie
1230,besitzen::V,ունենալ,inneha
1231,besitzen::V,տեր լինել,eie
1232,besitzen::V,տեր լինել,inneha
1233,kaufen::V,գնել,kjøpe
1234,verkaufen::V,վաճառել,selge
1235,bezahlen::V,վճարել,betale
1236,zahlen::V,վճարել,betale
1237,beherrschen::V,ղեկավարել,beherske
1238,ertragen::V,դիմանալ,orke
1239,Horn::N,,horn
1240,fangen::V,,fange
