,Concept_ID,no,kv
821,abnehmen::V,avta,ямны
822,abnehmen::V,minske,ямны
823,zunehmen::V,tilta,паськавны
824,steigen::V,stige,лэбтiсьны
825,wachsen::V,gro,быдмыны
826,wachsen::V,vokse,быдмыны
827,glänzen::V,skinne,свиттявны
828,funkeln::V,tindre,югйовтлыны
829,funkeln::V,tindre,югйӧв-керны
830,lärmen::V,bråke,чавзыны
831,läuten::V,ringe,диньгыны
832,klingeln::V,ringe,силькӧтны
833,klirren::V,klirre,жольӧтны
834,brausen::V,bruse,гуасьны
835,rauschen::V,suse,кышӧтны
836,klingen::V,lyde,горавны
837,klingen::V,klinge,горавны
838,bellen::V,gjø,увтны
839,bellen::V,gjø,вувтны
840,bellen::V,bjeffe,увтны
841,bellen::V,bjeffe,вувтны
842,heulen::V,ule,уннявны
843,blasen::V,blåse,пӧлявны
844,pfeifen::V,plystre,пиксыны
845,schreien::V,skrike,айзыны
846,stöhnen::V,stønne,ойзыны
847,stöhnen::V,stønne,ружтыны
848,zittern::V,dirre,легьявны
849,zittern::V,skjelve,легьявны
850,leben::V,leve,овны
851,geboren werden::V,fødes,шогмыны
852,atmen::V,ånde,лолавны
853,atmen::V,puste,лолавны
854,trinken::V,drikke,юны
855,essen::V,spise,сёйны
856,schlucken::V,svelge,ньылавны
857,müde werden::V,bli trett,мыдзны
858,einschlafen::V,sovne,ланьтны
859,schlafen::V,sove,узьны
860,aufwachen::V,våkne,саймыны
861,aufwachen::V,våkne,пальмыны
862,aufstehen::V,stå opp,сувтны
863,sich erholen::V,bli bra,шоччисьлыны
864,sich erholen::V,komme seg,шоччисьлыны
865,krank werden::V,bli syk,моржитны
866,krank sein::V,være syk,шогавны
867,krank sein::V,være syk,визьӧтны
868,schmerzen::V,gjøre vondt,висьны
869,husten::V,hoste,кашляйтны
870,genesen::V,komme seg,бурдны
871,sterben::V,dø,кувны
872,umkommen::V,omkomme,вийсьыны
873,sich bewegen::V,bevege seg,локны
874,sich bewegen::V,bevege seg,ветлӧтны
875,sich rühren::V,røre på seg,вӧрзьӧтчыны
876,sich erheben::V,reise seg,сувтны
877,sich setzen::V,sette sig,пуксьыны
878,hinfallen::V,falle over ende,пӧрласьны
879,laufen::V,løpe,мунны
880,schreiten::V,skride,тальччавны
881,spazierengehen::V,spasere,котрасьны
882,spazierengehen::V,gå en tur,котрасьны
883,eilen::V,ile,тэрмасьны
884,sich beeilen::V,skynde seg,тэрмасьны
885,sausen::V,suse,вирдавны-котӧртны
886,rennen::V,løpe,
887,springen::V,hoppe,чеччавны
888,springen::V,springe,чеччавны
889,klettern::V,klatre,кышасьны
890,schaukeln::V,huske,чурликасьны
891,kriechen::V,krype,кыскасьны-мунны
892,schwimmen::V,svømme,вартчыны
893,tauchen::V,dykke,сунгисьны ваӧ
894,rudern::V,ro,сынны
895,fahren::V,kjøre,мунны
896,fliegen::V,fly,лэбавны
897,gehen::V,gå,мунны
898,weggehen::V,gå bort,мунны
899,abfahren::V,reise,иньдӧтчыны
900,abfahren::V,reise,мунны
901,anhalten::V,stanse,сувтны
902,hineingehen::V,gå inn,пырны
903,eintreten::V,tre inn,пырны
904,kommen::V,komme,локны
905,ankommen::V,ankomme,локны
906,ankommen::V,komme til,локны
907,zurückkommen::V,komme tilbake,бертны
908,zurückkommen::V,komme tilbake,панӧвтсьыны
909,bleiben::V,bli,кольччыны
910,bleiben::V,forbli,кольччыны
911,warten::V,vente,видзчисьны
912,erwarten::V,vente,видзчисьны
913,suchen::V,søke,кошшыны
914,finden::V,finne,адззыны
915,versuchen::V,prøve,пондыны
916,versuchen::V,prøve,пондӧтны
917,versuchen::V,forsøke,пондыны
918,versuchen::V,forsøke,пондӧтны
919,vorbereiten::V,forberede,лӧсьӧтны
920,lieben::V,elske,милуйтны
921,mögen::V,like,радейтны
922,lachen::V,le,серавны
923,rühren::V,røre,сьӧлӧм вӧрзьӧтны
924,weinen::V,gråte,горзыны
925,schimpfen::V,skjelle,видчыны
926,sich ärgern::V,ergre seg,лёкавны
927,sich fürchten::V,være redd,повны
928,fürchten::V,være redd for,повны
929,fliehen::V,rømme,пышшыны
930,fliehen::V,flykte,пышшыны
931,flüchten::V,flykte,пышшыны
932,sehen::V,se,адззыны
933,anschauen::V,se på,видзӧтны
934,anschauen::V,betrakte,видзӧтны
935,ansehen::V,anse,видзӧтны
936,hören::V,høre,кывны
937,zuhören::V,tilhøre,кывзыны
938,probieren::V,smake,пешлыны
939,probieren::V,smake på,пешлыны
940,riechen::V,lukte,дукавны
941,fühlen::V,føle,кывны
942,scheinen::V,se ut,декуйтчыны
943,zu sehen sein::V,synes,тыдавны
944,vernehmen::V,få vite,тӧдмавны
945,frieren::V,fryse,гегдыны
946,tun::V,gjøre,керны
947,können::V,kunne,вермыны
948,wollen::V,ville,мӧдны
949,anfangen::V,begynne,петны
950,beenden::V,avslutte,ештӧтны
951,beenden::V,avslutte,керыштны
952,aufhören::V,slutte,дугдыны
953,aufhören::V,holde opp,дугдыны
954,gelingen::V,lykkes,шогмыны
955,geraten::V,bli,мыччисьны
956,öffnen::V,åpne,осьтны
957,schließen::V,lukke,пӧднавны
958,schließen::V,stenge,пӧднавны
959,stellen::V,stille,сувтӧтны
960,setzen::V,sette,пуксьӧтны
961,legen::V,legge,пуктыны
962,berühren::V,berøre,вӧрзьӧтны
963,verbinden::V,forbinde,йитны
964,bedecken::V,dekke,вевттьыны
965,aufhängen::V,henge,ӧшӧтны
966,aufhängen::V,henge opp,ӧшӧтны
967,anzünden::V,tenne,ӧзтыны
968,anzünden::V,antenne,ӧзтыны
969,anzünden::V,tenne på,ӧзтыны
970,aufheben::V,løfte,лэбтыны
971,aufheben::V,ta opp,лэбтыны
972,zurücklassen::V,slippe tilbake,кольны
973,verlieren::V,miste,ӧштыны
974,fallen lassen::V,droppe,уськӧтны
975,fallen lassen::V,la falle,уськӧтны
976,machen::V,lage,керны
977,machen::V,gjøre,керны
978,herstellen::V,fremstille,вӧчны
979,bauen::V,bygge,строитны
980,reparieren::V,reparere,вочны
981,verbessern::V,rette,бурсьӧтны
982,verbessern::V,forbedre,бурсьӧтны
983,ändern::V,forandre,вежны
984,graben::V,grave,гарйыны
985,beugen::V,bøye,кусіньтны
986,biegen::V,bøye,чукыльтыштны
987,drehen::V,dreie,бергӧтны
988,wenden::V,vende,бергӧтны
989,umdrehen::V,snu,бергӧтны
990,heben::V,heve,лэбтыны
991,hochheben::V,løfte,лэбтыны
992,ergreifen::V,gripe,кватитны
993,ergreifen::V,få tak i,кватитны
994,halten::V,holde,видзны
995,drücken::V,trykke,личкыны
996,schieben::V,skyve,тойлавны
997,kratzen::V,klø,шаркӧтны
998,kratzen::V,klore,шаркӧтны
999,lecken::V,slikke,нювны
1000,beißen::V,bite,йирны
1001,abreißen::V,rive av,орӧтны
1002,abschneiden::V,skjære av,шӧрыштны
1003,abschneiden::V,skjære av,вундыштны
1004,binden::V,binde,гӧрдззыны
1005,stecken::V,stikke,мӧртны
1006,brechen::V,bryte,жугдыны
1007,brechen::V,briste,жугдыны
1008,klopfen::V,banke,зукӧтны
1009,hauen::V,hogge,желльыны
1010,kleben::V,klistre,лякӧтны
1011,reiben::V,gni,зыртны
1012,streichen::V,stryke,мавтны
1013,schleifen::V,slipe,кыскыны
1014,schneiden::V,klippe,вундавны
1015,rütteln::V,ruske,шатлавны
1016,schütteln::V,riste,зыбӧтны
1017,schwenken::V,svinge,ӧвтны
1018,schwenken::V,svinge,макайтны
1019,schütten::V,helle,кисьтны
1020,füllen::V,fylle,тыртны
1021,füllen::V,fylle,тырсьӧтны
1022,einwickeln::V,vikle inn,тубны
1023,tragen::V,bære,новйӧтны
1024,schleppen::V,slepe,кыскыны
1025,ziehen::V,dra,кыскыны
1026,ziehen::V,trekke,кыскыны
1027,aufbewahren::V,oppbevare,видзны
1028,aufbewahren::V,ta vare på,видзны
1029,werfen::V,kaste,шентывлыны
1030,fangen::V,fange,кутны
1031,packen::V,gripe,кутасьны
1032,packen::V,gripe,кватитны
1033,packen::V,gripe tak i,кутасьны
1034,packen::V,gripe tak i,кватитны
1035,verstecken::V,gjemme,дзебны
1036,teilen::V,dele,торйӧтны
1037,schicken::V,sende,иньдыны
1038,bringen::V,bringe,вайны
1039,hinzufügen::V,tilføye,содтыны
1040,bekommen::V,få,получитны
1041,erhalten::V,få,получитны
1042,nehmen::V,ta,босьтны
1043,wählen::V,velge,бӧрйыны
1044,auswählen::V,velge ut,бӧрйыны
1045,bewahren::V,bevare,видзны
1046,behindern::V,hindre,падтыны
1047,behindern::V,forhindre,падтыны
1048,verderben::V,ødelegge,изводавны
1049,beschädigen::V,skade,паздыны
1050,zerbrechen::V,brekke i stykker,паздыны
1051,zerreißen::V,rive i stykker,косявны
1052,zerstören::V,ødelegge,паздыны
1053,verbrennen::V,brenne,сотны
1054,verbrennen::V,brenne opp,сотны
1055,geben::V,gi,сетны
1056,reichen::V,rekke,сетны
1057,schenken::V,forære,козьнавны
1058,schenken::V,skjenke,козьнавны
1059,versprechen::V,love,кӧсйыны
1060,wünschen::V,ønske,бурсьыны
1061,loben::V,rose,ошкыны
1062,küssen::V,kysse,окавны
1063,wiegen::V,vogge,тюттьӧтны
1064,zudecken::V,dekke til,вевттьыны
1065,wecken::V,vekke,саймӧтны
1066,zeigen::V,vise,мыччавны
1067,führen::V,føre,нуӧтны
1068,lehren::V,lære,велӧтны
1069,unterrichten::V,undervise,велӧтны
1070,aufziehen::V,oppdra,быдтыны
1071,leiten::V,lede,юравны
1072,leiten::V,lede,веськӧтлыны
1073,antreiben::V,drive på,тэрмӧтны
1074,lassen::V,få til å,-ӧтыны
1075,einladen::V,be,корны
1076,einladen::V,invitere,корны
1077,vereinigen::V,forene,ӧтувтны
1078,vereinigen::V,forene,ӧтлаавны
1079,besuchen::V,besøke,пыравлыны
1080,treffen::V,møte,пантавны
1081,treffen::V,treffe,пантавны
1082,sich versammeln::V,forsamles,ӧксьыны
1083,spielen::V,leke,орсны
1084,spielen::V,spille,орсны
1085,singen::V,synge,сьывны
1086,tanzen::V,danse,йӧктыны
1087,sich trennen::V,skilles,торьясьны
1088,verlassen::V,forlate,кольны
1089,retten::V,redde,мынтны
1090,bewachen::V,bevokte,смекайтны
1091,schützen::V,verne,дорйыны
1092,schützen::V,beskytte,дорйыны
1093,verteidigen::V,forsvare,дорйыны
1094,sich schlagen::V,slåss,тышкасьны
1095,schießen::V,skyte,лыйны
1096,siegen::V,seire,вермыны
1097,ärgern::V,ergre,лӧгӧтны
1098,treten::V,sparke,чужьявны
1099,stechen::V,stikke,бытшкыны
1100,stoßen::V,støte,тапкыны
1101,stoßen::V,støte,тойыштны
1102,stehlen::V,stjele,гусявны
1103,stören::V,forstyrre,костіавны
1104,belästigen::V,plage,назыляйтны
1105,belästigen::V,sjenere,назыляйтны
1106,verbergen::V,gjemme,дзебны
1107,täuschen::V,villede,бӧбӧтны
1108,täuschen::V,villede,пӧрьявны
1109,betrügen::V,bedra,муклачитны
1110,töten::V,drepe,вийны
1111,wohnen::V,bo,овны
1112,arbeiten::V,arbeide,уджавны
1113,sammeln::V,samle,ӧктыны
1114,pflücken::V,plukke,судзлавны
1115,jagen::V,jage,вӧравны
1116,fischen::V,fiske,чериавны
1117,fassen::V,fange,кутны
1118,hüten::V,vokte,вердны
1119,hüten::V,vokte,йирсьӧтны
1120,treiben::V,drive,вашӧтны
1121,anbinden::V,feste,кӧртавны
1122,füttern::V,fore,вердны
1123,melken::V,melke,высьтыны
1124,melken::V,melke,чилькӧтны
1125,hacken::V,hakke,керавны
1126,gießen::V,helle,киськавны
1127,reifen::V,modne,кисьмыны
1128,zubereiten::V,lage,лӧсьӧтны
1129,zubereiten::V,tilberede,лӧсьӧтны
1130,kochen::V,koke,пуны
1131,backen::V,bake,пӧжавны
1132,braten::V,steke,жаритны
1133,umrühren::V,røre om,соравны
1134,stricken::V,strikke,домавны
1135,nähen::V,sy,вурны
1136,färben::V,farge,краситны
1137,reinigen::V,rense,весӧтны
1138,reinigen::V,gjøre ren,весӧтны
1139,waschen::V,vaske,пеславны
1140,abwischen::V,tørke av,чышкыны
1141,spülen::V,spyle,гывьявны
1142,spülen::V,skylle,гывьявны
1143,fegen::V,feie,чышкыны
1144,kehren::V,koste,чышкыны
1145,baden::V,bade,купайтчыны 
1146,sich waschen::V,vaske seg,миссьыны
1147,ausziehen::V,ta av,гыжтӧтны
1148,ausziehen::V,ta av,пӧрччавны
1149,anziehen::V,ta på,пасьтавны
1150,sich anziehen::V,kle på seg,пасьтасьны
1151,kämmen::V,gre,сынавны
1152,kämmen::V,kjemme,сынавны
1153,schmücken::V,pynte,баситны
1154,schmücken::V,smykke,баситны
1155,sagen::V,si,висьтавны
1156,sprechen::V,snakke,шуны
1157,reden::V,tale,баитны
1158,reden::V,snakke,баитны
1159,sich unterhalten::V,samtale,сёрнитны
1160,fragen::V,spørre,юавны
1161,bitten::V,be,корны
1162,erzählen::V,fortelle,висьтавны
1163,mitteilen::V,meddele,висьтавны
1164,nennen::V,kalle,нимтны
1165,rufen::V,rope,китсавны
1166,rufen::V,rope,корны
1167,rufen::V,rope,чукӧстны
1168,prahlen::V,skryte,ошшасьны
1169,übersetzen::V,oversette,вуджӧтны
1170,denken::V,tenke,чайтны
1171,glauben::V,tro,веритны
1172,bemerken::V,bemerke,казявны
1173,bemerken::V,legge merke til,казявны
1174,erkennen::V,gjenkjenne,тӧдсавны
1175,begreifen::V,begripe,вежӧртны
1176,verstehen::V,forstå,кывны
1177,verstehen::V,skjønne,кывны
1178,lernen::V,lære,велӧтчыны
1179,wissen::V,vite,тӧдны
1180,sich erinnern an::V,huske på,касьтывны
1181,vergessen::V,glemme,вунӧтны
1182,messen::V,måle,меряйтны
1183,zählen::V,telle,лыддьыны
1184,rechnen::V,regne,лыддьыны
1185,lesen::V,lese,лыддьӧтны
1186,malen::V,male,
1187,zeichnen::V,tegne,гижмавны
1188,schreiben::V,skrive,гижны
1189,besitzen::V,eie,лоны
1190,besitzen::V,inneha,лоны
1191,kaufen::V,kjøpe,небны
1192,verkaufen::V,selge,вузавны
1193,bezahlen::V,betale,вештыны
1194,zahlen::V,betale,вештыны
1195,beherrschen::V,beherske,
1196,ertragen::V,orke,терпитны
1197,schlagen::V,,базнитны
