,Concept_ID,no,nl
861,sitzen::V,sitte,zitten
862,liegen::V,ligge,liggen
863,hängen::V,henge,hangen
864,werden::V,bli,worden
865,passieren::V,skje,gebeuren
866,passieren::V,hende,gebeuren
867,beginnen::V,begynne,beginnen
868,enden::V,ende,eindigen
869,enden::V,slutte,eindigen
870,wechseln::V,veksle,wijzigen
871,wechseln::V,veksle,veranderen
872,aufgehen[Sonne]::V,stå opp,opgaan
873,untergehen[Sonne]::V,gå ned,ondergaan
874,scheinen[Sonne]::V,skinne,schijnen
875,donnern::V,tordne,donderen
876,wehen::V,blåse,waaien
877,strömen::V,strømme,stromen
878,fließen::V,flyte,vloeien
879,sich drehen::V,dreie seg,draaien
880,sich drehen::V,dreie seg,zich draaien
881,schwanken::V,svaie,wankelen
882,schwingen::V,svinge,zwieren
883,fallen::V,falle,vallen
884,brennen::V,brenne,branden
885,rauchen::V,ryke,roken
886,regnen::V,regne,regenen
887,gefrieren::V,fryse,bevriezen
888,tauen::V,tine,dooien
889,schmelzen::V,smelte,smelten
890,trocknen::V,tørre,drogen
891,sieden::V,koke,koken
892,sieden::V,koke,zieden
893,faulen::V,råtne,rotten
894,verfaulen::V,råtne,verrotten
895,reißen::V,briste,scheuren
896,versinken::V,synke,verzinken
897,versinken::V,synke ned,verzinken
898,vergehen::V,forløpe,vergaan
899,erscheinen::V,synes,opdagen
900,erscheinen::V,synes,verschijnen
901,verschwinden::V,forsvinne,verdwijnen
902,sinken::V,synke,zinken
903,abnehmen::V,avta,afnemen
904,abnehmen::V,avta,verminderen
905,abnehmen::V,minske,afnemen
906,abnehmen::V,minske,verminderen
907,zunehmen::V,tilta,toenemen
908,steigen::V,stige,stijgen
909,steigen::V,stige,omhooggaan
910,wachsen::V,gro,groeien
911,wachsen::V,vokse,groeien
912,glänzen::V,skinne,glanzen
913,glänzen::V,skinne,schitteren
914,funkeln::V,tindre,fonkelen
915,lärmen::V,bråke,lawaai maken
916,läuten::V,ringe,luiden
917,klingeln::V,ringe,bellen
918,klirren::V,klirre,rinkelen
919,brausen::V,bruse,bruisen
920,rauschen::V,suse,ruisen
921,klingen::V,lyde,klinken
922,klingen::V,klinge,klinken
923,bellen::V,gjø,blaffen
924,bellen::V,bjeffe,blaffen
925,heulen::V,ule,huilen
926,blasen::V,blåse,blazen
927,pfeifen::V,plystre,fluiten
928,schreien::V,skrike,gillen
929,schreien::V,skrike,schreeuwen
930,stöhnen::V,stønne,steunen
931,zittern::V,dirre,beven
932,zittern::V,dirre,sidderen
933,zittern::V,skjelve,beven
934,zittern::V,skjelve,sidderen
935,leben::V,leve,leven
936,geboren werden::V,fødes,geboren worden
937,atmen::V,ånde,ademen
938,atmen::V,puste,ademen
939,trinken::V,drikke,drinken
940,essen::V,spise,eten
941,schlucken::V,svelge,slikken
942,müde werden::V,bli trett,moe worden
943,einschlafen::V,sovne,inslapen
944,schlafen::V,sove,slapen
945,aufwachen::V,våkne,ontwaken
946,aufwachen::V,våkne,wakker worden
947,aufstehen::V,stå opp,opstaan
948,sich erholen::V,bli bra,zich ontspannen
949,sich erholen::V,komme seg,zich ontspannen
950,krank werden::V,bli syk,ziek worden
951,krank sein::V,være syk,ziek zijn
952,schmerzen::V,gjøre vondt,pijn doen
953,husten::V,hoste,hoesten
954,genesen::V,komme seg,genezen
955,sterben::V,dø,sterven
956,sterben::V,dø,overlijden
957,umkommen::V,omkomme,omkomen
958,sich bewegen::V,bevege seg,zich bewegen
959,sich rühren::V,røre på seg,zich verroeren
960,sich erheben::V,reise seg,oprijzen
961,sich erheben::V,reise seg,verrijzen
962,sich setzen::V,sette sig,gaan zitten
963,hinfallen::V,falle over ende,vallen
964,hinfallen::V,falle over ende,neervallen
965,laufen::V,løpe,lopen
966,schreiten::V,skride,stappen
967,schreiten::V,skride,schrijden
968,spazierengehen::V,spasere,gaan wandelen
969,spazierengehen::V,gå en tur,gaan wandelen
970,eilen::V,ile,ijlen
971,eilen::V,ile,haasten
972,sich beeilen::V,skynde seg,zich haasten
973,sausen::V,suse,stuiven
974,rennen::V,løpe,rennen
975,springen::V,hoppe,springen
976,springen::V,springe,springen
977,klettern::V,klatre,klimmen
978,klettern::V,klatre,klauteren
979,schaukeln::V,huske,schommelen
980,kriechen::V,krype,kruipen
981,schwimmen::V,svømme,zwemmen
982,tauchen::V,dykke,duiken
983,rudern::V,ro,roeien
984,fahren::V,kjøre,rijden
985,fliegen::V,fly,vliegen
986,gehen::V,gå,gaan
987,weggehen::V,gå bort,weggaan
988,abfahren::V,reise,vertrekken
989,anhalten::V,stanse,stoppen
990,anhalten::V,stanse,stilhouden
991,hineingehen::V,gå inn,ingaan
992,hineingehen::V,gå inn,binnengaan
993,eintreten::V,tre inn,binnenkomen
994,kommen::V,komme,komen
995,ankommen::V,ankomme,aankomen
996,ankommen::V,komme til,aankomen
997,zurückkommen::V,komme tilbake,terugkomen
998,bleiben::V,bli,blijven
999,bleiben::V,forbli,blijven
1000,warten::V,vente,wachten
1001,erwarten::V,vente,verwachten
1002,suchen::V,søke,zoeken
1003,finden::V,finne,vinden
1004,versuchen::V,prøve,proberen
1005,versuchen::V,prøve,beproeven
1006,versuchen::V,forsøke,proberen
1007,versuchen::V,forsøke,beproeven
1008,vorbereiten::V,forberede,voorbereiden
1009,lieben::V,elske,houden van
1010,mögen::V,like,lusten
1011,mögen::V,like,houden van
1012,lachen::V,le,lachen
1013,rühren::V,røre,roeren
1014,weinen::V,gråte,huilen
1015,weinen::V,gråte,schreien
1016,schimpfen::V,skjelle,kijven
1017,schimpfen::V,skjelle,schelden
1018,sich ärgern::V,ergre seg,zich ergeren
1019,sich fürchten::V,være redd,bang zijn
1020,fürchten::V,være redd for,vrezen
1021,fliehen::V,rømme,vluchten
1022,fliehen::V,flykte,vluchten
1023,flüchten::V,flykte,ontsnappen
1024,flüchten::V,flykte,ontkomen
1025,sehen::V,se,zien
1026,anschauen::V,se på,aankijken
1027,anschauen::V,betrakte,aankijken
1028,ansehen::V,anse,aanzien
1029,ansehen::V,anse,bekijken
1030,hören::V,høre,horen
1031,zuhören::V,tilhøre,luisteren
1032,probieren::V,smake,proeven
1033,probieren::V,smake på,proeven
1034,riechen::V,lukte,ruiken
1035,fühlen::V,føle,voelen
1036,scheinen::V,se ut,lijken
1037,zu sehen sein::V,synes,te zien zijn
1038,vernehmen::V,få vite,vernemen
1039,frieren::V,fryse,het koud hebben
1040,tun::V,gjøre,doen
1041,können::V,kunne,kunnen
1042,wollen::V,ville,willen
1043,anfangen::V,begynne,beginnen
1044,anfangen::V,begynne,aanvangen
1045,beenden::V,avslutte,beëindigen
1046,aufhören::V,slutte,ophouden
1047,aufhören::V,holde opp,ophouden
1048,gelingen::V,lykkes,lukken
1049,gelingen::V,lykkes,gelukken
1050,geraten::V,bli,uitvallen
1051,öffnen::V,åpne,openen
1052,öffnen::V,åpne,opendoen
1053,schließen::V,lukke,sluiten
1054,schließen::V,lukke,dichtdoen
1055,schließen::V,stenge,sluiten
1056,schließen::V,stenge,dichtdoen
1057,stellen::V,stille,stellen
1058,stellen::V,stille,plaatsen
1059,setzen::V,sette,zetten
1060,setzen::V,sette,plaatsen
1061,legen::V,legge,leggen
1062,berühren::V,berøre,aanraken
1063,verbinden::V,forbinde,verbinden
1064,bedecken::V,dekke,bedekken
1065,aufhängen::V,henge,ophangen
1066,aufhängen::V,henge opp,ophangen
1067,anzünden::V,tenne,aansteken
1068,anzünden::V,antenne,aansteken
1069,anzünden::V,tenne på,aansteken
1070,aufheben::V,løfte,oprapen
1071,aufheben::V,ta opp,oprapen
1072,zurücklassen::V,slippe tilbake,achterlaten
1073,verlieren::V,miste,verliezen
1074,fallen lassen::V,droppe,laten vallen
1075,fallen lassen::V,la falle,laten vallen
1076,machen::V,lage,maken
1077,machen::V,gjøre,maken
1078,herstellen::V,fremstille,produceren
1079,herstellen::V,fremstille,voortbrengen
1080,bauen::V,bygge,bouwen
1081,reparieren::V,reparere,repareren
1082,reparieren::V,reparere,herstellen
1083,verbessern::V,rette,verbeteren
1084,verbessern::V,forbedre,verbeteren
1085,ändern::V,forandre,wijzigen
1086,ändern::V,forandre,veranderen
1087,graben::V,grave,graven
1088,beugen::V,bøye,buigen
1089,biegen::V,bøye,buigen
1090,drehen::V,dreie,draaien
1091,wenden::V,vende,keren
1092,wenden::V,vende,wenden
1093,umdrehen::V,snu,omdraaien
1094,heben::V,heve,heffen
1095,heben::V,heve,optillen
1096,hochheben::V,løfte,tillen
1097,ergreifen::V,gripe,pakken
1098,ergreifen::V,gripe,grijpen
1099,ergreifen::V,få tak i,pakken
1100,ergreifen::V,få tak i,grijpen
1101,halten::V,holde,houden
1102,drücken::V,trykke,drukken
1103,schieben::V,skyve,duwen
1104,schieben::V,skyve,schuiven
1105,kratzen::V,klø,krassen
1106,kratzen::V,klore,krassen
1107,lecken::V,slikke,likken
1108,beißen::V,bite,bijten
1109,abreißen::V,rive av,afrukken
1110,abreißen::V,rive av,afscheuren
1111,abschneiden::V,skjære av,afsnijden
1112,binden::V,binde,binden
1113,stecken::V,stikke,steken
1114,brechen::V,bryte,breken
1115,brechen::V,briste,breken
1116,klopfen::V,banke,kloppen
1117,hauen::V,hogge,houwen
1118,kleben::V,klistre,plakken
1119,reiben::V,gni,wrijven
1120,streichen::V,stryke,smeren
1121,schleifen::V,slipe,slijpen
1122,schneiden::V,klippe,snijden
1123,rütteln::V,ruske,schudden
1124,schütteln::V,riste,schudden
1125,schwenken::V,svinge,wuiven
1126,schwenken::V,svinge,zwaaien
1127,schütten::V,helle,gieten
1128,schütten::V,helle,storten
1129,füllen::V,fylle,vullen
1130,einwickeln::V,vikle inn,inwikkelen
1131,tragen::V,bære,dragen
1132,schleppen::V,slepe,slepen
1133,ziehen::V,dra,trekken
1134,ziehen::V,trekke,trekken
1135,aufbewahren::V,oppbevare,bewaren
1136,aufbewahren::V,ta vare på,bewaren
1137,werfen::V,kaste,gooien
1138,fangen::V,fange,vangen
1139,packen::V,gripe,pakken
1140,packen::V,gripe,vastpakken
1141,packen::V,gripe tak i,pakken
1142,packen::V,gripe tak i,vastpakken
1143,verstecken::V,gjemme,verstoppen
1144,teilen::V,dele,delen
1145,schicken::V,sende,sturen
1146,bringen::V,bringe,brengen
1147,hinzufügen::V,tilføye,toevoegen
1148,bekommen::V,få,verkrijgen
1149,erhalten::V,få,krijgen
1150,nehmen::V,ta,nemen
1151,wählen::V,velge,kiezen
1152,wählen::V,velge,verkiezen
1153,auswählen::V,velge ut,uitkiezen
1154,bewahren::V,bevare,bewaren
1155,behindern::V,hindre,hinderen
1156,behindern::V,forhindre,hinderen
1157,verderben::V,ødelegge,bederven
1158,beschädigen::V,skade,beschadigen
1159,zerbrechen::V,brekke i stykker,breken
1160,zerbrechen::V,brekke i stykker,stukbreken
1161,zerreißen::V,rive i stykker,scheuren
1162,zerreißen::V,rive i stykker,verscheuren
1163,zerstören::V,ødelegge,vernielen
1164,verbrennen::V,brenne,branden
1165,verbrennen::V,brenne,verbranden
1166,verbrennen::V,brenne opp,branden
1167,verbrennen::V,brenne opp,verbranden
1168,geben::V,gi,geven
1169,reichen::V,rekke,reiken
1170,reichen::V,rekke,aanreiken
1171,schenken::V,forære,schenken
1172,schenken::V,skjenke,schenken
1173,versprechen::V,love,beloven
1174,wünschen::V,ønske,wensen
1175,loben::V,rose,loven
1176,loben::V,rose,prijzen
1177,küssen::V,kysse,kussen
1178,wiegen::V,vogge,wiegen
1179,zudecken::V,dekke til,toedekken
1180,wecken::V,vekke,wekken
1181,zeigen::V,vise,tonen
1182,zeigen::V,vise,wijzen
1183,führen::V,føre,voeren
1184,lehren::V,lære,leren
1185,unterrichten::V,undervise,onderwijzen
1186,aufziehen::V,oppdra,grootbrengen
1187,leiten::V,lede,leiden
1188,antreiben::V,drive på,aandrijven
1189,lassen::V,få til å,laten
1190,einladen::V,be,uitnodigen
1191,einladen::V,invitere,uitnodigen
1192,vereinigen::V,forene,verenigen
1193,besuchen::V,besøke,bezoeken
1194,treffen::V,møte,treffen
1195,treffen::V,møte,ontmoeten
1196,treffen::V,treffe,treffen
1197,treffen::V,treffe,ontmoeten
1198,sich versammeln::V,forsamles,zich verzamelen
1199,spielen::V,leke,spelen
1200,spielen::V,spille,spelen
1201,singen::V,synge,zingen
1202,tanzen::V,danse,dansen
1203,sich trennen::V,skilles,van elkaar gaan
1204,verlassen::V,forlate,verlaten
1205,retten::V,redde,redden
1206,bewachen::V,bevokte,bewaken
1207,schützen::V,verne,beschermen
1208,schützen::V,beskytte,beschermen
1209,verteidigen::V,forsvare,verdedigen
1210,sich schlagen::V,slåss,knokken
1211,schießen::V,skyte,schieten
1212,siegen::V,seire,overwinnen
1213,ärgern::V,ergre,ergeren
1214,treten::V,sparke,trappen
1215,treten::V,sparke,schoppen
1216,stechen::V,stikke,steken
1217,stechen::V,stikke,prikken
1218,stoßen::V,støte,stoten
1219,stehlen::V,stjele,stelen
1220,stören::V,forstyrre,storen
1221,stören::V,forstyrre,verstoren
1222,belästigen::V,plage,lastig vallen
1223,belästigen::V,sjenere,lastig vallen
1224,verbergen::V,gjemme,verbergen
1225,täuschen::V,villede,misleiden
1226,betrügen::V,bedra,bedriegen
1227,töten::V,drepe,doden
1228,wohnen::V,bo,wonen
1229,arbeiten::V,arbeide,werken
1230,sammeln::V,samle,inzamelen
1231,sammeln::V,samle,verzamelen
1232,pflücken::V,plukke,plukken
1233,jagen::V,jage,jagen
1234,fischen::V,fiske,vissen
1235,fassen::V,fange,vangen
1236,hüten::V,vokte,hoeden
1237,treiben::V,drive,drijven
1238,anbinden::V,feste,vastbinden
1239,füttern::V,fore,voeren
1240,melken::V,melke,melken
1241,hacken::V,hakke,hakken
1242,gießen::V,helle,gieten
1243,reifen::V,modne,rijpen
1244,zubereiten::V,lage,klaarmaken
1245,zubereiten::V,lage,toebereiden
1246,zubereiten::V,tilberede,klaarmaken
1247,zubereiten::V,tilberede,toebereiden
1248,kochen::V,koke,koken
1249,backen::V,bake,bakken
1250,braten::V,steke,braden
1251,umrühren::V,røre om,omroeren
1252,stricken::V,strikke,breien
1253,nähen::V,sy,naaien
1254,färben::V,farge,verven
1255,färben::V,farge,kleuren
1256,reinigen::V,rense,reinigen
1257,reinigen::V,gjøre ren,reinigen
1258,waschen::V,vaske,wassen
1259,abwischen::V,tørke av,afvegen
1260,spülen::V,spyle,spoelen
1261,spülen::V,spyle,afwassen
1262,spülen::V,skylle,spoelen
1263,spülen::V,skylle,afwassen
1264,fegen::V,feie,vegen
1265,kehren::V,koste,vegen
1266,baden::V,bade,baden
1267,sich waschen::V,vaske seg,zich wassen
1268,ausziehen::V,ta av,uittrekken
1269,anziehen::V,ta på,aantrekken
1270,sich anziehen::V,kle på seg,zich aankleden
1271,kämmen::V,gre,kammen
1272,kämmen::V,kjemme,kammen
1273,schmücken::V,pynte,tooien
1274,schmücken::V,smykke,tooien
1275,sagen::V,si,zeggen
1276,sprechen::V,snakke,spreken
1277,reden::V,tale,praten
1278,reden::V,snakke,praten
1279,sich unterhalten::V,samtale,zich onderhouden
1280,fragen::V,spørre,vragen
1281,bitten::V,be,vragen
1282,bitten::V,be,verzoeken
1283,erzählen::V,fortelle,vertellen
1284,mitteilen::V,meddele,meedelen
1285,nennen::V,kalle,noemen
1286,rufen::V,rope,roepen
1287,prahlen::V,skryte,pralen
1288,übersetzen::V,oversette,vertalen
1289,denken::V,tenke,denken
1290,glauben::V,tro,geloven
1291,bemerken::V,bemerke,bemerken
1292,bemerken::V,legge merke til,bemerken
1293,erkennen::V,gjenkjenne,herkennen
1294,begreifen::V,begripe,begrijpen
1295,verstehen::V,forstå,verstaan
1296,verstehen::V,skjønne,verstaan
1297,lernen::V,lære,leren
1298,wissen::V,vite,weten
1299,sich erinnern an::V,huske på,zich herinneren aan
1300,vergessen::V,glemme,vergeten
1301,messen::V,måle,meten
1302,zählen::V,telle,tellen
1303,rechnen::V,regne,rekenen
1304,lesen::V,lese,lezen
1305,malen::V,male,schilderen
1306,zeichnen::V,tegne,tekenen
1307,schreiben::V,skrive,schrijven
1308,besitzen::V,eie,bezitten
1309,besitzen::V,inneha,bezitten
1310,kaufen::V,kjøpe,kopen
1311,verkaufen::V,selge,verkopen
1312,bezahlen::V,betale,betalen
1313,zahlen::V,betale,betalen
1314,beherrschen::V,beherske,beheersen
1315,ertragen::V,orke,verdragen
1316,schlagen::V,,slaan
