,Concept_ID,uk,la
841,geboren werden::V,народитися,nasci
842,atmen::V,дихати,spirare
843,trinken::V,пити,bibere
844,essen::V,їсти,edere
845,schlucken::V,ковтати,devorare
846,müde werden::V,втомитися,fatigari
847,einschlafen::V,заснути,obdormiscere
848,schlafen::V,спати,dormire
849,aufwachen::V,прокинутися,expergisci
850,aufstehen::V,встати,exsurgere
851,sich erholen::V,відпочивати,se reficere
852,krank werden::V,захворіти,aegrescere
853,krank sein::V,хворіти,aegrotare
854,schmerzen::V,боліти,dolere
855,husten::V,кашляти,tussire
856,genesen::V,одужати,convalescere
857,genesen::V,видужати,convalescere
858,sterben::V,померти,mori
859,umkommen::V,згинути,perire
860,sich bewegen::V,рухатися,se movere
861,sich rühren::V,ворушитися,micare
862,sich erheben::V,встати,surgere
863,sich setzen::V,сісти,considere
864,hinfallen::V,упасти,cadere
865,laufen::V,ходити,vadere
866,schreiten::V,крокувати,gradi
867,spazierengehen::V,гуляти,ambulare
868,eilen::V,спішити,properare
869,sich beeilen::V,поспішати,festinare
870,sausen::V,мчатися,currere
871,rennen::V,бігати,currere
872,springen::V,скакати,salire
873,springen::V,стрибати,salire
874,klettern::V,лазити,niti
875,schaukeln::V,гойдатися,oscillare
876,kriechen::V,повзати,repere
877,kriechen::V,повзати,serpere
878,schwimmen::V,пливти,nare
879,schwimmen::V,пливти,natare
880,schwimmen::V,плавати,nare
881,schwimmen::V,плавати,natare
882,tauchen::V,пірнати,mergere
883,rudern::V,гребти,remigare
884,rudern::V,веслувати,remigare
885,fahren::V,їхати,vehi
886,fliegen::V,літати,volare
887,gehen::V,іти,ire
888,gehen::V,іти,vadere
889,weggehen::V,піти,abire
890,weggehen::V,піти,discedere
891,abfahren::V,від’їхати,proficisci
892,abfahren::V,відправитися,proficisci
893,anhalten::V,зупинитися,consistere
894,hineingehen::V,входити,inire
895,hineingehen::V,входити,ingredi
896,eintreten::V,увійти,intrare
897,kommen::V,прийти,venire
898,ankommen::V,прибути,advenire
899,zurückkommen::V,повернутися,revenire
900,bleiben::V,залишитися,manere
901,warten::V,чекати,opperiri
902,erwarten::V,чекати,opperiri
903,erwarten::V,чекати,expectare
904,suchen::V,шукати,quaerere
905,finden::V,знайти,reperire
906,versuchen::V,випробовувати,conari
907,versuchen::V,випробовувати,temptare
908,vorbereiten::V,підготувати,parare
909,lieben::V,любити,amare
910,mögen::V,любити,amare
911,mögen::V,подобатися,amare
912,lachen::V,сміятися,ridere
913,rühren::V,розчулити,commovere
914,weinen::V,плакати,flere
915,schimpfen::V,лаятися,increpare
916,sich ärgern::V,сердитися,indignari
917,sich fürchten::V,боятися,vereri
918,fürchten::V,боятися,timere
919,fliehen::V,тікати,fugere
920,flüchten::V,утекти,effugere
921,sehen::V,бачити,videre
922,anschauen::V,поглянути,aspectare
923,ansehen::V,дивитися на,spectare
924,hören::V,чути,audire
925,zuhören::V,слухати,auscultare
926,probieren::V,покуштувати,gustare
927,riechen::V,нюхати,olfacere
928,fühlen::V,відчувати,sentire
929,scheinen::V,здаватися,videri
930,zu sehen sein::V,виднітися,conspici
931,vernehmen::V,почути,comperire
932,frieren::V,мерзнути,algere
933,tun::V,робити,facere
934,können::V,могти,posse
935,wollen::V,хотіти,velle
936,anfangen::V,почати,incipere
937,beenden::V,закінчити,finire
938,aufhören::V,перестати,desistere
939,gelingen::V,вдатися,contingere
940,geraten::V,опинитися,evenire
941,öffnen::V,відкрити,aperire
942,schließen::V,закрити,claudere
943,stellen::V,поставити,sistere
944,setzen::V,посадити,ponere
945,legen::V,класти,ponere
946,berühren::V,чіпати,tangere
947,verbinden::V,зв’язати,iungere
948,bedecken::V,покрити,tegere
949,bedecken::V,покрити,operire
950,aufhängen::V,повісити,suspendere
951,anzünden::V,запалити,accendere
952,anzünden::V,запалити,inflammare
953,aufheben::V,підняти,tollere
954,zurücklassen::V,залишити,relinquere
955,verlieren::V,загубити,perdere
956,verlieren::V,загубити,amittere
957,fallen lassen::V,упустити,dimittere
958,machen::V,зробити,facere
959,herstellen::V,виготовити,fabricare
960,bauen::V,будувати,construere
961,reparieren::V,лагодити,reparare
962,verbessern::V,поліпшити,emendare
963,ändern::V,змінити,mutare
964,graben::V,копати,fodere
965,beugen::V,зігнути,flectere
966,biegen::V,погнути,curvare
967,drehen::V,вертіти,torquere
968,wenden::V,повернути,vertere
969,umdrehen::V,перевернути,convertere
970,heben::V,піднімати,tollere
971,hochheben::V,підняти,levare
972,ergreifen::V,схопити,capessere
973,halten::V,тримати,tenere
974,drücken::V,натискати,premere
975,schieben::V,пхати,promovere
976,schieben::V,штовхати,promovere
977,kratzen::V,шкребти,radere
978,lecken::V,лизати,lambere
979,beißen::V,кусати,mordere
980,abreißen::V,відірвати,avellere
981,abschneiden::V,відрізати,desecare
982,binden::V,в’язати,ligare
983,stecken::V,увіткнути,inserere
984,brechen::V,зламати,rumpere
985,klopfen::V,стукати,pultare
986,hauen::V,бити,ferire
987,kleben::V,клеїти,agglutinare
988,reiben::V,терти,terere
989,streichen::V,намазати,oblinere
990,schleifen::V,точити,acuere
991,schneiden::V,різати,secare
992,rütteln::V,хитати,quassare
993,schütteln::V,трясти,quatere
994,schwenken::V,махати,ventilare
995,schütten::V,налити,fundere
996,füllen::V,наповнити,complere
997,einwickeln::V,загорнути,involvere
998,tragen::V,нести,ferre
999,tragen::V,нести,portare
1000,schleppen::V,тягти,pertrahere
1001,ziehen::V,тягнути,trahere
1002,aufbewahren::V,зберігати,asservare
1003,werfen::V,кидати,iacere
1004,fangen::V,ловити,capere
1005,packen::V,схопити,capessere
1006,verstecken::V,сховати,abdere
1007,teilen::V,розділити,partiri
1008,teilen::V,розділити,dividere
1009,schicken::V,посилати,mittere
1010,bringen::V,принести,apportare
1011,hinzufügen::V,додати,addere
1012,bekommen::V,дістати,adipisci
1013,erhalten::V,одержати,accipere
1014,nehmen::V,взяти,sumere
1015,wählen::V,вибрати,eligere
1016,auswählen::V,відібрати,deligere
1017,bewahren::V,зберегти,conservare
1018,behindern::V,перешкоджати,impedire
1019,verderben::V,зіпсувати,corrumpere
1020,beschädigen::V,зашкодити,laedere
1021,zerbrechen::V,розбити,rumpere
1022,zerbrechen::V,розбити,frangere
1023,zerreißen::V,розірвати,discindere
1024,zerstören::V,зруйнувати,delere
1025,verbrennen::V,спалити,urere
1026,verbrennen::V,спалити,cremare
1027,geben::V,дати,dare
1028,reichen::V,передати,praebere
1029,schenken::V,дарувати,donare
1030,schenken::V,дарувати,largiri
1031,versprechen::V,обіцяти,polliceri
1032,versprechen::V,обіцяти,promittere
1033,wünschen::V,бажати,
1034,loben::V,хвалити,laudare
1035,küssen::V,цілувати,osculari
1036,wiegen::V,качати,
1037,zudecken::V,накрити,tegere
1038,wecken::V,розбудити,excitare
1039,zeigen::V,показати,monstrare
1040,führen::V,вести,ducere
1041,lehren::V,вчити,docere
1042,unterrichten::V,викладати,instituere
1043,aufziehen::V,виховати,nutrire
1044,leiten::V,керувати,ducere
1045,antreiben::V,підганяти,incitare
1046,lassen::V,змусити,iubere
1047,einladen::V,запросити,invitare
1048,vereinigen::V,об’єднати,coniungere
1049,besuchen::V,завітати,visere
1050,besuchen::V,відвідати,visere
1051,treffen::V,зустріти,convenire
1052,sich versammeln::V,зібратися,convenire
1053,spielen::V,грати,ludere
1054,singen::V,співати,cantare
1055,tanzen::V,танцювати,saltare
1056,sich trennen::V,розлучитися,digredi
1057,sich trennen::V,розлучитися,discedere
1058,verlassen::V,покинути,deserere
1059,verlassen::V,покинути,relinquere
1060,retten::V,врятувати,servare
1061,bewachen::V,охороняти,custodire
1062,schützen::V,уберігати,tueri
1063,schützen::V,уберігати,tutari
1064,verteidigen::V,захистити,defendere
1065,sich schlagen::V,битися,luctari
1066,sich schlagen::V,дратися,luctari
1067,schießen::V,стріляти,iaculari
1068,siegen::V,перемогти,vincere
1069,ärgern::V,сердити,irritare
1070,schlagen::V,ударити,ferire
1071,treten::V,штовхати,calcare
1072,stechen::V,вколоти,pungere
1073,stoßen::V,штовхнути,tundere
1074,stehlen::V,украсти,furari
1075,stören::V,перешкодити,turbare
1076,belästigen::V,докучати,obtundere
1077,verbergen::V,сховати,celare
1078,verbergen::V,сховати,occultare
1079,täuschen::V,обдурити,fallere
1080,betrügen::V,зшахраювати,fraudare
1081,töten::V,убити,necare
1082,töten::V,убити,caedere
1083,wohnen::V,жити,habitare
1084,wohnen::V,мешкати,habitare
1085,arbeiten::V,працювати,laborare
1086,sammeln::V,зібрати,colligere
1087,pflücken::V,зривати,carpere
1088,jagen::V,полювати,venari
1089,fischen::V,рибалити,piscari
1090,fassen::V,піймати,capere
1091,hüten::V,пасти,custodire
1092,treiben::V,гнати,agere
1093,anbinden::V,прив’язати,alligare
1094,füttern::V,годувати,nutrire
1095,füttern::V,харчувати,nutrire
1096,melken::V,доїти,mulgere
1097,hacken::V,рубати,findere
1098,gießen::V,полити,rigare
1099,reifen::V,дозріти,maturescere
1100,zubereiten::V,зготовити,apparare
1101,zubereiten::V,приготувати,apparare
1102,kochen::V,варити,coquere
1103,kochen::V,готувати,coquere
1104,backen::V,пекти,coquere
1105,braten::V,смажити,torrere
1106,umrühren::V,переміщати,commovere
1107,stricken::V,в’язати,texere
1108,nähen::V,шити,suere
1109,färben::V,пофарбувати,tingere
1110,reinigen::V,очистити,purgare
1111,waschen::V,мити,lavare
1112,abwischen::V,витерти,abstergere
1113,spülen::V,полоскати,perluere
1114,fegen::V,підмітати,verrere
1115,kehren::V,мести,purgare
1116,baden::V,купатися,lavari
1117,sich waschen::V,митися,lavari
1118,ausziehen::V,зняти,exuere
1119,anziehen::V,надіти,induere
1120,sich anziehen::V,одягтися,vestiri
1121,sich anziehen::V,одягнутися,vestiri
1122,kämmen::V,зачесати,pectere
1123,schmücken::V,оздобити,ornare
1124,schmücken::V,оздобити,decorare
1125,sagen::V,сказати,dicere
1126,sprechen::V,говорити,fari
1127,reden::V,розмовляти,loqui
1128,sich unterhalten::V,бесідувати,colloqui
1129,sich unterhalten::V,бесідувати,disputare
1130,fragen::V,запитати,rogare
1131,fragen::V,запитати,quaerere
1132,bitten::V,просити,orare
1133,bitten::V,просити,rogare
1134,erzählen::V,розповісти,narrare
1135,mitteilen::V,повідомити,communicare
1136,nennen::V,назвати,appellare
1137,rufen::V,кликати,vocare
1138,prahlen::V,хвалитися,gloriari
1139,übersetzen::V,перекласти,vertere
1140,denken::V,думати,cogitare
1141,denken::V,мислити,cogitare
1142,glauben::V,вірити,credere
1143,bemerken::V,помітити,animadvertere
1144,erkennen::V,пізнати,cognoscere
1145,begreifen::V,осягнути,comprehendere
1146,verstehen::V,почути,intellegere
1147,lernen::V,навчатися,discere
1148,wissen::V,знати,scire
1149,sich erinnern an::V,пам’ятати,meminisse
1150,vergessen::V,забути,oblivisci
1151,messen::V,міряти,metiri
1152,zählen::V,лічити,numerare
1153,rechnen::V,рахувати,reri
1154,rechnen::V,рахувати,calculare
1155,lesen::V,читати,legere
1156,malen::V,малювати,pingere
1157,zeichnen::V,рисувати,scribere
1158,schreiben::V,писати,scribere
1159,besitzen::V,мати,possidere
1160,kaufen::V,купити,emere
1161,verkaufen::V,продати,vendere
1162,bezahlen::V,заплатити,pendere
1163,zahlen::V,платити,solvere
1164,beherrschen::V,володіти,regere
1165,beherrschen::V,володіти,imperare
1166,ertragen::V,витерпіти,tolerare
1167,ertragen::V,витерпіти,sustinere
