,Concept_ID,uk,da
853,sich erheben::V,встати,rejse sig
854,sich setzen::V,сісти,sætte sig
855,hinfallen::V,упасти,
856,laufen::V,ходити,løbe
857,schreiten::V,крокувати,skride
858,spazierengehen::V,гуляти,gå en tur
859,eilen::V,спішити,ile
860,sich beeilen::V,поспішати,skynde sig
861,sausen::V,мчатися,suse
862,rennen::V,бігати,løbe
863,rennen::V,бігати,rende
864,springen::V,скакати,hoppe
865,springen::V,скакати,springe
866,springen::V,стрибати,hoppe
867,springen::V,стрибати,springe
868,klettern::V,лазити,klatre
869,schaukeln::V,гойдатися,gynge
870,kriechen::V,повзати,krybe
871,schwimmen::V,пливти,svømme
872,schwimmen::V,плавати,svømme
873,tauchen::V,пірнати,dykke
874,rudern::V,гребти,ro
875,rudern::V,веслувати,ro
876,fahren::V,їхати,køre
877,fliegen::V,літати,flyve
878,gehen::V,іти,gå
879,weggehen::V,піти,gå bort
880,abfahren::V,від’їхати,køre bort
881,abfahren::V,відправитися,køre bort
882,anhalten::V,зупинитися,standse
883,hineingehen::V,входити,gå ind
884,eintreten::V,увійти,træde ind
885,kommen::V,прийти,komme
886,ankommen::V,прибути,ankomme
887,zurückkommen::V,повернутися,komme tilbage
888,bleiben::V,залишитися,blive
889,bleiben::V,залишитися,forblive
890,warten::V,чекати,vente
891,erwarten::V,чекати,vente
892,erwarten::V,чекати,afvente
893,suchen::V,шукати,søge
894,finden::V,знайти,finde
895,versuchen::V,випробовувати,forsøge
896,vorbereiten::V,підготувати,forberede
897,lieben::V,любити,elske
898,mögen::V,любити,holde af
899,mögen::V,любити,kunne lide
900,mögen::V,подобатися,holde af
901,mögen::V,подобатися,kunne lide
902,lachen::V,сміятися,le
903,rühren::V,розчулити,røre
904,weinen::V,плакати,græde
905,schimpfen::V,лаятися,skænde
906,sich ärgern::V,сердитися,ærgre sig
907,sich fürchten::V,боятися,være bange
908,fürchten::V,боятися,være bange for
909,fliehen::V,тікати,flygte
910,flüchten::V,утекти,flygte
911,sehen::V,бачити,se
912,anschauen::V,поглянути,se på
913,anschauen::V,поглянути,betragte
914,ansehen::V,дивитися на,anse
915,hören::V,чути,høre
916,zuhören::V,слухати,høre til
917,probieren::V,покуштувати,smage
918,probieren::V,покуштувати,smage på
919,riechen::V,нюхати,lugte
920,fühlen::V,відчувати,føle
921,scheinen::V,здаватися,synes
922,zu sehen sein::V,виднітися,synes
923,vernehmen::V,почути,erfare
924,frieren::V,мерзнути,fryse
925,tun::V,робити,gøre
926,können::V,могти,kunne
927,wollen::V,хотіти,ville
928,anfangen::V,почати,begynde
929,beenden::V,закінчити,afslutte
930,aufhören::V,перестати,ophøre
931,aufhören::V,перестати,holde op
932,gelingen::V,вдатися,lykkes
933,geraten::V,опинитися,blive
934,öffnen::V,відкрити,åbne
935,schließen::V,закрити,lukke
936,stellen::V,поставити,stille
937,setzen::V,посадити,sætte
938,legen::V,класти,lægge
939,berühren::V,чіпати,berøre
940,verbinden::V,зв’язати,forbinde
941,bedecken::V,покрити,dække
942,bedecken::V,покрити,bedække
943,aufhängen::V,повісити,hænge
944,aufhängen::V,повісити,hænge op
945,anzünden::V,запалити,tænde
946,anzünden::V,запалити,antænde
947,aufheben::V,підняти,løfte
948,aufheben::V,підняти,tage op
949,zurücklassen::V,залишити,lade tilbage
950,verlieren::V,загубити,miste
951,fallen lassen::V,упустити,tabe
952,fallen lassen::V,упустити,droppe
953,machen::V,зробити,gøre
954,herstellen::V,виготовити,fremstille
955,bauen::V,будувати,bygge
956,reparieren::V,лагодити,reparere
957,verbessern::V,поліпшити,rette
958,verbessern::V,поліпшити,forbedre
959,ändern::V,змінити,ændre
960,graben::V,копати,grave
961,beugen::V,зігнути,bøje
962,biegen::V,погнути,bøje
963,drehen::V,вертіти,dreje
964,wenden::V,повернути,vende
965,umdrehen::V,перевернути,dreje om
966,heben::V,піднімати,hæve
967,hochheben::V,підняти,løfte
968,ergreifen::V,схопити,gribe fat i
969,halten::V,тримати,holde
970,drücken::V,натискати,trykke
971,schieben::V,пхати,skyde
972,schieben::V,пхати,skubbe
973,schieben::V,штовхати,skyde
974,schieben::V,штовхати,skubbe
975,kratzen::V,шкребти,klø
976,kratzen::V,шкребти,kradse
977,lecken::V,лизати,slikke
978,beißen::V,кусати,bide
979,abreißen::V,відірвати,rive af
980,abschneiden::V,відрізати,skære af
981,binden::V,в’язати,binde
982,stecken::V,увіткнути,stikke
983,brechen::V,зламати,brække
984,klopfen::V,стукати,banke
985,hauen::V,бити,hugge
986,kleben::V,клеїти,klistre
987,reiben::V,терти,gnide
988,streichen::V,намазати,smøre
989,schleifen::V,точити,slibe
990,schneiden::V,різати,skære
991,schneiden::V,різати,klippe
992,rütteln::V,хитати,ruske
993,schütteln::V,трясти,ryste
994,schwenken::V,махати,svinge
995,schütten::V,налити,hælde
996,füllen::V,наповнити,fylde
997,einwickeln::V,загорнути,pakke ind
998,tragen::V,нести,bære
999,schleppen::V,тягти,slæbe
1000,ziehen::V,тягнути,trække
1001,aufbewahren::V,зберігати,opbevare
1002,werfen::V,кидати,kaste
1003,fangen::V,ловити,fange
1004,packen::V,схопити,gribe
1005,verstecken::V,сховати,gemme
1006,teilen::V,розділити,dele
1007,schicken::V,посилати,sende
1008,bringen::V,принести,bringe
1009,hinzufügen::V,додати,tilføje
1010,bekommen::V,дістати,få
1011,erhalten::V,одержати,få
1012,nehmen::V,взяти,tage
1013,wählen::V,вибрати,vælge
1014,auswählen::V,відібрати,udvælge
1015,bewahren::V,зберегти,bevare
1016,behindern::V,перешкоджати,hindre
1017,behindern::V,перешкоджати,forhindre
1018,verderben::V,зіпсувати,ødelægge
1019,beschädigen::V,зашкодити,beskadige
1020,zerbrechen::V,розбити,brække itu
1021,zerreißen::V,розірвати,rive itu
1022,zerstören::V,зруйнувати,ødelægge
1023,verbrennen::V,спалити,brænde
1024,geben::V,дати,give
1025,reichen::V,передати,række
1026,schenken::V,дарувати,forære
1027,versprechen::V,обіцяти,love
1028,wünschen::V,бажати,ønske
1029,loben::V,хвалити,rose
1030,küssen::V,цілувати,kysse
1031,wiegen::V,качати,vugge
1032,zudecken::V,накрити,dække til
1033,wecken::V,розбудити,vække
1034,zeigen::V,показати,vise
1035,führen::V,вести,føre
1036,lehren::V,вчити,lære
1037,unterrichten::V,викладати,undervise
1038,aufziehen::V,виховати,opdrage
1039,leiten::V,керувати,lede
1040,antreiben::V,підганяти,skynde på
1041,lassen::V,змусити,få til at
1042,einladen::V,запросити,indbyde
1043,einladen::V,запросити,invitere
1044,vereinigen::V,об’єднати,forene
1045,besuchen::V,завітати,besøge
1046,besuchen::V,відвідати,besøge
1047,treffen::V,зустріти,møde
1048,sich versammeln::V,зібратися,forsamles
1049,spielen::V,грати,lege
1050,spielen::V,грати,spille
1051,singen::V,співати,synge
1052,tanzen::V,танцювати,danse
1053,sich trennen::V,розлучитися,skilles
1054,verlassen::V,покинути,forlade
1055,retten::V,врятувати,redde
1056,bewachen::V,охороняти,bevogte
1057,schützen::V,уберігати,skærme
1058,schützen::V,уберігати,beskytte
1059,verteidigen::V,захистити,forsvare
1060,sich schlagen::V,битися,slås
1061,sich schlagen::V,дратися,slås
1062,schießen::V,стріляти,skyde
1063,siegen::V,перемогти,sejre
1064,ärgern::V,сердити,ærgre
1065,schlagen::V,ударити,slå
1066,treten::V,штовхати,sparke
1067,stechen::V,вколоти,stikke
1068,stoßen::V,штовхнути,støde
1069,stehlen::V,украсти,stjæle
1070,stören::V,перешкодити,forstyrre
1071,belästigen::V,докучати,genere
1072,belästigen::V,докучати,ulejlige
1073,verbergen::V,сховати,skjule
1074,täuschen::V,обдурити,villede
1075,betrügen::V,зшахраювати,bedrage
1076,töten::V,убити,dræbe
1077,wohnen::V,жити,bo
1078,wohnen::V,мешкати,bo
1079,arbeiten::V,працювати,arbejde
1080,sammeln::V,зібрати,samle
1081,pflücken::V,зривати,plukke
1082,jagen::V,полювати,jage
1083,fischen::V,рибалити,fiske
1084,fassen::V,піймати,fange
1085,hüten::V,пасти,vogte
1086,treiben::V,гнати,drive
1087,anbinden::V,прив’язати,binde fast
1088,füttern::V,годувати,fodre
1089,füttern::V,харчувати,fodre
1090,melken::V,доїти,malke
1091,hacken::V,рубати,hakke
1092,gießen::V,полити,hælde
1093,reifen::V,дозріти,modne
1094,zubereiten::V,зготовити,tilberede
1095,zubereiten::V,приготувати,tilberede
1096,kochen::V,варити,koge
1097,kochen::V,готувати,koge
1098,backen::V,пекти,bage
1099,braten::V,смажити,stege
1100,umrühren::V,переміщати,røre om
1101,stricken::V,в’язати,strikke
1102,nähen::V,шити,sy
1103,färben::V,пофарбувати,farve
1104,reinigen::V,очистити,rense
1105,reinigen::V,очистити,gøre ren
1106,waschen::V,мити,vaske
1107,abwischen::V,витерти,tørre af
1108,spülen::V,полоскати,skylle
1109,fegen::V,підмітати,feje
1110,kehren::V,мести,feje
1111,baden::V,купатися,bade
1112,sich waschen::V,митися,vaske sig
1113,ausziehen::V,зняти,tage af
1114,anziehen::V,надіти,tage på
1115,sich anziehen::V,одягтися,klæde sig på
1116,sich anziehen::V,одягнутися,klæde sig på
1117,kämmen::V,зачесати,rede
1118,kämmen::V,зачесати,frisere
1119,schmücken::V,оздобити,pynte
1120,schmücken::V,оздобити,smykke
1121,sagen::V,сказати,sige
1122,sprechen::V,говорити,snakke
1123,reden::V,розмовляти,tale
1124,reden::V,розмовляти,snakke
1125,sich unterhalten::V,бесідувати,snakke sammen
1126,fragen::V,запитати,spørge
1127,bitten::V,просити,bede
1128,erzählen::V,розповісти,berette
1129,erzählen::V,розповісти,fortælle
1130,mitteilen::V,повідомити,meddele
1131,nennen::V,назвати,nævne
1132,rufen::V,кликати,råbe
1133,prahlen::V,хвалитися,prale
1134,übersetzen::V,перекласти,oversætte
1135,denken::V,думати,tænke
1136,denken::V,мислити,tænke
1137,glauben::V,вірити,tro
1138,bemerken::V,помітити,bemærke
1139,bemerken::V,помітити,lægge mærke til
1140,erkennen::V,пізнати,genkende
1141,begreifen::V,осягнути,begribe
1142,verstehen::V,почути,forstå
1143,lernen::V,навчатися,lære
1144,wissen::V,знати,vide
1145,sich erinnern an::V,пам’ятати,mindes
1146,sich erinnern an::V,пам’ятати,huske på
1147,vergessen::V,забути,glemme
1148,messen::V,міряти,måle
1149,zählen::V,лічити,tælle
1150,rechnen::V,рахувати,regne
1151,lesen::V,читати,læse
1152,malen::V,малювати,male
1153,zeichnen::V,рисувати,tegne
1154,schreiben::V,писати,skrive
1155,besitzen::V,мати,eje
1156,besitzen::V,мати,besidde
1157,kaufen::V,купити,købe
1158,verkaufen::V,продати,sælge
1159,bezahlen::V,заплатити,betale
1160,zahlen::V,платити,betale
1161,beherrschen::V,володіти,beherske
1162,ertragen::V,витерпіти,tåle
1163,ertragen::V,витерпіти,udholde
