,Concept_ID,ja,no
865,schmerzen::V,痛む,gjøre vondt
866,husten::V,咳をする,hoste
867,genesen::V,元気になる,komme seg
868,sterben::V,死ぬ,dø
869,sterben::V,亡くなる,dø
870,umkommen::V,死亡する,omkomme
871,sich bewegen::V,移動する,bevege seg
872,sich rühren::V,動く,røre på seg
873,sich erheben::V,立ち上がる,reise seg
874,sich setzen::V,座る,sette sig
875,hinfallen::V,転ぶ,falle over ende
876,laufen::V,歩く,løpe
877,schreiten::V,跨ぐ,skride
878,spazierengehen::V,散歩する,spasere
879,spazierengehen::V,散歩する,gå en tur
880,eilen::V,急ぐ,ile
881,sich beeilen::V,焦る,skynde seg
882,sausen::V,疾駆する,suse
883,rennen::V,走る,løpe
884,springen::V,跳ぶ,hoppe
885,springen::V,跳ぶ,springe
886,klettern::V,よじ登る,klatre
887,schaukeln::V,ぶらんこに乗る,huske
888,kriechen::V,這う,krype
889,schwimmen::V,泳ぐ,svømme
890,tauchen::V,潜る,dykke
891,rudern::V,漕ぐ,ro
892,fahren::V,行く,kjøre
893,fahren::V,乗車する,kjøre
894,fliegen::V,飛ぶ,fly
895,gehen::V,行く,gå
896,weggehen::V,立ち去る,gå bort
897,abfahren::V,出発する,reise
898,anhalten::V,止まる,stanse
899,hineingehen::V,入る,gå inn
900,eintreten::V,中に入る,tre inn
901,kommen::V,来る,komme
902,ankommen::V,着く,ankomme
903,ankommen::V,着く,komme til
904,ankommen::V,到着する,ankomme
905,ankommen::V,到着する,komme til
906,zurückkommen::V,帰る,komme tilbake
907,bleiben::V,留まる,bli
908,bleiben::V,留まる,forbli
909,warten::V,待つ,vente
910,erwarten::V,期待する,vente
911,suchen::V,探る,søke
912,finden::V,見つける,finne
913,versuchen::V,試す,prøve
914,versuchen::V,試す,forsøke
915,vorbereiten::V,準備する,forberede
916,lieben::V,愛する,elske
917,mögen::V,好きである,like
918,lachen::V,笑う,le
919,rühren::V,感情を動かす,røre
920,weinen::V,泣く,gråte
921,schimpfen::V,叱る,skjelle
922,sich ärgern::V,怒る,ergre seg
923,sich ärgern::V,腹を立てる,ergre seg
924,sich fürchten::V,怖がる,være redd
925,fürchten::V,恐れる,være redd for
926,fliehen::V,逃げる,rømme
927,fliehen::V,逃げる,flykte
928,flüchten::V,逃亡する,flykte
929,sehen::V,見る,se
930,anschauen::V,眺める,se på
931,anschauen::V,眺める,betrakte
932,ansehen::V,見る,anse
933,hören::V,聞く,høre
934,zuhören::V,聴く,tilhøre
935,probieren::V,食べてみる,smake
936,probieren::V,食べてみる,smake på
937,riechen::V,気取る,lukte
938,fühlen::V,感じる,føle
939,scheinen::V,ように見える,se ut
940,zu sehen sein::V,見える,synes
941,vernehmen::V,承る,få vite
942,frieren::V,寒気がする,fryse
943,tun::V,する,gjøre
944,können::V,出来る,kunne
945,wollen::V,-たい,ville
946,anfangen::V,始める,begynne
947,beenden::V,終える,avslutte
948,aufhören::V,止める,slutte
949,aufhören::V,止める,holde opp
950,gelingen::V,成功する,lykkes
951,geraten::V,当たる,bli
952,öffnen::V,開く,åpne
953,öffnen::V,開ける,åpne
954,schließen::V,閉める,lukke
955,schließen::V,閉める,stenge
956,stellen::V,置く,stille
957,stellen::V,据える,stille
958,setzen::V,座らせる,sette
959,legen::V,置く,legge
960,berühren::V,触る,berøre
961,berühren::V,触れる,berøre
962,verbinden::V,結びつける,forbinde
963,bedecken::V,覆う,dekke
964,aufhängen::V,掛ける,henge
965,aufhängen::V,掛ける,henge opp
966,anzünden::V,燃やす,tenne
967,anzünden::V,燃やす,antenne
968,anzünden::V,燃やす,tenne på
969,anzünden::V,火をつける,tenne
970,anzünden::V,火をつける,antenne
971,anzünden::V,火をつける,tenne på
972,aufheben::V,拾う,løfte
973,aufheben::V,拾う,ta opp
974,zurücklassen::V,残す,slippe tilbake
975,verlieren::V,無くす,miste
976,fallen lassen::V,落とす,droppe
977,fallen lassen::V,落とす,la falle
978,machen::V,作る,lage
979,machen::V,作る,gjøre
980,herstellen::V,製造する,fremstille
981,bauen::V,建設する,bygge
982,reparieren::V,直す,reparere
983,reparieren::V,修理する,reparere
984,verbessern::V,改良する,rette
985,verbessern::V,改良する,forbedre
986,ändern::V,変える,forandre
987,graben::V,掘る,grave
988,beugen::V,折る,bøye
989,biegen::V,曲げる,bøye
990,drehen::V,回す,dreie
991,wenden::V,裏返す,vende
992,umdrehen::V,裏返す,snu
993,heben::V,挙げる,heve
994,hochheben::V,持ち上げる,løfte
995,ergreifen::V,取り上げる,gripe
996,ergreifen::V,取り上げる,få tak i
997,halten::V,持つ,holde
998,drücken::V,押す,trykke
999,schieben::V,ずらす,skyve
1000,kratzen::V,引っ掻く,klø
1001,kratzen::V,引っ掻く,klore
1002,lecken::V,なめる,slikke
1003,beißen::V,噛む,bite
1004,abreißen::V,剝ぎ取る,rive av
1005,abschneiden::V,切り取る,skjære av
1006,binden::V,縛る,binde
1007,stecken::V,差し込む,stikke
1008,brechen::V,破る,bryte
1009,brechen::V,破る,briste
1010,klopfen::V,とんとん叩く,banke
1011,hauen::V,叩く,hogge
1012,kleben::V,貼る,klistre
1013,kleben::V,くっ付ける,klistre
1014,reiben::V,擦る,gni
1015,streichen::V,塗る,stryke
1016,schleifen::V,研ぐ,slipe
1017,schneiden::V,切る,klippe
1018,rütteln::V,揺さぶる,ruske
1019,schütteln::V,振る,riste
1020,schütteln::V,揺さぶる,riste
1021,schwenken::V,振る,svinge
1022,schütten::V,注ぐ,helle
1023,füllen::V,いっぱいにする,fylle
1024,einwickeln::V,包む,vikle inn
1025,tragen::V,運ぶ,bære
1026,schleppen::V,引きずる,slepe
1027,ziehen::V,引く,dra
1028,ziehen::V,引く,trekke
1029,aufbewahren::V,預かる,oppbevare
1030,aufbewahren::V,預かる,ta vare på
1031,werfen::V,投げる,kaste
1032,fangen::V,受ける,fange
1033,packen::V,掴む,gripe
1034,packen::V,掴む,gripe tak i
1035,verstecken::V,隠す,gjemme
1036,teilen::V,分ける,dele
1037,schicken::V,送る,sende
1038,bringen::V,持って行く,bringe
1039,hinzufügen::V,加える,tilføye
1040,bekommen::V,得る,få
1041,erhalten::V,受ける,få
1042,nehmen::V,取る,ta
1043,wählen::V,選ぶ,velge
1044,auswählen::V,選ぶ,velge ut
1045,bewahren::V,保存する,bevare
1046,behindern::V,妨害する,hindre
1047,behindern::V,妨害する,forhindre
1048,verderben::V,台無しにする,ødelegge
1049,beschädigen::V,損傷する,skade
1050,zerbrechen::V,割る,brekke i stykker
1051,zerreißen::V,引き裂く,rive i stykker
1052,zerstören::V,破壊する,ødelegge
1053,verbrennen::V,焼く,brenne
1054,verbrennen::V,焼く,brenne opp
1055,geben::V,上げる,gi
1056,reichen::V,渡す,rekke
1057,schenken::V,贈る,forære
1058,schenken::V,贈る,skjenke
1059,versprechen::V,約束する,love
1060,wünschen::V,望む,ønske
1061,loben::V,褒める,rose
1062,küssen::V,キスする,kysse
1063,wiegen::V,揺する,vogge
1064,zudecken::V,覆う,dekke til
1065,wecken::V,起こす,vekke
1066,zeigen::V,見せる,vise
1067,führen::V,案内する,føre
1068,lehren::V,教える,lære
1069,unterrichten::V,通知する,undervise
1070,aufziehen::V,育てる,oppdra
1071,leiten::V,導く,lede
1072,antreiben::V,励ます,drive på
1073,lassen::V,～させる,få til å
1074,einladen::V,誘う,be
1075,einladen::V,誘う,invitere
1076,einladen::V,招待する,be
1077,einladen::V,招待する,invitere
1078,vereinigen::V,一つにする,forene
1079,besuchen::V,訪ねる,besøke
1080,treffen::V,出会う,møte
1081,treffen::V,出会う,treffe
1082,sich versammeln::V,集まる,forsamles
1083,spielen::V,遊ぶ,leke
1084,spielen::V,遊ぶ,spille
1085,singen::V,歌う,synge
1086,tanzen::V,踊る,danse
1087,sich trennen::V,別れる,skilles
1088,verlassen::V,別れる,forlate
1089,retten::V,救う,redde
1090,retten::V,助ける,redde
1091,bewachen::V,見張る,bevokte
1092,bewachen::V,軽微する,bevokte
1093,schützen::V,保護する,verne
1094,schützen::V,保護する,beskytte
1095,verteidigen::V,守る,forsvare
1096,sich schlagen::V,殴る,slåss
1097,schießen::V,撃つ,skyte
1098,siegen::V,勝つ,seire
1099,ärgern::V,怒らせる,ergre
1100,schlagen::V,殴る,
1101,treten::V,蹴る,sparke
1102,stechen::V,突く,stikke
1103,stoßen::V,突く,støte
1104,stehlen::V,盗る,stjele
1105,stören::V,構う,forstyrre
1106,belästigen::V,邪魔する,plage
1107,belästigen::V,邪魔する,sjenere
1108,verbergen::V,隠す,gjemme
1109,täuschen::V,だます,villede
1110,betrügen::V,だます,bedra
1111,töten::V,殺す,drepe
1112,wohnen::V,住む,bo
1113,arbeiten::V,働く,arbeide
1114,sammeln::V,集める,samle
1115,sammeln::V,収集する,samle
1116,pflücken::V,摘む,plukke
1117,jagen::V,狩りをする,jage
1118,fischen::V,釣る,fiske
1119,fassen::V,捕る,fange
1120,hüten::V,放牧する,vokte
1121,treiben::V,追う,drive
1122,anbinden::V,繋ぐ,feste
1123,füttern::V,餌をやる,fore
1124,melken::V,搾乳する,melke
1125,hacken::V,刻む,hakke
1126,gießen::V,水をやる,helle
1127,reifen::V,熟す,modne
1128,zubereiten::V,調理する,lage
1129,zubereiten::V,調理する,tilberede
1130,kochen::V,煮る,koke
1131,backen::V,焼く,bake
1132,braten::V,焼く,steke
1133,braten::V,炒める,steke
1134,umrühren::V,混ぜる,røre om
1135,stricken::V,編む,strikke
1136,nähen::V,縫う,sy
1137,färben::V,染める,farge
1138,reinigen::V,掃除する,rense
1139,reinigen::V,掃除する,gjøre ren
1140,waschen::V,洗う,vaske
1141,waschen::V,洗濯する,vaske
1142,abwischen::V,拭く,tørke av
1143,spülen::V,洗う,spyle
1144,spülen::V,洗う,skylle
1145,spülen::V,すすぐ,spyle
1146,spülen::V,すすぐ,skylle
1147,fegen::V,掃除する,feie
1148,kehren::V,掃く,koste
1149,baden::V,入浴する,bade
1150,sich waschen::V,洗う,vaske seg
1151,ausziehen::V,脱ぐ,ta av
1152,anziehen::V,着る,ta på
1153,sich anziehen::V,着る,kle på seg
1154,kämmen::V,梳く,gre
1155,kämmen::V,梳く,kjemme
1156,schmücken::V,飾る,pynte
1157,schmücken::V,飾る,smykke
1158,sagen::V,言う,si
1159,sprechen::V,話す,snakke
1160,reden::V,話す,tale
1161,reden::V,話す,snakke
1162,sich unterhalten::V,話をする,samtale
1163,fragen::V,聞く,spørre
1164,bitten::V,頼む,be
1165,bitten::V,お願いする,be
1166,erzählen::V,物語る,fortelle
1167,mitteilen::V,伝える,meddele
1168,nennen::V,名づける,kalle
1169,rufen::V,呼ぶ,rope
1170,prahlen::V,自慢する,skryte
1171,übersetzen::V,訳す,oversette
1172,denken::V,考える,tenke
1173,glauben::V,信じる,tro
1174,bemerken::V,気が付く,bemerke
1175,bemerken::V,気が付く,legge merke til
1176,erkennen::V,認識する,gjenkjenne
1177,begreifen::V,分かる,begripe
1178,verstehen::V,聞き取る,forstå
1179,verstehen::V,聞き取る,skjønne
1180,lernen::V,学ぶ,lære
1181,lernen::V,勉強する,lære
1182,wissen::V,知っている,vite
1183,sich erinnern an::V,思い出す,huske på
1184,vergessen::V,忘れる,glemme
1185,messen::V,計る,måle
1186,messen::V,測定する,måle
1187,zählen::V,数える,telle
1188,rechnen::V,計算する,regne
1189,lesen::V,読む,lese
1190,malen::V,描く,male
1191,zeichnen::V,写生する,tegne
1192,schreiben::V,書く,skrive
1193,besitzen::V,所持する,eie
1194,besitzen::V,所持する,inneha
1195,kaufen::V,買う,kjøpe
1196,verkaufen::V,売る,selge
1197,bezahlen::V,払う,betale
1198,zahlen::V,支払う,betale
1199,beherrschen::V,支配する,beherske
1200,ertragen::V,耐える,orke
