,Concept_ID,ja,cv
755,immer::ADV,いつも,ялан
756,niemals::ADV,一度も...ない,нихӑҫан та
757,hier::ADV,こちら,кунта
758,hierhin::ADV,ここへ,кунта
759,hierhin::ADV,こちらへ,кунта
760,von hier::ADV,ここから,кунтан
761,dort::ADV,そちら,унта
762,dort::ADV,そちら,ҫавӑнта
763,dorthin::ADV,そこへ,унта
764,dorthin::ADV,そこへ,ҫавӑнта
765,dorthin::ADV,そちらへ,унта
766,dorthin::ADV,そちらへ,ҫавӑнта
767,geradeaus::ADV,真っ直ぐに,тикӗс
768,vorwärts::ADV,前へ,малалла
769,rückwärts::ADV,後ろへ,хыҫала
770,zurück::ADV,後ろへ,каялла
771,unten::ADV,下に,аялта
772,hinab::ADV,下へ,аялта
773,oben::ADV,上に,ҫӳлте
774,hinauf::ADV,上へ,ҫӳле
775,überall::ADV,どこでも,таҫта та
776,überall::ADV,どこでも,пур ҫӗрте те
777,überall::ADV,どこでも,кирек ӑҫта та
778,nicht::ADV,ない,мар
779,ein wenig::ADV,少し,пӑртак
780,ein wenig::ADV,ちょっと,пӑртак
781,kaum::ADV,ほとんど～ない,аран
782,sehr::ADV,とても,питӗ
783,so::ADV,こう,апла
784,noch::ADV,まだ,татах
785,nur::ADV,～だけ,ҫех
786,schon::ADV,もう,ӗнтӗ
787,wieder::ADV,再び,каллех
788,vergebens::ADV,無駄に,харам
789,vor::PRP,前に,умӗнче
790,hinter::PRP,後ろに,кайра
791,unter::PRP,下に,айне
792,unter::PRP,下に,айӗпе
793,unter::PRP,下に,айӗнче
794,unter::PRP,下に,ҫитеспе
795,durch::PRP,通して,витӗр
796,neben::PRP,横に,патӗнче
797,zwischen::PRP,間に,хушшинче
798,wegen::PRP,為に,пула
799,wegen::PRP,為に,пирки
800,wegen::PRP,せいで,пула
801,wegen::PRP,せいで,пирки
802,dies::PRN,これ,ку
803,dies::PRN,これ,ҫак
804,das::PRN,それ,ҫав
805,alles::PRN,全部,пурте
806,alles::PRN,全部,йӑлт
807,ich::PRN,私,эп
808,du::PRN,あなた,эс
809,er::PRN,彼,вӑл
810,wir::PRN,私達,эпир
811,ihr::PRN,あなた達,эсир
812,sie::PRN,彼ら,вӗсем
813,was::FPRN,何,мӗн
814,was::FPRN,何,мӗскер
815,was::FPRN,何,мӗн те пулин
816,wer::FPRN,誰,кам
817,wer::FPRN,どなた,кам
818,wo::FADV,どこ,ӑҫта
819,wo::FADV,どこに,ӑҫта
820,wohin::FADV,どこへ,ӑҫта
821,wie::FADV,どう,епле
822,wie::FADV,どう,мӗнле
823,warum::FADV,何故,ма
824,warum::FADV,何故,мӗншӗн
825,warum::FADV,どうして,ма
826,warum::FADV,どうして,мӗншӗн
827,wieviel::FNUM,どのくらい,миҫе
828,eins::NUM,一,пӗр
829,eins::NUM,一,пӗрре
830,zwei::NUM,二,ик
831,zwei::NUM,二,икӗ
832,zwei::NUM,二,иккӗ
833,zwei::NUM,二つ,ик
834,zwei::NUM,二つ,икӗ
835,zwei::NUM,二つ,иккӗ
836,drei::NUM,三,виҫ
837,drei::NUM,三,виҫӗ
838,drei::NUM,三,виҫҫӗ
839,drei::NUM,三つ,виҫ
840,drei::NUM,三つ,виҫӗ
841,drei::NUM,三つ,виҫҫӗ
842,vier::NUM,四,тӑват
843,vier::NUM,四つ,тӑват
844,fünf::NUM,五,пилӗк
845,fünf::NUM,五,пиллӗк
846,fünf::NUM,五つ,пилӗк
847,fünf::NUM,五つ,пиллӗк
848,sechs::NUM,六,улт
849,sechs::NUM,六,ултӑ
850,sechs::NUM,六,улттӑ
851,sechs::NUM,六つ,улт
852,sechs::NUM,六つ,ултӑ
853,sechs::NUM,六つ,улттӑ
854,sieben::NUM,七,ҫич
855,sieben::NUM,七,ҫичӗ
856,sieben::NUM,七,ҫиччӗ
857,sieben::NUM,七つ,ҫич
858,sieben::NUM,七つ,ҫичӗ
859,sieben::NUM,七つ,ҫиччӗ
860,acht::NUM,八,сакӑр
861,acht::NUM,八,саккӑр
862,acht::NUM,八つ,сакӑр
863,acht::NUM,八つ,саккӑр
864,neun::NUM,九,тӑхӑр
865,neun::NUM,九,тӑххӑр
866,neun::NUM,九つ,тӑхӑр
867,neun::NUM,九つ,тӑххӑр
868,zehn::NUM,十,вунӑ
869,zehn::NUM,十,вуннӑ
870,elf::NUM,十一,вун пӗр
871,zwölf::NUM,十二,вун ик
872,zwölf::NUM,十二,вун икӗ
873,zwölf::NUM,十二,вун иккӗ
874,zwanzig::NUM,二十,ҫирӗм
875,dreißig::NUM,三十,вӑтӑр
876,vierzig::NUM,四十,хӗрӗх
877,fünfzig::NUM,五十,аллӑ
878,sechzig::NUM,六十,утмӑл
879,siebzig::NUM,七十,ҫитмӗл
880,achtzig::NUM,八十,сакӑр вунӑ
881,achtzig::NUM,八十,сакӑр вуннӑ
882,neunzig::NUM,九十,тӑхӑр вун
883,neunzig::NUM,九十,тӑхӑр вунӑ
884,neunzig::NUM,九十,тӑхӑр вуннӑ
885,hundert::NUM,百,ҫӗр
886,tausend::NUM,千,пин
887,und::CNJ,-と,та
888,und::CNJ,そして,та
889,oder::CNJ,或いは,е
890,stehen::V,立っている,тӑр
891,sitzen::V,座っている,лар
892,liegen::V,横になっている,вырт
893,hängen::V,掛かっている,усӑнса тӑр
894,hängen::V,掛かっている,ҫакӑнса тӑр
895,werden::V,なる,пул
896,passieren::V,起こる,пул
897,beginnen::V,始まる,пуҫлан
898,enden::V,終わる,пӗт
899,enden::V,終わる,вӗҫлен
900,wechseln::V,変わる,улшӑн
901,aufgehen[Sonne]::V,出る,тух
902,untergehen[Sonne]::V,沈む,анса лар
903,scheinen[Sonne]::V,輝く,пӑх
904,donnern::V,雷が鳴る,кӗмсӗртет
905,donnern::V,雷が鳴る,авӑт
906,wehen::V,吹く,варкӑш
907,strömen::V,流れる,тӑкӑн
908,fließen::V,流れる,юх
909,sich drehen::V,回転する,ҫаврӑн
910,schwanken::V,揺れる,чӳхен
911,schwingen::V,振動する,суллан
912,fallen::V,落ちる,кип
913,fallen::V,落ちる,тӳр кип
914,fallen::V,落ちる,татӑлса ан
915,brennen::V,燃える,ҫун
916,rauchen::V,煙を出す,мӑкӑрлан
917,rauchen::V,煙を出す,тӗтӗм кӑлар
918,regnen::V,雨が降る,ҫумӑр ҫӑвать
919,gefrieren::V,凍る,шӑн
920,tauen::V,溶ける,ирӗл
921,schmelzen::V,溶ける,ирӗл
922,trocknen::V,乾く,тип
923,sieden::V,沸く,вӗре
924,faulen::V,腐る,ҫӗр
925,verfaulen::V,朽ちる,ҫӗр
926,reißen::V,切れる,ҫурӑл
927,versinken::V,沈む,пут
928,vergehen::V,経つ,ирт
929,erscheinen::V,現れる,курӑн
930,erscheinen::V,現れる,курӑнса кай
931,verschwinden::V,消える,ҫухал
932,sinken::V,下がる,чак
933,abnehmen::V,減る,чак
934,zunehmen::V,増える,пысӑклан
935,steigen::V,上がる,ҫӗклен
936,wachsen::V,伸びる,ӳс
937,glänzen::V,輝く,ҫиҫ
938,funkeln::V,ぴかぴか光る,ялкӑш
939,funkeln::V,ぴかぴか光る,йӑлтӑртат
940,lärmen::V,騒ぐ,шавла
941,läuten::V,鳴る,шӑнкӑравла
942,klingeln::V,鳴る,шӑнкӑравла
943,klirren::V,がらんがらんと鳴る,калтлат
944,klirren::V,がらんがらんと鳴る,шӑнкӑлтат
945,brausen::V,逆巻く,ахӑр
946,rauschen::V,戦ぐ,вашӑлтат
947,rauschen::V,戦ぐ,чашӑлтат
948,klingen::V,鳴る,янӑра
949,bellen::V,吠える,вӗр
950,heulen::V,きゃんきゃん鳴く,ула
951,blasen::V,吹く,вӗр
952,pfeifen::V,口笛を吹く,шӑхӑр
953,schreien::V,叫ぶ,кӑшкӑр
954,stöhnen::V,うめく,йынӑш
955,zittern::V,震える,чӗтре
956,leben::V,生きている,пурӑн
957,geboren werden::V,生まれる,ҫурал
958,atmen::V,呼吸する,сывла
959,trinken::V,飲む,ӗҫ
960,essen::V,食べる,ҫи
961,schlucken::V,飲み込む,ҫӑт
962,müde werden::V,眠くなる,ӗшен
963,einschlafen::V,寝付く,ыйха пут
964,einschlafen::V,寝付く,ҫывӑрса кай
965,schlafen::V,眠る,ҫывӑр
966,aufwachen::V,目が覚める,вӑран
967,aufstehen::V,起きる,тӑр
968,sich erholen::V,休養する,кан
969,krank werden::V,病気になる,чирле
970,krank sein::V,病気である,чирле
971,schmerzen::V,痛む,сур
972,schmerzen::V,痛む,ырат
973,husten::V,咳をする,ӳсӗр
974,genesen::V,元気になる,сывал
975,genesen::V,元気になる,тӳрлен
976,sterben::V,死ぬ,вил
977,sterben::V,亡くなる,вил
978,umkommen::V,死亡する,вил
979,sich bewegen::V,移動する,куҫ
980,sich rühren::V,動く,хускал
981,sich erheben::V,立ち上がる,тӑр
982,sich setzen::V,座る,лар
983,hinfallen::V,転ぶ,ӳк
984,laufen::V,歩く,ут
985,schreiten::V,跨ぐ,ут
986,spazierengehen::V,散歩する,уҫӑлса ҫӳре
987,spazierengehen::V,散歩する,уткаласа ҫӳре
988,eilen::V,急ぐ,васка
989,eilen::V,急ぐ,хыпалан
990,sich beeilen::V,焦る,васка
991,sich beeilen::V,焦る,хыпалан
992,sausen::V,疾駆する,ыткӑн
993,sausen::V,疾駆する,вӗҫтер
994,rennen::V,走る,чуп
995,springen::V,跳ぶ,сик
996,klettern::V,よじ登る,улӑх
997,schaukeln::V,ぶらんこに乗る,йӳрӗн
998,kriechen::V,這う,шу
999,kriechen::V,這う,упален
1000,schwimmen::V,泳ぐ,иш
1001,tauchen::V,潜る,чӑм
1002,rudern::V,漕ぐ,авӑс
1003,fahren::V,行く,пыр
1004,fahren::V,乗車する,пыр
1005,fliegen::V,飛ぶ,вӗҫ
1006,gehen::V,行く,кай
1007,weggehen::V,立ち去る,кай
1008,abfahren::V,出発する,тапран
1009,anhalten::V,止まる,чарӑн
1010,hineingehen::V,入る,кӗр
1011,eintreten::V,中に入る,кӗр
1012,kommen::V,来る,кил
1013,ankommen::V,着く,ҫит
1014,ankommen::V,到着する,ҫит
1015,zurückkommen::V,帰る,таврӑн
1016,zurückkommen::V,帰る,каялла кил
1017,bleiben::V,留まる,юл
1018,warten::V,待つ,кӗт
1019,erwarten::V,期待する,кӗт
1020,suchen::V,探る,шыра
1021,finden::V,見つける,туп
1022,versuchen::V,試す,пикен
1023,vorbereiten::V,準備する,хатӗрле
1024,lieben::V,愛する,юрат
1025,mögen::V,好きである,кӑмӑлла
1026,mögen::V,好きである,килӗштер
1027,lachen::V,笑う,кул
1028,lachen::V,笑う,ахӑлтат
1029,rühren::V,感情を動かす,ҫулӑх
1030,weinen::V,泣く,йӗр
1031,weinen::V,泣く,макӑр
1032,schimpfen::V,叱る,вӑрҫ
1033,schimpfen::V,叱る,ятлаҫ
1034,sich ärgern::V,怒る,ҫиллен
1035,sich ärgern::V,腹を立てる,ҫиллен
1036,sich fürchten::V,怖がる,шиклен
1037,fürchten::V,恐れる,хӑра
1038,fliehen::V,逃げる,тар
1039,flüchten::V,逃亡する,чупса тар
1040,sehen::V,見る,кур
1041,anschauen::V,眺める,пӑхса ил
1042,ansehen::V,見る,пӑх
1043,hören::V,聞く,илт
1044,zuhören::V,聴く,итле
1045,zuhören::V,聴く,тӑнла
1046,probieren::V,食べてみる,астив
1047,riechen::V,気取る,шӑршла
1048,fühlen::V,感じる,туй
1049,fühlen::V,感じる,сис
1050,scheinen::V,ように見える,туйӑн
1051,zu sehen sein::V,見える,курӑн
1052,vernehmen::V,承る,пӑл
1053,frieren::V,寒気がする,йӳтен
1054,tun::V,する,ту
1055,können::V,出来る,пултар
1056,wollen::V,-たい,те
1057,anfangen::V,始める,пуҫла
1058,beenden::V,終える,пӗтер
1059,aufhören::V,止める,пӑрах
1060,gelingen::V,成功する,ӑн
1061,geraten::V,当たる,пул
1062,öffnen::V,開く,уҫ
1063,öffnen::V,開ける,уҫ
1064,schließen::V,閉める,хуп
1065,stellen::V,置く,ларт
1066,stellen::V,置く,тӑрат
1067,stellen::V,据える,ларт
1068,stellen::V,据える,тӑрат
1069,setzen::V,座らせる,ларт
1070,legen::V,置く,хур
1071,berühren::V,触る,перӗн
1072,berühren::V,触れる,перӗн
1073,verbinden::V,結びつける,сып
1074,bedecken::V,覆う,вит
1075,aufhängen::V,掛ける,ҫак
1076,anzünden::V,燃やす,ҫут
1077,anzünden::V,火をつける,ҫут
1078,aufheben::V,拾う,ҫӗкле
1079,zurücklassen::V,残す,манса хӑвар
1080,verlieren::V,無くす,ҫӗтер
1081,fallen lassen::V,落とす,ӳкер
1082,machen::V,作る,ту
1083,herstellen::V,製造する,ӑстала
1084,bauen::V,建設する,ту
1085,reparieren::V,直す,юса
1086,reparieren::V,修理する,юса
1087,verbessern::V,改良する,лайӑхлат
1088,ändern::V,変える,улӑштар
1089,graben::V,掘る,чав
1090,graben::V,掘る,чакала
1091,beugen::V,折る,кукӑрт
1092,biegen::V,曲げる,ав
1093,biegen::V,曲げる,кукӑрт
1094,drehen::V,回す,ҫавӑр
1095,wenden::V,裏返す,ӳпӗнтер
1096,umdrehen::V,裏返す,ҫавӑр
1097,heben::V,挙げる,хӑпарт
1098,hochheben::V,持ち上げる,йӑт
1099,ergreifen::V,取り上げる,тыт
1100,halten::V,持つ,тыт
1101,drücken::V,押す,пус
1102,schieben::V,ずらす,тӗк
1103,schieben::V,ずらす,тӗрт
1104,kratzen::V,引っ掻く,хыр
1105,lecken::V,なめる,ҫула
1106,beißen::V,噛む,ҫырт
1107,beißen::V,噛む,хып
1108,abreißen::V,剝ぎ取る,тат
1109,abschneiden::V,切り取る,кас
1110,binden::V,縛る,ҫых
1111,stecken::V,差し込む,чик
1112,brechen::V,破る,хуҫ
1113,klopfen::V,とんとん叩く,такка
1114,hauen::V,叩く,шакка
1115,kleben::V,貼る,ҫыпӑҫтар
1116,kleben::V,くっ付ける,ҫыпӑҫтар
1117,reiben::V,擦る,сӑтӑр
1118,streichen::V,塗る,сӗр
1119,schleifen::V,研ぐ,хӑйра
1120,schneiden::V,切る,кас
1121,rütteln::V,揺さぶる,лӑка
1122,rütteln::V,揺さぶる,силлентер
1123,schütteln::V,振る,лӑка
1124,schütteln::V,振る,силлентер
1125,schütteln::V,揺さぶる,лӑка
1126,schütteln::V,揺さぶる,силлентер
1127,schwenken::V,振る,сулла
1128,schütten::V,注ぐ,тултар
1129,füllen::V,いっぱいにする,тултар
1130,einwickeln::V,包む,чӗрке
1131,tragen::V,運ぶ,ҫӗкле
1132,schleppen::V,引きずる,сӗтӗр
1133,ziehen::V,引く,тӑс
1134,aufbewahren::V,預かる,усра
1135,werfen::V,投げる,пӑрах
1136,fangen::V,受ける,тыт
1137,packen::V,掴む,тыт
1138,verstecken::V,隠す,пытарса хур
1139,teilen::V,分ける,уйӑр
1140,teilen::V,分ける,пайла
1141,schicken::V,送る,яр
1142,bringen::V,持って行く,кӳр
1143,hinzufügen::V,加える,хуш
1144,bekommen::V,得る,ил
1145,bekommen::V,得る,туян
1146,erhalten::V,受ける,ил
1147,erhalten::V,受ける,туян
1148,nehmen::V,取る,ил
1149,wählen::V,選ぶ,суйла
1150,auswählen::V,選ぶ,суйла
1151,bewahren::V,保存する,упра
1152,behindern::V,妨害する,кансӗрле
1153,behindern::V,妨害する,чӑрмантар
1154,verderben::V,台無しにする,пӑс
1155,beschädigen::V,損傷する,пӑс
1156,zerbrechen::V,割る,ват
1157,zerbrechen::V,割る,ҫӗмӗр
1158,zerreißen::V,引き裂く,ҫур
1159,zerstören::V,破壊する,иш
1160,verbrennen::V,焼く,ҫунтар
1161,geben::V,上げる,пар
1162,reichen::V,渡す,пар
1163,schenken::V,贈る,парнеле
1164,versprechen::V,約束する,тума пул
1165,versprechen::V,約束する,сӑмах пар
1166,wünschen::V,望む,сун
1167,loben::V,褒める,ырла
1168,küssen::V,キスする,чуп ту
1169,wiegen::V,揺する,сиктер
1170,wiegen::V,揺する,силле
1171,zudecken::V,覆う,вит
1172,wecken::V,起こす,вӑрат
1173,zeigen::V,見せる,кӑтарт
1174,führen::V,案内する,илсе пыр
1175,führen::V,案内する,ҫавӑтса пыр
1176,lehren::V,教える,вёрент
1177,unterrichten::V,通知する,вёрент
1178,aufziehen::V,育てる,вӗрент
1179,leiten::V,導く,тытса пыр
1180,antreiben::V,励ます,васкат
1181,lassen::V,～させる,пусахла
1182,lassen::V,～させる,хуш
1183,einladen::V,誘う,чӗн
1184,einladen::V,招待する,чӗн
1185,vereinigen::V,一つにする,пӗрлештер
1186,besuchen::V,訪ねる,ҫит
1187,besuchen::V,訪ねる,кӗрсе кур
1188,treffen::V,出会う,тӗл пул
1189,sich versammeln::V,集まる,пуҫтарӑн
1190,spielen::V,遊ぶ,выля
1191,singen::V,歌う,юрла
1192,tanzen::V,踊る,ташла
1193,sich trennen::V,別れる,уйрӑл
1194,verlassen::V,別れる,хӑвар
1195,retten::V,救う,ҫӑл
1196,retten::V,助ける,ҫӑл
1197,bewachen::V,見張る,хуралла
1198,bewachen::V,軽微する,хуралла
1199,schützen::V,保護する,сыхла
1200,verteidigen::V,守る,хӳтӗле
1201,sich schlagen::V,殴る,ҫапӑҫ
1202,schießen::V,撃つ,пер
1203,siegen::V,勝つ,ҫӗн
1204,siegen::V,勝つ,ҫӗнтер
1205,ärgern::V,怒らせる,тарӑхтар
1206,ärgern::V,怒らせる,ҫиллентер
1207,schlagen::V,殴る,ҫап
1208,treten::V,蹴る,тап
1209,stechen::V,突く,чик
1210,stoßen::V,突く,чыш
1211,stehlen::V,盗る,вӑрла
1212,stören::V,構う,кансӗрле
1213,belästigen::V,邪魔する,аптӑрат
1214,belästigen::V,邪魔する,хупла
1215,verbergen::V,隠す,пытар
1216,täuschen::V,だます,суй
1217,betrügen::V,だます,ултала
1218,töten::V,殺す,вӗлер
1219,wohnen::V,住む,чуна пар
1220,wohnen::V,住む,парӑнса тӑр
1221,arbeiten::V,働く,ӗҫле
1222,sammeln::V,集める,пух
1223,sammeln::V,収集する,пух
1224,pflücken::V,摘む,тат
1225,jagen::V,狩りをする,сунара ҫӳре
1226,fischen::V,釣る,пулӑ тыт
1227,fassen::V,捕る,тыт
1228,hüten::V,放牧する,кӗт
1229,treiben::V,追う,хӑвала
1230,anbinden::V,繋ぐ,кӑкар
1231,füttern::V,餌をやる,ҫитер
1232,melken::V,搾乳する,су
1233,hacken::V,刻む,вакла
1234,gießen::V,水をやる,шӑвар
1235,reifen::V,熟す,пиҫ
1236,zubereiten::V,調理する,пӗҫер
1237,kochen::V,煮る,пӗҫер
1238,backen::V,焼く,пӗҫер
1239,braten::V,焼く,ӑшала
1240,braten::V,炒める,ӑшала
1241,umrühren::V,混ぜる,хутӑштар
1242,stricken::V,編む,ҫых
1243,nähen::V,縫う,ҫӗле
1244,färben::V,染める,пӗвет
1245,reinigen::V,掃除する,тасат
1246,waschen::V,洗う,ҫу
1247,waschen::V,洗濯する,ҫу
1248,abwischen::V,拭く,шӑл
1249,spülen::V,洗う,чӳхе
1250,spülen::V,すすぐ,чӳхе
1251,fegen::V,掃除する,шӑл
1252,kehren::V,掃く,шӑл
1253,baden::V,入浴する,шыва кӗр
1254,sich waschen::V,洗う,ҫӑвӑн
1255,ausziehen::V,脱ぐ,салан
1256,anziehen::V,着る,тӑхӑн
1257,sich anziehen::V,着る,тӑхӑн
1258,kämmen::V,梳く,тура
1259,schmücken::V,飾る,илемлет
1260,sagen::V,言う,те
1261,sprechen::V,話す,кала
1262,reden::V,話す,сӑмахла
1263,reden::V,話す,калаҫ
1264,sich unterhalten::V,話をする,пупле
1265,fragen::V,聞く,ыйт
1266,bitten::V,頼む,ыйт
1267,bitten::V,お願いする,ыйт
1268,erzählen::V,物語る,каласа пар
1269,mitteilen::V,伝える,пӗлтер
1270,mitteilen::V,伝える,хыпарла
1271,nennen::V,名づける,те
1272,nennen::V,名づける,чӗн
1273,rufen::V,呼ぶ,чӗн
1274,prahlen::V,自慢する,мухтан
1275,prahlen::V,自慢する,вӗҫкӗнлен
1276,übersetzen::V,訳す,куҫар
1277,denken::V,考える,шухӑшла
1278,glauben::V,信じる,ӗнен
1279,bemerken::V,気が付く,асӑрха
1280,erkennen::V,認識する,палла
1281,begreifen::V,分かる,ӑнлан
1282,verstehen::V,聞き取る,пӗл
1283,lernen::V,学ぶ,вӗрен
1284,lernen::V,勉強する,вӗрен
1285,wissen::V,知っている,пӗл
1286,wissen::V,知っている,ӑнкар
1287,sich erinnern an::V,思い出す,аса ил
1288,vergessen::V,忘れる,ман
1289,vergessen::V,忘れる,манса кай
1290,messen::V,計る,виҫ
1291,messen::V,測定する,виҫ
1292,zählen::V,数える,шутла
1293,rechnen::V,計算する,шутла
1294,lesen::V,読む,вула
1295,malen::V,描く,ӳкер
1296,zeichnen::V,写生する,ӳкер
1297,schreiben::V,書く,ҫыр
1298,besitzen::V,所持する,тыт
1299,kaufen::V,買う,ил
1300,kaufen::V,買う,туян
1301,verkaufen::V,売る,сут
1302,bezahlen::V,払う,тӳле
1303,zahlen::V,支払う,тӳле
1304,beherrschen::V,支配する,тыт
1305,ertragen::V,耐える,тӳс
