,Concept_ID,uz,uz
770,sich erholen::V,dam olmoq,dam olmoq
771,krank werden::V,kasallanmoq,kasallanmoq
772,krank sein::V,betob yotmoq,betob yotmoq
773,schmerzen::V,og'rimoq,og'rimoq
774,husten::V,yo'talmoq,yo'talmoq
775,genesen::V,tuzalmoq,tuzalmoq
776,sterben::V,o'lmoq,o'lmoq
777,umkommen::V,halok bo'lmoq,halok bo'lmoq
778,sich bewegen::V,harakat qilmoq,harakat qilmoq
779,sich rühren::V,qimirlamoq,qimirlamoq
780,sich erheben::V,qo'pmoq,qo'pmoq
781,sich setzen::V,o'tirmoq,o'tirmoq
782,hinfallen::V,yiqilmoq,yiqilmoq
783,laufen::V,yurmoq,yurmoq
784,schreiten::V,yurmoq,yurmoq
785,spazierengehen::V,sayr ätmoq,sayr ätmoq
786,eilen::V,tezlamoq,tezlamoq
787,sich beeilen::V,shoshmoq,shoshmoq
788,sausen::V,chopqillamoq,chopqillamoq
789,rennen::V,yugurmoq,yugurmoq
790,springen::V,sakramoq,sakramoq
791,klettern::V,yuqorilamoq,yuqorilamoq
792,schaukeln::V,irg'amoq,irg'amoq
793,kriechen::V,ämaklamoq,ämaklamoq
794,schwimmen::V,suzmoq,suzmoq
795,tauchen::V,chu'mmoq,chu'mmoq
796,rudern::V,eshkak eshmoq,eshkak eshmoq
797,fahren::V,haydamoq,haydamoq
798,fliegen::V,uchmoq,uchmoq
799,gehen::V,bormoq,bormoq
800,weggehen::V,ketoq,ketoq
801,abfahren::V,jo'namoq,jo'namoq
802,anhalten::V,to'xtamoq,to'xtamoq
803,hineingehen::V,kirmoq,kirmoq
804,eintreten::V,kirmoq,kirmoq
805,kommen::V,kelmoq,kelmoq
806,ankommen::V,etib kelmoq,etib kelmoq
807,zurückkommen::V,qaytib kelmoq,qaytib kelmoq
808,bleiben::V,qolmoq,qolmoq
809,warten::V,poylamoq,poylamoq
810,erwarten::V,kutmoq,kutmoq
811,suchen::V,izlamoq,izlamoq
812,finden::V,topmoq,topmoq
813,versuchen::V,chalishmoq,chalishmoq
814,vorbereiten::V,hozirlamoq,hozirlamoq
815,lieben::V,sevmoq,sevmoq
816,mögen::V,ardoqlamoq,ardoqlamoq
817,lachen::V,kulmoq,kulmoq
818,rühren::V,ta'sirlantirmoq,ta'sirlantirmoq
819,weinen::V,yig'lamoq,yig'lamoq
820,schimpfen::V,koyinmoq,koyinmoq
821,sich ärgern::V,g'azab qilmoq,g'azab qilmoq
822,sich fürchten::V,hurkmoq,hurkmoq
823,fürchten::V,qo'rqmoq,qo'rqmoq
824,fliehen::V,qochmoq,qochmoq
825,flüchten::V,qochmoq,qochmoq
826,sehen::V,ko'rmoq,ko'rmoq
827,anschauen::V,razm solmoq,razm solmoq
828,ansehen::V,razm qilmoq,razm qilmoq
829,hören::V,äshitmoq,äshitmoq
830,zuhören::V,tinglamoq,tinglamoq
831,probieren::V,tatib ko'rmoq,tatib ko'rmoq
832,riechen::V,iskamoq,iskamoq
833,fühlen::V,sezmoq,sezmoq
834,scheinen::V,tuyilmoq,tuyilmoq
835,zu sehen sein::V,ko'rinmoq,ko'rinmoq
836,vernehmen::V,äshitmoq,äshitmoq
837,frieren::V,sovuq qotmoq,sovuq qotmoq
838,tun::V,ätmoq,ätmoq
839,können::V,-a olmoq,-a olmoq
840,können::V,-a olmoq,-y olmoq
841,können::V,-y olmoq,-a olmoq
842,können::V,-y olmoq,-y olmoq
843,wollen::V,istamoq,istamoq
844,anfangen::V,boshlamoq,boshlamoq
845,beenden::V,bitirmoq,bitirmoq
846,aufhören::V,tinmoq,tinmoq
847,gelingen::V,muvaffaqiyat qozonmoq,muvaffaqiyat qozonmoq
848,geraten::V,bo'lmoq,bo'lmoq
849,öffnen::V,ochmoq,ochmoq
850,schließen::V,yopmoq,yopmoq
851,stellen::V,qo'ymoq,qo'ymoq
852,setzen::V,o'tqazmoq,o'tqazmoq
853,legen::V,yotqizmoq,yotqizmoq
854,berühren::V,tegmoq,tegmoq
855,verbinden::V,ulamoq,ulamoq
856,bedecken::V,bekitmoq,bekitmoq
857,aufhängen::V,ildirmoq,ildirmoq
858,anzünden::V,yondirmoq,yondirmoq
859,aufheben::V,ko'tarmoq,ko'tarmoq
860,zurücklassen::V,ayrilmoq,ayrilmoq
861,verlieren::V,yo'qotmoq,yo'qotmoq
862,fallen lassen::V,tushirmoq,tushirmoq
863,machen::V,qilmoq,qilmoq
864,herstellen::V,chiqarmoq,chiqarmoq
865,bauen::V,solmoq,solmoq
866,reparieren::V,tuzatmoq,tuzatmoq
867,verbessern::V,isloh qilmoq,isloh qilmoq
868,ändern::V,o'zgartirmoq,o'zgartirmoq
869,graben::V,qazimoq,qazimoq
870,beugen::V,bukmoq,bukmoq
871,biegen::V,bukmoq,bukmoq
872,drehen::V,aylantirmoq,aylantirmoq
873,wenden::V,burmoq,burmoq
874,umdrehen::V,ag'darmoq,ag'darmoq
875,heben::V,yuksaltirmoq,yuksaltirmoq
876,hochheben::V,ko'tarmoq,ko'tarmoq
877,ergreifen::V,tutamlamoq,tutamlamoq
878,halten::V,tutmoq,tutmoq
879,drücken::V,bosmoq,bosmoq
880,schieben::V,surmoq,surmoq
881,kratzen::V,qashimoq,qashimoq
882,lecken::V,mijimoq,mijimoq
883,beißen::V,tishlamoq,tishlamoq
884,abreißen::V,emirmoq,emirmoq
885,abschneiden::V,cho'rt kesmoq,cho'rt kesmoq
886,binden::V,bog'lamoq,bog'lamoq
887,stecken::V,suqmoq,suqmoq
888,brechen::V,sindirmoq,sindirmoq
889,klopfen::V,dukurlamoq,dukurlamoq
890,hauen::V,urmoq,urmoq
891,kleben::V,yopishtirmoq,yopishtirmoq
892,reiben::V,surkamoq,surkamoq
893,streichen::V,surkamoq,surkamoq
894,schleifen::V,qayramoq,qayramoq
895,schneiden::V,kesmoq,kesmoq
896,rütteln::V,chayqamoq,chayqamoq
897,schütteln::V,chayqamoq,chayqamoq
898,schwenken::V,chayqatmoq,chayqatmoq
899,schütten::V,quymoq,quymoq
900,füllen::V,to'ldirmoq,to'ldirmoq
901,einwickeln::V,chulg'amoq,chulg'amoq
902,tragen::V,tashimoq,tashimoq
903,schleppen::V,sudramoq,sudramoq
904,ziehen::V,tortmoq,tortmoq
905,aufbewahren::V,tutmoq,tutmoq
906,werfen::V,tashlamoq,tashlamoq
907,fangen::V,tutmoq,tutmoq
908,packen::V,opqochmoq,opqochmoq
909,verstecken::V,yashirmoq,yashirmoq
910,teilen::V,bo'lmoq,bo'lmoq
911,schicken::V,yubormoq,yubormoq
912,bringen::V,keltirmoq,keltirmoq
913,hinzufügen::V,tirkamoq,tirkamoq
914,bekommen::V,olmoq,olmoq
915,erhalten::V,olmoq,olmoq
916,nehmen::V,olmoq,olmoq
917,wählen::V,saylamoq,saylamoq
918,auswählen::V,saylamoq,saylamoq
919,bewahren::V,saqlamoq,saqlamoq
920,behindern::V,xalal bermoq,xalal bermoq
921,verderben::V,xazon qilmoq,xazon qilmoq
922,beschädigen::V,buzmoq,buzmoq
923,zerbrechen::V,sindirmoq,sindirmoq
924,zerreißen::V,yirtmoq,yirtmoq
925,zerstören::V,vayron qilmoq,vayron qilmoq
926,verbrennen::V,kuydirmoq,kuydirmoq
927,geben::V,bermoq,bermoq
928,reichen::V,bermoq,bermoq
929,schenken::V,sovg'a qilmoq,sovg'a qilmoq
930,versprechen::V,va'da bermoq,va'da bermoq
931,wünschen::V,orziqmoq,orziqmoq
932,loben::V,maqtamoq,maqtamoq
933,küssen::V,o'pmoq,o'pmoq
934,wiegen::V,tebratmoq,tebratmoq
935,zudecken::V,yopmoq,yopmoq
936,wecken::V,uyg'otmoq,uyg'otmoq
937,zeigen::V,ko'rsatmoq,ko'rsatmoq
938,führen::V,boshlik bo'lmoq,boshlik bo'lmoq
939,lehren::V,o'rgatmoq,o'rgatmoq
940,unterrichten::V,dars bermoq,dars bermoq
941,aufziehen::V,o'stirmoq,o'stirmoq
942,leiten::V,boshqarmoq,boshqarmoq
943,antreiben::V,shoshiltirmoq,shoshiltirmoq
944,lassen::V,ruxsat bermoq,ruxsat bermoq
945,einladen::V,taklif kilmoq,taklif kilmoq
946,vereinigen::V,qo'shmoq,qo'shmoq
947,besuchen::V,mehmonga bormoq,mehmonga bormoq
948,treffen::V,duchor bo'lmoq,duchor bo'lmoq
949,sich versammeln::V,to'planmoq,to'planmoq
950,spielen::V,o'ynamoq,o'ynamoq
951,singen::V,yalla qilmoq,yalla qilmoq
952,tanzen::V,raqs qilmoq,raqs qilmoq
953,sich trennen::V,yakkalanmoq,yakkalanmoq
954,verlassen::V,qoldirmoq,qoldirmoq
955,retten::V,qutqazmoq,qutqazmoq
956,bewachen::V,qo'rimoq,qo'rimoq
957,schützen::V,yoniga olmoq,yoniga olmoq
958,verteidigen::V,yoqlamoq,yoqlamoq
959,sich schlagen::V,yoqalashmoq,yoqalashmoq
960,schießen::V,otmoq,otmoq
961,siegen::V,engmoq,engmoq
962,ärgern::V,jahl chiqarmoq,jahl chiqarmoq
963,schlagen::V,urmoq,urmoq
964,treten::V,tepmoq,tepmoq
965,stechen::V,qadamoq,qadamoq
966,stoßen::V,turtmoq,turtmoq
967,stehlen::V,o'g'rilamoq,o'g'rilamoq
968,stören::V,tebratmoq,tebratmoq
969,belästigen::V,g'ashini keltirmoq,g'ashini keltirmoq
970,verbergen::V,berkitmoq,berkitmoq
971,täuschen::V,aldamoq,aldamoq
972,betrügen::V,tirriq qilmoq,tirriq qilmoq
973,töten::V,o'ldirmoq,o'ldirmoq
974,wohnen::V,istiqomat qilmoq,istiqomat qilmoq
975,arbeiten::V,ishlamoq,ishlamoq
976,sammeln::V,yig'moq,yig'moq
977,pflücken::V,termoq,termoq
978,jagen::V,ov qilmoq,ov qilmoq
979,fischen::V,baliq ovlamoq,baliq ovlamoq
980,fassen::V,ilinmoq,ilinmoq
981,hüten::V,boqtirmoq,boqtirmoq
982,treiben::V,haydamoq,haydamoq
983,anbinden::V,bog'lamoq,bog'lamoq
984,füttern::V,edirmoq,edirmoq
985,melken::V,sog'moq,sog'moq
986,hacken::V,chopmoq,chopmoq
987,gießen::V,oqizmoq,oqizmoq
988,reifen::V,qizarmoq,qizarmoq
989,zubereiten::V,pishirmoq,pishirmoq
990,kochen::V,qaynatmoq,qaynatmoq
991,backen::V,yopmoq,yopmoq
992,braten::V,qovurmoq,qovurmoq
993,umrühren::V,atalamoq,atalamoq
994,stricken::V,to'qimoq,to'qimoq
995,nähen::V,tikmoq,tikmoq
996,färben::V,bo'yoqlamoq,bo'yoqlamoq
997,reinigen::V,tozalamoq,tozalamoq
998,waschen::V,yuvmoq,yuvmoq
999,abwischen::V,surkamoq,surkamoq
1000,spülen::V,chaymoq,chaymoq
1001,fegen::V,cho'tkalamoq,cho'tkalamoq
1002,kehren::V,supurmoq,supurmoq
1003,baden::V,cho'milmoq,cho'milmoq
1004,sich waschen::V,yuvinmoq,yuvinmoq
1005,ausziehen::V,echintirmoq,echintirmoq
1006,anziehen::V,kiymoq,kiymoq
1007,sich anziehen::V,kiyinmoq,kiyinmoq
1008,kämmen::V,taramoq,taramoq
1009,schmücken::V,yasatmoq,yasatmoq
1010,sagen::V,aytmoq,aytmoq
1011,sprechen::V,so'zlamoq,so'zlamoq
1012,reden::V,gapirmoq,gapirmoq
1013,sich unterhalten::V,suhbatlashmoq,suhbatlashmoq
1014,fragen::V,so'ramoq,so'ramoq
1015,bitten::V,iltimos qilmoq,iltimos qilmoq
1016,erzählen::V,aytib bermoq,aytib bermoq
1017,mitteilen::V,bildirmoq,bildirmoq
1018,nennen::V,atamoq,atamoq
1019,rufen::V,chaqirmoq,chaqirmoq
1020,prahlen::V,gerdaymoq,gerdaymoq
1021,übersetzen::V,tarjima qilmoq,tarjima qilmoq
1022,denken::V,o'ylamoq,o'ylamoq
1023,glauben::V,ishonmoq,ishonmoq
1024,bemerken::V,payqamoq,payqamoq
1025,erkennen::V,tanimoq,tanimoq
1026,begreifen::V,tushunmoq,tushunmoq
1027,verstehen::V,anglamoq,anglamoq
1028,lernen::V,o'qimoq,o'qimoq
1029,wissen::V,bilmoq,bilmoq
1030,sich erinnern an::V,äsni tanimoq,äsni tanimoq
1031,vergessen::V,unutmoq,unutmoq
1032,messen::V,o'lchamoq,o'lchamoq
1033,zählen::V,raqamlamoq,raqamlamoq
1034,rechnen::V,cho'tlamoq,cho'tlamoq
1035,lesen::V,o'qimoq,o'qimoq
1036,malen::V,rasm solmoq,rasm solmoq
1037,zeichnen::V,chizmoq,chizmoq
1038,schreiben::V,yozmoq,yozmoq
1039,besitzen::V,ägalamoq,ägalamoq
1040,kaufen::V,olmoq,olmoq
1041,verkaufen::V,sotmoq,sotmoq
1042,bezahlen::V,to'lamoq,to'lamoq
1043,zahlen::V,to'lamoq,to'lamoq
1044,beherrschen::V,ägalamoq,ägalamoq
1045,ertragen::V,chidamoq,chidamoq
