,Concept_ID,az,no
829,passieren::V,olmaq,hende
830,passieren::V,baş vermək,skje
831,passieren::V,baş vermək,hende
832,beginnen::V,başlamaq,begynne
833,enden::V,bitmək,ende
834,enden::V,bitmək,slutte
835,wechseln::V,dəyişmək,veksle
836,aufgehen[Sonne]::V,doğmaq,stå opp
837,untergehen[Sonne]::V,batmaq,gå ned
838,scheinen[Sonne]::V,parlamaq,skinne
839,donnern::V,guruldamaq,tordne
840,wehen::V,əsmək,blåse
841,strömen::V,axmaq,strømme
842,fließen::V,axmaq,flyte
843,sich drehen::V,dönmək,dreie seg
844,schwanken::V,yellənmək,svaie
845,schwingen::V,yellənmək,svinge
846,fallen::V,düşmek,falle
847,brennen::V,yanmaq,brenne
848,rauchen::V,tüstüləmək,ryke
849,regnen::V,yağmaq,regne
850,gefrieren::V,donmaq,fryse
851,tauen::V,ərimək,tine
852,schmelzen::V,ərimək,smelte
853,trocknen::V,qurumaq,tørre
854,sieden::V,qaynamaq,koke
855,faulen::V,çürümək,råtne
856,verfaulen::V,çürümək,råtne
857,reißen::V,yırtılmaq,briste
858,versinken::V,batmaq,synke
859,versinken::V,batmaq,synke ned
860,vergehen::V,ötmək,forløpe
861,erscheinen::V,görünmək,synes
862,verschwinden::V,yox olmaq,forsvinne
863,sinken::V,enmək,synke
864,abnehmen::V,azalmaq,avta
865,abnehmen::V,azalmaq,minske
866,zunehmen::V,artmaq,tilta
867,steigen::V,yüksəlmək,stige
868,wachsen::V,böyümək,gro
869,wachsen::V,böyümək,vokse
870,glänzen::V,parlamaq,skinne
871,funkeln::V,parıldamaq,tindre
872,lärmen::V,səs-küy etmək,bråke
873,läuten::V,çalmaq,ringe
874,klingeln::V,zəng etmək,ringe
875,klirren::V,cingildəmək,klirre
876,brausen::V,gurlamaq,bruse
877,rauschen::V,xışıldamaq,suse
878,klingen::V,səslənmək,lyde
879,klingen::V,səslənmək,klinge
880,bellen::V,hürmək,gjø
881,bellen::V,hürmək,bjeffe
882,heulen::V,ulamaq,ule
883,blasen::V,üfləmək,blåse
884,pfeifen::V,fit vermek,plystre
885,schreien::V,bağırmaq,skrike
886,schreien::V,qışqırmaq,skrike
887,stöhnen::V,inləmək,stønne
888,zittern::V,titrəmək,dirre
889,zittern::V,titrəmək,skjelve
890,leben::V,yaşamaq,leve
891,geboren werden::V,doğmaq,fødes
892,atmen::V,nəfəs almaq,ånde
893,atmen::V,nəfəs almaq,puste
894,trinken::V,içmek,drikke
895,essen::V,yemək,spise
896,schlucken::V,udmaq,svelge
897,müde werden::V,yorulmaq,bli trett
898,einschlafen::V,yuxuya getmək,sovne
899,schlafen::V,uyumaq,sove
900,aufwachen::V,oyanmaq,våkne
901,aufstehen::V,yuxudan durmaq,stå opp
902,sich erholen::V,dincəlmək,bli bra
903,sich erholen::V,dincəlmək,komme seg
904,krank werden::V,xəstə olmaq,bli syk
905,krank sein::V,azarlanmaq,være syk
906,krank sein::V,xəstələnmək,være syk
907,schmerzen::V,ağrimaq,gjøre vondt
908,husten::V,öksürmək,hoste
909,genesen::V,sağalmaq,komme seg
910,sterben::V,ölmək,dø
911,sterben::V,vəfat etmək,dø
912,umkommen::V,həlak olmaq,omkomme
913,sich bewegen::V,hərəkət etmək,bevege seg
914,sich rühren::V,tərpənmək,røre på seg
915,sich erheben::V,qalxmaq,reise seg
916,sich setzen::V,oturmaq,sette sig
917,hinfallen::V,yıxılmaq,falle over ende
918,laufen::V,yerimək,løpe
919,schreiten::V,addım atmaq,skride
920,spazierengehen::V,gəzmək,spasere
921,spazierengehen::V,gəzmək,gå en tur
922,eilen::V,atılmaq,ile
923,sich beeilen::V,tələsmək,skynde seg
924,sausen::V,çırpmaq,suse
925,rennen::V,qaçmaq,løpe
926,springen::V,sıçramaq,hoppe
927,springen::V,sıçramaq,springe
928,klettern::V,dırmanmaq,klatre
929,schaukeln::V,sallanmaq,huske
930,kriechen::V,sürünmək,krype
931,schwimmen::V,üzmek,svømme
932,tauchen::V,dalmaq,dykke
933,rudern::V,avarlamaq,ro
934,fahren::V,sürmək,kjøre
935,fliegen::V,uçmaq,fly
936,gehen::V,getmək,gå
937,weggehen::V,getmək,gå bort
938,abfahren::V,yola düşmək,reise
939,anhalten::V,saxlamaq,stanse
940,hineingehen::V,girmək,gå inn
941,eintreten::V,girmək,tre inn
942,eintreten::V,daxil olmaq,tre inn
943,kommen::V,gəlmək,komme
944,ankommen::V,gəlib çatmaq,ankomme
945,ankommen::V,gəlib çatmaq,komme til
946,zurückkommen::V,qayıtmaq,komme tilbake
947,bleiben::V,qalmaq,bli
948,bleiben::V,qalmaq,forbli
949,warten::V,gözləmək,vente
950,erwarten::V,bəkləmək,vente
951,suchen::V,aramaq,søke
952,suchen::V,axtarmaq,søke
953,finden::V,tapmaq,finne
954,versuchen::V,çalışmaq,prøve
955,versuchen::V,çalışmaq,forsøke
956,vorbereiten::V,hazırlamaq,forberede
957,lieben::V,sevmək,elske
958,mögen::V,xoşlamaq,like
959,lachen::V,gülmək,le
960,rühren::V,həyəcanlandırmaq,røre
961,weinen::V,ağlamaq,gråte
962,schimpfen::V,küfr etmək,skjelle
963,sich ärgern::V,acıqlanmaq,ergre seg
964,sich fürchten::V,qorxmaq,være redd
965,fürchten::V,qorxmaq,være redd for
966,fliehen::V,qaçmaq,rømme
967,fliehen::V,qaçmaq,flykte
968,flüchten::V,qaçmaq,flykte
969,sehen::V,görmək,se
970,anschauen::V,baxmaq,se på
971,anschauen::V,baxmaq,betrakte
972,ansehen::V,baxmaq,anse
973,hören::V,duymaq,høre
974,hören::V,eşitmək,høre
975,zuhören::V,dinləmək,tilhøre
976,probieren::V,dadına baxmaq,smake
977,probieren::V,dadına baxmaq,smake på
978,riechen::V,qoxlamaq,lukte
979,fühlen::V,duymaq,føle
980,scheinen::V,görünmək,se ut
981,zu sehen sein::V,görünmək,synes
982,vernehmen::V,eşitmək,få vite
983,frieren::V,üşümək,fryse
984,tun::V,etmək,gjøre
985,können::V,bilmək,kunne
986,können::V,bacarmaq,kunne
987,wollen::V,istəmək,ville
988,anfangen::V,başlamaq,begynne
989,beenden::V,bitirmək,avslutte
990,aufhören::V,bitmək,slutte
991,aufhören::V,bitmək,holde opp
992,aufhören::V,qurtarmaq,slutte
993,aufhören::V,qurtarmaq,holde opp
994,gelingen::V,müvəffəq olmaq,lykkes
995,geraten::V,düşmək,bli
996,öffnen::V,açmaq,åpne
997,schließen::V,qapamaq,lukke
998,schließen::V,qapamaq,stenge
999,stellen::V,qoymaq,stille
1000,setzen::V,oturtmaq,sette
1001,legen::V,qoymaq,legge
1002,berühren::V,toxunmaq,berøre
1003,verbinden::V,bağlamaq,forbinde
1004,bedecken::V,örtmək,dekke
1005,aufhängen::V,asmaq,henge
1006,aufhängen::V,asmaq,henge opp
1007,anzünden::V,yandırmaq,tenne
1008,anzünden::V,yandırmaq,antenne
1009,anzünden::V,yandırmaq,tenne på
1010,aufheben::V,qaldırmaq,løfte
1011,aufheben::V,qaldırmaq,ta opp
1012,zurücklassen::V,buraxmaq,slippe tilbake
1013,verlieren::V,itirmək,miste
1014,fallen lassen::V,düşürmək,droppe
1015,fallen lassen::V,düşürmək,la falle
1016,machen::V,etmək,lage
1017,machen::V,etmək,gjøre
1018,herstellen::V,istehsal etmək,fremstille
1019,bauen::V,tikmək,bygge
1020,reparieren::V,təmir etmək,reparere
1021,verbessern::V,düzəltmək,rette
1022,verbessern::V,düzəltmək,forbedre
1023,ändern::V,dəyişdirmək,forandre
1024,graben::V,qazımaq,grave
1025,beugen::V,əymək,bøye
1026,biegen::V,bükmək,bøye
1027,drehen::V,döndərmək,dreie
1028,wenden::V,çevirmək,vende
1029,umdrehen::V,çevirmək,snu
1030,heben::V,qaldırmaq,heve
1031,hochheben::V,qaldırmaq,løfte
1032,ergreifen::V,tutmaq,gripe
1033,ergreifen::V,tutmaq,få tak i
1034,halten::V,saxlamaq,holde
1035,drücken::V,sıxmaq,trykke
1036,schieben::V,sürmək,skyve
1037,kratzen::V,qaşımaq,klø
1038,kratzen::V,qaşımaq,klore
1039,lecken::V,yalamaq,slikke
1040,beißen::V,dişləmək,bite
1041,abreißen::V,qoparmaq,rive av
1042,abschneiden::V,ayırmaq,skjære av
1043,binden::V,bağlamaq,binde
1044,stecken::V,soxmaq,stikke
1045,brechen::V,qırmaq,bryte
1046,brechen::V,qırmaq,briste
1047,klopfen::V,sındırmaq,banke
1048,hauen::V,vurmaq,hogge
1049,kleben::V,apışdırmaq,klistre
1050,reiben::V,ovmaq,gni
1051,streichen::V,sürtmək,stryke
1052,schleifen::V,bülövləmək,slipe
1053,schneiden::V,kəsmək,klippe
1054,rütteln::V,sirkələmək,ruske
1055,schütteln::V,çalxalamaq,riste
1056,schwenken::V,yelləmək,svinge
1057,schütten::V,tökmək,helle
1058,füllen::V,doldurmaq,fylle
1059,einwickeln::V,sarımaq,vikle inn
1060,tragen::V,daşımaq,bære
1061,schleppen::V,sürükləmək,slepe
1062,ziehen::V,çəkmək,dra
1063,ziehen::V,çəkmək,trekke
1064,aufbewahren::V,gizlətmək,oppbevare
1065,aufbewahren::V,gizlətmək,ta vare på
1066,werfen::V,atmaq,kaste
1067,fangen::V,tutmaq,fange
1068,packen::V,yaxalamaq,gripe
1069,packen::V,yaxalamaq,gripe tak i
1070,verstecken::V,gizlətmək,gjemme
1071,teilen::V,bölmək,dele
1072,schicken::V,yollamaq,sende
1073,schicken::V,göndərmək,sende
1074,bringen::V,gətirmək,bringe
1075,hinzufügen::V,əlavə etmək,tilføye
1076,bekommen::V,almaq,få
1077,bekommen::V,əldə etmək,få
1078,erhalten::V,almaq,få
1079,nehmen::V,almaq,ta
1080,wählen::V,seçmək,velge
1081,auswählen::V,arımaq,velge ut
1082,bewahren::V,qorumaq,bevare
1083,behindern::V,mane olmaq,hindre
1084,behindern::V,mane olmaq,forhindre
1085,verderben::V,pozmaq,ødelegge
1086,beschädigen::V,zədələmək,skade
1087,zerbrechen::V,qırmaq,brekke i stykker
1088,zerbrechen::V,sındırmaq,brekke i stykker
1089,zerreißen::V,yırtmaq,rive i stykker
1090,zerstören::V,dağıtmaq,ødelegge
1091,verbrennen::V,yandırmaq,brenne
1092,verbrennen::V,yandırmaq,brenne opp
1093,geben::V,vermək,gi
1094,reichen::V,uzatmaq,rekke
1095,schenken::V,vermək,forære
1096,schenken::V,vermək,skjenke
1097,versprechen::V,vəd vermək,love
1098,wünschen::V,arzulamaq,ønske
1099,loben::V,tərifləmək,rose
1100,küssen::V,öpmək,kysse
1101,wiegen::V,tərpətmək,vogge
1102,zudecken::V,örtmək,dekke til
1103,wecken::V,oyatmaq,vekke
1104,zeigen::V,göstərmək,vise
1105,führen::V,rəhbərlik etmək,føre
1106,lehren::V,öyrətmək,lære
1107,unterrichten::V,öyrətmək,undervise
1108,unterrichten::V,dərs vermək,undervise
1109,aufziehen::V,tərbiyə etmək,oppdra
1110,leiten::V,idarə etmək,lede
1111,antreiben::V,bizləmək,drive på
1112,lassen::V,-tırmaq,få til å
1113,einladen::V,dəvət etmək,be
1114,einladen::V,dəvət etmək,invitere
1115,vereinigen::V,birləşdirmək,forene
1116,besuchen::V,baş çəkmək,besøke
1117,besuchen::V,ziyarət etmək,besøke
1118,treffen::V,rastlaşmaq,møte
1119,treffen::V,rastlaşmaq,treffe
1120,treffen::V,rast gəlmək,møte
1121,treffen::V,rast gəlmək,treffe
1122,sich versammeln::V,toplanmaq,forsamles
1123,spielen::V,oynamaq,leke
1124,spielen::V,oynamaq,spille
1125,singen::V,oxumaq,synge
1126,tanzen::V,oynamaq,danse
1127,tanzen::V,rəqs etmək,danse
1128,sich trennen::V,ayrılmaq,skilles
1129,verlassen::V,tərk etmək,forlate
1130,retten::V,xilas etmək,redde
1131,bewachen::V,gözətmək,bevokte
1132,schützen::V,qorumaq,verne
1133,schützen::V,qorumaq,beskytte
1134,verteidigen::V,qorumaq,forsvare
1135,sich schlagen::V,döyüşmək,slåss
1136,schießen::V,atmaq,skyte
1137,schießen::V,atəş açmaq,skyte
1138,siegen::V,yenmək,seire
1139,ärgern::V,acışdırmaq,ergre
1140,schlagen::V,döymək,
1141,treten::V,təpmək,sparke
1142,stechen::V,soxmaq,stikke
1143,stoßen::V,itələmək,støte
1144,stehlen::V,çalmaq,stjele
1145,stehlen::V,oğurlamaq,stjele
1146,stören::V,pozmaq,forstyrre
1147,belästigen::V,narahat etmək,plage
1148,belästigen::V,narahat etmək,sjenere
1149,verbergen::V,gizləmək,gjemme
1150,täuschen::V,aldatmaq,villede
1151,betrügen::V,aldatmaq,bedra
1152,töten::V,öldürmək,drepe
1153,wohnen::V,yaşamaq,bo
1154,arbeiten::V,işləmək,arbeide
1155,arbeiten::V,çalışmaq,arbeide
1156,sammeln::V,yığmaq,samle
1157,sammeln::V,toplamaq,samle
1158,pflücken::V,qoparmaq,plukke
1159,jagen::V,ovlamaq,jage
1160,fischen::V,balıq tutmaq,fiske
1161,fassen::V,tutmaq,fange
1162,hüten::V,güdmək,vokte
1163,treiben::V,haylamaq,drive
1164,anbinden::V,bağlamaq,feste
1165,füttern::V,bəsləmək,fore
1166,melken::V,sağmaq,melke
1167,hacken::V,yarmaq,hakke
1168,gießen::V,sulamaq,helle
1169,reifen::V,dəymək,modne
1170,zubereiten::V,bişirmək,lage
1171,zubereiten::V,bişirmək,tilberede
1172,kochen::V,qaynatmaq,koke
1173,backen::V,bişirmək,bake
1174,braten::V,qızartmaq,steke
1175,umrühren::V,qarışdırmaq,røre om
1176,stricken::V,hörmək,strikke
1177,nähen::V,tikmək,sy
1178,färben::V,boyamaq,farge
1179,reinigen::V,təmizləmək,rense
1180,reinigen::V,təmizləmək,gjøre ren
1181,waschen::V,yumaq,vaske
1182,abwischen::V,silmək,tørke av
1183,spülen::V,çalxamaq,spyle
1184,spülen::V,çalxamaq,skylle
1185,fegen::V,süpürmək,feie
1186,kehren::V,süpürmək,koste
1187,baden::V,çimmək,bade
1188,sich waschen::V,yuyunmaq,vaske seg
1189,ausziehen::V,soyunmaq,ta av
1190,anziehen::V,geymək,ta på
1191,sich anziehen::V,geyinmək,kle på seg
1192,kämmen::V,daramaq,gre
1193,kämmen::V,daramaq,kjemme
1194,schmücken::V,bəzəmək,pynte
1195,schmücken::V,bəzəmək,smykke
1196,sagen::V,demək,si
1197,sagen::V,söymek,si
1198,sprechen::V,danışmaq,snakke
1199,reden::V,danışmaq,tale
1200,reden::V,danışmaq,snakke
1201,sich unterhalten::V,söhbət etmək,samtale
1202,fragen::V,soruşmaq,spørre
1203,bitten::V,diləmək,be
1204,bitten::V,xahiş etmək,be
1205,erzählen::V,bəhs etmək,fortelle
1206,mitteilen::V,bildirmək,meddele
1207,nennen::V,adlandırmaq,kalle
1208,rufen::V,çağırmaq,rope
1209,prahlen::V,öyünmək,skryte
1210,übersetzen::V,tərcümə etmək,oversette
1211,denken::V,düşünmək,tenke
1212,denken::V,fikirləşmək,tenke
1213,glauben::V,inanmaq,tro
1214,bemerken::V,qeyd etmək,bemerke
1215,bemerken::V,qeyd etmək,legge merke til
1216,erkennen::V,tanımaq,gjenkjenne
1217,begreifen::V,anlamaq,begripe
1218,verstehen::V,duymaq,forstå
1219,verstehen::V,duymaq,skjønne
1220,lernen::V,öyrənmək,lære
1221,wissen::V,bilmək,vite
1222,sich erinnern an::V,xatırlamaq,huske på
1223,vergessen::V,unutmaq,glemme
1224,messen::V,ölçmək,måle
1225,zählen::V,saymaq,telle
1226,rechnen::V,hesablamaq,regne
1227,lesen::V,oxumaq,lese
1228,malen::V,şəkil çəkmək,male
1229,zeichnen::V,cızmaq,tegne
1230,schreiben::V,yazmaq,skrive
1231,besitzen::V,yiyələnmək,eie
1232,besitzen::V,yiyələnmək,inneha
1233,besitzen::V,malik olmaq,eie
1234,besitzen::V,malik olmaq,inneha
1235,kaufen::V,satın almaq,kjøpe
1236,verkaufen::V,satmaq,selge
1237,bezahlen::V,ödəmək,betale
1238,zahlen::V,ödəmək,betale
1239,beherrschen::V,idarə etmək,beherske
1240,ertragen::V,dözmək,orke
