,Concept_ID,ca,br
828,glänzen::V,brillar,lugernañ
829,glänzen::V,resplendir,lugernañ
830,funkeln::V,espurnejar,elieniñ
831,lärmen::V,fer soroll,rabotat
832,läuten::V,sonar,
833,klingeln::V,trucar,
834,klirren::V,dringar,diridignat
835,klirren::V,dringar,sterlinkañ
836,brausen::V,rugir,gwegal
837,rauschen::V,murmurar,trouzal
838,klingen::V,sonar,seniñ
839,bellen::V,lladrar,harzhal
840,heulen::V,udolar,yudal
841,blasen::V,bufar,c'hwezhañ
842,pfeifen::V,xiular,c'hwitellat
843,schreien::V,cridar,huchal
844,stöhnen::V,gemegar,hirvoudiñ
845,zittern::V,tremolar,krenañ
846,leben::V,vīure,bevañ
847,geboren werden::V,néixer,genel
848,atmen::V,respirar,tennañ e anal
849,trinken::V,beure,evañ
850,essen::V,menjar,debriñ
851,schlucken::V,empassar-se,lonkañ
852,müde werden::V,cansar-se,skuizhañ
853,einschlafen::V,adormir-se,menel kousket
854,schlafen::V,dormir,kousket
855,aufwachen::V,despertar-se,dihuniñ
856,aufstehen::V,llevar-se,sevel
857,sich erholen::V,descansar,diskuizhañ
858,krank werden::V,posar-se malalt,klañviñ
859,krank sein::V,estar malalt,bezañ klañv
860,schmerzen::V,doldre,skourjezañ
861,husten::V,tossir,pasaat
862,husten::V,tossir,peudal
863,genesen::V,recuperar-se,pareañ
864,sterben::V,morir,mervel
865,umkommen::V,perir,perisañ
866,sich bewegen::V,moure's,bouljal
867,sich rühren::V,moure's,fiñval
868,sich erheben::V,aixecar-se,sevel
869,sich setzen::V,asseure's,azezañ
870,sich setzen::V,asseure's,mont en e goazez
871,hinfallen::V,caure's,kouezhañ
872,laufen::V,caminar,redek
873,schreiten::V,procedir,kerzhet
874,spazierengehen::V,passejar,pourmen
875,eilen::V,anar corrent,hastañ
876,sich beeilen::V,afanyar-se,hastañ
877,sausen::V,córrer,karzhañ
878,rennen::V,córrer,redek
879,springen::V,saltar,lammat
880,klettern::V,escalar,krimpat
881,schaukeln::V,gronxar-se,brañsellat
882,schaukeln::V,balancejar-se,brañsellat
883,kriechen::V,reptar,skrampañ
884,kriechen::V,arrossegar-se,skrampañ
885,schwimmen::V,nadar,neuial
886,tauchen::V,bussejar,splujañ
887,tauchen::V,submergir-se,splujañ
888,rudern::V,remar,roeñvat
889,fahren::V,anar,kas
890,fahren::V,anar,bleniañ
891,fliegen::V,volar,nijal
892,gehen::V,caminar,mont
893,weggehen::V,anar-se'n,mont kuit
894,abfahren::V,partir,mont kuit
895,anhalten::V,aturar-se,chom a-sav
896,hineingehen::V,entrar,monet e-barzh
897,eintreten::V,entrar,monet e-barzh
898,kommen::V,venir,dont
899,ankommen::V,arribar,erruout
900,zurückkommen::V,tornar,addonet
901,bleiben::V,quedar-se,chom
902,warten::V,esperar,gortoz
903,erwarten::V,esperar,gortoz
904,suchen::V,buscar,klask
905,finden::V,trobar,kavout
906,versuchen::V,intentar,klask
907,vorbereiten::V,preparar,aozañ
908,lieben::V,estimar,karout
909,mögen::V,agradar a,karout
910,lachen::V,riure,c'hoarzin
911,rühren::V,commoure,tenerañ
912,rühren::V,emocionar,tenerañ
913,weinen::V,plorar,gouelañ
914,schimpfen::V,renyar,krozal
915,sich ärgern::V,enfadar-se,fachañ
916,sich ärgern::V,enfadar-se,en em fachañ
917,sich fürchten::V,tenir por,
918,fürchten::V,témer,
919,fliehen::V,fugir,tec'het
920,flüchten::V,refugiar-se,tuzañ
921,sehen::V,veure,gwelet
922,anschauen::V,mirar,sellout ouzh
923,ansehen::V,mirar,sellout ouzh
924,hören::V,oir,klevet
925,zuhören::V,escoltar,selaou
926,probieren::V,provar,blasa
927,riechen::V,olorar,klevet
928,fühlen::V,sentīr,santout
929,scheinen::V,semblar,diskouez bezañ
930,zu sehen sein::V,poder-se veure,bezañ gwelus
931,vernehmen::V,percebre,merzhañ
932,frieren::V,tenir fred,anoued
933,tun::V,fer,ober
934,können::V,poder,gouzout
935,wollen::V,voler,fellout da
936,wollen::V,voler,kaout c'hoant da
937,anfangen::V,iniciar,kregiñ
938,beenden::V,acabar,achuiñ
939,aufhören::V,deixar,paouez
940,gelingen::V,sortir bé,
941,geraten::V,sortir,
942,öffnen::V,obrir,digeriñ
943,schließen::V,tancar,serriñ
944,stellen::V,posar,lakaat
945,stellen::V,col·locar,lakaat
946,setzen::V,assentar,lakaat
947,legen::V,posar,lakaat
948,berühren::V,tocar,touch
949,verbinden::V,unir,eren
950,verbinden::V,connectar,eren
951,bedecken::V,tapar,goloiñ
952,bedecken::V,cobrir,goloiñ
953,aufhängen::V,penjar,istribilhañ
954,anzünden::V,encendre,alumiñ
955,anzünden::V,encendre,c'hwezzañ
956,aufheben::V,aixecar,dastum
957,zurücklassen::V,deixar,lezel
958,verlieren::V,pērdre,koll
959,fallen lassen::V,deixar caure,laoskel
960,fallen lassen::V,deixar caure,lezel da gouezhel
961,machen::V,fer,ober
962,herstellen::V,producir,fardañ
963,bauen::V,construir,sevel
964,reparieren::V,reparar,adaozañ
965,verbessern::V,millorar,gwellaat
966,ändern::V,canviar,cheñch
967,graben::V,cavar,kleuzañ
968,beugen::V,doblegar,plegañ
969,biegen::V,corbar,krommañ
970,biegen::V,arquejar,krommañ
971,drehen::V,girar,treiñ
972,wenden::V,girar,treiñ
973,umdrehen::V,voltar,treiñ
974,heben::V,pujar,sevel
975,heben::V,aixecar,sevel
976,hochheben::V,aixecar,sevel
977,ergreifen::V,agafar,kemer
978,halten::V,mantenir,dalc'hen
979,drücken::V,prémer,bountañ
980,drücken::V,estrènyer,bountañ
981,schieben::V,empènyer,poulzañ
982,kratzen::V,raspar,skrabat
983,lecken::V,llepar,lipat
984,beißen::V,mossegar,kregiñ
985,abreißen::V,arrencar,diframmañ
986,abschneiden::V,tallar,troc'hañ
987,binden::V,lligar,stagañ
988,stecken::V,ficar,sankañ
989,brechen::V,trencar,darnaouiñ
990,klopfen::V,trucar,skoiñ
991,hauen::V,picar,dornañ
992,hauen::V,colpejar,dornañ
993,kleben::V,enganxar,pegañ
994,reiben::V,fregar,taravat
995,reiben::V,fregar,trekiñ
996,streichen::V,untar,toazañ
997,schleifen::V,afilar,lemmañ
998,schleifen::V,esmolar,lemmañ
999,schneiden::V,tallar,troc'hañ
1000,rütteln::V,sacsejar,tordorosañ
1001,schütteln::V,agitar,hejañ
1002,schütteln::V,sacsejar,hejañ
1003,schwenken::V,agitar,
1004,schütten::V,abocar,diskargañ
1005,füllen::V,omplir,kargañ
1006,einwickeln::V,embolicar,gronnañ
1007,tragen::V,dur,dougen
1008,tragen::V,portar,dougen
1009,schleppen::V,arrossegar,stlejal
1010,ziehen::V,tirar,sachañ
1011,ziehen::V,estirar,sachañ
1012,aufbewahren::V,conservar,miret
1013,werfen::V,llançar,teuler
1014,fangen::V,agafar,tapañ
1015,fangen::V,atrapar,tapañ
1016,packen::V,engrapar,krapat
1017,verstecken::V,amagar,kuzhat
1018,teilen::V,dividir,rannañ
1019,schicken::V,enviar,kas
1020,bringen::V,portar,degas
1021,hinzufügen::V,afegir,lakat ouzhpenn
1022,bekommen::V,obtenir,kaout
1023,erhalten::V,rebre,kaout
1024,nehmen::V,prendre,kemer
1025,wählen::V,triar,choaz
1026,wählen::V,elegir,choaz
1027,auswählen::V,escollir,dibab
1028,auswählen::V,seleccionar,dibab
1029,bewahren::V,conservar,mirout
1030,behindern::V,impedir,diaezañ
1031,behindern::V,obstaculitzar,diaezañ
1032,verderben::V,espatllar,lovrañ
1033,beschädigen::V,danyar,gwallegañ
1034,beschädigen::V,destrossar,gwallegañ
1035,zerbrechen::V,trencar,torriñ
1036,zerreißen::V,estripar,diroegiñ
1037,zerstören::V,destruir,distrujañ
1038,verbrennen::V,cremar,deviñ
1039,geben::V,donar,reiñ
1040,reichen::V,passar,
1041,schenken::V,regalar,donezonañ
1042,versprechen::V,prometre,prometiñ
1043,wünschen::V,desitjar,hetiñ
1044,loben::V,elogiar,feurmiñ
1045,küssen::V,fer un petó a,pokat
1046,wiegen::V,bressolar,pouezañ
1047,zudecken::V,tapar,goloiñ
1048,zudecken::V,cobrir,goloiñ
1049,wecken::V,despertar,dihuniñ
1050,zeigen::V,mostrar,diskouez
1051,zeigen::V,ensenyar,diskouez
1052,führen::V,guiar,kas
1053,führen::V,conduir,kas
1054,lehren::V,ensenyar,deskiñ
1055,unterrichten::V,ensenyar,kelenn
1056,aufziehen::V,criar,
1057,leiten::V,dirigir,bleinañ
1058,antreiben::V,impel·lir,poulzañ
1059,lassen::V,fer,leuskel
1060,einladen::V,invitar,pediñ
1061,einladen::V,convidar,pediñ
1062,vereinigen::V,unir,unisañ
1063,besuchen::V,visitar,gweladenniñ
1064,besuchen::V,anar a veure,gweladenniñ
1065,treffen::V,trobar,kejal
1066,treffen::V,trobar,ankontrañ
1067,sich versammeln::V,reunir-se,bodennañ
1068,spielen::V,jugar,c'hoari
1069,singen::V,cantār,kanañ
1070,tanzen::V,ballar,dañsal
1071,sich trennen::V,separar-se,dispartiañ
1072,verlassen::V,deixar,lezel
1073,verlassen::V,abandonar,lezel
1074,retten::V,salvar,saveteiñ
1075,bewachen::V,vigilar,mesa
1076,schützen::V,protegir,diwall
1077,verteidigen::V,defensar,difenn
1078,sich schlagen::V,barallar-se,lopañ
1079,schießen::V,tirar,
1080,schießen::V,disparar,
1081,siegen::V,vèncer,trec'hiñ
1082,ärgern::V,enfadar,hegasiñ
1083,schlagen::V,pegar,skeiñ
1084,schlagen::V,colpejar,skeiñ
1085,treten::V,donar un cop de peu a,botaouiñ
1086,stechen::V,punxar,pikat
1087,stechen::V,apunyalar,pikat
1088,stoßen::V,empènyer,stokañ
1089,stehlen::V,robar,laerezh
1090,stören::V,molestar,direnkañ
1091,belästigen::V,importunar,dregasiñ
1092,verbergen::V,amagar,skoachañ
1093,verbergen::V,ocultar,skoachañ
1094,täuschen::V,enganyar,tromplañ
1095,betrügen::V,estafar,lorbañ
1096,töten::V,matar,lazhañ
1097,wohnen::V,vīure,bezañ o chom
1098,wohnen::V,habitar,bezañ o chom
1099,arbeiten::V,treballar,labourat
1100,sammeln::V,col·leccionar,dastum
1101,pflücken::V,collir,kuntuilhañ
1102,jagen::V,caçar,chaseal
1103,fischen::V,pescar,pesketa
1104,fassen::V,atrapar,pakañ
1105,hüten::V,pasturar,geota
1106,treiben::V,arriar,
1107,anbinden::V,lligar,stagañ
1108,füttern::V,donar menjar a,boueta
1109,melken::V,munyir,goro
1110,hacken::V,picar,difrakal
1111,hacken::V,tallar,difrakal
1112,gießen::V,regar,dourañ
1113,reifen::V,madurar,azviñ
1114,zubereiten::V,preparar,keginañ
1115,kochen::V,coure,poazhañ
1116,backen::V,coure al forn,fritañ
1117,braten::V,rostir,rostañ
1118,umrühren::V,remenar,
1119,stricken::V,tricotar,stammañ
1120,stricken::V,fer punt de mitja,stammañ
1121,nähen::V,cosir,gwriat
1122,färben::V,tenyir,livañ
1123,reinigen::V,netejar,naetañ
1124,waschen::V,rentār,gwalc'hiñ
1125,abwischen::V,eixugar,torchañ
1126,spülen::V,esbandir,disgwalc'hiñ
1127,fegen::V,escombrar,skubañ
1128,kehren::V,escombrar,skubañ
1129,baden::V,banyar-se,kouronkañ
1130,sich waschen::V,rentār-se,en em walc'hiñ
1131,ausziehen::V,treure's,
1132,anziehen::V,posar-se,
1133,sich anziehen::V,vestir-se,gwiskañ
1134,kämmen::V,pentinar,kribat
1135,schmücken::V,adornar,kinklañ
1136,sagen::V,dir,larêt
1137,sagen::V,dir,lavaret
1138,sprechen::V,parlar,komz
1139,reden::V,parlar,kaozeal
1140,sich unterhalten::V,conversar,balbotal
1141,fragen::V,preguntar,goulenn
1142,bitten::V,demanar,goulenn
1143,erzählen::V,contar,kontañ
1144,erzählen::V,explicar,kontañ
1145,mitteilen::V,comunicar,kemenn
1146,nennen::V,nomenar,anviñ
1147,rufen::V,cridar,gelver
1148,prahlen::V,lloar-se,fougeal
1149,prahlen::V,jactar-se,fougeal
1150,übersetzen::V,traduir,treiñ
1151,denken::V,pensar,soñjal
1152,glauben::V,creure,krediñ
1153,bemerken::V,notar,apresevañ
1154,erkennen::V,reconèixer,anavout
1155,begreifen::V,comprendre,meizañ
1156,verstehen::V,entendre,kompren
1157,lernen::V,aprendre,deskiñ
1158,wissen::V,saber,gouzout
1159,sich erinnern an::V,recordar,kaout soñj e
1160,vergessen::V,oblidar,ankouaat
1161,messen::V,mesurar,muzuliañ
1162,zählen::V,comptar,kontañ
1163,rechnen::V,calcular,jedañ
1164,lesen::V,llegir,lenn
1165,malen::V,pintar,livañ
1166,zeichnen::V,dibuixar,tresañ
1167,schreiben::V,escrīure,skrivañ
1168,besitzen::V,posseir,kaout
1169,kaufen::V,comprar,prenañ
1170,verkaufen::V,vendre,gwerzhañ
1171,bezahlen::V,pagar,paeañ
1172,zahlen::V,pagar per,paeañ
1173,beherrschen::V,dominar,mestroniañ
1174,ertragen::V,aguantar,anduriñ
