,Concept_ID,br,da
823,eilen::V,hastañ,ile
824,sich beeilen::V,hastañ,skynde sig
825,sausen::V,karzhañ,suse
826,rennen::V,redek,løbe
827,rennen::V,redek,rende
828,springen::V,lammat,hoppe
829,springen::V,lammat,springe
830,klettern::V,krimpat,klatre
831,schaukeln::V,brañsellat,gynge
832,kriechen::V,skrampañ,krybe
833,schwimmen::V,neuial,svømme
834,tauchen::V,splujañ,dykke
835,rudern::V,roeñvat,ro
836,fahren::V,kas,køre
837,fahren::V,bleniañ,køre
838,fliegen::V,nijal,flyve
839,gehen::V,mont,gå
840,weggehen::V,mont kuit,gå bort
841,abfahren::V,mont kuit,køre bort
842,anhalten::V,chom a-sav,standse
843,hineingehen::V,monet e-barzh,gå ind
844,eintreten::V,monet e-barzh,træde ind
845,kommen::V,dont,komme
846,ankommen::V,erruout,ankomme
847,zurückkommen::V,addonet,komme tilbage
848,bleiben::V,chom,blive
849,bleiben::V,chom,forblive
850,warten::V,gortoz,vente
851,erwarten::V,gortoz,vente
852,erwarten::V,gortoz,afvente
853,suchen::V,klask,søge
854,finden::V,kavout,finde
855,versuchen::V,klask,forsøge
856,vorbereiten::V,aozañ,forberede
857,lieben::V,karout,elske
858,mögen::V,karout,holde af
859,mögen::V,karout,kunne lide
860,lachen::V,c'hoarzin,le
861,rühren::V,tenerañ,røre
862,weinen::V,gouelañ,græde
863,schimpfen::V,krozal,skænde
864,sich ärgern::V,fachañ,ærgre sig
865,sich ärgern::V,en em fachañ,ærgre sig
866,fliehen::V,tec'het,flygte
867,flüchten::V,tuzañ,flygte
868,sehen::V,gwelet,se
869,anschauen::V,sellout ouzh,se på
870,anschauen::V,sellout ouzh,betragte
871,ansehen::V,sellout ouzh,anse
872,hören::V,klevet,høre
873,zuhören::V,selaou,høre til
874,probieren::V,blasa,smage
875,probieren::V,blasa,smage på
876,riechen::V,klevet,lugte
877,fühlen::V,santout,føle
878,scheinen::V,diskouez bezañ,synes
879,zu sehen sein::V,bezañ gwelus,synes
880,vernehmen::V,merzhañ,erfare
881,frieren::V,anoued,fryse
882,tun::V,ober,gøre
883,können::V,gouzout,kunne
884,wollen::V,fellout da,ville
885,wollen::V,kaout c'hoant da,ville
886,anfangen::V,kregiñ,begynde
887,beenden::V,achuiñ,afslutte
888,aufhören::V,paouez,ophøre
889,aufhören::V,paouez,holde op
890,öffnen::V,digeriñ,åbne
891,schließen::V,serriñ,lukke
892,stellen::V,lakaat,stille
893,setzen::V,lakaat,sætte
894,legen::V,lakaat,lægge
895,berühren::V,touch,berøre
896,verbinden::V,eren,forbinde
897,bedecken::V,goloiñ,dække
898,bedecken::V,goloiñ,bedække
899,aufhängen::V,istribilhañ,hænge
900,aufhängen::V,istribilhañ,hænge op
901,anzünden::V,alumiñ,tænde
902,anzünden::V,alumiñ,antænde
903,anzünden::V,c'hwezzañ,tænde
904,anzünden::V,c'hwezzañ,antænde
905,aufheben::V,dastum,løfte
906,aufheben::V,dastum,tage op
907,zurücklassen::V,lezel,lade tilbage
908,verlieren::V,koll,miste
909,fallen lassen::V,laoskel,tabe
910,fallen lassen::V,laoskel,droppe
911,fallen lassen::V,lezel da gouezhel,tabe
912,fallen lassen::V,lezel da gouezhel,droppe
913,machen::V,ober,gøre
914,herstellen::V,fardañ,fremstille
915,bauen::V,sevel,bygge
916,reparieren::V,adaozañ,reparere
917,verbessern::V,gwellaat,rette
918,verbessern::V,gwellaat,forbedre
919,ändern::V,cheñch,ændre
920,graben::V,kleuzañ,grave
921,beugen::V,plegañ,bøje
922,biegen::V,krommañ,bøje
923,drehen::V,treiñ,dreje
924,wenden::V,treiñ,vende
925,umdrehen::V,treiñ,dreje om
926,heben::V,sevel,hæve
927,hochheben::V,sevel,løfte
928,ergreifen::V,kemer,gribe fat i
929,halten::V,dalc'hen,holde
930,drücken::V,bountañ,trykke
931,schieben::V,poulzañ,skyde
932,schieben::V,poulzañ,skubbe
933,kratzen::V,skrabat,klø
934,kratzen::V,skrabat,kradse
935,lecken::V,lipat,slikke
936,beißen::V,kregiñ,bide
937,abreißen::V,diframmañ,rive af
938,abschneiden::V,troc'hañ,skære af
939,binden::V,stagañ,binde
940,stecken::V,sankañ,stikke
941,brechen::V,darnaouiñ,brække
942,klopfen::V,skoiñ,banke
943,hauen::V,dornañ,hugge
944,kleben::V,pegañ,klistre
945,reiben::V,taravat,gnide
946,reiben::V,trekiñ,gnide
947,streichen::V,toazañ,smøre
948,schleifen::V,lemmañ,slibe
949,schneiden::V,troc'hañ,skære
950,schneiden::V,troc'hañ,klippe
951,rütteln::V,tordorosañ,ruske
952,schütteln::V,hejañ,ryste
953,schütten::V,diskargañ,hælde
954,füllen::V,kargañ,fylde
955,einwickeln::V,gronnañ,pakke ind
956,tragen::V,dougen,bære
957,schleppen::V,stlejal,slæbe
958,ziehen::V,sachañ,trække
959,aufbewahren::V,miret,opbevare
960,werfen::V,teuler,kaste
961,fangen::V,tapañ,fange
962,packen::V,krapat,gribe
963,verstecken::V,kuzhat,gemme
964,teilen::V,rannañ,dele
965,schicken::V,kas,sende
966,bringen::V,degas,bringe
967,hinzufügen::V,lakat ouzhpenn,tilføje
968,bekommen::V,kaout,få
969,erhalten::V,kaout,få
970,nehmen::V,kemer,tage
971,wählen::V,choaz,vælge
972,auswählen::V,dibab,udvælge
973,bewahren::V,mirout,bevare
974,behindern::V,diaezañ,hindre
975,behindern::V,diaezañ,forhindre
976,verderben::V,lovrañ,ødelægge
977,beschädigen::V,gwallegañ,beskadige
978,zerbrechen::V,torriñ,brække itu
979,zerreißen::V,diroegiñ,rive itu
980,zerstören::V,distrujañ,ødelægge
981,verbrennen::V,deviñ,brænde
982,geben::V,reiñ,give
983,schenken::V,donezonañ,forære
984,versprechen::V,prometiñ,love
985,wünschen::V,hetiñ,ønske
986,loben::V,feurmiñ,rose
987,küssen::V,pokat,kysse
988,wiegen::V,pouezañ,vugge
989,zudecken::V,goloiñ,dække til
990,wecken::V,dihuniñ,vække
991,zeigen::V,diskouez,vise
992,führen::V,kas,føre
993,lehren::V,deskiñ,lære
994,unterrichten::V,kelenn,undervise
995,leiten::V,bleinañ,lede
996,antreiben::V,poulzañ,skynde på
997,lassen::V,leuskel,få til at
998,einladen::V,pediñ,indbyde
999,einladen::V,pediñ,invitere
1000,vereinigen::V,unisañ,forene
1001,besuchen::V,gweladenniñ,besøge
1002,treffen::V,kejal,møde
1003,treffen::V,ankontrañ,møde
1004,sich versammeln::V,bodennañ,forsamles
1005,spielen::V,c'hoari,lege
1006,spielen::V,c'hoari,spille
1007,singen::V,kanañ,synge
1008,tanzen::V,dañsal,danse
1009,sich trennen::V,dispartiañ,skilles
1010,verlassen::V,lezel,forlade
1011,retten::V,saveteiñ,redde
1012,bewachen::V,mesa,bevogte
1013,schützen::V,diwall,skærme
1014,schützen::V,diwall,beskytte
1015,verteidigen::V,difenn,forsvare
1016,sich schlagen::V,lopañ,slås
1017,siegen::V,trec'hiñ,sejre
1018,ärgern::V,hegasiñ,ærgre
1019,schlagen::V,skeiñ,slå
1020,treten::V,botaouiñ,sparke
1021,stechen::V,pikat,stikke
1022,stoßen::V,stokañ,støde
1023,stehlen::V,laerezh,stjæle
1024,stören::V,direnkañ,forstyrre
1025,belästigen::V,dregasiñ,genere
1026,belästigen::V,dregasiñ,ulejlige
1027,verbergen::V,skoachañ,skjule
1028,täuschen::V,tromplañ,villede
1029,betrügen::V,lorbañ,bedrage
1030,töten::V,lazhañ,dræbe
1031,wohnen::V,bezañ o chom,bo
1032,arbeiten::V,labourat,arbejde
1033,sammeln::V,dastum,samle
1034,pflücken::V,kuntuilhañ,plukke
1035,jagen::V,chaseal,jage
1036,fischen::V,pesketa,fiske
1037,fassen::V,pakañ,fange
1038,hüten::V,geota,vogte
1039,anbinden::V,stagañ,binde fast
1040,füttern::V,boueta,fodre
1041,melken::V,goro,malke
1042,hacken::V,difrakal,hakke
1043,gießen::V,dourañ,hælde
1044,reifen::V,azviñ,modne
1045,zubereiten::V,keginañ,tilberede
1046,kochen::V,poazhañ,koge
1047,backen::V,fritañ,bage
1048,braten::V,rostañ,stege
1049,stricken::V,stammañ,strikke
1050,nähen::V,gwriat,sy
1051,färben::V,livañ,farve
1052,reinigen::V,naetañ,rense
1053,reinigen::V,naetañ,gøre ren
1054,waschen::V,gwalc'hiñ,vaske
1055,abwischen::V,torchañ,tørre af
1056,spülen::V,disgwalc'hiñ,skylle
1057,fegen::V,skubañ,feje
1058,kehren::V,skubañ,feje
1059,baden::V,kouronkañ,bade
1060,sich waschen::V,en em walc'hiñ,vaske sig
1061,sich anziehen::V,gwiskañ,klæde sig på
1062,kämmen::V,kribat,rede
1063,kämmen::V,kribat,frisere
1064,schmücken::V,kinklañ,pynte
1065,schmücken::V,kinklañ,smykke
1066,sagen::V,larêt,sige
1067,sagen::V,lavaret,sige
1068,sprechen::V,komz,snakke
1069,reden::V,kaozeal,tale
1070,reden::V,kaozeal,snakke
1071,sich unterhalten::V,balbotal,snakke sammen
1072,fragen::V,goulenn,spørge
1073,bitten::V,goulenn,bede
1074,erzählen::V,kontañ,berette
1075,erzählen::V,kontañ,fortælle
1076,mitteilen::V,kemenn,meddele
1077,nennen::V,anviñ,nævne
1078,rufen::V,gelver,råbe
1079,prahlen::V,fougeal,prale
1080,übersetzen::V,treiñ,oversætte
1081,denken::V,soñjal,tænke
1082,glauben::V,krediñ,tro
1083,bemerken::V,apresevañ,bemærke
1084,bemerken::V,apresevañ,lægge mærke til
1085,erkennen::V,anavout,genkende
1086,begreifen::V,meizañ,begribe
1087,verstehen::V,kompren,forstå
1088,lernen::V,deskiñ,lære
1089,wissen::V,gouzout,vide
1090,sich erinnern an::V,kaout soñj e,mindes
1091,sich erinnern an::V,kaout soñj e,huske på
1092,vergessen::V,ankouaat,glemme
1093,messen::V,muzuliañ,måle
1094,zählen::V,kontañ,tælle
1095,rechnen::V,jedañ,regne
1096,lesen::V,lenn,læse
1097,malen::V,livañ,male
1098,zeichnen::V,tresañ,tegne
1099,schreiben::V,skrivañ,skrive
1100,besitzen::V,kaout,eje
1101,besitzen::V,kaout,besidde
1102,kaufen::V,prenañ,købe
1103,verkaufen::V,gwerzhañ,sælge
1104,bezahlen::V,paeañ,betale
1105,zahlen::V,paeañ,betale
1106,beherrschen::V,mestroniañ,beherske
1107,ertragen::V,anduriñ,tåle
1108,ertragen::V,anduriñ,udholde
1109,Grube::N,,grav
1110,Spur::N,,spor
1111,Lehm::N,,ler
1112,Laut::N,,lyd
1113,Winkel::N,,vinkel
1114,Lagerfeuer::N,,lejrbål
1115,vergebens::ADV,,forgæves
1116,untergehen[Sonne]::V,,gå ned
1117,läuten::V,,ringe
1118,klingeln::V,,ringe
1119,sich fürchten::V,,være bange
1120,fürchten::V,,være bange for
1121,gelingen::V,,lykkes
1122,geraten::V,,blive
1123,schwenken::V,,svinge
1124,reichen::V,,række
1125,aufziehen::V,,opdrage
1126,schießen::V,,skyde
1127,treiben::V,,drive
1128,umrühren::V,,røre om
1129,ausziehen::V,,tage af
1130,anziehen::V,,tage på
