,Concept_ID,no,ta
705,wo::FADV,hvor,எங்கே
706,wohin::FADV,hvor ... hen,எதற்கு
707,wie::FADV,hvordan,எப்படி
708,warum::FADV,hvorfor,ஏன்
709,wieviel::FNUM,hvor mye,எவ்வளவு
710,eins::NUM,en,ஒன்று
711,eins::NUM,ett,ஒன்று
712,zwei::NUM,to,இரண்டு
713,drei::NUM,tre,மூன்று
714,vier::NUM,fire,நான்கு
715,fünf::NUM,fem,ஐந்து
716,sechs::NUM,seks,ஆறு
717,sieben::NUM,sju,ஏழு
718,acht::NUM,åtte,எட்டு
719,neun::NUM,ni,ஒன்பது
720,zehn::NUM,ti,பத்து
721,elf::NUM,elleve,பதினொன்று
722,zwölf::NUM,tolv,பன்னிரண்டு
723,zwanzig::NUM,tjue,இருபது
724,dreißig::NUM,tretti,முப்பது
725,vierzig::NUM,førti,நாற்பது
726,fünfzig::NUM,femti,ஐமபது
727,sechzig::NUM,seksti,அறுபது
728,siebzig::NUM,sytti,எழுபது
729,achtzig::NUM,åtti,எண்பது
730,neunzig::NUM,nitti,தொன்னூறு
731,hundert::NUM,hundre,நூறு
732,tausend::NUM,tusen,ஆயிரம்
733,und::CNJ,og,மற்றும்
734,oder::CNJ,eller,அல்லது
735,stehen::V,stå,நில்
736,sitzen::V,sitte,உட்கார்
737,liegen::V,ligge,படு
738,hängen::V,henge,தொங்கச் செய்
739,werden::V,bli,ஆகு
740,passieren::V,skje,நிகழ்
741,passieren::V,hende,நிகழ்
742,beginnen::V,begynne,ஆரம்பி
743,enden::V,ende,முடி
744,enden::V,slutte,முடி
745,wechseln::V,veksle,மாற்று
746,aufgehen[Sonne]::V,stå opp,உயர எழு
747,untergehen[Sonne]::V,gå ned,பொறுத்து
748,scheinen[Sonne]::V,skinne,பிரகாசி
749,donnern::V,tordne,இடி
750,wehen::V,blåse,வீசு
751,strömen::V,strømme,பாயதல்
752,fließen::V,flyte,நீரோட்டம் போக்கில் போ
753,sich drehen::V,dreie seg,சுழல்
754,schwanken::V,svaie,தள்ளாடு
755,schwingen::V,svinge,ஆடு
756,fallen::V,falle,விழு
757,brennen::V,brenne,எரி
758,rauchen::V,ryke,பகை பிடி
759,regnen::V,regne,மழை பெய்
760,gefrieren::V,fryse,உறைந்துவிடு
761,tauen::V,tine,உருகு
762,schmelzen::V,smelte,உருகு
763,trocknen::V,tørre,உலர்த்து
764,sieden::V,koke,கொதிக்க வை
765,faulen::V,råtne,அழுகச் செய்
766,verfaulen::V,råtne,அழுகச் செய்
767,reißen::V,briste,திடீரென அறு
768,versinken::V,synke,மூழ்கு
769,versinken::V,synke ned,மூழ்கு
770,vergehen::V,forløpe,கடந்துசெல்
771,erscheinen::V,synes,தோன்றச்
772,verschwinden::V,forsvinne,மறைந்து போ
773,sinken::V,synke,பதைவுறு
774,abnehmen::V,avta,குறை
775,abnehmen::V,minske,குறை
776,zunehmen::V,tilta,உயர்த்து
777,steigen::V,stige,உயர எழு
778,wachsen::V,gro,வளர்
779,wachsen::V,vokse,வளர்
780,glänzen::V,skinne,மிளிர்
781,funkeln::V,tindre,பிரகாசி
782,lärmen::V,bråke,கொம்பு
783,läuten::V,ringe,மணியொலியிசை
784,klingeln::V,ringe,மணி அடி
785,klirren::V,klirre,கிலுங்கு
786,brausen::V,bruse,இரைதல்
787,rauschen::V,suse,சலசலப்பு
788,klingen::V,lyde,சிலம்புதல்
789,klingen::V,klinge,சிலம்புதல்
790,bellen::V,gjø,குரை
791,bellen::V,bjeffe,குரை
792,heulen::V,ule,ஊளையிடு
793,blasen::V,blåse,ஊது
794,pfeifen::V,plystre,சீழ்க்கை எழப்பு
795,schreien::V,skrike,கூச்சலிடு
796,stöhnen::V,stønne,வேதனை
797,zittern::V,dirre,நடுங்கு
798,zittern::V,skjelve,நடுங்கு
799,leben::V,leve,உயிருடனிரு
800,geboren werden::V,fødes,பிற
801,atmen::V,ånde,சுவாசி
802,atmen::V,puste,சுவாசி
803,trinken::V,drikke,குடி
804,essen::V,spise,சாப்பிடு
805,schlucken::V,svelge,முழுங்கு
806,müde werden::V,bli trett,கையயர்தல்
807,einschlafen::V,sovne,தூங்க
808,schlafen::V,sove,தூங்கு
809,aufwachen::V,våkne,எழுப்பு
810,aufstehen::V,stå opp,எழுந்திரு
811,sich erholen::V,bli bra,இளைப்பாறு
812,sich erholen::V,komme seg,இளைப்பாறு
813,krank werden::V,bli syk,விழுதல்
814,krank sein::V,være syk,நருக்கலாயிருக்க
815,schmerzen::V,gjøre vondt,நோவுறு
816,husten::V,hoste,இருமு
817,genesen::V,komme seg,குணம் அடை
818,sterben::V,dø,மரணமடை
819,umkommen::V,omkomme,நசி
820,sich bewegen::V,bevege seg,நகர்த்து
821,sich rühren::V,røre på seg,அசை
822,sich erheben::V,reise seg,எழுந்து நில்
823,sich setzen::V,sette sig,உட்கார்
824,hinfallen::V,falle over ende,விழு
825,laufen::V,løpe,நட
826,schreiten::V,skride,கவடுவைத்தல்
827,spazierengehen::V,spasere,உலவு
828,spazierengehen::V,gå en tur,உலவு
829,eilen::V,ile,விரைந்து
830,sich beeilen::V,skynde seg,அவசரப்படுத்து
831,sausen::V,suse,விரைந்து செல்
832,rennen::V,løpe,ஓடு
833,springen::V,hoppe,குதி
834,springen::V,springe,குதி
835,klettern::V,klatre,ஏறு
836,schaukeln::V,huske,தள்ளாடு
837,kriechen::V,krype,மெதுவாக நடந்து செல்
838,schwimmen::V,svømme,நீந்து
839,tauchen::V,dykke,மூழ்கி நீச்சலடி
840,rudern::V,ro,துடுப்புப் போடு
841,fahren::V,kjøre,ஓட்டு
842,fliegen::V,fly,பற
843,gehen::V,gå,போ
844,weggehen::V,gå bort,விலகிச் செல்
845,abfahren::V,reise,புறப்பட்டுச் செல்
846,anhalten::V,stanse,நின்றுவிடு
847,hineingehen::V,gå inn,மறையச் செய்
848,eintreten::V,tre inn,நுழை
849,kommen::V,komme,வா
850,ankommen::V,ankomme,வநது சேர்
851,ankommen::V,komme til,வநது சேர்
852,zurückkommen::V,komme tilbake,திரும்பி வா
853,bleiben::V,bli,இரு
854,bleiben::V,forbli,இரு
855,warten::V,vente,தாமதி
856,erwarten::V,vente,எதிர்நோக்கு
857,suchen::V,søke,தேடு
858,finden::V,finne,கண்டுபிடி
859,versuchen::V,prøve,முயற்சி செய்
860,versuchen::V,forsøke,முயற்சி செய்
861,vorbereiten::V,forberede,ஆயத்தம் செய்
862,lieben::V,elske,அன்பு செலுத்து
863,mögen::V,like,விரும்பு
864,lachen::V,le,சிரி
865,rühren::V,røre,இதயத்தைத் தொடு
866,weinen::V,gråte,அழு
867,schimpfen::V,skjelle,சாபமிடு
868,sich ärgern::V,ergre seg,கோப்பபடு
869,sich fürchten::V,være redd,பயப்படு
870,fürchten::V,være redd for,பயப்படுத்து
871,fliehen::V,rømme,ஓடு
872,fliehen::V,flykte,ஓடு
873,flüchten::V,flykte,தப்பிவிடு
874,sehen::V,se,பார்
875,anschauen::V,se på,கூர்ந்து கவனி
876,anschauen::V,betrakte,கூர்ந்து கவனி
877,ansehen::V,anse,கவனி
878,hören::V,høre,கேள்
879,zuhören::V,tilhøre,சுவைத்துப் பார்
880,probieren::V,smake,ருசி
881,probieren::V,smake på,ருசி
882,riechen::V,lukte,முகர்ந்து பார்
883,fühlen::V,føle,தொட்டுணர்
884,scheinen::V,se ut,காணப்படு
885,zu sehen sein::V,synes,தோன்றுதல்
886,vernehmen::V,få vite,கேள்
887,frieren::V,fryse,குதுகுதுகு
888,tun::V,gjøre,செய்
889,können::V,kunne,இயல்வது
890,wollen::V,ville,விரும்பு
891,anfangen::V,begynne,தொடங்கு
892,beenden::V,avslutte,முடி
893,aufhören::V,slutte,நிறுத்து
894,aufhören::V,holde opp,நிறுத்து
895,gelingen::V,lykkes,வெற்றி
896,geraten::V,bli,ஏற்படுத்து
897,öffnen::V,åpne,திற
898,schließen::V,lukke,மூடு
899,schließen::V,stenge,மூடு
900,stellen::V,stille,வை
901,setzen::V,sette,வை
902,legen::V,legge,பரப்பி வை
903,berühren::V,berøre,பதி
904,verbinden::V,forbinde,சேர்
905,bedecken::V,dekke,உறைபோடு
906,aufhängen::V,henge,தொங்கவிடு
907,aufhängen::V,henge opp,தொங்கவிடு
908,anzünden::V,tenne,எரியூட்டு
909,anzünden::V,antenne,எரியூட்டு
910,anzünden::V,tenne på,எரியூட்டு
911,aufheben::V,løfte,பொறுக்கி எடு
912,aufheben::V,ta opp,பொறுக்கி எடு
913,zurücklassen::V,slippe tilbake,விட்டுச் செல்
914,verlieren::V,miste,இழ
915,fallen lassen::V,droppe,அளவில் குறைவு
916,fallen lassen::V,la falle,அளவில் குறைவு
917,machen::V,lage,தயார்செய்
918,machen::V,gjøre,தயார்செய்
919,herstellen::V,fremstille,உற்பத்தி செய்
920,bauen::V,bygge,கட்டு
921,reparieren::V,reparere,பழுது பார்
922,verbessern::V,rette,மேம்படுத்து
923,verbessern::V,forbedre,மேம்படுத்து
924,ändern::V,forandre,மாற்றி அமை
925,graben::V,grave,குழி வெட்டு
926,beugen::V,bøye,வனை
927,biegen::V,bøye,வனை
928,drehen::V,dreie,சுழல்
929,wenden::V,vende,குடைகவிழு
930,umdrehen::V,snu,சுற்றும் முற்றும் பார்
931,heben::V,heve,தூக்கு
932,hochheben::V,løfte,தூக்கு
933,ergreifen::V,gripe,பறி
934,ergreifen::V,få tak i,பறி
935,halten::V,holde,பிடித்துக் கொள்
936,drücken::V,trykke,அழுத்து
937,schieben::V,skyve,தள்ளு
938,kratzen::V,klø,கீறு
939,kratzen::V,klore,கீறு
940,lecken::V,slikke,நக்கு
941,beißen::V,bite,கடி
942,abreißen::V,rive av,கிழி
943,abschneiden::V,skjære av,வெட்டி எடு
944,binden::V,binde,கட்டு
945,stecken::V,stikke,பதிய வை
946,brechen::V,bryte,உடை
947,brechen::V,briste,உடை
948,klopfen::V,banke,தட்டு
949,hauen::V,hogge,அடி
950,kleben::V,klistre,ஒட்டு
951,reiben::V,gni,தேய்
952,streichen::V,stryke,பரவச்செய்
953,schleifen::V,slipe,அரை
954,schneiden::V,klippe,துண்டாக்கு
955,rütteln::V,ruske,மெல்ல தள்ளு
956,schütteln::V,riste,குலுக்கு
957,schwenken::V,svinge,ஊஞ்சலாடு
958,schütten::V,helle,ஊற்று
959,füllen::V,fylle,நிரப்பு
960,einwickeln::V,vikle inn,சுற்று
961,tragen::V,bære,எடுத்துச் செல்
962,schleppen::V,slepe,இழுத்துச் செல்
963,ziehen::V,dra,இழு
964,ziehen::V,trekke,இழு
965,aufbewahren::V,oppbevare,வைத்துக் கொள்
966,aufbewahren::V,ta vare på,வைத்துக் கொள்
967,werfen::V,kaste,வீசி எறி
968,fangen::V,fange,பிடி
969,packen::V,gripe,பிடித்துக்கொள்
970,packen::V,gripe tak i,பிடித்துக்கொள்
971,verstecken::V,gjemme,மறை
972,teilen::V,dele,பாகங்களாகப் பிரி
973,schicken::V,sende,அனுப்பு
974,bringen::V,bringe,கொண்டு வா
975,hinzufügen::V,tilføye,சேர்
976,bekommen::V,få,பெறு
977,erhalten::V,få,பெறு
978,nehmen::V,ta,எடு
979,wählen::V,velge,தேர்ந்தெடு
980,auswählen::V,velge ut,தேர்ல்தெடு
981,bewahren::V,bevare,கெடாது பேணு
982,behindern::V,hindre,தடங்கல் செய்
983,behindern::V,forhindre,தடங்கல் செய்
984,verderben::V,ødelegge,நாசமாக்கு
985,beschädigen::V,skade,சேதப்படுத்து
986,zerbrechen::V,brekke i stykker,உடை
987,zerreißen::V,rive i stykker,கிழி
988,zerstören::V,ødelegge,அழி
989,verbrennen::V,brenne,எரியூட்டு
990,verbrennen::V,brenne opp,எரியூட்டு
991,geben::V,gi,கொடு
992,reichen::V,rekke,வழங்கு
993,schenken::V,forære,மொயத்தல்
994,schenken::V,skjenke,மொயத்தல்
995,versprechen::V,love,உறுதியளி
996,wünschen::V,ønske,ஆசைப்படு
997,loben::V,rose,புகழ்ச்சி கூறு
998,küssen::V,kysse,முத்தமிடு
999,wiegen::V,vogge,ஆட்டுத்தல்
1000,zudecken::V,dekke til,உறைபோடு
1001,wecken::V,vekke,எழுப்பு
1002,zeigen::V,vise,காட்டு
1003,führen::V,føre,வழிகாட்டி
1004,lehren::V,lære,சொல்லிக் கொடு
1005,unterrichten::V,undervise,அறிவுரை கூறு
1006,aufziehen::V,oppdra,வளர்
1007,leiten::V,lede,அழைத்துச் செல்
1008,antreiben::V,drive på,தூண்டு
1009,lassen::V,få til å,விடு
1010,einladen::V,be,அழை
1011,einladen::V,invitere,அழை
1012,vereinigen::V,forene,ஒன்றாகச் சேர்
1013,besuchen::V,besøke,வருகை புரி
1014,treffen::V,møte,சந்தி
1015,treffen::V,treffe,சந்தி
1016,sich versammeln::V,forsamles,தொகுப்பு
1017,spielen::V,leke,விளையாடு
1018,spielen::V,spille,விளையாடு
1019,singen::V,synge,பாடு
1020,tanzen::V,danse,நடனமாடு
1021,sich trennen::V,skilles,தனிப்படடுத்து
1022,verlassen::V,forlate,கைவிடு
1023,retten::V,redde,காப்பாற்று
1024,bewachen::V,bevokte,காவல் செய்
1025,schützen::V,verne,பாதுகாப்பு செய்
1026,schützen::V,beskytte,பாதுகாப்பு செய்
1027,verteidigen::V,forsvare,எதிர்த்து நில்
1028,sich schlagen::V,slåss,பூசலிடு
1029,schießen::V,skyte,சுட்டுக் கொல்
1030,siegen::V,seire,வெற்றி பெறு
1031,ärgern::V,ergre,எரிச்சலூட்டு
1032,treten::V,sparke,உதை
1033,stechen::V,stikke,கொட்டு
1034,stoßen::V,støte,நெருக்கு
1035,stehlen::V,stjele,திருடு
1036,stören::V,forstyrre,தொல்லைகொடு
1037,belästigen::V,plage,தொல்லை கொடு
1038,belästigen::V,sjenere,தொல்லை கொடு
1039,verbergen::V,gjemme,மறை
1040,täuschen::V,villede,ஏமாற்று
1041,betrügen::V,bedra,ஏமாற்று
1042,töten::V,drepe,கொல்
1043,wohnen::V,bo,தங்கியிரு
1044,arbeiten::V,arbeide,வேலை செய்
1045,sammeln::V,samle,ஒன்றுசேர்
1046,pflücken::V,plukke,கொய்து எடு
1047,jagen::V,jage,வேட்டையாடு
1048,fischen::V,fiske,மீன் பிடி
1049,fassen::V,fange,பிடி
1050,hüten::V,vokte,காவல் செய்
1051,treiben::V,drive,ஓட்டு
1052,anbinden::V,feste,கட்டு
1053,füttern::V,fore,உணவளி
1054,melken::V,melke,பால் கற
1055,hacken::V,hakke,வெட்டி எடு
1056,gießen::V,helle,நீர்ப் பாய்ச்சு
1057,reifen::V,modne,பழு
1058,zubereiten::V,lage,சமையல் செய்
1059,zubereiten::V,tilberede,சமையல் செய்
1060,kochen::V,koke,வேகவை
1061,backen::V,bake,வெப்பத்தில் வாட்டு
1062,braten::V,steke,பொரியச் செய்
1063,umrühren::V,røre om,கலக்கு
1064,stricken::V,strikke,பின்னியிழை
1065,nähen::V,sy,தையல் வேலை செய்
1066,färben::V,farge,வண்ணம் பெறச் செய்
1067,reinigen::V,rense,சுத்தம் செய்
1068,reinigen::V,gjøre ren,சுத்தம் செய்
1069,waschen::V,vaske,கழுவு
1070,abwischen::V,tørke av,துடை
1071,spülen::V,spyle,அலசு
1072,spülen::V,skylle,அலசு
1073,fegen::V,feie,பெறுக்கு
1074,kehren::V,koste,பெறுக்கு
1075,baden::V,bade,குளி
1076,sich waschen::V,vaske seg,கழுவு
1077,ausziehen::V,ta av,கழற்று
1078,anziehen::V,ta på,புனைதல்
1079,sich anziehen::V,kle på seg,உடுத்துதல்
1080,kämmen::V,gre,தலை வாரிக் கொள்
1081,kämmen::V,kjemme,தலை வாரிக் கொள்
1082,schmücken::V,pynte,அழகுபடுத்து
1083,schmücken::V,smykke,அழகுபடுத்து
1084,sagen::V,si,சொல்
1085,sprechen::V,snakke,பேசு
1086,reden::V,tale,பெசு
1087,reden::V,snakke,பெசு
1088,sich unterhalten::V,samtale,இயல்பாக பேசிக்கொண்டிரு
1089,fragen::V,spørre,கேள்
1090,bitten::V,be,வேண்டு
1091,erzählen::V,fortelle,சொல்
1092,mitteilen::V,meddele,சொல்
1093,nennen::V,kalle,பெயரிடுதல்
1094,rufen::V,rope,கூச்சலிடு
1095,prahlen::V,skryte,தற்பெருமை பேசு
1096,übersetzen::V,oversette,மொழிபெயர்ப்பு செய்
1097,denken::V,tenke,யோசி
1098,glauben::V,tro,நம்பு
1099,bemerken::V,bemerke,கவனி
1100,bemerken::V,legge merke til,கவனி
1101,erkennen::V,gjenkjenne,அடையாளம் கண்டுகொள்
1102,begreifen::V,begripe,பற்றிக்கொள்
1103,verstehen::V,forstå,புரிந்து கொள்
1104,verstehen::V,skjønne,புரிந்து கொள்
1105,lernen::V,lære,கற்றுக்கொள்
1106,wissen::V,vite,தெரிந்திரு
1107,sich erinnern an::V,huske på,நினைவு கூர்
1108,vergessen::V,glemme,மற
1109,messen::V,måle,அளவிடு
1110,zählen::V,telle,எண்ணு
1111,rechnen::V,regne,கணக்கிடு
1112,lesen::V,lese,படி
1113,malen::V,male,வண்ணச்சித்திரம்
1114,zeichnen::V,tegne,வரை
1115,schreiben::V,skrive,எழுது
1116,besitzen::V,eie,உடைமையாகக் கொண்டிரு
1117,besitzen::V,inneha,உடைமையாகக் கொண்டிரு
1118,kaufen::V,kjøpe,வாங்கு
1119,verkaufen::V,selge,விற்பனை செய்
1120,bezahlen::V,betale,இறுத்தல்
1121,zahlen::V,betale,பணம் செலுத்து
1122,beherrschen::V,beherske,ஆட்சிசெய்
1123,ertragen::V,orke,தாங்கு
1124,schlagen::V,,அடி
