,Concept_ID,da,ko
854,finden::V,finde,찾아내다
855,versuchen::V,forsøge,시험하다
856,vorbereiten::V,forberede,재비하다
857,lieben::V,elske,사랑하다
858,mögen::V,holde af,줗아하다
859,mögen::V,kunne lide,줗아하다
860,lachen::V,le,웃다
861,rühren::V,røre,건드리다
862,weinen::V,græde,울다
863,schimpfen::V,skænde,꾸짖다
864,sich ärgern::V,ærgre sig,화를내게 하다
865,sich fürchten::V,være bange,두려원하다
866,fürchten::V,være bange for,두려원하다
867,fliehen::V,flygte,도망치다
868,flüchten::V,flygte,도주하다
869,sehen::V,se,보다
870,anschauen::V,se på,바라보다
871,anschauen::V,betragte,바라보다
872,ansehen::V,anse,바라보다
873,hören::V,høre,듣다
874,zuhören::V,høre til,듣다
875,probieren::V,smage,시식하다
876,probieren::V,smage på,시식하다
877,riechen::V,lugte,내새를맡다
878,fühlen::V,føle,느끼다
879,scheinen::V,synes,...것같다
880,zu sehen sein::V,synes,보이는
881,vernehmen::V,erfare,듣다
882,vernehmen::V,erfare,들어서일다
883,frieren::V,fryse,춥다
884,tun::V,gøre,하다
885,können::V,kunne,할주릴다
886,wollen::V,ville,바라다
887,anfangen::V,begynde,시작하다
888,beenden::V,afslutte,다하다
889,aufhören::V,ophøre,그만두다
890,aufhören::V,holde op,그만두다
891,gelingen::V,lykkes,성국하다
892,geraten::V,blive,잘되어가다
893,öffnen::V,åbne,열다
894,schließen::V,lukke,추측하다
895,stellen::V,stille,세우다
896,setzen::V,sætte,놓다
897,legen::V,lægge,눕히다
898,berühren::V,berøre,대다
899,verbinden::V,forbinde,옝열하다
900,bedecken::V,dække,덮다
901,bedecken::V,bedække,덮다
902,aufhängen::V,hænge,매달다
903,aufhängen::V,hænge op,매달다
904,anzünden::V,tænde,점화하다
905,anzünden::V,antænde,점화하다
906,aufheben::V,løfte,위로올리다
907,aufheben::V,tage op,위로올리다
908,zurücklassen::V,lade tilbage,튀에남기다
909,verlieren::V,miste,잃다
910,fallen lassen::V,tabe,떨어뜨리다
911,fallen lassen::V,droppe,떨어뜨리다
912,machen::V,gøre,하다
913,herstellen::V,fremstille,제조하다
914,bauen::V,bygge,짓다
915,reparieren::V,reparere,수셩자다
916,verbessern::V,rette,정정하다
917,verbessern::V,forbedre,정정하다
918,ändern::V,ændre,바꾸다
919,graben::V,grave,파다
920,beugen::V,bøje,구부리다
921,biegen::V,bøje,굽히다
922,drehen::V,dreje,회전
923,wenden::V,vende,회전시키다
924,umdrehen::V,dreje om,회전시키다
925,heben::V,hæve,일으아키다
926,hochheben::V,løfte,틀어올리다
927,ergreifen::V,gribe fat i,잡다
928,halten::V,holde,잡다
929,drücken::V,trykke,누르다
930,schieben::V,skyde,밀다
931,schieben::V,skubbe,밀다
932,kratzen::V,klø,긁다
933,kratzen::V,kradse,긁다
934,lecken::V,slikke,핥다
935,beißen::V,bide,물다
936,abreißen::V,rive af,
937,abschneiden::V,skære af,귾어내다
938,binden::V,binde,매다
939,stecken::V,stikke,찌르다
940,brechen::V,brække,금
941,klopfen::V,banke,치다
942,hauen::V,hugge,때리다
943,kleben::V,klistre,들러붙다
944,reiben::V,gnide,문지르다
945,streichen::V,smøre,쓰다듬다
946,schleifen::V,slibe,갈다
947,schneiden::V,skære,베다
948,schneiden::V,klippe,베다
949,rütteln::V,ruske,흔들다
950,schütteln::V,ryste,흔들다
951,schwenken::V,svinge,흔들다
952,schütten::V,hælde,따르다
953,füllen::V,fylde,담다
954,einwickeln::V,pakke ind,싸다
955,tragen::V,bære,지우다
956,schleppen::V,slæbe,끌다
957,ziehen::V,trække,당기다
958,aufbewahren::V,opbevare,간직하다
959,werfen::V,kaste,던지다
960,fangen::V,fange,밥다
961,packen::V,gribe,쥐다
962,verstecken::V,gemme,숨기다
963,teilen::V,dele,나누다
964,schicken::V,sende,보내다
965,bringen::V,bringe,가겨
966,hinzufügen::V,tilføje,부가하다
967,bekommen::V,få,얻다
968,erhalten::V,få,지니다
969,nehmen::V,tage,잡다
970,wählen::V,vælge,선거하다
971,auswählen::V,udvælge,선출하다
972,bewahren::V,bevare,저장보종
973,behindern::V,hindre,훼방하다
974,behindern::V,forhindre,훼방하다
975,verderben::V,ødelægge,못쓰게 되다
976,beschädigen::V,beskadige,상하게하다
977,zerbrechen::V,brække itu,깨뜨리다
978,zerreißen::V,rive itu,잡아쫓다
979,zerstören::V,ødelægge,파괴하다
980,verbrennen::V,brænde,소실하다
981,geben::V,give,주다
982,reichen::V,række,내일다
983,schenken::V,forære,주다
984,versprechen::V,love,약속하다
985,wünschen::V,ønske,바라다
986,loben::V,rose,칭찬하다
987,küssen::V,kysse,키스하다
988,wiegen::V,vugge,어르다
989,zudecken::V,dække til,뚜꺼을하다
990,wecken::V,vække,깨우다
991,zeigen::V,vise,보이다
992,führen::V,føre,가게하다
993,lehren::V,lære,가르치다
994,unterrichten::V,undervise,가르지다
995,aufziehen::V,opdrage,사육하다
996,leiten::V,lede,이끌다
997,antreiben::V,skynde på,몰다
998,lassen::V,få til at,내버려두다
999,einladen::V,indbyde,초청하다
1000,einladen::V,invitere,초청하다
1001,vereinigen::V,forene,하나로하다
1002,besuchen::V,besøge,방문하다
1003,treffen::V,møde,만나다
1004,sich versammeln::V,forsamles,조립하다
1005,spielen::V,lege,눌다
1006,spielen::V,spille,눌다
1007,singen::V,synge,노래하다
1008,tanzen::V,danse,춤추하다
1009,sich trennen::V,skilles,가르다
1010,verlassen::V,forlade,버림받은
1011,retten::V,redde,구조하다
1012,bewachen::V,bevogte,치키다
1013,schützen::V,skærme,보호하다
1014,schützen::V,beskytte,보호하다
1015,verteidigen::V,forsvare,막다
1016,sich schlagen::V,slås,치다
1017,schießen::V,skyde,쏘다
1018,siegen::V,sejre,이기다
1019,ärgern::V,ærgre,성을내게하다
1020,schlagen::V,slå,치다
1021,treten::V,sparke,디디다
1022,stechen::V,stikke,찌르다
1023,stoßen::V,støde,찌르다
1024,stehlen::V,stjæle,훔치다
1025,stören::V,forstyrre,움직이다
1026,belästigen::V,genere,괴롭히다
1027,belästigen::V,ulejlige,괴롭히다
1028,verbergen::V,skjule,숨기다
1029,täuschen::V,villede,속이다
1030,betrügen::V,bedrage,속이다
1031,töten::V,dræbe,죽이다
1032,wohnen::V,bo,실다
1033,arbeiten::V,arbejde,일하다
1034,sammeln::V,samle,모으다
1035,pflücken::V,plukke,꿔다
1036,jagen::V,jage,사냥하다
1037,fischen::V,fiske,고기를잡다
1038,fassen::V,fange,움켜쥐다
1039,hüten::V,vogte,망보다
1040,treiben::V,drive,몰아세우다
1041,anbinden::V,binde fast,묶다
1042,füttern::V,fodre,사료를주다
1043,melken::V,malke,젖을짜다
1044,hacken::V,hakke,자르다
1045,gießen::V,hælde,물을대다
1046,reifen::V,modne,성숙하다
1047,zubereiten::V,tilberede,조제하다
1048,kochen::V,koge,요리하다
1049,backen::V,bage,쿱다
1050,braten::V,stege,굽다
1051,umrühren::V,røre om,교반하다
1052,stricken::V,strikke,뜨개질하다
1053,nähen::V,sy,꿰매다
1054,färben::V,farve,채색하다
1055,reinigen::V,rense,청소하다
1056,reinigen::V,gøre ren,청소하다
1057,waschen::V,vaske,씻다
1058,abwischen::V,tørre af,닦다
1059,spülen::V,skylle,씻다
1060,fegen::V,feje,소체하다
1061,kehren::V,feje,청소하다
1062,baden::V,bade,감다
1063,sich waschen::V,vaske sig,모믈 씻다
1064,ausziehen::V,tage af,벗다
1065,anziehen::V,tage på,끌어움직이다
1066,sich anziehen::V,klæde sig på,
1067,kämmen::V,rede,빗다
1068,kämmen::V,frisere,빗다
1069,schmücken::V,pynte,치레하다
1070,schmücken::V,smykke,치레하다
1071,sagen::V,sige,말하다
1072,sprechen::V,snakke,말하다
1073,reden::V,tale,이야기하다
1074,reden::V,snakke,이야기하다
1075,sich unterhalten::V,snakke sammen,
1076,fragen::V,spørge,질문하다
1077,bitten::V,bede,원하다
1078,erzählen::V,berette,이야기하다
1079,erzählen::V,fortælle,이야기하다
1080,mitteilen::V,meddele,이야기하다
1081,nennen::V,nævne,부르다
1082,rufen::V,råbe,불러내다
1083,prahlen::V,prale,자랑하다
1084,übersetzen::V,oversætte,번역하다
1085,denken::V,tænke,생각하다
1086,glauben::V,tro,믿다
1087,bemerken::V,bemærke,인자하다
1088,bemerken::V,lægge mærke til,인자하다
1089,erkennen::V,genkende,인식하다
1090,begreifen::V,begribe,파악하다
1091,verstehen::V,forstå,이해하다
1092,lernen::V,lære,배우다
1093,wissen::V,vide,알다
1094,sich erinnern an::V,mindes,상기하다
1095,sich erinnern an::V,huske på,상기하다
1096,vergessen::V,glemme,잊다
1097,messen::V,måle,측정하다
1098,zählen::V,tælle,세다
1099,rechnen::V,regne,게산하다
1100,lesen::V,læse,읽다
1101,malen::V,male,그리다
1102,zeichnen::V,tegne,소묘하다
1103,schreiben::V,skrive,쓰다
1104,besitzen::V,eje,소유하다
1105,besitzen::V,besidde,소유하다
1106,kaufen::V,købe,사다
1107,verkaufen::V,sælge,팔다
1108,bezahlen::V,betale,지불하다
1109,zahlen::V,betale,치르다
1110,beherrschen::V,beherske,지배하다
1111,ertragen::V,tåle,참다
1112,ertragen::V,udholde,참다
1113,hinfallen::V,,넘어지다
