,Concept_ID,uk,br
816,pfeifen::V,свистіти,c'hwitellat
817,schreien::V,кричати,huchal
818,stöhnen::V,стогнати,hirvoudiñ
819,zittern::V,тремтіти,krenañ
820,leben::V,жити,bevañ
821,geboren werden::V,народитися,genel
822,atmen::V,дихати,tennañ e anal
823,trinken::V,пити,evañ
824,essen::V,їсти,debriñ
825,schlucken::V,ковтати,lonkañ
826,müde werden::V,втомитися,skuizhañ
827,einschlafen::V,заснути,menel kousket
828,schlafen::V,спати,kousket
829,aufwachen::V,прокинутися,dihuniñ
830,aufstehen::V,встати,sevel
831,sich erholen::V,відпочивати,diskuizhañ
832,krank werden::V,захворіти,klañviñ
833,krank sein::V,хворіти,bezañ klañv
834,schmerzen::V,боліти,skourjezañ
835,husten::V,кашляти,pasaat
836,husten::V,кашляти,peudal
837,genesen::V,одужати,pareañ
838,genesen::V,видужати,pareañ
839,sterben::V,померти,mervel
840,umkommen::V,згинути,perisañ
841,sich bewegen::V,рухатися,bouljal
842,sich rühren::V,ворушитися,fiñval
843,sich erheben::V,встати,sevel
844,sich setzen::V,сісти,azezañ
845,sich setzen::V,сісти,mont en e goazez
846,hinfallen::V,упасти,kouezhañ
847,laufen::V,ходити,redek
848,schreiten::V,крокувати,kerzhet
849,spazierengehen::V,гуляти,pourmen
850,eilen::V,спішити,hastañ
851,sich beeilen::V,поспішати,hastañ
852,sausen::V,мчатися,karzhañ
853,rennen::V,бігати,redek
854,springen::V,скакати,lammat
855,springen::V,стрибати,lammat
856,klettern::V,лазити,krimpat
857,schaukeln::V,гойдатися,brañsellat
858,kriechen::V,повзати,skrampañ
859,schwimmen::V,пливти,neuial
860,schwimmen::V,плавати,neuial
861,tauchen::V,пірнати,splujañ
862,rudern::V,гребти,roeñvat
863,rudern::V,веслувати,roeñvat
864,fahren::V,їхати,kas
865,fahren::V,їхати,bleniañ
866,fliegen::V,літати,nijal
867,gehen::V,іти,mont
868,weggehen::V,піти,mont kuit
869,abfahren::V,від’їхати,mont kuit
870,abfahren::V,відправитися,mont kuit
871,anhalten::V,зупинитися,chom a-sav
872,hineingehen::V,входити,monet e-barzh
873,eintreten::V,увійти,monet e-barzh
874,kommen::V,прийти,dont
875,ankommen::V,прибути,erruout
876,zurückkommen::V,повернутися,addonet
877,bleiben::V,залишитися,chom
878,warten::V,чекати,gortoz
879,erwarten::V,чекати,gortoz
880,suchen::V,шукати,klask
881,finden::V,знайти,kavout
882,versuchen::V,випробовувати,klask
883,vorbereiten::V,підготувати,aozañ
884,lieben::V,любити,karout
885,mögen::V,любити,karout
886,mögen::V,подобатися,karout
887,lachen::V,сміятися,c'hoarzin
888,rühren::V,розчулити,tenerañ
889,weinen::V,плакати,gouelañ
890,schimpfen::V,лаятися,krozal
891,sich ärgern::V,сердитися,fachañ
892,sich ärgern::V,сердитися,en em fachañ
893,sich fürchten::V,боятися,
894,fürchten::V,боятися,
895,fliehen::V,тікати,tec'het
896,flüchten::V,утекти,tuzañ
897,sehen::V,бачити,gwelet
898,anschauen::V,поглянути,sellout ouzh
899,ansehen::V,дивитися на,sellout ouzh
900,hören::V,чути,klevet
901,zuhören::V,слухати,selaou
902,probieren::V,покуштувати,blasa
903,riechen::V,нюхати,klevet
904,fühlen::V,відчувати,santout
905,scheinen::V,здаватися,diskouez bezañ
906,zu sehen sein::V,виднітися,bezañ gwelus
907,vernehmen::V,почути,merzhañ
908,frieren::V,мерзнути,anoued
909,tun::V,робити,ober
910,können::V,могти,gouzout
911,wollen::V,хотіти,fellout da
912,wollen::V,хотіти,kaout c'hoant da
913,anfangen::V,почати,kregiñ
914,beenden::V,закінчити,achuiñ
915,aufhören::V,перестати,paouez
916,gelingen::V,вдатися,
917,geraten::V,опинитися,
918,öffnen::V,відкрити,digeriñ
919,schließen::V,закрити,serriñ
920,stellen::V,поставити,lakaat
921,setzen::V,посадити,lakaat
922,legen::V,класти,lakaat
923,berühren::V,чіпати,touch
924,verbinden::V,зв’язати,eren
925,bedecken::V,покрити,goloiñ
926,aufhängen::V,повісити,istribilhañ
927,anzünden::V,запалити,alumiñ
928,anzünden::V,запалити,c'hwezzañ
929,aufheben::V,підняти,dastum
930,zurücklassen::V,залишити,lezel
931,verlieren::V,загубити,koll
932,fallen lassen::V,упустити,laoskel
933,fallen lassen::V,упустити,lezel da gouezhel
934,machen::V,зробити,ober
935,herstellen::V,виготовити,fardañ
936,bauen::V,будувати,sevel
937,reparieren::V,лагодити,adaozañ
938,verbessern::V,поліпшити,gwellaat
939,ändern::V,змінити,cheñch
940,graben::V,копати,kleuzañ
941,beugen::V,зігнути,plegañ
942,biegen::V,погнути,krommañ
943,drehen::V,вертіти,treiñ
944,wenden::V,повернути,treiñ
945,umdrehen::V,перевернути,treiñ
946,heben::V,піднімати,sevel
947,hochheben::V,підняти,sevel
948,ergreifen::V,схопити,kemer
949,halten::V,тримати,dalc'hen
950,drücken::V,натискати,bountañ
951,schieben::V,пхати,poulzañ
952,schieben::V,штовхати,poulzañ
953,kratzen::V,шкребти,skrabat
954,lecken::V,лизати,lipat
955,beißen::V,кусати,kregiñ
956,abreißen::V,відірвати,diframmañ
957,abschneiden::V,відрізати,troc'hañ
958,binden::V,в’язати,stagañ
959,stecken::V,увіткнути,sankañ
960,brechen::V,зламати,darnaouiñ
961,klopfen::V,стукати,skoiñ
962,hauen::V,бити,dornañ
963,kleben::V,клеїти,pegañ
964,reiben::V,терти,taravat
965,reiben::V,терти,trekiñ
966,streichen::V,намазати,toazañ
967,schleifen::V,точити,lemmañ
968,schneiden::V,різати,troc'hañ
969,rütteln::V,хитати,tordorosañ
970,schütteln::V,трясти,hejañ
971,schwenken::V,махати,
972,schütten::V,налити,diskargañ
973,füllen::V,наповнити,kargañ
974,einwickeln::V,загорнути,gronnañ
975,tragen::V,нести,dougen
976,schleppen::V,тягти,stlejal
977,ziehen::V,тягнути,sachañ
978,aufbewahren::V,зберігати,miret
979,werfen::V,кидати,teuler
980,fangen::V,ловити,tapañ
981,packen::V,схопити,krapat
982,verstecken::V,сховати,kuzhat
983,teilen::V,розділити,rannañ
984,schicken::V,посилати,kas
985,bringen::V,принести,degas
986,hinzufügen::V,додати,lakat ouzhpenn
987,bekommen::V,дістати,kaout
988,erhalten::V,одержати,kaout
989,nehmen::V,взяти,kemer
990,wählen::V,вибрати,choaz
991,auswählen::V,відібрати,dibab
992,bewahren::V,зберегти,mirout
993,behindern::V,перешкоджати,diaezañ
994,verderben::V,зіпсувати,lovrañ
995,beschädigen::V,зашкодити,gwallegañ
996,zerbrechen::V,розбити,torriñ
997,zerreißen::V,розірвати,diroegiñ
998,zerstören::V,зруйнувати,distrujañ
999,verbrennen::V,спалити,deviñ
1000,geben::V,дати,reiñ
1001,reichen::V,передати,
1002,schenken::V,дарувати,donezonañ
1003,versprechen::V,обіцяти,prometiñ
1004,wünschen::V,бажати,hetiñ
1005,loben::V,хвалити,feurmiñ
1006,küssen::V,цілувати,pokat
1007,wiegen::V,качати,pouezañ
1008,zudecken::V,накрити,goloiñ
1009,wecken::V,розбудити,dihuniñ
1010,zeigen::V,показати,diskouez
1011,führen::V,вести,kas
1012,lehren::V,вчити,deskiñ
1013,unterrichten::V,викладати,kelenn
1014,aufziehen::V,виховати,
1015,leiten::V,керувати,bleinañ
1016,antreiben::V,підганяти,poulzañ
1017,lassen::V,змусити,leuskel
1018,einladen::V,запросити,pediñ
1019,vereinigen::V,об’єднати,unisañ
1020,besuchen::V,завітати,gweladenniñ
1021,besuchen::V,відвідати,gweladenniñ
1022,treffen::V,зустріти,kejal
1023,treffen::V,зустріти,ankontrañ
1024,sich versammeln::V,зібратися,bodennañ
1025,spielen::V,грати,c'hoari
1026,singen::V,співати,kanañ
1027,tanzen::V,танцювати,dañsal
1028,sich trennen::V,розлучитися,dispartiañ
1029,verlassen::V,покинути,lezel
1030,retten::V,врятувати,saveteiñ
1031,bewachen::V,охороняти,mesa
1032,schützen::V,уберігати,diwall
1033,verteidigen::V,захистити,difenn
1034,sich schlagen::V,битися,lopañ
1035,sich schlagen::V,дратися,lopañ
1036,schießen::V,стріляти,
1037,siegen::V,перемогти,trec'hiñ
1038,ärgern::V,сердити,hegasiñ
1039,schlagen::V,ударити,skeiñ
1040,treten::V,штовхати,botaouiñ
1041,stechen::V,вколоти,pikat
1042,stoßen::V,штовхнути,stokañ
1043,stehlen::V,украсти,laerezh
1044,stören::V,перешкодити,direnkañ
1045,belästigen::V,докучати,dregasiñ
1046,verbergen::V,сховати,skoachañ
1047,täuschen::V,обдурити,tromplañ
1048,betrügen::V,зшахраювати,lorbañ
1049,töten::V,убити,lazhañ
1050,wohnen::V,жити,bezañ o chom
1051,wohnen::V,мешкати,bezañ o chom
1052,arbeiten::V,працювати,labourat
1053,sammeln::V,зібрати,dastum
1054,pflücken::V,зривати,kuntuilhañ
1055,jagen::V,полювати,chaseal
1056,fischen::V,рибалити,pesketa
1057,fassen::V,піймати,pakañ
1058,hüten::V,пасти,geota
1059,treiben::V,гнати,
1060,anbinden::V,прив’язати,stagañ
1061,füttern::V,годувати,boueta
1062,füttern::V,харчувати,boueta
1063,melken::V,доїти,goro
1064,hacken::V,рубати,difrakal
1065,gießen::V,полити,dourañ
1066,reifen::V,дозріти,azviñ
1067,zubereiten::V,зготовити,keginañ
1068,zubereiten::V,приготувати,keginañ
1069,kochen::V,варити,poazhañ
1070,kochen::V,готувати,poazhañ
1071,backen::V,пекти,fritañ
1072,braten::V,смажити,rostañ
1073,umrühren::V,переміщати,
1074,stricken::V,в’язати,stammañ
1075,nähen::V,шити,gwriat
1076,färben::V,пофарбувати,livañ
1077,reinigen::V,очистити,naetañ
1078,waschen::V,мити,gwalc'hiñ
1079,abwischen::V,витерти,torchañ
1080,spülen::V,полоскати,disgwalc'hiñ
1081,fegen::V,підмітати,skubañ
1082,kehren::V,мести,skubañ
1083,baden::V,купатися,kouronkañ
1084,sich waschen::V,митися,en em walc'hiñ
1085,ausziehen::V,зняти,
1086,anziehen::V,надіти,
1087,sich anziehen::V,одягтися,gwiskañ
1088,sich anziehen::V,одягнутися,gwiskañ
1089,kämmen::V,зачесати,kribat
1090,schmücken::V,оздобити,kinklañ
1091,sagen::V,сказати,larêt
1092,sagen::V,сказати,lavaret
1093,sprechen::V,говорити,komz
1094,reden::V,розмовляти,kaozeal
1095,sich unterhalten::V,бесідувати,balbotal
1096,fragen::V,запитати,goulenn
1097,bitten::V,просити,goulenn
1098,erzählen::V,розповісти,kontañ
1099,mitteilen::V,повідомити,kemenn
1100,nennen::V,назвати,anviñ
1101,rufen::V,кликати,gelver
1102,prahlen::V,хвалитися,fougeal
1103,übersetzen::V,перекласти,treiñ
1104,denken::V,думати,soñjal
1105,denken::V,мислити,soñjal
1106,glauben::V,вірити,krediñ
1107,bemerken::V,помітити,apresevañ
1108,erkennen::V,пізнати,anavout
1109,begreifen::V,осягнути,meizañ
1110,verstehen::V,почути,kompren
1111,lernen::V,навчатися,deskiñ
1112,wissen::V,знати,gouzout
1113,sich erinnern an::V,пам’ятати,kaout soñj e
1114,vergessen::V,забути,ankouaat
1115,messen::V,міряти,muzuliañ
1116,zählen::V,лічити,kontañ
1117,rechnen::V,рахувати,jedañ
1118,lesen::V,читати,lenn
1119,malen::V,малювати,livañ
1120,zeichnen::V,рисувати,tresañ
1121,schreiben::V,писати,skrivañ
1122,besitzen::V,мати,kaout
1123,kaufen::V,купити,prenañ
1124,verkaufen::V,продати,gwerzhañ
1125,bezahlen::V,заплатити,paeañ
1126,zahlen::V,платити,paeañ
1127,beherrschen::V,володіти,mestroniañ
1128,ertragen::V,витерпіти,anduriñ
