,Concept_ID,no,xal
818,beginnen::V,begynne,эклх
819,enden::V,ende,төгсх
820,enden::V,slutte,төгсх
821,wechseln::V,veksle,хүврх
822,aufgehen[Sonne]::V,stå opp,һарх
823,untergehen[Sonne]::V,gå ned,орх
824,untergehen[Sonne]::V,gå ned,сүүрлх
825,scheinen[Sonne]::V,skinne,герлтх
826,donnern::V,tordne,күрҗңнх
827,wehen::V,blåse,сальклх
828,strömen::V,strømme,һооҗх
829,fließen::V,flyte,урсх
830,sich drehen::V,dreie seg,эргх
831,schwanken::V,svaie,дәәвлх
832,schwingen::V,svinge,нәәхлх
833,fallen::V,falle,унх
834,fallen::V,falle,киисх
835,brennen::V,brenne,шатх
836,rauchen::V,ryke,ута һарһх
837,regnen::V,regne,орх
838,gefrieren::V,fryse,мөстх
839,tauen::V,tine,хәәлх
840,schmelzen::V,smelte,хәәлх
841,schmelzen::V,smelte,хәәлгдх
842,trocknen::V,tørre,эврх
843,sieden::V,koke,буслх
844,faulen::V,råtne,үмкәрх
845,verfaulen::V,råtne,илҗрх
846,reißen::V,briste,тасрх
847,versinken::V,synke,чивх
848,versinken::V,synke ned,чивх
849,vergehen::V,forløpe,болх
850,erscheinen::V,synes,һарх
851,verschwinden::V,forsvinne,уга болх
852,sinken::V,synke,татгдх
853,abnehmen::V,avta,хасгдх
854,abnehmen::V,minske,хасгдх
855,zunehmen::V,tilta,өсх
856,steigen::V,stige,немх
857,wachsen::V,gro,өсх
858,wachsen::V,gro,урһх
859,wachsen::V,vokse,өсх
860,wachsen::V,vokse,урһх
861,glänzen::V,skinne,гилвкх
862,funkeln::V,tindre,цәклх
863,lärmen::V,bråke,шууглдх
864,läuten::V,ringe,хоңх
865,klingeln::V,ringe,җиңнулх
866,klirren::V,klirre,җиңнх
867,brausen::V,bruse,догшрхх
868,rauschen::V,suse,сарҗңнх
869,klingen::V,lyde,ә һарх
870,klingen::V,klinge,ә һарх
871,bellen::V,gjø,хуцх
872,bellen::V,bjeffe,хуцх
873,heulen::V,ule,уульх
874,blasen::V,blåse,үләх
875,pfeifen::V,plystre,ишкрх
876,schreien::V,skrike,хәәкрх
877,stöhnen::V,stønne,түңшх
878,zittern::V,dirre,дагҗннх
879,zittern::V,skjelve,дагҗннх
880,leben::V,leve,бәәх
881,geboren werden::V,fødes,төрх
882,atmen::V,ånde,әмсхлх
883,atmen::V,puste,әмсхлх
884,trinken::V,drikke,уух
885,essen::V,spise,идх
886,schlucken::V,svelge,зальгх
887,müde werden::V,bli trett,көшх
888,einschlafen::V,sovne,унтх
889,schlafen::V,sove,нөөрсх
890,aufwachen::V,våkne,серх
891,aufstehen::V,stå opp,босх
892,sich erholen::V,bli bra,амрх
893,sich erholen::V,komme seg,амрх
894,krank werden::V,bli syk,гемтх
895,krank sein::V,være syk,шалтглх
896,schmerzen::V,gjøre vondt,өвдх
897,husten::V,hoste,ханях
898,genesen::V,komme seg,эдгх
899,sterben::V,dø,үкх
900,sterben::V,dø,өңгрх
901,umkommen::V,omkomme,үкх
902,sich bewegen::V,bevege seg,көдлх
903,sich bewegen::V,bevege seg,көндрх
904,sich rühren::V,røre på seg,көндрх
905,sich erheben::V,reise seg,босх
906,sich setzen::V,sette sig,суух
907,hinfallen::V,falle over ende,унх
908,hinfallen::V,falle over ende,киисх
909,laufen::V,løpe,йовх
910,schreiten::V,skride,алхх
911,spazierengehen::V,spasere,сергҗ йовх
912,spazierengehen::V,gå en tur,сергҗ йовх
913,eilen::V,ile,шулудх
914,sich beeilen::V,skynde seg,адһх
915,sich beeilen::V,skynde seg,шамдх
916,sausen::V,suse,хурдлх
917,sausen::V,suse,йир_хурдар_гүүх
918,sausen::V,suse,йир_хурдар_йовх
919,rennen::V,løpe,гүүх
920,springen::V,hoppe,һәрәдх
921,springen::V,springe,һәрәдх
922,klettern::V,klatre,давшх
923,schaukeln::V,huske,дүүдңндх
924,kriechen::V,krype,мөлкх
925,schwimmen::V,svømme,усчх
926,tauchen::V,dykke,булхх
927,rudern::V,ro,хәәвдх
928,fahren::V,kjøre,йовх
929,fliegen::V,fly,нисх
930,gehen::V,gå,йовх
931,weggehen::V,gå bort,йовх
932,weggehen::V,gå bort,одх
933,weggehen::V,gå bort,һарх
934,weggehen::V,gå bort,мөрлх
935,abfahren::V,reise,мордх
936,anhalten::V,stanse,зогсх
937,hineingehen::V,gå inn,орх
938,eintreten::V,tre inn,орх
939,kommen::V,komme,ирх
940,ankommen::V,ankomme,ирх
941,ankommen::V,komme til,ирх
942,zurückkommen::V,komme tilbake,орх
943,bleiben::V,bli,бәәх
944,bleiben::V,forbli,бәәх
945,warten::V,vente,күләх
946,erwarten::V,vente,күләх
947,suchen::V,søke,хәәх
948,finden::V,finne,олх
949,versuchen::V,prøve,седх
950,versuchen::V,forsøke,седх
951,vorbereiten::V,forberede,белдх
952,lieben::V,elske,дурлх
953,mögen::V,like,таассгдх
954,lachen::V,le,инәх
955,rühren::V,røre,уйрах
956,weinen::V,gråte,уульх
957,schimpfen::V,skjelle,харах
958,sich ärgern::V,ergre seg,уурлх
959,sich fürchten::V,være redd,әәх
960,fürchten::V,være redd for,әәх
961,fürchten::V,være redd for,сүрдх
962,fliehen::V,rømme,зулх
963,fliehen::V,flykte,зулх
964,flüchten::V,flykte,орһх
965,flüchten::V,flykte,зулх
966,sehen::V,se,үзх
967,anschauen::V,se på,харх
968,anschauen::V,betrakte,харх
969,ansehen::V,anse,хәләх
970,ansehen::V,anse,үзх
971,hören::V,høre,соңсх
972,zuhören::V,tilhøre,соңсх
973,probieren::V,smake,амсх
974,probieren::V,smake på,амсх
975,riechen::V,lukte,үнрчлх
976,fühlen::V,føle,медх
977,scheinen::V,se ut,болҗ медгдх
978,scheinen::V,se ut,миниһәр болхла
979,scheinen::V,se ut,болад бәәх
980,zu sehen sein::V,synes,үзгдх
981,vernehmen::V,få vite,соңсх
982,frieren::V,fryse,даарх
983,tun::V,gjøre,кех
984,können::V,kunne,чадх
985,wollen::V,ville,дурлх
986,anfangen::V,begynne,эклх
987,beenden::V,avslutte,дуусх
988,aufhören::V,slutte,уурх
989,aufhören::V,holde opp,уурх
990,gelingen::V,lykkes,бүтх
991,gelingen::V,lykkes,күцәх
992,geraten::V,bli,болх
993,öffnen::V,åpne,секх
994,schließen::V,lukke,хаах
995,schließen::V,stenge,хаах
996,stellen::V,stille,тәвх
997,setzen::V,sette,суулһх
998,legen::V,legge,тәвх
999,berühren::V,berøre,көндәх
1000,verbinden::V,forbinde,боох
1001,bedecken::V,dekke,хучх
1002,bedecken::V,dekke,бүркх
1003,aufhängen::V,henge,өлгх
1004,aufhängen::V,henge opp,өлгх
1005,anzünden::V,tenne,асах
1006,anzünden::V,tenne,шатах
1007,anzünden::V,antenne,асах
1008,anzünden::V,antenne,шатах
1009,anzünden::V,tenne på,асах
1010,anzünden::V,tenne på,шатах
1011,aufheben::V,løfte,өөдән өргх
1012,aufheben::V,ta opp,өөдән өргх
1013,zurücklassen::V,slippe tilbake,үлдәх
1014,verlieren::V,miste,геех
1015,fallen lassen::V,droppe,алдх
1016,fallen lassen::V,la falle,алдх
1017,machen::V,lage,кех
1018,machen::V,gjøre,кех
1019,herstellen::V,fremstille,кех
1020,bauen::V,bygge,тосхх
1021,reparieren::V,reparere,ясх
1022,verbessern::V,rette,сәәрүлх
1023,verbessern::V,forbedre,сәәрүлх
1024,ändern::V,forandre,хүврәх
1025,graben::V,grave,малтх
1026,beugen::V,bøye,нуһлх
1027,biegen::V,bøye,матилһх
1028,drehen::V,dreie,эргүлх
1029,wenden::V,vende,көмрх
1030,wenden::V,vende,эргүлх
1031,umdrehen::V,snu,эргүлх
1032,heben::V,heve,өргх
1033,heben::V,heve,деер өргх
1034,hochheben::V,løfte,өргх
1035,ergreifen::V,gripe,бәрх
1036,ergreifen::V,få tak i,бәрх
1037,halten::V,holde,бәрх
1038,drücken::V,trykke,шахх
1039,schieben::V,skyve,түлкх
1040,kratzen::V,klø,мааҗх
1041,kratzen::V,klore,мааҗх
1042,lecken::V,slikke,долах
1043,beißen::V,bite,хазх
1044,abreißen::V,rive av,таслх
1045,abschneiden::V,skjære av,тәәрх
1046,binden::V,binde,боох
1047,stecken::V,stikke,шаах
1048,stecken::V,stikke,хатхх
1049,brechen::V,bryte,хамхлх
1050,brechen::V,briste,хамхлх
1051,klopfen::V,banke,цокх
1052,hauen::V,hogge,цокх
1053,kleben::V,klistre,наах
1054,reiben::V,gni,зүлгх
1055,streichen::V,stryke,наах
1056,streichen::V,stryke,лашх
1057,streichen::V,stryke,түркх
1058,schleifen::V,slipe,хурцлх
1059,schneiden::V,klippe,хәәчлх
1060,rütteln::V,ruske,дәәвлүлх
1061,schütteln::V,riste,сегсрх
1062,schwenken::V,svinge,дайлх
1063,schütten::V,helle,кех
1064,füllen::V,fylle,дүүргх
1065,einwickeln::V,vikle inn,орах
1066,tragen::V,bære,зөөх
1067,schleppen::V,slepe,чирх
1068,ziehen::V,dra,татх
1069,ziehen::V,trekke,татх
1070,aufbewahren::V,oppbevare,хадһлх
1071,aufbewahren::V,ta vare på,хадһлх
1072,werfen::V,kaste,хайх
1073,fangen::V,fange,бәрх
1074,fangen::V,fange,хавлх
1075,packen::V,gripe,бәрх
1076,packen::V,gripe tak i,бәрх
1077,verstecken::V,gjemme,дүрх
1078,verstecken::V,gjemme,бултулх
1079,teilen::V,dele,хувах
1080,schicken::V,sende,илгәх
1081,bringen::V,bringe,авч ирх
1082,hinzufügen::V,tilføye,немх
1083,bekommen::V,få,авх
1084,erhalten::V,få,авх 
1085,nehmen::V,ta,авх
1086,wählen::V,velge,шүүх
1087,auswählen::V,velge ut,шүүх
1088,bewahren::V,bevare,хадһлх
1089,bewahren::V,bevare,кевтнь үлдәх
1090,bewahren::V,bevare,кевтнь бәәлһх
1091,behindern::V,hindre,харшлх
1092,behindern::V,forhindre,харшлх
1093,verderben::V,ødelegge,үрәх
1094,beschädigen::V,skade,эвдх
1095,zerbrechen::V,brekke i stykker,күүлх
1096,zerbrechen::V,brekke i stykker,хамхлх
1097,zerreißen::V,rive i stykker,шуучх
1098,zerstören::V,ødelegge,эвдх
1099,verbrennen::V,brenne,шатах
1100,verbrennen::V,brenne opp,шатах
1101,geben::V,gi,өгх
1102,reichen::V,rekke,өгх
1103,schenken::V,forære,белглх
1104,schenken::V,skjenke,белглх
1105,versprechen::V,love,амлх
1106,wünschen::V,ønske,сә хәәх
1107,loben::V,rose,магтх
1108,küssen::V,kysse,үмсх
1109,wiegen::V,vogge,саатулх
1110,zudecken::V,dekke til,бүркх
1111,wecken::V,vekke,серүлх
1112,zeigen::V,vise,үзүлх
1113,führen::V,føre,көтлх
1114,lehren::V,lære,заах
1115,lehren::V,lære,сурһх
1116,unterrichten::V,undervise,сурһх
1117,unterrichten::V,undervise,багшлх
1118,aufziehen::V,oppdra,өскәх
1119,leiten::V,lede,һардх
1120,leiten::V,lede,толһалх
1121,antreiben::V,drive på,шамдах
1122,lassen::V,få til å,күч үзүлх
1123,einladen::V,be,үрх
1124,einladen::V,invitere,үрх
1125,vereinigen::V,forene,хамцулх
1126,besuchen::V,besøke,одх
1127,treffen::V,møte,харһх
1128,treffen::V,treffe,харһх
1129,sich versammeln::V,forsamles,цуглрх
1130,sich versammeln::V,forsamles,хурх
1131,spielen::V,leke,наадх
1132,spielen::V,spille,наадх
1133,singen::V,synge,дуулх
1134,tanzen::V,danse,биилх
1135,sich trennen::V,skilles,хаһцх
1136,verlassen::V,forlate,хайх
1137,retten::V,redde,әм аврх
1138,retten::V,redde,әәмшгәс харсх
1139,bewachen::V,bevokte,харх
1140,bewachen::V,bevokte,манх
1141,schützen::V,verne,харсх
1142,schützen::V,beskytte,харсх
1143,verteidigen::V,forsvare,харсх
1144,sich schlagen::V,slåss,гүвдлдх
1145,schießen::V,skyte,хах
1146,siegen::V,seire,диилх
1147,ärgern::V,ergre,уурлулх
1148,treten::V,sparke,
1149,stechen::V,stikke,хатхх
1150,stoßen::V,støte,түлкчкх
1151,stehlen::V,stjele,хулхалх
1152,stören::V,forstyrre,һә болх
1153,belästigen::V,plage,амр эс өгх
1154,belästigen::V,sjenere,амр эс өгх
1155,verbergen::V,gjemme,нуух
1156,verbergen::V,gjemme,бултулх
1157,täuschen::V,villede,меклх
1158,betrügen::V,bedra,меклх
1159,betrügen::V,bedra,мек һарһх
1160,töten::V,drepe,алх
1161,wohnen::V,bo,бәәх
1162,arbeiten::V,arbeide,көдлх
1163,sammeln::V,samle,түүх
1164,pflücken::V,plukke,түүх
1165,pflücken::V,plukke,хурах
1166,jagen::V,jage,аңнх
1167,jagen::V,jage,аңһучлх
1168,fischen::V,fiske,заһс аңнх
1169,fassen::V,fange,бәрх
1170,hüten::V,vokte,хәрүлх
1171,treiben::V,drive,туух
1172,anbinden::V,feste,уйх
1173,füttern::V,fore,теҗәх
1174,melken::V,melke,саах
1175,hacken::V,hakke,чавчх
1176,gießen::V,helle,услх
1177,reifen::V,modne,болх
1178,reifen::V,modne,болвсрх
1179,zubereiten::V,lage,белдх
1180,zubereiten::V,tilberede,белдх
1181,kochen::V,koke,чанх
1182,kochen::V,koke,болһх
1183,backen::V,bake,болһх
1184,braten::V,steke,хуурх
1185,umrühren::V,røre om,самрх
1186,stricken::V,strikke,өлгх
1187,nähen::V,sy,уйх
1188,färben::V,farge,будх
1189,reinigen::V,rense,цеврлх
1190,reinigen::V,gjøre ren,цеврлх
1191,waschen::V,vaske,уһах
1192,abwischen::V,tørke av,арчх
1193,spülen::V,spyle,зәәлх
1194,spülen::V,skylle,зәәлх
1195,fegen::V,feie,сәвүрдх
1196,kehren::V,koste,сәвүрдх
1197,baden::V,bade,өөмх
1198,sich waschen::V,vaske seg,уһах
1199,sich waschen::V,vaske seg,бийән уһаҗ
1200,ausziehen::V,ta av,тәәлх
1201,anziehen::V,ta på,өмсх
1202,sich anziehen::V,kle på seg,хувцлх
1203,kämmen::V,gre,самлх
1204,kämmen::V,kjemme,самлх
1205,schmücken::V,pynte,чимх
1206,schmücken::V,pynte,кеерүлх
1207,schmücken::V,smykke,чимх
1208,schmücken::V,smykke,кеерүлх
1209,sagen::V,si,келх
1210,sprechen::V,snakke,келх
1211,reden::V,tale,күүндх
1212,reden::V,tale,күр_кех
1213,reden::V,snakke,күүндх
1214,reden::V,snakke,күр_кех
1215,sich unterhalten::V,samtale,күүндх
1216,fragen::V,spørre,сурх
1217,bitten::V,be,эрх
1218,erzählen::V,fortelle,келх
1219,erzählen::V,fortelle,келҗ өгх
1220,mitteilen::V,meddele,медүлх
1221,nennen::V,kalle,нерәдх
1222,nennen::V,kalle,нер өгх
1223,rufen::V,rope,дуудх
1224,prahlen::V,skryte,көөрх
1225,übersetzen::V,oversette,орчулх
1226,denken::V,tenke,санх
1227,glauben::V,tro,шүтх
1228,glauben::V,tro,нәәлх
1229,bemerken::V,bemerke,темдглх
1230,bemerken::V,legge merke til,темдглх
1231,erkennen::V,gjenkjenne,таньх
1232,erkennen::V,gjenkjenne,медх
1233,begreifen::V,begripe,медх
1234,verstehen::V,forstå,соңсх
1235,verstehen::V,skjønne,соңсх
1236,lernen::V,lære,сурх
1237,wissen::V,vite,медх
1238,sich erinnern an::V,huske på,санх
1239,vergessen::V,glemme,мартх
1240,messen::V,måle,кемҗәлх
1241,zählen::V,telle,тоолх
1242,rechnen::V,regne,тоолх
1243,lesen::V,lese,умшх
1244,malen::V,male,зурх
1245,zeichnen::V,tegne,зурх
1246,schreiben::V,skrive,бичх
1247,besitzen::V,eie,эзлх
1248,besitzen::V,inneha,эзлх
1249,kaufen::V,kjøpe,хулдҗ авх
1250,verkaufen::V,selge,хулдх
1251,verkaufen::V,selge,гүүлгх
1252,bezahlen::V,betale,өгх
1253,zahlen::V,betale,өгх
1254,beherrschen::V,beherske,эзлх
1255,ertragen::V,orke,даах
1256,schlagen::V,,цокх
1257,schlagen::V,,гүвдх
